	batch	rare_putative_neuro_endo	rare_neural_like1	rare_neural_like2	rare_epidermal_neural1	rare_epidermal_neural2	rare_epidermal_neural_union
144-0	0	-0.0058231074234534885	-0.016535582695340945	-0.021414771701978585	-0.055213392506474945	0.04201042636128882	-0.004508028748214876
145-0	0	0.04603284528885765	-0.026553320926410495	-0.05348328134287961	-0.05413067693295692	-0.012342781732546437	-0.03205081869855375
146-0	0	-0.11645076466702864	0.0051670125622096386	-0.06228330669594451	-0.07059177232825231	0.09600112351795165	0.010366938689946092
147-0	0	-0.0631708619238317	-0.006488347401076844	-0.049634566291120175	-0.08655462347942844	0.070032501732743	0.0003571719563447706
148-0	0	0.07510346927862066	-0.057840500100361014	-0.03756687534294001	0.0014962669040845533	-0.06991317800227426	-0.06936965505593884
149-0	0	0.08810066080641477	-0.10610489203005424	-0.03510192411799096	-0.06131043641463574	-0.15912724155707647	-0.11975771464154106
150-0	0	0.11622158850746589	-0.05928817648929341	-0.024026962076142522	-0.021932212166164144	-0.1229527180306863	-0.09671804233541048
151-0	0	0.009395457410264263	0.024612437434516243	-0.010983062029682245	0.033314852507217996	0.07733754714863417	0.028237300984771507
152-0	0	0.030910755574018123	-0.05183068745337838	-0.009318593258044405	-0.009309956094493033	-0.08709979985384342	-0.0669119074676523
153-0	0	-0.08130710892293647	-0.03587275335462037	-0.02162282018757178	-0.0632570979906164	0.00832152091416738	-0.03575761745711181
154-0	0	0.02498962933989779	-0.05696077719374226	-0.048764131731014126	-0.053690608480702284	-0.09116315291231913	-0.08786761265305443
155-0	0	0.20738435504080244	-0.051982727273212626	-0.015979577259076394	0.012747305165166423	-0.12200541195453418	-0.08351445717715966
156-0	0	0.152977345455652	-0.02920224426091589	-0.02073438995259258	0.039627241051715334	-0.09344123609914068	-0.04686034429007513
157-0	0	0.1978827772469356	-0.05476013094621224	-0.053618598989020994	0.022990369382111964	-0.11423423255049936	-0.07544920937123245
158-0	0	0.15481233267948546	-0.04412845489235029	0.006878122438156442	0.0378605452827786	-0.010301394878617809	-0.013134167312848333
159-0	0	0.1889649709065756	-0.04956197466169088	0.04342744986747815	0.031666888361391865	-0.027170825932649967	-0.026854167806308893
160-0	0	0.08244475222182002	-0.027379663762128748	0.04652390495989245	0.06450557542883828	-0.0228648591521603	-0.005680799276390092
161-0	0	0.048528069463269485	-0.024100604710703966	0.026134353178400627	0.002143635957137402	-0.04657484323386374	-0.03760436162530112
162-0	0	0.06624085053630258	-0.04186544924366231	0.0336883241277075	0.010807204868482523	-0.0052800807056812005	-0.034263925682628815
163-0	0	0.05778264067638883	-0.031999104891852204	-0.052857428075477886	-0.0249108074022375	-0.05848942545436364	-0.0752919487258924
164-0	0	0.04262843789725468	-0.06247133449632292	-0.009210106584938038	-0.007919289962105114	-0.0427897267693641	-0.05902956613653165
165-0	0	0.10075765807053139	-0.06815007101342563	-0.04807586708196421	-0.006737284453018799	-0.10410712632556884	-0.0855967453211347
166-0	0	0.06824036411855405	-0.06322191032654345	-0.025023385497638606	0.03430037125297214	-0.12246823330053547	-0.07946728953300819
167-0	0	0.14974018239426878	-0.05228693892587377	0.005258282817725668	0.03394155419391143	-0.057697295118498304	-0.05615897540331094
168-0	0	0.03190117430412909	-0.020632768191679474	-0.025696160817226033	-0.007242741792098384	0.019499372443896767	-0.023841689957050827
169-0	0	-0.004539289145634062	-0.02494522806506816	-0.016930893352597898	0.0003688729327657736	-0.003182604488910501	-0.03215795337928651
170-0	0	0.016327015832922953	-0.046875252125909705	-0.02430312880704233	-0.015265431611434344	-0.04240752712992213	-0.05954219227230717
171-0	0	0.0971059486783784	0.005056343857122947	0.02878700409445878	0.022629787610924823	0.03384090500389969	0.008232731972971252
172-0	0	0.2185397422176668	-0.02284088802059603	0.04751841388817224	0.08848778766134513	0.0032604309696478984	0.012546249407386023
173-0	0	0.32798001026285106	-0.02835988926122912	-0.011379187848655659	0.10111350515614381	-0.07266782005361272	-0.014463076581791467
174-0	0	0.16541924641050143	-0.01201329200677892	0.08095912461296773	0.02519191907799767	-0.023940960672877765	0.0004609048938168936
175-0	0	0.056315761325003155	0.02828059316029008	0.2334093488099982	0.008512191772460986	0.21578826801888895	0.1117950756513113
176-0	0	0.27568865918565066	-0.003512340356587651	0.10717315444180797	0.1690969550091288	0.044794295650200544	0.08357172142589764
endoderm-1	1	0.9899383051642057	0.6756054914379954	0.48002853776300225	0.6835246542225715	0.7924547377208735	1.2327966903469236
endostyle_csg-1	1	0.9542288922715461	0.6292505240926938	0.4957727915786182	0.6036749864661173	0.7429895255069605	1.1507992022469167
epidermal_neural-1	1	0.7894393230306691	0.7413724586775977	0.6843812014984845	0.5633018228282101	1.0802037232674209	1.3581087316963707
epidermis-1	1	0.4253830169809276	0.40674364629361787	0.4964838133847036	-0.2671193993609886	1.2627524858513135	0.882251877522822
mesodermal_notochord-1	1	1.0060202828769027	0.5915492424255906	0.42375378331213087	0.7434857841159985	0.7155977297789299	1.2258600685631804
muscular_somites-1	1	0.9168940686631475	0.549549029380865	0.5122304797730718	0.6351559846297552	0.6155313120592361	1.156080078572875
neural-1	1	0.7706198780015967	0.7487213366094205	0.9244900762755736	0.4916132454250173	1.1619381662663197	1.3832742235959183
neural_like-1	1	0.6331681492684902	0.8534230731041021	1.346341954872361	-0.047534033733865444	1.543452486383835	1.1975907855378927
putative_neuro_endo-1	1	1.6342182269041565	0.4367344965809635	0.6827718417062407	0.3285380952254584	0.783730691999397	0.9734331206920638
somite-1	1	0.9404322273429782	0.5911744227284245	0.516951068890932	0.6470059469471807	0.7689443662502621	1.260099502470354
tailbud-1	1	0.9674469355879158	0.6337271465156933	0.5853920276348408	0.44225045245626715	0.8061810589476721	1.1296799129540405
tailbud_neural-1	1	0.5836435920890721	0.6804013012588545	0.8148795790656355	0.37626182887865167	1.5262482426790585	1.4290413339620964
