sample	n_cells	mean_umi	mean_genes	immune_mean_cpm	immune_positive_fraction	immune_two_marker_fraction	dc_core_mean_cpm	dc_core_positive_fraction	dc_core_two_marker_fraction	dc_apc_mean_cpm	dc_apc_positive_fraction	dc_apc_two_marker_fraction	myeloid_mean_cpm	myeloid_positive_fraction	myeloid_two_marker_fraction	lymphoid_mean_cpm	lymphoid_positive_fraction	lymphoid_two_marker_fraction	epithelial_mean_cpm	epithelial_positive_fraction	epithelial_two_marker_fraction	basal_core_mean_cpm	basal_core_positive_fraction	basal_core_two_marker_fraction	glandular_at2_mean_cpm	glandular_at2_positive_fraction	glandular_at2_two_marker_fraction	endothelial_mean_cpm	endothelial_positive_fraction	endothelial_two_marker_fraction	fibroblast_mean_cpm	fibroblast_positive_fraction	fibroblast_two_marker_fraction
Patient_011	4022	4629.3361511685725	1376.5509696668323	281.6940664816191	1.0	0.9997513674788663	6.925533386007751	0.5370462456489309	0.18025857782197913	150.8984184641076	0.9947787170561909	0.9532570860268523	38.58513021172035	0.8637493784186971	0.6108901044256588	1109.2750469122348	1.0	0.9995027349577325	0.5278329528950937	0.046494281452013925	0.008950770760815515	2.217530371319058	0.35703630034808553	0.004972650422675286	4.0548584661496205	0.09572352063649925	0.01616111387369468	0.6672902362024694	0.2235206364992541	0.04351069119840875	0.6851922848716742	0.18697165589259074	0.012928891098955743
Patient_012	1889	6574.635256749603	1738.3642138697724	233.8786280850616	0.9989412387506618	0.9947061937533086	5.392472953005813	0.5463208046585495	0.18951826363155108	147.77181490254225	0.9936474325039704	0.946003176283748	105.9208217398656	0.9301217575436739	0.7829539438856538	796.4828624632341	0.9994706193753309	0.9962943356273161	4.858412422269378	0.21916357861302277	0.1323451561672843	3.0255693190595823	0.5082053996823717	0.057173107464266806	68.7678607087768	0.5966119640021175	0.22445738485971414	0.6615992219220216	0.29062996294335625	0.06829010058231869	2.1419163292401393	0.29645314981471677	0.05240868184224457
Patient_013	3732	8758.547427652733	1837.8207395498391	537.4041748568949	1.0	0.8853161843515541	2.9243006864100947	0.24035369774919615	0.03965702036441586	44.55822624140624	0.7457127545551983	0.5072347266881029	49.19760729071988	0.8445873526259379	0.6240621650589496	814.2097753522878	0.9991961414790996	0.7918006430868167	65.0454679452517	0.855037513397642	0.6430868167202572	65.50196954109536	0.8960342979635584	0.7065916398713826	7.97301248642376	0.4908896034297964	0.3542336548767417	0.5580716879342115	0.18193997856377278	0.02277599142550911	17.898272831281627	0.492497320471597	0.20819935691318328
Patient_014	2442	8605.584357084357	1896.8370188370188	252.8753410630831	0.9959049959049959	0.9860769860769861	9.519822435263048	0.5659295659295659	0.16707616707616707	123.9185451598096	0.9713349713349714	0.8845208845208845	91.98433542666045	0.9422604422604423	0.8247338247338247	834.0095847289439	0.9975429975429976	0.9852579852579852	24.83904495098718	0.6936936936936937	0.3783783783783784	16.97691069179499	0.766994266994267	0.39352989352989354	15.093168565361868	0.4725634725634726	0.18959868959868958	1.101375061879222	0.319000819000819	0.09131859131859132	10.052359649882982	0.4484029484029484	0.13963963963963963
Patient_015	2219	5508.464173050924	1476.9166291122126	380.4407349208358	1.0	0.9864803965750338	2.2029912185543368	0.2974312753492564	0.08517350157728706	142.51732691066607	0.9531320414601172	0.8192879675529517	81.33759204876367	0.9310500225326723	0.8111762054979721	731.8759914740731	0.9995493465525012	0.9589905362776026	4.461604581638331	0.2699414150518252	0.07030193780982424	6.327814675737808	0.6088328075709779	0.15277151870211808	5.286844550899476	0.14240648940964398	0.035601622352410996	1.085359695963718	0.28886885984677785	0.049121225777377195	162.99356203107735	0.9296980621901757	0.7787291572780531
Patient_016	2454	3742.392420537897	1157.182151589242	284.80264299316156	1.0	0.9995925020374898	13.412903379685494	0.5599022004889975	0.06438467807660962	47.58888500346529	0.9246128769356153	0.7306438467807661	11.44400146601878	0.771801140994295	0.4409127954360228	945.5939486885172	1.0	0.9991850040749797	0.2768596595182504	0.019559902200488997	0.0057049714751426246	1.561582111927551	0.3056234718826406	0.0016299918500407497	3.9024526368096577	0.04319478402607987	0.006519967400162999	0.3291882810822132	0.10268948655256724	0.003667481662591687	0.5267963022831981	0.12387938060309699	0.007742461287693562
Patient_017	5154	11203.53647652309	2443.6810244470316	221.73033487107136	0.9967015909972836	0.9790454016298021	1.591023183899872	0.33391540551028326	0.12708575863407062	173.31474930519056	0.9902987970508343	0.9497477687233217	75.69413471098505	0.9809856422196352	0.9307334109429569	754.3864981999639	0.9998059759410167	0.9916569654637175	30.459016811186274	0.8181994567326348	0.6575475358944509	8.523819401679393	0.8676755917733799	0.3641831587116802	100.47081248974496	0.9652696934419868	0.8494373302289484	0.6603737274582127	0.36845168800931316	0.08769887466045789	2.305160321023542	0.6202949165696546	0.2493209157935584
Patient_018	1481	8525.262660364619	1705.7285617825794	395.1451843908199	0.9993247805536799	0.9831195138419987	6.365384050405409	0.511816340310601	0.17353139770425388	134.16139936265256	0.9486833220796759	0.8291694800810263	42.32313661060753	0.8352464550979068	0.6232275489534098	863.6763406945992	0.9986495611073599	0.9655638082376773	24.758943562739073	0.5300472653612424	0.2565833896016205	21.884426665793896	0.6076975016880486	0.3187035786630655	31.53483056203519	0.44767049291019584	0.2025658338960162	0.4803806054648645	0.21201890614449695	0.03443619176232275	6.064349302064003	0.2761647535449021	0.08980418636056718
Patient_019	2385	5218.66498951782	1589.2364779874215	317.90402970353614	0.9991614255765199	0.9970649895178197	8.415951935335684	0.5450733752620545	0.2259958071278826	211.49892317053636	0.9781970649895179	0.8788259958071278	55.157122655381364	0.8846960167714885	0.6716981132075471	923.153108814889	1.0	0.9983228511530399	1.0652015199749492	0.08134171907756814	0.0310272536687631	3.194317900026795	0.4742138364779874	0.010062893081761006	8.836078457382317	0.1509433962264151	0.04109014675052411	0.5791055375096827	0.22264150943396227	0.05911949685534591	0.6540399994627689	0.16436058700209644	0.011320754716981131
Patient_020	2282	10559.297107800176	2275.8247151621385	201.50109006499653	0.985977212971078	0.9460999123575811	2.893499150341744	0.4290096406660824	0.1831726555652936	137.40443896092395	0.9693251533742331	0.887817703768624	87.86023769722964	0.9666958808063103	0.9014022787028922	766.3976665093556	0.9995617879053462	0.9574934268185802	16.436622183054595	0.5806310254163015	0.3895705521472393	8.500912931996416	0.8010517090271692	0.27300613496932513	55.46268737127787	0.8150744960560912	0.5407537248028046	1.0059206648242927	0.42024539877300615	0.09377738825591586	7.69693999005831	0.35188431200701137	0.09553023663453111
Patient_021	4938	8594.781287970838	2195.7974888618874	140.74608487724635	0.9963547995139733	0.9710409072498988	1.3168086208698828	0.17901984609153504	0.06703118671526934	127.1186868590745	0.9947347104090725	0.9576751721344674	35.19024410231778	0.948359659781288	0.8264479546375051	751.5880086830014	0.9997974888618874	0.9935196435803969	46.580037355895655	0.9301336573511543	0.8509518023491291	10.322256384718322	0.8545970028351559	0.42365330093155124	91.3059244024508	0.9686107735925475	0.914742810854597	0.3730697410938439	0.11583637100040502	0.031186715269339815	1.0969857918565256	0.2735925475901175	0.04151478331308222
Patient_022	2545	12098.239685658153	2565.9500982318273	218.89287317205245	0.9893909626719057	0.9497053045186641	3.2782554979271983	0.5316306483300589	0.16699410609037327	163.97425748709017	0.981532416502947	0.9143418467583497	79.70630976842811	0.9752455795677799	0.899803536345776	835.4107404278699	1.0	0.9666011787819253	25.46464703774522	0.7508840864440078	0.5497053045186641	14.541735325098738	0.8601178781925344	0.33988212180746563	43.55246092829407	0.8341846758349706	0.6420432220039293	0.8288346609716268	0.4149312377210216	0.11748526522593321	1.0206528811112385	0.37406679764243617	0.0730844793713163
Patient_023	424	10168.665094339623	2512.9669811320755	147.93075391544735	0.9787735849056604	0.9410377358490566	3.37498907589221	0.33254716981132076	0.10849056603773585	127.5708821813769	0.9669811320754716	0.910377358490566	40.91726546353837	0.9363207547169812	0.8160377358490566	864.376187442377	0.9976415094339622	0.9622641509433962	31.660625593137183	0.7735849056603774	0.6957547169811321	13.023539552981404	0.8349056603773585	0.4834905660377358	379.7883726822919	0.9834905660377359	0.9080188679245284	0.47420630300097283	0.21462264150943397	0.0589622641509434	2.1450121852097133	0.4339622641509434	0.16273584905660377
Patient_024	344	3099.9941860465115	1096.6889534883721	163.14887223444958	0.997093023255814	0.9883720930232558	8.015347656388572	0.46511627906976744	0.08430232558139535	73.1971473009256	0.9156976744186046	0.6715116279069767	15.377717872281284	0.6831395348837209	0.3313953488372093	1096.1859981465159	1.0	0.997093023255814	5.2055337098127925	0.14825581395348839	0.09883720930232558	1.7907388964406679	0.2877906976744186	0.040697674418604654	114.85415563061466	0.49709302325581395	0.13372093023255813	0.2935741066123738	0.08430232558139535	0.020348837209302327	0.6674632348066432	0.10174418604651163	0.01744186046511628
Patient_025	1995	3806.8571428571427	1191.1779448621553	289.57849408490307	0.9949874686716792	0.9839598997493735	5.035274216899749	0.4255639097744361	0.11177944862155388	131.41030931595213	0.962907268170426	0.8451127819548873	52.346794801192885	0.8195488721804511	0.5508771929824562	973.5995849723951	1.0	0.9854636591478697	1.643364827008969	0.06917293233082707	0.030576441102756893	3.680216550492792	0.44912280701754387	0.016541353383458645	11.977277178794575	0.11829573934837093	0.03258145363408521	0.7706794713496283	0.18295739348370926	0.026566416040100252	27.875817582807223	0.3017543859649123	0.0962406015037594
Patient_026	2962	4322.54490209318	1195.2545577312626	388.04497207274284	0.9972991222147198	0.9885212694125591	11.091496726712887	0.4902093180283592	0.13605671843349088	117.9727208326598	0.9206617150573937	0.7775151924375422	61.22963080197783	0.8389601620526671	0.612761647535449	466.52490413248955	1.0	0.986833220796759	24.853909576107597	0.4226873733963538	0.22788656313301822	21.017221543852724	0.5283592167454423	0.24949358541525996	14.373557198903967	0.3190411883862255	0.18332207967589467	0.4523687377635685	0.12018906144496962	0.01586765698852127	5.5840639049465395	0.2987846049966239	0.1387575962187711
Patient_027	2788	4376.584648493544	1208.8959827833573	399.7910148165726	0.9978479196556671	0.9885222381635581	11.083255541991479	0.48923959827833574	0.1406025824964132	122.25878355272401	0.9318507890961263	0.7991391678622669	63.341371777277054	0.8454088952654233	0.6172883787661406	461.43209010263666	1.0	0.9881635581061693	26.076060247151126	0.4368723098995696	0.23206599713055953	22.101105691794668	0.5405308464849354	0.25753228120516497	15.04045447627847	0.3159971305595409	0.18974175035868004	0.44764287951863724	0.12697274031563846	0.01685796269727403	5.779620143334663	0.31061692969870874	0.14562410329985653
Patient_028	4146	4275.358176555716	1162.1403762662808	338.6493457671214	1.0	0.9927641099855282	10.255571142939273	0.4852870236372407	0.12156295224312591	94.43181453751389	0.9056922334780512	0.7375783888084901	50.70802041505204	0.8379160636758322	0.5921369995176073	509.61910334379525	1.0	0.9903521466473709	18.426135477772004	0.4351181862035697	0.2050168837433671	15.751739839003678	0.5012059816690786	0.22696575012059816	11.055463767346431	0.2954655089242644	0.1420646406174626	0.3686885273492785	0.10636758321273516	0.015918958031837915	4.32115516908806	0.2592860588519055	0.11432706222865413
Patient_029	4579	3649.891242629395	1356.5278445075344	8.010163083693547	0.16117056125791657	0.03647084516269928	0.06900895212992227	0.010045861541821358	0.0008735531775496833	5.013737501177718	0.07665429132998472	0.016815898667831404	7.277927499099224	0.7540947805197641	0.3238698405765451	198.61604694349313	0.998471281939288	0.09696440270801485	293.5297831178329	0.9932299628739899	0.9775060056780956	270.41825038936264	0.9947586809347019	0.9827473247433938	41.213419568101344	0.9541384581786416	0.875955448787945	0.0855008389862589	0.018563005022930772	0.0006551648831622625	16.17030536107488	0.522603188469098	0.17012448132780084
Patient_030	4744	4282.430860033727	1496.3830101180438	10.332133947258292	0.1865514333895447	0.04363406408094435	0.06871291032452141	0.011172006745362563	0.001475548060708263	6.583738265691304	0.08853288364249579	0.021500843170320406	7.678916804146723	0.7900505902192243	0.37647554806070826	201.3075848220695	0.9978920741989882	0.11403878583473862	292.5263244570822	0.9940978077571669	0.9717537942664418	269.6221667728823	0.9957841483979764	0.9761804384485666	40.765367017747046	0.9454047217537943	0.8718381112984823	0.09986500114558132	0.01960370994940978	0.0010539629005059021	23.306406999766583	0.5792580101180439	0.21964586846543002
Patient_031	4802	4433.23198667222	1529.0685131195335	10.396451843676484	0.19054560599750103	0.04435651811745106	0.08029547845365359	0.011037067888379841	0.0012494793835901709	6.715355470520167	0.09683465222823823	0.022074135776759683	7.685349897985042	0.7919616826322365	0.38296543107038733	205.74015225928147	0.9983340274885465	0.11745106205747605	288.18515275306584	0.9895876718034152	0.9654310703873387	266.03154757885113	0.9933361099541858	0.9693877551020408	39.88670007104099	0.9421074552269888	0.8715118700541441	0.08853185437349514	0.021865889212827987	0.0008329862557267805	26.34335702984326	0.5999583506872137	0.23740108288213244
Patient_032	604	2687.0529801324506	985.7400662251656	212.8086201470004	1.0	1.0	7.7231883508716646	0.4139072847682119	0.08940397350993377	65.28811127748875	0.9072847682119205	0.7036423841059603	16.145066975832115	0.6688741721854304	0.3824503311258278	798.6507128436523	1.0	0.9966887417218543	0.7911589418636041	0.054635761589403975	0.023178807947019868	1.5510252888842442	0.23509933774834438	0.008278145695364239	57.2186574268626	0.44867549668874174	0.12748344370860928	0.3088104174304352	0.0728476821192053	0.013245033112582781	0.6306591881751898	0.08112582781456953	0.009933774834437087
Patient_033	594	2583.3047138047136	956.1279461279461	214.39103728816366	1.0	1.0	7.88985612050942	0.40404040404040403	0.08754208754208755	65.18590692826874	0.898989898989899	0.6750841750841751	16.078837825361475	0.6481481481481481	0.3484848484848485	790.2702854728761	1.0	0.9949494949494949	0.750223110076958	0.050505050505050504	0.021885521885521887	1.6272663688144493	0.2441077441077441	0.008417508417508417	47.82922524492285	0.37037037037037035	0.10774410774410774	0.3482667811911958	0.07407407407407407	0.011784511784511785	0.6285364448071326	0.07912457912457913	0.006734006734006734
Patient_034	600	2658.735	977.4583333333334	213.87796107779675	1.0	1.0	7.764332253669722	0.41333333333333333	0.09	64.80800601948454	0.9	0.6966666666666667	16.038780412040605	0.6616666666666666	0.36833333333333335	798.2027348604362	1.0	0.9983333333333333	0.7598548187001086	0.051666666666666666	0.021666666666666667	1.5422568942351842	0.23833333333333334	0.008333333333333333	47.67030415181351	0.4483333333333333	0.11	0.31740057764699064	0.07333333333333333	0.01	0.6700582310687699	0.08333333333333333	0.01
Patient_035	599	2662.9849749582636	978.7929883138564	212.77241956411297	1.0	1.0	7.68168559724691	0.4023372287145242	0.08013355592654424	65.28902983569478	0.9131886477462438	0.6928213689482471	16.044170042697644	0.664440734557596	0.3639398998330551	798.4465142683221	1.0	0.996661101836394	0.7640336244033655	0.05342237061769616	0.021702838063439065	1.5785093475387382	0.2387312186978297	0.008347245409015025	47.863034431410945	0.44407345575959933	0.10851419031719532	0.3004379243758526	0.07178631051752922	0.01335559265442404	0.6867469060166748	0.08514190317195326	0.01001669449081803
Patient_036	2635	3394.078937381404	1097.4345351043644	322.287545602812	0.9996204933586338	0.9992409867172676	20.146053218315277	0.6675521821631879	0.21366223908918405	224.85905308060867	0.9639468690702088	0.9032258064516129	93.21202274108879	0.9028462998102467	0.7647058823529411	528.402937729026	1.0	1.0	0.36970174722281307	0.04250474383301708	0.005313092979127135	4.527002994013255	0.49411764705882355	0.005313092979127135	9.858550872574044	0.31043643263757115	0.05578747628083491	0.9459415658773985	0.2504743833017078	0.05161290322580645	2.0652271928351436	0.32599620493358633	0.050094876660341556
Patient_037	2610	3360.426053639847	1090.7463601532568	321.9117103458248	1.0	0.9984674329501916	19.713606306691005	0.6620689655172414	0.2095785440613027	226.65046849368994	0.9716475095785441	0.9053639846743295	93.92958508142875	0.8938697318007662	0.7574712643678161	525.4008708579092	1.0	0.9996168582375479	0.36779565728859337	0.041379310344827586	0.0053639846743295016	4.591725032021081	0.4934865900383142	0.006130268199233717	9.782850738208513	0.289272030651341	0.05134099616858238	0.9454941583162738	0.2478927203065134	0.047126436781609195	2.13360487020772	0.3363984674329502	0.052873563218390804
Patient_038	2539	3324.2008664828672	1082.99369830642	325.6598670834749	0.9996061441512406	0.9992122883024813	19.585264124956513	0.6557699881843245	0.21583300512012604	230.2920325884131	0.974399369830642	0.8995667585663647	96.06877762563923	0.8924773532886964	0.7640803465931469	520.6543511782581	1.0	1.0	0.3780008629750962	0.04056715242221347	0.005120126033871603	4.717894534203743	0.5025600630169358	0.005513981882630957	10.041160061365817	0.2922410397794407	0.04647499015360378	0.983776604652236	0.25521858999606145	0.04608113430484443	2.142275861398529	0.33910988578180384	0.04765655769988184
Patient_039	2569	3334.6730245231606	1084.9198131568703	325.0478676819388	0.9996107434799533	0.9992214869599065	20.012308664977095	0.6590112884390813	0.20669521214480344	229.01660085394533	0.9711950175165434	0.9061891786687427	94.66532876702509	0.8933437135072012	0.7606072401712729	523.2371271631612	1.0	0.9996107434799533	0.37433465922252257	0.0397041650447645	0.005449591280653951	4.679066559024006	0.4990268586998832	0.004671078240560529	9.825032148853097	0.2818217205138186	0.051381860646165824	0.9704578154939426	0.253016738030362	0.04865706500583885	2.102525281412633	0.335149863760218	0.05216037368625925
Patient_040	4567	3586.346617035253	1343.8565798116927	7.856387637250506	0.15655791548062184	0.03481497700897745	0.05108756438484338	0.00810159842347274	0.0010948105977665863	5.025349918059734	0.07400919640902123	0.0177359316838187	7.389259087404	0.753667615502518	0.3304138384059558	200.63468420775246	0.9980293409240202	0.09065031749507335	292.32642007430707	0.9956207576089336	0.9816071819575214	269.56622726811906	0.9969345303262536	0.9857674622290343	40.92055946321693	0.95445587913291	0.8714692358222027	0.07832244097841676	0.01598423472739216	0.0008758484782132691	15.502272647669033	0.517626450624042	0.16750602145828772
Patient_041	2723	4800.141020932795	1597.0668380462726	215.99068267821238	0.9845758354755784	0.9548292324641939	2.635530537841635	0.4028644876973926	0.13734851266984943	167.64446673419278	0.9764965112008814	0.9254498714652957	92.24212544677445	0.9625413147264047	0.8692618435549027	642.3761539753866	0.9996327579875137	0.9717223650385605	17.526240205204584	0.4535438854204921	0.34080058758722	8.38980222575326	0.811972089607051	0.17370547190598604	60.31526121682262	0.5941975762027176	0.4017627616599339	1.5210292258396259	0.4017627616599339	0.09842085934630922	4.00853264682443	0.5762027175908924	0.22034520749173706
Patient_042	1738	1860.7025316455697	863.5598388952819	214.69056301462504	0.9666283084004603	0.904487917146145	1.978822969773942	0.2054085155350978	0.047180667433831994	168.80510020835524	0.9602991944764097	0.8998849252013809	105.09294189880602	0.9493670886075949	0.8245109321058688	598.8457197149767	1.0	0.9464902186421174	19.154254253363423	0.3705408515535098	0.3187571921749137	9.263005249011512	0.7019562715765247	0.09321058688147296	50.172684556805436	0.4361334867663982	0.33601841196777904	1.8713154590414012	0.24913693901035674	0.02991944764096663	3.8173480517591316	0.3993095512082854	0.08285385500575373
Patient_043	2696	4722.329005934718	1578.8601632047478	216.495725384667	0.9855341246290801	0.9536350148367952	2.630520765043187	0.3994807121661721	0.13316023738872404	168.34718859628157	0.9777448071216617	0.9287833827893175	92.40246199893905	0.9577151335311572	0.8735163204747775	635.6749615948945	0.9992581602373887	0.9714391691394659	17.949216429050157	0.45103857566765576	0.34235905044510384	8.35135728121218	0.8074925816023739	0.18100890207715134	63.90176709625487	0.5867952522255193	0.39502967359050445	1.5063570229651537	0.40096439169139464	0.10459940652818991	3.992078210024964	0.5752967359050445	0.2273738872403561
Patient_044	2803	5155.221548341063	1663.0763467713164	212.95471316236453	0.9885836603638958	0.9614698537281484	2.6856145653726116	0.4084909026043525	0.13592579379236533	163.40243448076274	0.9735997145915091	0.9236532286835534	90.02270482752047	0.9489832322511594	0.8647877274348912	642.4236061803344	0.9992864787727435	0.9793078844095612	17.184689251283	0.4548697823760257	0.33820906171958615	8.309607965853424	0.8055654655726008	0.17873706742775597	63.11809605080597	0.6182661434177666	0.4124152693542633	1.4608460752288976	0.4088476632179807	0.11915804495183732	3.829063513902867	0.5793792365322868	0.22939707456296826
Patient_045	3235	3185.4281298299848	936.4908809891808	371.90542072842965	0.9993817619783617	0.9854714064914992	6.112846996366629	0.33632148377125193	0.03338485316846986	34.81366331673659	0.8676970633693972	0.6315301391035548	19.60347154789327	0.7276661514683153	0.41638330757341574	779.8452391531965	0.9996908809891808	0.9789799072642967	4.7892055098731126	0.20030911901081916	0.059969088098918086	4.512199298657076	0.37187017001545597	0.06367851622874807	3.1638865875525535	0.15857805255023183	0.04605873261205564	0.3306543445558722	0.09860896445131376	0.0061823802163833074	44.13946446574239	0.43616692426584236	0.18021638330757342
Patient_046	3120	3157.180448717949	930.9153846153846	377.9548435142308	1.0	0.9823717948717948	6.168261442687278	0.3483974358974359	0.03076923076923077	35.28967702910015	0.8708333333333333	0.632051282051282	19.91021653754643	0.7243589743589743	0.4201923076923077	775.8078770402587	0.9996794871794872	0.9762820512820513	4.963452861490141	0.19807692307692307	0.058653846153846154	4.654201096104547	0.37115384615384617	0.060897435897435896	3.240121499483713	0.15384615384615385	0.046474358974358976	0.3146848246391024	0.09455128205128205	0.008974358974358974	45.039240328618455	0.4407051282051282	0.1830128205128205
