rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
11	Microbe_Perturbations_from_GEO_up	Shigella flexneri mouse intestinal tissues GDS3392 microbe:37	18/281	2.2908575577217383e-14	6.414401161620868e-13	14.288892484426826	448.7750338879392	SRGN;EIF5A;IFITM1;XBP1;IFITM2;RNH1;MT1;NEAT1;SOCS3;LDHA;SPINT1;EIF6;BCL3;PMAIP1;LY6A;CALR;PABPC1;LGMN
12	Microbe_Perturbations_from_GEO_up	influenza A mouse lymph node, 8 days post-infection GSE57453 microbe:336	20/383	3.5082767219534425e-14	9.004576919680504e-13	11.693017127799736	362.2621394377277	LYN;SRGN;CD53;IFITM1;XBP1;SSR2;H2-DMA;CD180;CYBB;PDIA6;MANF;LMNB1;SMDT1;PSMB5;DAD1;GPR171;DNAJB11;CD38;LY6A;CRELD2
13	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 2 days post-infection GSE57384 microbe:300	20/386	4.062519860790781e-14	9.62504705479662e-13	11.595390829175576	357.5367782784288	LYN;SRGN;CD53;IFITM1;IFITM2;H2-DMA;CD180;CYBB;MCEMP1;FOS;PSMB8;LSM12;ZFP36;SMDT1;LAMP2;MYADM;TXNIP;CD38;LY6A;WFDC17
14	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 8 days post-infection GSE57452 microbe:314	19/351	8.584451338906565e-14	1.888579294559444e-12	12.034071770954789	362.0599560610892	SRGN;IFITM1;CLEC4N;SSR2;CYBB;MCEMP1;CST7;MS4A6D;PSMB8;PSMB5;FABP5;DAD1;ID2;GPR171;LAMP2;LY6A;WFDC17;TGFBI;LGMN
15	Microbe_Perturbations_from_GEO_up	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:188	20/409	1.2007141320750049e-13	2.4035096198058986e-12	10.89694869788756	324.1917395955192	SRGN;EIF5A;DDX39;PRELID1;XBP1;RNH1;MT1;ATP5G1;PSMB8;MANF;LDHA;PSMB5;EIF6;FABP5;CFL1;LY6A;TGFBI;CALR;CRELD2;LGMN
16	Microbe_Perturbations_from_GEO_up	Shigella flexneri mouse intestinal tissues GDS3392 microbe:39	17/265	1.248576425873194e-13	2.4035096198058986e-12	14.171477079796263	421.0572890981176	EIF5A;CDKN2D;IFITM1;XBP1;IFITM2;RNH1;MT1;FOS;NEAT1;SOCS3;ZFP36;LDHA;EIF6;BCL3;PMAIP1;LY6A;LGMN
17	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 7 days post-infection GSE57452 microbe:313	19/363	1.5666808523892806e-13	2.8384570737405787e-12	11.607151787946986	342.232772379275	SRGN;IFITM1;CLEC4N;SSR2;CST7;MS4A6D;PSMB8;LMNB1;PSMB5;FABP5;DAD1;ID2;GPR171;LAMP2;CCRL2;LY6A;WFDC17;TGFBI;LGMN
18	Microbe_Perturbations_from_GEO_up	influenza A mouse lymph node, 6 days post-infection GSE57453 microbe:334	19/369	2.0989912956992282e-13	3.591607328196457e-12	11.404669738863287	332.9268219048459	LYN;CD53;DDX39;XBP1;SSR2;H2-DMA;CYBB;PDIA6;MANF;LMNB1;LDHA;SMDT1;DAD1;GPR171;DNAJB11;CD38;LY6A;CALR;CRELD2
19	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 9 days post-infection GSE57452 microbe:315	19/372	2.424709545980494e-13	3.734052700809961e-12	11.3060099302446	328.41578329162604	SRGN;IFITM1;CLEC4N;SSR2;CYBB;MCEMP1;CST7;MS4A6D;PSMB8;FABP5;DAD1;ID2;GPR171;LAMP2;CCRL2;LY6A;WFDC17;TGFBI;LGMN
20	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 10 days post-infection GSE57452 microbe:316	19/372	2.424709545980494e-13	3.734052700809961e-12	11.3060099302446	328.41578329162604	SRGN;IFITM1;CLEC4N;MCEMP1;MT1;CST7;MS4A6D;LMNB1;PSMB5;FABP5;DAD1;ID2;GPR171;LAMP2;CCRL2;LY6A;WFDC17;TGFBI;LGMN
21	Microbe_Perturbations_from_GEO_up	Lactobacillus acidophilus NCFM mouse dendritic cells GDS3813 microbe:21	17/318	2.3803810522411883e-12	3.4912255432870764e-11	11.64465815702046	311.6548424273274	SRGN;PTPN1;IFITM2;NCF1;MS4A6D;PSMB8;SOCS3;ZFP36;DNAJC7;LAMP2;CCRL2;TSPO;CD38;LY6A;WFDC17;LGMN;HSPA1A
22	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 3 days post-infection GSE57384 microbe:301	18/376	3.254451629871319e-12	4.5562322818198463e-11	10.446333055984786	276.31592771517325	LYN;SRGN;IFITM1;IFITM2;H2-DMA;CD180;SDC3;CYBB;MCEMP1;FOS;LAMP2;CCRL2;MYADM;CD38;LY6A;WFDC17;TGFBI;C1QC
23	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 10 days post-infection GSE57384 microbe:308	17/334	5.2084659227315626e-12	6.974815235657921e-11	11.04788311472688	287.03213182417954	LYN;SRGN;CD53;DDX5;H2-DMA;CD180;CYBB;FOS;KLF2;FOXP1;ZFP36;DNAJC7;GPR171;CCRL2;MYADM;CD38;LY6A
24	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 6 days post-infection GSE57384 microbe:304	18/388	5.497223612604836e-12	7.054770302842874e-11	10.10132259919494	261.8947480190436	LYN;SRGN;IFITM1;IFITM2;H2-DMA;MCEMP1;PSMB8;LMNB1;LSM12;SMDT1;ID2;LAMP2;CCRL2;MYADM;CD38;LY6A;WFDC17;C1QC
25	Microbe_Perturbations_from_GEO_up	Cryptosporidium hominis human cultured intestinal epithelial cells GDS3500 microbe:203	18/391	6.249085815614256e-12	7.698873724836762e-11	10.01853858878558	258.46412869965366	SRGN;IFITM1;DDX5;IFITM2;SSR2;PDIA6;MANF;EPS8;NR4A2;ZFP36;LDHA;EIF6;FABP5;DAD1;DNAJB11;TXNIP;TGFBI;HSPA1A
26	Microbe_Perturbations_from_GEO_up	Burkholderia pseudomallei mouse Lung GSE61106 microbe:286	18/395	7.401149212825924e-12	8.767515221347634e-11	9.910209379761838	253.9925798375692	SRGN;CDKN2D;PTPN1;CLEC4N;GPR35;CBL;SCIMP;VAV1;MS4A6D;PSMB8;SOCS3;ZFP36;CCRL2;NINJ1;BCL3;LY6A;TGFBI;FKBP5
27	Microbe_Perturbations_from_GEO_up	Shigella flexneri mouse intestinal tissues GDS3392 microbe:43	19/473	1.6349004733150925e-11	1.8649975769668458e-10	8.745346028136991	217.2068832938826	EIF5A;IFITM1;XBP1;IFITM2;RNH1;MT1;NEAT1;ATP5G1;EPS8;SOCS3;LDHA;TSPAN13;EIF6;DAD1;LAMP2;CFL1;BCL3;LY6A;LGMN
28	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 5 days post-infection GSE57384 microbe:303	17/372	2.856551475424743e-11	3.0626798756274847e-10	9.846137879911046	239.0526181771457	LYN;SRGN;IFITM1;IFITM2;H2-DMA;CD180;FOS;PSMB8;LMNB1;MRPL52;LSM12;SMDT1;LAMP2;MYADM;CD38;LY6A;WFDC17
29	Microbe_Perturbations_from_GEO_up	Mycobacterium tuberculosis mouse lung GDS4967 microbe:222	20/552	2.883692090688216e-11	3.0626798756274847e-10	7.909447531873161	191.95726572902697	CD53;NCF1;CLEC4N;H2-DMA;CD180;CYBB;MCEMP1;CST7;VAV1;MS4A6D;PSMB8;MAFB;RNF149;GPR171;IL21R;LY6A;WFDC17;TGFBI;TMEM106A;C1QC
30	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 5 days post-infection GSE57452 microbe:312	17/396	7.58379516784762e-11	7.78602970565689e-10	9.211303985557562	214.64569509937013	SRGN;IFITM1;IFITM2;CST7;MS4A6D;PSMB8;LMNB1;NR4A2;RNF149;ID2;GPR171;LAMP2;CCRL2;LY6A;WFDC17;TGFBI;LGMN
