34315	34315	GSM958156	GSM958156
34337	34337	GSM773011	GSM773011
34338	34338	GSM773007	GSM773007
34339	34339	GSM773012	GSM773012
34340	34340	GSM773015	GSM773015
34341	34341	GSM773008	GSM773008
34342	34342	GSM773014	GSM773014
34344	34344	GSM773009	GSM773009
3438	3438	GSM621692	GSM621692
3439	3439	GSM621683	GSM621683
3440	3440	GSM621676	GSM621676
3441	3441	GSM621673	GSM621673
3446	3446	GSM621635	GSM621635
3447	3447	GSM621460	GSM621460
3449	3449	GSM621450	GSM621450
3451	3451	GSM621431	GSM621431
3452	3452	GSM621424	GSM621424
3454	3454	GSM621393	GSM621393
3463	3463	GSM537703	GSM537703
3516	3516	GSM669955	GSM669955
35174	35174	GSM910577	GSM910577
35175	35175	GSM910569	GSM910569
35177	35177	GSM910583	GSM910583
35178	35178	GSM910576	GSM910576
35179	35179	GSM910584	GSM910584
35180	35180	GSM910582	GSM910582
35181	35181	GSM910572	GSM910572
35182	35182	GSM910579	GSM910579
35183	35183	GSM910559	GSM910559
35184	35184	GSM910568	GSM910568
35185	35185	GSM910567	GSM910567
35187	35187	GSM910557	GSM910557
35188	35188	GSM910587	GSM910587
35189	35189	GSM910562	GSM910562
35190	35190	GSM910571	GSM910571
35191	35191	GSM910581	GSM910581
35192	35192	GSM910564	GSM910564
35193	35193	GSM910560	GSM910560
35194	35194	GSM910573	GSM910573
35195	35195	GSM910588	GSM910588
35196	35196	GSM910585	GSM910585
35197	35197	GSM910578	GSM910578
35198	35198	GSM910575	GSM910575
35199	35199	GSM910556	GSM910556
35200	35200	GSM910555	GSM910555
35202	35202	GSM910580	GSM910580
35203	35203	GSM910574	GSM910574
35204	35204	GSM910566	GSM910566
35205	35205	GSM910570	GSM910570
35206	35206	GSM910586	GSM910586
3524	3524	GSM669912	GSM669912
35269	35269	GSM822300	GSM822300
3527	3527	GSM621693	GSM621693
3528	3528	GSM621687	GSM621687
3529	3529	GSM621684	GSM621684
3530	3530	GSM621672	GSM621672
35318	35318	GSM1125769	GSM1125769
35319	35319	GSM1125770	GSM1125770
3532	3532	GSM621656	GSM621656
35321	35321	GSM1125768	GSM1125768
3533	3533	GSM621649	GSM621649
3534	3534	GSM621646	GSM621646
35354	35354	GSM1185386	GSM1185386
3537	3537	GSM621461	GSM621461
3538	3538	GSM621459	GSM621459
3540	3540	GSM621446	GSM621446
3541	3541	GSM621421	GSM621421
3543	3543	GSM621415	GSM621415
3553	3553	GSM537708	GSM537708
3554	3554	GSM537699	GSM537699
3557	3557	GSM537655	GSM537655
3558	3558	GSM537651	GSM537651
35840	35840	GSM822271	GSM822271
35846	35846	GSM822297	GSM822297
36142	36142	GSM1102781	GSM1102781
36146	36146	GSM1102804	GSM1102804
36147	36147	GSM1102803	GSM1102803
36148	36148	GSM1102796	GSM1102796
36150	36150	GSM1102786	GSM1102786
36152	36152	GSM1102800	GSM1102800
36153	36153	GSM1102792	GSM1102792
36154	36154	GSM1102795	GSM1102795
36155	36155	GSM1102798	GSM1102798
36156	36156	GSM1102791	GSM1102791
36157	36157	GSM1102801	GSM1102801
36158	36158	GSM1102784	GSM1102784
36159	36159	GSM1102782	GSM1102782
36160	36160	GSM1102785	GSM1102785
36161	36161	GSM1102783	GSM1102783
36163	36163	GSM1102799	GSM1102799
36164	36164	GSM1102787	GSM1102787
36165	36165	GSM1102788	GSM1102788
36166	36166	GSM1102802	GSM1102802
36167	36167	GSM1102797	GSM1102797
36168	36168	GSM1102794	GSM1102794
36169	36169	GSM1102793	GSM1102793
36221	36221	GSM896163	GSM896163
36222	36222	GSM896164	GSM896164
36223	36223	GSM896161	GSM896161
36224	36224	GSM896162	GSM896162
36394	36394	GSM707004	GSM707004
36395	36395	GSM707009	GSM707009
36400	36400	GSM707003	GSM707003
36405	36405	GSM707008	GSM707008
36413	36413	GSM997271	GSM997271
36414	36414	GSM997240	GSM997240
36415	36415	GSM997228	GSM997228
36417	36417	GSM997266	GSM997266
36418	36418	GSM997249	GSM997249
36419	36419	GSM997230	GSM997230
3642	3642	GSM670045	GSM670045
36420	36420	GSM997224	GSM997224
36422	36422	GSM997244	GSM997244
36423	36423	GSM997222	GSM997222
36424	36424	GSM997255	GSM997255
36425	36425	GSM997239	GSM997239
36426	36426	GSM997262	GSM997262
36427	36427	GSM997247	GSM997247
36428	36428	GSM997235	GSM997235
3643	3643	GSM670036	GSM670036
36430	36430	GSM997246	GSM997246
36431	36431	GSM997223	GSM997223
36433	36433	GSM997258	GSM997258
36434	36434	GSM997260	GSM997260
36436	36436	GSM997243	GSM997243
36437	36437	GSM997225	GSM997225
36439	36439	GSM997268	GSM997268
3644	3644	GSM670033	GSM670033
36443	36443	GSM997264	GSM997264
36445	36445	GSM997254	GSM997254
36447	36447	GSM997256	GSM997256
36450	36450	GSM997251	GSM997251
36451	36451	GSM997232	GSM997232
36454	36454	GSM997259	GSM997259
36456	36456	GSM997226	GSM997226
36459	36459	GSM997233	GSM997233
36461	36461	GSM997274	GSM997274
36463	36463	GSM997229	GSM997229
36466	36466	GSM997245	GSM997245
36467	36467	GSM997250	GSM997250
36468	36468	GSM997265	GSM997265
3647	3647	GSM670015	GSM670015
3650	3650	GSM669975	GSM669975
3651	3651	GSM669972	GSM669972
3652	3652	GSM669970	GSM669970
3653	3653	GSM669969	GSM669969
3654	3654	GSM669964	GSM669964
3656	3656	GSM669941	GSM669941
3661	3661	GSM669908	GSM669908
3662	3662	GSM669907	GSM669907
3665	3665	GSM621686	GSM621686
3666	3666	GSM621679	GSM621679
3667	3667	GSM621670	GSM621670
3668	3668	GSM621659	GSM621659
3669	3669	GSM621654	GSM621654
3670	3670	GSM621642	GSM621642
3672	3672	GSM621639	GSM621639
3673	3673	GSM621451	GSM621451
3675	3675	GSM621425	GSM621425
3676	3676	GSM621418	GSM621418
3677	3677	GSM621409	GSM621409
3678	3678	GSM621403	GSM621403
36787	36787	GSM906391	GSM906391
36788	36788	GSM906398	GSM906398
36789	36789	GSM906388	GSM906388
36790	36790	GSM906396	GSM906396
36791	36791	GSM906397	GSM906397
36792	36792	GSM906395	GSM906395
36793	36793	GSM906390	GSM906390
36794	36794	GSM906389	GSM906389
36795	36795	GSM906393	GSM906393
36797	36797	GSM906387	GSM906387
36798	36798	GSM906394	GSM906394
36799	36799	GSM906392	GSM906392
3680	3680	GSM613885	GSM613885
3681	3681	GSM613876	GSM613876
3682	3682	GSM613870	GSM613870
3683	3683	GSM613868	GSM613868
3684	3684	GSM613814	GSM613814
36848	36848	GSM956028	GSM956028
36849	36849	GSM956014	GSM956014
3685	3685	GSM537706	GSM537706
36851	36851	GSM956010	GSM956010
36854	36854	GSM956023	GSM956023
36855	36855	GSM956007	GSM956007
36858	36858	GSM956012	GSM956012
36859	36859	GSM956020	GSM956020
3686	3686	GSM537650	GSM537650
36860	36860	GSM956006	GSM956006
36861	36861	GSM956004	GSM956004
36863	36863	GSM956027	GSM956027
36864	36864	GSM956019	GSM956019
36866	36866	GSM956016	GSM956016
36867	36867	GSM956009	GSM956009
36868	36868	GSM956005	GSM956005
36870	36870	GSM956013	GSM956013
36871	36871	GSM956017	GSM956017
36872	36872	GSM956018	GSM956018
36873	36873	GSM956022	GSM956022
36874	36874	GSM956001	GSM956001
36876	36876	GSM956021	GSM956021
3688	3688	GSM537642	GSM537642
3690	3690	GSM537628	GSM537628
36916	36916	GSM1013127	GSM1013127
36918	36918	GSM1013161	GSM1013161
36921	36921	GSM1013120	GSM1013120
36922	36922	GSM1013132	GSM1013132
36923	36923	GSM1013147	GSM1013147
36924	36924	GSM1013158	GSM1013158
36925	36925	GSM1013131	GSM1013131
36927	36927	GSM1013124	GSM1013124
36928	36928	GSM1013128	GSM1013128
36929	36929	GSM1013125	GSM1013125
36930	36930	GSM1013126	GSM1013126
36931	36931	GSM1013143	GSM1013143
36932	36932	GSM1013163	GSM1013163
36933	36933	GSM1013121	GSM1013121
36934	36934	GSM1013148	GSM1013148
36936	36936	GSM1013130	GSM1013130
36937	36937	GSM1013162	GSM1013162
36938	36938	GSM1013160	GSM1013160
36944	36944	GSM1013159	GSM1013159
36945	36945	GSM1013129	GSM1013129
36946	36946	GSM1013122	GSM1013122
36948	36948	GSM1013123	GSM1013123
36950	36950	GSM1013145	GSM1013145
36951	36951	GSM1013133	GSM1013133
36953	36953	GSM1013150	GSM1013150
36955	36955	GSM1013142	GSM1013142
36956	36956	GSM1013149	GSM1013149
37005	37005	GSM1120351	GSM1120351
37006	37006	GSM1120357	GSM1120357
37009	37009	GSM1120349	GSM1120349
37010	37010	GSM1120347	GSM1120347
37011	37011	GSM1120356	GSM1120356
37013	37013	GSM1120350	GSM1120350
37015	37015	GSM1120360	GSM1120360
37018	37018	GSM1120355	GSM1120355
37019	37019	GSM1120361	GSM1120361
37020	37020	GSM1120358	GSM1120358
37021	37021	GSM1120348	GSM1120348
37022	37022	GSM1120359	GSM1120359
37023	37023	GSM1120338	GSM1120338
37305	37305	GSM1010720	GSM1010720
37311	37311	GSM1010744	GSM1010744
37334	37334	GSM1010726	GSM1010726
37354	37354	GSM1010723	GSM1010723
37691	37691	GSM1027302	GSM1027302
37693	37693	GSM1027289	GSM1027289
37694	37694	GSM1027290	GSM1027290
37695	37695	GSM1027296	GSM1027296
37696	37696	GSM1027301	GSM1027301
37697	37697	GSM1027287	GSM1027287
37699	37699	GSM1027300	GSM1027300
37700	37700	GSM1027292	GSM1027292
37702	37702	GSM1027288	GSM1027288
37703	37703	GSM1027297	GSM1027297
37704	37704	GSM1027299	GSM1027299
37705	37705	GSM1027298	GSM1027298
37707	37707	GSM1027303	GSM1027303
37708	37708	GSM1027291	GSM1027291
37992	37992	GSM916022	GSM916022
37994	37994	GSM916036	GSM916036
37996	37996	GSM916034	GSM916034
37999	37999	GSM916029	GSM916029
38000	38000	GSM916066	GSM916066
38001	38001	GSM916035	GSM916035
38008	38008	GSM916070	GSM916070
38011	38011	GSM916064	GSM916064
38012	38012	GSM916021	GSM916021
38014	38014	GSM916068	GSM916068
38016	38016	GSM916065	GSM916065
38017	38017	GSM916039	GSM916039
38018	38018	GSM916032	GSM916032
38019	38019	GSM916040	GSM916040
38022	38022	GSM916067	GSM916067
38023	38023	GSM916055	GSM916055
38024	38024	GSM916033	GSM916033
38026	38026	GSM916057	GSM916057
38027	38027	GSM916071	GSM916071
38029	38029	GSM916054	GSM916054
38033	38033	GSM916060	GSM916060
38035	38035	GSM916041	GSM916041
38036	38036	GSM916026	GSM916026
38037	38037	GSM916027	GSM916027
38039	38039	GSM916014	GSM916014
38042	38042	GSM916073	GSM916073
38043	38043	GSM916061	GSM916061
38096	38096	GSM1058780	GSM1058780
38103	38103	GSM1058781	GSM1058781
38114	38114	GSM1058764	GSM1058764
38117	38117	GSM1058765	GSM1058765
38121	38121	GSM1058768	GSM1058768
38122	38122	GSM1058785	GSM1058785
38127	38127	GSM1058772	GSM1058772
38128	38128	GSM1058773	GSM1058773
38130	38130	GSM1058784	GSM1058784
38131	38131	GSM1058782	GSM1058782
38133	38133	GSM1058779	GSM1058779
38138	38138	GSM1058774	GSM1058774
38140	38140	GSM1058776	GSM1058776
38142	38142	GSM1058775	GSM1058775
38147	38147	GSM1058769	GSM1058769
38149	38149	GSM1058783	GSM1058783
38150	38150	GSM1058771	GSM1058771
38152	38152	GSM1058778	GSM1058778
38153	38153	GSM1058777	GSM1058777
38154	38154	GSM1058766	GSM1058766
38155	38155	GSM1058770	GSM1058770
38158	38158	GSM955999	GSM955999
38159	38159	GSM955998	GSM955998
38235	38235	GSM1112788	GSM1112788
38238	38238	GSM1112824	GSM1112824
38241	38241	GSM1112811	GSM1112811
38243	38243	GSM1112812	GSM1112812
38245	38245	GSM1112774	GSM1112774
38246	38246	GSM1112813	GSM1112813
38248	38248	GSM1112830	GSM1112830
38250	38250	GSM1112829	GSM1112829
38252	38252	GSM1112802	GSM1112802
38253	38253	GSM1112796	GSM1112796
38254	38254	GSM1112776	GSM1112776
38255	38255	GSM1112801	GSM1112801
38256	38256	GSM1112780	GSM1112780
38257	38257	GSM1112825	GSM1112825
38258	38258	GSM1112808	GSM1112808
38259	38259	GSM1112827	GSM1112827
38260	38260	GSM1112809	GSM1112809
38263	38263	GSM1112807	GSM1112807
38269	38269	GSM1112832	GSM1112832
38272	38272	GSM1112831	GSM1112831
38273	38273	GSM1112778	GSM1112778
38275	38275	GSM1112775	GSM1112775
38276	38276	GSM1112795	GSM1112795
38279	38279	GSM1112828	GSM1112828
38280	38280	GSM1112810	GSM1112810
38497	38497	GSM908962	GSM908962
38498	38498	GSM908944	GSM908944
38499	38499	GSM908937	GSM908937
38500	38500	GSM908958	GSM908958
38502	38502	GSM908951	GSM908951
38503	38503	GSM908955	GSM908955
38504	38504	GSM908943	GSM908943
38505	38505	GSM908953	GSM908953
38506	38506	GSM908967	GSM908967
38508	38508	GSM908948	GSM908948
38509	38509	GSM908939	GSM908939
38510	38510	GSM908940	GSM908940
38511	38511	GSM908957	GSM908957
38512	38512	GSM908945	GSM908945
38513	38513	GSM908961	GSM908961
38514	38514	GSM908938	GSM908938
38515	38515	GSM908941	GSM908941
38517	38517	GSM908960	GSM908960
38518	38518	GSM908964	GSM908964
38520	38520	GSM908949	GSM908949
38521	38521	GSM908954	GSM908954
38522	38522	GSM908942	GSM908942
38523	38523	GSM908950	GSM908950
38525	38525	GSM908946	GSM908946
38526	38526	GSM908963	GSM908963
38527	38527	GSM908965	GSM908965
3854	3854	GSM670041	GSM670041
3855	3855	GSM670038	GSM670038
3857	3857	GSM670031	GSM670031
38595	38595	GSM806938	GSM806938
38596	38596	GSM806939	GSM806939
38597	38597	GSM806934	GSM806934
38599	38599	GSM806936	GSM806936
3860	3860	GSM670016	GSM670016
38600	38600	GSM806937	GSM806937
38601	38601	GSM806943	GSM806943
38602	38602	GSM806940	GSM806940
38603	38603	GSM806944	GSM806944
38604	38604	GSM806935	GSM806935
38606	38606	GSM806941	GSM806941
38608	38608	GSM806942	GSM806942
3862	3862	GSM669998	GSM669998
3863	3863	GSM669992	GSM669992
38635	38635	GSM1208745	GSM1208745
38641	38641	GSM1208713	GSM1208713
38647	38647	GSM1208739	GSM1208739
38650	38650	GSM1208777	GSM1208777
38653	38653	GSM1208646	GSM1208646
38657	38657	GSM1208609	GSM1208609
38658	38658	GSM1208794	GSM1208794
3866	3866	GSM669988	GSM669988
38661	38661	GSM1208594	GSM1208594
38662	38662	GSM1208811	GSM1208811
38663	38663	GSM1208654	GSM1208654
38666	38666	GSM1208702	GSM1208702
3867	3867	GSM669943	GSM669943
38673	38673	GSM1208752	GSM1208752
38678	38678	GSM1208756	GSM1208756
38679	38679	GSM1208644	GSM1208644
3868	3868	GSM669925	GSM669925
38684	38684	GSM1208608	GSM1208608
38691	38691	GSM1208668	GSM1208668
38695	38695	GSM1208789	GSM1208789
38697	38697	GSM1208809	GSM1208809
38698	38698	GSM1208730	GSM1208730
3870	3870	GSM669905	GSM669905
38704	38704	GSM1208631	GSM1208631
38706	38706	GSM1208807	GSM1208807
38708	38708	GSM1208757	GSM1208757
38712	38712	GSM1208738	GSM1208738
38713	38713	GSM1208632	GSM1208632
38716	38716	GSM1208699	GSM1208699
38718	38718	GSM1208622	GSM1208622
38719	38719	GSM1208723	GSM1208723
38721	38721	GSM1208721	GSM1208721
38724	38724	GSM1208626	GSM1208626
38726	38726	GSM1208627	GSM1208627
3873	3873	GSM621694	GSM621694
38731	38731	GSM1208691	GSM1208691
38736	38736	GSM1208780	GSM1208780
38737	38737	GSM1208647	GSM1208647
3874	3874	GSM621685	GSM621685
38741	38741	GSM1208620	GSM1208620
38743	38743	GSM1208639	GSM1208639
38746	38746	GSM1208672	GSM1208672
3875	3875	GSM621675	GSM621675
38750	38750	GSM1208705	GSM1208705
38758	38758	GSM1208763	GSM1208763
38759	38759	GSM1208736	GSM1208736
3876	3876	GSM621671	GSM621671
38761	38761	GSM1208671	GSM1208671
38763	38763	GSM1208598	GSM1208598
3877	3877	GSM621667	GSM621667
38771	38771	GSM1208683	GSM1208683
38772	38772	GSM1208719	GSM1208719
38773	38773	GSM1208657	GSM1208657
38774	38774	GSM1208603	GSM1208603
38778	38778	GSM1208678	GSM1208678
38779	38779	GSM1208802	GSM1208802
3878	3878	GSM621665	GSM621665
38782	38782	GSM1208709	GSM1208709
38784	38784	GSM1208670	GSM1208670
38785	38785	GSM1208661	GSM1208661
3879	3879	GSM621662	GSM621662
38790	38790	GSM1208641	GSM1208641
38793	38793	GSM1208674	GSM1208674
38799	38799	GSM1208625	GSM1208625
3880	3880	GSM621658	GSM621658
38804	38804	GSM1208731	GSM1208731
38811	38811	GSM1208679	GSM1208679
38812	38812	GSM1208591	GSM1208591
38814	38814	GSM1208790	GSM1208790
