X_pca1	X_pca2	X_pca3	X_pca4	X_pca5	X_pca6	X_pca7	X_pca8	X_pca9	X_pca10	X_pca11	X_pca12	X_pca13	X_pca14	X_pca15	X_pca16	X_pca17	X_pca18	X_pca19	X_pca20	X_pca21	X_pca22	X_pca23	X_pca24	X_pca25	X_pca26	X_pca27	X_pca28	X_pca29	X_pca30	X_pca31	X_pca32	X_pca33	X_pca34	X_pca35	X_pca36	X_pca37	X_pca38	X_pca39	X_pca40	X_pca41	X_pca42	X_pca43	X_pca44	X_pca45	X_pca46	X_pca47	X_pca48	X_pca49	X_pca50	X_umap1	X_umap2
1.885994	-6.739144	4.173719	-0.64435774	8.638744	-1.0343225	-0.15966772	-0.14177531	1.1212484	0.69347453	0.119972356	-2.940838	-0.10194926	-1.0511407	0.66406393	0.21429667	2.9792624	1.190491	0.8030237	-1.1525192	-1.0057955	0.73287237	1.2055936	0.8314146	-0.8366776	0.21666434	0.89743376	1.0043914	3.1298923	-1.3030167	-0.86427027	-0.64883786	-1.4843657	-0.6396105	1.103605	-0.65788174	-2.2577224	2.091615	-0.173315	0.28308055	0.9889855	1.1410394	-0.8739892	-0.1333879	-0.18355739	-0.41241243	-1.9670371	-0.25510663	1.0672083	1.3855736	-12.014655799908972	-6.317987320154949
3.4657123	-6.5971565	5.9549274	-0.32881007	7.505427	-1.183531	2.3441083	-1.1433834	-0.20573047	0.41678572	-1.6667341	4.0497293	2.2727585	5.148563	-2.5358942	-0.06426092	-1.8525872	-2.2198596	-2.5482833	-5.1451154	-1.6053568	-1.7001865	0.7355989	-2.4406147	0.07753011	-1.2169719	1.9698943	0.00647518	-0.7780606	-0.16149989	-0.53079295	4.6199384	1.4427844	-0.49409646	0.28753722	3.1323326	-0.77155674	-0.62665915	1.0439229	2.6814559	0.11989141	-2.003586	1.975903	1.7696635	0.66453373	-0.9522306	0.41080794	-0.59917897	-1.8366877	-2.2172344	-12.372942684373132	-4.167607228615073
4.80914	-3.5683951	7.1161537	4.7642026	-3.0936098	0.39237157	4.8536367	-0.919259	1.4705675	0.73207605	-1.535004	-2.3652453	1.12846	-0.50717455	-1.3412997	-0.86750275	-0.19581285	-1.1857218	0.8875482	-1.8286856	0.04501148	-1.1780456	0.60664713	1.812164	1.1892931	0.16186807	1.3402482	0.20465504	1.0507264	0.8784245	0.16328025	0.19686489	-0.040779255	-1.155183	-1.0485021	-1.131161	0.8913158	-1.7810112	0.12462673	1.3014915	-0.08119832	-1.0459626	0.41980374	0.9989039	-1.6350801	-1.7931184	-0.37556335	1.1150465	0.01856567	1.1561031	-9.744141292852008	-1.9957833738400097
6.0879908	-5.4781075	13.532079	10.346229	-10.3651085	-0.3823227	-0.26059312	-0.7911513	1.5415032	-0.41913342	1.1726584	-3.2898428	-1.7940199	0.48154327	-0.7047401	-1.1523829	1.6662887	-0.7015964	-0.85866195	-6.32896	0.25323048	-2.0289302	0.077716	3.3058596	5.5311465	-0.30519384	3.199878	0.40440467	3.7838223	-1.4075173	-1.3622825	-1.7612714	1.1769398	-0.10946963	-0.025653005	1.0022945	-0.24935436	-2.7118433	3.1150293	-0.32512945	2.697796	-1.3494341	-1.3866669	0.9807397	0.76466966	-3.6951442	2.6352036	-2.8237202	-1.0457351	1.5572605	-10.125465568449592	-0.7529745401484275
3.3042724	-7.1312537	4.0213237	-0.6835864	8.680024	-0.99326557	0.440863	0.6992239	-0.28042173	-0.5601919	-0.117496796	-1.0915273	-1.3692292	-0.94906276	0.14050938	0.4633197	2.5425832	-1.4360435	0.9995205	1.7891704	0.48640525	-1.4083065	-1.1575599	0.28809288	2.3153882	-0.25471926	-0.1644462	1.1778169	0.4945195	0.46574962	-0.49903446	-1.375905	1.215313	-0.5819852	-0.41019946	0.30469498	0.9741242	0.6971333	-1.9660305	-2.233783	1.0952119	-2.0169208	1.8782175	0.49118933	-0.30453968	1.0071803	0.9690591	-0.7008228	0.031992774	-0.28391418	-12.778130835531856	-6.066004370169524
4.3513045	-5.239786	3.6628952	-1.4773622	7.769757	-0.12091471	-0.14189182	0.68208015	-0.92855245	-1.0899279	-0.40170145	-1.0788131	-0.15160665	-1.134258	0.15479739	-0.44099262	-0.96682125	0.9226873	-0.7626159	0.57611316	-0.9544427	0.657261	1.3691369	0.32161057	-0.275205	-0.33700338	-0.0516543	-1.2842754	0.13851269	-0.6049656	0.5230262	0.5783655	-1.3997872	0.5514165	-0.52846617	-1.2434307	0.23686753	0.41953126	1.0676528	-0.2895457	-0.56635535	0.22878055	-1.3612148	-0.98240834	-1.7176232	1.0855341	-0.55902064	0.29065248	-0.54355043	0.2524433	-12.21371218791452	-5.489901631447638
2.3397744	-6.4074454	3.2424173	-1.0610018	8.243131	-1.5751119	-0.7543642	0.61543715	0.15422288	-0.87475044	0.24398741	1.8173032	0.6760234	0.844658	0.77601033	0.1236598	-0.91310704	-0.85853434	-0.06899083	-0.2491451	-0.4308415	0.09600828	-0.78363806	2.071825	0.41668966	-1.8705138	-0.74235225	0.17942618	-2.0661628	-0.88165945	0.22385997	1.2918879	1.9588022	-0.69069046	-0.46919373	-0.086558804	2.280777	-2.035277	-0.35722432	-2.7033596	-0.7200784	-1.6455009	-0.065817036	-0.2862496	-0.8683893	-0.24543948	1.2505305	-1.2464534	0.06828776	-0.43723077	-11.682521714561585	-4.978087738385167
5.4718785	-4.9770947	9.18874	3.807132	-1.2030606	-0.44491863	-0.46145082	-0.062862195	-0.6721803	0.582702	0.44925186	-0.12618892	2.8993587	1.6135741	3.5372002	1.2765538	0.57635033	1.6539954	0.10698351	-0.85657793	-1.8030355	-0.8529504	0.56956047	-3.8709967	-3.257429	-0.96711725	0.33533496	4.0538373	1.9642781	-1.3572252	2.8911703	-0.2690286	-0.6349202	-0.54381377	-0.1320587	1.5304968	-0.95588607	1.1880759	-2.90502	1.4901989	-2.5035827	-0.80171347	-0.3021067	-1.3455939	1.1037592	-0.41495818	-3.7910295	0.8711751	-2.991926	1.7881321	-10.312028411829028	-1.6742077518935727
4.981968	-4.7088203	11.132093	7.3373933	-4.82767	-0.36659527	-0.79985005	1.0600758	-0.053480826	0.32016942	2.4469087	0.4713968	-0.9435072	-0.29269287	-0.5493984	-0.005525188	0.7117555	0.34135374	0.6501382	0.20423657	-0.9791355	-0.52252054	-1.2460254	1.9415511	-2.8153927	0.8884209	-1.2786568	-0.40691957	0.9657979	2.9942577	-2.7847831	1.0303823	-0.946946	0.7982096	-1.4731348	-1.4033214	1.3599508	-0.055257898	0.72837865	1.93423	-1.4808941	0.46655428	-1.1240562	0.8515654	1.1131212	0.21710545	0.49070847	-2.606915	0.62296563	-2.5084395	-10.56948867801774	-1.3514543545687019
2.408681	-4.7307353	2.097335	-1.1256182	6.551806	-0.41597918	-0.5938605	-0.6251459	-0.32008752	0.34142575	0.3268865	-1.2939243	-1.4212939	-0.7962814	0.2812079	1.7276424	3.0793622	-1.2898127	2.0343897	1.6756703	-0.80928504	0.990475	-0.48144895	1.1407576	1.031841	0.1109936	1.5432396	-0.8609827	0.9110152	0.01350909	-0.45906273	0.6244165	-0.09735994	-0.11982146	1.2951589	1.3318601	0.097119085	0.028558552	-1.32233	1.4170102	-0.80264825	-0.13356403	-0.093858466	1.834387	0.5243972	1.4646473	1.0965953	0.63654315	1.1238775	0.01385962	-12.212008555682017	-6.291396213206636
2.2077808	-5.520944	2.914931	-1.1431013	8.03469	-1.0299071	0.14813049	0.05466478	-0.09432504	-0.9361041	0.4209993	-2.0185077	-0.5504265	-1.4376974	0.22489645	-0.068623394	1.9007791	0.552467	0.79857975	0.9647905	0.19308265	0.5848488	-0.013210811	1.65111	1.6606401	-0.14531848	0.2523968	0.5398808	0.40158132	-0.059411585	-0.62420994	-0.32835186	0.339529	-0.43013537	-0.4635281	0.22036998	0.36986238	0.60557884	-1.1027123	-0.39211413	0.63008016	-0.45999318	-1.345831	0.5527324	0.63235706	0.118975714	0.22460204	-0.66937464	1.2671243	0.88628966	-12.239290672827325	-6.153952655325637
2.4752421	-5.111941	3.4303296	-1.4348425	7.74248	-0.36176947	1.0034192	0.36754143	-0.5128252	0.9972276	1.973551	-1.4815485	0.6455226	0.602606	0.47953805	-0.0625016	0.092698604	0.57888275	1.2896507	0.29264888	0.71741706	0.09202734	-0.34984812	-0.29771858	-1.510176	0.20160177	-0.17571053	-0.15959062	-0.7927524	-0.15034516	0.06586658	-1.098976	1.0540278	-0.46549284	0.053200915	-0.81443894	-0.05607058	-0.28995168	-0.43502223	-1.546574	-1.5050815	-0.7123839	0.17664479	0.47619864	-1.0506581	-0.16531272	-0.40037596	-1.9592714	0.27012476	0.10015075	-11.636416335343757	-6.275139213233221
3.8239484	-7.422664	6.055104	-0.1110158	9.315071	0.036023933	0.82020515	0.66990507	-1.8685708	-0.1282467	0.16262898	1.9888623	1.4409704	1.2256674	0.6163208	-3.1768281	-3.0844307	0.5225861	0.6486545	0.5568822	-0.52586293	-2.2198682	0.00686595	-0.7244725	-0.956093	0.6370048	-0.25799033	0.24185564	-2.3079877	-2.227017	-2.9669316	-0.4620578	0.10644446	-1.8628592	-1.7775953	-0.115976684	-0.7517181	-0.95316494	1.2094567	-1.3957692	0.08806636	-0.6351946	0.26596668	0.37320784	-0.28283346	0.038824633	-0.6215769	-1.6405902	-1.7932727	-1.7892146	-11.983925954041311	-4.397212834182578
3.5129745	-7.0397625	3.8365002	-0.9380166	8.237225	-0.4938769	-0.47186363	-0.04591746	0.6293253	0.73393524	-0.16510564	0.25954226	0.40180877	2.4561465	-0.1445272	3.2940333	0.61712134	-1.2904164	-1.1677474	-0.08286215	-0.70362747	1.8915737	0.59370625	1.3214633	0.03813883	-1.8749877	0.13296421	-1.0864233	-1.1025542	-2.322709	1.287783	2.8463545	1.4827508	-1.9499248	-1.3392696	1.7230402	1.3464186	-1.7199707	-0.8790513	-1.6996334	-1.4692211	-0.06649422	-0.4186301	1.3138568	-1.179981	1.1921673	0.6073452	-0.039515126	-0.61893606	0.68996924	-12.07691782563383	-5.1502091128674445
3.9275322	-3.4356284	7.9586873	5.284968	-4.6554556	0.5787164	1.3642757	-0.96772313	0.81976944	0.29577836	-0.31211105	-0.7764271	0.5402669	0.009277102	-0.2826586	-0.6084638	0.039678216	0.37634656	1.3265268	-0.15609773	-0.29616445	-2.5336316	-0.1735513	0.5904603	0.29999503	-0.031036256	0.9803054	1.9127109	-0.10346603	-0.3705872	-1.7775677	-0.8273242	-0.1026136	-0.9665819	1.3023908	-0.16750969	-1.5332296	0.3972062	-0.37502158	-0.10491015	0.32813272	-0.15556394	-0.23594692	0.43493077	-1.0125381	0.10942352	-0.65645635	1.2284873	-0.9833487	-0.66080415	-9.954365859981932	-1.6156257400873546
4.2597604	-3.49304	6.8093247	5.179071	-4.712206	0.7307456	4.356678	-0.42000577	1.5618964	0.6490961	-0.86888295	-1.8656439	0.44477284	-0.32308015	-1.4591956	-1.7364044	-0.18680055	-1.4083028	2.1107724	-0.5905946	1.0580122	-1.0479046	0.45818627	2.217525	1.8099213	1.1582706	0.972888	0.53074056	1.9690875	0.15029386	-1.4633031	-0.13620813	-0.15064035	-0.5485785	-1.1662519	-0.043764785	-0.8240147	-1.2234603	0.33066544	0.8237921	-0.27144757	0.38306174	-0.39510456	0.1737055	-1.6744661	0.24289703	1.0531325	1.564023	-0.39147413	1.7417682	-9.673956395314743	-1.89579069567193
6.551629	-5.168568	13.598095	10.013577	-8.921853	-0.39651063	-0.5039167	-1.78191	0.75344115	2.236103	1.1432366	-1.4133309	-2.745764	-0.24531917	1.7923409	0.039721597	0.030773252	-0.5181559	-1.3645287	-4.864053	-0.21637747	0.47508454	1.3957006	-1.4438022	3.463722	-4.5658956	-1.7556574	1.9431341	-3.454932	-4.411831	10.6652565	-1.324362	2.059969	-5.433894	3.2916186	4.6295595	1.9531312	-1.630067	1.3105321	-4.4766173	2.2786138	-1.8195297	2.8570542	0.107711606	-1.0034412	-0.1759258	0.27516314	2.8005254	1.7232634	-0.86283815	-10.475730466762391	-0.6765432372271702
3.0493424	-5.861396	3.5179555	-1.1835787	8.616292	-0.84393156	1.4392445	1.3544505	0.627252	-0.3575464	1.2350559	0.20746578	-1.3037008	-0.08299702	-0.4063085	0.79207736	2.9102151	-0.5259574	1.434374	-0.20431228	0.574719	1.1147537	-1.0395027	0.08194566	0.45289996	-0.14066096	-0.052564833	1.5997357	1.9704481	1.4408047	-0.6314651	-0.16967224	-0.35905817	1.6171788	1.0033246	0.64544135	-0.024497844	-0.54382044	-1.9911926	1.0716631	0.6984304	1.8934754	0.9313507	0.3648522	-0.6065752	0.21846306	0.28257188	-0.4198344	-3.0804372	-0.5323773	-12.511089830539127	-6.229286161703426
3.0208898	-6.328167	4.332125	-0.9922052	9.678436	-1.2463744	0.2388117	0.5562262	-0.8957957	0.15866184	0.34042093	-0.28951883	-0.35115838	-1.0239702	0.2217959	-0.14853545	0.058130153	-1.0907345	0.18527074	1.3297514	-0.3872263	0.0015971913	-0.41032255	0.9103854	1.2604848	-0.7621855	0.22216825	-0.70059097	1.0383978	1.1932987	-0.3807187	0.03656958	0.8178712	0.7271882	-0.8021367	0.82214355	1.2019072	-1.0502537	-0.7575001	-1.5760218	-0.42936376	-2.0526192	0.6489832	0.6248511	0.021514634	1.6061642	0.7252659	0.797639	-1.0629364	-1.0228748	-12.731633974034882	-5.817471412948357
3.0867639	-5.23319	4.2342153	-0.3517163	4.9101677	-0.22500865	0.9895682	-0.3175778	-0.6798677	0.19754696	0.36781245	3.1867876	0.23162615	2.0658395	-1.0837389	-0.37989333	-2.7285306	0.14009541	-1.6979582	-1.7852969	-1.1626297	0.12025158	-0.49532393	-0.40299323	0.3753736	-0.4202903	-1.8836408	-0.92439556	-0.81937605	0.43869233	2.16361	3.0697303	0.06428023	-0.74958587	0.6111031	0.23731504	1.8532275	-0.76582694	-0.08799914	-0.1794432	0.31077424	0.9157404	-0.1418881	-1.6403971	0.9781911	0.95088065	0.61776286	-1.3483449	-0.49552587	0.49508503	-11.875478403675269	-4.337060025005606
5.256333	-5.525084	12.310682	10.871922	-8.963268	0.040107805	-2.079061	0.56101656	0.04027039	1.8486862	-0.37050882	-1.3943126	-1.1789013	-1.658546	0.89584464	1.5502709	1.3646135	-0.21001384	0.39077416	2.4051006	0.07950178	1.2834554	-1.6753858	0.23213655	1.8557178	1.259235	-0.23713061	-0.006607131	0.8044631	-2.7259796	-0.5306601	2.0597785	1.0481672	-0.1309923	1.6855224	0.66575086	-0.2533766	-0.4763244	1.0972389	-0.7484188	-0.7429665	2.2192867	-0.7012352	0.17212856	0.21798378	0.47059453	0.07592348	1.5955389	-1.1791942	0.171894	-10.673168719957378	-0.3080433078103984
5.139048	-5.580487	8.552623	3.7917478	1.1219347	-0.99048465	1.995248	0.29716188	-2.3091266	0.95456237	-1.2048814	2.5320048	4.389056	4.3408055	0.8280753	-3.2544699	-3.9694343	0.79067206	3.5997643	2.6677077	-1.7819798	-5.0063086	-0.27702832	-0.9537897	-6.2962804	4.5692277	-2.3497834	-1.1097769	-3.9535894	-1.2805638	-3.7915864	-4.923145	-3.9179425	1.2897981	-1.7686137	0.57582146	-0.899826	0.5744412	1.2073551	-0.09417493	5.112564	3.7943592	1.0086148	-0.6542539	-3.0888035	1.0535808	1.8705343	0.9792712	1.8628434	-2.1465654	-11.254200098866603	-3.578192755135678
4.341642	-4.795837	10.587498	7.6622257	-5.6844754	-0.28424695	-0.5927951	-0.8059968	0.43299827	0.075506605	-0.29020405	-0.46875313	-0.51558477	0.038139917	0.23742403	-1.2694404	-0.7348382	0.11779611	1.0946375	-1.656946	0.4611062	-1.9314237	1.4139197	0.61030257	1.17286	-0.7183404	-0.71663463	0.28005028	-0.00040850742	-0.5648564	0.284842	-0.077340305	0.050184634	-1.1227642	0.78545475	-0.18335605	0.54960287	0.039095595	0.18778114	-0.49078807	0.5548381	-0.66514057	0.58804584	-0.4755895	0.2748954	-0.75501007	-1.1308106	1.075796	0.72320896	0.9268565	-10.168249682668135	-1.0870219540962969
3.394028	-6.408512	3.850994	0.07268798	7.0489445	-0.1501724	3.5461733	-1.1471462	0.4021458	-0.6358562	-2.4338777	2.970209	1.7254176	2.9538808	-2.250445	1.4597481	-2.6313443	-1.3341978	-2.3619597	-2.8801818	0.69022036	0.27277005	-0.28579327	0.4592564	-1.4540359	-0.78688395	1.2004256	-1.9931616	0.15890953	1.9543648	1.0210805	4.2462454	1.4017212	-0.056582093	1.0477439	1.0719565	0.4817555	-0.94924957	-0.6367924	2.4538584	-0.6105089	-1.8504031	0.42112318	1.358457	2.1518338	0.41365868	0.7498673	0.44004056	0.802482	0.828705	-12.118538947585568	-4.118953404285437
3.41005	-6.2834024	5.515427	-1.2178723	8.965385	-0.75573665	-0.17417789	0.22665124	-0.79099184	-0.79890823	0.66482186	1.1260582	-1.1262616	0.72623587	-1.0079238	0.35663643	-1.2821083	-0.818148	-2.0615582	-1.7864647	-0.865824	-0.824371	-1.1450657	-0.7752008	0.9207965	-0.16495146	1.3316678	-0.20718312	1.2423186	-1.1330495	-0.9730306	2.6375268	-0.21281631	-0.10552814	0.27794564	1.6897403	0.09697692	-0.2771334	0.108612314	0.31296614	-1.577046	0.7817445	-0.024432374	-1.3709477	2.920865	0.5009058	0.82864535	-1.4763985	-0.8710524	0.4149906	-12.504842146470589	-4.770794215116613
4.4973526	-4.828181	12.3829975	9.897995	-8.059296	0.4708805	-1.4197614	0.5233025	-1.1229583	-1.3961371	2.8307939	2.0189266	3.3298411	-4.1394577	1.60456	2.5978794	1.6924866	-0.22200564	1.3038658	0.5864141	-0.6048188	0.3647103	-1.7647499	0.88955903	1.609269	0.36648938	2.5967712	0.37381312	1.1485866	-1.7309955	-2.8646605	0.79199576	0.34672284	0.5681302	-1.4118931	-0.7321442	-2.1268995	1.1065017	1.7028644	-1.3634838	-0.5502797	1.7965473	-0.73269135	0.90885204	0.06845244	-0.055690832	-0.21278885	-1.5090635	-1.216103	0.8071208	-10.713222201472675	-0.24561997957976658
3.2569041	-7.1953287	4.878623	-1.0505162	10.204043	-0.5377596	1.6813174	1.5987947	-0.58050454	1.2365131	0.45104188	-1.9728403	0.62341857	0.22257131	1.6002493	0.11884705	2.352455	0.56546545	1.6163167	2.7905219	1.555016	1.6372881	-1.7916183	1.9108112	-1.3215749	-0.8704816	-0.74670845	0.35686618	-0.5240015	1.6607345	0.5904186	-2.6398113	0.9520059	-0.34652403	-0.45339334	-0.45297438	2.2593791	-1.1144816	-1.2056054	-0.9395309	0.8558854	-1.4164981	-1.5456772	1.3520142	-0.9827857	-0.6699126	2.5002642	1.0441418	-1.5423307	-1.3571901	-12.406180008047473	-6.357753107620187
2.0058458	-4.983929	3.2146623	-1.1855718	6.788835	-0.044163834	-0.7126296	0.7373342	0.6555271	0.63797814	0.74900043	-1.3761824	-0.7173172	-1.2570279	0.8077484	-0.043859586	0.7233261	0.20079479	0.49420312	0.5912668	-1.3849584	0.65052855	0.637787	0.44271532	2.0881655	1.203336	0.9421662	0.77360994	1.3501801	0.9989604	-0.05703653	0.031639926	-0.74927986	-0.23492137	1.3328261	-0.40696546	0.39604545	0.11141245	-0.5010082	0.79903525	-0.5213487	0.3664042	-0.14118724	-0.8944969	0.902892	0.7098919	-0.53422326	-0.22044268	1.8541787	0.26582503	-11.90754244237617	-5.937889476462695
2.9457302	-6.4923735	5.035962	0.87337613	8.041479	-0.7297054	0.5578049	0.37388414	-0.64584166	0.38800794	0.08206266	-0.38682967	0.5843854	1.1922151	-0.75387967	-0.90640014	-0.37920645	0.41120195	-1.1217718	-0.41451272	-0.4373681	-0.78367996	-1.0140829	0.1310101	0.8273462	-1.0084896	-0.5188979	0.19146065	0.71971035	-1.2898971	-0.8505662	-0.21993491	-0.62695205	0.5013055	-1.5419896	0.48315194	-1.4977714	-0.2727135	2.4283655	1.2225308	-0.42773294	0.96998495	-2.6187203	2.0295389	-1.4680291	-2.4890208	0.043434765	0.094951004	-1.7428868	0.060089078	-12.476681569423793	-4.84405428909013
