NEG	-0.69223	ENSG00000104327	CALB1	Basal	LUSC	Malignant vs non-malignant	0	-0.69223	0.391	0.779	0
NEG	-0.56196	ENSG00000198242	RPL23A	Basal	LUSC	Malignant vs non-malignant	0	-0.56196	0.97	0.997	0
NEG	-0.55345	ENSG00000185633	NDUFA4L2	Basal	LUSC	Malignant vs non-malignant	3.3e-204	-0.55345	0.47	0.642	5.6e-200
NEG	-0.54659	ENSG00000187193	MT1X	Basal	LUSC	Malignant vs non-malignant	0	-0.54659	0.628	0.834	0
NEG	-0.52774	ENSG00000230202	AL450405.1	Basal	LUSC	Malignant vs non-malignant	0	-0.52774	0.43	0.801	0
NEG	-0.51454	ENSG00000115457	IGFBP2	Basal	LUSC	Malignant vs non-malignant	0	-0.51454	0.797	0.939	0
NEG	-0.5029	ENSG00000100804	PSMB5	Basal	LUSC	Malignant vs non-malignant	0	-0.5029	0.814	0.944	0
NEG	-0.48855	ENSG00000134202	GSTM3	Basal	LUSC	Malignant vs non-malignant	0	-0.48855	0.674	0.92	0
NEG	-0.48352	ENSG00000109107	ALDOC	Basal	LUSC	Malignant vs non-malignant	3.2e-184	-0.48352	0.259	0.423	5.5e-180
NEG	-0.48151	ENSG00000154277	UCHL1	Basal	LUSC	Malignant vs non-malignant	0	-0.48151	0.429	0.731	0
NEG	-0.45196	ENSG00000172590	MRPL52	Basal	LUSC	Malignant vs non-malignant	0	-0.45196	0.699	0.86	0
NEG	-0.44258	ENSG00000164687	FABP5	Basal	LUSC	Malignant vs non-malignant	3.2e-235	-0.44258	0.787	0.888	5.4e-231
NEG	-0.43976	ENSG00000100823	APEX1	Basal	LUSC	Malignant vs non-malignant	0	-0.43976	0.641	0.805	0
NEG	-0.43316	ENSG00000129562	DAD1	Basal	LUSC	Malignant vs non-malignant	0	-0.43316	0.769	0.901	0
NEG	-0.43268	ENSG00000141401	IMPA2	Basal	LUSC	Malignant vs non-malignant	4.3e-300	-0.43268	0.584	0.759	7.4e-296
NEG	-0.42754	ENSG00000100814	CCNB1IP1	Basal	LUSC	Malignant vs non-malignant	5.5e-243	-0.42754	0.415	0.61	9.5e-239
NEG	-0.42276	ENSG00000129559	NEDD8	Basal	LUSC	Malignant vs non-malignant	0	-0.42276	0.84	0.941	0
NEG	-0.41104	ENSG00000179933	C14orf119	Basal	LUSC	Malignant vs non-malignant	1.1e-233	-0.41104	0.499	0.651	2e-229
NEG	-0.40721	ENSG00000105974	CAV1	Basal	LUSC	Malignant vs non-malignant	7.4e-103	-0.40721	0.246	0.366	1.27e-98
NEG	-0.40123	ENSG00000214514	KRT42P	Basal	LUSC	Malignant vs non-malignant	2.1e-265	-0.40123	0.463	0.676	3.7e-261
NEG	-0.39778	ENSG00000114115	RBP1	Basal	LUSC	Malignant vs non-malignant	2e-227	-0.39778	0.542	0.71	3.5e-223
NEG	-0.39374	ENSG00000111640	GAPDH	Basal	LUSC	Malignant vs non-malignant	0	-0.39374	0.987	1	0
NEG	-0.39077	ENSG00000128422	KRT17	Basal	LUSC	Malignant vs non-malignant	0	-0.39077	0.926	0.997	0
NEG	-0.38883	ENSG00000198668	CALM1	Basal	LUSC	Malignant vs non-malignant	0	-0.38883	0.868	0.959	0
NEG	-0.38825	ENSG00000205420	KRT6A	Basal	LUSC	Malignant vs non-malignant	0	-0.38825	0.939	0.992	0
NEG	-0.38663	ENSG00000069849	ATP1B3	Basal	LUSC	Malignant vs non-malignant	0	-0.38663	0.861	0.956	0
NEG	-0.37519	ENSG00000087494	PTHLH	Basal	LUSC	Malignant vs non-malignant	3.4e-135	-0.37519	0.383	0.529	5.8e-131
NEG	-0.37509	ENSG00000092203	TOX4	Basal	LUSC	Malignant vs non-malignant	4.4e-192	-0.37509	0.468	0.614	7.6e-188
NEG	-0.3684	ENSG00000155463	OXA1L	Basal	LUSC	Malignant vs non-malignant	8.5e-196	-0.3684	0.512	0.653	1.5e-191
NEG	-0.36709	ENSG00000176014	TUBB6	Basal	LUSC	Malignant vs non-malignant	6.2e-158	-0.36709	0.435	0.565	1.1e-153
