group	member	mean_patristic_distance
Animals	1358374at2759.faa.mafft.clipkit.treefile	0.88339999999999996
Animals	1364586at2759.faa.mafft.clipkit.treefile	1.1996
Animals	1370285at2759.faa.mafft.clipkit.treefile	1.2884
Animals	1379600at2759.faa.mafft.clipkit.treefile	0.95809999999999995
Animals	1382842at2759.faa.mafft.clipkit.treefile	0.90139999999999998
Animals	1405073at2759.faa.mafft.clipkit.treefile	0.3448
Animals	1421503at2759.faa.mafft.clipkit.treefile	0.43519999999999998
Animals	1423847at2759.faa.mafft.clipkit.treefile	0.69810000000000005
Animals	1428854at2759.faa.mafft.clipkit.treefile	1.3544
Animals	1432328at2759.faa.mafft.clipkit.treefile	0.57930000000000004
Animals	1434266at2759.faa.mafft.clipkit.treefile	1.4289000000000001
Animals	1441854at2759.faa.mafft.clipkit.treefile	0.74750000000000005
Animals	1445102at2759.faa.mafft.clipkit.treefile	0.54020000000000001
Animals	1455730at2759.faa.mafft.clipkit.treefile	0.45250000000000001
Animals	1488235at2759.faa.mafft.clipkit.treefile	0.69140000000000001
Animals	1488436at2759.faa.mafft.clipkit.treefile	0.60189999999999999
Animals	1504863at2759.faa.mafft.clipkit.treefile	0.71179999999999999
Animals	1513531at2759.faa.mafft.clipkit.treefile	0.96279999999999999
Animals	1525971at2759.faa.mafft.clipkit.treefile	0.86140000000000005
Animals	1526152at2759.faa.mafft.clipkit.treefile	1.2518
Animals	1538526at2759.faa.mafft.clipkit.treefile	0.84109999999999996
Animals	1545004at2759.faa.mafft.clipkit.treefile	0.4178
Animals	1552706at2759.faa.mafft.clipkit.treefile	0.64939999999999998
Animals	156083at2759.faa.mafft.clipkit.treefile	0.094600000000000004
Animals	1620056at2759.faa.mafft.clipkit.treefile	0.93799999999999994
Animals	1626636at2759.faa.mafft.clipkit.treefile	0.52890000000000004
Animals	1633672at2759.faa.mafft.clipkit.treefile	0.2571
Animals	176625at2759.faa.mafft.clipkit.treefile	1.6977
Animals	271586at2759.faa.mafft.clipkit.treefile	1.9764999999999999
Animals	290630at2759.faa.mafft.clipkit.treefile	0.99919999999999998
Animals	296129at2759.faa.mafft.clipkit.treefile	0.62960000000000005
Animals	306227at2759.faa.mafft.clipkit.treefile	1.1728000000000001
Animals	320059at2759.faa.mafft.clipkit.treefile	0.23899999999999999
Animals	324863at2759.faa.mafft.clipkit.treefile	1.5027999999999999
Animals	331411at2759.faa.mafft.clipkit.treefile	0.55169999999999997
Animals	341721at2759.faa.mafft.clipkit.treefile	1.468
Animals	355408at2759.faa.mafft.clipkit.treefile	0.1201
Animals	390348at2759.faa.mafft.clipkit.treefile	0.2301
Animals	39650at2759.faa.mafft.clipkit.treefile	1.0403
Animals	396755at2759.faa.mafft.clipkit.treefile	0.90990000000000004
Animals	418107at2759.faa.mafft.clipkit.treefile	0.70909999999999995
Animals	453044at2759.faa.mafft.clipkit.treefile	1.0664
Animals	491869at2759.faa.mafft.clipkit.treefile	1.3152999999999999
Animals	570797at2759.faa.mafft.clipkit.treefile	2.0333999999999999
Animals	621827at2759.faa.mafft.clipkit.treefile	1.4192
Animals	664730at2759.faa.mafft.clipkit.treefile	0.54330000000000001
Animals	673132at2759.faa.mafft.clipkit.treefile	0.8286
Animals	674160at2759.faa.mafft.clipkit.treefile	1.8707
Animals	679771at2759.faa.mafft.clipkit.treefile	1.4106000000000001
Animals	720340at2759.faa.mafft.clipkit.treefile	0.95509999999999995
Animals	721605at2759.faa.mafft.clipkit.treefile	1.1961999999999999
Animals	734666at2759.faa.mafft.clipkit.treefile	0.71060000000000001
Animals	777920at2759.faa.mafft.clipkit.treefile	1.0174000000000001
Animals	814241at2759.faa.mafft.clipkit.treefile	0.61960000000000004
Animals	836599at2759.faa.mafft.clipkit.treefile	0.67800000000000005
Animals	866359at2759.faa.mafft.clipkit.treefile	0.61050000000000004
Animals	891751at2759.faa.mafft.clipkit.treefile	1.9117
Animals	919955at2759.faa.mafft.clipkit.treefile	1.0464
Animals	974865at2759.faa.mafft.clipkit.treefile	0.98799999999999999
Animals	975158at2759.faa.mafft.clipkit.treefile	0.66259999999999997
Animals	981902at2759.faa.mafft.clipkit.treefile	0.89170000000000005
Animals	996662at2759.faa.mafft.clipkit.treefile	1.4758
Fungi	1001705at2759.faa.mafft.clipkit.treefile	1.7016
Fungi	1003258at2759.faa.mafft.clipkit.treefile	1.6909000000000001
Fungi	100698at2759.faa.mafft.clipkit.treefile	1.0809
Fungi	1010730at2759.faa.mafft.clipkit.treefile	1.1521999999999999
Fungi	1014314at2759.faa.mafft.clipkit.treefile	1.9412
Fungi	1018517at2759.faa.mafft.clipkit.treefile	0.93289999999999995
Fungi	1019762at2759.faa.mafft.clipkit.treefile	2.4266999999999999
Fungi	1025450at2759.faa.mafft.clipkit.treefile	1.5719000000000001
Fungi	1030907at2759.faa.mafft.clipkit.treefile	2.3159999999999998
Fungi	1032689at2759.faa.mafft.clipkit.treefile	1.6528
Fungi	1038775at2759.faa.mafft.clipkit.treefile	1.1135999999999999
Fungi	1041560at2759.faa.mafft.clipkit.treefile	1.2705
Fungi	1049599at2759.faa.mafft.clipkit.treefile	1.6990000000000001
Fungi	1051021at2759.faa.mafft.clipkit.treefile	2.0844999999999998
Fungi	1053181at2759.faa.mafft.clipkit.treefile	1.3083
Fungi	1057950at2759.faa.mafft.clipkit.treefile	2.1941999999999999
Fungi	1065019at2759.faa.mafft.clipkit.treefile	1.1527000000000001
Fungi	1076134at2759.faa.mafft.clipkit.treefile	1.0523
Fungi	1079130at2759.faa.mafft.clipkit.treefile	1.0032000000000001
Fungi	1079827at2759.faa.mafft.clipkit.treefile	0.57979999999999998
Fungi	1085752at2759.faa.mafft.clipkit.treefile	3.0455999999999999
Fungi	1087488at2759.faa.mafft.clipkit.treefile	1.8614999999999999
Fungi	1090038at2759.faa.mafft.clipkit.treefile	1.8326
Fungi	1094121at2759.faa.mafft.clipkit.treefile	2.1356000000000002
Fungi	1096688at2759.faa.mafft.clipkit.treefile	0.98119999999999996
Fungi	1106766at2759.faa.mafft.clipkit.treefile	1.0879000000000001
Fungi	1107630at2759.faa.mafft.clipkit.treefile	1.6666000000000001
Fungi	1108845at2759.faa.mafft.clipkit.treefile	1.1603000000000001
Fungi	1111142at2759.faa.mafft.clipkit.treefile	2.7073
Fungi	1112002at2759.faa.mafft.clipkit.treefile	1.3660000000000001
Fungi	1115196at2759.faa.mafft.clipkit.treefile	1.5929
Fungi	1128607at2759.faa.mafft.clipkit.treefile	0.90290000000000004
Fungi	1129824at2759.faa.mafft.clipkit.treefile	1.8309
Fungi	1138059at2759.faa.mafft.clipkit.treefile	1.0044999999999999
Fungi	1157302at2759.faa.mafft.clipkit.treefile	0.3579
Fungi	1161199at2759.faa.mafft.clipkit.treefile	2.3058000000000001
Fungi	1173229at2759.faa.mafft.clipkit.treefile	1.9964999999999999
Fungi	1178688at2759.faa.mafft.clipkit.treefile	1.7367999999999999
Fungi	1182451at2759.faa.mafft.clipkit.treefile	1.9792000000000001
Fungi	1193442at2759.faa.mafft.clipkit.treefile	1.4579
Fungi	1194691at2759.faa.mafft.clipkit.treefile	1.4126000000000001
Fungi	1194797at2759.faa.mafft.clipkit.treefile	1.4454
Fungi	1197019at2759.faa.mafft.clipkit.treefile	1.0837000000000001
Fungi	1200489at2759.faa.mafft.clipkit.treefile	1.4205000000000001
Fungi	1217666at2759.faa.mafft.clipkit.treefile	1.1595
Fungi	1220881at2759.faa.mafft.clipkit.treefile	1.4377
Fungi	1222562at2759.faa.mafft.clipkit.treefile	1.5051000000000001
Fungi	1223488at2759.faa.mafft.clipkit.treefile	1.9592000000000001
Fungi	1228942at2759.faa.mafft.clipkit.treefile	1.1875
Fungi	1233814at2759.faa.mafft.clipkit.treefile	1.2369000000000001
Fungi	1236198at2759.faa.mafft.clipkit.treefile	0.88109999999999999
Fungi	1247641at2759.faa.mafft.clipkit.treefile	2.4070999999999998
Fungi	1248958at2759.faa.mafft.clipkit.treefile	1.7161
Fungi	1249159at2759.faa.mafft.clipkit.treefile	1.8279000000000001
Fungi	1251252at2759.faa.mafft.clipkit.treefile	1.8575999999999999
Fungi	1257440at2759.faa.mafft.clipkit.treefile	1.2249000000000001
Fungi	1258856at2759.faa.mafft.clipkit.treefile	2.3513999999999999
Fungi	1259741at2759.faa.mafft.clipkit.treefile	1.7091000000000001
Fungi	1260807at2759.faa.mafft.clipkit.treefile	1.2726
Fungi	1264469at2759.faa.mafft.clipkit.treefile	1.7403999999999999
Fungi	1266231at2759.faa.mafft.clipkit.treefile	0.87439999999999996
Fungi	1269244at2759.faa.mafft.clipkit.treefile	2.702
Fungi	1269649at2759.faa.mafft.clipkit.treefile	0.9284
Fungi	1275837at2759.faa.mafft.clipkit.treefile	0.88329999999999997
Fungi	1284731at2759.faa.mafft.clipkit.treefile	1.5661
Fungi	1287094at2759.faa.mafft.clipkit.treefile	1.8200000000000001
Fungi	1287401at2759.faa.mafft.clipkit.treefile	0.91410000000000002
Fungi	1291729at2759.faa.mafft.clipkit.treefile	1.4467000000000001
Fungi	1304061at2759.faa.mafft.clipkit.treefile	1.05
Fungi	1309031at2759.faa.mafft.clipkit.treefile	1.6498999999999999
Fungi	1312453at2759.faa.mafft.clipkit.treefile	2.0701000000000001
Fungi	1314980at2759.faa.mafft.clipkit.treefile	1.7869999999999999
Fungi	1322299at2759.faa.mafft.clipkit.treefile	1.7382
Fungi	1322642at2759.faa.mafft.clipkit.treefile	1.1533
Fungi	1323575at2759.faa.mafft.clipkit.treefile	1.4193
Fungi	1324510at2759.faa.mafft.clipkit.treefile	1.9043000000000001
Fungi	1338131at2759.faa.mafft.clipkit.treefile	0.88929999999999998
Fungi	1339553at2759.faa.mafft.clipkit.treefile	3.8227000000000002
Fungi	1342242at2759.faa.mafft.clipkit.treefile	2.2479
Fungi	1346165at2759.faa.mafft.clipkit.treefile	1.5381
Fungi	1346432at2759.faa.mafft.clipkit.treefile	1.8243
Fungi	1348942at2759.faa.mafft.clipkit.treefile	1.9330000000000001
Fungi	1355894at2759.faa.mafft.clipkit.treefile	1.4656
Fungi	1358374at2759.faa.mafft.clipkit.treefile	1.0313000000000001
Fungi	1364586at2759.faa.mafft.clipkit.treefile	1.6821999999999999
Fungi	1370285at2759.faa.mafft.clipkit.treefile	2.9308000000000001
Fungi	1370304at2759.faa.mafft.clipkit.treefile	2.0270000000000001
Fungi	1377237at2759.faa.mafft.clipkit.treefile	1.8623000000000001
Fungi	1379600at2759.faa.mafft.clipkit.treefile	2.5222000000000002
Fungi	1380409at2759.faa.mafft.clipkit.treefile	1.8379000000000001
Fungi	1382842at2759.faa.mafft.clipkit.treefile	1.8895
Fungi	1395649at2759.faa.mafft.clipkit.treefile	1.8224
Fungi	1398309at2759.faa.mafft.clipkit.treefile	1.3159000000000001
Fungi	1404162at2759.faa.mafft.clipkit.treefile	2.2951000000000001
Fungi	1405073at2759.faa.mafft.clipkit.treefile	0.56699999999999995
Fungi	1405146at2759.faa.mafft.clipkit.treefile	2.5533999999999999
Fungi	1407446at2759.faa.mafft.clipkit.treefile	2.5547
Fungi	1421503at2759.faa.mafft.clipkit.treefile	1.0415000000000001
Fungi	1423847at2759.faa.mafft.clipkit.treefile	1.3994
Fungi	142542at2759.faa.mafft.clipkit.treefile	2.0003000000000002
Fungi	1426075at2759.faa.mafft.clipkit.treefile	1.3536999999999999
Fungi	1428265at2759.faa.mafft.clipkit.treefile	2.4540000000000002
Fungi	1428854at2759.faa.mafft.clipkit.treefile	1.8092999999999999
Fungi	1430056at2759.faa.mafft.clipkit.treefile	1.5903
Fungi	1432328at2759.faa.mafft.clipkit.treefile	1.6062000000000001
Fungi	1434266at2759.faa.mafft.clipkit.treefile	2.0716000000000001
Fungi	1440961at2759.faa.mafft.clipkit.treefile	1.9922
Fungi	1441854at2759.faa.mafft.clipkit.treefile	1.3500000000000001
Fungi	1442062at2759.faa.mafft.clipkit.treefile	1.9468000000000001
Fungi	1445102at2759.faa.mafft.clipkit.treefile	1.6960999999999999
Fungi	1450538at2759.faa.mafft.clipkit.treefile	1.6483000000000001
Fungi	1454155at2759.faa.mafft.clipkit.treefile	2.1200000000000001
Fungi	1455730at2759.faa.mafft.clipkit.treefile	0.93789999999999996
Fungi	1459797at2759.faa.mafft.clipkit.treefile	1.7737000000000001
Fungi	1474000at2759.faa.mafft.clipkit.treefile	1.3451
Fungi	1488235at2759.faa.mafft.clipkit.treefile	1.3631
Fungi	1488436at2759.faa.mafft.clipkit.treefile	1.9124000000000001
Fungi	1490022at2759.faa.mafft.clipkit.treefile	1.3833
Fungi	1504863at2759.faa.mafft.clipkit.treefile	1.3731
Fungi	1513531at2759.faa.mafft.clipkit.treefile	2.3302999999999998
Fungi	1525971at2759.faa.mafft.clipkit.treefile	1.8854
Fungi	1530008at2759.faa.mafft.clipkit.treefile	0.62129999999999996
Fungi	1538526at2759.faa.mafft.clipkit.treefile	1.0859000000000001
Fungi	1552706at2759.faa.mafft.clipkit.treefile	1.7038
Fungi	1558822at2759.faa.mafft.clipkit.treefile	0.73419999999999996
Fungi	156083at2759.faa.mafft.clipkit.treefile	0.56510000000000005
Fungi	1567796at2759.faa.mafft.clipkit.treefile	1.1597
Fungi	1575179at2759.faa.mafft.clipkit.treefile	2.1113
Fungi	1576404at2759.faa.mafft.clipkit.treefile	1.5408999999999999
Fungi	1588798at2759.faa.mafft.clipkit.treefile	1.7516
Fungi	1593937at2759.faa.mafft.clipkit.treefile	2.4161999999999999
Fungi	160593at2759.faa.mafft.clipkit.treefile	2.0729000000000002
Fungi	1617752at2759.faa.mafft.clipkit.treefile	1.9626999999999999
Fungi	1620056at2759.faa.mafft.clipkit.treefile	1.6820999999999999
Fungi	1623701at2759.faa.mafft.clipkit.treefile	2.1556999999999999
Fungi	1626636at2759.faa.mafft.clipkit.treefile	1.4160999999999999
Fungi	1633672at2759.faa.mafft.clipkit.treefile	0.73819999999999997
Fungi	1645187at2759.faa.mafft.clipkit.treefile	1.1886000000000001
Fungi	166920at2759.faa.mafft.clipkit.treefile	1.5647
Fungi	176625at2759.faa.mafft.clipkit.treefile	2.1172
Fungi	179362at2759.faa.mafft.clipkit.treefile	2.6202999999999999
Fungi	245208at2759.faa.mafft.clipkit.treefile	1.0555000000000001
Fungi	257318at2759.faa.mafft.clipkit.treefile	1.9558
Fungi	261328at2759.faa.mafft.clipkit.treefile	1.7655000000000001
Fungi	261419at2759.faa.mafft.clipkit.treefile	1.8958999999999999
Fungi	270107at2759.faa.mafft.clipkit.treefile	1.7083999999999999
Fungi	271586at2759.faa.mafft.clipkit.treefile	2.5017
Fungi	290630at2759.faa.mafft.clipkit.treefile	0.97799999999999998
Fungi	293315at2759.faa.mafft.clipkit.treefile	1.7061999999999999
Fungi	296129at2759.faa.mafft.clipkit.treefile	0.85719999999999996
Fungi	299766at2759.faa.mafft.clipkit.treefile	2.4100999999999999
Fungi	306227at2759.faa.mafft.clipkit.treefile	1.7110000000000001
Fungi	320059at2759.faa.mafft.clipkit.treefile	0.43059999999999998
Fungi	324863at2759.faa.mafft.clipkit.treefile	1.8073999999999999
Fungi	325552at2759.faa.mafft.clipkit.treefile	1.3529
Fungi	330169at2759.faa.mafft.clipkit.treefile	2.4727000000000001
Fungi	331411at2759.faa.mafft.clipkit.treefile	1.9995000000000001
Fungi	341721at2759.faa.mafft.clipkit.treefile	2.1511999999999998
Fungi	345441at2759.faa.mafft.clipkit.treefile	1.0517000000000001
Fungi	355408at2759.faa.mafft.clipkit.treefile	1.3299000000000001
Fungi	369837at2759.faa.mafft.clipkit.treefile	1.5106999999999999
Fungi	375960at2759.faa.mafft.clipkit.treefile	1.6036999999999999
Fungi	383503at2759.faa.mafft.clipkit.treefile	2.1023999999999998
Fungi	388820at2759.faa.mafft.clipkit.treefile	1.5625
Fungi	390348at2759.faa.mafft.clipkit.treefile	1.1751
Fungi	392369at2759.faa.mafft.clipkit.treefile	0.7339
Fungi	39650at2759.faa.mafft.clipkit.treefile	1.4766999999999999
Fungi	396755at2759.faa.mafft.clipkit.treefile	2.0194000000000001
Fungi	418107at2759.faa.mafft.clipkit.treefile	1.1321000000000001
Fungi	426305at2759.faa.mafft.clipkit.treefile	1.1857
Fungi	450058at2759.faa.mafft.clipkit.treefile	3.1219000000000001
Fungi	453044at2759.faa.mafft.clipkit.treefile	1.3230999999999999
Fungi	457861at2759.faa.mafft.clipkit.treefile	1.7189000000000001
Fungi	464990at2759.faa.mafft.clipkit.treefile	1.2423
Fungi	513979at2759.faa.mafft.clipkit.treefile	1.9295
Fungi	543764at2759.faa.mafft.clipkit.treefile	1.9113
Fungi	549762at2759.faa.mafft.clipkit.treefile	1.4458
Fungi	551907at2759.faa.mafft.clipkit.treefile	1.8975
Fungi	570797at2759.faa.mafft.clipkit.treefile	2.6981999999999999
Fungi	582756at2759.faa.mafft.clipkit.treefile	2.6718000000000002
Fungi	598949at2759.faa.mafft.clipkit.treefile	2.3307000000000002
Fungi	604979at2759.faa.mafft.clipkit.treefile	1.119
Fungi	621827at2759.faa.mafft.clipkit.treefile	1.3854
Fungi	625387at2759.faa.mafft.clipkit.treefile	2.4205999999999999
Fungi	655400at2759.faa.mafft.clipkit.treefile	1.9376
Fungi	664730at2759.faa.mafft.clipkit.treefile	0.85419999999999996
Fungi	671536at2759.faa.mafft.clipkit.treefile	1.3671
Fungi	671846at2759.faa.mafft.clipkit.treefile	2.7860999999999998
Fungi	673132at2759.faa.mafft.clipkit.treefile	0.97660000000000002
Fungi	674160at2759.faa.mafft.clipkit.treefile	2.2747999999999999
Fungi	674169at2759.faa.mafft.clipkit.treefile	2.5560999999999998
Fungi	679187at2759.faa.mafft.clipkit.treefile	1.5952
Fungi	679771at2759.faa.mafft.clipkit.treefile	1.6336999999999999
Fungi	687505at2759.faa.mafft.clipkit.treefile	1.3956999999999999
Fungi	692986at2759.faa.mafft.clipkit.treefile	2.6495000000000002
Fungi	708105at2759.faa.mafft.clipkit.treefile	2.4064999999999999
Fungi	719531at2759.faa.mafft.clipkit.treefile	1.0867
Fungi	720340at2759.faa.mafft.clipkit.treefile	1.7021999999999999
Fungi	722805at2759.faa.mafft.clipkit.treefile	2.0949
Fungi	734341at2759.faa.mafft.clipkit.treefile	1.8877999999999999
Fungi	734666at2759.faa.mafft.clipkit.treefile	0.91039999999999999
Fungi	736068at2759.faa.mafft.clipkit.treefile	1.9995000000000001
Fungi	751335at2759.faa.mafft.clipkit.treefile	2.4540000000000002
Fungi	759498at2759.faa.mafft.clipkit.treefile	1.3436999999999999
Fungi	761109at2759.faa.mafft.clipkit.treefile	1.7193000000000001
Fungi	768809at2759.faa.mafft.clipkit.treefile	1.2115
Fungi	774318at2759.faa.mafft.clipkit.treefile	2.2342
Fungi	777920at2759.faa.mafft.clipkit.treefile	1.2404999999999999
Fungi	779909at2759.faa.mafft.clipkit.treefile	0.58040000000000003
Fungi	801857at2759.faa.mafft.clipkit.treefile	1.5909
Fungi	814241at2759.faa.mafft.clipkit.treefile	1.8359000000000001
Fungi	817008at2759.faa.mafft.clipkit.treefile	0.72840000000000005
Fungi	834694at2759.faa.mafft.clipkit.treefile	1.7321
Fungi	836599at2759.faa.mafft.clipkit.treefile	1.6316999999999999
Fungi	83779at2759.faa.mafft.clipkit.treefile	1.8291999999999999
Fungi	844748at2759.faa.mafft.clipkit.treefile	1.4560999999999999
Fungi	855834at2759.faa.mafft.clipkit.treefile	2.5457000000000001
Fungi	858842at2759.faa.mafft.clipkit.treefile	1.8560000000000001
Fungi	865202at2759.faa.mafft.clipkit.treefile	1.7292000000000001
Fungi	866359at2759.faa.mafft.clipkit.treefile	0.85499999999999998
Fungi	869548at2759.faa.mafft.clipkit.treefile	1.8137000000000001
Fungi	878143at2759.faa.mafft.clipkit.treefile	1.5230999999999999
Fungi	87842at2759.faa.mafft.clipkit.treefile	1.8597999999999999
Fungi	887370at2759.faa.mafft.clipkit.treefile	1.7936000000000001
Fungi	891751at2759.faa.mafft.clipkit.treefile	2.3071999999999999
Fungi	898782at2759.faa.mafft.clipkit.treefile	2.2210000000000001
Fungi	901894at2759.faa.mafft.clipkit.treefile	1.7334000000000001
Fungi	905026at2759.faa.mafft.clipkit.treefile	1.7686999999999999
Fungi	911863at2759.faa.mafft.clipkit.treefile	2.0354000000000001
Fungi	917326at2759.faa.mafft.clipkit.treefile	1.3733
Fungi	918816at2759.faa.mafft.clipkit.treefile	1.9051
Fungi	919955at2759.faa.mafft.clipkit.treefile	1.5072000000000001
Fungi	923657at2759.faa.mafft.clipkit.treefile	2.1812
Fungi	924753at2759.faa.mafft.clipkit.treefile	1.8280000000000001
Fungi	931188at2759.faa.mafft.clipkit.treefile	2.1354000000000002
Fungi	937275at2759.faa.mafft.clipkit.treefile	2.4910000000000001
Fungi	937686at2759.faa.mafft.clipkit.treefile	1.2552000000000001
Fungi	939345at2759.faa.mafft.clipkit.treefile	2.1211000000000002
Fungi	944899at2759.faa.mafft.clipkit.treefile	0.61199999999999999
Fungi	946128at2759.faa.mafft.clipkit.treefile	1.8683000000000001
Fungi	956854at2759.faa.mafft.clipkit.treefile	1.5929
Fungi	97116at2759.faa.mafft.clipkit.treefile	1.5273000000000001
Fungi	973442at2759.faa.mafft.clipkit.treefile	1.8440000000000001
Fungi	974865at2759.faa.mafft.clipkit.treefile	1.2750999999999999
Fungi	975158at2759.faa.mafft.clipkit.treefile	1.6631
Fungi	975557at2759.faa.mafft.clipkit.treefile	2.1082000000000001
Fungi	976469at2759.faa.mafft.clipkit.treefile	1.1909000000000001
Fungi	981902at2759.faa.mafft.clipkit.treefile	2.7195
Fungi	996662at2759.faa.mafft.clipkit.treefile	1.3109
