cell_type	program	gene	cpm_eye1	cpm_eye2	log2fc_eye2_vs_eye1
muller glia cell	interferon	OAS2	0.396291032964281	0	-0.842039168242652
muller glia cell	interferon	OAS3	0.396291032964281	0.880144942269093	0.622780617972574
muller glia cell	interferon	STAT1	17.8330964833926	23.7639134412655	0.404361776942418
muller glia cell	interferon	IRF7	89.5617734499274	3.52057976907637	-4.48543942809359
muller glia cell	interferon	GBP1	4.75549239557137	6.6010870670182	0.434213956957236
muller glia cell	interferon	CXCL10	84.4099900213918	0	-7.40786239785811
muller glia cell	antigen_processing	B2M	49.1400880875708	53.2487690072801	0.114726037878832
muller glia cell	antigen_processing	HLA-A	42.0068494942138	40.9267398155128	-0.037133045676583
muller glia cell	antigen_processing	HLA-B	51.5178342853565	48.4079718248001	-0.0889366967660453
muller glia cell	antigen_processing	HLA-C	58.2547818457493	46.6476819402619	-0.317519431151106
muller glia cell	antigen_processing	HLA-E	21.0034247471069	21.5635510855928	0.0370985593563646
muller glia cell	antigen_processing	TAP1	4.35920136260709	5.7209421247491	0.356413866324487
muller glia cell	antigen_processing	TAP2	8.71840272521418	5.7209421247491	-0.567383711703211
muller glia cell	antigen_processing	PSMB8	1.58516413185712	1.76028988453819	0.116346863043715
muller glia cell	antigen_processing	PSMB9	5.15178342853565	6.6010870670182	0.329333712003944
rod cell	nfkb_cytokine	IL1B	0.0621057642533505	0.0633726131576628	0.00324782321966625
rod cell	nfkb_cytokine	TNF	0	0	0
rod cell	nfkb_cytokine	NFKBIA	6.95584559637526	7.41459573944654	0.0861436790502461
rod cell	nfkb_cytokine	NFKBIZ	7.70111476741547	11.5338155946946	0.553202222366867
rod cell	nfkb_cytokine	CCL2	0.248423057013402	0.253490452630651	0.00973522672404589
rod cell	nfkb_cytokine	CCL3	0	0	0
rod cell	nfkb_cytokine	CCL4	0.0621057642533505	0	-0.16891351457641
rod cell	nfkb_cytokine	CXCL2	0.0621057642533505	0.316863065788314	0.539252644102248
rod cell	nfkb_cytokine	CXCL3	0.0621057642533505	0	-0.16891351457641
rod cell	nfkb_cytokine	CXCL8	0	0.0633726131576628	0.172161337796076
rod cell	nfkb_cytokine	ICAM1	1.24211528506701	1.39419748946858	0.120746656439731
rod cell	nfkb_cytokine	PTGS2	0	0	0
rod cell	nfkb_cytokine	RELB	0.248423057013402	0.69709874473429	0.677616250208204
rod cell	nfkb_cytokine	IER3	0.931586463800258	1.64768794209923	0.585169578042982
rod cell	interferon	ISG15	0.310528821266753	0.380235678945977	0.119026363389854
rod cell	interferon	IFIT1	3.97476891221443	4.05584724209042	0.0259061941080976
rod cell	interferon	IFIT2	0.372634585520103	0.633726131576628	0.377622618960534
rod cell	interferon	IFIT3	0.869480699546907	0.443608292103639	-0.537368932253164
rod cell	interferon	MX1	0.310528821266753	0.253490452630651	-0.105274255107594
rod cell	interferon	OAS1	0	0.126745226315326	0.325951007743556
rod cell	interferon	OAS2	0.0621057642533505	0	-0.16891351457641
rod cell	interferon	OAS3	0	0	0
rod cell	interferon	STAT1	49.249871052907	57.8591958129461	0.230267216792789
rod cell	interferon	IRF7	3.72634585520103	6.14714347629329	0.653323661919527
rod cell	interferon	GBP1	0.186317292760052	0.443608292103639	0.45931239060423
rod cell	interferon	CXCL10	0	0.0633726131576628	0.172161337796076
rod cell	antigen_processing	B2M	24.5317768800735	30.7990899946241	0.322360007797829
rod cell	antigen_processing	HLA-A	7.70111476741547	10.3931085578567	0.409523781632935
rod cell	antigen_processing	HLA-B	22.0475463099394	25.1589274235921	0.186490421445597
rod cell	antigen_processing	HLA-C	31.7360455334621	36.5026251788138	0.198952851297669
rod cell	antigen_processing	HLA-E	1.49053834208041	2.34478668683352	0.515161816575451
rod cell	antigen_processing	TAP1	1.49053834208041	2.7250223657795	0.696150504643667
rod cell	antigen_processing	TAP2	10.3716626303095	9.94950026575305	-0.0571386432914727
rod cell	antigen_processing	PSMB8	1.55264410633376	1.26745226315326	-0.215812260251169
rod cell	antigen_processing	PSMB9	2.04949022036057	1.83780578157222	-0.125053724174254
cone cell	nfkb_cytokine	IL1B	0	0	0
cone cell	nfkb_cytokine	TNF	0	0	0
cone cell	nfkb_cytokine	NFKBIA	6.79599114191097	3.86579719365214	-0.740858864201224
cone cell	nfkb_cytokine	NFKBIZ	2.91256763224756	3.31354045170183	0.160273364580344
cone cell	nfkb_cytokine	CCL2	0	0	0
cone cell	nfkb_cytokine	CCL3	0	0	0
cone cell	nfkb_cytokine	CCL4	0	0	0
cone cell	nfkb_cytokine	CXCL2	0	0	0
cone cell	nfkb_cytokine	CXCL3	0	0	0
cone cell	nfkb_cytokine	CXCL8	0	0	0
cone cell	nfkb_cytokine	ICAM1	0	0	0
cone cell	nfkb_cytokine	PTGS2	0	0.552256741950306	1.07348675324952
cone cell	nfkb_cytokine	RELB	0.485427938707927	0	-0.978822280420112
cone cell	nfkb_cytokine	IER3	1.45628381612378	3.31354045170183	0.963015312523428
cone cell	interferon	ISG15	0.485427938707927	1.10451348390061	0.703313633272406
cone cell	interferon	IFIT1	20.3879734257329	11.5973915809564	-0.78797651775245
cone cell	interferon	IFIT2	0	0	0
cone cell	interferon	IFIT3	0	0	0
cone cell	interferon	MX1	0.485427938707927	0	-0.978822280420112
cone cell	interferon	OAS1	0	0	0
cone cell	interferon	OAS2	0	0	0
cone cell	interferon	OAS3	0.485427938707927	0	-0.978822280420112
cone cell	interferon	STAT1	18.4462616709012	25.4038101297141	0.451251100992069
cone cell	interferon	IRF7	1.45628381612378	3.86579719365214	1.15812942318021
cone cell	interferon	GBP1	0.485427938707927	0	-0.978822280420112
cone cell	interferon	CXCL10	0	0	0
cone cell	antigen_processing	B2M	20.3879734257329	14.3586752907079	-0.491367027649852
cone cell	antigen_processing	HLA-A	3.88342350966341	9.3883646131552	1.17367386735272
cone cell	antigen_processing	HLA-B	14.0774102225299	14.9109320326583	0.0802196790625251
cone cell	antigen_processing	HLA-C	23.3005410579805	34.7921747428693	0.568353962612642
cone cell	antigen_processing	HLA-E	0.485427938707927	2.20902696780122	1.45895247492101
cone cell	antigen_processing	TAP1	0.970855877415853	1.65677022585092	0.552216595119327
cone cell	antigen_processing	TAP2	7.2814190806189	7.17933764535397	-0.0190513987355334
cone cell	antigen_processing	PSMB8	0.485427938707927	0	-0.978822280420112
cone cell	antigen_processing	PSMB9	0.485427938707927	0.552256741950306	0.0946644728294072
