rank	gene	eye1_cpm	eye2_cpm	eye1_pct	eye2_pct	log2fc_eye1_vs_eye2
26	GPR132	0.0948498719926727	0.0018078452314537	2.98403886190146	0.0748262960983431	3.15050747814007
27	IL4R	0.0883832203167631	0.00117662674438995	2.83368031459635	0.0213789417423838	3.13792744947874
28	HRH1	0.115078918337595	0.00522361282514972	3.28475595651168	0.117584179583111	3.03845596730233
29	EREG	0.0800849154773585	0.000994803122197105	2.68332176729123	0.0320684126135756	3.03446377923456
30	TNFRSF9	0.0713035917683038	0.000256896680393941	2.46356696738376	0.0106894708711919	2.98672479184762
31	NLRP3	0.0795443662886683	0.0015941458363238	2.70645385149202	0.0748262960983431	2.94920612976528
32	LCP2	0.0674702322674779	0.000132213616217587	2.20911404117511	0.0106894708711919	2.93469266645109
33	SERPINE1	0.108043353266099	0.00573202774659847	3.22692574600972	0.128273650454303	2.90754026821583
34	VIP	0.0718159647648909	0.000959424817078732	2.35947258848022	0.0427578834847675	2.90021030059973
35	CCRL2	0.0706698551623725	0.00110745511701051	2.46356696738376	0.0213789417423838	2.86050135394694
36	CCL20	0.0667498918824789	0.000688754566442776	2.37103863058062	0.0106894708711919	2.84407095541957
37	MARCO	0.0609247364829188	0.000384676039777194	2.17441591487393	0.0213789417423838	2.77183267466475
38	CXCL9	0.0570872155532211	0	2.01249132546842	0	2.74603786604917
39	CYBB	0.0711398866676298	0.00216810294260971	2.35947258848022	0.0534473543559594	2.73730702397602
40	CSF1	0.0636650987121625	0.00112672083440965	2.19754799907472	0.0534473543559594	2.72695277907773
41	TLR1	0.114244204520861	0.00916917199014249	3.40041637751561	0.299305184393373	2.69631863114784
42	ICOSLG	0.0652874435694135	0.00163402172770824	2.30164237797826	0.0641368252271513	2.69405936879858
43	ADGRE1	0.0575399278603645	0.000663942290136141	2.08188757807078	0.0106894708711919	2.66299976024459
44	OSM	0.065768116497353	0.0019966644156089	2.13971778857275	0.0320684126135756	2.65895755387001
45	RGS1	0.0997432641317803	0.00766561772803099	3.15752949340736	0.267236771779797	2.63511628902032
46	PROK2	0.0551356327297195	0.000496070119416375	1.98935924126764	0.0213789417423838	2.63359772882795
47	CXCR6	0.153929384037832	0.0166544694153209	4.24473745084432	0.470336718332443	2.62062510887053
48	STAB1	0.0556659508474342	0.00115455538257426	2.10501966227157	0.0320684126135756	2.55751248791991
49	CXCL6	0.0487080397192082	0	1.86213277816331	0	2.55355808542728
50	CD70	0.0492272997349052	0.000329210682820815	1.95466111496646	0.0106894708711919	2.51953229951153
51	MEFV	0.047150781896873	0	1.74647235715938	0	2.51477323651542
52	LCK	0.049100062280661	0.000410501953578797	1.94309507286607	0.0106894708711919	2.50512001932881
53	TNFRSF1B	0.0496345292359731	0.000678438144953555	1.87369882026371	0.0320684126135756	2.48144726318002
54	NPFFR2	0.0743657861056243	0.0051240751509073	2.59079343048809	0.181721004810262	2.47981112053313
55	CXCL10	0.0488685277912829	0.000657813592073346	1.91996298866528	0.0106894708711919	2.46558504326154
56	LIF	0.0819627143860385	0.00684295948283958	2.71801989359241	0.224478888295029	2.44890339232559
57	TNFAIP6	0.047452760457483	0.000723174770506545	1.75803839925977	0.0320684126135756	2.42164410992791
58	ICAM1	0.126226613066578	0.0154927975063334	3.68956743002544	0.470336718332443	2.41784696967679
59	AQP9	0.125183945150249	0.0154194530391026	3.46981263011797	0.577231427044361	2.41091893029167
60	HBEGF	0.143908141415436	0.0191258092213445	3.78209576682859	0.68412613575628	2.40169951043036
61	OPRK1	0.0522707645624143	0.00198917982239951	1.95466111496646	0.0534473543559594	2.37682202515547
62	MET	0.179919745775769	0.0266368453605128	4.36039787184825	0.962052378407269	2.37402271922288
63	PDPN	0.203959832191296	0.0318032733151067	4.63798288225769	0.972741849278461	2.35565215832764
64	AXL	0.162662789777663	0.0239126970678652	4.02498265093685	0.769641902725815	2.3480597727637
65	CALCRL	0.0610192215710826	0.00402578886673629	2.24381216747629	0.149652592196686	2.34012763124119
66	ADORA2B	0.137852612598041	0.0196009738758886	3.81679389312977	0.619989310529129	2.32044318991626
67	IL1B	0.0418352268053062	0.000405672518830811	1.66551006245663	0.0106894708711919	2.31656266572098
68	GPC3	0.114031688481261	0.0151573803183335	3.45824658801758	0.352752538749332	2.30165515268809
69	TNFSF10	0.0533522327009013	0.00285667345619613	2.07032153597039	0.117584179583111	2.3008780575421
70	SELE	0.0420646186068823	0.000748500469445696	1.7117742308582	0.0320684126135756	2.27616789514257
71	GCH1	0.0848287816043774	0.00969538633675529	2.75271801989359	0.363442009620524	2.26746728324404
72	PLAUR	0.0885566304244214	0.0105349549702175	2.9146426092991	0.288615713522181	2.26287114851217
73	NOD2	0.0405112482298394	0.000576251798986085	1.66551006245663	0.0106894708711919	2.25577626397781
74	CDKN1A	0.188791159846459	0.0318176946846385	4.63798288225769	1.10101549973276	2.24906816562385
75	IL6	0.0386237941167775	0.000392383211847035	1.58454776775387	0.0213789417423838	2.2261359360682
76	FPR1	0.0497615295920576	0.00348812748852512	1.79273652556095	0.085515766969535	2.14752699659939
77	IL2RB	0.0383703670278307	0.000922165784385427	1.56141568355309	0.0427578834847675	2.14686452446054
78	CCL7	0.0341317694477532	0	1.45732130464955	0	2.14181759282312
79	CXCL11	0.0336024013765564	0	1.38792505204719	0	2.12440759276931
80	IL18R1	0.0557946316380969	0.00512462622306092	2.2206800832755	0.17103153393907	2.12107038606355
81	IL15	0.37163514269649	0.0780133925416707	5.6557945870923	2.11651523249599	2.11639905437773
82	LYN	0.366415528472924	0.0778549637607926	6.1647004395096	2.24478888295029	2.09913044038567
83	LPAR1	0.0560301266457409	0.00546820541641543	2.13971778857275	0.17103153393907	2.09381858451688
84	RNF144B	0.285872929625463	0.05949472515824	5.94494563960213	1.78514163548904	2.09000232315612
85	RIPK2	0.257821157660811	0.0536055240984226	5.12375665047421	1.74238375200428	2.07404596374776
86	IL10RA	0.12292865253263	0.0219327208581887	3.64330326162387	0.577231427044361	2.05754471898558
87	INHBA	0.193535679624495	0.0395478777812508	4.24473745084432	0.940673436664885	2.03838654902655
88	ITGA5	0.136567092403293	0.0261590967613097	4.12907702984039	0.68412613575628	2.0191306770492
89	CCL17	0.0334215762783803	0.0010065415132949	1.31852879944483	0.0106894708711919	1.98005088422926
90	MMP14	0.120186508363789	0.0234088927259097	3.40041637751561	0.876536611437734	1.96227587203812
91	NDP	0.109654170439257	0.0207165384934609	3.43511450381679	0.598610368786745	1.96178313138189
92	CLEC5A	0.0318068387057188	0.000806519924016544	1.28383067314365	0.0320684126135756	1.9518369559103
93	SCN1B	0.158089947750226	0.0351011759606126	4.59171871385612	1.03687867450561	1.89799649427277
94	NMI	0.0384754703607101	0.00312256090637623	1.57298172565348	0.106894708711919	1.88520560335137
95	LINC02315	0.122673680664211	0.0268868153643834	1.98935924126764	0.438268305718867	1.84670505838917
96	OSMR	0.314898296813927	0.0806246095843364	7.1940781864446	2.41582041688936	1.84201340083894
97	TLR2	0.0512134764819369	0.00726225474946956	1.89683090446449	0.224478888295029	1.82622838731036
98	LTA	0.0333227969424913	0.00241777663239591	1.3647929678464	0.0641368252271513	1.80271950086664
99	C3AR1	0.0300199030844357	0.00173137862611852	1.22600046264168	0.0534473543559594	1.77034511024113
100	FZD5	0.118517900643712	0.027980122943905	3.70113347212584	0.812399786210583	1.75865283881025
