rank	gene_id	gene_symbol	eye1_cpm	eye2_cpm	eye1_pct	eye2_pct	log2fc_eye1_vs_eye2	eye1_raw_counts	eye2_raw_counts
18	ROS1	ROS1	0.108619163658122	0.000544499399219566	3.16909553550775	0.0213789417423838	3.49177459517188	479	2
19	TLR3	TLR3	0.119548242913489	0.00185505103011001	3.4235484617164	0.0534473543559594	3.44991567008208	519	6
20	FFAR2	FFAR2	0.103058989494513	0.000353254159656043	3.14596345130696	0.0106894708711919	3.44891950601299	480	1
21	PIK3R5	PIK3R5	0.104735867140885	0.000643944739553198	3.04186907240342	0.0213789417423838	3.43021162671568	456	2
22	BST2	BST2	0.118612631053123	0.00253009198749017	3.40041637751561	0.085515766969535	3.35956342567226	518	8
23	OLR1	OLR1	0.0930527921053355	0.000541308800151993	2.93777469349988	0.0320684126135756	3.28925768666041	406	3
24	ITGB3	ITGB3	0.137863172290664	0.00559404361726322	3.88619014573213	0.235168359166221	3.24519579064771	611	23
25	BDKRB1	BDKRB1	0.0881296838571031	0.000712037564351077	2.81054823039556	0.0320684126135756	3.19545668729796	385	3
26	GPR132	GPR132	0.0948498719926727	0.0018078452314537	2.98403886190146	0.0748262960983431	3.15050747814007	410	7
27	IL4R	IL4R	0.0883832203167631	0.00117662674438995	2.83368031459635	0.0213789417423838	3.13792744947874	394	2
28	HRH1	HRH1	0.115078918337595	0.00522361282514972	3.28475595651168	0.117584179583111	3.03845596730233	507	12
29	EREG	EREG	0.0800849154773585	0.000994803122197105	2.68332176729123	0.0320684126135756	3.03446377923456	357	4
30	TNFRSF9	TNFRSF9	0.0713035917683038	0.000256896680393941	2.46356696738376	0.0106894708711919	2.98672479184762	316	1
31	NLRP3	NLRP3	0.0795443662886683	0.0015941458363238	2.70645385149202	0.0748262960983431	2.94920612976528	342	7
32	LCP2	LCP2	0.0674702322674779	0.000132213616217587	2.20911404117511	0.0106894708711919	2.93469266645109	283	1
33	SERPINE1	SERPINE1	0.108043353266099	0.00573202774659847	3.22692574600972	0.128273650454303	2.90754026821583	454	24
34	VIP	VIP	0.0718159647648909	0.000959424817078732	2.35947258848022	0.0427578834847675	2.90021030059973	310	4
35	CCRL2	CCRL2	0.0706698551623725	0.00110745511701051	2.46356696738376	0.0213789417423838	2.86050135394694	308	2
36	CCL20	CCL20	0.0667498918824789	0.000688754566442776	2.37103863058062	0.0106894708711919	2.84407095541957	310	1
37	MARCO	MARCO	0.0609247364829188	0.000384676039777194	2.17441591487393	0.0213789417423838	2.77183267466475	264	2
38	CXCL9	CXCL9	0.0570872155532211	0	2.01249132546842	0	2.74603786604917	238	0
39	CYBB	CYBB	0.0711398866676298	0.00216810294260971	2.35947258848022	0.0534473543559594	2.73730702397602	314	5
40	CSF1	CSF1	0.0636650987121625	0.00112672083440965	2.19754799907472	0.0534473543559594	2.72695277907773	300	5
41	TLR1	TLR1	0.114244204520861	0.00916917199014249	3.40041637751561	0.299305184393373	2.69631863114784	509	34
42	ICOSLG	ICOSLG	0.0652874435694135	0.00163402172770824	2.30164237797826	0.0641368252271513	2.69405936879858	288	7
43	ADGRE1	ADGRE1	0.0575399278603645	0.000663942290136141	2.08188757807078	0.0106894708711919	2.66299976024459	247	1
44	OSM	OSM	0.065768116497353	0.0019966644156089	2.13971778857275	0.0320684126135756	2.65895755387001	274	3
45	RGS1	RGS1	0.0997432641317803	0.00766561772803099	3.15752949340736	0.267236771779797	2.63511628902032	430	25
46	PROK2	PROK2	0.0551356327297195	0.000496070119416375	1.98935924126764	0.0213789417423838	2.63359772882795	250	2
47	CXCR6	CXCR6	0.153929384037832	0.0166544694153209	4.24473745084432	0.470336718332443	2.62062510887053	608	45
48	STAB1	STAB1	0.0556659508474342	0.00115455538257426	2.10501966227157	0.0320684126135756	2.55751248791991	240	3
49	CXCL6	CXCL6	0.0487080397192082	0	1.86213277816331	0	2.55355808542728	223	0
50	CD70	CD70	0.0492272997349052	0.000329210682820815	1.95466111496646	0.0106894708711919	2.51953229951153	222	1
51	MEFV	MEFV	0.047150781896873	0	1.74647235715938	0	2.51477323651542	205	0
52	LCK	LCK	0.049100062280661	0.000410501953578797	1.94309507286607	0.0106894708711919	2.50512001932881	228	1
53	TNFRSF1B	TNFRSF1B	0.0496345292359731	0.000678438144953555	1.87369882026371	0.0320684126135756	2.48144726318002	207	3
54	NPFFR2	NPFFR2	0.0743657861056243	0.0051240751509073	2.59079343048809	0.181721004810262	2.47981112053313	334	22
55	CXCL10	CXCL10	0.0488685277912829	0.000657813592073346	1.91996298866528	0.0106894708711919	2.46558504326154	213	1
56	LIF	LIF	0.0819627143860385	0.00684295948283958	2.71801989359241	0.224478888295029	2.44890339232559	359	23
57	TNFAIP6	TNFAIP6	0.047452760457483	0.000723174770506545	1.75803839925977	0.0320684126135756	2.42164410992791	190	3
58	ICAM1	ICAM1	0.126226613066578	0.0154927975063334	3.68956743002544	0.470336718332443	2.41784696967679	535	50
59	AQP9	AQP9	0.125183945150249	0.0154194530391026	3.46981263011797	0.577231427044361	2.41091893029167	538	62
60	HBEGF	HBEGF	0.143908141415436	0.0191258092213445	3.78209576682859	0.68412613575628	2.40169951043036	618	75
61	OPRK1	OPRK1	0.0522707645624143	0.00198917982239951	1.95466111496646	0.0534473543559594	2.37682202515547	222	5
62	MET	MET	0.179919745775769	0.0266368453605128	4.36039787184825	0.962052378407269	2.37402271922288	768	105
63	PDPN	PDPN	0.203959832191296	0.0318032733151067	4.63798288225769	0.972741849278461	2.35565215832764	847	127
64	AXL	AXL	0.162662789777663	0.0239126970678652	4.02498265093685	0.769641902725815	2.3480597727637	694	92
65	CALCRL	CALCRL	0.0610192215710826	0.00402578886673629	2.24381216747629	0.149652592196686	2.34012763124119	266	20
66	ADORA2B	ADORA2B	0.137852612598041	0.0196009738758886	3.81679389312977	0.619989310529129	2.32044318991626	579	65
67	IL1B	IL1B	0.0418352268053062	0.000405672518830811	1.66551006245663	0.0106894708711919	2.31656266572098	180	1
68	GPC3	GPC3	0.114031688481261	0.0151573803183335	3.45824658801758	0.352752538749332	2.30165515268809	498	46
69	TNFSF10	TNFSF10	0.0533522327009013	0.00285667345619613	2.07032153597039	0.117584179583111	2.3008780575421	255	11
70	SELE	SELE	0.0420646186068823	0.000748500469445696	1.7117742308582	0.0320684126135756	2.27616789514257	183	3
71	GCH1	GCH1	0.0848287816043774	0.00969538633675529	2.75271801989359	0.363442009620524	2.26746728324404	364	39
72	PLAUR	PLAUR	0.0885566304244214	0.0105349549702175	2.9146426092991	0.288615713522181	2.26287114851217	368	31
73	NOD2	NOD2	0.0405112482298394	0.000576251798986085	1.66551006245663	0.0106894708711919	2.25577626397781	171	1
74	CDKN1A	CDKN1A	0.188791159846459	0.0318176946846385	4.63798288225769	1.10101549973276	2.24906816562385	824	124
75	IL6	IL6	0.0386237941167775	0.000392383211847035	1.58454776775387	0.0213789417423838	2.2261359360682	171	2
76	FPR1	FPR1	0.0497615295920576	0.00348812748852512	1.79273652556095	0.085515766969535	2.14752699659939	212	8
77	IL2RB	IL2RB	0.0383703670278307	0.000922165784385427	1.56141568355309	0.0427578834847675	2.14686452446054	177	4
78	CCL7	CCL7	0.0341317694477532	0	1.45732130464955	0	2.14181759282312	156	0
79	CXCL11	CXCL11	0.0336024013765564	0	1.38792505204719	0	2.12440759276931	137	0
80	IL18R1	IL18R1	0.0557946316380969	0.00512462622306092	2.2206800832755	0.17103153393907	2.12107038606355	255	22
81	IL15	IL15	0.37163514269649	0.0780133925416707	5.6557945870923	2.11651523249599	2.11639905437773	1619	377
82	LYN	LYN	0.366415528472924	0.0778549637607926	6.1647004395096	2.24478888295029	2.09913044038567	1596	302
83	LPAR1	LPAR1	0.0560301266457409	0.00546820541641543	2.13971778857275	0.17103153393907	2.09381858451688	243	25
84	RNF144B	RNF144B	0.285872929625463	0.05949472515824	5.94494563960213	1.78514163548904	2.09000232315612	1204	204
85	RIPK2	RIPK2	0.257821157660811	0.0536055240984226	5.12375665047421	1.74238375200428	2.07404596374776	1089	222
86	IL10RA	IL10RA	0.12292865253263	0.0219327208581887	3.64330326162387	0.577231427044361	2.05754471898558	508	56
87	INHBA	INHBA	0.193535679624495	0.0395478777812508	4.24473745084432	0.940673436664885	2.03838654902655	835	179
88	ITGA5	ITGA5	0.136567092403293	0.0261590967613097	4.12907702984039	0.68412613575628	2.0191306770492	529	69
89	CCL17	CCL17	0.0334215762783803	0.0010065415132949	1.31852879944483	0.0106894708711919	1.98005088422926	135	1
90	MMP14	MMP14	0.120186508363789	0.0234088927259097	3.40041637751561	0.876536611437734	1.96227587203812	555	91
91	NDP	NDP	0.109654170439257	0.0207165384934609	3.43511450381679	0.598610368786745	1.96178313138189	486	59
92	CLEC5A	CLEC5A	0.0318068387057188	0.000806519924016544	1.28383067314365	0.0320684126135756	1.9518369559103	131	3
93	SCN1B	SCN1B	0.158089947750226	0.0351011759606126	4.59171871385612	1.03687867450561	1.89799649427277	681	110
94	NMI	NMI	0.0384754703607101	0.00312256090637623	1.57298172565348	0.106894708711919	1.88520560335137	180	11
95	LINC02315	LINC02315	0.122673680664211	0.0268868153643834	1.98935924126764	0.438268305718867	1.84670505838917	407	89
96	OSMR	OSMR	0.314898296813927	0.0806246095843364	7.1940781864446	2.41582041688936	1.84201340083894	1256	272
97	TLR2	TLR2	0.0512134764819369	0.00726225474946956	1.89683090446449	0.224478888295029	1.82622838731036	202	22
98	LTA	LTA	0.0333227969424913	0.00241777663239591	1.3647929678464	0.0641368252271513	1.80271950086664	138	6
99	C3AR1	C3AR1	0.0300199030844357	0.00173137862611852	1.22600046264168	0.0534473543559594	1.77034511024113	130	5
100	FZD5	FZD5	0.118517900643712	0.027980122943905	3.70113347212584	0.812399786210583	1.75865283881025	520	82
101	IL1R1	IL1R1	0.33299874837155	0.0929373919546546	5.17002081887578	2.29823623730625	1.736436176236	1475	410
102	CSF3	CSF3	0.0232666416955237	0	1.04094378903539	0	1.73407623190278	98	0
103	SLC4A4	SLC4A4	0.266347148864083	0.0733310052888882	5.50543603978718	1.49652592196686	1.72955643831334	1198	357
104	IL1A	IL1A	0.0291999293040371	0.00190516148792942	1.26069858894286	0.0427578834847675	1.7192638622609	146	5
105	AC083837.1	AC083837.1	0.212388224401329	0.713921197048572	4.11751098773999	10.8284339925174	-1.7027522618124	607	1649
106	EMP3	EMP3	0.159625984940582	0.0445982005706277	4.49919037705297	1.28273650454303	1.63543188356232	635	126
107	P2RX7	P2RX7	0.126674068356674	0.0346232493644532	4.00185056673606	1.03687867450561	1.61487206507105	504	120
108	GP1BA	GP1BA	0.0647887209908741	0.0144833566489505	2.42886884108258	0.363442009620524	1.61101934737657	276	35
109	CCL2	CCL2	0.031550876579779	0.00380797533289642	1.33009484154522	0.138963121325494	1.58937712084668	141	13
110	SLC31A2	SLC31A2	0.0902309197024375	0.0240774529901522	3.12283136710618	0.758952431854623	1.55643821140432	381	75
111	F3	F3	0.726625694294266	0.241979648948924	9.96992829053898	4.97060395510422	1.5476245012122	2941	876
112	RGS16	RGS16	0.698812215458852	0.241903421491773	11.647004395096	5.66541956173169	1.49253274939608	2819	823
113	EDN1	EDN1	0.0272613531305732	0.00336845735269985	1.26069858894286	0.106894708711919	1.47884707023096	129	10
114	CCR7	CCR7	0.02696514314453	0.00329741505280801	1.07564191533657	0.117584179583111	1.47501967937546	105	12
115	CD14	CD14	0.0683152364883143	0.0182236980053102	2.45200092528337	0.427578834847675	1.4723859867196	277	43
116	PTGER4	PTGER4	0.0263246585433837	0.00318841347379663	1.12190608373814	0.117584179583111	1.46167821321391	116	11
117	PTAFR	PTAFR	0.0771826261759154	0.0217685334058136	2.61392551468887	0.491715660074826	1.45644217263409	312	48
118	PTPRE	PTPRE	0.180767317031144	0.0624983122347474	5.32037936618089	1.95617316942811	1.39579471001395	833	266
119	HSPA1A	HSPA1A	0.0972077483868318	0.267661013984313	2.81054823039556	5.02405130946018	-1.37291544484189	358	938
120	SPHK1	SPHK1	0.339223221982449	0.124848782496604	5.72519083969466	3.26028861571352	1.37280699971773	1482	492
121	THSD4	THSD4	0.685256158674039	1.78428406220698	11.4850798056905	21.8813468733298	-1.36779178437416	2031	4224
122	TIMP1	TIMP1	0.184526822535205	0.0660928748156915	5.33194540828129	1.81721004810262	1.35413582235472	715	193
123	ADM	ADM	0.31110457166903	0.120137719472564	7.73768216516308	3.13201496525922	1.30300402797939	1183	335
124	LAMP3	LAMP3	0.0331283456927194	0.00753516109734612	1.27226463104326	0.192410475681454	1.2983856937245	124	20
125	CCDC196	CCDC196	0.0628868201130873	0.0198156472888982	2.00092528336803	0.694815606627472	1.2895883026931	203	74
126	NLRC5	NLRC5	0.0812989342495217	0.21203748879957	2.24381216747629	4.13682522715126	-1.28213335715009	220	453
127	LY6E	LY6E	0.0740057185225298	0.0246635403263534	2.84524635669674	0.865847140566542	1.27706852958317	334	91
128	CX3CL1	CX3CL1	0.0398690834074423	0.0106587123260305	1.79273652556095	0.470336718332443	1.27139535387036	182	49
129	MT-ND3	MT-ND3	0.0269483208665333	0.0776070077623439	0.705528568123988	1.69962586851951	-1.24553747497939	62	168
130	PAMR1	PAMR1	0.0456046429358065	0.0134770019501269	1.17973629424011	0.34206306787814	1.24395716587125	131	39
131	CD55	CD55	0.207187458260841	0.0826289889552316	5.79458709229702	2.34099412079102	1.22940512368226	817	267
132	IRAK2	IRAK2	0.0801991928086543	0.0287010500455526	2.81054823039556	0.726884019241048	1.22074181245469	336	86
133	AC005153.1	AC005153.1	0.0702148260626291	0.0248052220543395	1.90839694656489	0.619989310529129	1.20456513460989	171	62
134	NFKBIA	NFKBIA	0.188317963958326	0.078328137895529	5.40134166088365	2.2340994120791	1.16687036260177	702	223
135	RHOG	RHOG	0.129268899053161	0.0524730640923252	4.08281286143882	1.35756280064137	1.15656692123774	493	128
136	APOC1	APOC1	0.016790403743452	0.0486658744082877	0.532037936618089	1.15446285408872	-1.13080521675203	48	123
137	BEST1	BEST1	0.182854798999301	0.0787173392267573	5.10062456627342	1.84927846071619	1.12022704388407	655	180
138	ITGB8	ITGB8	0.209177906247846	0.0910033195739562	5.57483229238954	1.96686264029931	1.11769966853667	840	295
139	B3GALT5	B3GALT5	0.649388489788617	1.40601970949113	14.2493638676845	23.6985569214324	-1.10264073752587	1737	3221
140	AC096711.2	AC096711.2	0.0470063906196541	0.016637116243626	1.16817025213972	0.448957776590059	1.09768575610443	127	48
141	ANO3	ANO3	0.440729330882016	0.94905835143578	9.0793430488087	14.9545697487974	-1.08935725954439	1281	2332
142	AL137003.1	AL137003.1	0.0449130040432359	0.105595808122759	1.33009484154522	2.6296098343132	-1.07386934010235	115	254
143	C5orf17	C5orf17	0.0309092264709004	0.0759810758989685	0.566736062919269	1.17584179583111	-1.07159290478451	86	210
144	AC074124.1	AC074124.1	0.0786993007786403	0.0323088499381694	2.37103863058062	1.058257616248	1.06796326161098	226	104
145	AC006460.1	AC006460.1	0.0652018412286611	0.025932539932291	1.85056673606292	0.737573490112239	1.06547706754932	179	71
146	TBX5	TBX5	0.0277289052359303	0.0676846525024906	1.029377746935	2.06306787814003	-1.04195936709948	115	250
147	EIF2AK2	EIF2AK2	0.350917604807837	0.165525569816943	9.10247513300948	4.71405665419562	1.03998830510161	1306	566
148	GPR183	GPR183	0.036843280679886	0.0129786435959048	1.44575526254916	0.384820951362908	1.02754847906134	138	39
149	CITED2	CITED2	0.135445585077895	0.0614284520135383	4.26786953504511	1.91341528594335	1.02590874395975	394	189
150	SST	SST	0.0269998292513734	0.00817911345787053	0.416377515614157	0.235168359166221	1.02523676770213	273	23
151	AC116616.1	AC116616.1	0.0539743921340112	0.0216307139243839	1.48045338885034	0.641368252271513	1.0161684155387	148	66
152	MMP2-AS1	MMP2-AS1	1.05039506105204	2.13279103599537	19.3615544760583	32.2394441475147	-1.01488931014522	2788	5007
153	LTBP2	LTBP2	0.0418102289621968	0.0944082062172026	1.33009484154522	2.2340994120791	-1.01092624415352	133	238
154	MT-ND4L	MT-ND4L	0.0130559539732054	0.0363139490913979	0.416377515614157	0.85515766969535	-1.00630741724357	36	82
155	MT-ND4	MT-ND4	0.103319130437293	0.216334729806944	2.86837844089753	5.01336183858899	-0.99806653888601	266	511
156	OPN1MW	OPN1MW	0.0103877642710969	0.0306538989658076	0.370113347212584	0.801710315339391	-0.995690144888716	39	112
157	SNHG25	SNHG25	0.211484605602231	0.431493497279182	6.3266250289151	10.8605024051309	-0.995185761667592	594	1141
158	MT-ATP6	MT-ATP6	0.0826465900426292	0.174050056302263	2.17441591487393	3.99786210582576	-0.990288408653016	210	401
159	CD5	CD5	0.181734881881631	0.0865852175151782	5.05436039787185	2.33030464991983	0.989238522199621	491	228
160	PVR	PVR	0.0872228648686901	0.0392311891104125	2.72958593569281	1.13308391234634	0.981723060413705	273	112
161	AC092155.1	AC092155.1	0.05573003156965	0.0234306805080933	1.67707610455702	0.737573490112239	0.975379955505931	208	88
162	AC003035.2	AC003035.2	0.024910753596428	0.00793599958525601	0.647698357622022	0.203099946552646	0.960813349879335	62	22
163	PTMS	PTMS	1.50839459474287	0.772112592724125	32.9053897756188	18.214858364511	0.957098544106084	4184	2005
164	PRSS51	PRSS51	0.027205379723391	0.0622019865672904	0.948415452232246	1.50721539283805	-0.95652728865419	96	150
165	AL135937.1	AL135937.1	0.056348436875986	0.0242678116083086	1.66551006245663	0.694815606627472	0.953208414862231	154	71
166	AL162493.1	AL162493.1	0.0204390326997741	0.0489265928710302	0.300717094610224	0.598610368786745	-0.952996338938884	76	165
167	AC007319.1	AC007319.1	0.112893131961708	0.0535496738487367	1.80430256766135	1.06894708711919	0.95144766499885	398	178
168	AC091133.1	AC091133.1	0.0572414782553803	0.0249090525061621	1.64237797825584	0.673436664885088	0.945750241422155	151	69
169	ABCA1	ABCA1	0.26601922763044	0.133359013860879	7.56419153365718	3.33511491181187	0.945136150805286	942	360
170	PTPRN2	PTPRN2	1.35037984027678	2.60370423454419	26.2433495257923	38.3965793693212	-0.942086363975543	3915	6324
171	AC061958.1	AC061958.1	0.186689745208976	0.0924717069611371	4.91556789266713	2.33030464991983	0.940696113792905	547	262
172	AC006213.2	AC006213.2	0.244530960777594	0.478020458490093	7.43696507055286	11.7477284874399	-0.939100474508902	688	1221
173	LRRN1	LRRN1	0.124717688006018	0.0602989822097882	3.41198241961601	1.85996793158739	0.938363577337778	376	208
174	AC132803.1	AC132803.1	0.560646704526212	1.08278641978264	10.1434189220449	15.0293960448958	-0.937341726163488	1741	2826
175	SLC28A2	SLC28A2	0.0706820234876658	0.0321521132379823	2.53296321998612	0.887226082308926	0.936642306379753	271	92
176	CD40	CD40	0.0255350343866594	0.00860556638459634	1.11034004163775	0.224478888295029	0.933507786186826	111	21
177	BTG2	BTG2	0.973443907829748	0.510037346231181	9.05621096460791	7.30090860502405	0.919227535193425	4179	2043
178	HSPA1B	HSPA1B	0.0598195813600875	0.122015273267631	1.91996298866528	3.35649385355425	-0.919001237631486	243	477
179	CDC7	CDC7	0.318391279140707	0.610523532107884	7.98056904927134	11.2773917691074	-0.918070107729619	886	1493
180	LINC00519	LINC00519	0.113580546996189	0.0554249480914971	2.84524635669674	1.48583645109567	0.917538884526387	304	151
181	GET4	GET4	0.0110092292134213	0.0296650044495599	0.439509599814943	0.801710315339391	-0.916843477438795	38	75
182	SRI	SRI	0.234634558631952	0.11962679012413	6.97432338653713	3.1640833778728	0.916264309977628	851	318
183	SGMS2	SGMS2	0.0295916994358462	0.0110322519835864	1.31852879944483	0.545163014430786	0.912594663163358	130	66
184	ARHGAP45	ARHGAP45	0.36724908321717	0.699175291005579	9.12560721721027	13.4366648850882	-0.910624876168	862	1422
185	PCBP2-OT1	PCBP2-OT1	0.0199613033984916	0.00593867311175407	0.601434189220449	0.203099946552646	0.910568855800003	53	19
186	RELL2	RELL2	0.0499027183224984	0.102050273244402	1.7117742308582	2.55478353821486	-0.903452789391536	157	254
187	MIR9-3HG	MIR9-3HG	0.0135338677340857	0.033916173055911	0.613000231320842	1.02618920363442	-0.900013896979444	58	111
188	AC022272.1	AC022272.1	0.0465833741908371	0.0206634424257089	1.49201943095073	0.641368252271513	0.883858540390746	135	68
189	AC103706.1	AC103706.1	0.0415118059235285	0.0179526001081437	1.24913254684247	0.587920897915553	0.881920632986371	110	55
190	MXD1	MXD1	0.815428260880116	0.438522336549038	14.5038167938931	10.2405130946018	0.879963000365206	3151	1340
191	AC015795.1	AC015795.1	0.03351954792451	0.0136560484205212	1.07564191533657	0.395510422234099	0.879454468572091	100	38
192	AL353803.1	AL353803.1	0.0488187223928599	0.0221368697946014	1.31852879944483	0.652057723142704	0.872046033622692	118	62
193	HBB	HBB	0.280308125925243	0.148907507085457	6.70830441822808	3.49545697487974	0.869397672675055	681	353
194	ID4	ID4	0.091217452877255	0.0454325392017365	2.87994448299792	1.54997327632282	0.868653074829688	343	170
195	SEMA4D	SEMA4D	0.25908356295369	0.137603546897043	7.44853111265325	4.04061998931053	0.866326876612725	983	432
196	ZFP36L2	ZFP36L2	0.0770512117425416	0.0379209513284747	2.20911404117511	0.951362907536077	0.861207831314395	237	93
197	ART4	ART4	0.152279661654637	0.079653298184887	3.9324543141337	1.94548369855692	0.856053636350374	393	207
198	AC007728.1	AC007728.1	0.0416977572050197	0.0185616941045712	1.45732130464955	0.619989310529129	0.856020139975989	134	61
199	AC010261.2	AC010261.2	0.112218437540743	0.0576462673841139	2.9030765671987	1.46445750935329	0.85337970677996	276	148
200	GLP2R	GLP2R	0.458795567229203	0.250470985078687	11.2306268794818	5.67610903260289	0.847836254401175	1165	622
201	AC012404.2	AC012404.2	0.0402467597345759	0.0179455197195939	1.30696275734444	0.598610368786745	0.846413558225321	121	58
202	SCIN	SCIN	0.0458131666400987	0.0210437467260263	1.3763590099468	0.705505077498664	0.846302812572481	161	87
203	RBM5-AS1	RBM5-AS1	0.197846547793616	0.105617224425068	6.14156835530881	2.86477819347942	0.846162442163292	565	285
204	ENKUR	ENKUR	0.0587462071053919	0.0282451616522971	1.65394402035623	0.865847140566542	0.846002872944967	159	84
205	AC008883.1	AC008883.1	0.0298543737548539	0.0121850125643414	0.936849410131853	0.34206306787814	0.845152688956906	94	39
206	CPHXL	CPHXL	0.0340116551366432	0.0145030759707047	1.15660421003932	0.438268305718867	0.844922759900214	101	41
207	KCNE4	KCNE4	0.0371140869873942	0.0745475160620108	1.11034004163775	1.61411010154997	-0.843603883698141	140	317
208	SERPINE3	SERPINE3	0.0501974525292895	0.0235484784210167	1.44575526254916	0.652057723142704	0.84345510046857	138	65
209	AC109454.3	AC109454.3	0.135556720464307	0.0712319157845267	3.79366180892898	1.90272581507215	0.841462876713979	358	183
210	AC073593.2	AC073593.2	0.0686561699793247	0.0339323104715627	2.12815174647236	1.06894708711919	0.840277563450516	223	114
211	ARG1	ARG1	0.0318201700557565	0.0133793295526793	0.728660652324775	0.299305184393373	0.838965370050247	80	32
212	AC005261.2	AC005261.2	0.0109163446391154	0.0273668521176127	0.370113347212584	0.534473543559594	-0.837128285579948	32	50
213	AC004253.1	AC004253.1	0.127128750342428	0.0668876079326635	3.68956743002544	1.94548369855692	0.834708076363637	363	195
214	LINC00299	LINC00299	0.0316823849148927	0.0134088526279665	1.07564191533657	0.448957776590059	0.832383602476829	131	55
215	OR2H2	OR2H2	0.028162916116213	0.0114825410715004	0.786490862826741	0.331373597006948	0.829006761989572	70	32
216	ZBTB32	ZBTB32	0.0300250832414408	0.0125350412669456	0.832755031228314	0.395510422234099	0.828734311194834	78	38
217	CCNJ	CCNJ	0.079145968214387	0.0402236996647684	2.34790654637983	1.13308391234634	0.827801244052356	221	108
218	NEFH	NEFH	0.0159408657549435	0.0360440815409999	0.589868147120056	0.876536611437734	-0.827789096546448	62	94
219	SMLR1	SMLR1	0.0334441572852017	0.014516754448734	1.05250983113579	0.427578834847675	0.8253941586877	92	43
220	CHI3L1	CHI3L1	0.110884522071575	0.204126996683988	2.01249132546842	2.68305718866916	-0.824837163924766	430	829
221	AC027698.1	AC027698.1	0.0367450151888296	0.0164310595084541	1.2028683784409	0.598610368786745	0.822578268957566	121	64
222	C1QL2	C1QL2	0.0347227369838156	0.0153142686959013	1.04094378903539	0.577231427044361	0.821057675459195	160	74
223	Z99758.1	Z99758.1	0.0879370111691973	0.0454487159404122	2.32477446217904	1.27204703367183	0.820700117303215	238	132
224	AL392023.2	AL392023.2	0.0273177015213964	0.0558277299829745	0.46264168401573	0.609299839657937	-0.818835318227797	66	120
225	TACR1	TACR1	0.730859878432562	0.41028192628694	16.2387231089521	8.64778193479423	0.817843289607149	2145	1039
226	AC068481.1	AC068481.1	0.305909659130681	0.169319656930949	8.18875780707842	4.51095670764297	0.81697840465826	845	468
227	POU3F1	POU3F1	0.030314821801886	0.0129040245241563	0.89058524173028	0.374131480491716	0.815709224979002	82	37
228	PPP1R37	PPP1R37	0.0678297690886332	0.126824335396763	2.18598195697432	3.35649385355425	-0.813930866949199	192	326
229	HBA2	HBA2	0.111610286948278	0.0591852937136749	2.93777469349988	1.41101015499733	0.813727959857856	279	135
230	HLA-DRB1	HLA-DRB1	0.00874001311729163	0.0229055189089276	0.289151052509831	0.51309460181721	-0.812207610031543	25	50
231	PGP	PGP	0.345166170264459	0.192291112913125	10.4325699745547	5.43025120256547	0.812061230318921	1066	556
232	BAK1	BAK1	0.0120306204338801	0.028582229831681	0.335415220911404	0.716194548369856	-0.808426400015592	29	68
233	AC114954.1	AC114954.1	0.0245494827171333	0.0504936703259294	0.647698357622022	1.07963655799038	-0.808120085412689	61	118
234	WARS2-IT1	WARS2-IT1	0.024906009450799	0.00994775159665204	0.832755031228314	0.267236771779797	0.807249290746948	76	28
235	AC008957.2	AC008957.2	0.0438587853362005	0.0207889153834144	1.54984964145269	0.662747194013896	0.806770647728684	192	86
