gene	eye1_cpm	eye2_cpm	eye1_pct	eye2_pct	log2fc_eye1_vs_eye2
GAD2	0.104853443295253	0.106581588884364	2.71801989359241	2.54409406734367	-0.0215458600824991
VSX2	0.317616674368932	0.257347838987495	6.93962526023595	5.77231427044361	0.293290770949081
CABP5	2.41455435223127	1.95957275668098	39.9953735831598	31.9828968466061	0.299836884007327
GRM6	0.503717718768992	0.480664189366331	7.04371963913949	5.95403527525387	0.0662398533080633
TRPM1	1.38131311422909	1.20908870341976	8.92898450150359	7.47194013896312	0.190644030865018
PCP4	1.27106899491285	1.17560149538995	19.234328012954	18.1293425975414	0.111729005009163
PRKCA	2.94644260112073	2.61792466411674	29.8866527874161	28.2415820416889	0.169938349798002
SCGN	0.00408897227442343	0.00566185339470431	0.150358547305112	0.160342063067878	-0.15268857105547
GNB3	1.69447956730837	2.19380568133139	33.7844089752487	37.7872795296633	-0.370665716054637
RBPMS	0.0913882272632342	0.0614122711043431	2.71801989359241	1.64617851416355	0.505646237222003
SNCG	0.119178128199005	0.173665467099295	3.75896368262781	4.44681988241582	-0.507718574757586
POU4F1	0	0.000367714856250151	0	0.0106894708711919	-0.0520979453711672
POU4F2	0	0.00368224693648955	0	0.0320684126135756	-0.452305173055697
THY1	0.0587821980530492	0.0560502808576629	2.19754799907472	1.77445216461785	0.0584705243108646
NEFL	0.0928003692220237	0.125217349747588	2.61392551468887	3.08925708177445	-0.395434829614643
NEFM	0.0505245118814502	0.0815665023456621	1.48045338885034	2.07375734901122	-0.597300376375545
GAP43	0.0331544037435172	0.0239242429200322	1.06407587323618	0.791020844468199	0.347191168792031
SLC17A7	1.02530223819694	1.03690159552336	24.2077261161231	22.2554783538215	-0.0160738426556755
CD3D	0	0.000252229138064933	0	0.0106894708711919	-0.0359376284412823
CD3E	0	0.000157661812259467	0	0.0106894708711919	-0.0225683469844453
CD3G	0.00334826163947493	0.000936656743095731	0.0809622947027527	0.0320684126135756	0.287480086116325
TRBC1	0	0	0	0	0
TRBC2	0.00177936901954326	0.00176684871253786	0.0578302105019662	0.0534473543559594	0.00153425800568071
CD2	0	0	0	0	0
CD247	0.0700129715471736	0.0963151170891002	1.73490631505899	2.40513094601817	-0.410040939213196
CD4	0.0646127625695287	0.0336497018233532	1.73490631505899	0.833778727952966	0.773450627011755
CD8A	0.00075811295086383	0.00201042440788522	0.0578302105019662	0.106894708711919	-0.158862090753171
CD8B	0.00138555881468652	0	0.0578302105019662	0	0.187205102137
IL7R	0.0215968285101282	0	0.948415452232246	0	1.65977975706275
LTB	0.00198622130615845	0.00238768103979946	0.092528336803146	0.085515766969535	-0.0475292255429551
LGMN	0.172433147436201	0.195304848692426	4.7999074716632	4.67129877071085	-0.170399814296055
CD68	0.00180665472116221	0.00176676464996425	0.0578302105019662	0.0748262960983431	0.00488255538334721
CTSB	0.14438583489294	0.15390713856333	4.83460559796438	4.59647247461251	-0.0863382992844954
CTSD	0.188853433377322	0.167692790661431	6.18783252371039	5.08818813468733	0.16232032210267
MSR1	0.497188764542108	0.677204385942717	6.56951191302336	5.82576162479957	-0.438216457567822
CD14	0.0683152364883143	0.0182236980053102	2.45200092528337	0.427578834847675	1.4723859867196
SPP1	0.418266439208196	0.450729885915413	9.51885264862364	9.95189738107964	-0.105412557595353
APOE	0.921130515898484	0.911895110616104	21.1658570437196	19.6151790486371	0.0143807873280464
S100B	0.0188025539701835	0.0209804314051539	0.601434189220449	0.545163014430786	-0.105160490419732
SOX10	0.0157736350968341	0.0138406171842757	0.532037936618089	0.363442009620524	0.112474443649427
MPZ	0.0180351541386167	0.0135255106404136	0.613000231320842	0.374131480491716	0.253010963664998
PLP1	0.00618725012618347	0.00406191329000523	0.289151052509831	0.17103153393907	0.20306501933968
MBP	0.212688752906499	0.211496757180892	5.56326625028915	5.31266702298236	0.0077431181843712
MMP2	0.799752445287671	1.12784263217381	15.9958362248439	21.004810261892	-0.490748216618907
NCAM1	6.14385432120564	7.67886143682959	67.3027989821883	71.7797969000535	-0.321279688881109
ERBB3	0.00580639585841715	0.00685429543285573	0.196622715706685	0.192410475681454	-0.0926078741343089
RGS5	0.0493756075501096	0.0578463138760113	1.41105713624798	1.4537680384821	-0.192400064912774
CSPG4	0.000871509476831151	0.000292541622090637	0.0231320842007865	0.0106894708711919	0.078952985401547
MCAM	0.0648687353187192	0.0530627006938683	1.94309507286607	1.66755745590593	0.247576429145629
PDGFRB	0.0666567612372199	0.0552210664893969	2.0471894517696	1.62479957242117	0.233075013178173
COL4A1	0.0351119824370242	0.0407767459324258	1.00624566273421	1.15446285408872	-0.17065725531035
COL4A2	0.105447112035801	0.0958634705598732	2.79898218829517	2.53340459647247	0.125027227617267
ACTA2	0.0232913128851654	0.0250403602305176	0.717094610224381	0.780331373597007	-0.0738718404536606
DES	0	0	0	0	0
KCNJ8	0.00240517138320872	0.0004117920115161	0.0809622947027527	0.0320684126135756	0.252723269354326
ABCC9	0.00584090298239313	0.00428407571140736	0.289151052509831	0.17103153393907	0.149246890089625
CD79A	0	0	0	0	0
MS4A1	0	0	0	0	0
CD37	0.0115709437624825	0.0148691138772015	0.358547305112191	0.395510422234099	-0.205265805101499
CD79B	0	0	0	0	0
CD22	0.000253975452358218	0.000195384223564099	0.0115660421003932	0.0106894708711919	0.00826720326407866
CD83	0.0435652739981043	0.0369316377526795	1.3647929678464	1.1865312667023	0.190737208027346
CD19	0.000804874189310595	0.000839792087969632	0.0115660421003932	0.0213789417423838	-0.00465481170186018
COL1A1	0.0036184311282815	0.00399208448451569	0.173490631505899	0.117584179583111	-0.0390503939833336
COL1A2	0.0154543504983574	0.0225403782217524	0.647698357622022	0.609299839657937	-0.354318765984579
DCN	0.00948553063867352	0.0125903637400622	0.277585010409438	0.288615713522181	-0.2133042803989
LUM	0.00534179695907667	0.00626016046592184	0.208188757807078	0.160342063067878	-0.083874021743022
COL3A1	0.000289730513536905	0.000129710846635019	0.0115660421003932	0.0106894708711919	0.022612205877561
COL6A1	0.0399381715625851	0.0418735840482262	1.58454776775387	1.48583645109567	-0.0548570524284461
COL6A2	0.00731614776620558	0.00724044180883137	0.300717094610224	0.235168359166221	0.00632127101365634
PDGFRA	0.0196285307726676	0.0194167472572342	0.532037936618089	0.481026189203634	0.0103493572366234
C7	0.00942420807352632	0.00772146786873632	0.335415220911404	0.203099946552646	0.132357673806913
GLUL	1.93221953786551	1.68926822958117	28.2442748091603	25.0774986638161	0.192792684337762
VIM	1.0969915849261	1.13478221592958	24.3465186213278	22.6296098343132	-0.0484289100834084
SOX9	0.0396057952119846	0.0385587106704203	1.24913254684247	1.06894708711919	0.0307785580389652
KCNJ10	0.0259280579621543	0.014205093810026	0.832755031228314	0.491715660074826	0.569800269144486
RAX	0.147112955940839	0.137252709667605	4.82303955586398	4.09406734366649	0.0935079718811937
CLU	1.11967516808909	1.08179000065609	21.7325931066389	20.9406734366649	0.0492126041192402
EMCN	0.00280188591938318	0.003219734674523	0.0809622947027527	0.106894708711919	-0.046336864078533
KDR	0.178754595564587	0.11898359594659	3.74739764052741	2.7578834847675	0.549324173570441
ESAM	0.0146056460840742	0.0207055210641376	0.42794355771455	0.577231427044361	-0.319508686815148
PECAM1	0.00325951276016414	0.00251646006980283	0.115660421003932	0.0641368252271513	0.0832011684531253
VWF	0.00446775299663606	0.00199439660299526	0.173490631505899	0.0534473543559594	0.270480290229681
RAMP2	0.00287907635980588	0.0022635938767643	0.138792505204719	0.0534473543559594	0.0706473059881592
ENG	0.0431556514323764	0.0310771465301542	1.38792505204719	0.780331373597007	0.371887118456635
PLVAP	0	0.000862160861182002	0	0.0320684126135756	-0.119311133860952
CA4	0.00098874385875735	0.000839311351376782	0.0693962526023595	0.0320684126135756	0.0197533773173185
RGCC	0.000641951595365311	0.00079990877025889	0.0346981263011797	0.0213789417423838	-0.0212563790179579
CLDN5	0.0017245899469284	0.00796325018303734	0.092528336803146	0.181721004810262	-0.615510940770835
CCL5	0.262830219087326	0.00467560242773241	4.92713393476752	0.138963121325494	4.21651181656506
CD69	0.142473474259021	0	3.5970390932223	0	3.93048637439203
CCL4	0.000466200478684235	0	0.0231320842007865	0	0.0657377989624046
CCL3	0	0	0	0	0
NKG7	0	0	0	0	0
GZMK	0	0	0	0	0
GZMB	0	0	0	0	0
IFNG	0	0	0	0	0
TNF	0	0	0	0	0
CXCL10	0.0488685277912829	0.000657813592073346	1.91996298866528	0.0106894708711919	2.46558504326154
ISG15	0.0147941588178592	0.016676546332638	0.624566273421235	0.545163014430786	-0.105571620324497
IFIT1	0.0766168340089907	0.0639446049336757	2.84524635669674	2.04168893639765	0.228202549630013
IL1B	0.0418352268053062	0.000405672518830811	1.66551006245663	0.0106894708711919	2.31656266572098
CCL2	0.031550876579779	0.00380797533289642	1.33009484154522	0.138963121325494	1.58937712084668
PTGER2	0.17919888124243	0.00184610145992856	4.11751098773999	0.0427578834847675	3.99741930500026
PTGIR	0.149003740009958	0.000964753688735729	3.96715244043488	0.0106894708711919	3.85811539137837
CD5	0.181734881881631	0.0865852175151782	5.05436039787185	2.33030464991983	0.989238522199621
CD27	0.00578774775016642	0.00651592013908174	0.185056673606292	0.203099946552646	-0.0650519738823205
CD28	0.000359082337795506	0.000615044353923583	0.0115660421003932	0.0106894708711919	-0.0352141922745314
