cell_type	marker	found	eye1_cpm	eye2_cpm	eye1_pct	eye2_pct	log2fc_eye1_vs_eye2
bipolar cell	GRM6	TRUE	0.503717718768992	0.480664189366331	7.04371963913949	5.95403527525387	0.0662398533080633
bipolar cell	TRPM1	TRUE	1.38131311422909	1.20908870341976	8.92898450150359	7.47194013896312	0.190644030865018
bipolar cell	PCP4	TRUE	1.27106899491285	1.17560149538995	19.234328012954	18.1293425975414	0.111729005009163
bipolar cell	PRKCA	TRUE	2.94644260112073	2.61792466411674	29.8866527874161	28.2415820416889	0.169938349798002
bipolar cell	VSX1	TRUE	0.319356970750437	0.225451704556735	5.43603978718482	3.73062533404596	0.484220917602913
bipolar cell	SCGN	TRUE	0.00408897227442343	0.00566185339470431	0.150358547305112	0.160342063067878	-0.15268857105547
bipolar cell	GNB3	TRUE	1.69447956730837	2.19380568133139	33.7844089752487	37.7872795296633	-0.370665716054637
RGC	RBPMS	TRUE	0.0913882272632342	0.0614122711043431	2.71801989359241	1.64617851416355	0.505646237222003
RGC	SNCG	TRUE	0.119178128199005	0.173665467099295	3.75896368262781	4.44681988241582	-0.507718574757586
RGC	POU4F1	TRUE	0	0.000367714856250151	0	0.0106894708711919	-0.0520979453711672
RGC	POU4F2	TRUE	0	0.00368224693648955	0	0.0320684126135756	-0.452305173055697
RGC	THY1	TRUE	0.0587821980530492	0.0560502808576629	2.19754799907472	1.77445216461785	0.0584705243108646
RGC	NEFL	TRUE	0.0928003692220237	0.125217349747588	2.61392551468887	3.08925708177445	-0.395434829614643
RGC	NEFM	TRUE	0.0505245118814502	0.0815665023456621	1.48045338885034	2.07375734901122	-0.597300376375545
RGC	GAP43	TRUE	0.0331544037435172	0.0239242429200322	1.06407587323618	0.791020844468199	0.347191168792031
RGC	SLC17A7	TRUE	1.02530223819694	1.03690159552336	24.2077261161231	22.2554783538215	-0.0160738426556755
T cells	CD3D	TRUE	0	0.000252229138064933	0	0.0106894708711919	-0.0359376284412823
T cells	CD3E	TRUE	0	0.000157661812259467	0	0.0106894708711919	-0.0225683469844453
T cells	CD3G	TRUE	0.00334826163947493	0.000936656743095731	0.0809622947027527	0.0320684126135756	0.287480086116325
T cells	TRBC1	TRUE	0	0	0	0	0
T cells	TRBC2	TRUE	0.00177936901954326	0.00176684871253786	0.0578302105019662	0.0534473543559594	0.00153425800568071
T cells	IL7R	TRUE	0.0215968285101282	0	0.948415452232246	0	1.65977975706275
T cells	LTB	TRUE	0.00198622130615845	0.00238768103979946	0.092528336803146	0.085515766969535	-0.0475292255429551
T cells	CD2	TRUE	0	0	0	0	0
macrophage	LGMN	TRUE	0.172433147436201	0.195304848692426	4.7999074716632	4.67129877071085	-0.170399814296055
macrophage	CD68	TRUE	0.00180665472116221	0.00176676464996425	0.0578302105019662	0.0748262960983431	0.00488255538334721
macrophage	CTSB	TRUE	0.14438583489294	0.15390713856333	4.83460559796438	4.59647247461251	-0.0863382992844954
macrophage	CTSD	TRUE	0.188853433377322	0.167692790661431	6.18783252371039	5.08818813468733	0.16232032210267
macrophage	FCER1G	TRUE	0.0086578253920371	0.00833931270132234	0.231320842007865	0.213789417423838	0.0248412745520801
macrophage	TYROBP	TRUE	0.0110676937930935	0.0204187622368784	0.323849178811011	0.491715660074826	-0.529929053864368
macrophage	LST1	TRUE	0.00389495968191419	0.00463992668398759	0.0693962526023595	0.117584179583111	-0.0753466803245117
macrophage	CSTA	TRUE	0	0.000111395069520549	0	0.0106894708711919	-0.0159820596572708
macrophage	MSR1	TRUE	0.497188764542108	0.677204385942717	6.56951191302336	5.82576162479957	-0.438216457567822
macrophage	CD14	TRUE	0.0683152364883143	0.0182236980053102	2.45200092528337	0.427578834847675	1.4723859867196
macrophage	SPP1	TRUE	0.418266439208196	0.450729885915413	9.51885264862364	9.95189738107964	-0.105412557595353
macrophage	APOE	TRUE	0.921130515898484	0.911895110616104	21.1658570437196	19.6151790486371	0.0143807873280464
Schwann cell	S100B	TRUE	0.0188025539701835	0.0209804314051539	0.601434189220449	0.545163014430786	-0.105160490419732
Schwann cell	SOX10	TRUE	0.0157736350968341	0.0138406171842757	0.532037936618089	0.363442009620524	0.112474443649427
Schwann cell	MPZ	TRUE	0.0180351541386167	0.0135255106404136	0.613000231320842	0.374131480491716	0.253010963664998
Schwann cell	PLP1	TRUE	0.00618725012618347	0.00406191329000523	0.289151052509831	0.17103153393907	0.20306501933968
Schwann cell	MBP	TRUE	0.212688752906499	0.211496757180892	5.56326625028915	5.31266702298236	0.0077431181843712
Schwann cell	MMP2	TRUE	0.799752445287671	1.12784263217381	15.9958362248439	21.004810261892	-0.490748216618907
Schwann cell	NCAM1	TRUE	6.14385432120564	7.67886143682959	67.3027989821883	71.7797969000535	-0.321279688881109
Schwann cell	ERBB3	TRUE	0.00580639585841715	0.00685429543285573	0.196622715706685	0.192410475681454	-0.0926078741343089
Pericyte	RGS5	TRUE	0.0493756075501096	0.0578463138760113	1.41105713624798	1.4537680384821	-0.192400064912774
Pericyte	CSPG4	TRUE	0.000871509476831151	0.000292541622090637	0.0231320842007865	0.0106894708711919	0.078952985401547
Pericyte	MCAM	TRUE	0.0648687353187192	0.0530627006938683	1.94309507286607	1.66755745590593	0.247576429145629
Pericyte	PDGFRB	TRUE	0.0666567612372199	0.0552210664893969	2.0471894517696	1.62479957242117	0.233075013178173
Pericyte	COL4A1	TRUE	0.0351119824370242	0.0407767459324258	1.00624566273421	1.15446285408872	-0.17065725531035
Pericyte	COL4A2	TRUE	0.105447112035801	0.0958634705598732	2.79898218829517	2.53340459647247	0.125027227617267
Pericyte	ACTA2	TRUE	0.0232913128851654	0.0250403602305176	0.717094610224381	0.780331373597007	-0.0738718404536606
Pericyte	DES	TRUE	0	0	0	0	0
Pericyte	KCNJ8	TRUE	0.00240517138320872	0.0004117920115161	0.0809622947027527	0.0320684126135756	0.252723269354326
Pericyte	ABCC9	TRUE	0.00584090298239313	0.00428407571140736	0.289151052509831	0.17103153393907	0.149246890089625
B cell	CD79A	TRUE	0	0	0	0	0
B cell	MS4A1	TRUE	0	0	0	0	0
B cell	CD37	TRUE	0.0115709437624825	0.0148691138772015	0.358547305112191	0.395510422234099	-0.205265805101499
B cell	CD74	TRUE	0.0300068723840238	0.0569083600914499	0.879019199629887	1.38963121325494	-0.741938636974897
B cell	HLA-DRA	TRUE	0.0238871200252305	0.0317958127798459	0.613000231320842	0.833778727952966	-0.302621385086709
B cell	CD79B	TRUE	0	0	0	0	0
B cell	CD22	TRUE	0.000253975452358218	0.000195384223564099	0.0115660421003932	0.0106894708711919	0.00826720326407866
B cell	CD83	TRUE	0.0435652739981043	0.0369316377526795	1.3647929678464	1.1865312667023	0.190737208027346
B cell	CD19	TRUE	0.000804874189310595	0.000839792087969632	0.0115660421003932	0.0213789417423838	-0.00465481170186018
B cell	CD48	TRUE	0.0118351433571044	0	0.532037936618089	0	1.12665200306251
fibroblast	COL1A1	TRUE	0.0036184311282815	0.00399208448451569	0.173490631505899	0.117584179583111	-0.0390503939833336
fibroblast	COL1A2	TRUE	0.0154543504983574	0.0225403782217524	0.647698357622022	0.609299839657937	-0.354318765984579
fibroblast	DCN	TRUE	0.00948553063867352	0.0125903637400622	0.277585010409438	0.288615713522181	-0.2133042803989
fibroblast	LUM	TRUE	0.00534179695907667	0.00626016046592184	0.208188757807078	0.160342063067878	-0.083874021743022
fibroblast	COL3A1	TRUE	0.000289730513536905	0.000129710846635019	0.0115660421003932	0.0106894708711919	0.022612205877561
fibroblast	COL6A1	TRUE	0.0399381715625851	0.0418735840482262	1.58454776775387	1.48583645109567	-0.0548570524284461
fibroblast	COL6A2	TRUE	0.00731614776620558	0.00724044180883137	0.300717094610224	0.235168359166221	0.00632127101365634
fibroblast	PDGFRA	TRUE	0.0196285307726676	0.0194167472572342	0.532037936618089	0.481026189203634	0.0103493572366234
fibroblast	C7	TRUE	0.00942420807352632	0.00772146786873632	0.335415220911404	0.203099946552646	0.132357673806913
fibroblast	FBLN1	TRUE	0.000647230077725373	0.0020511352555392	0.0346981263011797	0.0534473543559594	-0.178690903349527
muller glia cell	RLBP1	TRUE	0.372871690278087	0.308633025735263	7.74924820726347	6.59540352752539	0.264965183209874
muller glia cell	SLC1A3	TRUE	0.641825756350734	0.485207809337782	6.76613462873005	5.85783003741315	0.396452294321235
muller glia cell	GLUL	TRUE	1.93221953786551	1.68926822958117	28.2442748091603	25.0774986638161	0.192792684337762
muller glia cell	VIM	TRUE	1.0969915849261	1.13478221592958	24.3465186213278	22.6296098343132	-0.0484289100834084
muller glia cell	SOX9	TRUE	0.0396057952119846	0.0385587106704203	1.24913254684247	1.06894708711919	0.0307785580389652
muller glia cell	KCNJ10	TRUE	0.0259280579621543	0.014205093810026	0.832755031228314	0.491715660074826	0.569800269144486
muller glia cell	RAX	TRUE	0.147112955940839	0.137252709667605	4.82303955586398	4.09406734366649	0.0935079718811937
muller glia cell	CLU	TRUE	1.11967516808909	1.08179000065609	21.7325931066389	20.9406734366649	0.0492126041192402
muller glia cell	APOE	TRUE	0.921130515898484	0.911895110616104	21.1658570437196	19.6151790486371	0.0143807873280464
endothelial cell	EMCN	TRUE	0.00280188591938318	0.003219734674523	0.0809622947027527	0.106894708711919	-0.046336864078533
endothelial cell	KDR	TRUE	0.178754595564587	0.11898359594659	3.74739764052741	2.7578834847675	0.549324173570441
endothelial cell	ESAM	TRUE	0.0146056460840742	0.0207055210641376	0.42794355771455	0.577231427044361	-0.319508686815148
endothelial cell	PECAM1	TRUE	0.00325951276016414	0.00251646006980283	0.115660421003932	0.0641368252271513	0.0832011684531253
endothelial cell	VWF	TRUE	0.00446775299663606	0.00199439660299526	0.173490631505899	0.0534473543559594	0.270480290229681
endothelial cell	RAMP2	TRUE	0.00287907635980588	0.0022635938767643	0.138792505204719	0.0534473543559594	0.0706473059881592
endothelial cell	ENG	TRUE	0.0431556514323764	0.0310771465301542	1.38792505204719	0.780331373597007	0.371887118456635
endothelial cell	PLVAP	TRUE	0	0.000862160861182002	0	0.0320684126135756	-0.119311133860952
endothelial cell	CA4	TRUE	0.00098874385875735	0.000839311351376782	0.0693962526023595	0.0320684126135756	0.0197533773173185
endothelial cell	RGCC	TRUE	0.000641951595365311	0.00079990877025889	0.0346981263011797	0.0213789417423838	-0.0212563790179579
endothelial cell	CLDN5	TRUE	0.0017245899469284	0.00796325018303734	0.092528336803146	0.181721004810262	-0.615510940770835
