rank	gene	ccl5_positive_cpm	ccl5_negative_cpm	ccl5_positive_pct	ccl5_negative_pct	log2fc_ccl5_positive_vs_negative
47	PKHD1	3.50498842873193	0.0545927276882343	53.0516431924883	1.00973236009732	5.76600438463373
48	GPC3	1.84745696627547	0.0241972397780578	56.8075117370892	0.693430656934307	5.76330509341268
49	CGNL1	2.44130339526162	0.0352873423645105	53.2863849765258	0.839416058394161	5.75829736691286
50	PDPN	3.17047882638345	0.0502205266528705	73.7089201877934	1.05839416058394	5.7228448467071
51	HBEGF	2.277630931662	0.033328347176381	61.9718309859155	0.766423357664234	5.72239930368889
52	EREG	1.32746772801559	0.0154395288421656	47.1830985915493	0.37712895377129	5.71628831952614
53	NDP	1.76544580397296	0.0238430711831309	55.868544600939	0.717761557177616	5.71317701634594
54	ICOSLG	1.10647321469444	0.0113281809782625	40.8450704225352	0.304136253041363	5.71004390221409
55	CXCL6	0.859307032646319	0.00669889483028499	34.5070422535211	0.170316301703163	5.70204128575488
56	BST2	1.89396900694034	0.0266051108429092	57.2769953051643	0.608272506082725	5.70082109110517
57	GABRG3	33.0917725715685	0.62894583447842	96.4788732394366	3.78345498783455	5.69507102956586
58	ADORA2B	2.17535605270392	0.0322593686217505	62.206572769953	0.790754257907543	5.69245332932147
59	CHSY3	4.614400984552	0.0795325722754	62.9107981220657	1.15571776155718	5.69071005440467
60	SLC1A3	9.5999668363254	0.177571729578325	83.5680751173709	2.78588807785888	5.67901714296635
61	AQP9	1.98119708429936	0.0289964029023754	58.2159624413146	0.632603406326034	5.67415115932292
62	MYO3A	6.50300913402976	0.118355680156414	77.9342723004695	1.60583941605839	5.6651052035647
63	FPR1	0.868701399714456	0.00732012026454647	32.6291079812207	0.194647201946472	5.66485213930415
64	MMP14	1.89841133816234	0.0280303310530616	57.0422535211268	0.62043795620438	5.64907785485926
65	GABRG3-AS1	10.3496002720316	0.197098826755984	87.3239436619718	2.25060827250608	5.64450514658515
66	CDKN1A	2.89996979171111	0.0482848219907001	71.1267605633803	1.19221411192214	5.64174012775861
67	RGS1	1.59417310285779	0.0222947104459797	52.8169014084507	0.583941605839416	5.63438813297984
68	SH3PXD2B	3.93742543272792	0.0694842786409489	61.2676056338028	1.4963503649635	5.63409866846765
69	ZHX2	10.9709391577796	0.21162805569241	86.6197183098592	3.661800486618	5.63071711520016
70	AL354794.1	1.70647618173114	0.0249457783541166	44.131455399061	0.681265206812652	5.61818784751758
71	CD70	0.852964286574312	0.00757377705928634	35.4460093896714	0.218978102189781	5.61780465302394
72	COL23A1	8.05718425541605	0.154333506685151	84.037558685446	1.93430656934307	5.61736663476601
73	WIF1	20.6334111819562	0.411536661186986	94.131455399061	4.95133819951338	5.61387946738148
74	CDH23	4.4922870815154	0.0819942188883933	76.2910798122066	1.65450121654501	5.61297103875808
75	TNFRSF9	1.16740418136312	0.014498378730908	42.7230046948357	0.37712895377129	5.58677956923987
76	ICAM1	1.96136299004449	0.0311210052085988	59.8591549295775	0.778588807785888	5.58317410439209
77	CHRND	1.28806168085085	0.0172233723328641	24.8826291079812	0.340632603406326	5.57536933447613
78	IL2RB	0.688323151552399	0.00468668257436767	28.8732394366197	0.145985401459854	5.57131434120794
79	LCP2	1.10594968134241	0.0136512243227185	38.2629107981221	0.340632603406326	5.56021329901103
80	PIP5K1B	16.9577480832632	0.349864989806784	91.7840375586855	4.47688564476886	5.55919554292701
81	RIPK2	3.8417161444645	0.0720864539651454	74.6478873239437	1.52068126520681	5.55221341036563
82	BTG2	14.1162125340061	0.292322322093598	94.6009389671361	4.62287104622871	5.54614339254126
83	COL4A5	1.76635685830384	0.0280733093858889	45.5399061032864	0.608272506082725	5.54399765199451
84	HRH1	1.7829720212253	0.0286406626404946	53.0516431924883	0.705596107055961	5.53608933049023
85	TNFSF10	0.894219199779999	0.00977445557490427	36.6197183098592	0.279805352798054	5.51496267105559
86	PROK2	0.915552257746225	0.0105446981485721	35.2112676056338	0.267639902676399	5.49347640953288
87	CCL7	0.615024434873393	0.00402711306438071	27.2300469483568	0.121654501216545	5.47762257002245
88	LCK	0.826758036176172	0.00879807969191552	34.7417840375587	0.24330900243309	5.47615330475994
89	CSF1	1.03102172768537	0.0135320179405581	38.7323943661972	0.304136253041363	5.46723132867687
90	SULF1	4.16085487501306	0.0844305014904241	53.7558685446009	1.2287104622871	5.46494637220993
91	PRSS56	1.40150611149299	0.0223072942602355	30.2816901408451	0.547445255474453	5.44923163532956
92	NLRP3	1.24920680145216	0.0189268240283706	43.8967136150235	0.571776155717762	5.44396349459038
93	FAP	1.31368732774488	0.0204087877371805	31.2206572769953	0.437956204379562	5.44393026503454
94	ADGRE1	0.937167728650047	0.0119533776004612	35.6807511737089	0.340632603406326	5.43110510173474
95	SELE	0.719702671426335	0.00694615017609313	30.5164319248826	0.218978102189781	5.42827927099573
96	MYO1E	2.87387251021092	0.056985015356999	55.6338028169014	1.44768856447689	5.42802517858954
97	MARCO	0.982533107032847	0.0131625508558787	38.4976525821596	0.291970802919708	5.42124917677598
98	CYBB	1.110571124266	0.0172715524563274	39.6713615023474	0.425790754257908	5.36069358223139
99	TRDN	6.5020296249594	0.148606158544875	76.056338028169	2.4330900243309	5.35958656693605
100	OPRK1	0.849073466292948	0.0109766099471822	34.2723004694836	0.279805352798054	5.35592806676845
101	IL1B	0.704442484397128	0.00749572659434322	30.5164319248826	0.170316301703163	5.35174338722443
102	IL18R1	0.896396293326629	0.0122306039155525	38.9671361502347	0.316301703163017	5.34952291512736
103	CXCL10	0.800884308541044	0.00989544718308361	34.2723004694836	0.24330900243309	5.34898586374078
104	VIP	1.11346056357369	0.0178329235127562	39.4366197183099	0.437956204379562	5.33501321844988
105	STAB1	0.891539765030908	0.0123469429590935	36.8544600938967	0.304136253041363	5.33424173663146
106	CP	15.6700653541288	0.380326265048671	86.3849765258216	5.59610705596107	5.32810721738656
107	SLC4A4	3.77791848058118	0.0843606053955329	78.4037558685446	1.72749391727494	5.3270767982175
108	FGFR1	2.85909180193786	0.0615091036891364	57.2769953051643	1.75182481751825	5.32632339996755
109	BCL2	4.01843151853554	0.0904866979994799	65.962441314554	1.65450121654501	5.32514178925118
110	OSM	1.02375041153508	0.01612085887131	36.150234741784	0.37712895377129	5.30654175906486
111	CHL1	2.33651862970207	0.0493659080834797	49.5305164319249	1.05839416058394	5.30474342833707
112	MIR31HG	1.8810360668142	0.0380048168057811	48.1220657276995	0.86374695863747	5.29985389595663
113	CXCL9	0.903446352345164	0.0132248077340766	34.2723004694836	0.340632603406326	5.29758144190044
114	PLEKHH2	1.56292372484941	0.0302052585678341	39.4366197183099	0.656934306569343	5.2899206939908
115	GULP1	4.75713945422618	0.113101733010976	71.3615023474178	1.81265206812652	5.27520085235415
116	AKAP12	15.6826659174652	0.395862049712301	88.4976525821596	7.25060827250608	5.27295720570549
117	COL5A1	2.54762156304547	0.0561578867980853	56.5727699530516	1.67883211678832	5.27274584930091
118	GLIS3	2.56084632503244	0.0568116595419997	50.9389671361502	1.31386861313869	5.26599966940332
119	ADAMTS19	1.44405733217422	0.0280617367922037	34.5070422535211	0.705596107055961	5.25559894970184
120	RNF144B	3.96224765947725	0.0953454801221947	79.1079812206573	2.15328467153285	5.2367552526602
121	IFI16	0.871957775518598	0.013395277209606	27.9342723004695	0.425790754257908	5.23642035883754
122	RASGRP1	13.1864755273188	0.340851983818915	95.5399061032864	6.42335766423358	5.2331463405525
123	HGF	0.930620313444669	0.0150753942388035	24.1784037558685	0.425790754257908	5.22926820030189
124	CHST9	3.5061794290303	0.0845228112626682	64.0845070422535	1.66666666666667	5.21720234414866
125	MEFV	0.752831010607567	0.0105790328177057	30.0469483568075	0.279805352798054	5.21211640875244
126	OSMR-AS1	0.74543487823466	0.0104003506163815	21.830985915493	0.206812652068126	5.21064154136813
127	PTGER4	0.474332405223366	0.00310673882493204	20.18779342723	0.1338199513382	5.20761686379947
128	FZD5	1.70311208517762	0.0363965961897644	54.2253521126761	1.08272506082725	5.20645676838848
129	YAP1	1.82833174769757	0.0400847122533413	44.131455399061	0.802919708029197	5.19788302491241
130	IL6	0.636754020290988	0.00762580429315054	28.169014084507	0.206812652068126	5.19745612031376
131	COL18A1	2.01944508437766	0.0453697845190672	52.3474178403756	1.37469586374696	5.19584258445035
132	CLIC5	1.99530906505703	0.0447479186486206	47.887323943662	0.948905109489051	5.19487667783528
133	NOD2	0.65980284810595	0.00841657407567596	29.5774647887324	0.218978102189781	5.18465989498744
134	CADPS2	3.15395568109553	0.0770145841634837	59.6244131455399	1.2287104622871	5.1843283557452
135	RHCG	1.05222721345473	0.0192399039421461	23.2394366197183	0.62043795620438	5.18301001373357
136	CCL17	0.565241516179769	0.00586010494042514	23.7089201877934	0.158150851581509	5.18069357937918
137	TNFAIP6	0.750705605152395	0.0110068101119802	30.5164319248826	0.267639902676399	5.17840922513914
138	TRH	2.50373111811465	0.059437097341636	44.3661971830986	1.19221411192214	5.17797988905523
139	CXCL11	0.566294835503475	0.00599571318457738	24.6478873239437	0.182481751824818	5.17104986801981
140	TNFRSF1B	0.777810539309672	0.0118969403927376	32.6291079812207	0.279805352798054	5.16904751273557
141	NPFFR2	1.10292511211002	0.0210608867287541	42.018779342723	0.547445255474453	5.16311369137121
142	PLAUR	1.28856502009178	0.0263664146095438	46.2441314553991	0.669099756690998	5.15816774590255
143	GP1BA	0.974351194100438	0.0176508118005244	38.4976525821596	0.559610705596107	5.15377938586304
144	NR4A1	4.27261103231815	0.110684792414891	64.7887323943662	2.40875912408759	5.14917485303082
145	HES4	3.14837383844075	0.0796095986599512	60.7981220657277	1.87347931873479	5.13938485764926
146	SLITRK2	2.63957413432048	0.0652743297374697	60.3286384976526	1.64233576642336	5.13745872704293
147	CTNNA2	112.585129780024	3.19679127531859	96.0093896713615	17.0194647201946	5.13387016159594
148	LINC01515	0.71136184341052	0.0106339125763686	18.5446009389671	0.291970802919708	5.127633799197
149	AC008957.2	0.693545892311106	0.0101888695732674	24.8826291079812	0.340632603406326	5.12301249571692
150	ID2	4.9149431192557	0.132250353186906	50.9389671361502	2.90754257907543	5.11360292257496
151	CNTNAP3B	1.10631963796488	0.0223403222147845	33.5680751173709	0.669099756690998	5.10927231294224
152	IL10RA	1.71862202373073	0.04023213475521	53.7558685446009	1.04622871046229	5.104868049387
153	CCL2	0.529333599032694	0.00575337782491994	23.7089201877934	0.170316301703163	5.09744480441858
154	EDN1	0.472448246283871	0.00418962363138767	21.830985915493	0.194647201946472	5.08746595965341
155	STAC2	12.2809039252129	0.354471486389379	93.8967136150235	6.16788321167883	5.07564125834951
156	F3	9.47360136021548	0.273315276571342	92.4882629107981	5.69343065693431	5.06495472080515
157	EGFR	2.11429406599749	0.0535445708716084	48.3568075117371	1.28953771289538	5.06307081264538
158	PLSCR4	1.38336085315852	0.0316864909975501	40.8450704225352	0.86374695863747	5.06284518890393
159	CLVS2	2.59334116399197	0.0689618122867618	53.5211267605634	1.55717761557178	5.04306547485467
160	SPC25	0.572843902927694	0.00771262287543311	19.7183098591549	0.291970802919708	5.0402597865131
161	TIMP3	3.52697591622587	0.0976461834762254	49.5305164319249	2.00729927007299	5.03814731982347
162	PDE8B	13.0856445207974	0.388733376424828	91.5492957746479	7.51824817518248	5.03751888270433
163	AC004594.1	0.696594892744989	0.0116046418886925	19.7183098591549	0.316301703163017	5.03147009888407
164	NMI	0.608586156645771	0.00892958807878362	27.2300469483568	0.24330900243309	5.03025962524998
165	CLEC5A	0.522738175164402	0.00636441177975784	22.5352112676056	0.182481751824818	5.02479301519404
166	AC009041.2	1.27829388945533	0.029592993629146	40.6103286384976	0.754257907542579	5.02407277891007
167	NAV2	15.7917886387881	0.476474371313897	94.3661971830986	5.31630170316302	5.02158025697945
168	MIR100HG	8.92591353733073	0.265725168488653	89.4366197183099	4.87834549878345	5.01831235735029
169	IL1A	0.48684328590984	0.00548264585950284	22.7699530516432	0.145985401459854	5.00406692667656
170	MDFIC	1.1946722392866	0.0275637445136412	30.5164319248826	0.790754257907543	5.00315598481556
171	TF	49.9558019200474	1.55280350436115	96.9483568075117	21.9829683698297	4.99873270849167
172	CD14	0.980521570097471	0.0210403097100296	37.793427230047	0.62043795620438	4.99597353486452
173	CALCRL	0.887299150635625	0.0181974150283217	35.9154929577465	0.498783454987834	4.99195422947584
174	AC008591.1	0.967203455879565	0.0208742791119653	27.9342723004695	0.656934306569343	4.98418160919772
175	RRH	2.66634093387357	0.0745619244168035	57.2769953051643	2.01946472019465	4.98410989037391
176	COL22A1	0.748109040054706	0.0141093967854114	26.9953051643192	0.425790754257908	4.97473790806651
177	CD44	1.09551920070873	0.0253670379261788	26.9953051643192	0.681265206812652	4.96617487699472
178	HIF3A	2.54293350410786	0.0717352951254	57.7464788732394	1.83698296836983	4.96505294948819
179	MIR548A1HG	0.893903682033832	0.0190477449451699	22.7699530516432	0.328467153284672	4.95967097767502
180	CCN1	1.23013301908487	0.0299004815915621	29.3427230046948	0.851581508515815	4.95794490534913
181	BOC	0.956290579751399	0.0212009198422208	29.5774647887324	0.559610705596107	4.952796629568
182	OSTM1-AS1	0.813215871169572	0.0166430149770401	23.2394366197183	0.474452554744526	4.94944154187682
183	LPAR1	0.813865602095528	0.0167554414217008	34.037558685446	0.48661800486618	4.9445047721261
184	AL133257.1	0.642036660778154	0.0111810662429603	24.1784037558685	0.255474452554745	4.94410596157514
185	FOS	9.34293763166076	0.294243618034164	86.150234741784	5.31630170316302	4.94212066156704
186	LMCD1	3.57985829542345	0.107577781634325	55.3990610328638	2.68856447688564	4.93223952809103
187	CDK18	3.15969711753257	0.0939172238802692	68.3098591549296	2.67639902676399	4.9308382889597
188	CHI3L1	1.4925991821167	0.0392774119524485	28.6384976525822	0.632603406326034	4.93038992413503
189	SORCS1	6.84121153126203	0.216479683439531	81.2206572769953	3.39416058394161	4.91890558608262
190	CRISPLD2	0.745180051760138	0.014977084206267	19.4835680751174	0.413625304136253	4.91814368264602
191	LTA	0.52474261193936	0.00785505470542731	23.2394366197183	0.231143552311436	4.90444018583812
192	TOX3	4.66706594645673	0.146276953947784	71.3615023474178	3.17518248175182	4.90342682493149
193	HES1	10.3968776266302	0.338294450062952	86.150234741784	5.72992700729927	4.90108598751308
194	FAS	0.725394177773716	0.0146221348833703	24.1784037558685	0.304136253041363	4.90048999208085
195	ITGA8	2.23739670984419	0.0652489228919895	40.6103286384976	1.35036496350365	4.90044006951992
196	CFI	1.50815322327761	0.0409098534435029	44.131455399061	1.09489051094891	4.89822868289869
197	EMP3	2.07860551409381	0.0601752210209626	60.3286384976526	1.60583941605839	4.89543451591374
198	KDR	2.31216920713337	0.0681907726292702	44.3661971830986	1.64233576642336	4.89233092549211
199	AC008957.1	0.525786367012568	0.008070801074073	20.8920187793427	0.291970802919708	4.88992550549076
200	IL7R	0.377414950331979	0.00315661927702493	17.1361502347418	0.109489051094891	4.880018901477
