eye	cell_type	identity_cells	gene	pct_identity_cells	cpm_within_identity
eye1	RGC	368	SPP1	17.6630434782609	0.626036098585477
eye1	T cells	10	CCL5	80	3.54958937704706
eye1	T cells	10	CD69	60	0.968069830103745
eye1	T cells	10	CCL4	0	0
eye1	T cells	10	CCL3	0	0
eye1	T cells	10	NKG7	0	0
eye1	T cells	10	GZMK	0	0
eye1	T cells	10	GZMB	0	0
eye1	T cells	10	IFNG	0	0
eye1	T cells	10	TNF	0	0
eye1	T cells	10	IL7R	80	0.806724858419787
eye1	T cells	10	HLA-DRA	0	0
eye1	T cells	10	CXCL10	20	0.484034915051872
eye1	T cells	10	ISG15	20	0.242017457525936
eye1	T cells	10	IFIT1	10	0.0806724858419787
eye1	T cells	10	SPP1	70	2.98488197615321
eye1	macrophage	1031	CCL5	25.8971871968962	1.26750848493415
eye1	macrophage	1031	CD69	19.1076624636275	0.638967262087838
eye1	macrophage	1031	CCL4	0.0969932104752667	0.00148943417736093
eye1	macrophage	1031	CCL3	0	0
eye1	macrophage	1031	NKG7	0	0
eye1	macrophage	1031	GZMK	0	0
eye1	macrophage	1031	GZMB	0	0
eye1	macrophage	1031	IFNG	0	0
eye1	macrophage	1031	TNF	0	0
eye1	macrophage	1031	IL7R	5.62560620756547	0.102770958237904
eye1	macrophage	1031	HLA-DRA	1.35790494665373	0.0223415126604139
eye1	macrophage	1031	CXCL10	10.9602327837051	0.218946824072056
eye1	macrophage	1031	ISG15	3.00678952473327	0.0506407620302716
eye1	macrophage	1031	IFIT1	8.82638215324927	0.148943417736093
eye1	macrophage	1031	SPP1	49.5635305528613	1.6428458976291
eye1	Schwann cell	1410	CCL5	5.88652482269504	0.443094667314139
eye1	Schwann cell	1410	CD69	4.75177304964539	0.256164104540986
eye1	Schwann cell	1410	CCL4	0	0
eye1	Schwann cell	1410	CCL3	0	0
eye1	Schwann cell	1410	NKG7	0	0
eye1	Schwann cell	1410	GZMK	0	0
eye1	Schwann cell	1410	GZMB	0	0
eye1	Schwann cell	1410	IFNG	0	0
eye1	Schwann cell	1410	TNF	0	0
eye1	Schwann cell	1410	IL7R	1.34751773049645	0.0318474292132037
eye1	Schwann cell	1410	HLA-DRA	0.99290780141844	0.0207700625303503
eye1	Schwann cell	1410	CXCL10	3.19148936170213	0.0858495917921144
eye1	Schwann cell	1410	ISG15	0.921985815602837	0.0193853916949936
eye1	Schwann cell	1410	IFIT1	4.18439716312057	0.0913882751335411
eye1	Schwann cell	1410	SPP1	12.9078014184397	0.545560309130533
eye1	Pericyte	165	CCL5	67.2727272727273	2.9656769814664
eye1	Pericyte	165	CD69	53.9393939393939	1.524132727184
eye1	Pericyte	165	CCL4	0	0
eye1	Pericyte	165	CCL3	0	0
eye1	Pericyte	165	NKG7	0	0
eye1	Pericyte	165	GZMK	0	0
eye1	Pericyte	165	GZMB	0	0
eye1	Pericyte	165	IFNG	0	0
eye1	Pericyte	165	TNF	0	0
eye1	Pericyte	165	IL7R	19.3939393939394	0.330353891606383
eye1	Pericyte	165	HLA-DRA	1.21212121212121	0.0150160859821083
eye1	Pericyte	165	CXCL10	31.5151515151515	0.555595181338008
eye1	Pericyte	165	ISG15	9.09090909090909	0.135144773838975
eye1	Pericyte	165	IFIT1	4.84848484848485	0.09009651589265
eye1	Pericyte	165	SPP1	55.1515151515151	2.92813676651112
eye1	B cell	11	CCL5	45.4545454545455	3.01437252821453
eye1	B cell	11	CD69	36.3636363636364	2.17034822031446
eye1	B cell	11	CCL4	9.09090909090909	0.120574901128581
eye1	B cell	11	CCL3	0	0
eye1	B cell	11	NKG7	0	0
eye1	B cell	11	GZMK	0	0
eye1	B cell	11	GZMB	0	0
eye1	B cell	11	IFNG	0	0
eye1	B cell	11	TNF	0	0
eye1	B cell	11	IL7R	9.09090909090909	0.241149802257162
eye1	B cell	11	HLA-DRA	63.6363636363636	0.964599209028649
eye1	B cell	11	CXCL10	18.1818181818182	0.241149802257162
eye1	B cell	11	ISG15	0	0
eye1	B cell	11	IFIT1	18.1818181818182	0.241149802257162
eye1	B cell	11	SPP1	72.7272727272727	4.09954663837176
eye1	fibroblast	41	CCL5	53.6585365853659	2.40176652378607
eye1	fibroblast	41	CD69	48.780487804878	1.17637544022175
eye1	fibroblast	41	CCL4	0	0
eye1	fibroblast	41	CCL3	0	0
eye1	fibroblast	41	NKG7	0	0
eye1	fibroblast	41	GZMK	0	0
eye1	fibroblast	41	GZMB	0	0
eye1	fibroblast	41	IFNG	0	0
eye1	fibroblast	41	TNF	0	0
eye1	fibroblast	41	IL7R	24.390243902439	0.26958603838415
eye1	fibroblast	41	HLA-DRA	2.4390243902439	0.0245078216712864
eye1	fibroblast	41	CXCL10	29.2682926829268	0.539172076768301
eye1	fibroblast	41	ISG15	7.31707317073171	0.0980312866851456
eye1	fibroblast	41	IFIT1	17.0731707317073	0.171554751699005
eye1	fibroblast	41	SPP1	63.4146341463415	3.16150899559594
eye1	muller glia cell	1930	CCL5	21.0880829015544	1.1179509253598
eye1	muller glia cell	1930	CD69	15.699481865285	0.589624247839893
eye1	muller glia cell	1930	CCL4	0.0518134715025907	0.00097297730666649
eye1	muller glia cell	1930	CCL3	0	0
eye1	muller glia cell	1930	NKG7	0	0
eye1	muller glia cell	1930	GZMK	0	0
eye1	muller glia cell	1930	GZMB	0	0
eye1	muller glia cell	1930	IFNG	0	0
eye1	muller glia cell	1930	TNF	0	0
eye1	muller glia cell	1930	IL7R	4.19689119170984	0.0943787987466495
eye1	muller glia cell	1930	HLA-DRA	0.880829015544041	0.0165406142133303
eye1	muller glia cell	1930	CXCL10	8.44559585492228	0.20237927978663
eye1	muller glia cell	1930	ISG15	2.27979274611399	0.045729933413325
eye1	muller glia cell	1930	IFIT1	5.64766839378238	0.120649186026645
eye1	muller glia cell	1930	SPP1	23.0051813471503	1.00995044431982
eye1	endothelial cell	17	CCL5	47.0588235294118	1.15750484047479
eye1	endothelial cell	17	CD69	47.0588235294118	0.894435558548699
eye1	endothelial cell	17	CCL4	0	0
eye1	endothelial cell	17	CCL3	0	0
eye1	endothelial cell	17	NKG7	0	0
eye1	endothelial cell	17	GZMK	0	0
eye1	endothelial cell	17	GZMB	0	0
eye1	endothelial cell	17	IFNG	0	0
eye1	endothelial cell	17	TNF	0	0
eye1	endothelial cell	17	IL7R	5.88235294117647	0.0526138563852176
eye1	endothelial cell	17	HLA-DRA	0	0
eye1	endothelial cell	17	CXCL10	23.5294117647059	0.420910851081741
eye1	endothelial cell	17	ISG15	5.88235294117647	0.0526138563852176
eye1	endothelial cell	17	IFIT1	11.7647058823529	0.105227712770435
eye1	endothelial cell	17	SPP1	47.0588235294118	4.36695007997306
eye2	astrocyte	451	CCL5	0.221729490022173	0.00387870964638968
eye2	astrocyte	451	CD69	0	0
eye2	astrocyte	451	CCL4	0	0
eye2	astrocyte	451	CCL3	0	0
eye2	astrocyte	451	NKG7	0	0
eye2	astrocyte	451	GZMK	0	0
eye2	astrocyte	451	GZMB	0	0
eye2	astrocyte	451	IFNG	0	0
eye2	astrocyte	451	TNF	0	0
eye2	astrocyte	451	IL7R	0	0
eye2	astrocyte	451	HLA-DRA	0.886917960088692	0.0310296771711174
eye2	astrocyte	451	CXCL10	0	0
eye2	astrocyte	451	ISG15	5.32150776053215	0.112482579745301
eye2	astrocyte	451	IFIT1	5.54323725055432	0.108603870098911
eye2	astrocyte	451	SPP1	36.5853658536585	1.30324644118693
eye2	microglial cell	46	CCL5	2.17391304347826	0.0317782134923939
eye2	microglial cell	46	CD69	0	0
eye2	microglial cell	46	CCL4	0	0
eye2	microglial cell	46	CCL3	0	0
eye2	microglial cell	46	NKG7	0	0
eye2	microglial cell	46	GZMK	0	0
eye2	microglial cell	46	GZMB	0	0
eye2	microglial cell	46	IFNG	0	0
eye2	microglial cell	46	TNF	0	0
eye2	microglial cell	46	IL7R	0	0
eye2	microglial cell	46	HLA-DRA	26.0869565217391	0.540229629370696
eye2	microglial cell	46	CXCL10	0	0
eye2	microglial cell	46	ISG15	2.17391304347826	0.0317782134923939
eye2	microglial cell	46	IFIT1	4.34782608695652	0.0635564269847878
eye2	microglial cell	46	SPP1	36.9565217391304	1.90669280954363
eye2	RPE cell	568	CCL5	0.176056338028169	0.0035512599515182
eye2	RPE cell	568	CD69	0	0
eye2	RPE cell	568	CCL4	0	0
eye2	RPE cell	568	CCL3	0	0
eye2	RPE cell	568	NKG7	0	0
eye2	RPE cell	568	GZMK	0	0
eye2	RPE cell	568	GZMB	0	0
eye2	RPE cell	568	IFNG	0	0
eye2	RPE cell	568	TNF	0	0
eye2	RPE cell	568	IL7R	0	0
eye2	RPE cell	568	HLA-DRA	1.40845070422535	0.0390638594667002
eye2	RPE cell	568	CXCL10	0	0
eye2	RPE cell	568	ISG15	3.34507042253521	0.0816789788849186
eye2	RPE cell	568	IFIT1	3.52112676056338	0.071025199030364
eye2	RPE cell	568	SPP1	23.7676056338028	0.951737667006877
eye2	cone cell	1880	CCL5	0.159574468085106	0.00428547552350655
eye2	cone cell	1880	CD69	0	0
eye2	cone cell	1880	CCL4	0	0
eye2	cone cell	1880	CCL3	0	0
eye2	cone cell	1880	NKG7	0	0
eye2	cone cell	1880	GZMK	0	0
eye2	cone cell	1880	GZMB	0	0
eye2	cone cell	1880	IFNG	0	0
eye2	cone cell	1880	TNF	0	0
eye2	cone cell	1880	IL7R	0	0
eye2	cone cell	1880	HLA-DRA	0.797872340425532	0.0271413449822081
eye2	cone cell	1880	CXCL10	0	0
eye2	cone cell	1880	ISG15	0.691489361702128	0.0199988857763639
eye2	cone cell	1880	IFIT1	2.87234042553191	0.0799955431054555
eye2	cone cell	1880	SPP1	11.5425531914894	0.451403421809356
eye2	rod cell	8059	CCL5	0.111676386648468	0.00401346240152747
eye2	rod cell	8059	CD69	0	0
eye2	rod cell	8059	CCL4	0	0
eye2	rod cell	8059	CCL3	0	0
eye2	rod cell	8059	NKG7	0	0
eye2	rod cell	8059	GZMK	0	0
eye2	rod cell	8059	GZMB	0	0
eye2	rod cell	8059	IFNG	0	0
eye2	rod cell	8059	TNF	0	0
eye2	rod cell	8059	IL7R	0	0
eye2	rod cell	8059	HLA-DRA	0.86859411837697	0.0352292810800745
eye2	rod cell	8059	CXCL10	0.0124084874053853	0.000445940266836386
eye2	rod cell	8059	ISG15	0.496339496215411	0.019621371740801
eye2	rod cell	8059	IFIT1	1.66273731232163	0.062431637357094
eye2	rod cell	8059	SPP1	9.59176076436282	0.475372324447587
eye2	horizontal cell	424	CCL5	0.235849056603774	0.00373882232331167
eye2	horizontal cell	424	CD69	0	0
eye2	horizontal cell	424	CCL4	0	0
eye2	horizontal cell	424	CCL3	0	0
eye2	horizontal cell	424	NKG7	0	0
eye2	horizontal cell	424	GZMK	0	0
eye2	horizontal cell	424	GZMB	0	0
eye2	horizontal cell	424	IFNG	0	0
eye2	horizontal cell	424	TNF	0	0
eye2	horizontal cell	424	IL7R	0	0
eye2	horizontal cell	424	HLA-DRA	1.88679245283019	0.033649400909805
eye2	horizontal cell	424	CXCL10	0	0
eye2	horizontal cell	424	ISG15	1.88679245283019	0.0299105785864934
eye2	horizontal cell	424	IFIT1	8.72641509433962	0.168247004549025
eye2	horizontal cell	424	SPP1	21.6981132075472	0.49352454667714
eye2	bipolar cell	3471	CCL5	0.201670988187842	0.00573058490115314
eye2	bipolar cell	3471	CD69	0	0
eye2	bipolar cell	3471	CCL4	0	0
eye2	bipolar cell	3471	CCL3	0	0
eye2	bipolar cell	3471	NKG7	0	0
eye2	bipolar cell	3471	GZMK	0	0
eye2	bipolar cell	3471	GZMB	0	0
eye2	bipolar cell	3471	IFNG	0	0
eye2	bipolar cell	3471	TNF	0	0
eye2	bipolar cell	3471	IL7R	0	0
eye2	bipolar cell	3471	HLA-DRA	0.950734658599827	0.0311088894634028
eye2	bipolar cell	3471	CXCL10	0	0
eye2	bipolar cell	3471	ISG15	0.605012964563526	0.0188290646752175
eye2	bipolar cell	3471	IFIT1	2.56410256410256	0.0785908786443859
eye2	bipolar cell	3471	SPP1	11.2071449150101	0.453534862176977
eye2	RGC	383	CCL5	0.261096605744125	0.00490943082022843
eye2	RGC	383	CD69	0	0
eye2	RGC	383	CCL4	0	0
eye2	RGC	383	CCL3	0	0
eye2	RGC	383	NKG7	0	0
eye2	RGC	383	GZMK	0	0
eye2	RGC	383	GZMB	0	0
eye2	RGC	383	IFNG	0	0
eye2	RGC	383	TNF	0	0
eye2	RGC	383	IL7R	0	0
eye2	RGC	383	HLA-DRA	1.0443864229765	0.0196377232809137
eye2	RGC	383	CXCL10	0	0
eye2	RGC	383	ISG15	2.088772845953	0.0392754465618274
eye2	RGC	383	IFIT1	6.26631853785901	0.147282924606853
eye2	RGC	383	SPP1	16.710182767624	0.397663896438503
eye2	T cells	5	CCL5	0	0
eye2	T cells	5	CD69	0	0
eye2	T cells	5	CCL4	0	0
eye2	T cells	5	CCL3	0	0
eye2	T cells	5	NKG7	0	0
eye2	T cells	5	GZMK	0	0
eye2	T cells	5	GZMB	0	0
eye2	T cells	5	IFNG	0	0
eye2	T cells	5	TNF	0	0
eye2	T cells	5	IL7R	0	0
eye2	T cells	5	HLA-DRA	0	0
eye2	T cells	5	CXCL10	0	0
eye2	T cells	5	ISG15	0	0
eye2	T cells	5	IFIT1	40	0.452314720582581
eye2	T cells	5	SPP1	0	0
eye2	macrophage	920	CCL5	0.434782608695652	0.00841144056854609
eye2	macrophage	920	CD69	0	0
eye2	macrophage	920	CCL4	0	0
eye2	macrophage	920	CCL3	0	0
eye2	macrophage	920	NKG7	0	0
eye2	macrophage	920	GZMK	0	0
eye2	macrophage	920	GZMB	0	0
eye2	macrophage	920	IFNG	0	0
eye2	macrophage	920	TNF	0	0
eye2	macrophage	920	IL7R	0	0
eye2	macrophage	920	HLA-DRA	2.39130434782609	0.0588800839798226
eye2	macrophage	920	CXCL10	0	0
eye2	macrophage	920	ISG15	2.28260869565217	0.0525715035534131
eye2	macrophage	920	IFIT1	5.8695652173913	0.132480188954601
eye2	macrophage	920	SPP1	47.8260869565217	1.45517921835847
eye2	Schwann cell	1878	CCL5	0.319488817891374	0.00861773164354936
eye2	Schwann cell	1878	CD69	0	0
eye2	Schwann cell	1878	CCL4	0	0
eye2	Schwann cell	1878	CCL3	0	0
eye2	Schwann cell	1878	NKG7	0	0
eye2	Schwann cell	1878	GZMK	0	0
eye2	Schwann cell	1878	GZMB	0	0
eye2	Schwann cell	1878	IFNG	0	0
eye2	Schwann cell	1878	TNF	0	0
eye2	Schwann cell	1878	IL7R	0	0
eye2	Schwann cell	1878	HLA-DRA	0.958466453674121	0.031598349359681
eye2	Schwann cell	1878	CXCL10	0	0
eye2	Schwann cell	1878	ISG15	0.692225772097977	0.0201080405016152
eye2	Schwann cell	1878	IFIT1	2.98189563365282	0.0833047392209772
eye2	Schwann cell	1878	SPP1	12.6198083067093	0.527117918863769
eye2	Pericyte	168	CCL5	0.595238095238095	0.00948092863799824
eye2	Pericyte	168	CD69	0	0
eye2	Pericyte	168	CCL4	0	0
eye2	Pericyte	168	CCL3	0	0
eye2	Pericyte	168	NKG7	0	0
eye2	Pericyte	168	GZMK	0	0
eye2	Pericyte	168	GZMB	0	0
eye2	Pericyte	168	IFNG	0	0
eye2	Pericyte	168	TNF	0	0
eye2	Pericyte	168	IL7R	0	0
eye2	Pericyte	168	HLA-DRA	1.19047619047619	0.0568855718279894
eye2	Pericyte	168	CXCL10	0	0
eye2	Pericyte	168	ISG15	8.92857142857143	0.180137644121966
eye2	Pericyte	168	IFIT1	7.14285714285714	0.132733000931975
eye2	Pericyte	168	SPP1	44.6428571428571	1.85826201304765
eye2	B cell	15	CCL5	0	0
eye2	B cell	15	CD69	0	0
eye2	B cell	15	CCL4	0	0
eye2	B cell	15	CCL3	0	0
eye2	B cell	15	NKG7	0	0
eye2	B cell	15	GZMK	0	0
eye2	B cell	15	GZMB	0	0
eye2	B cell	15	IFNG	0	0
eye2	B cell	15	TNF	0	0
eye2	B cell	15	IL7R	0	0
eye2	B cell	15	HLA-DRA	66.6666666666667	1.35029301358395
eye2	B cell	15	CXCL10	0	0
eye2	B cell	15	ISG15	0	0
eye2	B cell	15	IFIT1	6.66666666666667	0.18003906847786
eye2	B cell	15	SPP1	53.3333333333333	3.15068369836254
eye2	fibroblast	28	CCL5	0	0
eye2	fibroblast	28	CD69	0	0
eye2	fibroblast	28	CCL4	0	0
eye2	fibroblast	28	CCL3	0	0
eye2	fibroblast	28	NKG7	0	0
eye2	fibroblast	28	GZMK	0	0
eye2	fibroblast	28	GZMB	0	0
eye2	fibroblast	28	IFNG	0	0
eye2	fibroblast	28	TNF	0	0
eye2	fibroblast	28	IL7R	0	0
eye2	fibroblast	28	HLA-DRA	3.57142857142857	0.0432167058498133
eye2	fibroblast	28	CXCL10	0	0
eye2	fibroblast	28	ISG15	3.57142857142857	0.0432167058498133
eye2	fibroblast	28	IFIT1	10.7142857142857	0.216083529249067
eye2	fibroblast	28	SPP1	64.2857142857143	2.20405199834048
eye2	muller glia cell	1828	CCL5	0.273522975929978	0.00628172585643794
eye2	muller glia cell	1828	CD69	0	0
eye2	muller glia cell	1828	CCL4	0	0
eye2	muller glia cell	1828	CCL3	0	0
eye2	muller glia cell	1828	NKG7	0	0
eye2	muller glia cell	1828	GZMK	0	0
eye2	muller glia cell	1828	GZMB	0	0
eye2	muller glia cell	1828	IFNG	0	0
eye2	muller glia cell	1828	TNF	0	0
eye2	muller glia cell	1828	IL7R	0	0
eye2	muller glia cell	1828	HLA-DRA	1.2582056892779	0.0364340099673401
eye2	muller glia cell	1828	CXCL10	0	0
eye2	muller glia cell	1828	ISG15	2.18818380743982	0.057791877879229
eye2	muller glia cell	1828	IFIT1	4.37636761487965	0.10930202990202
eye2	muller glia cell	1828	SPP1	20.0218818380744	0.824162432364658
eye2	endothelial cell	12	CCL5	0	0
eye2	endothelial cell	12	CD69	0	0
eye2	endothelial cell	12	CCL4	0	0
eye2	endothelial cell	12	CCL3	0	0
eye2	endothelial cell	12	NKG7	0	0
eye2	endothelial cell	12	GZMK	0	0
eye2	endothelial cell	12	GZMB	0	0
eye2	endothelial cell	12	IFNG	0	0
eye2	endothelial cell	12	TNF	0	0
eye2	endothelial cell	12	IL7R	0	0
eye2	endothelial cell	12	HLA-DRA	0	0
eye2	endothelial cell	12	CXCL10	0	0
eye2	endothelial cell	12	ISG15	0	0
eye2	endothelial cell	12	IFIT1	0	0
eye2	endothelial cell	12	SPP1	50	1.39318101220933
