	eye	predicted_cell_type	predicted_score	score_inflammation	score_astrocyte	score_microglial	score_RPE	score_cone	score_rod	score_horizontal	score_bipolar	score_RGC	score_T	score_macrophage	score_Schwann	score_pericyte	score_B	score_fibroblast	score_muller	score_endothelial
52-0	0	bipolar cell	0.8844247996012371	-0.06374289564235894	0.046506808916727704	-0.02988989900108966	0.026777699061802454	-0.050539238397094316	0.8808298015594482	-0.07739072163899739	0.8844247996012371	0.17862770279248555	-0.0324388058980306	-0.010032558167902992	0.10270664215087891	0.1244604086198137	0.11321073055267333	-0.005602180480957031	-0.17894394901820587	-0.0676590576171875
53-0	0	rod cell	1.0837679767608643	-0.043218484292204026	-0.04381675004959107	-0.03005272880163384	0.3359123270852225	0.43665717171718976	1.0837679767608643	-0.060030409495035804	0.3640931275685628	-0.04353464126586914	-0.04460612614949544	-0.008943710081215233	-0.016647226333618165	-0.01679767972250846	-0.007803387641906738	-0.010404516220092773	-0.2767689127240862	-0.06549583435058594
54-0	0	cone cell	0.42669212512480914	-0.033720690855844455	-0.022327763875325507	-0.02619654351725079	0.10668806702750071	0.42669212512480914	-0.044090104103088334	-0.10493714014689128	0.2463250274658203	-0.01832343260447184	-0.04768121083577474	-0.011282565600550961	-0.01979150390625	-0.010430867057978908	-0.002972751259803772	-0.00951280403137207	-0.23015713514600483	-0.058427032470703126
55-0	0	rod cell	1.0136419486999513	-0.06435145834882657	0.027169654846191382	0.029180467623548242	-0.058184604644775394	-0.15429038108391904	1.0136419486999513	-0.03964622179667155	0.1360236339569092	0.05310961027940114	0.028537294069925945	-0.004805574786014065	-0.0067085824012756345	-0.008671044505958174	-0.005590485334396362	-0.0067085824012756345	-0.36951421969277515	-0.05513800811767578
56-0	0	rod cell	1.216967363357544	-0.07330021829547767	0.02816556104024248	-0.006745963558587836	0.06559528602872575	0.4062303833605321	1.216967363357544	0.01905004878838857	-0.3258873335520426	-0.03969895044962565	-0.03588413874308268	-0.010695130913851937	-0.013496021270751953	-0.017148410197484452	-0.002922282814979553	-0.003506739377975464	-0.18473773356846407	-0.035890622479575016
57-0	0	muller glia cell	0.9689871673583985	-0.002227474872225313	0.0944395866394043	-0.003926850150871623	0.10799431991577148	-0.1562669705952556	0.047779726982116744	0.21500262935956319	-0.3998049789269765	-0.07188306172688802	0.018562011718749993	-0.009121039535391296	0.07128323364257813	0.17655873268743025	-0.005432847142219544	-0.00830508041381836	0.9689871673583985	0.1640819985525949
58-0	0	bipolar cell	0.6101902109781902	0.0005107869745551441	0.07024715820948285	-0.019453819716693563	0.02170027187892369	0.031007145559508675	0.42601458072662357	-0.053163064320882164	0.6101902109781902	-0.03304870287577311	-0.04851738611857096	-0.004569891872242051	0.07159294160207112	-0.01955831967867338	0.0	-0.006379569053649902	-0.09709245164053781	-0.05073942565917969
59-0	0	rod cell	1.1211066818237305	-0.020810593050014967	-0.07362136093775432	-0.017265270972304993	0.1030606030055455	-0.028182030920200912	1.1211066818237305	0.1914807144800822	-0.2783290025393168	-0.02228772481282552	-0.024556592305501303	-0.005747551221219038	-0.005349054336547852	0.15597681437049024	0.0	0.0	-0.2849253273010254	-0.049195068359375
60-0	0	bipolar cell	0.4244612566630045	-0.01841803189649427	-0.01423427168528238	-0.01877380107718215	-0.0678572006225586	-0.20550750171061744	0.3240306186676025	-0.07458275477091471	0.4244612566630045	-0.04287789344787598	-0.049050280253092444	-0.006869062653243712	0.11080866281191507	-0.02939836317081515	0.0	-0.004950112342834473	-0.03173547063555032	-0.05971068572998047
61-0	0	horizontal cell	0.47367496569951373	-0.08332856814703626	-0.07842116117477416	0.07633082377666836	0.3743311080932617	0.3018374969329324	0.3762573003768921	0.47367496569951373	0.2642826875050863	0.006101956764856975	-0.06602475484212239	-0.010813068865363441	-0.023278545379638672	-0.02351075430777559	-0.0030251967906951903	-0.0024201574325561524	0.4279909123011998	0.0010426611219133686
62-0	0	rod cell	0.9395463752746582	-0.05788982274972731	-0.11284496609369912	-0.03779635185122755	0.004087954589298781	0.000869808986434184	0.9395463752746582	-0.049959481557210285	0.18079152870178222	0.02514084627230962	-0.048805465698242186	-0.006223597294280044	0.08055626670519511	-0.009924253891144309	-0.0026248762011528014	0.0811961707274119	-0.02596764864240375	0.006187853881290978
63-0	0	cone cell	0.7908424427410964	-0.031201383281425812	-0.01011310323079423	-0.0237994289610593	0.09223895890372141	0.7908424427410964	0.776956844329834	0.1660641817251841	-0.3799854044914246	-0.030516885121663413	0.027139520115322537	-0.010841951670824286	-0.012163616180419922	-0.015816468458909255	-0.002702743411064148	-0.0021621947288513184	-0.2995826336996895	-0.06220352172851563
64-0	0	RGC	0.15832262257734936	-0.06665886477115482	-0.23180982971191405	-0.04550946157068877	-0.10535533142089844	-0.20907324851555967	-0.6383844184875489	-0.011443682114283232	0.05946431159973142	0.15832262257734936	-0.06332447687784831	-0.027837592073019734	-0.013993083953857422	-0.038096545930690194	-0.0091045880317688	-0.015814001083374024	-0.14554169000898093	-0.08630970001220703
65-0	0	rod cell	0.9104586505889893	0.0101549978541777	-0.020874589125315368	-0.017278178497518358	-0.044916561126708984	-0.049254326550591074	0.9104586505889893	-0.05701712926228841	0.13029762077331541	-0.03966094334920248	-0.044121891657511396	-0.016477004163244734	0.10190471212069194	-0.028603911001148032	0.0	-0.002676570177078247	-0.38833258540289745	-0.03688684844970703
66-0	0	muller glia cell	1.392140127999442	0.2750297958075431	0.2648253259658814	-0.014496578984860113	0.32824271747044154	0.3320978679252973	0.2760765552520752	0.04519930799802144	-0.17786836194992067	-0.0680101203918457	0.05651628494262695	0.04951708505522556	0.05222350454330444	0.10519767565073376	0.0	-0.013197660446166992	1.392140127999442	0.311227163042341
67-0	0	rod cell	0.7126861286163331	-0.05559786718211814	-0.056287791570027695	-0.02758672879905106	0.0759501269204276	0.5043085091887509	0.7126861286163331	-0.0609730339050293	0.3121619739532471	-0.048814738591512044	0.022272493044535317	0.06924912833040286	-0.016114145278930663	-0.015398132362493305	0.0	-0.00460404109954834	-0.17592043576921734	-0.05121035766601562
68-0	0	muller glia cell	0.6248007458278112	-0.07962542210886617	-0.2548984527587891	-0.04993791304080683	0.15844329398018972	-0.14921633615142924	-0.47068170547485355	0.08516850809256236	-0.47950927734375	0.010038010378678644	-0.042997458775838215	-0.014943613363883557	-0.03072421646118164	-0.037203227397191486	-0.0034369859099388123	-0.0054991774559021	0.6248007458278112	0.05862952177865163
69-0	0	cone cell	0.8420057318016572	0.01238795864431698	0.007951204617818175	-0.025210214882491692	0.24828475407191683	0.8420057318016572	0.6803937101364135	0.12141190568606058	-0.35128286870320635	0.021151534120241802	-0.03983802477518717	-0.007038811899529487	-0.006899900436401367	-0.011100445304028565	0.0	-0.008101205825805664	-0.385331429209028	-0.062282318115234374
70-0	0	muller glia cell	1.7580066996983121	0.06899363918994714	0.4973372484842936	0.03564374580584115	0.1946010284423828	-0.07291691561739316	-0.011189718246459979	-0.10567834854125976	-0.4139018801053365	-0.0621360460917155	0.07347009552849663	0.04543141875533456	0.21503581523895263	0.3021377148636209	-0.0054956161975860595	-0.01783893013000488	1.7580066996983121	0.39966882433210105
71-0	0	rod cell	0.9339801406860351	0.006282868116064676	0.005675636609395351	-0.025900316132203508	0.011653129032679968	0.3920979207441825	0.9339801406860351	-0.07456624348958334	-0.32149417853355405	0.10847914854685466	0.03363913747999403	-0.0015709570963949734	-0.010965280532836914	-0.012179538956453968	-0.009984450340270996	-0.010965280532836914	-0.3123895283426557	-0.06009114074707031
72-0	0	rod cell	0.5610606622695924	-0.07439266655870334	0.1594002437591553	-0.02911805363168695	0.04948744065420967	-0.16236082606491037	0.5610606622695924	-0.07794363657633463	0.2764466349283854	-0.023715540568033853	-0.0487045160929362	-0.007271575381216142	-0.012688899040222168	-0.01060944735804529	0.0	-0.011691543579101562	-0.18864683941432403	-0.038609771728515624
73-0	0	rod cell	0.8240826368331908	0.041382751275975085	-0.15577259532610577	-0.020348965192425225	0.03576475395475115	-0.07325225786088967	0.8240826368331908	-0.07806049982706706	0.4592780075073242	-0.02358023961385091	-0.033893311818440755	-0.012168464824600001	0.0	-0.005600013860492005	-0.00643097460269928	-0.005144779682159424	-0.01259763826642718	0.04090953316007342
74-0	0	RGC	0.3086370333035787	-0.021197718830866366	-0.24515939331054687	-0.06912198310970995	-0.1370677947998047	-0.04849813521373497	-0.8806029599905014	-0.13364632924397787	0.1100921363830566	0.3086370333035787	-0.05863957722981771	-0.03236496824248131	-0.025270627975463866	-0.056756501213762675	-0.009944201707839965	-0.012322572708129883	0.1560607681274414	-0.11538359832763671
75-0	0	muller glia cell	0.7040995592389787	0.08715074714112926	1.843897501629943e-05	0.029803065750178458	0.23418965339660644	-0.18471306383011732	0.4956053924560546	-0.052388817469278974	-0.241103773911794	-0.05656316757202148	-0.015408340162701081	-0.013587824594667102	-0.026764095306396483	0.13617658894197598	-0.009086343050003052	-0.011235255241394043	0.7040995592389787	0.2517536348615374
