marker_depth	reference_label	observed_sample	marker_count	mean_log2_specificity	median_log2_specificity	fraction_gene_max	weighted_mean_specificity
25	meristems	meristems	25	3.29025917	3.83533851	0.80000000	3.19985245
25	meristems	pericycle	25	-0.37171051	-0.58375093	0.04000000	-0.32191987
25	meristems	phloem	25	1.80153193	1.87416544	0.00000000	1.79030454
25	meristems	provascular	25	-1.00494498	-1.46501108	0.00000000	-0.93705161
25	meristems	root_cap	25	-1.38683707	-1.31094456	0.00000000	-1.45609486
25	meristems	root_hair	25	-0.38952415	-0.96248551	0.16000000	-0.28884353
25	meristems	xylem	25	-0.53830635	-0.33544800	0.00000000	-0.59508154
25	pericycle	cortex	25	-1.29610320	-1.55739746	0.00000000	-1.33146893
25	pericycle	endodermis	25	-1.07940628	-1.08510865	0.00000000	-1.11162508
25	pericycle	epidermis	25	-1.62566812	-1.61442785	0.00000000	-1.66431650
25	pericycle	meristems	25	-0.34454882	-0.20770688	0.00000000	-0.30311577
25	pericycle	pericycle	25	4.55616511	4.76975605	0.68000000	4.54416606
25	pericycle	phloem	25	2.47589288	2.63033547	0.32000000	2.53225002
25	pericycle	provascular	25	-0.62351376	-0.86089251	0.00000000	-0.57514676
25	pericycle	root_cap	25	-1.27249731	-1.23428161	0.00000000	-1.23374428
25	pericycle	root_hair	25	-0.23115151	-0.26685090	0.00000000	-0.25902309
25	pericycle	xylem	25	-0.55916899	-0.79886251	0.00000000	-0.59797567
25	phloem	cortex	25	-1.10248567	-1.05643342	0.00000000	-1.09147490
25	phloem	endodermis	25	-1.71114188	-1.55075250	0.00000000	-1.74178981
25	phloem	epidermis	25	-1.40009377	-1.33967803	0.00000000	-1.38522759
25	phloem	meristems	25	-0.90482369	-0.97061935	0.00000000	-0.91916919
25	phloem	pericycle	25	-0.30318262	-0.87283929	0.00000000	-0.33508620
25	phloem	phloem	25	9.13661159	9.68149810	1.00000000	9.18087093
25	phloem	provascular	25	-1.07102795	-1.02882652	0.00000000	-1.05955493
25	phloem	root_cap	25	-0.63026591	-1.18690105	0.00000000	-0.61599022
25	phloem	root_hair	25	-1.30349940	-1.36448934	0.00000000	-1.31381285
25	phloem	xylem	25	-0.71009068	-0.95403826	0.00000000	-0.71876524
25	provascular	cortex	25	-0.91502148	-0.97079233	0.00000000	-0.92336732
25	provascular	endodermis	25	-0.04219466	-0.02481848	0.00000000	-0.00140828
25	provascular	epidermis	25	-1.60796220	-1.65650107	0.00000000	-1.63657447
25	provascular	meristems	25	-0.04856904	0.06809117	0.00000000	-0.02143305
25	provascular	pericycle	25	0.74371073	0.67738687	0.04000000	0.72647079
25	provascular	phloem	25	-0.30350606	-0.23477339	0.00000000	-0.29968982
25	provascular	provascular	25	2.32909035	2.28786639	0.84000000	2.35900930
25	provascular	root_cap	25	0.52765692	0.69557771	0.04000000	0.52113431
25	provascular	root_hair	25	-1.06037804	-1.14220036	0.00000000	-1.08415949
25	provascular	xylem	25	0.37717348	0.29109224	0.08000000	0.36001803
25	root_cap	cortex	25	-0.91180936	-1.01074574	0.00000000	-0.91236224
25	root_cap	endodermis	25	-1.16254027	-1.02048767	0.00000000	-1.16556618
25	root_cap	epidermis	25	-0.39849610	-0.81004035	0.00000000	-0.43112729
25	root_cap	meristems	25	-0.93065788	-0.90911520	0.00000000	-0.92861075
25	root_cap	pericycle	25	-1.02140348	-1.06300409	0.00000000	-1.02963180
25	root_cap	phloem	25	-0.93409891	-1.06189689	0.00000000	-0.92009261
25	root_cap	provascular	25	-1.16158160	-1.08539148	0.00000000	-1.16023671
25	root_cap	root_cap	25	6.10399373	7.50809914	0.80000000	6.21834483
25	root_cap	root_hair	25	-0.51292696	-0.60944016	0.00000000	-0.52540058
25	root_cap	xylem	25	0.92952084	-0.52400371	0.20000000	0.85468333
25	root_hair	cortex	25	-0.93478595	-0.98874192	0.00000000	-0.94105431
25	root_hair	endodermis	25	-1.22178800	-1.34353515	0.00000000	-1.23413562
25	root_hair	epidermis	25	1.35155623	1.50327638	0.00000000	1.34144910
25	root_hair	meristems	25	-1.42985691	-1.48827479	0.00000000	-1.43760642
25	root_hair	pericycle	25	-0.21138780	-0.22180703	0.00000000	-0.21786247
25	root_hair	phloem	25	-1.18561393	-1.26650750	0.00000000	-1.18026774
25	root_hair	provascular	25	-1.43115877	-1.40969278	0.00000000	-1.43578493
25	root_hair	root_cap	25	0.32464229	0.54346444	0.00000000	0.32838303
25	root_hair	root_hair	25	6.08392211	6.18519217	1.00000000	6.11277059
25	root_hair	xylem	25	-1.34552927	-1.38339438	0.00000000	-1.33589123
25	xylem	cortex	25	-1.61103696	-1.78531872	0.00000000	-1.58754528
25	xylem	endodermis	25	-1.59852742	-1.51563556	0.00000000	-1.73345746
25	xylem	epidermis	25	-0.62950603	-0.72968155	0.00000000	-0.63163087
25	xylem	meristems	25	-1.03442647	-1.32025184	0.00000000	-0.92313094
25	xylem	pericycle	25	-1.06045983	-1.18504000	0.00000000	-1.09570140
25	xylem	phloem	25	-0.36132142	-1.11007638	0.04000000	-0.60077010
25	xylem	provascular	25	-1.03501740	-1.09124104	0.00000000	-1.08294756
25	xylem	root_cap	25	2.91012384	3.02678143	0.00000000	2.99743156
25	xylem	root_hair	25	-0.64736418	-0.60248073	0.00000000	-0.58365022
25	xylem	xylem	25	5.06753588	5.33132467	0.96000000	5.24140227
50	cortex	cortex	50	2.95288525	2.49737595	0.90000000	3.12634640
50	cortex	endodermis	50	-0.11033287	-0.50968728	0.08000000	-0.19911678
50	cortex	epidermis	50	-0.09269307	-0.21226147	0.00000000	-0.09453843
50	cortex	meristems	50	0.85570486	0.74157881	0.00000000	0.93514536
50	cortex	pericycle	50	-0.67765694	-0.60819060	0.00000000	-0.70231084
50	cortex	phloem	50	-0.90687932	-0.72539502	0.00000000	-0.96870713
50	cortex	provascular	50	-1.52608003	-1.59091557	0.00000000	-1.52156960
50	cortex	root_cap	50	-0.71685848	-1.00556020	0.02000000	-0.86410781
50	cortex	root_hair	50	0.38760231	0.36272805	0.00000000	0.42539055
50	cortex	xylem	50	-0.16569170	-0.17463063	0.00000000	-0.13653172
50	endodermis	cortex	50	0.02448123	-0.29690282	0.00000000	-0.06679321
50	endodermis	endodermis	50	3.76959095	4.01691879	1.00000000	3.87368201
50	endodermis	epidermis	50	-0.65776482	-0.76042855	0.00000000	-0.66772535
50	endodermis	meristems	50	-0.06318251	-0.31257849	0.00000000	-0.04842314
50	endodermis	pericycle	50	-0.30039819	-0.42117288	0.00000000	-0.29296968
50	endodermis	phloem	50	-1.23352834	-1.23506519	0.00000000	-1.29644465
50	endodermis	provascular	50	-1.05314252	-1.32416184	0.00000000	-1.12588668
50	endodermis	root_cap	50	-0.43794383	-0.64407959	0.00000000	-0.41980550
50	endodermis	root_hair	50	0.01754133	-0.12758216	0.00000000	0.00778715
50	endodermis	xylem	50	-0.06565329	-0.14251793	0.00000000	0.03657906
50	epidermis	cortex	50	-0.66977792	-0.68614665	0.00000000	-0.72452507
50	epidermis	endodermis	50	-0.99198710	-1.05898998	0.00000000	-0.99637053
50	epidermis	epidermis	50	2.93844512	2.93056617	0.84000000	2.97715338
50	epidermis	meristems	50	-0.99906754	-1.14425972	0.00000000	-0.99938891
50	epidermis	pericycle	50	-1.02797779	-1.17031906	0.00000000	-0.98370649
50	epidermis	phloem	50	0.18090691	0.21245936	0.00000000	0.18311270
50	epidermis	provascular	50	-1.93779039	-1.95269899	0.00000000	-1.94993105
50	epidermis	root_cap	50	0.90978707	0.96207836	0.00000000	0.89552919
50	epidermis	root_hair	50	1.22140297	1.12382787	0.16000000	1.21464924
50	epidermis	xylem	50	0.37605867	0.29708655	0.00000000	0.38347753
50	meristems	cortex	50	-0.76965747	-0.85207561	0.00000000	-0.77261239
50	meristems	endodermis	50	-1.34873908	-1.41249529	0.00000000	-1.34672647
50	meristems	epidermis	50	0.65400045	0.67263535	0.00000000	0.66232276
50	meristems	meristems	50	3.55587054	3.87798425	0.88000000	3.49215588
50	meristems	pericycle	50	-0.44951495	-0.62448737	0.02000000	-0.41813469
50	meristems	phloem	50	1.92598131	2.02701552	0.00000000	1.91486204
50	meristems	provascular	50	-1.18131331	-1.44329649	0.00000000	-1.13419494
50	meristems	root_cap	50	-1.17899638	-1.05079548	0.00000000	-1.23091752
50	meristems	root_hair	50	-0.66065619	-0.97968276	0.10000000	-0.59030906
50	meristems	xylem	50	-0.54697493	-0.51147102	0.00000000	-0.57644562
50	pericycle	cortex	50	-1.10858833	-1.11289038	0.00000000	-1.15753420
50	pericycle	endodermis	50	-0.78673026	-0.91770802	0.00000000	-0.85278863
50	pericycle	epidermis	50	-1.38846333	-1.49633133	0.00000000	-1.44626298
50	pericycle	meristems	50	-0.45904784	-0.34890540	0.00000000	-0.41676441
50	pericycle	pericycle	50	4.39243292	4.66910197	0.80000000	4.42696055
50	pericycle	phloem	50	1.35601422	0.47891531	0.20000000	1.55274602
50	pericycle	provascular	50	-0.25802946	-0.11503919	0.00000000	-0.30173889
50	pericycle	root_cap	50	-1.05104216	-1.00973556	0.00000000	-1.06336844
50	pericycle	root_hair	50	-0.25638576	-0.26730626	0.00000000	-0.25931477
50	pericycle	xylem	50	-0.44016001	-0.60466293	0.00000000	-0.48193425
50	phloem	cortex	50	-1.26328015	-1.10644752	0.00000000	-1.23566129
50	phloem	endodermis	50	-1.53481493	-1.44283146	0.00000000	-1.56893270
50	phloem	epidermis	50	-1.36009829	-1.29240681	0.00000000	-1.35619933
50	phloem	meristems	50	-0.83969516	-0.94800207	0.00000000	-0.85220678
50	phloem	pericycle	50	-0.07414652	-0.82666342	0.00000000	-0.12236144
50	phloem	phloem	50	8.67880325	9.15520451	1.00000000	8.75893312
50	phloem	provascular	50	-0.68076585	-0.84394030	0.00000000	-0.72023995
50	phloem	root_cap	50	-0.88494307	-1.28136788	0.00000000	-0.84959292
50	phloem	root_hair	50	-1.23170302	-1.19292401	0.00000000	-1.24774487
50	phloem	xylem	50	-0.80935626	-1.06729009	0.00000000	-0.80599383
50	provascular	cortex	50	-0.87709307	-0.95403718	0.00000000	-0.89347579
50	provascular	endodermis	50	0.14314922	0.30028202	0.00000000	0.13658314
50	provascular	epidermis	50	-1.47645121	-1.48978902	0.00000000	-1.51326093
50	provascular	meristems	50	-0.20932411	-0.18947592	0.00000000	-0.17229710
50	provascular	pericycle	50	1.02799410	1.04916453	0.16000000	0.98397653
50	provascular	phloem	50	-0.42606456	-0.42455178	0.00000000	-0.40382966
50	provascular	provascular	50	2.02684702	1.86307997	0.72000000	2.08841279
50	provascular	root_cap	50	0.38741066	0.25238925	0.02000000	0.40888900
50	provascular	root_hair	50	-1.03219717	-1.14669809	0.00000000	-1.05023788
50	provascular	xylem	50	0.43572913	0.35855206	0.10000000	0.41523991
50	root_cap	cortex	50	-0.70041840	-0.93734004	0.00000000	-0.73294804
50	root_cap	endodermis	50	-1.06528694	-0.97888014	0.00000000	-1.08182757
50	root_cap	epidermis	50	-0.07662822	-0.51062359	0.00000000	-0.14780500
50	root_cap	meristems	50	-1.01026153	-0.88144787	0.00000000	-0.99419819
50	root_cap	pericycle	50	-0.76733484	-0.88733534	0.00000000	-0.80913600
50	root_cap	phloem	50	-0.83925772	-0.96885063	0.02000000	-0.84303794
50	root_cap	provascular	50	-1.37903693	-1.12836507	0.00000000	-1.34237670
50	root_cap	root_cap	50	5.21085051	4.52659677	0.78000000	5.41494714
50	root_cap	root_hair	50	-0.23797492	-0.49069665	0.02000000	-0.28659664
50	root_cap	xylem	50	0.86534898	-0.29781570	0.18000000	0.82297893
50	root_hair	cortex	50	-0.88041694	-0.92781139	0.00000000	-0.89805328
50	root_hair	endodermis	50	-1.20637666	-1.21847696	0.00000000	-1.21260377
50	root_hair	epidermis	50	1.40445012	1.52000539	0.00000000	1.38639516
50	root_hair	meristems	50	-1.42565096	-1.48240994	0.00000000	-1.43229877
50	root_hair	pericycle	50	-0.34093493	-0.34698311	0.00000000	-0.32207061
50	root_hair	phloem	50	-0.95913812	-0.92642602	0.00000000	-0.99191769
50	root_hair	provascular	50	-1.39369384	-1.37918304	0.00000000	-1.39867379
50	root_hair	root_cap	50	0.32858800	0.53983248	0.00000000	0.32221059
50	root_hair	root_hair	50	5.69114329	5.96750866	1.00000000	5.79111569
50	root_hair	xylem	50	-1.21796996	-1.34856751	0.00000000	-1.24410352
50	xylem	cortex	50	-1.63721770	-1.77043013	0.00000000	-1.62558837
50	xylem	endodermis	50	-1.22900285	-1.38574762	0.02000000	-1.39082138
50	xylem	epidermis	50	-0.64524087	-0.62343991	0.00000000	-0.64219317
50	xylem	meristems	50	-1.12918919	-1.32153036	0.00000000	-1.04706105
50	xylem	pericycle	50	-0.74227753	-0.84929253	0.00000000	-0.82066347
50	xylem	phloem	50	-0.41899702	-1.25394750	0.08000000	-0.53359416
50	xylem	provascular	50	-0.82112673	-1.02112819	0.00000000	-0.89462263
50	xylem	root_cap	50	2.68343490	2.97207857	0.00000000	2.77935044
50	xylem	root_hair	50	-0.66594655	-0.57948856	0.00000000	-0.62464198
50	xylem	xylem	50	4.60556355	4.93458154	0.90000000	4.79983579
100	cortex	cortex	100	2.39950316	2.13743826	0.79000000	2.63729152
100	cortex	endodermis	100	0.13205583	-0.25141771	0.10000000	0.02121662
100	cortex	epidermis	100	-0.04739245	-0.13977384	0.01000000	-0.05770296
100	cortex	meristems	100	0.46495242	0.47047429	0.02000000	0.60597422
100	cortex	pericycle	100	-0.59335288	-0.57886448	0.00000000	-0.62800208
100	cortex	phloem	100	-0.70694796	-0.58376224	0.00000000	-0.79418353
100	cortex	provascular	100	-1.31634902	-1.50884067	0.00000000	-1.36780931
100	cortex	root_cap	100	-0.53749212	-0.49837090	0.03000000	-0.67057633
100	cortex	root_hair	100	0.45981804	0.37857130	0.05000000	0.46827756
100	cortex	xylem	100	-0.25479502	-0.34530347	0.00000000	-0.21448571
100	endodermis	cortex	100	0.10657975	-0.12937167	0.00000000	0.02754690
100	endodermis	endodermis	100	3.09653975	3.00919597	0.95000000	3.33151353
100	endodermis	epidermis	100	-0.57787834	-0.70159534	0.00000000	-0.60621210
100	endodermis	meristems	100	-0.21763512	-0.38410066	0.00000000	-0.17192545
100	endodermis	pericycle	100	-0.26398525	-0.37950245	0.01000000	-0.26928208
100	endodermis	phloem	100	-1.12598846	-1.17664081	0.00000000	-1.19159816
100	endodermis	provascular	100	-0.65707696	-1.12064391	0.01000000	-0.79873987
100	endodermis	root_cap	100	-0.17319368	-0.06725677	0.00000000	-0.22065335
100	endodermis	root_hair	100	-0.17577181	-0.28026784	0.00000000	-0.13824783
100	endodermis	xylem	100	-0.01158988	-0.09008011	0.03000000	0.03759840
100	epidermis	cortex	100	-0.43893389	-0.55003516	0.00000000	-0.51311055
100	epidermis	endodermis	100	-0.97293524	-1.10235249	0.00000000	-0.98313761
100	epidermis	epidermis	100	2.60791062	2.72399817	0.76000000	2.69181981
100	epidermis	meristems	100	-0.94343380	-1.13251102	0.06000000	-0.96086958
100	epidermis	pericycle	100	-0.95324711	-0.98618819	0.00000000	-0.94278768
100	epidermis	phloem	100	0.12444815	0.15266731	0.00000000	0.14027799
100	epidermis	provascular	100	-1.72255909	-1.88941160	0.00000000	-1.77186506
100	epidermis	root_cap	100	0.76186829	0.92280253	0.01000000	0.78339409
100	epidermis	root_hair	100	1.30573362	1.42364958	0.17000000	1.29287014
100	epidermis	xylem	100	0.23114845	0.22427288	0.00000000	0.26340844
100	meristems	cortex	100	-0.75674040	-0.83303448	0.00000000	-0.75987989
100	meristems	endodermis	100	-1.27855248	-1.32914459	0.00000000	-1.28350196
100	meristems	epidermis	100	0.63957169	0.67263535	0.00000000	0.64558293
100	meristems	meristems	100	3.50476112	3.86715805	0.89000000	3.47829165
100	meristems	pericycle	100	-0.50599956	-0.70603236	0.03000000	-0.48437983
100	meristems	phloem	100	1.91458784	2.01552865	0.01000000	1.91014798
100	meristems	provascular	100	-1.20224155	-1.42730155	0.00000000	-1.17593939
100	meristems	root_cap	100	-1.12995126	-1.13908602	0.00000000	-1.16370563
100	meristems	root_hair	100	-0.69275305	-0.96826791	0.07000000	-0.65323964
100	meristems	xylem	100	-0.49268235	-0.46624276	0.00000000	-0.51337623
100	pericycle	cortex	100	-0.93519900	-0.97299619	0.00000000	-1.00350318
100	pericycle	endodermis	100	-0.52514599	-0.64868106	0.00000000	-0.62250024
100	pericycle	epidermis	100	-1.19043035	-1.20106328	0.00000000	-1.27067316
100	pericycle	meristems	100	-0.59760057	-0.51095340	0.00000000	-0.53883943
100	pericycle	pericycle	100	3.78199031	3.80435708	0.81000000	3.93763757
100	pericycle	phloem	100	0.91904332	0.06796734	0.15000000	1.14928688
100	pericycle	provascular	100	-0.13177281	-0.05547299	0.03000000	-0.19084770
100	pericycle	root_cap	100	-0.71629029	-0.45807045	0.00000000	-0.80411517
100	pericycle	root_hair	100	-0.32607858	-0.39377776	0.00000000	-0.31442749
100	pericycle	xylem	100	-0.27851604	-0.30522807	0.01000000	-0.34201807
100	phloem	cortex	100	-1.28049853	-1.11569208	0.00000000	-1.26099881
100	phloem	endodermis	100	-1.34037736	-1.31100814	0.00000000	-1.39938664
100	phloem	epidermis	100	-1.29845203	-1.21574517	0.00000000	-1.31028694
100	phloem	meristems	100	-0.80103094	-0.93640903	0.00000000	-0.81430886
100	phloem	pericycle	100	0.18003780	-0.73150605	0.03000000	0.09603834
100	phloem	phloem	100	7.97469328	8.32572124	0.97000000	8.16892114
100	phloem	provascular	100	-0.52219823	-0.80513189	0.00000000	-0.57926151
100	phloem	root_cap	100	-1.03390571	-1.20948996	0.00000000	-0.98055460
100	phloem	root_hair	100	-1.18182638	-1.18020973	0.00000000	-1.20031866
100	phloem	xylem	100	-0.69644191	-0.93172300	0.00000000	-0.71984345
100	provascular	cortex	100	-0.77794122	-0.64033010	0.00000000	-0.80507929
100	provascular	endodermis	100	0.12187733	0.30028202	0.01000000	0.12156736
100	provascular	epidermis	100	-1.33121515	-1.37088053	0.00000000	-1.37745629
100	provascular	meristems	100	-0.23541802	-0.27711917	0.00000000	-0.21055146
100	provascular	pericycle	100	0.88617148	0.81705008	0.14000000	0.88414244
100	provascular	phloem	100	-0.26888458	-0.34615135	0.03000000	-0.28200415
100	provascular	provascular	100	1.88158883	1.76617826	0.68000000	1.93921688
100	provascular	root_cap	100	0.30357558	0.22542712	0.02000000	0.32810391
100	provascular	root_hair	100	-1.00209961	-1.11801477	0.00000000	-1.01548097
100	provascular	xylem	100	0.42234537	0.39767173	0.12000000	0.41754157
100	root_cap	cortex	100	-0.59734277	-0.68793271	0.00000000	-0.63610658
100	root_cap	endodermis	100	-0.76887861	-0.84383070	0.01000000	-0.82512750
100	root_cap	epidermis	100	-0.09172054	-0.52265985	0.03000000	-0.13960017
100	root_cap	meristems	100	-0.99325389	-0.87156783	0.00000000	-0.98362442
100	root_cap	pericycle	100	-0.50664514	-0.76036456	0.01000000	-0.56336249
100	root_cap	phloem	100	-0.52451232	-0.85076266	0.02000000	-0.58096501
100	root_cap	provascular	100	-1.33875583	-1.33852453	0.00000000	-1.31870956
100	root_cap	root_cap	100	4.23800606	3.39540334	0.73000000	4.52549649
100	root_cap	root_hair	100	-0.31438216	-0.50775827	0.02000000	-0.33859197
100	root_cap	xylem	100	0.89748520	0.37411499	0.18000000	0.86059120
100	root_hair	cortex	100	-0.67929042	-0.81811669	0.00000000	-0.74177523
100	root_hair	endodermis	100	-1.14046923	-1.21362121	0.00000000	-1.16673232
100	root_hair	epidermis	100	1.41661718	1.52000539	0.01000000	1.41596546
100	root_hair	meristems	100	-1.34760472	-1.36474845	0.00000000	-1.37199626
100	root_hair	pericycle	100	-0.45955563	-0.40067574	0.00000000	-0.42187423
100	root_hair	phloem	100	-0.90067776	-0.82030641	0.00000000	-0.93574248
100	root_hair	provascular	100	-1.33358803	-1.33605374	0.00000000	-1.35654142
100	root_hair	root_cap	100	0.40897208	0.57795790	0.00000000	0.39007871
100	root_hair	root_hair	100	4.80237314	5.37376070	0.98000000	5.08590661
100	root_hair	xylem	100	-0.76677662	-1.03096186	0.01000000	-0.89728884
100	xylem	cortex	100	-1.42138399	-1.44440688	0.00000000	-1.46189658
100	xylem	endodermis	100	-0.84069753	-1.08690335	0.02000000	-1.01602227
100	xylem	epidermis	100	-0.65713429	-0.65960311	0.00000000	-0.65303382
100	xylem	meristems	100	-1.03514040	-1.20082634	0.00000000	-1.00936495
100	xylem	pericycle	100	-0.68809392	-0.77453267	0.00000000	-0.74920853
100	xylem	phloem	100	-0.56141113	-1.09080894	0.05000000	-0.59702948
100	xylem	provascular	100	-0.50531955	-0.62558405	0.00000000	-0.62370724
100	xylem	root_cap	100	2.29907893	2.37502756	0.00000000	2.44078585
100	xylem	root_hair	100	-0.70684794	-0.64037995	0.00000000	-0.67030911
100	xylem	xylem	100	4.11694983	4.33595556	0.93000000	4.33978613
all	cortex	cortex	165	2.05823952	1.76596978	0.72727273	2.31438470
all	cortex	endodermis	165	0.14340948	-0.10230147	0.10909091	0.06361641
all	cortex	epidermis	165	0.04517727	-0.01255466	0.02424242	0.01361733
all	cortex	meristems	165	0.21258028	-0.04426207	0.01818182	0.37849880
all	cortex	pericycle	165	-0.55913525	-0.55085983	0.00606061	-0.59332964
all	cortex	phloem	165	-0.61999226	-0.46813578	0.00000000	-0.70522705
all	cortex	provascular	165	-1.25928335	-1.36120391	0.00000000	-1.31021989
all	cortex	root_cap	165	-0.30291117	-0.21439131	0.03636364	-0.45780810
all	cortex	root_hair	165	0.45213476	0.39176000	0.07272727	0.45848989
all	cortex	xylem	165	-0.17021930	-0.13666015	0.00606061	-0.16202245
all	endodermis	cortex	261	0.12574482	-0.04358149	0.02298851	0.08079450
all	endodermis	endodermis	261	2.32470143	1.90845108	0.76628352	2.67437998
all	endodermis	epidermis	261	-0.54285143	-0.59005046	0.00000000	-0.56577208
all	endodermis	meristems	261	-0.37349304	-0.46804802	0.00000000	-0.30865726
all	endodermis	pericycle	261	-0.10615004	-0.22461090	0.02681992	-0.15126132
all	endodermis	phloem	261	-0.88868294	-0.83110367	0.00766284	-0.99626256
all	endodermis	provascular	261	-0.26142763	-0.22728209	0.05363985	-0.45713928
all	endodermis	root_cap	261	-0.14270977	-0.10879197	0.01915709	-0.17817106
all	endodermis	root_hair	261	-0.21791523	-0.28559177	0.01149425	-0.18435571
all	endodermis	xylem	261	0.08278383	0.01112106	0.09195402	0.08644480
all	epidermis	cortex	835	-0.23342025	-0.27816562	0.00958084	-0.27373236
all	epidermis	endodermis	835	-0.42665472	-0.12920882	0.00958084	-0.48408228
all	epidermis	epidermis	835	1.33008556	0.85043869	0.29940120	1.48983893
all	epidermis	meristems	835	0.02776900	0.21677453	0.44910180	-0.08061356
all	epidermis	pericycle	835	-0.56053464	-0.42063155	0.00239521	-0.60270742
all	epidermis	phloem	835	0.04784650	0.03497448	0.00479042	0.05528616
all	epidermis	provascular	835	-0.52020779	-0.54271819	0.02754491	-0.65036518
all	epidermis	root_cap	835	0.05823547	-0.23372646	0.03832335	0.13329438
all	epidermis	root_hair	835	0.45279814	-0.28506605	0.15808383	0.54632912
all	epidermis	xylem	835	-0.17591726	-0.38954257	0.00119760	-0.13324779
all	meristems	cortex	1006	-0.34341541	-0.37498249	0.03180915	-0.45375277
all	meristems	endodermis	1006	-0.48297381	-0.35365632	0.00695825	-0.69914525
all	meristems	epidermis	1006	0.36830314	0.39848973	0.03180915	0.41635049
all	meristems	meristems	1006	1.75107167	1.17054464	0.72067594	2.17576788
all	meristems	pericycle	1006	-0.23177574	-0.29645137	0.04075547	-0.27755189
all	meristems	phloem	1006	0.67799439	0.34924503	0.02882704	0.98288827
all	meristems	provascular	1006	-0.16231299	0.05053433	0.04970179	-0.44272646
all	meristems	root_cap	1006	-0.71930481	-0.72901272	0.00397614	-0.78112769
all	meristems	root_hair	1006	-0.35943428	-0.55901227	0.07654076	-0.40922447
all	meristems	xylem	1006	-0.49815217	-0.51817268	0.00894632	-0.51147811
all	pericycle	cortex	354	-0.70077323	-0.67197898	0.00000000	-0.79671877
all	pericycle	endodermis	354	-0.31694071	-0.33117470	0.00282486	-0.40762287
all	pericycle	epidermis	354	-0.94437441	-0.96018250	0.00000000	-1.04743884
all	pericycle	meristems	354	-0.54711872	-0.56000114	0.00000000	-0.53125386
all	pericycle	pericycle	354	2.75909402	2.45794539	0.77966102	3.09231656
all	pericycle	phloem	354	0.47253261	0.03877059	0.10734463	0.69115768
all	pericycle	provascular	354	0.09670946	0.12016073	0.04802260	0.01037562
all	pericycle	root_cap	354	-0.35572484	-0.24577161	0.02259887	-0.48559718
all	pericycle	root_hair	354	-0.43957399	-0.44771573	0.00000000	-0.41208683
all	pericycle	xylem	354	-0.02383020	-0.07673613	0.03954802	-0.11313151
all	phloem	cortex	396	-0.85292410	-0.83417616	0.00000000	-0.98661037
all	phloem	endodermis	396	-0.94112111	-0.94203948	0.00000000	-1.10004852
all	phloem	epidermis	396	-0.79422321	-0.86327867	0.01262626	-0.98964127
all	phloem	meristems	396	-0.70619435	-0.77546383	0.01515152	-0.75564674
