gene_name	ENSG	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TINAGL1	ENSG00000142910	3507.90661712646	0.714127283427561	0.0988061810253542	7.22755677850066	4.91760569155381e-13	2.85651420608132e-10
FOS	ENSG00000170345	309.346303696576	-1.55245590212737	0.215768043145124	-7.19502239302045	6.24505149640323e-13	3.4824905164543e-10
PLEKHA2	ENSG00000169499	971.427018659561	-0.751756831933059	0.105409656415439	-7.13176437052641	9.90904053189292e-13	5.31315130981227e-10
BAX	ENSG00000087088	1210.59745875372	0.812415624390741	0.114358845327336	7.10409082975015	1.21117185017419e-12	6.04612132053606e-10
CAB39	ENSG00000135932	2907.82393722174	0.636554435016703	0.089608481049871	7.10372977600673	1.21434184760784e-12	6.04612132053606e-10
RPS27L	ENSG00000185088	1150.76861614994	0.827606533649186	0.117519922680778	7.0422658113657	1.89138562339095e-12	9.09234723299765e-10
STK17A	ENSG00000164543	643.738295010736	0.777586534817092	0.110737839313692	7.02186840231174	2.18920688155472e-12	1.01732443785848e-09
ACTA2	ENSG00000107796	272.523980206027	1.12072751441841	0.164568963755562	6.81007821184955	9.75456993592178e-12	4.24963935864642e-09
HAS3	ENSG00000103044	6940.93662146256	0.812525442876835	0.119960654122468	6.77326619149081	1.25906981486025e-11	5.01925236082106e-09
AEN	ENSG00000181026	1600.79031395593	0.608895357382153	0.0898984650156587	6.77314520638472	1.26012361113792e-11	5.01925236082106e-09
PER1	ENSG00000179094	4059.46172121231	-0.5823298225786	0.0858896028749042	-6.7799803828031	1.20192201717826e-11	5.01925236082106e-09
INKA2	ENSG00000197852	218.903675536739	1.27702128951357	0.189589474869066	6.73571826914705	1.63122087143085e-11	6.31690282461595e-09
ALS2CL	ENSG00000178038	1303.74722242853	0.635365087425364	0.0948571123015043	6.69812807927201	2.11106207079182e-11	7.95413954835374e-09
SERPINB5	ENSG00000206075	1152.9969320912	0.753948509837683	0.113931998201603	6.61753082311055	3.65248077939394e-11	1.33997985646134e-08
CCDC9B	ENSG00000188549	897.658990774953	0.884176466283887	0.135689620648595	6.51616875378922	7.21258297070747e-11	2.57822100499059e-08
CYFIP2	ENSG00000055163	2345.63646124428	0.728109638936641	0.112792785841796	6.45528553535236	1.08015048284619e-10	3.7645944703397e-08
VIPR1	ENSG00000114812	244.486433214176	1.04519510571141	0.162711428415846	6.42361213276414	1.33078031473683e-10	4.52497765066979e-08
TP53I3	ENSG00000115129	388.870592208596	1.31588756887891	0.208001475511818	6.3263376648698	2.51048142231012e-10	8.33300512105366e-08
SCD	ENSG00000099194	24226.2315336907	-0.514460024021762	0.0814836422973201	-6.3136601349334	2.72512061138894e-10	8.83509452171471e-08
RAPGEF4	ENSG00000091428	73.6879087541755	-1.91753152488235	0.306821793308162	-6.24965881402184	4.11350279698478e-10	1.30332596574465e-07
SUSD6	ENSG00000100647	404.92845443456	0.832686016893783	0.133745357073408	6.22590596873395	4.78781170904216e-10	1.45541374956439e-07
TRIB2	ENSG00000071575	538.08073143102	-0.813916838024947	0.130740621801723	-6.22543190332463	4.80231206369429e-10	1.45541374956439e-07
COL4A5	ENSG00000188153	1403.5306457457	0.596773638812753	0.0959492870773947	6.21967767547228	4.98177207885679e-10	1.47767839470942e-07
INSIG1	ENSG00000186480	1638.7916539471	-0.689230843396803	0.11147576800366	-6.18278623004574	6.29799744702486e-10	1.82917463352028e-07
PHLDA3	ENSG00000174307	800.309134419909	0.696546620460827	0.113290722781038	6.14831120644426	7.83122669685796e-10	2.22806390573259e-07
PCNA	ENSG00000132646	2720.48461912076	0.507571990874629	0.082810459464842	6.12932223966374	8.82542173766602e-10	2.46070408889604e-07
ARID5B	ENSG00000150347	158.023158347246	-1.20132015540488	0.196209385303031	-6.12264369285663	9.20353516765132e-10	2.49607070763059e-07
ZBTB20	ENSG00000181722	673.605439465545	-0.679444827954592	0.111005788521827	-6.12080538323452	9.310356272634e-10	2.49607070763059e-07
FBXO22	ENSG00000167196	841.054838793298	0.615284462992168	0.101071568628544	6.08761169279414	1.14607420452364e-09	3.01460763872906e-07
SH3PXD2A	ENSG00000107957	772.26580810615	-0.708837779007552	0.116539937426385	-6.08235935818401	1.18426765846813e-09	3.05738433827855e-07
ENSG00000235523	ENSG00000235523	25.2155460195555	3.50884947760582	0.577917534824509	6.07154008343305	1.26689329528277e-09	3.21122898718856e-07
KIAA0040	ENSG00000235750	2388.6044303723	-0.62839111764273	0.103573221950036	-6.06711952965862	1.30224640965088e-09	3.24189592802551e-07
BRWD3	ENSG00000165288	1511.78342307243	-0.593971475276815	0.0982999246344684	-6.04244080029072	1.51800055073064e-09	3.71270976802384e-07
ANGPTL4	ENSG00000167772	1205.48907418326	-0.900289198292535	0.149520071582622	-6.02119293258266	1.73136231958491e-09	4.12621476811082e-07
CCNG2	ENSG00000138764	1170.14858049055	-0.718297467759636	0.119322364590292	-6.01980584466291	1.74626405077497e-09	4.12621476811082e-07
ODAD2	ENSG00000169126	333.076603522944	-0.851757856854844	0.143848920556234	-5.9211974171323	3.19605913765404e-09	7.42604340633915e-07
DDB2	ENSG00000134574	1784.39793025651	0.584364574032797	0.0988272700831665	5.91298913286823	3.35954352130187e-09	7.67793380827367e-07
PTAFR	ENSG00000169403	170.31175412527	1.09683108896516	0.185892983332916	5.90033614663574	3.62761724157669e-09	8.15687289755172e-07
NECTIN1	ENSG00000110400	1133.67585714549	0.614951517808471	0.104516786899873	5.88375835163775	4.01053272262323e-09	8.87473598191911e-07
SLC27A4	ENSG00000167114	785.319054707993	0.719203636484666	0.123027312980608	5.84588591801586	5.038792972342e-09	1.09759082542843e-06
KDM3A	ENSG00000115548	2925.27198148325	-0.83766301856046	0.144393433262213	-5.80125425121859	6.58207083705564e-09	1.41170230060604e-06
GPATCH4	ENSG00000160818	525.888977110602	0.716195744330009	0.124036936822647	5.77405217087917	7.73874582567082e-09	1.63463417508601e-06
RINL	ENSG00000187994	988.664615881828	0.731147747382952	0.127839161585766	5.71927833625873	1.06977432079176e-08	2.22592892629222e-06
CES2	ENSG00000172831	895.238594328668	0.681838540923053	0.119856377437092	5.68879650380661	1.27937817368681e-08	2.60366961201732e-06
APOBEC3C	ENSG00000244509	1804.73592590063	0.548960376434308	0.0965194754876466	5.6875607089739	1.28866798098554e-08	2.60366961201732e-06
FUT11	ENSG00000196968	1102.00519595967	-0.957914179731803	0.168805522798079	-5.67466137276583	1.3896326591876e-08	2.76400600575646e-06
PSTPIP2	ENSG00000152229	866.971967115919	0.58140464678622	0.10253948108339	5.67005645672609	1.42750471569087e-08	2.76400600575646e-06
WNT9A	ENSG00000143816	543.065121275512	0.92281681110963	0.162846683026745	5.66678297621863	1.45503443281753e-08	2.77871712711084e-06
MBOAT1	ENSG00000172197	526.333845037488	-0.834754630057187	0.147513506869732	-5.65883523326683	1.52403782475342e-08	2.87069326304816e-06
ADORA2B	ENSG00000170425	1287.3299624628	0.827933350859905	0.146366963346091	5.65655891146845	1.54437984885311e-08	2.87069326304816e-06
COL17A1	ENSG00000065618	369.0364640639	1.26207240305245	0.223423736742935	5.64878388237035	1.61586842002286e-08	2.92556125240763e-06
PTCH1	ENSG00000185920	315.053739734152	-0.920851786674308	0.162954950736829	-5.65095925291327	1.59554914107214e-08	2.92556125240763e-06
RSBN1	ENSG00000081019	628.638604029591	-0.673499831452971	0.119727733006685	-5.6252617045323	1.85226941730247e-08	3.31057537777099e-06
TGFA	ENSG00000163235	2634.24086065665	0.570416654597024	0.101654742872573	5.61131373193336	2.00796346706779e-08	3.54342008789773e-06
TNFRSF10C	ENSG00000173535	261.419955888226	0.9234030196024	0.165242948481044	5.58815385522081	2.29496276933871e-08	3.99925949591887e-06
RLF	ENSG00000117000	1544.70094583733	-0.558830471058013	0.100530037247053	-5.55884078392096	2.71572286197555e-08	4.67406079244459e-06
CYP1B1	ENSG00000138061	194.484122617179	1.12202263986129	0.203449905054109	5.51498237152226	3.48814920587206e-08	5.93027903403199e-06
TRNP1	ENSG00000253368	2020.22075673059	0.604819411044105	0.110148774885943	5.49093180264949	3.99818724803343e-08	6.71550944877518e-06
LRP1	ENSG00000123384	1452.34398437021	-0.803326848217676	0.146697603462875	-5.47607342761379	4.34867297681033e-08	7.21724404401343e-06
BLOC1S2	ENSG00000196072	834.325937451167	0.611786558639041	0.11193826898454	5.46539234695095	4.61884037338672e-08	7.57544160533933e-06
ADAMTS7	ENSG00000136378	604.810513160237	0.699219462226009	0.128422015471239	5.44470089229057	5.18925089735894e-08	8.4120170651257e-06
HELZ	ENSG00000198265	3824.03571648763	-0.70841681074892	0.130357102976367	-5.43443199161425	5.49712576854441e-08	8.80867015393996e-06
PCSK7	ENSG00000160613	687.597586333286	0.713932451909505	0.131558986353458	5.4267098865553	5.74023158819472e-08	9.01246873993075e-06
GAS6	ENSG00000183087	1953.85285646726	0.663052690307779	0.122192538629336	5.42629441818139	5.75360245214717e-08	9.01246873993075e-06
IRAG1	ENSG00000072952	266.684122200869	0.906350801843172	0.167647663279454	5.4062835360393	6.43459081094331e-08	9.94094948177179e-06
LAMA3	ENSG00000053747	503.106758910065	1.0158909044565	0.18824266166037	5.39670920234536	6.78742613307158e-08	1.02851638827338e-05
MXI1	ENSG00000119950	2323.21945691247	-0.641365475947422	0.11982669626119	-5.35244228505991	8.67749846238372e-08	1.29188937932249e-05
TMEM250	ENSG00000238227	772.40645895642	0.601214567933401	0.113003250621654	5.32032985445992	1.03579279959081e-07	1.51999867569427e-05
CDKN1C	ENSG00000129757	426.21055478503	-0.960538269910698	0.182505315032077	-5.2630701179408	1.41669516738858e-07	1.99496437662265e-05
LIMA1	ENSG00000050405	3114.80357481792	0.749708190628846	0.142411279187315	5.26438772902776	1.40657322628001e-07	1.99496437662265e-05
PNRC1	ENSG00000146278	902.648823292693	-0.670486272364526	0.12808692839829	-5.23461902591363	1.6532550685176e-07	2.30480289102039e-05
F3	ENSG00000117525	1688.76613173304	0.570143958658032	0.109003545953751	5.23050836254388	1.69044529074935e-07	2.33331661369671e-05
PROM2	ENSG00000155066	701.646667610669	0.724260270038005	0.138629189783386	5.22444278271907	1.74680329997879e-07	2.38746909852984e-05
TRIAP1	ENSG00000170855	698.661500279192	0.60197548495918	0.115321830731584	5.21996122625125	1.78960594102926e-07	2.42222295377562e-05
SUSD2	ENSG00000099994	165.652279560293	-1.70224119923339	0.326884163928505	-5.20747526822897	1.91427342237423e-07	2.56604670974222e-05
AMOTL2	ENSG00000114019	3182.91615113862	0.747512971331	0.143699629618405	5.20191299946995	1.97247564196934e-07	2.61888408806615e-05
IQCN	ENSG00000130518	463.587345768244	0.675029649410315	0.129927500429391	5.1954332006653	2.04243666624718e-07	2.68618958152377e-05
MEAK7	ENSG00000140950	1568.21243051701	0.505801016913819	0.097555973702598	5.18472624193949	2.16332391794075e-07	2.81858866729083e-05
KLK6	ENSG00000167755	1044.34588957469	0.741524392158951	0.143096670173948	5.18198216113314	2.19540216640815e-07	2.83389829647186e-05
RRP36	ENSG00000124541	586.979286517497	0.665801709628425	0.12853988492196	5.17972853354157	2.22209032270508e-07	2.83999179544199e-05
INPP1	ENSG00000151689	610.627300570764	0.657697649653289	0.127013807066918	5.17815869661144	2.24086577360748e-07	2.83999179544199e-05
OSR2	ENSG00000164920	201.720276714771	-1.22425916789263	0.237050854654941	-5.1645423074922	2.41027958338955e-07	3.0001524707173e-05
OPLAH	ENSG00000178814	1016.30420025128	0.558047921259937	0.10802985606107	5.16568235492664	2.39563335488139e-07	3.0001524707173e-05
LRRK1	ENSG00000154237	837.846287623578	0.56752521415167	0.110016611667448	5.15854111074746	2.48881465325204e-07	3.07049248504307e-05
ENSG00000269968	ENSG00000269968	215.42474198661	-1.30088512750754	0.253000634450134	-5.14182555444911	2.72081689963557e-07	3.29833986067995e-05
TNFRSF12A	ENSG00000006327	2809.21191032017	0.595014846778022	0.115688957905118	5.14322937601376	2.70055564893905e-07	3.29833986067995e-05
TRIM35	ENSG00000104228	590.259168341277	0.660287594712695	0.129078593032679	5.11539194222181	3.1309014538127e-07	3.73058950150452e-05
INSIG2	ENSG00000125629	1083.32947050991	-0.743611770961995	0.146001645502868	-5.09317390499812	3.52118437334755e-07	4.02367470072445e-05
RNF217	ENSG00000146373	1350.44666548617	-0.600951347521729	0.117988831619502	-5.0932900959619	3.51902616587138e-07	4.02367470072445e-05
ZIC2	ENSG00000043355	480.062763325238	-0.631348239258429	0.124020984667638	-5.09065656066487	3.56825809981536e-07	4.04431594874194e-05
IFFO2	ENSG00000169991	1226.33456179361	0.869708851078422	0.17125892867611	5.07832705600559	3.80772815392778e-07	4.24668305551257e-05
DNAI3	ENSG00000162643	57.1093457880237	1.70393379247032	0.335711782072393	5.07558531890574	3.86304965778997e-07	4.27418851422619e-05
ACER2	ENSG00000177076	177.529736096601	1.00944503436523	0.20057149416845	5.03284396693702	4.83256450996641e-07	5.22254122739858e-05
ZNF292	ENSG00000188994	2898.51418233398	-0.771271728511763	0.153340255253277	-5.02980595172369	4.90976475548515e-07	5.26515618893988e-05
CHPF2	ENSG00000033100	555.01005742475	0.750327145293315	0.149264935917832	5.02681450723536	4.98694301834078e-07	5.3070971464648e-05
CENATAC	ENSG00000186166	594.21560163532	0.673260403475319	0.134013936656399	5.02380886848734	5.06566518332698e-07	5.35003320611829e-05
SOCS4	ENSG00000180008	1151.45190588554	0.543182293480186	0.108380079548312	5.01182778001241	5.39154478262081e-07	5.65139291838471e-05
DYNC2I1	ENSG00000126870	797.135444249226	-0.694170993161442	0.138654231574994	-5.00648977875575	5.54316037940292e-07	5.72423695179674e-05
NEBL	ENSG00000078114	957.788866379246	-0.693677766462326	0.138534341082969	-5.00726217802471	5.52097024729861e-07	5.72423695179674e-05
LYNX1	ENSG00000180155	122.806549226821	1.73299792853607	0.346342376981575	5.0037132147657	5.62364013874111e-07	5.75082524467104e-05
GPAT3	ENSG00000138678	950.584642625137	0.5834732252288	0.116879330595698	4.99209930665257	5.97265305077046e-07	6.03367798411529e-05
MARS2	ENSG00000247626	361.997171453074	0.73233990215369	0.146825961042921	4.98780935572835	6.10677853410646e-07	6.11997163727075e-05
PDE12	ENSG00000174840	987.462582629692	0.511608912407153	0.102597234496048	4.98657605071081	6.14587209825626e-07	6.11997163727075e-05
LANCL3	ENSG00000147036	100.576317121654	-1.22638377799828	0.246112554849545	-4.98301997940738	6.25994840792357e-07	6.14577047569454e-05
TSC22D3	ENSG00000157514	233.372869383301	-0.932016580495432	0.18702850285428	-4.98328632412566	6.25133402856041e-07	6.14577047569454e-05
ZFP64	ENSG00000020256	453.079822307008	-0.608184838685621	0.122534574263218	-4.96337333640359	6.92792286717216e-07	6.68809393013037e-05
ETS1	ENSG00000134954	666.73961675548	0.574959470608272	0.115812072578534	4.9645901140262	6.88463144366249e-07	6.68809393013037e-05
RRM2B	ENSG00000048392	2401.62677937893	0.710642420177211	0.143421646460972	4.95491745990095	7.23609998959466e-07	6.86248094931559e-05
CTPS1	ENSG00000171793	984.725560888583	0.590158313346614	0.119095320601969	4.95534426007379	7.22023358107437e-07	6.86248094931559e-05
DHRS2	ENSG00000100867	155.010739496135	-1.00544454675232	0.203328318688149	-4.94493119915282	7.61707612638182e-07	7.12682270321403e-05
PLK2	ENSG00000145632	3049.88723382363	0.510273175136947	0.103233681805986	4.94289427839972	7.69712288922007e-07	7.15370601324113e-05
FKRP	ENSG00000181027	405.114700690895	0.645681204715851	0.131365114578949	4.91516493389731	8.87077460238505e-07	8.13601767972697e-05
ZNF469	ENSG00000225614	584.339558451514	0.848412517418336	0.172741182688313	4.91146641591064	9.0397772231286e-07	8.23683230507424e-05
ITGA2	ENSG00000164171	3399.97429452988	0.656234560158323	0.134518397038812	4.8784000895356	1.06949814834754e-06	9.55761133725194e-05
TMEM144	ENSG00000164124	508.752936242204	-0.676786221502537	0.138952073020938	-4.87064501297909	1.11234528661626e-06	9.87720104504283e-05
AXL	ENSG00000167601	2341.75720185121	0.600885567512665	0.123747422376957	4.85574209119489	1.1993672316311e-06	0.000105159613686598
DBNL	ENSG00000136279	787.472502878762	0.516163413921842	0.106432469810311	4.8496799411098	1.23660844990845e-06	0.000107747240001085
IFITM3	ENSG00000142089	4568.71319689357	-0.528281929915285	0.109245351056859	-4.83573831567745	1.32652339573473e-06	0.000114154707777394
NGLY1	ENSG00000151092	914.758179089254	-0.70097259166892	0.145305835242621	-4.82411866322151	1.40623682329628e-06	0.000120272070880819
LOXL4	ENSG00000138131	86.8085848529096	1.18574637319307	0.24630944760088	4.81405153047336	1.47900643144644e-06	0.000124962597944211
ZBTB10	ENSG00000205189	1033.79330337279	-0.735055450595085	0.153441651695059	-4.79045580176555	1.66402875802778e-06	0.000138911526441109
ZNF160	ENSG00000170949	1037.21088138689	-0.628173471582566	0.131116709240512	-4.79094903480444	1.65994290275115e-06	0.000138911526441109
CEP170B	ENSG00000099814	3217.01417483957	0.501135532963808	0.104657052437887	4.78835894275953	1.68150692061099e-06	0.000139535047501416
PSKH1	ENSG00000159792	403.944903194373	0.715949990180883	0.149716359065788	4.78204248786389	1.73522989734216e-06	0.000142299058816747
EME2	ENSG00000197774	1003.57791254364	0.550087800194439	0.115128451611894	4.77803525099795	1.77016352715443e-06	0.000144314910713801
CD22	ENSG00000012124	203.057901114586	1.10703940347917	0.231951065032335	4.77272826199286	1.81746937706078e-06	0.000147310119683746
KLHL18	ENSG00000114648	541.710676207097	0.56490462131565	0.118566092169911	4.76447027119789	1.89350430447067e-06	0.000152585800627894
BDNF	ENSG00000176697	422.505642518955	0.81716891201248	0.172411997992972	4.73962903698725	2.14109848222107e-06	0.000171546287015195
PLCXD2	ENSG00000240891	356.776383810915	0.70884942208495	0.149600806864774	4.73827272018452	2.15547600297038e-06	0.000171711376899486
NOL6	ENSG00000165271	836.338356124259	0.583009365103756	0.123323871537909	4.72746563851218	2.273395202297e-06	0.000179058771272443
MYPN	ENSG00000138347	42.963980264666	1.73046439115713	0.367524746905228	4.70842958393589	2.49632571571647e-06	0.000195512791026985
CPA4	ENSG00000128510	1921.3965731058	0.795639746898598	0.170948280735122	4.65427170999989	3.25127834727745e-06	0.000253218276197737
FHL2	ENSG00000115641	2208.45116013792	0.807454999763066	0.17360518854661	4.65109946611002	3.30170024005437e-06	0.000255716683592211
ZC3H6	ENSG00000188177	509.348649698885	-0.581869173166495	0.125504207665039	-4.63625231370297	3.54782862175049e-06	0.000272533135991158
VSNL1	ENSG00000163032	330.033973356467	-0.788030182718903	0.170633995245069	-4.61824844215313	3.86992752440018e-06	0.000293210106617733
SGMS2	ENSG00000164023	1256.03803211662	0.549302718742095	0.11942722773066	4.59947642744348	4.23554114598557e-06	0.000317460640409596
EPN3	ENSG00000049283	445.656254953283	0.62355849287659	0.136075932914813	4.58243040866715	4.59602684624882e-06	0.000339011694516163
NDUFAF8	ENSG00000224877	604.819668074191	0.582582639815649	0.127103256445736	4.58353826728562	4.57173170244869e-06	0.000339011694516163
JMJD4	ENSG00000081692	195.531441799729	0.901159683803011	0.196767889274219	4.57981069536779	4.65396968863705e-06	0.000341478902259416
RUNDC3B	ENSG00000105784	146.757923416817	-0.984150614693261	0.215029808030374	-4.57681018137841	4.72119481366153e-06	0.000344597784802384
SLCO4A1	ENSG00000101187	3328.36989542252	-0.621163043198138	0.1360445810927	-4.56587861279738	4.97406551053527e-06	0.000361163787929022
RCOR2	ENSG00000167771	362.009338654448	-0.787133457274998	0.172972532053242	-4.55062689972483	5.34863173467186e-06	0.000378503934076449
RAP1GAP	ENSG00000076864	747.81590889502	-0.566553018274373	0.124468747154161	-4.55176926921798	5.31966573018527e-06	0.000378503934076449
SDC1	ENSG00000115884	577.470731511898	0.554535539005448	0.121855357492289	4.55076863600796	5.34502967063213e-06	0.000378503934076449
KLK5	ENSG00000167754	67.3795699138172	1.23317628382788	0.271299422156263	4.54544382743871	5.48196161902195e-06	0.000385979933993864
NAA80	ENSG00000243477	327.393040717058	-0.693056576564846	0.15278364578123	-4.53619608971257	5.72779281793864e-06	0.000401262108919008
SNX19	ENSG00000120451	887.443013976828	0.679315596054789	0.149886745496983	4.53219258182147	5.83745933300931e-06	0.000406900102807414
PLXNB3	ENSG00000198753	206.927031799527	0.859829549028743	0.190144413918676	4.52198164178775	6.12633741354792e-06	0.000424911790459062
CBARP	ENSG00000099625	498.740364317221	0.637863748292213	0.141131455547392	4.51964266802319	6.19440932292008e-06	0.000427506239459549
CSRNP2	ENSG00000110925	727.249998845578	0.526931310710588	0.116760885868824	4.51290949695751	6.39443129776798e-06	0.000438662882211765
URB2	ENSG00000135763	566.833711556003	0.621332365836225	0.138054341835603	4.50063618119388	6.77503822276608e-06	0.000456284095959333
DEPP1	ENSG00000165507	345.329989082295	-0.806611473628663	0.179787545338539	-4.48647025081643	7.24128228265181e-06	0.00048301778135143
ZNF48	ENSG00000180035	403.498171772986	0.59102970113869	0.132452141511184	4.46221325223937	8.11174381848812e-06	0.000525980560807176
ZNF37BP	ENSG00000234420	332.035667474657	0.752252538666895	0.168683504194625	4.45955010395655	8.21318722841081e-06	0.000530092792367015
PEG10	ENSG00000242265	247.406250061919	-0.723452329154983	0.162303503809167	-4.45740425915637	8.29580681342327e-06	0.000532957800856838
UPRT	ENSG00000094841	230.506616929782	-0.757008582316735	0.170036626350444	-4.45203247420675	8.50612977162182e-06	0.000543963097000825
KRCC1	ENSG00000172086	105.277829794916	1.16875909541809	0.262825252555572	4.44690563046628	8.71160851356072e-06	0.000554559517294749
ARSD	ENSG00000006756	420.491359814584	0.640781202207151	0.144284247791715	4.4411029756496	8.94989506005373e-06	0.000564572339512258
TMEM200A	ENSG00000164484	677.914737096719	0.654466270736075	0.147521147516238	4.4364233993234	9.14658617034218e-06	0.000571269928529197
PLOD1	ENSG00000083444	10268.9197642697	-0.733716648816992	0.165464641184133	-4.43428060258804	9.23802415259782e-06	0.000572387976494961
TCF7	ENSG00000081059	594.986089721773	0.562021316450947	0.126977546148253	4.42614724807139	9.59310527667434e-06	0.000591758763991668
CA2	ENSG00000104267	417.695347016107	0.602891158792971	0.13625726847385	4.42465319865616	9.65973345108329e-06	0.00059324380635045
VPS9D1-AS1	ENSG00000261373	523.248730069918	0.831794936391257	0.188343845840944	4.41636376637285	1.0037511235911e-05	0.000613740983069455
TCF7L1	ENSG00000152284	579.02240543277	-0.706956403300948	0.160233920488559	-4.41202712350427	1.02407280570342e-05	0.000623432270057268
SLC37A2	ENSG00000134955	131.91718438594	0.995431597095908	0.225978086345808	4.40499171044677	1.05787923145667e-05	0.000635685101971444
RRS1	ENSG00000179041	523.117561534715	0.644630569962532	0.146311909342239	4.40586533837567	1.05362406555426e-05	0.000635685101971444
SERPINB1	ENSG00000021355	2888.20231653287	-0.557152813505319	0.126515299927606	-4.40383743171086	1.06352652806702e-05	0.000636335765140875
KLHL42	ENSG00000087448	852.07739843564	0.632143264711885	0.144296415673721	4.38086602332014	1.18208541225083e-05	0.000701253307752718
SESTD1	ENSG00000187231	448.992112614635	-0.764078987802907	0.174865331945931	-4.36952813516611	1.24515297605458e-05	0.000732433655661472
TMEM145	ENSG00000167619	154.49678442089	-1.10783034951414	0.254502772358311	-4.35292055661554	1.34335839782761e-05	0.000783588260423209
REV3L	ENSG00000009413	1013.80702488367	0.645676257652754	0.148399216300253	4.35094115555415	1.35554430650287e-05	0.000786223140584669
CCNE1	ENSG00000105173	423.674238691745	0.556821090249544	0.128629201507431	4.32888553861834	1.49865793835828e-05	0.000856261898305439
CFAP96	ENSG00000205129	172.407514503216	-1.33406481185589	0.308540507047311	-4.32379146784549	1.53370276895944e-05	0.000871876989362411
TNFRSF21	ENSG00000146072	2323.02922430324	0.710028463419365	0.164258667612112	4.32262402795119	1.54184354675725e-05	0.000871876989362411
AMOT	ENSG00000126016	288.068846975352	-0.674574000193975	0.156071596330566	-4.32220862766853	1.54475013537419e-05	0.000871876989362411
MT1E	ENSG00000169715	3400.56946337863	0.538871301601182	0.124970248790454	4.31199670975084	1.61786842115578e-05	0.000907311596197273
INPP5D	ENSG00000168918	122.593926794289	0.98203369052868	0.228072572213407	4.30579477838218	1.66387257776388e-05	0.000923488045297486
CLCF1	ENSG00000175505	638.701377884251	0.829128285931228	0.192632589177078	4.30419530502728	1.67593770504457e-05	0.000923488045297486
DBP	ENSG00000105516	1225.63858689753	-0.825534560805151	0.191790307129596	-4.30436017940845	1.67469018293717e-05	0.000923488045297486
PI4K2A	ENSG00000155252	940.199332006452	0.555707522952743	0.129043002816289	4.30637470319776	1.65951857913213e-05	0.000923488045297486
