gene	dispersion_estimate
PA14_01020	0.14424728257670197
PA14_01030	0.1752074849004591
PA14_01040	0.14358019788135035
PA14_01060	0.10665296150327438
PA14_01070	0.15346659371661672
PA14_01080	0.1567718243893301
PA14_01100	0.18677471423629674
PA14_01110	0.14125699613561604
PA14_01120	0.05725734980482926
PA14_01130	0.07047164146803464
PA14_01140	0.14910742656478992
PA14_01150	0.18497298009833235
PA14_01160	0.030197206570805556
PA14_01170	0.09898748987995744
PA14_01180	0.09060936841617682
PA14_01190	0.06459790541789154
PA14_01200	0.05844574492682688
PA14_01220	0.04901471854433405
PA14_01230	0.051274999469896
PA14_01240	0.03622566370563245
PA14_01250	0.21316171230322223
PA14_01290	0.4295889765254384
PA14_01300	0.48910297847003614
PA14_01310	0.5571520698020141
PA14_01320	0.2776340071531928
PA14_01330	0.19381755666539605
PA14_01340	0.5643236566464652
PA14_01350	0.630623198372829
PA14_01360	0.7607380586149927
PA14_01380	0.30001976294089955
PA14_01390	0.10804864657514433
PA14_01400	0.03546172517481833
PA14_01410	0.03413596017003112
PA14_01430	0.06194688785806289
PA14_01440	0.08163703114105494
PA14_01460	0.11378571041815962
PA14_01470	0.06894884383699036
PA14_01480	0.07086448268424159
PA14_01490	1.1206708880268317
PA14_01500	0.9524258920790292
PA14_01510	0.17679974621385355
PA14_01520	0.19237426458078277
PA14_01540	0.3218663016444663
PA14_01550	0.09311857437143499
PA14_01560	0.4488262122943285
PA14_01580	0.06502563056068357
PA14_01600	0.03683726592906626
PA14_01610	0.08156515598985281
PA14_01620	0.3172322079614342
PA14_01640	0.21778923107124631
PA14_01660	0.02670999433207528
PA14_01670	0.24229195956820904
PA14_01680	0.43391488635704056
PA14_01690	0.03875559928781018
PA14_01710	3.039364117305684
PA14_01720	5.621060663394287
PA14_01730	0.3232947214720911
PA14_01750	0.09992863262989607
PA14_01760	0.5499275242665302
PA14_01770	0.3140193426283857
PA14_01780	0.84821986289609
PA14_01790	0.007800553322370768
PA14_01800	0.12898843113078617
PA14_01810	0.0359738668265622
PA14_01830	0.014881579862214235
PA14_01840	0.5630964180440048
PA14_01860	0.45710945528812374
PA14_01870	0.26635595886065533
PA14_01890	0.026154108667048353
PA14_01900	4.2490236334202764
PA14_01910	2.6465340819796497
PA14_01930	0.09954439162724187
PA14_01940	0.1940609498212375
PA14_01960	0.19781551293090582
PA14_01970	0.20195125018364865
PA14_01980	0.040979338796148304
PA14_01990	1.0897622169880261
PA14_02020	0.21694617534647642
PA14_02030	0.02747167535794273
PA14_02050	0.04270601041357271
PA14_02060	1.0228294384738765
PA14_02070	0.04724564659702254
PA14_02090	0.056177671490270996
PA14_02100	0.05303133456411112
PA14_02110	0.048550638988170754
PA14_02130	0.18494880753372608
PA14_02140	0.1752142349515432
PA14_02150	0.034724735148951316
PA14_02180	0.2889095848267921
PA14_02190	0.3324837083009708
PA14_02200	0.3243893737007544
PA14_02220	0.3388920774474354
PA14_02230	0.35163518373013275
PA14_02250	0.29648766425181733
PA14_02260	0.2767456783608611
PA14_02270	0.07294078735695916
PA14_02290	0.10702857655646461
PA14_02300	0.18051224062950955
PA14_02310	0.11692663464744812
PA14_02330	0.16833434113240925
PA14_02340	0.17816924180690968
PA14_02360	0.20742030287447805
PA14_02370	0.07200959159165442
PA14_02380	0.04610423695371021
PA14_02390	0.27169119982950496
PA14_02410	0.07536747576993608
PA14_02420	0.0649638154967962
PA14_02435	0.052236433832365724
PA14_02450	0.16406232256383418
PA14_02460	0.17561465062440032
PA14_02470	0.11584527167671434
PA14_02490	0.10071708912533427
PA14_02500	0.16355138711004974
PA14_02510	0.7618343480176916
PA14_02520	0.579146743451878
PA14_02530	0.4561533349038744
PA14_02550	0.23664748890268347
PA14_02560	0.2958075889714446
PA14_02570	0.25972633765647735
PA14_02580	0.1564875043286209
PA14_02590	0.14911001433938215
PA14_02610	0.09108880148775014
PA14_02620	0.055928988360539195
PA14_02630	0.06449453048842446
PA14_02640	0.0442354871698231
PA14_02650	0.032975612668306654
PA14_02660	0.0790995692734896
PA14_02680	0.07708805770938833
PA14_02690	0.12703869068421364
PA14_02700	0.15139935138571783
PA14_02720	0.046089393143186975
PA14_02730	0.042760043347611715
PA14_02740	0.034427762348324474
PA14_02750	0.03434373246847668
PA14_02760	3.464447964965141
PA14_02770	3.653430160727515
PA14_02790	1.7324546044287603
PA14_02810	0.3126140963164474
PA14_02830	0.11643678186703527
PA14_02840	0.08931160774968167
PA14_02850	0.09703710587498744
PA14_02870	0.02196920427399369
PA14_02890	0.037348155919026974
PA14_02900	0.172594440163349
PA14_02910	0.4774173369544483
PA14_02930	0.11732460821493151
PA14_02960	0.11362144313519787
PA14_02970	0.12036775267643948
PA14_02980	0.059001322842741906
PA14_02990	0.12333113051747616
PA14_03000	0.8564159696549039
PA14_03010	0.043686351736311795
PA14_03020	0.12354777547790137
PA14_03030	0.05385928383784998
PA14_03040	0.04245168339743703
PA14_03050	0.43446352890044654
PA14_03070	0.210596653706796
PA14_03080	3.732512531886824
PA14_03090	4.594162641734263
PA14_03100	0.04748465231724291
PA14_03110	0.7500354296727018
PA14_03120	0.02579578752826313
PA14_03130	0.07445602169747913
PA14_03150	0.02435334334516031
PA14_03160	0.07594062818990602
PA14_03163	0.015006394121832524
PA14_03166	0.06993629458395949
PA14_03170	0.10515168845110347
PA14_03190	0.021147763652344914
PA14_03200	0.03754442949245018
PA14_03210	0.056915195711647305
PA14_03220	0.028781823067511786
PA14_03240	0.6399970717631938
PA14_03250	0.09388802261701831
PA14_03265	0.10431785061306827
PA14_03270	0.08138166173237722
PA14_03285	0.044360594758275126
PA14_03300	0.03831339676991608
PA14_03310	0.04554480669719639
PA14_03320	0.024225937626833866
PA14_03330	0.08380642778872784
PA14_03340	0.01229163866004499
PA14_03350	0.03491035788677473
PA14_03360	0.07262864695629705
PA14_03370	0.040382139225383334
PA14_03390	0.022352616447211055
PA14_03400	0.03911263090874926
PA14_03410	0.09019625627112997
PA14_03430	0.029887936384499544
PA14_03450	0.04335962122574501
PA14_03470	0.12153154368049135
PA14_03480	0.09299856279617105
PA14_03490	0.6260430527853681
PA14_03510	0.5988455853352966
PA14_03520	0.5609921353290843
PA14_03530	0.1744726579342777
PA14_03550	1.4728088137946436
PA14_03560	0.7813473731223937
PA14_03580	0.028532258219140773
PA14_03590	0.30131327386623746
PA14_03610	0.08465751027693803
PA14_03620	0.03420750572073143
PA14_03630	0.056809233932499266
PA14_03650	0.36877447984387074
PA14_03670	0.5259623891089756
PA14_03680	0.6086386592653635
PA14_03700	0.6723156149064591
PA14_03710	0.5191835840418585
PA14_03720	0.019070384541307408
PA14_03730	0.12421860130462382
PA14_03760	0.04161482525672377
PA14_03770	0.08087608248098152
PA14_03780	0.03846788707894613
PA14_03790	0.04834279545009763
PA14_03800	0.21334997533454544
PA14_03810	0.039032625189017435
PA14_03830	0.010147408277578273
PA14_03840	0.06455033176486508
PA14_03855	0.33997514923985267
PA14_03860	0.1497769430031328
PA14_03870	0.041104419689250396
PA14_03880	0.04475859862678945
PA14_03900	0.07194242108918249
PA14_03920	0.18195197261384113
PA14_03930	0.03075281626374368
PA14_03940	0.07139775251947046
PA14_03950	0.09393782986048836
PA14_03960	0.058894951640696136
PA14_03980	0.0496467810450788
PA14_04000	0.03485363058175774
PA14_04010	0.07651608017325748
PA14_04020	0.17397784265365193
PA14_04030	0.04152969656496707
PA14_04040	0.08766928437503871
PA14_04050	0.16246662449019622
PA14_04060	0.10045592406461432
PA14_04070	0.012827697111536947
PA14_04080	0.01673981938128107
PA14_04090	0.017054277536273955
PA14_04100	0.5739539671510192
PA14_04110	0.24499791354340572
PA14_04140	0.08976676725268687
PA14_04150	0.07678739867873001
PA14_04160	0.05710355412008218
PA14_04180	0.10388729256947574
PA14_04190	0.05010206052234977
PA14_04210	0.04385995776413556
PA14_04220	0.03825479384888061
PA14_04230	0.03174431424103132
PA14_04240	0.04506666273272087
PA14_04250	0.11799853276942265
PA14_04270	0.029402099542777817
PA14_04290	0.0649104233894961
PA14_04300	0.07006511220182585
PA14_04310	0.07689844871967645
PA14_04320	0.25120900756486364
PA14_04330	0.06074538830284414
PA14_04340	0.03385017619225183
PA14_04350	0.036628534078211164
PA14_04370	0.013633807046302862
PA14_04380	0.055248525906209406
PA14_04390	0.03907035957784161
PA14_04410	0.05456549441538534
PA14_04420	0.02213659846756151
PA14_04430	0.02053135754840681
PA14_04440	0.028359526543720474
PA14_04460	0.07145622951247022
PA14_04480	0.15293727686328407
PA14_04490	0.012234150398114577
PA14_04510	0.023454153879026933
PA14_04520	0.02972604491302495
PA14_04530	0.1388232209457664
PA14_04550	0.12933763454631128
PA14_04560	0.03465512062437049
PA14_04570	0.10254910634396135
PA14_04580	0.054610315487408634
PA14_04590	0.0726034064121283
PA14_04610	0.4254860344104561
PA14_04630	0.318609411660665
PA14_04640	0.1814989475010971
PA14_04650	0.48923837154753524
PA14_04660	0.09600558743824969
PA14_04670	0.08462630310155507
PA14_04680	0.03640648671944577
PA14_04690	0.12056132965394378
PA14_04700	0.025592695275600368
PA14_04710	0.24340287620878626
PA14_04730	0.025055164579367597
PA14_04750	0.028848491082834125
PA14_04760	0.16115651974196027
PA14_04780	0.296893345314841
PA14_04790	0.1868903702520239
PA14_04810	0.20768250510491224
PA14_04820	0.05484303049660078
PA14_04830	0.06152311333753806
PA14_04840	0.02618846880841538
PA14_04860	0.027526486648116324
PA14_04870	0.04148896150491032
PA14_04890	0.07527795599452188
PA14_04900	0.085487131592879
PA14_04910	0.04547016346501401
PA14_04920	0.02164353558924514
PA14_04930	0.14349813643817935
PA14_04940	0.1347353124620116
PA14_04950	0.0569794449936319
PA14_04960	0.05839198431976236
PA14_04970	0.25194721459935976
PA14_04980	0.4020884834412081
PA14_05000	0.4808979691601806
PA14_05010	0.010263694694397358
PA14_05020	0.05795980712903381
PA14_05030	0.12880351457261413
PA14_05040	0.3598089164882208
PA14_05050	0.04889388674024377
PA14_05060	0.057587605059489906
PA14_05070	0.11997205466213091
PA14_05080	0.31822635470620775
PA14_05110	0.27134186281281697
PA14_05130	0.06031139743033655
PA14_05150	0.0353141622067854
PA14_05160	0.03056692945606718
PA14_05180	0.024585409079137872
PA14_05190	0.04890751688792161
PA14_05200	0.026264346745120775
PA14_05210	0.06863857924269864
PA14_05220	0.2491837445500018
PA14_05230	0.2578644055450844
PA14_05250	0.10578914341318685
PA14_05260	0.11311093285255226
PA14_05270	0.18683727073839537
PA14_05280	0.08890951965082682
PA14_05290	0.09702032643157531
PA14_05300	0.12017351839445116
PA14_05310	0.025194188518723373
PA14_05320	0.18976617278130362
PA14_05330	0.22162375952301278
PA14_05340	0.1877539861900939
PA14_05360	0.2395606907821017
PA14_05380	0.12201325827542872
PA14_05390	0.14732618273923087
PA14_05400	0.11873409002123492
PA14_05410	0.10303120103866234
PA14_05420	0.13160364869887609
PA14_05430	0.03430299310578978
PA14_05440	0.049183901952850675
PA14_05450	0.09390964226215039
PA14_05460	0.1258157521714434
PA14_05480	0.11250525778574895
PA14_05500	0.04114465713361457
PA14_05510	1.1116134591577709
PA14_05520	0.14112850055755677
PA14_05530	0.0337768767300008
PA14_05540	0.035073697806160896
PA14_05550	0.09004105860498067
PA14_05560	0.1344857379542905
PA14_05580	0.04480503195059834
PA14_05590	0.0521323547347983
PA14_05600	0.05664417308879098
PA14_05620	0.039521773022902724
PA14_05630	2.2924446332201875
PA14_05640	1.9677322587149555
PA14_05650	1.8248717702168809
PA14_05660	0.2682372628005932
PA14_05690	0.06364205351648497
PA14_05700	0.15640721516645914
PA14_05740	0.15292377489410885
PA14_05750	0.016823488811813905
PA14_05770	0.07228719358399932
PA14_05790	0.04633642452903549
PA14_05810	0.018737310394315053
PA14_05820	0.0271942781586548
PA14_05840	0.05605545905689546
PA14_05850	0.2856567444045096
PA14_05860	2.336271285271383
PA14_05870	1.6718832039872022
PA14_05880	0.18687396406355164
PA14_05890	0.12422708012925025
PA14_05910	0.031392416003466955
PA14_05920	0.022471465287628868
PA14_05950	0.032052098340152116
PA14_05960	0.09156656131903619
PA14_05970	0.1574976882770381
PA14_05990	0.023724812413386993
PA14_06000	0.12274297719258935
PA14_06010	0.09044909653479967
PA14_06030	0.024604114647267413
PA14_06040	0.11565284708515941
PA14_06060	0.0383010459693402
PA14_06070	0.024519548040059243
PA14_06080	0.09115821211960988
PA14_06090	0.5446622712939171
PA14_06120	0.1116722093632427
PA14_06130	0.09035270302186564
PA14_06150	0.03632698971085973
PA14_06160	0.30099413125715
PA14_06170	0.3053701025253211
PA14_06180	0.36869523639215784
PA14_06190	0.044860280779067285
PA14_06200	0.2877872060645157
PA14_06210	0.019789252613810017
PA14_06230	0.08946109107914733
PA14_06240	0.7545408750584278
PA14_06250	0.43109511993782806
PA14_06260	0.14665894485442804
PA14_06270	0.07868299359657313
PA14_06280	0.08076365515649375
PA14_06290	0.17936414189234787
PA14_06300	0.1205170974700531
PA14_06310	0.1173624043371691
PA14_06320	0.23461491612919347
PA14_06330	0.010728915089142217
PA14_06340	0.038031324882382554
PA14_06350	0.08233613372519094
PA14_06360	0.28261679930254285
PA14_06390	0.17504988402544883
PA14_06400	0.3935215554133868
PA14_06420	0.047317221151569784
PA14_06430	0.10288085949362542
PA14_06450	0.07577902034062087
PA14_06460	0.04890029248839679
PA14_06480	0.056942275448974386
PA14_06500	0.40820270895719535
PA14_06510	0.11583220590541103
PA14_06530	0.10028072359783448
PA14_06540	0.10935257660028753
PA14_06570	0.14443198975584018
PA14_06580	0.03479351036069015
PA14_06600	0.1934965020655112
PA14_06620	0.02118844178068803
PA14_06640	0.16939624101655482
PA14_06650	2.266546671457189
PA14_06660	3.1129126730901926
PA14_06670	2.6803739769867803
PA14_06680	2.5248301575503307
PA14_06690	2.527784946621402
PA14_06700	2.891022214014008
PA14_06710	2.789977083978852
PA14_06720	2.88018451654989
PA14_06730	3.51739212542504
PA14_06740	4.080171333104918
PA14_06750	4.036255184893099
PA14_06770	2.5886134741146534
PA14_06790	5.381455681812252
PA14_06800	4.46544590381459
PA14_06810	6.566544939526553
PA14_06830	6.638033519705248
PA14_06840	6.058958066761117
PA14_06860	4.0152274613736125
PA14_06870	0.3205263518419217
PA14_06880	0.07202671820392949
PA14_06890	1.3387367632213891
PA14_06900	1.0416603264310165
PA14_06920	0.8717695844288149
PA14_06930	0.26469270721434307
PA14_06950	0.023234618012011248
PA14_06960	0.033565424699529
PA14_06970	0.055896717104469834
PA14_06980	0.09021877368144302
PA14_06990	0.10226099836595787
PA14_07000	0.07301198723925363
PA14_07010	0.05592373738008689
PA14_07020	0.2092892657243898
PA14_07030	0.3309137672984196
PA14_07040	0.11269641924502168
PA14_07050	0.11862164986299092
PA14_07060	0.01888665928202789
PA14_07070	1.1705730850955818
PA14_07090	0.1839588200304907
PA14_07110	0.28774343927541146
PA14_07130	0.13326488697119027
PA14_07140	0.031036771555077027
PA14_07150	0.034661815241501304
PA14_07170	0.11529436065863134
PA14_07190	0.07074391277778908
PA14_07200	0.22049712749755615
PA14_07210	0.20197260490418936
PA14_07230	0.039344021676870226
PA14_07240	0.02174842033408661
PA14_07260	0.04972430013513587
PA14_07280	0.026187350710463703
PA14_07290	0.04335104903873885
PA14_07300	0.025476081988810385
PA14_07310	0.07159405891685322
PA14_07330	0.3298806926645602
PA14_07340	0.05014826636619349
PA14_07355	0.08254155997662721
PA14_07360	0.021809657249633123
PA14_07370	0.32589811914644307
PA14_07380	0.15448495261825193
PA14_07400	0.05900039007426968
PA14_07410	0.05071219305651
PA14_07420	0.06963197840696644
PA14_07430	0.4982577919834124
PA14_07440	0.0980086302269048
PA14_07450	0.06674800068107566
PA14_07470	0.08565272753966233
PA14_07480	0.2403544796719787
PA14_07500	0.16901499878250265
PA14_07520	0.12124291875471309
PA14_07530	0.08019089395069276
PA14_07550	0.5550164142219786
PA14_07560	0.5064377494284344
PA14_07570	0.11173961394437555
PA14_07580	0.01468181110080081
PA14_07590	0.0636314418326298
PA14_07600	0.06324905755162008
PA14_07620	0.04674631850160204
PA14_07630	0.22870929181756125
PA14_07650	0.14812916029166656
PA14_07660	0.17338986023904554
PA14_07680	0.23798164015904835
PA14_07690	0.028367492388160966
PA14_07700	0.013627575933873736
PA14_07710	0.041581775799419414
PA14_07730	0.11458875057501845
PA14_07740	0.0699974347626259
PA14_07760	0.09842154241441999
PA14_07770	0.12931253640138762
PA14_07780	0.02720036566929957
PA14_07790	0.05305973597019851
PA14_07800	0.03727585077458031
PA14_07810	0.015386687728942198
PA14_07820	0.012660613753312462
PA14_07840	0.020226756946274186
PA14_07850	0.10434849728126933
PA14_07860	0.19244405878254836
PA14_07870	0.29959343375565983
PA14_07890	0.17165603288752856
PA14_07900	0.12336381072455667
PA14_07910	0.6008244898195673
PA14_07930	0.1796058645232059
PA14_07940	0.06148778557180882
PA14_07950	0.18577767338948403
PA14_07960	0.07107947231239878
PA14_07970	0.2073010327991636
PA14_07980	0.24228821751850835
PA14_07990	0.1577829929852613
PA14_08000	0.079216097538196
PA14_08010	0.17035094589243502
PA14_08020	0.17299562209687153
PA14_08030	0.1264850317108796
PA14_08040	0.12803461138886219
PA14_08050	0.1293711330734636
PA14_08060	0.12407173396271154
PA14_08070	0.13849377375851443
PA14_08090	0.12779296947165408
PA14_08100	0.12498855672583625
PA14_08120	0.125033624769628
PA14_08130	0.11519297856380228
PA14_08140	0.1163216833632813
PA14_08150	0.13068796653162526
PA14_08160	0.128042148162559
PA14_08180	0.10709564914615717
PA14_08190	0.0963780852780808
PA14_08210	0.16417128254779273
PA14_08220	0.21564080922015408
PA14_08230	0.13395060746588575
PA14_08240	0.1437264740758631
PA14_08250	0.12972803762674434
PA14_08260	0.14408480217719383
PA14_08270	0.11409068228167112
PA14_08280	0.12534257900108384
PA14_08300	0.10186863891514919
PA14_08310	0.040650595856754713
PA14_08320	0.03724949551142774
PA14_08330	0.034214024141583206
PA14_08340	0.10246137389487214
PA14_08350	0.0333584665711403
PA14_08360	0.033867043202012885
PA14_08370	0.03434121469521794
PA14_08380	0.03651582542302607
PA14_08390	0.29713184398160203
PA14_08400	0.12788594916278354
PA14_08420	0.054161437630888216
PA14_08430	0.013036125936162024
PA14_08440	0.012972287549730545
PA14_08450	0.13028198477133432
PA14_08460	0.16391663157709974
PA14_08470	0.06424682635967052
PA14_08480	0.034131041707687014
PA14_08490	0.04169131679325936
PA14_08500	0.04827128340822843
PA14_08510	0.25349206374734656
PA14_08520	0.025673395397162107
PA14_08540	0.05341923712454519
PA14_08560	0.0743258594079513
PA14_08570	0.41590027500499455
PA14_08580	0.1607124343769476
PA14_08590	0.22041909881533756
PA14_08600	0.513424956552107
PA14_08610	0.2559739391630058
PA14_08620	0.08622134746809354
PA14_08630	0.052047317477389825
PA14_08640	0.07196298065013977
PA14_08650	0.272918783778599
PA14_08660	0.11378549058630455
PA14_08670	0.14606120064191208
PA14_08680	0.19948894606011006
PA14_08690	0.1663631716832728
PA14_08695	0.11883359964972619
PA14_08710	0.19947102117283189
PA14_08720	0.22301263464871965
PA14_08730	0.1838067076846527
PA14_08740	0.23455618113883056
PA14_08750	0.16681434060353564
PA14_08760	0.11460185128769207
PA14_08780	0.07712418442725508
PA14_08790	0.28077138813157315
PA14_08810	0.2713457811308807
PA14_08820	0.20480513941200876
PA14_08830	0.14422317296034265
PA14_08840	0.37168298300008257
PA14_08850	0.38074767196268594
PA14_08860	0.3690355906020443
PA14_08870	0.37052851903666123
PA14_08880	0.30318364490802246
PA14_08890	0.27138196099465267
PA14_08900	0.2572565664556833
PA14_08910	0.2382650886643635
PA14_08920	0.2109391874069239
PA14_08930	0.20803504258288424
PA14_08940	0.2387672068085157
PA14_08950	0.20053350273054474
PA14_08960	0.2201532113619436
PA14_08970	0.20925783270839407
PA14_08980	0.17078861649979832
PA14_08990	0.27667975385988314
PA14_09000	0.30004433178028045
PA14_09010	0.2802105782599208
PA14_09020	0.2049867608460824
PA14_09030	0.22250717811857568
PA14_09040	0.1957876808941425
PA14_09050	0.17461842612713052
PA14_09070	0.16203393976096325
PA14_09080	0.25802923563125507
PA14_09090	0.29352629763826193
PA14_09100	0.23765846801319038
PA14_09115	0.19877871712870882
PA14_09130	0.20627093362599833
PA14_09150	5.200046202679899
PA14_09160	0.35262378266195515
PA14_09180	0.10752604356267707
PA14_09195	0.17013796053508495
PA14_09200	0.06485500234434881
PA14_09210	1.2166413579518502
PA14_09220	1.196293410023061
PA14_09230	1.1957290143258277
PA14_09240	1.017608994750578
PA14_09260	0.6778111439615735
PA14_09270	1.0461755128080024
PA14_09280	1.1650010122595245
PA14_09290	1.1996506727367608
PA14_09300	1.101196232474459
PA14_09320	0.997658229248833
PA14_09340	0.6630437318532826
PA14_09350	1.07556835288012
PA14_09370	0.9303923265354902
PA14_09380	0.6369982575207791
PA14_09400	1.7923364821989352
PA14_09410	2.056596202279225
PA14_09420	2.2975782268606966
PA14_09440	2.6690667721185504
PA14_09450	2.8938258912641976
PA14_09460	2.646213560612575
PA14_09470	3.3764770249438567
PA14_09480	3.1827707542699675
PA14_09490	1.8962891675317977
PA14_09500	1.6249221229103923
PA14_09520	1.7350789540819647
PA14_09530	1.648422224560556
PA14_09540	1.5236582117445165
PA14_09550	0.08646568757790676
PA14_09570	0.056984210706788475
PA14_09580	0.08090949225000996
PA14_09600	0.049790792889018394
PA14_09610	0.057562472972714544
PA14_09630	0.08049042023617307
PA14_09660	0.13601276122774697
PA14_09680	0.13535649838584454
PA14_09690	0.0483130678996507
PA14_09700	0.3384735549225598
PA14_09710	0.13940677712975075
PA14_09730	0.2848154813044817
PA14_09740	0.8968069219153428
PA14_09750	0.29151469485868836
PA14_09760	1.2006035024937385
PA14_09770	0.19174581053613943
PA14_09780	0.0977170178805121
PA14_09790	0.02064426472089118
PA14_09810	0.022236087496892123
PA14_09820	0.026390320755821147
PA14_09850	0.020163681172327502
PA14_09870	0.1462132931060755
PA14_09880	0.7654842919462652
PA14_09890	0.04827612635669947
PA14_09900	1.8066326045479943
PA14_09910	0.3920816104310091
PA14_09920	0.9437667347253288
PA14_09930	0.22990389424689112
PA14_09940	0.1747207446806412
PA14_09950	0.5185273414688026
PA14_09960	0.054030934254983475
PA14_09970	1.0304181366848288
PA14_09980	0.4821414161635661
PA14_09990	0.21977220999890387
PA14_10010	0.07294390863722516
PA14_10020	0.13329475183798808
PA14_10040	0.13416630772096114
PA14_10050	0.0566372005876882
PA14_10070	0.029244106911525364
PA14_10080	0.03364367161004172
PA14_10090	0.019955237719068528
PA14_10110	0.04295234141820028
PA14_10120	0.04642222968721077
PA14_10130	0.0742926492927824
PA14_10140	0.4113462389783843
PA14_10160	0.6977660129847267
PA14_10170	0.510049344858968
PA14_10180	0.4309048351568672
PA14_10190	0.052063857386611165
PA14_10200	0.8288973934608408
PA14_10210	1.4662259653652534
PA14_10220	0.17715370896715726
PA14_10230	0.03250715945122126
PA14_10240	0.057676680526217654
PA14_10250	0.027563669307179094
PA14_10260	0.04878066861334718
PA14_10270	0.03284818696468662
PA14_10280	0.06182331938382467
PA14_10290	0.02031843836780512
PA14_10300	0.16049169484740242
PA14_10320	0.09700229150094193
PA14_10330	0.8911348095761066
PA14_10340	0.7886196507892178
PA14_10350	1.4264841150048488
PA14_10360	2.0627976241552983
PA14_10370	1.8202673437968178
PA14_10380	2.155381031665164
PA14_10420	1.0017902108767747
PA14_10440	0.20496786214269683
PA14_10470	0.34366592073947594
PA14_10480	0.570500014520023
PA14_10490	1.4929370783729723
PA14_10500	1.7963548091588373
PA14_10530	0.9764656450146205
PA14_10540	1.6062850378731768
PA14_10550	0.7809799670612942
PA14_10560	0.8982102201246822
PA14_10570	0.7730054506721946
PA14_10590	0.5906086367377371
PA14_10600	0.40696407432151144
PA14_10610	0.12272400850893028
PA14_10620	0.273013174053539
PA14_10630	0.36527480603795726
PA14_10640	0.6208721451770252
PA14_10650	0.5950955614611827
PA14_10660	0.141071746402659
PA14_10670	0.03947536085852891
PA14_10680	0.05428964013067641
PA14_10700	0.5204024508377694
PA14_10710	0.3245133628519388
PA14_10730	0.20974322768174022
PA14_10740	0.03386397979525196
PA14_10750	0.26357844251989604
PA14_10770	0.1188183724790054
PA14_10780	0.07282254058850286
PA14_10790	0.04603524315825701
PA14_10800	0.0727304010151212
PA14_10820	0.0684699516161924
PA14_10830	0.018173120457190273
PA14_10840	0.016616030936746937
PA14_10850	0.019324027296296273
PA14_10870	0.04754788759991483
PA14_10890	0.13410661654594622
PA14_10900	0.22341916190845887
PA14_10910	0.22689181174726553
PA14_10920	0.09828011124525074
PA14_10940	0.09227655069638999
PA14_10950	0.4646702431114519
PA14_10960	0.04734188468649922
PA14_10970	0.04170731466859288
PA14_10980	0.01564919691081355
PA14_10990	0.20683882676405654
PA14_11000	0.19374558775788203
PA14_11010	0.4821097286941448
PA14_11020	0.11947846832271558
PA14_11030	0.1104475254620783
PA14_11050	0.28632395950574707
PA14_11060	0.06385128817751476
PA14_11070	0.2029793646192542
PA14_11080	0.1744433542821436
PA14_11090	0.15003766670375054
PA14_11100	0.16396248270820396
PA14_11110	0.2605828334007497
PA14_11120	0.3251805716804536
