TraesCS1A03G0547600	root_hair	TraesCS1A03G0547600	4.65	3.97	17.2	4.29	6.62	3.62	3.04	12.39	689.23	4.26
TraesCS1A03G0554500	cortex	TraesCS1A03G0554500	448.42	50.61	235.63	101.6	35.52	108.74	30.09	151.51	270.98	72.6
TraesCS1A03G0554700	cortex	TraesCS1A03G0554700	415.99	14.68	21.24	115.05	17.94	14.5	11.96	5.72	35.58	40.81
TraesCS1A03G0644100	root_cap	TraesCS1A03G0644100	41.51	12.78	68.52	31.67	17.76	16.92	5.18	187.72	54.9	20.53
TraesCS1A03G0647000	phloem	TraesCS1A03G0647000	1.08	0.69	0.67	0.86	6.97	1317.01	0.89	14.29	0.94	1.25
TraesCS1A03G0676100	cortex	TraesCS1A03G0676100	373.61	107.62	108.17	98.36	54.85	108.74	25.53	499.32	123.24	120.16
TraesCS1A03G0676100	root_cap	TraesCS1A03G0676100	373.61	107.62	108.17	98.36	54.85	108.74	25.53	499.32	123.24	120.16
TraesCS1A03G0676300	cortex	TraesCS1A03G0676300	603.87	121.78	155.82	93.4	120.16	134.12	39.02	303.02	153.63	213.54
TraesCS1A03G0676400	cortex	TraesCS1A03G0676400	528.74	162.89	139.51	117.82	102.05	91.83	46.52	248.71	131.01	175.24
TraesCS1A03G0723300	meristems	TraesCS1A03G0723300	56.75	26.26	125.15	851.26	43.88	206.61	20.53	65.75	43.12	65.84
TraesCS1A03G0730300	meristems	TraesCS1A03G0730300	35.57	19.52	63.51	508.01	41.62	122.03	22.86	33.35	21.91	34.55
TraesCS1A03G0730400	meristems	TraesCS1A03G0730400	38.7	28.67	70.02	646.34	34.13	129.28	19.73	59.08	28.51	62.34
TraesCS1A03G0810300	epidermis	TraesCS1A03G0810300	22.81	41.46	229.35	56.57	20.37	13.29	11.61	46.69	20.26	118.91
TraesCS1A03G0810500	epidermis	TraesCS1A03G0810500	12.22	14.86	128.36	19.27	6.97	6.04	6.52	11.43	9.9	54.83
TraesCS1A03G0817100	cortex	TraesCS1A03G0817100	402.69	10.36	14.06	44.36	8.88	2.42	7.05	5.72	22.86	32.54
TraesCS1A03G0824700	meristems	TraesCS1A03G0824700	98.81	95.35	29.1	66.21	132.52	35.04	169.9	44.79	68.81	49.32
TraesCS1A03G0853600	meristems	TraesCS1A03G0853600	4.43	2.76	21.32	5.63	9.23	3.62	6.87	0.95	26.63	5.51
TraesCS1A03G0879000	meristems	TraesCS1A03G0879000	14.38	11.4	50.42	488.17	20.9	211.45	11.34	20.96	16.49	24.28
TraesCS1A03G0906900	phloem	TraesCS1A03G0906900	0.54	0.17	0.3	1.34	0.17	1298.88	0.09	0.0	0.24	0.25
TraesCS1B03G0050600	provascular	TraesCS1B03G0050600	21.4	49.4	18.78	49.61	30.47	32.62	282.49	71.47	15.79	77.86
TraesCS1B03G0051800	provascular	TraesCS1B03G0051800	204.43	214.54	65.98	379.41	361.52	419.27	1145.66	222.98	131.72	285.89
TraesCS1B03G0053600	provascular	TraesCS1B03G0053600	174.7	346.17	52.21	238.88	293.6	354.02	713.71	222.98	84.36	157.22
TraesCS1B03G0058000	root_cap	TraesCS1B03G0058000	0.22	0.69	0.15	0.38	0.52	0.0	0.18	226.79	0.47	0.5
TraesCS1B03G0066500	xylem	TraesCS1B03G0066500	0.43	0.17	2.39	2.77	0.87	0.0	0.54	65.75	2.36	146.7
TraesCS1B03G0087800	cortex	TraesCS1B03G0087800	108.21	5.87	11.97	16.98	7.66	27.79	3.21	37.16	7.3	22.03
TraesCS1B03G0109700	meristems	TraesCS1B03G0109700	83.46	40.77	141.9	968.99	74.71	374.56	56.16	68.61	75.17	118.16
TraesCS1B03G0109800	xylem	TraesCS1B03G0109800	64.75	110.21	117.52	86.62	612.1	381.81	242.31	379.25	215.14	1060.2
TraesCS1B03G0155900	endodermis	TraesCS1B03G0155900	70.38	431.33	43.39	44.17	54.85	26.58	21.78	103.87	55.37	69.85
TraesCS1B03G0187300	pericycle	TraesCS1B03G0187300	6.92	8.46	2.17	7.16	185.46	6.04	8.3	2.86	7.3	5.51
TraesCS1B03G0257400	root_hair	TraesCS1B03G0257400	4.0	3.63	39.5	3.82	4.18	1.21	2.86	13.34	243.41	2.75
TraesCS1B03G0325900	xylem	TraesCS1B03G0325900	1.19	1.21	1.72	1.05	1.04	2.42	1.43	32.4	2.12	146.2
TraesCS1B03G0361800	provascular	TraesCS1B03G0361800	62.48	200.9	39.87	56.95	389.73	41.08	285.43	123.88	136.2	149.2
TraesCS1B03G0368500	root_cap	TraesCS1B03G0368500	63.78	18.48	61.49	5.82	20.72	1.21	3.21	240.13	53.96	12.52
TraesCS1B03G0397800	xylem	TraesCS1B03G0397800	28.0	34.38	55.5	19.94	43.54	227.15	53.3	116.25	142.8	309.92
TraesCS1B03G0616100	meristems	TraesCS1B03G0616100	2.05	2.07	5.24	3.24	9.23	4.83	3.84	0.0	9.19	0.5
TraesCS1B03G0625200	provascular	TraesCS1B03G0625200	19.57	56.49	19.0	56.48	371.09	49.54	204.99	61.94	31.1	97.88
TraesCS1B03G0625200	pericycle	TraesCS1B03G0625200	19.57	56.49	19.0	56.48	371.09	49.54	204.99	61.94	31.1	97.88
TraesCS1B03G0637100	root_hair	TraesCS1B03G0637100	1.19	1.55	7.33	1.72	1.92	4.83	1.07	4.76	211.13	2.0
TraesCS1B03G0645400	cortex	TraesCS1B03G0645400	208.97	21.94	85.43	40.35	16.2	22.96	12.32	83.86	164.71	35.05
TraesCS1B03G0645800	cortex	TraesCS1B03G0645800	449.5	59.42	149.46	80.61	40.75	153.45	34.55	110.54	371.6	88.87
TraesCS1B03G0646400	cortex	TraesCS1B03G0646400	749.27	28.33	46.45	229.92	38.83	24.17	25.0	11.43	93.08	69.34
TraesCS1B03G0651500	epidermis	TraesCS1B03G0651500	58.16	26.08	354.57	21.37	31.87	54.37	18.84	262.05	521.23	133.43
TraesCS1B03G0651500	root_hair	TraesCS1B03G0651500	58.16	26.08	354.57	21.37	31.87	54.37	18.84	262.05	521.23	133.43
TraesCS1B03G0733300	phloem	TraesCS1B03G0733300	0.32	0.0	1.8	0.67	1.04	1354.46	0.45	27.63	0.47	26.54
TraesCS1B03G0767000	root_hair	TraesCS1B03G0767000	7.24	4.15	50.42	3.91	6.27	7.25	3.3	14.29	200.76	9.76
TraesCS1B03G0767900	cortex	TraesCS1B03G0767900	177.62	34.38	46.6	27.38	40.92	44.71	10.09	119.11	57.02	49.57
TraesCS1B03G0768600	cortex	TraesCS1B03G0768600	650.14	75.66	114.9	188.99	103.44	163.12	42.77	194.39	115.46	128.43
TraesCS1B03G0774200	provascular	TraesCS1B03G0774200	52.75	52.51	11.89	56.1	74.53	26.58	152.76	27.63	15.79	44.31
TraesCS1B03G0825800	meristems	TraesCS1B03G0825800	110.27	44.57	189.93	1208.35	68.09	263.4	40.8	62.89	82.24	64.59
TraesCS1B03G0834200	meristems	TraesCS1B03G0834200	37.4	39.04	71.59	572.02	36.92	167.95	31.87	54.32	31.58	50.32
TraesCS1B03G0879500	meristems	TraesCS1B03G0879500	1.41	1.9	2.92	0.86	3.13	0.0	1.07	0.95	3.53	0.0
TraesCS1B03G0906900	endodermis	TraesCS1B03G0906900	13.62	200.55	10.62	11.45	5.75	2.42	3.3	1.91	8.01	3.76
TraesCS1B03G0907000	endodermis	TraesCS1B03G0907000	20.43	206.6	7.26	12.59	5.4	4.83	3.39	2.86	9.43	11.27
TraesCS1B03G0907800	endodermis	TraesCS1B03G0907800	67.46	201.41	14.74	28.24	18.98	27.79	74.37	28.59	23.33	19.28
TraesCS1B03G0921900LC	xylem	TraesCS1B03G0921900LC	36.76	212.82	51.24	22.71	57.29	21.75	66.87	158.18	49.01	335.96
TraesCS1B03G0987400	meristems	TraesCS1B03G0987400	11.35	10.19	37.25	15.74	18.63	12.08	11.07	1.91	42.65	17.02
TraesCS1B03G1025200	meristems	TraesCS1B03G1025200	12.86	6.56	50.27	418.05	15.15	86.99	6.7	13.34	13.43	14.02
TraesCS1B03G1026700	meristems	TraesCS1B03G1026700	24.32	12.96	68.45	548.08	28.56	213.86	19.02	15.25	16.73	26.79
TraesCS1B03G1035400	meristems	TraesCS1B03G1035400	43.57	16.76	94.33	742.12	38.31	189.7	18.93	17.15	37.23	56.83
TraesCS1B03G1036300	provascular	TraesCS1B03G1036300	34.49	106.93	51.69	46.17	248.32	30.21	355.16	323.03	123.47	70.85
TraesCS1B03G1040000	epidermis	TraesCS1B03G1040000	14.27	10.36	198.16	10.02	22.99	50.75	10.8	93.38	61.03	70.6
TraesCS1B03G1049800	meristems	TraesCS1B03G1049800	18.59	18.83	62.98	441.23	20.2	217.49	16.96	21.92	17.2	23.28
TraesCS1B03G1166600	epidermis	TraesCS1B03G1166600	165.4	42.67	231.97	42.84	36.22	117.2	22.95	129.59	376.31	70.85
TraesCS1B03G1236400	pericycle	TraesCS1B03G1236400	9.84	15.72	3.07	3.15	186.16	0.0	1.87	4.76	13.43	4.51
TraesCS1D03G0042100	provascular	TraesCS1D03G0042100	816.51	1363.09	193.52	680.88	886.72	391.48	1858.92	360.2	285.35	668.16
TraesCS1D03G0043400	root_cap	TraesCS1D03G0043400	0.22	0.0	0.37	0.19	0.35	2.42	0.27	303.02	0.0	0.25
TraesCS1D03G0049400	xylem	TraesCS1D03G0049400	4.97	4.84	17.65	16.5	11.84	3.62	4.91	300.16	16.26	1152.08
TraesCS1D03G0049400	root_cap	TraesCS1D03G0049400	4.97	4.84	17.65	16.5	11.84	3.62	4.91	300.16	16.26	1152.08
TraesCS1D03G0080500	meristems	TraesCS1D03G0080500	25.51	17.79	99.86	658.27	31.0	250.11	20.0	19.06	28.51	60.33
TraesCS1D03G0080700	meristems	TraesCS1D03G0080700	37.3	21.94	121.41	779.62	50.5	329.86	36.96	30.49	29.22	65.09
TraesCS1D03G0080800	xylem	TraesCS1D03G0080800	4.43	5.7	19.3	7.73	28.04	200.57	15.18	130.55	37.94	359.24
TraesCS1D03G0105400	endodermis	TraesCS1D03G0105400	41.3	373.29	26.93	23.85	27.69	13.29	9.2	136.26	41.47	35.55
TraesCS1D03G0186800	xylem	TraesCS1D03G0186800	3.78	5.87	5.24	5.34	14.28	44.71	31.16	124.83	4.01	210.54
TraesCS1D03G0244200	meristems	TraesCS1D03G0244200	28.43	15.89	14.21	19.27	26.64	100.29	5.71	33.35	36.52	10.26
TraesCS1D03G0271100	provascular	TraesCS1D03G0271100	78.27	253.06	61.41	67.35	548.19	53.16	383.37	236.32	182.62	220.8
TraesCS1D03G0349000	phloem	TraesCS1D03G0349000	0.22	0.0	0.75	0.29	0.0	699.58	0.45	0.0	1.18	0.25
TraesCS1D03G0371000	xylem	TraesCS1D03G0371000	1.08	0.17	3.14	0.76	1.74	0.0	0.89	35.26	3.3	140.44
TraesCS1D03G0402900	xylem	TraesCS1D03G0402900	1.19	1.21	1.94	19.84	2.44	1.21	5.98	22.87	2.83	141.94
TraesCS1D03G0486300	root_cap	TraesCS1D03G0486300	63.57	59.6	104.88	44.27	70.35	65.25	17.77	338.28	65.04	107.4
TraesCS1D03G0508400	meristems	TraesCS1D03G0508400	2.16	1.73	4.19	1.91	6.97	0.0	2.14	0.0	5.89	1.25
TraesCS1D03G0516200	provascular	TraesCS1D03G0516200	32.65	74.11	28.5	71.74	345.67	54.37	218.47	87.67	29.45	85.87
TraesCS1D03G0516200	pericycle	TraesCS1D03G0516200	32.65	74.11	28.5	71.74	345.67	54.37	218.47	87.67	29.45	85.87
TraesCS1D03G0523600	phloem	TraesCS1D03G0523600	3.24	1.38	10.17	8.87	16.37	953.32	82.41	2.86	4.01	8.01
TraesCS1D03G0527600	root_hair	TraesCS1D03G0527600	6.05	3.45	27.38	4.67	9.23	7.25	4.11	18.11	699.37	3.5
TraesCS1D03G0534300	cortex	TraesCS1D03G0534300	736.19	97.43	500.96	226.58	81.67	212.65	57.14	345.9	604.88	176.74
TraesCS1D03G0534600	cortex	TraesCS1D03G0534600	203.99	9.67	10.02	57.91	7.49	6.04	4.55	2.86	21.44	12.02
TraesCS1D03G0534700	cortex	TraesCS1D03G0534700	528.2	27.81	118.56	80.23	22.99	27.79	17.77	56.22	116.4	30.29
TraesCS1D03G0538300	epidermis	TraesCS1D03G0538300	71.67	20.73	325.55	27.76	41.27	86.99	16.7	348.76	482.82	145.7
TraesCS1D03G0538300	root_cap	TraesCS1D03G0538300	71.67	20.73	325.55	27.76	41.27	86.99	16.7	348.76	482.82	145.7
TraesCS1D03G0605000	phloem	TraesCS1D03G0605000	0.76	0.0	0.45	0.19	0.7	1402.79	0.27	6.67	0.24	1.0
TraesCS1D03G0633000	epidermis	TraesCS1D03G0633000	96.75	104.68	220.15	312.92	99.26	137.74	195.17	154.37	79.88	82.86
TraesCS1D03G0640700	cortex	TraesCS1D03G0640700	344.75	88.27	132.48	136.9	94.91	111.16	45.44	222.03	163.53	138.94
TraesCS1D03G0687000	meristems	TraesCS1D03G0687000	68.97	25.22	142.73	889.8	39.88	262.19	25.8	43.83	70.93	86.62
TraesCS1D03G0735800	meristems	TraesCS1D03G0735800	1.62	0.86	3.89	1.53	7.66	0.0	2.5	0.0	4.71	1.0
TraesCS1D03G0759800	xylem	TraesCS1D03G0759800	110.27	139.23	109.44	90.34	169.44	89.41	167.76	228.7	136.9	703.21
TraesCS1D03G0780000	epidermis	TraesCS1D03G0780000	15.89	29.71	144.0	39.97	8.36	16.92	7.23	20.96	11.07	45.06
TraesCS1D03G0787300	cortex	TraesCS1D03G0787300	864.51	23.15	28.72	91.58	26.99	21.75	13.84	8.58	50.9	44.56
TraesCS1D03G0787400	cortex	TraesCS1D03G0787400	624.41	18.31	26.11	89.39	20.2	24.17	15.53	14.29	37.23	43.56
TraesCS1D03G0793500	meristems	TraesCS1D03G0793500	61.51	62.7	18.1	41.98	107.27	9.67	112.05	19.06	45.71	67.84
TraesCS1D03G0823500	meristems	TraesCS1D03G0823500	8.65	6.91	23.19	6.39	9.4	12.08	8.93	9.53	28.04	4.76
TraesCS1D03G0852900	meristems	TraesCS1D03G0852900	29.84	16.76	78.24	716.46	40.4	169.16	17.77	16.2	25.21	33.55
TraesCS1D03G0853100	meristems	TraesCS1D03G0853100	40.65	19.87	92.76	666.57	39.7	225.95	24.37	54.32	30.16	45.81
TraesCS1D03G0884600	phloem	TraesCS1D03G0884600	0.65	0.0	0.07	1.05	0.52	1584.03	0.62	0.0	0.47	0.25
TraesCS1D03G1000900	pericycle	TraesCS1D03G1000900	5.41	14.51	5.01	2.77	245.89	1.21	4.82	4.76	11.78	5.76
TraesCS2A03G0038300	epidermis	TraesCS2A03G0038300	45.84	28.5	339.83	37.3	49.11	124.45	33.03	169.62	142.32	85.37
TraesCS2A03G0073200	provascular	TraesCS2A03G0073200	11.89	19.17	17.43	33.29	92.29	70.08	185.44	134.36	20.03	54.57
TraesCS2A03G0073400	phloem	TraesCS2A03G0073400	4.22	0.69	8.0	2.86	4.53	2278.79	1.61	11.43	9.9	10.76
TraesCS2A03G0132400	meristems	TraesCS2A03G0132400	1.95	1.73	4.79	3.63	3.31	1.21	4.2	0.0	8.72	0.25
TraesCS2A03G0235500	root_hair	TraesCS2A03G0235500	3.35	2.07	9.65	1.81	3.13	2.42	0.8	12.39	240.82	2.25
TraesCS2A03G0296100	epidermis	TraesCS2A03G0296100	12.54	9.67	155.07	8.78	9.23	3.62	6.25	8.58	319.29	3.5
TraesCS2A03G0303700	epidermis	TraesCS2A03G0303700	44.65	25.22	220.67	12.59	9.4	111.16	12.5	107.68	90.48	52.32
TraesCS2A03G0309100LC	epidermis	TraesCS2A03G0309100LC	6.16	6.91	124.1	6.77	8.01	19.33	3.66	28.59	17.2	20.03
TraesCS2A03G0309200	epidermis	TraesCS2A03G0309200	8.0	10.02	215.81	16.6	14.28	24.17	4.29	24.78	21.21	25.79
TraesCS2A03G0312800	pericycle	TraesCS2A03G0312800	76.32	117.46	89.91	43.69	724.95	43.5	51.6	76.23	53.72	129.43
TraesCS2A03G0363200	xylem	TraesCS2A03G0363200	32.0	11.06	36.58	19.75	9.93	13.29	18.39	44.79	43.59	408.06
TraesCS2A03G0412800	provascular	TraesCS2A03G0412800	58.7	115.39	40.02	84.91	339.23	68.87	447.48	221.07	46.66	191.76
TraesCS2A03G0462100	root_hair	TraesCS2A03G0462100	5.3	4.15	58.2	8.2	11.49	3.62	4.46	20.96	533.24	6.76
TraesCS2A03G0508300	root_hair	TraesCS2A03G0508300	2.49	2.07	13.02	1.81	5.57	3.62	1.96	7.62	336.02	2.0
TraesCS2A03G0730800	xylem	TraesCS2A03G0730800	1.84	2.25	7.63	4.67	3.13	1.21	3.75	76.23	4.24	294.9
TraesCS2A03G0734000	xylem	TraesCS2A03G0734000	0.22	0.52	2.39	0.95	0.52	1.21	0.54	73.37	2.36	111.65
TraesCS2A03G0749000	endodermis	TraesCS2A03G0749000	7.68	366.04	10.92	24.8	10.8	4.83	5.09	5.72	25.21	39.3
TraesCS2A03G0858200	epidermis	TraesCS2A03G0858200	32.54	14.68	206.31	17.74	26.47	68.87	11.87	103.87	136.2	79.61
TraesCS2A03G0863000	meristems	TraesCS2A03G0863000	9.19	8.12	31.12	23.18	38.66	36.25	32.14	0.95	67.16	5.26
TraesCS2A03G0920600	endodermis	TraesCS2A03G0920600	28.0	220.07	22.74	20.13	23.68	13.29	28.3	66.7	51.6	53.57
TraesCS2A03G0948500	meristems	TraesCS2A03G0948500	35.13	15.55	98.14	779.81	31.17	332.27	32.86	17.15	32.28	27.29
TraesCS2A03G0988000	cortex	TraesCS2A03G0988000	269.83	7.26	8.45	41.69	11.67	1.21	5.0	4.76	11.55	15.77
TraesCS2A03G1006000	endodermis	TraesCS2A03G1006000	50.92	488.51	43.01	43.03	184.24	61.62	17.32	204.87	70.93	43.31
TraesCS2A03G1032300	root_cap	TraesCS2A03G1032300	0.11	0.17	0.07	0.0	0.0	1.21	0.0	283.01	0.0	0.0
TraesCS2A03G1051500	meristems	TraesCS2A03G1051500	8.11	9.67	23.86	27.48	25.42	58.0	13.57	1.91	15.08	10.51
TraesCS2A03G1058900	pericycle	TraesCS2A03G1058900	13.62	9.85	6.81	6.39	240.84	8.46	12.5	2.86	15.08	8.51
TraesCS2A03G1162700	root_hair	TraesCS2A03G1162700	1.95	1.04	8.15	2.1	5.75	1.21	1.79	8.58	256.84	0.75
TraesCS2A03G1211600	provascular	TraesCS2A03G1211600	42.92	94.83	21.99	36.63	69.83	25.37	129.46	46.69	18.38	74.6
TraesCS2A03G1281500	root_hair	TraesCS2A03G1281500	1.84	1.38	7.03	0.76	3.48	1.21	1.34	5.72	193.46	0.5
TraesCS2A03G1334500	endodermis	TraesCS2A03G1334500	51.13	201.76	17.73	42.17	35.18	16.92	23.03	47.65	25.21	15.02
TraesCS2A03G1334600	epidermis	TraesCS2A03G1334600	18.92	11.23	137.19	8.87	14.11	42.29	10.27	65.75	39.12	50.57
TraesCS2B03G0056900	epidermis	TraesCS2B03G0056900	66.05	19.69	185.96	46.08	26.47	66.45	12.5	92.43	55.14	50.57
TraesCS2B03G0107600	provascular	TraesCS2B03G0107600	9.62	17.27	12.42	30.72	37.96	41.08	164.28	61.94	12.49	49.32
TraesCS2B03G0108200	phloem	TraesCS2B03G0108200	5.84	2.42	6.21	6.58	26.3	2827.34	18.93	19.06	3.06	12.77
TraesCS2B03G0423100	endodermis	TraesCS2B03G0423100	22.16	360.51	17.8	33.77	16.89	15.71	46.78	18.11	9.66	26.29
TraesCS2B03G0423400	epidermis	TraesCS2B03G0423400	35.35	18.48	242.81	16.03	13.93	50.75	10.36	81.0	228.33	45.31
TraesCS2B03G0426600LC	epidermis	TraesCS2B03G0426600LC	4.11	5.7	81.39	5.15	8.36	14.5	2.23	19.06	12.96	12.27
TraesCS2B03G0426800	epidermis	TraesCS2B03G0426800	4.32	5.87	115.12	8.3	10.27	14.5	2.86	8.58	13.67	13.02
TraesCS2B03G0426900	epidermis	TraesCS2B03G0426900	7.46	6.39	111.61	10.3	8.53	4.83	3.3	8.58	22.39	11.77
TraesCS2B03G0431200	pericycle	TraesCS2B03G0431200	194.8	353.94	232.79	91.87	1333.04	201.78	89.46	294.45	163.77	268.37
TraesCS2B03G0484900	xylem	TraesCS2B03G0484900	7.46	1.04	5.76	5.63	2.61	13.29	7.86	75.28	8.25	482.16
TraesCS2B03G0543100	provascular	TraesCS2B03G0543100	16.97	27.47	15.78	25.28	98.91	18.12	142.67	98.15	13.43	33.3
TraesCS2B03G0559500	cortex	TraesCS2B03G0559500	175.45	71.17	63.96	77.08	43.54	12.08	24.64	61.94	72.1	84.12
TraesCS2B03G0582100	root_hair	TraesCS2B03G0582100	4.32	5.7	51.32	4.58	9.93	0.0	5.09	20.96	490.59	5.01
TraesCS2B03G0611400	root_hair	TraesCS2B03G0611400	1.95	1.38	13.17	0.76	2.96	1.21	1.7	3.81	255.43	1.25
TraesCS2B03G0731200	epidermis	TraesCS2B03G0731200	72.86	30.75	184.99	30.05	32.39	55.58	13.84	200.11	142.32	85.87
TraesCS2B03G0806600	xylem	TraesCS2B03G0806600	0.76	0.52	5.83	1.53	4.18	1.21	1.52	53.36	4.01	167.98
TraesCS2B03G0825500	endodermis	TraesCS2B03G0825500	4.97	209.88	4.26	10.11	11.32	2.42	3.12	3.81	20.26	5.26
TraesCS2B03G0955500	meristems	TraesCS2B03G0955500	7.46	5.18	20.57	20.23	28.04	15.71	21.7	0.95	63.62	2.5
TraesCS2B03G1009100	endodermis	TraesCS2B03G1009100	41.4	190.19	25.06	16.31	16.2	8.46	12.32	32.4	40.53	25.79
TraesCS2B03G1047100	meristems	TraesCS2B03G1047100	42.92	24.87	135.77	1097.59	57.64	414.43	41.34	33.35	36.05	41.31
TraesCS2B03G1083100	epidermis	TraesCS2B03G1083100	413.5	116.6	431.09	93.68	77.32	89.41	44.82	171.52	574.01	175.49
TraesCS2B03G1096500	cortex	TraesCS2B03G1096500	181.18	8.46	6.66	25.66	5.75	3.62	3.66	0.95	12.49	15.02
TraesCS2B03G1117600	pericycle	TraesCS2B03G1117600	15.57	46.64	16.31	6.58	261.04	19.33	5.89	19.06	14.85	10.26
TraesCS2B03G1153200	root_cap	TraesCS2B03G1153200	0.22	0.0	0.22	0.1	0.17	0.0	0.62	167.71	0.24	0.0
TraesCS2B03G1176500	meristems	TraesCS2B03G1176500	10.49	9.67	23.04	29.77	22.46	29.0	10.98	6.67	13.67	13.52
TraesCS2B03G1183500	pericycle	TraesCS2B03G1183500	8.11	4.66	10.25	4.39	292.73	15.71	10.8	1.91	10.13	4.51
TraesCS2B03G1214600	root_cap	TraesCS2B03G1214600	0.0	0.35	0.37	0.1	0.17	0.0	0.27	136.26	0.0	0.0
TraesCS2B03G1307900	provascular	TraesCS2B03G1307900	496.42	1028.15	489.67	500.38	647.8	344.36	1358.77	463.11	512.98	1063.71
TraesCS2B03G1319000	root_hair	TraesCS2B03G1319000	3.14	3.45	19.07	2.0	5.05	2.42	2.32	9.53	326.35	1.25
TraesCS2B03G1341500	epidermis	TraesCS2B03G1341500	106.92	25.39	163.3	18.41	25.77	55.58	14.11	139.12	114.99	58.08
TraesCS2B03G1381600	provascular	TraesCS2B03G1381600	41.3	102.78	26.56	37.97	75.05	25.37	138.56	61.94	23.8	81.61
TraesCS2B03G1383800LC	cortex	TraesCS2B03G1383800LC	2226.52	433.23	149.23	1084.23	164.56	45.91	135.71	42.88	255.9	198.52
TraesCS2B03G1390400	provascular	TraesCS2B03G1390400	17.95	12.78	17.65	27.38	31.69	22.96	193.47	70.51	9.9	17.77
TraesCS2B03G1399100	root_cap	TraesCS2B03G1399100	0.11	1.21	2.02	0.29	1.39	0.0	0.54	117.21	1.41	85.12
TraesCS2B03G1468700	root_hair	TraesCS2B03G1468700	1.19	0.69	5.01	0.57	1.92	7.25	1.25	8.58	153.63	0.75
TraesCS2B03G1501600	cortex	TraesCS2B03G1501600	653.71	84.82	193.89	236.69	148.54	166.74	49.1	158.18	138.32	96.38
TraesCS2B03G1534500	epidermis	TraesCS2B03G1534500	1.73	2.59	61.41	5.53	4.18	18.12	2.5	6.67	7.07	12.27
TraesCS2B03G1536600	meristems	TraesCS2B03G1536600	28.0	12.44	21.17	31.39	20.55	54.37	7.23	17.15	38.41	10.76
TraesCS2B03G1538800	endodermis	TraesCS2B03G1538800	24.65	136.46	11.37	24.52	12.36	12.08	19.73	12.39	15.32	11.02
TraesCS2B03G1540200	epidermis	TraesCS2B03G1540200	26.49	19.52	204.14	30.91	28.56	30.21	30.09	33.35	39.12	50.57
TraesCS2B03G1540400	epidermis	TraesCS2B03G1540400	4.97	2.94	60.74	9.16	4.7	15.71	1.87	2.86	4.24	13.52
TraesCS2D03G0039600	epidermis	TraesCS2D03G0039600	57.3	21.25	258.67	26.14	28.21	113.58	13.21	121.97	80.59	66.59
TraesCS2D03G0068400	provascular	TraesCS2D03G0068400	7.78	11.57	9.28	22.99	24.73	29.0	112.05	79.09	8.25	24.03
TraesCS2D03G0068900	phloem	TraesCS2D03G0068900	5.19	0.52	2.47	4.2	7.84	2325.91	3.57	5.72	2.59	3.76
TraesCS2D03G0129500	meristems	TraesCS2D03G0129500	4.54	3.45	7.18	6.3	11.14	12.08	11.79	0.0	14.61	1.25
TraesCS2D03G0314000	root_hair	TraesCS2D03G0314000	77.84	42.32	91.41	13.74	73.84	15.71	22.32	33.35	713.03	57.08
TraesCS2D03G0321300	endodermis	TraesCS2D03G0321300	37.4	646.57	24.69	52.57	41.1	19.33	54.82	29.54	22.39	59.08
TraesCS2D03G0321600	epidermis	TraesCS2D03G0321600	19.03	13.3	151.63	9.16	6.97	82.16	8.93	27.63	125.59	15.02
