gene	log2_fold_change	p_value	fdr
BOD1L1	0.006093084803827051	0.9520437693768573	0.9737760565672757
PSMA4	-0.3496287843987195	0.016198118097723802	0.1151597550330712
AP2S1	-0.21224498892628701	0.10752202604635756	0.32928794915455173
DCUN1D1	-0.2599322180858987	0.1570542539270089	0.40584182434303023
TPR	0.16286426848897503	0.3085470042722286	0.5786268623425389
RSF1	-0.09591862019271609	0.41666347511784996	0.6705091283146482
CELF2	0.12902546986050456	0.3110738269555319	0.5818383491092344
ARID1B	0.03163956811976308	0.8273131521821965	0.9317644849406593
CYBA	-0.31229695858948975	0.006686635066015885	0.06544658568038836
FOXN3	0.45214065376463164	0.0023878784078903955	0.0379142027208375
THRAP3	-0.3005887817306339	0.03447992454757159	0.17472273822155956
ARID4B	-0.0051070988852379845	0.967060359931452	0.9839862034421099
SZRD1	-0.1346268298314272	0.3483852475167837	0.614774565307631
TAB2	0.2654658203292113	0.044788376230573426	0.20063507722096996
KMT2C	0.19984968448384546	0.024193756667007342	0.1452641944418214
PITHD1	0.204274285543934	0.3252450399423984	0.5966305033089696
ATP11B	0.3122745609736671	0.01896041979865487	0.12602065066175724
PPP1R12A	-0.05268774860643118	0.6818037138793656	0.8622101833040826
TARBP1	0.2878730273692202	0.04199390039729757	0.1948353365835657
SLC2A3	0.17008217012483423	0.3675938014788842	0.6246034985889721
YBX3	0.10113976744003757	0.6104668010112551	0.805500515831102
WNK1	0.07970059952901783	0.48216569556125266	0.7229955707838721
GPBP1	-0.02215239787901715	0.8465388747165956	0.9317644849406593
VMP1	-0.32467312880175675	0.17759101300861113	0.43272281753576525
EIF4B	0.09210880973045814	0.38766237913249546	0.6419114018312121
RPL18	-0.13148529618484925	0.3470084936907588	0.613706853321899
EPN1	0.09185239529683359	0.5648880141372158	0.7829765294309832
TAF2	0.5242005103131716	3.7079145991758594e-05	0.0033116312263889395
CNN2	-0.3011838293397307	0.05280785819221245	0.21881934605685302
GNAI3	-0.02872228560706643	0.8080370338293292	0.9202618796341056
PKN2	0.3269366936275611	0.0247664053369223	0.14640318184555765
PDIA5	0.4481380317614522	0.04407986352152685	0.19933583851981607
NDUFB4	-0.2847899574495706	0.03248768883491624	0.16998694078940316
SPEN	0.2420864724911519	0.10698121045795031	0.32928794915455173
ZC3H15	-0.2970917061350496	0.01283620022255639	0.09915097361098962
SLK	0.008848969965301474	0.959579062203713	0.9780588301634137
CYB5R4	0.19801219162067502	0.1551287834510877	0.402321291382222
FAM107B	-0.0475288265255611	0.7568059809525489	0.9021196464189655
YBX1	-0.3481995196810082	0.0022117364793870025	0.03675083057027938
PPP2R5A	0.00613261584607611	0.9698191237605136	0.9842837555779643
ELAVL1	0.03197361694300447	0.8386465384490912	0.9317644849406593
SP100	-0.18718769689930317	0.29232997969744556	0.5629912951316034
KLF6	-0.3051614480437299	0.22136417772524197	0.4800142791644473
TRAM1	-0.12432884542620819	0.299561720866214	0.5684909682839573
RHOA	-0.1356518902738247	0.2964783046052145	0.5674555195908441
ROCK1	-0.014649785458951941	0.8858971762627283	0.9519522626911262
MEF2A	-0.09202634098674396	0.5866626512191409	0.7914117498446914
OTUD5	0.3552986186240152	0.01433280105291589	0.10612213836589018
GRIPAP1	0.26387656513413976	0.07768309187126875	0.27141598602455513
PRR11	0.5451923277099666	0.0005951254384856547	0.01884344178997863
KIF2A	-0.2251330737942415	0.13572118771227112	0.3744123112757441
RASGRP2	-0.3026552996297048	0.0683439141668966	0.2511496065485726
PSME4	-0.07398303318560069	0.683666642786623	0.8638016202847784
GNB5	0.3033243533326013	0.05846896030855455	0.23080702840034378
RAB27A	-0.36792446294306796	0.07443772743976575	0.2652656172354744
UFD1	-0.777025169949021	3.1280172635655203e-06	0.0005587420837043911
DAPP1	-0.08476807012382986	0.6288503117581549	0.8229185856249115
PABPC1	0.1385661736872278	0.195359490686838	0.4569046026047324
CDC42	-0.09623099712410864	0.29713553946057547	0.5674555195908441
MAP4K4	0.12330660006585711	0.3914373033839931	0.6459167511959886
MGAT4A	0.3301865015857072	0.01015730459378128	0.08438830386345028
RPL31	0.0232835269880048	0.8318067461066474	0.9317644849406593
WDR1	-0.03571019660306812	0.8087699039952555	0.9202618796341056
FAM50A	-0.08623395190653117	0.5473619775333257	0.7744359068268539
PRKACA	0.4516479851893582	0.002456135257596805	0.038123969550029224
ACTN1	0.3061057372800215	0.06843372093303277	0.2511496065485726
PTPN18	0.012614032375614386	0.9432638202288873	0.9737760565672757
AFF4	0.10001111716688674	0.3639303464749416	0.6241913956456882
CHFR	0.19222605897365816	0.2010560059123332	0.45900914920571667
STK10	0.361165024585107	0.000625988571360146	0.01884344178997863
AP1M1	0.0872814401704606	0.5765894468054482	0.7906095695253627
KDM5A	-0.13509597948758365	0.3332615762345076	0.6018109089234056
NCBP3	0.021790591828460396	0.8755047481503496	0.9485187908315766
MGLL	-0.6195451021476405	0.031759188198405605	0.16871330831048928
ZZEF1	0.02211712525559704	0.8996297182832212	0.9570887218570828
ENO1	-0.3735638205985878	0.007001259063347018	0.06614560280893544
EIF4G3	-0.1336859615974583	0.3733445360549391	0.6284015269114269
MARK3	-0.1320618623187754	0.39746499415463765	0.6513503172557077
SLC25A3	-0.42346917730964684	0.0009930339273264744	0.023650758035825534
ACTB	-0.2974249593783607	0.02699642517769592	0.15431156631570989
RAB7A	-0.09468183253188801	0.42686942787696014	0.6755220514243366
MLH1	0.37887770942111604	0.0011238333227375588	0.0254913939395551
ANKRD13A	-0.02364595078909199	0.8806696577447939	0.950354492669789
ICAM3	0.03996642783554864	0.7659179602334341	0.9030501362818293
STXBP2	-0.340834723592924	0.22519433540789258	0.48537361281731295
NFKB2	0.500241632840411	0.004313905011387355	0.05052926443666009
USP33	0.21551181048362275	0.1258865988528341	0.36341808032464634
CAPZB	-0.1342692334621693	0.18991645861651985	0.4485795361372014
ACER3	-0.03102421987275892	0.8719097044530928	0.9474973138125244
PIK3C3	0.3248759346690966	0.03142886803253003	0.16820918508796037
PPP2R5C	0.29807892663644947	0.014199501143145717	0.10601885569695486
GNB1	-0.030915682685909454	0.8138075726204148	0.9236942186454112
NRDC	-0.32488544231656813	0.011291554416976555	0.09064961383067134
PCM1	-0.08915045185825307	0.46354022669949047	0.7084481111802908
MYH7B	0.10199196462681628	0.6352048113146589	0.8255302604594726
XRCC5	-0.10452019278278213	0.4735212341173374	0.7175629305977467
SAR1A	0.28610085337918173	0.035338002023975454	0.17676409221243658
OPHN1	0.589392448867422	0.0001759003822855165	0.009309690603185298
DNM2	-0.16502037698293892	0.2743093314136996	0.5421687891980315
RAB21	-0.0038068843036637022	0.9793091844356507	0.9898946070902973
SMARCA2	0.06848498084544319	0.7423554732767561	0.8978257993702694
HSP90AA1	0.05937205092728572	0.8459955203052263	0.9317644849406593
PTPRC	0.0701815009091428	0.5824278335855964	0.7906095695253627
STK17B	-0.09219320245078769	0.5123182806376866	0.744763807763229
GSK3B	-0.10433297861811482	0.5560804435153408	0.7790577978268843
KAT6A	0.059863030446978424	0.6873394422500334	0.8653547589019739
TUT7	0.030491406064592618	0.8313255840955593	0.9317644849406593
CYLD	0.21799866254326425	0.07750213173444523	0.27141598602455513
RPS5	-0.1414050061003304	0.3195055191733418	0.5906512120293732
CHMP2B	-0.10055310907674957	0.4342166626171635	0.6837675137952919
SMAP2	-0.294449543040155	0.06954686902796617	0.25352672408409094
APLP2	-0.014439711263443716	0.9270553850354815	0.9676860081926245
WBP11	-0.16009002788140292	0.19826938744347533	0.45845785543159584
EIF3I	-0.18627174578293415	0.14539045911031795	0.3876174740086648
NCOA1	0.2587377401607869	0.08311623943880683	0.2848105912655752
CD82	0.32251790103178235	0.017195305682958406	0.11870575758911867
ATRX	-0.04337253748948223	0.7512147114509	0.8992334060640998
EPS15	0.1147368419184478	0.3598386610931118	0.6210259018140782
DNAJA1	0.6281499859611982	0.006619093802828552	0.06523231064994484
B4GALT1	0.029151516947983167	0.8489554649354363	0.9317644849406593
CHMP5	-0.5564652593744402	0.0053338345276294635	0.057308643157763184
EIF2AK1	-0.2668917916747545	0.08623211254326969	0.2872393678888867
TMED2	-0.10817086892548344	0.3610620520475861	0.6216357498506031
ZFAND6	-0.22341063628281332	0.1265408854667073	0.3642143935439668
PPP1R15A	0.5613060094253065	0.013673449407695777	0.10393276172126205
FTL	-0.19222805356635278	0.05705124239005249	0.22709254979215882
BAX	-0.2824807133162324	0.038792602037874054	0.18886386069777572
UIMC1	0.054752970725354067	0.7585129155252672	0.9021196464189655
ADD1	-0.14746803561323463	0.2607138610145555	0.5269591335074962
SF3B2	-0.08756128876125385	0.4023521304090666	0.6570985078337784
GNAS	-0.14481510340514397	0.1766639870677129	0.4322822560269893
FKBP1A	-0.21871433857862485	0.06698562590058244	0.2493795811580103
MAVS	0.06391272284396234	0.803956317513562	0.9202618796341056
DYNLL1	-0.2266280095937508	0.30263819016293736	0.5705408624575693
RPL6	-0.16135336699300085	0.202785677298563	0.4592404641198836
P2RX7	0.656509200466797	0.0005098123650000818	0.017325090531703696
ANAPC5	0.27946331236974886	0.15238109042244602	0.3992783047676448
FUS	0.08300255543916679	0.43196249582964763	0.6813183295149741
IGBP1	-0.19752798391631748	0.1848160849917484	0.4429205552964262
FXYD5	-0.21753876975502548	0.16153352437380852	0.4150874083783554
MLF2	0.12881354643590212	0.3244249827208444	0.5966305033089696
ARHGAP4	-0.0503779776158417	0.7147141766931276	0.8844843586231305
GPATCH2L	0.2922461543206197	0.08370920107175757	0.2848105912655752
PAPOLA	0.02367639185516237	0.8336134419934221	0.9317644849406593
YPEL3	-0.017587083909800766	0.8904243409315489	0.9528020288067433
NUDC	-0.16638805118551936	0.2341566080686739	0.49737780487612404
GNPTG	0.33149562597460164	0.034052996790224346	0.17379190147582352
OSBPL8	-0.17271360081289466	0.1490468650462097	0.3936931056396186
TXNL1	-0.5361288333775552	0.00025691965781111356	0.012091381690575014
CMTM6	-0.12552070504308652	0.3272562299223273	0.5991421591210572
CDV3	-0.2977215465513761	0.016687650031978297	0.11747119160441866
SCFD1	-0.10442917737906539	0.37953365281604035	0.6350744612109153
HECTD1	-0.056703721917744934	0.6613493374041213	0.844564971537524
HNRNPC	0.012774634799973743	0.9112050440722441	0.9615370279174613
SNAP23	-0.02797499781483752	0.8485607100894639	0.9317644849406593
MYL6	-0.0714086007167529	0.5812982918346108	0.7906095695253627
RFFL	0.09367334177641609	0.6035091321052399	0.8015005109464571
MFSD11	0.22738194720608385	0.14275382831793654	0.38388836777035773
LRRFIP2	-0.08037547140930976	0.6462486190857261	0.8312234713532877
WAC	-0.06397861669661559	0.5653904831432335	0.7829765294309832
HSP90AB1	0.03201698934396686	0.8395437208556487	0.9317644849406593
HNRNPH3	-0.21924991459645593	0.08039149918888934	0.278833622186706
SH3GLB1	-0.13265373662265498	0.3464742764568892	0.613706853321899
RAB18	-0.05080325904158664	0.698752311152083	0.8758921514353742
MYO9B	0.030251184593482378	0.8175481238119459	0.9248549539287134
KCNK6	0.31844307881638373	0.0636165280064353	0.24372122927934595
CIRBP	0.19216739869516147	0.03259371712826904	0.16998694078940316
ATP5F1D	0.003850236147193686	0.9747748537920615	0.9879101177793305
HNRNPM	0.00196840754262451	0.986525049561669	0.9927776731152288
POLR2E	0.10960375464971377	0.40857911186462337	0.664231570938051
MKNK2	0.0930365245191209	0.6871346100771565	0.8653547589019739
SF3A1	0.09661121821067452	0.49977800615007406	0.7377921185831156
MAPK1	0.06471359804281528	0.6377784517475562	0.8255302604594726
GRK3	-0.3239443434834907	0.13247287940506386	0.37113989967380384
TRIOBP	0.1571373478163158	0.30128385866161067	0.5694902566500551
DDX17	0.1637074004292229	0.19516870572230638	0.4569046026047324
JOSD1	0.2539960182746694	0.13669379765594053	0.37527853709788045
FBXO7	-0.16176840587921681	0.34662346589995074	0.613706853321899
CYB5R3	0.010487986481683163	0.9540260695991706	0.9737760565672757
THOC5	0.5175739959120381	0.002099565277307956	0.03640913366774795
TSPO	-0.6320565747256237	0.010889960247373438	0.08791950956777765
RPL3	-0.0005533379666005977	0.9970746854816918	0.9981531353970292
APOL1	0.3038198145360915	0.0329285361871592	0.17110864804163817
MYH9	-0.08031827554559176	0.48697934137810295	0.7284016229690201
TNRC6B	0.1192644880310871	0.5157511406218134	0.745205642010689
ST13	-0.08908344626317383	0.5369022309124812	0.7634162069392395
RBX1	-0.42548874986954904	0.003376145481372082	0.044227972882064794
EP300	0.21182603389491356	0.10720766742996621	0.32928794915455173
DESI1	-0.16043044215826832	0.3501306006755317	0.6148646063854453
SOS2	0.0857307881832632	0.5614423231227696	0.7819698632967231
NIN	0.016404333704542515	0.9159982954696007	0.9625222092766014
ATP6V1D	0.3773952259747384	0.002303163772639782	0.03698001158541852
DHRS7	-0.24917432763143776	0.06988155607890265	0.2540247659610034
PPM1A	-0.0891105757763345	0.5212740185004519	0.7516655624996424
HIF1A	-0.10372205470604154	0.502651058172509	0.7394258577423665
SRSF5	0.016441014056432907	0.8780633355707566	0.950354492669789
EIF5	0.1695345572755139	0.2991331889979214	0.5684326157952523
MTHFD1	0.16141234803169155	0.26198693351919056	0.5287843615804002
VRK1	0.17998968146899794	0.28503058347571075	0.5511537401977925
YY1	-0.0015077901082877476	0.985811206363274	0.992758431214319
TRIP11	0.057649123564582475	0.7399159195304239	0.897629353095957
PABPN1	-0.138157398637293	0.3404332428900051	0.6080988801122715
PSMA6	-0.16186262752727132	0.25017790402110796	0.51709586489047
NFKBIA	0.6633743328338416	0.015526244240775507	0.11319899500034795
SEC23A	0.11634065976255818	0.46334496775330336	0.7084481111802908
RAB5IF	-0.3114632394610848	0.033460123856351526	0.17268665497430516
STK4	0.015520774565672142	0.8879275400567611	0.9521201390464077
CTSZ	-0.335352905618048	0.06854327960387915	0.2511496065485726
PSMA7	-0.37024699478406736	0.009654116520998367	0.08310682234040159
CSNK2A1	0.08469180103100606	0.5247791713031749	0.7529211202733302
CDS2	0.030433214679393326	0.8578560704366834	0.9350696603005497
MAPRE1	-0.23265862359829934	0.0921969744955932	0.29820207991210734
CHMP4B	-0.0032239354493176164	0.9794530400779172	0.9898946070902973
VAPA	-0.14996368374114621	0.14770484340655146	0.3923238312787398
LPIN2	0.1663732885630537	0.4098829693629652	0.6643049074773194
SMCHD1	0.2495724306943543	0.05298215096967889	0.21881934605685302
MYL12A	-0.35219865379863874	0.05752911375309929	0.22835862098105247
ANKRD12	-0.062236529467091635	0.40966099913280785	0.6643049074773194
RIOK3	-0.1753548757743838	0.21006305436261818	0.46684308660059315
MID1	0.4602773574095946	0.013652505034455344	0.10393276172126205
XIAP	-0.07898863944295714	0.635994481773333	0.8255302604594726
STAG2	-0.13420156313104553	0.3010517413479238	0.5694902566500551
PLP2	-0.377453843832927	0.031680271611528796	0.16871330831048928
EMD	0.027599400440140705	0.8505477529856785	0.9320803213316984
PGK1	-0.13382717110191256	0.2644150266899521	0.5299425990742518
SMS	-0.26656186865816955	0.08605175805221803	0.2872393678888867
RBM3	0.32308656512231254	0.0013481286713922396	0.028753371215216574
STK24	-0.08403475592761742	0.5068550236049315	0.7407602725876776
SLC25A15	-0.06506447531533276	0.8101395693349929	0.9202618796341056
DGKH	-0.3312561862717761	0.24275372066194034	0.5064161559502376
INTS6	0.36534356856845884	0.07244420318616104	0.259455554769484
CORO1A	-0.3767070305259168	0.03385804825540878	0.17361311949189784
PHKB	0.22759655228299278	0.12535898011973912	0.36303645946129803
NFAT5	-0.05755477469044948	0.7183293849282115	0.886084806233668
CTCF	-0.14749703854842822	0.34002125188432386	0.6080988801122715
SETD6	0.35578540427725275	0.03909299330379212	0.18886386069777572
CMC2	-0.2062420023513266	0.2977961246572314	0.5674555195908441
COTL1	-0.0729562388394022	0.6413213608121654	0.8277964589834866
TSC2	0.3243176447862317	0.044387289784428095	0.2000928615203399
STUB1	-0.21673599903193191	0.08103781710270927	0.2803947715248706
GSPT1	-0.2228517934191378	0.12902736281176316	0.3680241546068055
ELOB	-0.08322051841307677	0.503235676211913	0.7394258577423665
CSK	-0.3030657659667277	0.06359360686802143	0.24372122927934595
HERC1	0.03954189300000885	0.7995242138746956	0.9190271281539704
RAB11A	-0.37064586434772806	0.01687796229969909	0.11765174695741462
ZNF106	-0.2688438601146512	0.08762636308140932	0.29052917133024114
BLOC1S6	0.2790723665168738	0.0008506156303700897	0.021325083084190493
PLAT	0.4881375952508114	0.003501568650138268	0.044955996548193745
STK3	0.45234429041367996	0.015621097529999895	0.11322225335314706
RAB2A	-0.04790085362940174	0.7148911366058193	0.8844843586231305
ERICH1	-0.1608113536440811	0.2427408371599269	0.5064161559502376
ASAH1	-0.02253093402663364	0.8952555728708119	0.9553892345635636
BNIP3L	0.021333813124244753	0.8484570829703042	0.9317644849406593
CD37	-0.16247215427242515	0.12993196226067652	0.36924688555012736
OAZ1	-0.06156658631250761	0.5426642811272446	0.7685503049859589
C19orf53	-0.29727952782030176	0.014639856389677942	0.10783688031365866
FAM32A	-0.2968568856487303	0.09692366422672209	0.30612549364451097
PPP6R1	-0.19872557968511007	0.22648154750374838	0.4857839072082322
RPS16	-0.10499244570747551	0.3789526355774845	0.6348456227904166
HNRNPUL1	0.23013503611779831	0.04946901725045841	0.2141362330983213
TGFB1	0.04781979315062424	0.7038656964881946	0.876564605643675
RPS19	-0.2808888384591302	0.02499816401001824	0.14640318184555765
CDC37	-0.14405777498551497	0.259911695255832	0.5260818874229235
NAPA	0.07853920569520406	0.6846289696864443	0.8641339851073234
RABAC1	-0.36531350376605176	0.004382789008866912	0.05091874385098226
CYTH2	0.031441485022979575	0.8437406025564114	0.9317644849406593
CARD8	-0.052952230640355175	0.7902711335443123	0.9155508940300775
RPL18A	-0.12741231820573196	0.28211336547485943	0.5499863564305241
COPE	-0.304942153390077	0.08869438567137443	0.2920375048949172
USF2	0.07684350859207675	0.6911180606840693	0.8678450867465158
FKBP8	-0.008593923422553416	0.9513431267942999	0.9737760565672757
NAMPT	0.4627327569773176	0.16273228801377126	0.4152579278065699
MTPN	0.07241856516548681	0.6074145705331923	0.8029559863940164
ZC3HAV1	0.08564503527336749	0.5937145505411628	0.7966367067824617
OGDH	-0.26966734988061325	0.22280393561115108	0.48118625985846725
H2AZ2	-0.17046056089687922	0.2047612753097846	0.4622493877056591
DNAJB6	-0.026609561041260228	0.8404164802218311	0.9317644849406593
TAX1BP1	-0.11831446537587373	0.17585038814268106	0.4322822560269893
CHCHD2	-0.36052207608338527	0.003404532552153343	0.044227972882064794
PDAP1	-0.2414781802945863	0.08700748305210436	0.28914812391036543
BUD31	-0.24470750764887647	0.10931688299624673	0.3330785198329138
C1GALT1	0.16117982620442514	0.32301420142478043	0.5956956244780245
ZNHIT1	-0.6507828393610086	0.0005951090332557671	0.01884344178997863
COA1	-0.057869866873604695	0.7431090721561204	0.8978257993702694
TMEM248	0.021413966913269567	0.881189435120693	0.950354492669789
RHEB	-0.28600843907317947	0.037551878149521656	0.18504011681264293
PRKAG2	0.38092033335210795	0.03389647329477921	0.17361311949189784
EIF4H	-0.10929439728574003	0.3821295117595199	0.6365395855517031
DNM1	0.24845679245244812	0.19982887483763234	0.4586088078174227
BAG1	-0.21178998151926745	0.18940852944292974	0.44815144424814046
SETX	0.023372960457804345	0.8865870543334055	0.9519522626911262
UBE2R2	0.06729643456794317	0.5719593061982133	0.7889284252483078
ZFAND5	-0.06027823090550574	0.7525108595198825	0.8998644504216838
HPS1	-0.001235894693496952	0.9950999880494168	0.9980486353178804
ATE1	0.09208826633154205	0.5493810873367121	0.7765132557751298
VSIR	-0.1628617410544322	0.3590659794893163	0.620756065679723
GBF1	0.09906066761706697	0.5661037324557263	0.7829765294309832
GTPBP4	0.2191386093408892	0.05520631503320516	0.22367976295611552
MAP3K8	-0.255360210953977	0.37663066226944386	0.6320280884207681
SHOC2	-0.1135719593593416	0.34138470988478686	0.6090371416046947
CCNY	0.32839321201136884	0.02106598677778283	0.13497109725402878
RPL28	-0.24800375096179855	0.04115797389070757	0.1928352284912168
TSPAN14	-0.1315725602026982	0.4002485867514928	0.6551606305474035
NUFIP2	0.2408994988813755	0.050919491802121644	0.2165064751104806
RPL19	-0.06421481497297062	0.5577815031670662	0.7806755808283424
FBXL20	0.36933064118244346	0.045384118832077526	0.2020370897540149
KPNB1	0.05726306699025553	0.6539226628233896	0.8379263811034838
MED13	0.07121491358920992	0.5811498533778136	0.7906095695253627
PFN1	-0.4710686848834727	1.367361976938461e-05	0.0016269419449933204
SLC6A4	0.3210455435413819	0.05541122189395724	0.22367976295611552
GOSR1	0.19258189306492943	0.16183979638857116	0.4150874083783554
DDX5	0.08604810632384731	0.2978248003450896	0.5674555195908441
RAB5C	-0.22655575046397897	0.053741583535764456	0.22004791654042236
MLX	-0.21295383286655664	0.3962674771892012	0.6501334384654059
PRKAR1A	-0.03358688505592755	0.8283096691954605	0.9317644849406593
WSB1	0.4162605066595984	0.00214021499516503	0.03640913366774795
OCIAD1	-0.21764862088077658	0.1696360786668487	0.4258236022279276
UBE2D3	-0.058278189775080015	0.5829720677222922	0.7906095695253627
ELF2	0.20788467067141936	0.053605742487112015	0.22004791654042236
NDUFC1	-0.21503877078573388	0.2006424556948101	0.45900914920571667
RPL34	-0.22585836128503264	0.16959887548195318	0.4258236022279276
FBXW7	0.11222107094156078	0.4601440058471684	0.7084481111802908
KLF3	-0.2393208661240053	0.08566470165272533	0.2872393678888867
KLHL5	0.17758885098637334	0.29472940004945003	0.5660864417616452
CTSC	-0.3783465494808191	0.05326667933702516	0.21936047484901716
ATG2A	0.42191476567517533	0.012175097491350614	0.09507220937234988
EHD1	0.13864769576654626	0.5833837912983535	0.7906095695253627
PPP6R3	0.020886563698832163	0.885045679202291	0.9519522626911262
CPT1A	-0.19271840085036343	0.4070314341582163	0.6632245375280401
EIF4G2	0.06791940863839481	0.47472979452478437	0.7186322842965222
BIRC2	0.01923082763900143	0.9091452795219076	0.960213307048637
DDX6	0.11547678410753376	0.2558335154750675	0.5215159005663222
CBL	-0.2841925619688447	0.15255840056202524	0.3992783047676448
HIPK3	0.26466672348616643	0.11853508333640714	0.3506969649849396
C11orf58	-0.1410708294194666	0.1343206824548307	0.37267289806203885
RPS13	-0.25968556253341807	0.008582936443260875	0.07713846652465277
CLEC2B	-0.03209843393412812	0.8446739531836969	0.9317644849406593
BIN2	0.016622899516735533	0.8979452125347214	0.9568707745802513
ATP5F1B	-0.37976778207724715	0.009564169962893424	0.08283150834530123
PTGES3	-0.20487133549893247	0.19722640295103722	0.4575268341185587
RSRC2	-0.006808157330871969	0.9674601930274068	0.9839862034421099
ARPC3	-0.277137765607199	0.005390809627955889	0.057488559390663926
ALDH2	0.26832013947950323	0.052806429442726344	0.21881934605685302
CDKN1B	-0.09251464609078891	0.5908040169260255	0.7943049747647256
ARHGDIB	-0.14396606270521708	0.2111673620027893	0.46711789520431257
GAPDH	-0.46784067169837235	0.0001987967239258883	0.010145732803217658
CHD4	0.2819117556702778	0.1200408624617597	0.35441816623523675
TPI1	-0.3794419873038486	0.002009368970617122	0.03544923776557861
PTPN6	-0.5385922047298366	0.005113800620012332	0.055360765803012295
COX6A1	-0.47543790664807295	1.4800731479995216e-05	0.0016269419449933204
SRSF9	-0.35678303793793487	0.0019038769053629507	0.03500150087758753
FGFR1OP2	-0.5038659968608717	0.0007504345136331552	0.019497653090577795
RIPOR2	-0.13231480649079969	0.5145163435824169	0.745205642010689
RHAG	0.6978818708122203	0.006791932123400534	0.06557885813742813
SRSF3	0.10100567608577393	0.36042045834340475	0.6212796561794034
PHACTR1	0.11609748593093748	0.48730017603805686	0.7284016229690201
FBXO9	-0.24806343191123897	0.23448947722775082	0.49737780487612404
RPS12	-0.0653192145158575	0.5788190206896872	0.7906095695253627
C6orf62	-0.050125533971298826	0.7172867685601336	0.886084806233668
SNX3	-0.31737430544699435	0.03347390022944893	0.17268665497430516
QKI	0.17669930676266435	0.14840981996929842	0.3933270665056113
CCND3	-0.23360646080629596	0.13341283596960468	0.3723573097667287
COX7A2	-0.2105263218266092	0.11356646664270843	0.3402232302566674
ERBIN	0.11933948716193743	0.4455422344327622	0.6958249759611117
NNT	-0.06522455456013256	0.7236099388657109	0.8891131579012045
HSPA9	-0.098150657554447	0.4202507588729195	0.672863847926105
IK	0.0029661197507741335	0.9789307095101554	0.9898946070902973
CERT1	0.01443696229454535	0.921282426380595	0.9660109180530643
CLINT1	-0.14531434686413944	0.21690299735503726	0.4724914378358967
SUB1	-0.24082360335332073	0.05276997251215013	0.21881934605685302
LNPEP	0.02253092458858797	0.8958863361197867	0.9553892345635636
SKP1	-0.031211165522729848	0.7404443889251944	0.897629353095957
MACROH2A1	-0.19612902488305145	0.12391614145320444	0.36064392288519176
CSNK1A1	-0.03909827922016713	0.7022452307144089	0.876564605643675
