group	tree	mean_patristic_distance
animals	39650at2759.faa.mafft.clipkit.treefile	1.040333333333
animals	396755at2759.faa.mafft.clipkit.treefile	0.909833333333
animals	418107at2759.faa.mafft.clipkit.treefile	0.709033333333
animals	453044at2759.faa.mafft.clipkit.treefile	1.066383333333
animals	491869at2759.faa.mafft.clipkit.treefile	1.315300000000
animals	570797at2759.faa.mafft.clipkit.treefile	2.033433333333
animals	621827at2759.faa.mafft.clipkit.treefile	1.419166666667
animals	664730at2759.faa.mafft.clipkit.treefile	0.543333333333
animals	673132at2759.faa.mafft.clipkit.treefile	0.828566666667
animals	674160at2759.faa.mafft.clipkit.treefile	1.870666666667
animals	679771at2759.faa.mafft.clipkit.treefile	1.410600000000
animals	720340at2759.faa.mafft.clipkit.treefile	0.955166666667
animals	721605at2759.faa.mafft.clipkit.treefile	1.196250000000
animals	734666at2759.faa.mafft.clipkit.treefile	0.710600000000
animals	777920at2759.faa.mafft.clipkit.treefile	1.017333333333
animals	814241at2759.faa.mafft.clipkit.treefile	0.619566666667
animals	836599at2759.faa.mafft.clipkit.treefile	0.678033333333
animals	866359at2759.faa.mafft.clipkit.treefile	0.610533333333
animals	891751at2759.faa.mafft.clipkit.treefile	1.911700000000
animals	919955at2759.faa.mafft.clipkit.treefile	1.046433333333
animals	974865at2759.faa.mafft.clipkit.treefile	0.988000000000
animals	975158at2759.faa.mafft.clipkit.treefile	0.662566666667
animals	981902at2759.faa.mafft.clipkit.treefile	0.891700000000
animals	996662at2759.faa.mafft.clipkit.treefile	1.475783333333
fungi	1001705at2759.faa.mafft.clipkit.treefile	1.701600000000
fungi	1003258at2759.faa.mafft.clipkit.treefile	1.690900000000
fungi	100698at2759.faa.mafft.clipkit.treefile	1.080850000000
fungi	1010730at2759.faa.mafft.clipkit.treefile	1.152200000000
fungi	1014314at2759.faa.mafft.clipkit.treefile	1.941200000000
fungi	1018517at2759.faa.mafft.clipkit.treefile	0.932866666667
fungi	1019762at2759.faa.mafft.clipkit.treefile	2.426683333333
fungi	1025450at2759.faa.mafft.clipkit.treefile	1.571850000000
fungi	1030907at2759.faa.mafft.clipkit.treefile	2.316000000000
fungi	1032689at2759.faa.mafft.clipkit.treefile	1.652783333333
fungi	1038775at2759.faa.mafft.clipkit.treefile	1.113633333333
fungi	1041560at2759.faa.mafft.clipkit.treefile	1.270550000000
fungi	1049599at2759.faa.mafft.clipkit.treefile	1.698966666667
fungi	1051021at2759.faa.mafft.clipkit.treefile	2.084450000000
fungi	1053181at2759.faa.mafft.clipkit.treefile	1.308333333333
fungi	1057950at2759.faa.mafft.clipkit.treefile	2.194150000000
fungi	1065019at2759.faa.mafft.clipkit.treefile	1.152733333333
fungi	1076134at2759.faa.mafft.clipkit.treefile	1.052316666667
fungi	1079130at2759.faa.mafft.clipkit.treefile	1.003183333333
fungi	1079827at2759.faa.mafft.clipkit.treefile	0.579800000000
fungi	1085752at2759.faa.mafft.clipkit.treefile	3.045600000000
fungi	1087488at2759.faa.mafft.clipkit.treefile	1.861516666667
fungi	1090038at2759.faa.mafft.clipkit.treefile	1.832633333333
fungi	1094121at2759.faa.mafft.clipkit.treefile	2.135566666667
fungi	1096688at2759.faa.mafft.clipkit.treefile	0.981216666667
fungi	1106766at2759.faa.mafft.clipkit.treefile	1.087933333333
fungi	1107630at2759.faa.mafft.clipkit.treefile	1.666600000000
fungi	1108845at2759.faa.mafft.clipkit.treefile	1.160333333333
fungi	1111142at2759.faa.mafft.clipkit.treefile	2.707333333333
fungi	1112002at2759.faa.mafft.clipkit.treefile	1.365966666667
fungi	1115196at2759.faa.mafft.clipkit.treefile	1.592916666667
fungi	1128607at2759.faa.mafft.clipkit.treefile	0.902900000000
fungi	1129824at2759.faa.mafft.clipkit.treefile	1.830916666667
fungi	1138059at2759.faa.mafft.clipkit.treefile	1.004500000000
fungi	1157302at2759.faa.mafft.clipkit.treefile	0.357950000000
fungi	1161199at2759.faa.mafft.clipkit.treefile	2.305850000000
fungi	1173229at2759.faa.mafft.clipkit.treefile	1.996566666667
fungi	1178688at2759.faa.mafft.clipkit.treefile	1.736850000000
fungi	1182451at2759.faa.mafft.clipkit.treefile	1.979200000000
fungi	1193442at2759.faa.mafft.clipkit.treefile	1.457916666667
fungi	1194691at2759.faa.mafft.clipkit.treefile	1.412550000000
fungi	1194797at2759.faa.mafft.clipkit.treefile	1.445433333333
fungi	1197019at2759.faa.mafft.clipkit.treefile	1.083666666667
fungi	1200489at2759.faa.mafft.clipkit.treefile	1.420483333333
fungi	1217666at2759.faa.mafft.clipkit.treefile	1.159466666667
fungi	1220881at2759.faa.mafft.clipkit.treefile	1.437650000000
fungi	1222562at2759.faa.mafft.clipkit.treefile	1.505083333333
fungi	1223488at2759.faa.mafft.clipkit.treefile	1.959266666667
fungi	1228942at2759.faa.mafft.clipkit.treefile	1.187466666667
fungi	1233814at2759.faa.mafft.clipkit.treefile	1.236866666667
fungi	1236198at2759.faa.mafft.clipkit.treefile	0.881083333333
fungi	1247641at2759.faa.mafft.clipkit.treefile	2.407050000000
fungi	1248958at2759.faa.mafft.clipkit.treefile	1.716083333333
fungi	1249159at2759.faa.mafft.clipkit.treefile	1.827866666667
fungi	1251252at2759.faa.mafft.clipkit.treefile	1.857566666667
fungi	1257440at2759.faa.mafft.clipkit.treefile	1.224883333333
fungi	1258856at2759.faa.mafft.clipkit.treefile	2.351400000000
fungi	1259741at2759.faa.mafft.clipkit.treefile	1.709116666667
fungi	1260807at2759.faa.mafft.clipkit.treefile	1.272583333333
fungi	1264469at2759.faa.mafft.clipkit.treefile	1.740400000000
fungi	1266231at2759.faa.mafft.clipkit.treefile	0.874366666667
fungi	1269244at2759.faa.mafft.clipkit.treefile	2.701966666667
fungi	1269649at2759.faa.mafft.clipkit.treefile	0.928433333333
fungi	1275837at2759.faa.mafft.clipkit.treefile	0.883316666667
fungi	1284731at2759.faa.mafft.clipkit.treefile	1.566083333333
fungi	1287094at2759.faa.mafft.clipkit.treefile	1.820000000000
fungi	1287401at2759.faa.mafft.clipkit.treefile	0.914100000000
fungi	1291729at2759.faa.mafft.clipkit.treefile	1.446700000000
fungi	1304061at2759.faa.mafft.clipkit.treefile	1.050000000000
fungi	1309031at2759.faa.mafft.clipkit.treefile	1.649883333333
fungi	1312453at2759.faa.mafft.clipkit.treefile	2.070116666667
fungi	1314980at2759.faa.mafft.clipkit.treefile	1.787033333333
fungi	1322299at2759.faa.mafft.clipkit.treefile	1.738200000000
fungi	1322642at2759.faa.mafft.clipkit.treefile	1.153233333333
fungi	1323575at2759.faa.mafft.clipkit.treefile	1.419300000000
fungi	1324510at2759.faa.mafft.clipkit.treefile	1.904283333333
fungi	1338131at2759.faa.mafft.clipkit.treefile	0.889283333333
fungi	1339553at2759.faa.mafft.clipkit.treefile	3.822733333333
fungi	1342242at2759.faa.mafft.clipkit.treefile	2.247900000000
fungi	1346165at2759.faa.mafft.clipkit.treefile	1.538150000000
fungi	1346432at2759.faa.mafft.clipkit.treefile	1.824300000000
fungi	1348942at2759.faa.mafft.clipkit.treefile	1.933000000000
fungi	1355894at2759.faa.mafft.clipkit.treefile	1.465633333333
fungi	1358374at2759.faa.mafft.clipkit.treefile	1.031333333333
fungi	1364586at2759.faa.mafft.clipkit.treefile	1.682200000000
fungi	1370285at2759.faa.mafft.clipkit.treefile	2.930816666667
fungi	1370304at2759.faa.mafft.clipkit.treefile	2.027016666667
fungi	1377237at2759.faa.mafft.clipkit.treefile	1.862300000000
fungi	1379600at2759.faa.mafft.clipkit.treefile	2.522250000000
fungi	1380409at2759.faa.mafft.clipkit.treefile	1.837866666667
fungi	1382842at2759.faa.mafft.clipkit.treefile	1.889533333333
fungi	1395649at2759.faa.mafft.clipkit.treefile	1.822400000000
fungi	1398309at2759.faa.mafft.clipkit.treefile	1.315933333333
fungi	1404162at2759.faa.mafft.clipkit.treefile	2.295050000000
fungi	1405073at2759.faa.mafft.clipkit.treefile	0.566983333333
fungi	1405146at2759.faa.mafft.clipkit.treefile	2.553433333333
fungi	1407446at2759.faa.mafft.clipkit.treefile	2.554666666667
fungi	1421503at2759.faa.mafft.clipkit.treefile	1.041550000000
fungi	1423847at2759.faa.mafft.clipkit.treefile	1.399416666667
fungi	142542at2759.faa.mafft.clipkit.treefile	2.000300000000
fungi	1426075at2759.faa.mafft.clipkit.treefile	1.353733333333
fungi	1428265at2759.faa.mafft.clipkit.treefile	2.454016666667
fungi	1428854at2759.faa.mafft.clipkit.treefile	1.809300000000
fungi	1430056at2759.faa.mafft.clipkit.treefile	1.590316666667
fungi	1432328at2759.faa.mafft.clipkit.treefile	1.606166666667
fungi	1434266at2759.faa.mafft.clipkit.treefile	2.071616666667
fungi	1440961at2759.faa.mafft.clipkit.treefile	1.992216666667
fungi	1441854at2759.faa.mafft.clipkit.treefile	1.350033333333
fungi	1442062at2759.faa.mafft.clipkit.treefile	1.946783333333
fungi	1445102at2759.faa.mafft.clipkit.treefile	1.696050000000
fungi	1450538at2759.faa.mafft.clipkit.treefile	1.648316666667
fungi	1454155at2759.faa.mafft.clipkit.treefile	2.119983333333
fungi	1455730at2759.faa.mafft.clipkit.treefile	0.937933333333
fungi	1459797at2759.faa.mafft.clipkit.treefile	1.773750000000
fungi	1474000at2759.faa.mafft.clipkit.treefile	1.345066666667
fungi	1488235at2759.faa.mafft.clipkit.treefile	1.363133333333
fungi	1488436at2759.faa.mafft.clipkit.treefile	1.912400000000
fungi	1490022at2759.faa.mafft.clipkit.treefile	1.383266666667
fungi	1504863at2759.faa.mafft.clipkit.treefile	1.373083333333
fungi	1513531at2759.faa.mafft.clipkit.treefile	2.330283333333
fungi	1525971at2759.faa.mafft.clipkit.treefile	1.885400000000
fungi	1530008at2759.faa.mafft.clipkit.treefile	0.621333333333
fungi	1538526at2759.faa.mafft.clipkit.treefile	1.085883333333
fungi	1552706at2759.faa.mafft.clipkit.treefile	1.703833333333
fungi	1558822at2759.faa.mafft.clipkit.treefile	0.734200000000
fungi	156083at2759.faa.mafft.clipkit.treefile	0.565166666667
fungi	1567796at2759.faa.mafft.clipkit.treefile	1.159750000000
fungi	1575179at2759.faa.mafft.clipkit.treefile	2.111283333333
fungi	1576404at2759.faa.mafft.clipkit.treefile	1.540933333333
fungi	1588798at2759.faa.mafft.clipkit.treefile	1.751616666667
fungi	1593937at2759.faa.mafft.clipkit.treefile	2.416183333333
fungi	160593at2759.faa.mafft.clipkit.treefile	2.072883333333
fungi	1617752at2759.faa.mafft.clipkit.treefile	1.962683333333
fungi	1620056at2759.faa.mafft.clipkit.treefile	1.682066666667
fungi	1623701at2759.faa.mafft.clipkit.treefile	2.155700000000
fungi	1626636at2759.faa.mafft.clipkit.treefile	1.416066666667
fungi	1633672at2759.faa.mafft.clipkit.treefile	0.738183333333
fungi	1645187at2759.faa.mafft.clipkit.treefile	1.188650000000
fungi	166920at2759.faa.mafft.clipkit.treefile	1.564716666667
fungi	176625at2759.faa.mafft.clipkit.treefile	2.117166666667
fungi	179362at2759.faa.mafft.clipkit.treefile	2.620266666667
fungi	245208at2759.faa.mafft.clipkit.treefile	1.055450000000
fungi	257318at2759.faa.mafft.clipkit.treefile	1.955766666667
fungi	261328at2759.faa.mafft.clipkit.treefile	1.765500000000
fungi	261419at2759.faa.mafft.clipkit.treefile	1.895900000000
fungi	270107at2759.faa.mafft.clipkit.treefile	1.708383333333
fungi	271586at2759.faa.mafft.clipkit.treefile	2.501650000000
fungi	290630at2759.faa.mafft.clipkit.treefile	0.977966666667
fungi	293315at2759.faa.mafft.clipkit.treefile	1.706233333333
fungi	296129at2759.faa.mafft.clipkit.treefile	0.857166666667
fungi	299766at2759.faa.mafft.clipkit.treefile	2.410100000000
fungi	306227at2759.faa.mafft.clipkit.treefile	1.710966666667
fungi	320059at2759.faa.mafft.clipkit.treefile	0.430616666667
fungi	324863at2759.faa.mafft.clipkit.treefile	1.807400000000
fungi	325552at2759.faa.mafft.clipkit.treefile	1.352850000000
fungi	330169at2759.faa.mafft.clipkit.treefile	2.472650000000
fungi	331411at2759.faa.mafft.clipkit.treefile	1.999450000000
fungi	341721at2759.faa.mafft.clipkit.treefile	2.151200000000
fungi	345441at2759.faa.mafft.clipkit.treefile	1.051666666667
fungi	355408at2759.faa.mafft.clipkit.treefile	1.329966666667
fungi	369837at2759.faa.mafft.clipkit.treefile	1.510650000000
fungi	375960at2759.faa.mafft.clipkit.treefile	1.603666666667
fungi	383503at2759.faa.mafft.clipkit.treefile	2.102350000000
fungi	388820at2759.faa.mafft.clipkit.treefile	1.562533333333
fungi	390348at2759.faa.mafft.clipkit.treefile	1.175100000000
fungi	392369at2759.faa.mafft.clipkit.treefile	0.733916666667
fungi	39650at2759.faa.mafft.clipkit.treefile	1.476733333333
fungi	396755at2759.faa.mafft.clipkit.treefile	2.019416666667
fungi	418107at2759.faa.mafft.clipkit.treefile	1.132050000000
fungi	426305at2759.faa.mafft.clipkit.treefile	1.185700000000
fungi	450058at2759.faa.mafft.clipkit.treefile	3.121916666667
fungi	453044at2759.faa.mafft.clipkit.treefile	1.323083333333
fungi	457861at2759.faa.mafft.clipkit.treefile	1.718933333333
fungi	464990at2759.faa.mafft.clipkit.treefile	1.242333333333
fungi	513979at2759.faa.mafft.clipkit.treefile	1.929450000000
fungi	543764at2759.faa.mafft.clipkit.treefile	1.911350000000
fungi	549762at2759.faa.mafft.clipkit.treefile	1.445766666667
fungi	551907at2759.faa.mafft.clipkit.treefile	1.897550000000
fungi	570797at2759.faa.mafft.clipkit.treefile	2.698166666667
fungi	582756at2759.faa.mafft.clipkit.treefile	2.671816666667
fungi	598949at2759.faa.mafft.clipkit.treefile	2.330700000000
fungi	604979at2759.faa.mafft.clipkit.treefile	1.119033333333
fungi	621827at2759.faa.mafft.clipkit.treefile	1.385366666667
fungi	625387at2759.faa.mafft.clipkit.treefile	2.420566666667
fungi	655400at2759.faa.mafft.clipkit.treefile	1.937566666667
fungi	664730at2759.faa.mafft.clipkit.treefile	0.854150000000
fungi	671536at2759.faa.mafft.clipkit.treefile	1.367133333333
fungi	671846at2759.faa.mafft.clipkit.treefile	2.786100000000
fungi	673132at2759.faa.mafft.clipkit.treefile	0.976533333333
fungi	674160at2759.faa.mafft.clipkit.treefile	2.274850000000
fungi	674169at2759.faa.mafft.clipkit.treefile	2.556116666667
fungi	679187at2759.faa.mafft.clipkit.treefile	1.595166666667
fungi	679771at2759.faa.mafft.clipkit.treefile	1.633700000000
fungi	687505at2759.faa.mafft.clipkit.treefile	1.395650000000
fungi	692986at2759.faa.mafft.clipkit.treefile	2.649483333333
fungi	708105at2759.faa.mafft.clipkit.treefile	2.406533333333
fungi	719531at2759.faa.mafft.clipkit.treefile	1.086683333333
fungi	720340at2759.faa.mafft.clipkit.treefile	1.702216666667
fungi	722805at2759.faa.mafft.clipkit.treefile	2.094950000000
fungi	734341at2759.faa.mafft.clipkit.treefile	1.887800000000
fungi	734666at2759.faa.mafft.clipkit.treefile	0.910350000000
fungi	736068at2759.faa.mafft.clipkit.treefile	1.999433333333
fungi	751335at2759.faa.mafft.clipkit.treefile	2.454016666667
fungi	759498at2759.faa.mafft.clipkit.treefile	1.343766666667
fungi	761109at2759.faa.mafft.clipkit.treefile	1.719266666667
fungi	768809at2759.faa.mafft.clipkit.treefile	1.211500000000
fungi	774318at2759.faa.mafft.clipkit.treefile	2.234233333333
fungi	777920at2759.faa.mafft.clipkit.treefile	1.240450000000
fungi	779909at2759.faa.mafft.clipkit.treefile	0.580433333333
fungi	801857at2759.faa.mafft.clipkit.treefile	1.590950000000
fungi	814241at2759.faa.mafft.clipkit.treefile	1.835933333333
fungi	817008at2759.faa.mafft.clipkit.treefile	0.728400000000
fungi	834694at2759.faa.mafft.clipkit.treefile	1.732150000000
fungi	836599at2759.faa.mafft.clipkit.treefile	1.631733333333
fungi	83779at2759.faa.mafft.clipkit.treefile	1.829233333333
fungi	844748at2759.faa.mafft.clipkit.treefile	1.456133333333
fungi	855834at2759.faa.mafft.clipkit.treefile	2.545716666667
fungi	858842at2759.faa.mafft.clipkit.treefile	1.856033333333
fungi	865202at2759.faa.mafft.clipkit.treefile	1.729233333333
fungi	866359at2759.faa.mafft.clipkit.treefile	0.855033333333
fungi	869548at2759.faa.mafft.clipkit.treefile	1.813716666667
fungi	878143at2759.faa.mafft.clipkit.treefile	1.523066666667
fungi	87842at2759.faa.mafft.clipkit.treefile	1.859816666667
fungi	887370at2759.faa.mafft.clipkit.treefile	1.793633333333
fungi	891751at2759.faa.mafft.clipkit.treefile	2.307150000000
fungi	898782at2759.faa.mafft.clipkit.treefile	2.220933333333
fungi	901894at2759.faa.mafft.clipkit.treefile	1.733333333333
fungi	905026at2759.faa.mafft.clipkit.treefile	1.768683333333
fungi	911863at2759.faa.mafft.clipkit.treefile	2.035416666667
fungi	917326at2759.faa.mafft.clipkit.treefile	1.373283333333
fungi	918816at2759.faa.mafft.clipkit.treefile	1.905066666667
fungi	919955at2759.faa.mafft.clipkit.treefile	1.507233333333
fungi	923657at2759.faa.mafft.clipkit.treefile	2.181166666667
fungi	924753at2759.faa.mafft.clipkit.treefile	1.827983333333
fungi	931188at2759.faa.mafft.clipkit.treefile	2.135383333333
fungi	937275at2759.faa.mafft.clipkit.treefile	2.491000000000
fungi	937686at2759.faa.mafft.clipkit.treefile	1.255266666667
fungi	939345at2759.faa.mafft.clipkit.treefile	2.121133333333
fungi	944899at2759.faa.mafft.clipkit.treefile	0.612000000000
fungi	946128at2759.faa.mafft.clipkit.treefile	1.868266666667
fungi	956854at2759.faa.mafft.clipkit.treefile	1.592866666667
fungi	97116at2759.faa.mafft.clipkit.treefile	1.527316666667
fungi	973442at2759.faa.mafft.clipkit.treefile	1.843966666667
fungi	974865at2759.faa.mafft.clipkit.treefile	1.275133333333
fungi	975158at2759.faa.mafft.clipkit.treefile	1.663083333333
fungi	975557at2759.faa.mafft.clipkit.treefile	2.108216666667
fungi	976469at2759.faa.mafft.clipkit.treefile	1.190900000000
fungi	981902at2759.faa.mafft.clipkit.treefile	2.719516666667
fungi	996662at2759.faa.mafft.clipkit.treefile	1.310933333333
