index	n_counts	means	dispersions	dispersions_norm	highly_variable
GNAI2	2236.2505	1.0625675251285374	5.219704572608444	1.1047087	True
GNLY	11138.426	1.5844951682722344	5.509613482369249	-1.1375006	False
GPR171	139.21802	7.4450539244571505	13.935072823942255	-0.29819283	False
GPX1	11545.776	0.8384287365669596	3.942088033093607	-0.21809097	False
GSTP1	16431.174	0.5608346485298357	3.1872258863381426	-0.9996489	False
GZMA	3234.192	1.975762520963007	6.404911009860989	0.12260678	False
GZMB	2660.4343	4.895885200434903	10.624161173962957	0.05497722	False
GZMH	1789.1542	2.3480347245474884	7.1090918056145895	-0.99902624	False
GZMK	1516.7869	3.7171233408724786	9.45480514285546	-0.18443108	False
H2AFY	4746.726	0.9799608413228358	5.581642410923787	1.4794465	True
HLA-DMA	7916.9814	0.7869269639630883	3.0413156897795477	-1.1507193	False
HLA-DMB	4940.5557	0.7932564313140272	3.515062778777673	-0.66021806	False
HLA-DPA1	49766.992	0.6323298395998111	2.6422489255459136	-1.5638992	False
HLA-DPB1	52165.562	0.6431419461624127	2.659229869064931	-1.5463177	False
HLA-DQA1	22813.24	0.6560463322853997	2.3894280578341633	-1.8256611	False
HLA-DQB1	14207.76	0.7605810391241206	2.8392548370212407	-1.3599261	False
HLA-DRB1	56532.24	0.5970560429189883	2.1364244127287777	-2.0876122	False
HOPX	1390.7035	3.8515066511841938	9.795328253881191	0.37398222	False
HVCN1	1033.7485	7.571795292723681	14.117632479505028	0.19579096	False
ID2	5733.918	1.5234017101431365	6.648814378332287	0.46589428	False
IDH2	2563.657	0.8926096093288881	3.940561138797683	-0.21967186	False
IFI30	4620.3022	1.380657345203562	6.4947219394643305	0.24901327	False
IFITM3	4752.9707	1.7463958805806987	6.399997459389269	0.11569109	False
IFT20	1172.7423	0.9741557083308563	3.745635435912802	-0.42149115	False
IGFBP7	1462.501	4.1698591436744845	10.304213946281768	1.2084881	False
IGJ	6423.996	7.416150295265217	13.50608509669794	-1.4589804	False
IGLL5	7308.756	10.893446906898767	16.752973569923544	1.0	False
IL16	1521.4624	1.274536042234984	5.507017473199462	1.4021825	True
IL1B	532.666	9.788565960529711	16.312553542443432	-0.70710677	False
IL32	11203.903	1.492527871711974	5.5213827658281955	-1.1209357	False
ILF3	692.2768	1.135223841795919	4.614019380872858	0.47760335	False
ILF3-AS1	1043.4104	6.588403307752896	13.131882230474766	1.4420459	False
IRF7	1113.8943	2.3404385815082813	8.02887229203848	0.46850434	False
IRF8	1334.1296	2.1325430902903064	6.56766587279623	-1.8628836	False
ITM2A	1187.4689	5.2479738070780115	11.73820167240813	0.24712704	False
KIAA0125	385.30142	3.275061441357112	9.024697055039958	-0.5128701	False
KLRB1	373.40613	5.203488985550348	11.476720573958495	-0.2352869	False
KLRC1	203.05177	4.625609871943068	10.137918489114492	-0.94486	False
KLRG1	595.57837	6.772557414795065	13.30949338957024	1.0412856	False
LAMTOR1	4689.2974	0.7035508286224353	3.3638687154553017	-0.8167591	False
LAT2	1128.759	1.1862241700634888	4.688388490749417	0.55460256	True
LGALS2	2851.2927	1.262826539314578	5.103918916101276	0.9848283	True
LGALS3	4306.797	1.0153968917911096	5.161328907266353	1.0442686	True
LMAN2	3298.228	1.234770861717129	5.969075743544004	1.8805815	True
LST1	22248.352	0.7468804896321685	2.6766177573453307	-1.5283148	False
LTB	22596.195	0.9582602594220371	3.3902372371488925	-0.7894581	False
LYAR	1041.1713	2.0760154785101315	7.852137169833508	0.18651944	False
LYPD2	1220.3335	8.030361810955007	14.52316788048131	1.2931195	False
MAL	622.9477	1.5063723423153854	6.302792012755178	-0.021122994	False
MARCKSL1	1938.9277	2.9602847354955695	8.941880923426787	-0.7135158	False
MED28	900.5595	1.235192355246514	5.982750953902022	1.8947403	True
MFSD1	600.6454	2.3822410137878003	7.042598651119055	-1.1051176	False
MPP1	531.5916	2.3325656710578873	8.172610785938906	0.69784236	True
MRPL21	1196.9874	0.9865759858439225	4.077371659778173	-0.07802301	False
MRPL40	1420.8376	2.606859022065132	8.715580780398618	1.5641632	True
MRPS33	1037.0142	5.295185515679482	11.820729481182708	0.39938495	False
MS4A1	1446.2582	2.593531212609781	7.424818250513389	-0.49527755	False
MTCH2	1175.1503	1.050893422033195	3.7774268695387385	-0.3885754	False
MZB1	3920.0127	3.8057220464786825	8.714085813522209	-1.3991138	False
NAA20	1067.6027	2.1592451984415764	8.15361976831444	0.66754174	True
NDUFA2	2867.5972	1.2431863340980507	5.408758306744846	1.3004484	True
NDUFB10	4517.404	2.5052906439190514	8.761678060701703	1.6377125	True
NKG7	8616.112	1.9654730833508964	6.516718598265376	0.27997297	False
NSA2	1381.2491	1.189335667454917	5.225923775166322	1.1111479	True
OAS1	2097.4856	1.7687693585741013	6.281131685225421	-0.051609326	False
OTUB1	1978.5756	1.0182244054953293	5.098873707252577	0.97960466	True
PCNA	1170.1234	3.573325289221186	9.714848189935513	1.1592181	False
PHPT1	2041.7037	0.8905670848001184	4.427856894570196	0.2848572	False
PLD4	1258.337	1.3193828816485391	5.3554429650994715	-1.3544916	False
PNOC	466.44556	5.813467746751966	12.342420943742725	1.3618684	False
POLR2I	1376.4366	0.8720266757028504	3.9630392668656165	-0.19639878	False
POLR3K	794.30774	3.038234053843922	8.983507041203238	-0.61266464	False
PPIG	1602.0422	1.3600980255173083	5.371025612144705	-1.3325595	False
PPP1R14A	936.7482	2.5766115638747342	7.631275540608694	-0.16587028	False
PQBP1	1744.7242	1.0377284434669907	4.686384937191436	0.55252814	True
PRDX1	4306.452	0.9031768290674493	4.4741227362754055	0.33275923	False
PRF1	1175.6165	3.486409686193754	9.352560152317302	0.2814719	False
PRMT2	2062.4438	0.8970987007848776	3.9203682012695764	-0.24057892	False
PRSS57	292.6223	10.14062952963511	16.690327771399712	0.70710677	False
PSMA7	10134.817	0.7082494964040983	3.1176215422991396	-1.0717149	False
PSMB6	4460.179	0.6315030131348233	3.277777523483964	-0.90589494	False
PSMC5	2899.9067	1.1890722050448927	5.7759427966506784	1.6806184	True
PSMD7	2357.8447	1.823064520765758	7.450655044430405	1.5944637	True
PSMG2	1271.6517	1.171375796272735	5.298084884726388	1.185861	True
PTPN7	538.6131	1.4451900585573774	5.314464416658147	-1.4121678	False
PTPRCAP	11326.01	0.8909474162516116	3.3671418686522374	-0.8133702	False
RAB7A	3072.1587	1.0485460448357282	5.060314981127568	0.9396823	True
RBM39	2282.5657	0.8651532419229809	4.546952798917104	0.40816495	False
RGS19	4502.867	0.9933542753271352	4.0850390918700725	-0.070084415	False
RP11-291B21.2	243.25081	2.1887062627508405	6.499496106468656	-1.97165	False
S100A6	24801.092	0.6367226284191617	2.8224783972312557	-1.3772959	False
S100A8	1111.1274	4.77945652552514	10.858489770031426	0.5368157	False
S100B	645.73755	3.7768101431901604	9.284216976460852	-0.46417332	False
S1PR5	224.78311	6.322920627719511	12.827900801845448	0.6221588	False
SAMD3	538.6123	2.7459183787494577	8.39588582347821	1.0540828	True
SCP2	2500.6467	0.9169833619541221	4.242426514360855	0.09286904	False
SERPINB1	2754.4521	1.6763242810392054	6.37999673189862	0.0875406	False
SERPINF1	496.40665	1.7374443574619718	6.122166612778745	-0.27534842	False
SIAH2	878.0571	2.8484738693724387	8.773882122234022	-1.1205409	False
SLC39A3	593.3819	1.1878017886195706	4.719973486225858	0.58730453	True
SMAP2	1028.7045	1.5787795865027248	6.395778835204345	0.10975348	False
SMIM14	1023.40717	2.62517168996332	7.661279596405265	-0.11799813	False
SNHG8	1896.3853	1.3439813031945627	5.0954549590553855	-1.7204177	False
SPIB	738.9639	4.1619678080622435	10.322538831562703	1.2385385	False
SPON2	555.28015	6.131153868597823	12.229726016058187	-0.9912154	False
SRGN	12363.07	0.6418337318636096	3.318376584821444	-0.8638601	False
SRM	1951.0789	2.4626006523104524	7.7902981268793114	0.08785385	False
STK17A	1678.7247	1.0159649824657504	4.6904296906426	0.5567159	True
STMN1	3088.7668	2.7383853849744235	7.47362514230374	-0.41740507	False
STUB1	2005.4369	1.029758490598929	4.921321645727074	0.79577345	True
SUMO3	2008.513	0.6103057901986525	3.1367127976460902	-1.0519484	False
TALDO1	5303.9214	0.773854359171733	3.3985899700348474	-0.78080994	False
TAPBP	1533.0985	3.0569453753265914	9.368009254514728	0.31890175	False
TCEAL8	884.6244	1.3961709699022005	7.102748030710876	1.1047938	True
TCP1	1309.0547	3.4584549021690125	9.730325071851418	1.1967154	False
TIGIT	393.3444	2.249514906715141	8.442211224108933	1.127996	True
TINF2	736.64526	2.9122076753768065	8.777984946479732	-1.1106006	False
TMBIM4-1	2414.7302	1.1490596725185453	4.99211444720449	0.8690698	True
TMBIM6	5769.3647	1.2118795809659448	4.925424308512798	0.8000212	True
TMEM208	1416.9857	1.0401852047857996	5.103489410248415	0.9843836	True
TNFRSF17	888.03326	4.168272716834234	9.56781187896157	0.0008851592	False
TNFRSF1B	1449.6646	1.3175809522379407	5.854544813459002	-0.652019	False
TNFRSF4	304.35815	1.3394580374853025	6.30287486106441	-0.021006387	False
TNFSF13B	960.9108	0.9605722694242715	4.604619745768584	0.4678713	False
TPM4	1517.6353	1.137097440795835	5.101281803202398	0.9820979	True
TRAF3IP3	4741.1265	1.0184267602349917	4.656933227046429	0.5220349	True
TSC22D1	109.984085	5.1131720045753	11.560286395492973	-0.081113935	False
TTC3	620.7217	1.4105572914415314	6.208689414836058	-0.15356989	False
TTC38	238.25911	5.105382396173444	10.687154680175214	-1.6919795	False
TYMP	6386.499	0.8190896316138444	3.6254473454149334	-0.54592973	False
TYROBP	20386.162	0.6656805854825333	2.656158489114123	-1.5494976	False
UQCRC1	2213.7583	0.6185428093084646	3.420746761475973	-0.75786954	False
WIBG	970.44836	2.0859285725567522	7.96241469969489	0.36246973	False
XCL1	137.74208	6.248400195857444	12.400316140021602	-0.53110623	False
XCL2	150.58533	15.635206578261908	22.185714115844924	1.0	False
YWHAB	5633.9185	0.7055823560268215	3.208142767951184	-0.97799236	False
ZNF106	593.5155	2.1874651967343417	7.9274382834379065	0.30666408	False
ZYX	1669.8091	0.8998402199953661	4.478793758802782	0.33759546	False
