Geneid	https://zenodo.org/records/14056162/files/SRR5085170.tabular_SRR5085170
YDL103C	17
YDL112W	20
YDL115C	27
YDL116W	21
YDL117W	14
YDL120W	11
YDL121C	51
YDL122W	15
YDL124W	25
YDL125C	15
YDL126C	134
YDL128W	8
YDL130W	161
YDL131W	31
YDL132W	14
YDL133C-A	106
YDL134C	22
YDL136W	63
YDL137W	43
YDL140C	45
YDL141W	3
YDL143W	88
YDL145C	52
YDL147W	62
YDL148C	37
YDL150W	12
YDL153C	36
YDL155W	12
YDL157C	10
YDL160C	12
YDL164C	21
YDL166C	16
YDL167C	15
YDL168W	32
YDL171C	52
YDL174C	8
YDL176W	11
YDL178W	16
YDL182W	36
YDL184C	117
YDL185W	156
YDL188C	8
YDL190C	19
YDL191W	94
YDL192W	174
YDL193W	11
YDL195W	24
YDL198C	13
YDL205C	14
YDL208W	15
YDL212W	23
YDL213C	9
YDL215C	22
YDL219W	10
YDL225W	16
YDL226C	20
YDL227C	15
YDL229W	152
YDL231C	13
YDL236W	17
YDL237W	30
YDL240W	7
YDR001C	18
YDR002W	72
YDR006C	10
YDR007W	15
YDR011W	30
YDR012W	19
YDR017C	23
YDR019C	20
YDR021W	11
YDR023W	86
YDR025W	78
YDR027C	10
YDR028C	22
YDR032C	24
YDR033W	75
YDR034C	9
YDR035W	34
YDR037W	125
YDR044W	20
YDR046C	36
YDR047W	6
YDR049W	18
YDR050C	791
YDR052C	17
YDR055W	12
YDR056C	15
YDR060W	68
YDR062W	42
YDR064W	191
YDR068W	15
YDR071C	28
YDR074W	17
YDR077W	52
YDR080W	9
YDR083W	14
YDR086C	24
YDR087C	14
YDR089W	14
YDR091C	38
YDR093W	11
YDR097C	17
YDR098C	65
YDR099W	58
YDR101C	50
YDR105C	18
YDR110W	20
YDR111C	13
YDR117C	10
YDR119W	32
YDR120C	30
YDR127W	47
YDR128W	17
YDR129C	79
YDR133C	21
YDR135C	43
YDR137W	12
YDR138W	11
YDR141C	20
YDR144C	15
YDR145W	10
YDR146C	13
YDR147W	12
YDR148C	16
YDR150W	35
YDR151C	13
YDR152W	10
YDR154C	12
YDR155C	112
YDR158W	102
YDR159W	6
YDR161W	16
YDR164C	21
YDR165W	26
YDR167W	21
YDR168W	23
YDR170C	65
YDR172W	47
YDR174W	43
YDR176W	17
YDR177W	12
YDR180W	11
YDR186C	7
YDR188W	92
YDR189W	17
YDR190C	23
YDR194C	19
YDR206W	18
YDR207C	10
YDR211W	78
YDR212W	56
YDR214W	23
YDR217C	11
YDR221W	18
YDR224C	91
YDR225W	34
YDR226W	62
YDR228C	11
YDR229W	10
YDR232W	22
YDR233C	56
YDR234W	31
YDR238C	71
YDR240C	11
YDR245W	34
YDR251W	18
YDR258C	9
YDR261C	10
YDR264C	28
YDR266C	16
YDR267C	19
YDR272W	13
YDR275W	6
YDR276C	18
YDR280W	8
YDR283C	18
YDR284C	23
YDR291W	28
YDR292C	22
YDR293C	42
YDR294C	15
YDR297W	34
YDR298C	46
YDR299W	27
YDR300C	22
YDR301W	12
YDR303C	15
YDR304C	40
YDR305C	12
YDR309C	12
YDR312W	15
YDR321W	20
YDR324C	51
YDR325W	11
YDR326C	18
YDR328C	43
YDR329C	2
YDR331W	11
YDR333C	17
YDR334W	24
YDR335W	65
YDR337W	12
YDR339C	12
YDR341C	88
YDR345C	45
YDR346C	76
YDR347W	8
YDR351W	14
YDR353W	36
YDR354W	20
YDR356W	13
YDR361C	20
YDR363W-A	37
YDR364C	6
YDR365C	28
YDR367W	21
YDR368W	19
YDR369C	10
YDR370C	33
YDR371W	12
YDR372C	15
YDR376W	12
YDR378C	13
YDR379W	4
YDR380W	29
YDR381W	39
YDR382W	171
YDR385W	26
YDR388W	30
YDR390C	15
YDR394W	40
YDR395W	31
YDR397C	15
YDR398W	27
YDR399W	68
YDR407C	17
YDR408C	15
YDR412W	22
YDR415C	8
YDR416W	7
YDR418W	96
YDR422C	7
YDR427W	34
YDR429C	51
YDR430C	13
YDR432W	15
YDR434W	10
YDR443C	11
YDR447C	140
YDR449C	14
YDR450W	197
YDR452W	37
YDR454C	80
YDR456W	25
YDR457W	38
YDR458C	15
YDR460W	15
YDR465C	19
YDR468C	7
YDR471W	48
YDR477W	10
YDR481C	23
YDR483W	91
YDR487C	35
YDR492W	9
YDR496C	59
YDR497C	68
YDR500C	54
YDR502C	34
YDR505C	12
YDR507C	15
YDR508C	47
YDR510W	39
YDR516C	24
YDR517W	21
YDR518W	15
YDR519W	21
YDR524C-B	45
YDR527W	17
YDR529C	16
YDR531W	10
YDR533C	10
YEL001C	22
YEL002C	54
YEL006W	15
YEL007W	15
YEL009C	98
YEL013W	16
YEL015W	18
YEL017C-A	10
YEL020W-A	16
YEL022W	21
YEL025C	16
YEL026W	47
YEL027W	95
YEL031W	62
YEL032W	17
YEL033W	6
YEL034W	232
YEL036C	34
YEL037C	24
YEL038W	8
YEL040W	162
YEL042W	30
YEL043W	12
YEL046C	22
YEL047C	27
YEL050C	19
YEL051W	24
YEL053C	10
YEL054C	73
YEL055C	32
YEL058W	31
YEL060C	10
YEL061C	17
YEL065W	7
YEL071W	34
YER001W	28
YER003C	24
YER004W	15
YER005W	30
YER006W	40
YER007C-A	13
YER008C	13
YER009W	65
YER012W	5
YER013W	14
YER016W	10
YER017C	10
YER019C-A	15
YER021W	56
YER022W	12
YER023W	27
YER025W	32
YER026C	12
YER030W	12
YER031C	21
YER036C	77
YER040W	4
YER043C	104
YER048C	33
YER048W-A	15
YER049W	42
YER052C	16
YER055C	95
YER056C	38
YER056C-A	103
YER062C	27
YER063W	15
YER064C	17
YER070W	59
YER072W	16
YER073W	27
YER074W	95
YER077C	14
YER078C	6
YER080W	27
YER081W	26
YER082C	12
YER086W	42
YER087C-B	10
YER087W	7
YER088C	10
YER089C	17
YER090W	23
YER091C	54
YER094C	72
YER100W	11
YER102W	156
YER103W	35
YER105C	34
YER110C	65
YER113C	18
YER114C	12
YER117W	167
YER120W	27
YER122C	32
YER124C	42
YER125W	31
YER126C	11
YER127W	26
YER129W	16
YER130C	22
YER131W	28
YER133W	66
YER136W	16
YER141W	14
YER143W	6
YER145C	27
YER148W	16
YER151C	15
YER155C	39
YER156C	29
YER157W	18
YER164W	0
YER165W	121
YER166W	32
YER168C	9
YER171W	10
YER172C	15
YER176W	23
YER177W	202
YER178W	48
YER186C	12
YFL002C	16
YFL004W	30
YFL005W	30
YFL007W	71
YFL008W	24
YFL009W	21
YFL010C	11
YFL013C	9
YFL018C	27
YFL022C	29
YFL024C	19
YFL026W	116
YFL028C	14
YFL031W	43
YFL033C	15
YFL034C-A	16
YFL036W	11
YFL037W	71
YFL038C	115
YFL039C	218
YFL045C	57
YFL046W	4
YFL047W	22
YFL048C	20
YFR001W	11
YFR002W	37
YFR004W	22
YFR005C	10
YFR006W	32
YFR009W	34
YFR010W	12
YFR013W	17
YFR015C	14
YFR016C	18
YFR019W	12
YFR024C-A	29
YFR030W	14
YFR031C	20
YFR031C-A	149
YFR032C-A	29
YFR033C	7
YFR037C	21
YFR038W	13
YFR040W	15
YFR044C	33
YFR050C	17
YFR051C	11
YFR052W	15
YFR053C	28
YFR055W	12
YGL001C	17
YGL006W	25
YGL008C	924
YGL009C	132
YGL011C	16
YGL012W	38
YGL013C	14
YGL014W	14
YGL016W	20
YGL019W	14
YGL020C	10
YGL021W	19
YGL022W	72
YGL023C	6
YGL026C	50
YGL027C	13
YGL028C	18
YGL029W	10
YGL030W	210
YGL031C	190
YGL035C	14
YGL036W	12
YGL037C	56
YGL038C	8
YGL040C	24
YGL048C	54
YGL049C	14
YGL054C	23
YGL055W	134
YGL056C	14
YGL058W	4
YGL062W	19
YGL068W	13
YGL070C	17
YGL076C	141
YGL077C	23
YGL078C	54
YGL082W	14
YGL084C	16
YGL086W	15
YGL092W	26
YGL093W	14
YGL094C	12
YGL095C	11
YGL097W	21
YGL099W	15
YGL100W	18
YGL101W	13
YGL103W	234
YGL105W	69
YGL106W	12
YGL111W	10
YGL112C	18
YGL113W	10
YGL114W	9
YGL115W	90
YGL120C	31
YGL122C	11
YGL123W	462
YGL133W	13
YGL135W	95
YGL137W	51
YGL139W	9
YGL140C	17
YGL141W	17
YGL142C	11
YGL145W	7
YGL147C	338
YGL148W	66
YGL150C	23
YGL151W	16
YGL157W	14
YGL159W	4
YGL160W	4
YGL161C	23
YGL163C	10
YGL164C	10
YGL167C	17
YGL169W	11
YGL171W	21
YGL172W	9
YGL173C	58
YGL186C	12
YGL187C	20
YGL189C	57
YGL190C	16
YGL191W	15
YGL195W	92
YGL196W	7
YGL197W	10
YGL198W	9
YGL200C	65
YGL201C	7
YGL202W	50
YGL203C	22
YGL206C	66
YGL207W	69
YGL213C	17
YGL215W	4
YGL221C	27
YGL224C	3
YGL225W	33
YGL227W	12
YGL228W	18
YGL232W	24
YGL233W	29
YGL234W	113
YGL238W	50
YGL241W	14
YGL244W	19
YGL245W	130
YGL246C	16
YGL252C	15
YGL253W	188
YGL255W	11
YGL256W	8
YGL257C	15
YGR001C	8
YGR003W	13
YGR005C	12
YGR007W	4
YGR008C	12
YGR009C	10
YGR013W	15
YGR014W	14
YGR017W	22
YGR020C	37
YGR026W	16
YGR027C	108
YGR029W	14
YGR031W	11
YGR032W	15
YGR033C	14
YGR034W	249
YGR037C	12
YGR038W	11
YGR047C	20
YGR048W	10
YGR054W	20
YGR055W	17
YGR060W	31
YGR061C	89
YGR071C	5
YGR078C	11
YGR081C	6
YGR083C	8
YGR085C	87
YGR086C	83
YGR090W	21
YGR092W	16
YGR093W	5
YGR094W	137
YGR098C	20
YGR100W	12
YGR103W	41
YGR106C	40
YGR108W	19
YGR116W	72
YGR117C	19
YGR118W	184
YGR119C	23
YGR123C	16
YGR124W	115
YGR125W	11
YGR128C	24
YGR130C	11
YGR132C	13
YGR135W	37
YGR145W	27
YGR148C	66
YGR155W	125
YGR157W	42
YGR159C	65
YGR162W	73
YGR167W	24
YGR170W	8
YGR172C	12
YGR175C	75
YGR178C	16
YGR180C	122
YGR184C	25
YGR185C	28
YGR187C	10
YGR189C	25
YGR191W	12
YGR192C	1686
YGR193C	11
YGR196C	9
YGR198W	11
YGR199W	14
YGR200C	23
YGR202C	28
YGR204W	39
YGR207C	19
YGR208W	20
YGR209C	48
YGR210C	10
YGR211W	40
YGR214W	238
YGR216C	11
YGR218W	56
YGR223C	8
YGR229C	12
YGR231C	27
YGR233C	4
YGR234W	130
YGR240C	118
YGR244C	21
YGR245C	43
YGR246C	12
YGR252W	13
YGR253C	27
YGR254W	385
YGR255C	19
YGR260W	41
YGR261C	12
YGR262C	11
YGR264C	111
YGR266W	13
YGR267C	9
YGR270W	24
YGR271C-A	7
YGR271W	15
YGR274C	10
YGR276C	15
YGR277C	8
YGR278W	14
YGR279C	148
YGR280C	10
YGR281W	10
YGR282C	132
YGR284C	16
YGR285C	106
YGR286C	10
YGR295C	7
YHL001W	22
YHL003C	30
YHL007C	17
YHL011C	60
YHL015W	291
YHL017W	18
YHL025W	17
YHL030W	52
YHL033C	119
YHL034C	26
YHL035C	6
YHL038C	12
YHL039W	27
YHR001W	17
YHR003C	19
YHR005C	53
YHR005C-A	25
YHR007C	133
YHR008C	17
YHR009C	19
YHR010W	121
YHR018C	21
YHR019C	116
YHR020W	49
YHR021C	37
YHR023W	43
YHR025W	28
YHR026W	74
YHR027C	90
YHR028C	45
YHR030C	10
YHR031C	8
YHR032W	27
YHR037W	15
YHR039C	3
YHR039C-A	42
YHR042W	25
YHR045W	21
YHR047C	40
YHR049W	6
YHR050W	12
YHR052W	21
YHR056C	7
YHR063C	18
YHR064C	100
YHR065C	20
YHR066W	29
YHR068W	43
YHR069C	7
YHR070W	15
YHR072W	15
YHR072W-A	18
YHR073W	17
YHR074W	16
YHR077C	24
YHR079C	10
YHR082C	12
YHR083W	19
YHR086W	11
YHR089C	11
YHR092C	39
YHR094C	10
YHR098C	30
YHR099W	28
YHR103W	23
YHR104W	12
YHR107C	13
YHR108W	7
YHR113W	21
YHR114W	15
YHR115C	14
YHR117W	27
YHR119W	4
YHR120W	10
YHR121W	14
YHR123W	13
YHR128W	19
YHR131C	11
YHR132C	16
YHR133C	7
YHR135C	15
YHR136C	10
YHR137W	16
YHR141C	167
YHR143W	17
YHR143W-A	19
YHR146W	14
YHR154W	11
YHR158C	9
YHR161C	10
YHR162W	61
YHR163W	32
YHR164C	10
YHR165C	30
YHR168W	7
YHR170W	110
YHR174W	2638
YHR179W	57
YHR181W	2
YHR183W	95
YHR186C	3
YHR188C	21
YHR190W	68
YHR193C	22
YHR195W	17
YHR196W	33
YHR197W	11
YHR199C	18
YHR200W	22
YHR201C	27
YHR203C	161
YHR206W	9
YHR208W	60
YIL002C	13
YIL009W	12
YIL014W	13
YIL015W	28
YIL018W	645
YIL019W	5
YIL020C	12
YIL021W	19
YIL022W	17
YIL023C	12
YIL026C	11
YIL030C	16
YIL033C	28
YIL034C	15
YIL035C	22
YIL036W	23
YIL038C	18
YIL039W	18
YIL041W	35
YIL043C	44
YIL047C	30
YIL050W	11
YIL051C	26
YIL052C	187
YIL053W	154
YIL062C	39
YIL064W	11
YIL067C	10
YIL068C	11
YIL069C	37
YIL070C	14
YIL074C	27
YIL075C	63
YIL076W	25
YIL078W	264
YIL085C	30
YIL088C	16
YIL090W	7
YIL091C	25
YIL093C	8
YIL094C	37
YIL103W	11
YIL105C	6
YIL109C	28
YIL110W	18
YIL112W	13
YIL115C	21
YIL116W	10
YIL118W	17
YIL121W	10
YIL123W	20
YIL124W	29
YIL125W	16
YIL126W	32
YIL128W	15
YIL129C	20
YIL130W	14
YIL133C	101
YIL137C	21
YIL138C	10
YIL142W	65
YIL143C	10
YIL145C	26
YIL147C	22
YIL148W	298
YIL149C	30
YIL157C	12
YIR002C	7
YIR004W	13
YIR006C	23
YIR008C	11
YIR012W	11
YIR022W	12
YIR033W	33
YIR034C	7
YIR035C	7
YIR037W	12
YJL001W	12
YJL002C	80
YJL005W	19
YJL008C	79
YJL010C	19
YJL012C	48
YJL014W	54
YJL016W	12
YJL020C	16
YJL026W	61
YJL029C	9
YJL031C	12
YJL033W	21
YJL034W	98
YJL035C	7
YJL036W	10
YJL039C	30
YJL041W	16
YJL042W	18
YJL044C	13
YJL050W	42
YJL052W	57
YJL054W	19
YJL055W	11
YJL061W	7
YJL068C	12
YJL069C	25
YJL073W	13
YJL074C	20
YJL076W	22
YJL078C	9
YJL079C	14
YJL080C	77
YJL081C	8
YJL085W	9
YJL091C	9
YJL093C	9
YJL098W	36
YJL101C	12
YJL109C	73
YJL111W	66
YJL112W	11
YJL117W	17
YJL121C	6
YJL123C	39
YJL124C	10
YJL129C	15
YJL130C	128
YJL136C	152
YJL138C	21
YJL140W	23
YJL145W	15
YJL148W	17
YJL154C	39
YJL157C	24
YJL158C	79
YJL159W	82
YJL167W	48
YJL168C	12
YJL171C	5
YJL172W	21
YJL173C	16
YJL174W	16
YJL176C	11
YJL177W	118
YJL178C	14
YJL183W	51
YJL186W	30
YJL189W	55
YJL190C	220
YJL191W	9
YJL192C	28
YJL196C	20
YJL197W	14
YJL198W	14
YJL200C	19
YJL201W	6
YJL204C	10
YJL207C	26
YJL208C	7
YJL210W	7
YJL212C	9
YJL217W	10
YJR001W	26
YJR002W	35
YJR003C	16
YJR005W	29
YJR007W	85
YJR009C	267
YJR014W	9
YJR015W	13
YJR016C	103
YJR017C	15
YJR031C	19
YJR032W	14
YJR033C	8
YJR040W	11
YJR041C	29
YJR042W	31
YJR045C	57
YJR049C	14
YJR051W	17
YJR054W	10
YJR057W	30
YJR060W	9
YJR064W	169
YJR065C	39
YJR066W	11
YJR068W	21
YJR069C	15
YJR070C	39
YJR072C	22
YJR073C	9
YJR075W	16
YJR076C	22
YJR077C	21
YJR085C	10
YJR088C	16
YJR089W	20
YJR090C	16
YJR091C	11
YJR092W	16
YJR094W-A	83
YJR103W	13
YJR104C	80
YJR105W	206
YJR109C	20
YJR117W	20
YJR119C	10
YJR121W	76
YJR123W	263
YJR125C	8
YJR126C	11
YJR127C	12
YJR131W	19
YJR132W	27
YJR133W	15
YJR134C	19
YJR135W-A	11
YJR137C	9
YJR139C	99
YJR140C	24
YJR143C	26
YJR144W	12
YJR145C	269
YJR148W	69
YKL002W	16
YKL004W	6
YKL005C	14
YKL006W	112
YKL007W	18
YKL008C	19
YKL009W	31
YKL010C	20
YKL012W	18
YKL013C	30
YKL014C	22
YKL015W	7
YKL018W	11
YKL019W	13
YKL020C	10
YKL021C	30
YKL024C	27
YKL027W	7
YKL028W	15
YKL029C	37
YKL033W	18
YKL033W-A	26
YKL035W	77
YKL038W	13
YKL039W	9
YKL040C	12
YKL045W	11
YKL046C	24
YKL047W	9
YKL054C	23
YKL056C	338
YKL057C	28
YKL058W	2
YKL060C	1748
YKL064W	13
YKL065C	11
YKL067W	18
YKL068W	8
YKL073W	22
YKL074C	9
YKL077W	17
YKL079W	14
YKL080W	46
YKL081W	190
YKL082C	22
YKL085W	29
YKL094W	22
YKL096W	26
YKL096W-A	124
YKL099C	10
YKL100C	15
YKL101W	15
YKL104C	42
YKL105C	15
YKL106W	11
YKL109W	12
YKL110C	13
YKL112W	22
YKL113C	18
YKL114C	15
YKL117W	43
YKL119C	20
YKL120W	27
YKL122C	16
YKL125W	15
YKL126W	13
YKL127W	13
YKL128C	20
YKL130C	11
YKL135C	12
YKL141W	18
YKL142W	30
YKL143W	22
YKL145W	87
YKL148C	6
YKL151C	16
YKL152C	1257
YKL155C	6
YKL156W	27
YKL157W	42
YKL160W	9
YKL164C	35
YKL165C	18
YKL172W	65
YKL173W	20
YKL174C	9
YKL175W	6
YKL176C	20
YKL179C	30
YKL180W	114
YKL181W	94
YKL182W	274
YKL184W	29
YKL185W	9
YKL190W	8
YKL191W	25
YKL193C	11
YKL195W	45
YKL196C	23
YKL203C	10
YKL204W	12
YKL205W	12
YKL207W	28
YKL209C	67
YKL210W	106
YKL211C	27
YKL212W	49
YKL213C	20
YKL215C	10
YKL216W	72
YKR001C	32
YKR003W	12
YKR008W	13
YKR011C	11
YKR013W	22
YKR014C	10
YKR016W	13
YKR018C	29
YKR023W	4
YKR024C	22
YKR026C	8
YKR027W	16
YKR028W	24
YKR031C	10
YKR036C	11
YKR038C	17
YKR042W	106
YKR043C	18
YKR048C	33
YKR054C	14
YKR056W	25
YKR057W	207
YKR059W	31
YKR060W	15
YKR062W	10
YKR063C	12
YKR065C	13
YKR066C	12
YKR067W	12
YKR068C	7
YKR070W	9
YKR071C	5
YKR072C	20
YKR074W	18
YKR079C	14
YKR080W	24
YKR081C	13
YKR082W	27
YKR084C	11
YKR086W	13
YKR089C	15
YKR092C	33
YKR094C	423
YKR095W	48
YKR096W	5
YKR099W	7
YLL001W	15
YLL004W	11
YLL008W	49
YLL009C	7
YLL010C	12
YLL011W	19
YLL013C	6
YLL015W	27
YLL018C	42
YLL021W	27
YLL023C	9
YLL024C	114
YLL026W	98
YLL027W	10
YLL029W	10
YLL031C	15
YLL034C	34
YLL035W	10
YLL036C	17
YLL039C	39
YLL040C	26
YLL041C	10
YLL043W	12
YLL045C	240
YLL048C	33
YLL050C	135
YLL051C	6
YLR002C	45
YLR003C	13
YLR005W	14
YLR007W	6
YLR008C	12
YLR009W	6
YLR014C	10
YLR016C	9
YLR017W	15
YLR019W	14
YLR024C	11
YLR025W	10
YLR027C	39
YLR028C	61
YLR029C	358
YLR032W	9
YLR033W	14
YLR043C	57
YLR044C	1122
YLR045C	10
YLR048W	97
YLR049C	13
YLR056W	79
YLR057W	13
YLR058C	149
YLR060W	66
YLR061W	124
YLR065C	7
YLR066W	11
YLR069C	17
YLR071C	20
YLR074C	12
YLR075W	325
YLR077W	7
YLR083C	21
YLR084C	11
YLR086W	25
YLR088W	5
YLR089C	15
YLR093C	11
YLR096W	14
YLR100W	61
YLR103C	9
YLR106C	60
YLR109W	70
YLR110C	257
YLR113W	31
YLR114C	13
YLR115W	5
YLR117C	3
YLR120C	17
YLR129W	62
YLR130C	15
YLR133W	7
YLR138W	14
YLR143W	9
YLR146C	5
YLR148W	14
YLR150W	299
YLR153C	31
YLR163C	14
YLR166C	26
YLR167W	1084
YLR172C	15
YLR173W	12
YLR175W	124
YLR179C	30
YLR180W	52
YLR185W	114
YLR186W	12
YLR188W	18
YLR189C	19
YLR190W	9
YLR192C	18
YLR195C	9
YLR196W	30
YLR197W	128
YLR199C	13
YLR203C	10
YLR206W	14
YLR207W	13
YLR208W	19
YLR214W	33
YLR216C	56
YLR220W	20
YLR222C	15
YLR223C	16
YLR228C	10
YLR229C	21
YLR231C	22
YLR241W	7
YLR243W	13
YLR244C	42
YLR247C	17
YLR248W	14
YLR249W	1275
YLR250W	48
YLR253W	12
YLR256W	44
YLR257W	21
YLR258W	22
YLR259C	56
YLR264W	118
YLR266C	12
YLR268W	5
YLR270W	7
YLR272C	12
YLR274W	27
YLR276C	39
YLR278C	14
YLR285W	8
YLR286C	52
YLR287C	19
YLR287C-A	15
YLR291C	7
YLR292C	10
YLR293C	46
YLR295C	8
YLR299W	9
YLR300W	54
YLR301W	13
YLR304C	56
YLR305C	35
YLR309C	27
YLR310C	34
YLR314C	25
YLR320W	5
YLR321C	10
YLR325C	93
YLR328W	11
YLR330W	29
YLR333C	48
YLR335W	24
YLR336C	28
YLR340W	416
YLR342W	157
YLR344W	68
YLR347C	16
YLR348C	22
YLR350W	10
YLR351C	19
YLR354C	81
YLR355C	191
YLR359W	164
YLR361C	10
YLR363C	11
YLR367W	92
YLR370C	18
YLR371W	17
YLR372W	38
YLR373C	6
YLR375W	15
YLR378C	29
YLR380W	5
YLR383W	9
YLR384C	45
YLR386W	12
YLR387C	8
YLR388W	37
YLR389C	23
YLR390W-A	12
YLR397C	10
YLR398C	27
YLR399C	31
YLR401C	25
YLR405W	6
YLR406C	133
YLR409C	32
YLR410W	15
YLR413W	54
YLR418C	30
YLR419W	12
YLR420W	18
YLR421C	6
YLR422W	11
YLR427W	11
YLR429W	42
YLR430W	24
YLR432W	19
YLR435W	26
YLR436C	11
YLR440C	14
YLR441C	392
YLR447C	94
YLR448W	62
YLR449W	46
YLR450W	24
YLR452C	32
YLR454W	24
YML001W	14
YML004C	14
YML007W	15
YML008C	52
YML010W	40
YML012W	25
YML016C	11
YML022W	14
YML024W	232
YML026C	135
YML028W	214
YML031W	34
YML034W	18
YML035C	14
YML046W	12
YML048W	15
YML049C	17
YML051W	8
YML052W	15
YML053C	11
YML056C	68
YML057W	12
YML058W	41
YML059C	20
YML060W	13
YML063W	330
YML065W	18
YML069W	30
YML070W	10
YML071C	12
YML072C	44
YML073C	180
