Geneid	https://zenodo.org/records/14056162/files/SRR5085167.tabular_SRR5085167
YER022W	10
YER023W	18
YER025W	31
YER026C	12
YER030W	9
YER031C	19
YER036C	87
YER040W	3
YER043C	95
YER048C	20
YER048W-A	5
YER049W	34
YER052C	17
YER055C	103
YER056C	26
YER056C-A	80
YER062C	14
YER063W	9
YER064C	20
YER070W	58
YER072W	26
YER073W	22
YER074W	93
YER077C	8
YER078C	5
YER080W	17
YER081W	14
YER082C	10
YER086W	41
YER087C-B	6
YER087W	5
YER088C	8
YER089C	15
YER090W	27
YER091C	38
YER094C	55
YER100W	8
YER102W	128
YER103W	22
YER105C	20
YER110C	58
YER113C	9
YER114C	7
YER117W	155
YER120W	22
YER122C	23
YER124C	20
YER125W	18
YER126C	7
YER127W	18
YER129W	14
YER130C	21
YER131W	23
YER133W	49
YER136W	24
YER141W	14
YER143W	2
YER145C	20
YER148W	14
YER151C	13
YER155C	36
YER156C	21
YER157W	31
YER164W	12
YER165W	105
YER166W	23
YER168C	5
YER171W	12
YER172C	17
YER176W	8
YER177W	161
YER178W	41
YER186C	16
YFL002C	9
YFL004W	41
YFL005W	35
YFL007W	48
YFL008W	20
YFL009W	8
YFL010C	7
YFL013C	3
YFL018C	19
YFL022C	34
YFL024C	17
YFL026W	79
YFL028C	22
YFL031W	42
YFL033C	5
YFL034C-A	20
YFL036W	6
YFL037W	62
YFL038C	68
YFL039C	228
YFL045C	65
YFL046W	8
YFL047W	14
YFL048C	25
YFR001W	6
YFR002W	18
YFR004W	26
YFR005C	2
YFR006W	10
YFR009W	27
YFR010W	25
YFR013W	14
YFR015C	1
YFR016C	13
YFR019W	10
YFR024C-A	26
YFR030W	4
YFR031C	15
YFR031C-A	130
YFR032C-A	24
YFR033C	9
YFR037C	24
YFR038W	9
YFR040W	7
YFR044C	24
YFR050C	17
YFR051C	8
YFR052W	13
YFR053C	9
YFR055W	19
YGL001C	14
YGL006W	13
YGL008C	769
YGL009C	173
YGL011C	11
YGL012W	33
YGL013C	9
YGL014W	11
YGL016W	16
YGL019W	11
YGL020C	10
YGL021W	11
YGL022W	89
YGL023C	8
YGL026C	29
YGL027C	16
YGL028C	11
YGL029W	4
YGL030W	196
YGL031C	186
YGL035C	5
YGL036W	9
YGL037C	31
YGL038C	7
YGL040C	20
YGL048C	39
YGL049C	8
YGL054C	22
YGL055W	60
YGL056C	2
YGL058W	5
YGL062W	12
YGL068W	11
YGL070C	15
YGL076C	160
YGL077C	16
YGL078C	48
YGL082W	16
YGL084C	7
YGL086W	11
YGL092W	21
YGL093W	1
YGL094C	12
YGL095C	7
YGL097W	14
YGL099W	10
YGL100W	16
YGL101W	5
YGL103W	197
YGL105W	44
YGL106W	9
YGL111W	7
YGL112C	9
YGL113W	5
YGL114W	6
YGL115W	76
YGL120C	29
YGL122C	7
YGL123W	379
YGL133W	11
YGL135W	108
YGL137W	41
YGL139W	10
YGL140C	9
YGL141W	15
YGL142C	10
YGL145W	9
YGL147C	333
YGL148W	51
YGL150C	15
YGL151W	13
YGL157W	9
YGL159W	7
YGL160W	3
YGL161C	17
YGL163C	2
YGL164C	2
YGL167C	26
YGL169W	8
YGL171W	27
YGL172W	14
YGL173C	44
YGL186C	14
YGL187C	8
YGL189C	37
YGL190C	7
YGL191W	6
YGL195W	102
YGL196W	10
YGL197W	8
YGL198W	5
YGL200C	54
YGL201C	10
YGL202W	61
YGL203C	8
YGL206C	49
YGL207W	51
YGL213C	6
YGL215W	8
YGL221C	22
YGL224C	4
YGL225W	28
YGL227W	6
YGL228W	19
YGL232W	8
YGL233W	13
YGL234W	104
YGL238W	38
YGL241W	9
YGL244W	6
YGL245W	127
YGL246C	15
YGL252C	14
YGL253W	153
YGL255W	6
YGL256W	10
YGL257C	7
YGR001C	12
YGR003W	5
YGR005C	3
YGR007W	8
YGR008C	8
YGR009C	7
YGR013W	11
YGR014W	14
YGR017W	18
YGR020C	16
YGR026W	6
YGR027C	84
YGR029W	8
YGR031W	12
YGR032W	2
YGR033C	10
YGR034W	227
YGR037C	18
YGR038W	14
YGR047C	6
YGR048W	17
YGR054W	15
YGR055W	14
YGR060W	27
YGR061C	68
YGR071C	7
YGR078C	10
YGR081C	1
YGR083C	13
YGR085C	71
YGR086C	45
YGR090W	15
YGR092W	9
YGR093W	3
YGR094W	163
YGR098C	5
YGR100W	12
YGR103W	32
YGR106C	50
YGR108W	16
YGR116W	58
YGR117C	9
YGR118W	143
YGR119C	14
YGR123C	12
YGR124W	151
YGR125W	9
YGR128C	18
YGR130C	5
YGR132C	4
YGR135W	34
YGR145W	27
YGR148C	54
YGR155W	157
YGR157W	39
YGR159C	75
YGR162W	65
YGR167W	16
YGR170W	12
YGR172C	5
YGR175C	55
YGR178C	17
YGR180C	113
YGR184C	24
YGR185C	22
YGR187C	5
YGR189C	20
YGR191W	14
YGR192C	1415
YGR193C	8
YGR196C	12
YGR198W	11
YGR199W	9
YGR200C	22
YGR202C	10
YGR204W	41
YGR207C	9
YGR208W	17
YGR209C	45
YGR210C	15
YGR211W	35
YGR214W	184
YGR216C	2
YGR218W	36
YGR223C	5
YGR229C	8
YGR231C	14
YGR233C	9
YGR234W	133
YGR240C	89
YGR244C	10
YGR245C	28
YGR246C	8
YGR252W	5
YGR253C	20
YGR254W	274
YGR255C	12
YGR260W	32
YGR261C	21
YGR262C	8
YGR264C	99
YGR266W	11
YGR267C	7
YGR270W	17
YGR271C-A	0
YGR271W	14
YGR274C	9
YGR276C	7
YGR277C	4
YGR278W	11
YGR279C	142
YGR280C	4
YGR281W	12
YGR282C	117
YGR284C	12
YGR285C	93
YGR286C	6
YGR295C	3
YHL001W	12
YHL003C	23
YHL007C	5
YHL011C	68
YHL015W	252
YHL017W	16
YHL025W	6
YHL030W	23
YHL033C	96
YHL034C	16
YHL035C	11
YHL038C	7
YHL039W	16
YHR001W	10
YHR003C	13
YHR005C	38
YHR005C-A	11
YHR007C	146
YHR008C	7
YHR009C	8
YHR010W	87
YHR018C	23
YHR019C	112
YHR020W	52
YHR021C	41
YHR023W	34
YHR025W	28
YHR026W	57
YHR027C	52
YHR028C	33
YHR030C	10
YHR031C	9
YHR032W	18
YHR037W	7
YHR039C	25
YHR039C-A	52
YHR042W	21
YHR045W	17
YHR047C	16
YHR049W	12
YHR050W	16
YHR052W	18
YHR056C	7
YHR063C	11
YHR064C	88
YHR065C	20
YHR066W	14
YHR068W	47
YHR069C	12
YHR070W	5
YHR072W	23
YHR072W-A	14
YHR073W	11
YHR074W	14
YHR077C	18
YHR079C	8
YHR082C	11
YHR083W	15
YHR086W	11
YHR089C	12
YHR092C	14
YHR094C	6
YHR098C	19
YHR099W	30
YHR103W	17
YHR104W	9
YHR107C	12
YHR108W	14
YHR113W	12
YHR114W	10
YHR115C	18
YHR117W	19
YHR119W	11
YHR120W	6
YHR121W	12
YHR123W	11
YHR128W	20
YHR131C	21
YHR132C	12
YHR133C	14
YHR135C	15
YHR136C	22
YHR137W	19
YHR141C	126
YHR143W	10
YHR143W-A	19
YHR146W	6
YHR154W	16
YHR158C	16
YHR161C	3
YHR162W	63
YHR163W	27
YHR164C	4
YHR165C	18
YHR168W	5
YHR170W	92
YHR174W	2415
YHR179W	72
YHR181W	9
YHR183W	81
YHR186C	9
YHR188C	18
YHR190W	54
YHR193C	32
YHR195W	8
YHR196W	32
YHR197W	15
YHR199C	6
YHR200W	23
YHR201C	9
YHR203C	118
YHR206W	5
YHR208W	64
YIL002C	11
YIL009W	15
YIL014W	13
YIL015W	18
YIL018W	564
YIL019W	2
YIL020C	15
YIL021W	18
YIL022W	10
YIL023C	8
YIL026C	15
YIL030C	32
YIL033C	17
YIL034C	7
YIL035C	22
YIL036W	11
YIL038C	20
YIL039W	11
YIL041W	22
YIL043C	53
YIL047C	28
YIL050W	5
YIL051C	23
YIL052C	162
YIL053W	140
YIL062C	31
YIL064W	5
YIL067C	19
YIL068C	6
YIL069C	27
YIL070C	7
YIL074C	26
YIL075C	55
YIL076W	22
YIL078W	217
YIL085C	33
YIL088C	23
YIL090W	15
YIL091C	17
YIL093C	6
YIL094C	31
YIL103W	5
YIL105C	10
YIL109C	39
YIL110W	13
YIL112W	9
YIL115C	23
YIL116W	8
YIL118W	14
YIL121W	8
YIL123W	20
YIL124W	15
YIL125W	13
YIL126W	24
YIL128W	7
YIL129C	20
YIL130W	12
YIL133C	82
YIL137C	22
YIL138C	7
YIL142W	50
YIL143C	6
YIL145C	45
YIL147C	13
YIL148W	275
YIL149C	19
YIL157C	4
YIR002C	11
YIR004W	5
YIR006C	10
YIR008C	4
YIR012W	10
YIR022W	12
YIR033W	11
YIR034C	6
YIR035C	11
YIR037W	11
YJL001W	8
YJL002C	49
YJL005W	13
YJL008C	62
YJL010C	10
YJL012C	91
YJL014W	38
YJL016W	5
YJL020C	9
YJL026W	45
YJL029C	10
YJL031C	8
YJL033W	16
YJL034W	130
YJL035C	8
YJL036W	7
YJL039C	25
YJL041W	15
YJL042W	7
YJL044C	10
YJL050W	47
YJL052W	25
YJL054W	17
YJL055W	9
YJL061W	10
YJL068C	5
YJL069C	27
YJL073W	17
YJL074C	13
YJL076W	18
YJL078C	4
YJL079C	10
YJL080C	71
YJL081C	11
YJL085W	10
YJL091C	6
YJL093C	12
YJL098W	22
YJL101C	16
YJL109C	89
YJL111W	50
YJL112W	11
YJL117W	14
YJL121C	10
YJL123C	23
YJL124C	1
YJL129C	14
YJL130C	119
YJL136C	122
YJL138C	24
YJL140W	16
YJL145W	9
YJL148W	14
YJL154C	16
YJL157C	28
YJL158C	71
YJL159W	82
YJL167W	35
YJL168C	11
YJL171C	9
YJL172W	27
YJL173C	13
YJL174W	10
YJL176C	5
YJL177W	73
YJL178C	6
YJL183W	37
YJL186W	20
YJL189W	43
YJL190C	215
YJL191W	15
YJL192C	25
YJL196C	17
YJL197W	11
YJL198W	12
YJL200C	25
YJL201W	7
YJL204C	7
YJL207C	18
YJL208C	14
YJL210W	10
YJL212C	10
YJL217W	6
YJR001W	33
YJR002W	22
YJR003C	11
YJR005W	18
YJR007W	79
YJR009C	336
YJR014W	8
YJR015W	16
YJR016C	85
YJR017C	5
YJR031C	13
YJR032W	12
YJR033C	3
YJR040W	7
YJR041C	28
YJR042W	19
YJR045C	53
YJR049C	7
YJR051W	7
YJR054W	13
YJR057W	15
YJR060W	15
YJR064W	175
YJR065C	39
YJR066W	13
YJR068W	15
YJR069C	13
YJR070C	37
YJR072C	17
YJR073C	10
YJR075W	17
YJR076C	13
YJR077C	17
YJR085C	2
YJR088C	16
YJR089W	11
YJR090C	11
YJR091C	10
YJR092W	13
YJR094W-A	51
YJR103W	3
YJR104C	51
YJR105W	259
YJR109C	17
YJR117W	33
YJR119C	3
YJR121W	75
YJR123W	230
YJR125C	11
YJR126C	12
YJR127C	12
YJR131W	7
YJR132W	35
YJR133W	5
YJR134C	13
YJR135W-A	16
YJR137C	11
YJR139C	87
YJR140C	6
YJR143C	34
YJR144W	12
YJR145C	273
YJR148W	24
YKL002W	4
YKL004W	12
YKL005C	8
YKL006W	70
YKL007W	7
YKL008C	24
YKL009W	26
YKL010C	8
YKL012W	19
YKL013C	24
YKL014C	23
YKL015W	10
YKL018W	6
YKL019W	10
YKL020C	7
YKL021C	11
YKL024C	18
YKL027W	8
YKL028W	12
YKL029C	34
YKL033W	7
YKL033W-A	25
YKL035W	37
YKL038W	9
YKL039W	12
YKL040C	5
YKL045W	5
YKL046C	21
YKL047W	10
YKL054C	22
YKL056C	344
YKL057C	18
YKL058W	10
YKL060C	1437
YKL064W	11
YKL065C	10
YKL067W	30
YKL068W	3
YKL073W	24
YKL074C	10
YKL077W	9
YKL079W	3
YKL080W	50
YKL081W	237
YKL082C	11
YKL085W	20
YKL094W	9
YKL096W	5
YKL096W-A	74
YKL099C	5
YKL100C	9
YKL101W	10
YKL104C	42
YKL105C	6
YKL106W	6
YKL109W	9
YKL110C	10
YKL112W	10
YKL113C	7
YKL114C	15
YKL117W	66
YKL119C	9
YKL120W	30
YKL122C	10
YKL125W	10
YKL126W	9
YKL127W	11
YKL128C	14
YKL130C	8
YKL135C	8
YKL141W	8
YKL142W	18
YKL143W	10
YKL145W	74
YKL148C	10
YKL151C	11
YKL152C	1023
YKL155C	4
YKL156W	17
YKL157W	46
YKL160W	12
YKL164C	19
YKL165C	10
YKL172W	60
YKL173W	17
YKL174C	15
YKL175W	10
YKL176C	12
YKL179C	19
YKL180W	112
YKL181W	101
YKL182W	227
YKL184W	10
YKL185W	6
YKL190W	11
YKL191W	24
YKL193C	16
YKL195W	35
YKL196C	11
YKL203C	9
YKL204W	3
YKL205W	19
YKL207W	14
YKL209C	70
YKL210W	75
YKL211C	38
YKL212W	55
YKL213C	12
YKL215C	11
YKL216W	111
YKR001C	21
YKR003W	11
YKR008W	9
YKR011C	6
YKR013W	23
YKR014C	13
YKR016W	9
YKR018C	18
YKR023W	6
YKR024C	11
YKR026C	5
YKR027W	11
YKR028W	17
YKR031C	7
YKR036C	5
YKR038C	12
YKR042W	97
YKR043C	10
YKR048C	30
YKR054C	12
YKR056W	22
YKR057W	170
YKR059W	44
YKR060W	5
YKR062W	8
YKR063C	4
YKR065C	4
YKR066C	9
YKR067W	10
YKR068C	12
YKR070W	4
YKR071C	10
YKR072C	8
YKR074W	17
YKR079C	4
YKR080W	13
YKR081C	7
YKR082W	13
YKR084C	10
YKR086W	14
YKR089C	8
YKR092C	29
YKR094C	369
YKR095W	34
YKR096W	4
YKR099W	10
YLL001W	19
YLL004W	5
YLL008W	36
YLL009C	7
YLL010C	8
YLL011W	10
YLL013C	6
YLL015W	15
YLL018C	45
YLL021W	15
YLL023C	5
YLL024C	122
YLL026W	60
YLL027W	5
YLL029W	7
YLL031C	9
YLL034C	22
YLL035W	7
YLL036C	9
YLL039C	46
YLL040C	24
YLL041C	3
YLL043W	13
YLL045C	213
YLL048C	35
YLL050C	115
YLL051C	7
YLR002C	32
YLR003C	8
YLR005W	7
YLR007W	12
YLR008C	7
YLR009W	7
YLR014C	16
YLR016C	10
YLR017W	11
YLR019W	7
YLR024C	10
YLR025W	6
YLR027C	35
YLR028C	35
YLR029C	351
YLR032W	8
YLR033W	7
YLR043C	41
YLR044C	1082
YLR045C	4
YLR048W	98
YLR049C	6
YLR056W	72
YLR057W	4
YLR058C	87
YLR060W	63
YLR061W	118
YLR065C	8
YLR066W	19
YLR069C	5
YLR071C	22
YLR074C	10
YLR075W	317
YLR077W	14
YLR083C	23
YLR084C	15
YLR086W	14
YLR088W	6
YLR089C	10
YLR093C	6
YLR096W	11
YLR100W	27
YLR103C	3
YLR106C	60
YLR109W	66
YLR110C	210
YLR113W	14
YLR114C	16
YLR115W	9
YLR117C	11
YLR120C	8
YLR129W	51
YLR130C	21
YLR133W	10
YLR138W	13
YLR143W	7
YLR146C	1
YLR148W	5
YLR150W	275
YLR153C	36
YLR163C	7
YLR166C	21
YLR167W	1033
YLR172C	16
YLR173W	3
YLR175W	123
YLR179C	14
YLR180W	67
YLR185W	92
YLR186W	9
YLR188W	18
YLR189C	9
YLR190W	12
YLR192C	17
YLR195C	7
YLR196W	37
YLR197W	114
YLR199C	11
YLR203C	14
YLR206W	13
YLR207W	7
YLR208W	16
YLR214W	40
YLR216C	50
YLR220W	6
YLR222C	9
YLR223C	8
YLR228C	11
YLR229C	23
YLR231C	18
YLR241W	6
YLR243W	9
YLR244C	23
YLR247C	11
YLR248W	11
YLR249W	1475
YLR250W	25
YLR253W	7
YLR256W	17
YLR257W	15
YLR258W	14
YLR259C	36
YLR264W	91
YLR266C	11
YLR268W	7
YLR270W	12
YLR272C	11
YLR274W	24
YLR276C	37
YLR278C	8
YLR285W	10
YLR286C	33
YLR287C	17
YLR287C-A	7
YLR291C	6
YLR292C	8
YLR293C	18
YLR295C	10
YLR299W	10
YLR300W	41
YLR301W	9
YLR304C	37
YLR305C	21
YLR309C	19
YLR310C	15
YLR314C	17
YLR320W	4
YLR321C	6
YLR325C	75
YLR328W	5
YLR330W	30
YLR333C	35
YLR335W	14
YLR336C	19
YLR340W	422
YLR342W	142
YLR344W	58
YLR347C	16
YLR348C	13
YLR350W	8
YLR351C	13
YLR354C	61
YLR355C	188
YLR359W	148
YLR361C	12
YLR363C	6
YLR367W	79
YLR370C	10
YLR371W	13
YLR372W	39
YLR373C	4
YLR375W	14
YLR378C	24
YLR380W	7
YLR383W	9
YLR384C	34
YLR386W	7
YLR387C	7
YLR388W	33
YLR389C	11
YLR390W-A	16
YLR397C	10
YLR398C	12
YLR399C	31
YLR401C	17
YLR405W	10
YLR406C	71
YLR409C	31
YLR410W	10
YLR413W	44
YLR418C	12
YLR419W	9
YLR420W	24
YLR421C	4
YLR422W	6
YLR427W	9
YLR429W	37
YLR430W	9
YLR432W	26
YLR435W	15
YLR436C	4
YLR440C	11
YLR441C	366
YLR447C	89
YLR448W	68
YLR449W	41
YLR450W	17
YLR452C	18
YLR454W	24
YML001W	12
YML004C	13
YML007W	12
YML008C	36
YML010W	14
YML012W	22
YML016C	8
YML022W	22
YML024W	247
YML026C	112
YML028W	198
YML031W	28
YML034W	15
YML035C	14
YML046W	14
YML048W	7
YML049C	5
YML051W	3
YML052W	16
YML053C	4
YML056C	90
YML057W	9
YML058W	20
YML059C	15
YML060W	11
YML063W	247
YML065W	15
YML069W	23
YML070W	4
YML071C	11
YML072C	38
YML073C	137
YML074C	27
