>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Folh1	3.02339244688139	2.75465678601284e-09	8.62010812823018e-07
Clu	2.56330848564403	4.10654010954142e-09	1.23224330273294e-06
A830012C17Rik	2.57398996555021	4.0608581823669e-09	1.23224330273294e-06
Asic2	3.91772663972635	4.47792988195598e-09	1.32552775762494e-06
Myrf	2.52353840155335	8.17797202001839e-09	2.32647372855199e-06
E330013P04Rik	3.02597703344987	9.25771026556612e-09	2.56696384009147e-06
Ighv11-2	15.8490421607734	1.11519073643987e-08	3.05353163521442e-06
Tnfrsf11b	2.45927086576123	1.39501130003461e-08	3.72655152771441e-06
Gdpd2	4.55213120679958	2.28482005093224e-08	5.75275669145641e-06
Prkcb	4.37439483401688	2.83333270957344e-08	6.82023659375893e-06
Sntg1	2.64106983514226	2.89962656469188e-08	6.90394781517126e-06
Nkx2-3	5.71532273019881	3.0176864733655e-08	6.95814970516541e-06
Aldh1a2	2.89051486762072	5.25401822367876e-08	1.15089269189683e-05
Aox3	2.55846933609878	5.43110542613679e-08	1.17790459761907e-05
Car2	4.8488833134557	2.05318893401847e-07	4.2429343018561e-05
Jchain	10.1128825969812	2.37485899216891e-07	4.77259506637248e-05
Plcxd3	2.78659120600384	2.43752061433208e-07	4.85398991426765e-05
Apol11b	3.4714171800571	4.86399325448329e-07	9.10647625978261e-05
9330159F19Rik	2.35782194541725	6.37639652310874e-07	0.000116395804865581
Nfe2l3	2.45250258209429	8.01855706689315e-07	0.000142802026463654
Ccbe1	2.05189535363211	1.34258412124375e-06	0.000216244890998855
Slc7a11	3.68063761007125	1.64683791239381e-06	0.000259525068136593
Alox15	5.05981278045157	2.08484530843278e-06	0.000314955424008415
Krt76	3.53827591685195	2.27307356103301e-06	0.000341038879139918
Sycn	8.47343338081277	2.46366718522589e-06	0.000364639389813333
Gbp8	2.00867172236742	2.97572738409726e-06	0.000431677538732785
Synpr	3.21960022675035	4.10725627611716e-06	0.000580448056311913
Tgm1	3.00700562315537	4.29906160562044e-06	0.000592270091013307
Ereg	2.72592569514194	4.78792374844901e-06	0.000640029018096903
Tcf21	2.84165009209588	5.09771261218285e-06	0.000664674968868246
A730046J19Rik	3.22009003760458	5.22393488694068e-06	0.000674411779137152
Tmem108	2.16647952054695	5.76195561536916e-06	0.000730126711536648
AU021092	3.5272337905593	6.522430356051e-06	0.00080418669377957
Penk	2.84324475713856	6.64276730857945e-06	0.000812904010583424
Alpk3	2.62515684160873	6.75084290588223e-06	0.000821540076963057
Ccl19	3.35306594028509	7.2921954533211e-06	0.000872871810956277
Dpysl5	2.85353756462855	8.03839105766203e-06	0.000946671807086488
Amy2a1	9.78701016432891	8.59868095581543e-06	0.000996582573212365
Il31ra	3.01339766703212	9.60527514288304e-06	0.00108455439177759
Pla2g5	5.01261702875695	1.21944358074467e-05	0.00135593460082294
Gm12022	2.27054826367295	2.34892988657134e-05	0.00236444475830604
Gatm	2.55379237917245	2.3379678035641e-05	0.00236444475830604
Cpa1	7.17466020022654	2.60797001294909e-05	0.00253900369482888
5033428I22Rik	2.65988346436657	3.97589532327595e-05	0.00370604200239829
Extl1	2.60654489824709	4.05390322066662e-05	0.00374686709066255
Fcgr2b	3.07330977962812	4.11625636402968e-05	0.00378851242243992
Tnn	2.71451664919696	4.20415817879476e-05	0.00385322530989537
Hdc	2.08189527340462	5.75038009132705e-05	0.00493059978510906
Slc7a10	2.22846039555	8.09746234633734e-05	0.00649724954932306
Ccl21a	6.92913164632573	8.80813412486416e-05	0.00692737355134648
Amy2b	9.16103888364943	8.82326966822948e-05	0.00692737355134648
4931406G06Rik	2.18870759294622	9.21081914677308e-05	0.00718017770142578
Dsc3	5.9108789012067	9.57975774885639e-05	0.00739833648911575
Sult1e1	3.52791883638431	0.00013465752612858	0.00976712950280314
Pdlim3	2.05480867833727	0.000159763959247394	0.0112167613054941
Dsc2	5.26133896899646	0.000173517623663258	0.0120622438017166
Lmntd1	3.39862602857879	0.000195421827065334	0.0130273206239654
Dnajc6	2.27024203274749	0.00020778962068255	0.0134266420090007
Hba-a1	4.66376464180285	0.000228052551485458	0.014437835665575
Gm4202	7.83161508864272	0.000296338827949878	0.0176394076800057
Gm14226	2.03422212398002	0.000350155834486228	0.0197691782257083
Slc6a4	2.97079338567652	0.000399444534769138	0.0218745813352949
Nfasc	2.34601867665684	0.000458954915996048	0.0237669206498663
Gp2	8.47014206123319	0.000531854939733251	0.0264178740472945
Nrk	2.77243498370038	0.000735490240339216	0.0335644035721469
Hba-a2	4.92449241603532	0.000755513594871933	0.0341932340819622
Mylk3	2.0845824661717	0.000834419627647907	0.0368507297250553
Agt	2.08234495270452	0.000874199145167586	0.0379251830328148
Hbb-bt	5.52816199693829	0.000909571504422916	0.0389905358207123
Lgr5	2.08482681259186	0.00102757881528346	0.0421623926949912
S100a8	6.09161987509482	0.0010518209800998	0.0428255363737661
Serpina10	2.46416734813758	0.00110079407243796	0.0442438424894561
