>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Col6a5	2.33876207148099	1.9392023965735e-21	1.81546610130459e-19
Ssc5d	2.46922123712879	3.01840069744244e-21	2.76672707831423e-19
Ch25h	3.36028477953655	4.2171044035458e-21	3.81234933141166e-19
Cadm3	3.42725858287606	4.40813067528521e-21	3.9578393745641e-19
Stmn4	4.94634405894089	5.06970386789191e-21	4.52097286958076e-19
Lama2	2.09005463456679	5.45443329649643e-21	4.8476275922612e-19
Trim47	2.06157811314592	5.55627604058508e-21	4.92151359594854e-19
Gldn	5.61988627836164	6.45876061345303e-21	5.68262927953541e-19
Jchain	12.4571766276859	1.24670989519607e-20	1.07180383048768e-18
Cxcl3	7.45890551307843	2.24971835084143e-20	1.86698235506579e-18
Ptger2	5.12936041057227	2.97133222981886e-20	2.41255669660015e-18
Birc3	2.15836877920308	5.28662482319221e-20	4.20166885872258e-18
Sbno2	2.25833686594241	1.04626257855599e-19	7.97797960987608e-18
Egr3	4.69375568400424	1.67816166880122e-19	1.26135425774725e-17
Clba1	2.06263081365985	2.68721125124235e-19	1.98018113127262e-17
Lag3	2.33384105047443	4.15121703505787e-19	3.00843158515888e-17
Zc3h12a	2.18375880590322	4.52961540157285e-19	3.2646737635391e-17
Maff	2.36662559227776	1.18393335085733e-18	8.17473350682513e-17
Nalcn	3.83305822872268	2.10704607788279e-18	1.42128361976571e-16
Slc38a4	2.46703183638131	3.89731709835218e-18	2.56959200266543e-16
Hgf	2.98723126318651	4.65053026717482e-18	3.02825494402396e-16
Csf2	4.96473208365569	4.88760640702403e-18	3.16539772966303e-16
Chl1	4.93874830023801	5.25781023559237e-18	3.38183896987111e-16
Ednra	2.18327690255734	8.37739665677934e-18	5.2976964867763e-16
Etv1	2.76632941500788	1.27337432228869e-17	7.77231050961683e-16
Thsd7a	2.20476103405402	1.42189156401302e-17	8.57928930607578e-16
Tmem100	2.05641079857653	1.42778197362125e-17	8.5951167917744e-16
Sytl2	2.89848549250144	1.4887449539231e-17	8.92991424561771e-16
Pde4b	2.38578302343284	1.65135277609455e-17	9.85082482555997e-16
Lepr	2.42455329179064	4.36613611621007e-17	2.48077630257318e-15
Gm14636	2.96588201933468	6.8542435434675e-17	3.80410516662447e-15
Ier3	2.31493053864367	8.4780946271721e-17	4.62724554682607e-15
Gm4294	13.8810613604585	1.14544703550694e-16	6.11222619940794e-15
Egln3	2.26246114294749	1.29195134397848e-16	6.85057704621412e-15
Igfbp3	2.552649175891	1.78573497925258e-16	9.39546601983955e-15
Prkcg	3.03866100517686	1.85247041268773e-16	9.72713356219086e-15
Slc16a6	3.66647267664101	2.22394382095557e-16	1.15852059599759e-14
Krt76	3.69890106644734	2.31550055025118e-16	1.20383148172841e-14
Alox12b	5.18222552781835	2.66199275942295e-16	1.37852447878228e-14
Rem1	2.35902953165755	3.02512259543071e-16	1.5573757361643e-14
4930540M05Rik	2.67996920733732	3.16467242061812e-16	1.62286622552049e-14
Mlf1	3.35739746383936	3.24198811937352e-16	1.6592797948708e-14
Pthlh	2.26626144927557	3.79005657115779e-16	1.93226779491179e-14
Gm17103	2.95979944841512	5.91395245727563e-16	2.96905242926622e-14
Lgi3	2.31959521260177	6.58080273070469e-16	3.29127713757886e-14
Fcna	6.18789562052911	6.75943585720649e-16	3.36781210408203e-14
Ackr1	3.14477047429426	1.61390277137597e-15	7.73350459136385e-14
Tubb4a	2.25988440181851	2.4461978105242e-15	1.15949776218847e-13
Wnt10b	5.48487940802635	2.49786231945607e-15	1.18185726686926e-13
Scara5	2.3201393295715	4.13097501215488e-15	1.89326758962994e-13
Gm13304	14.1784282331677	1.01654450867141e-14	4.4944935108603e-13
Il7	2.19096761600217	1.01559819668105e-14	4.4944935108603e-13
Sphk1	2.74820633436987	1.27371643826565e-14	5.48406846832316e-13
Prg2	9.61120128674472	1.37280877420985e-14	5.88183720246558e-13
Hoxb7	2.13116429754448	1.70285224072495e-14	7.21367695599861e-13
Dmc1	3.2998409790158	2.16296662489086e-14	9.03193063507996e-13
Gdpd2	4.14795214483522	2.29494401777167e-14	9.53761331366815e-13
Has2os	3.0085413226057	2.7440633631909e-14	1.13147452814205e-12
Tnfaip3	2.29124306353134	3.0724589772322e-14	1.26292466115699e-12
Nkx3-2	5.01560144220544	3.46825117489355e-14	1.4211726426468e-12
Gngt2	2.57173960698332	3.61232799551769e-14	1.47104508634805e-12
Bdkrb1	3.44720293064072	5.36153045876225e-14	2.14030017873533e-12
Rgs16	3.36427387035271	5.48275188992866e-14	2.18537506012657e-12
Rrad	2.56450933655698	5.63609228003291e-14	2.23970815122093e-12
Itga11	2.04390880958611	5.7656088440786e-14	2.27741549341105e-12
Folh1	2.42049665682497	6.69354474395746e-14	2.61256797595384e-12
Gal3st4	2.24124934220613	9.91163173784553e-14	3.80650067339419e-12
Cacna1g	2.31976020146399	1.16102327645295e-13	4.41373400775258e-12
Tspan11	2.15509652813635	1.28052222431162e-13	4.83309873098504e-12
Wnt4	2.11309865067105	2.08267235658001e-13	7.6520756542668e-12
Dock10	2.40584326796011	2.38124229086589e-13	8.70046402025125e-12
Krt23	4.15852080625792	2.68920314633015e-13	9.74447206205335e-12
Pdgfrl	2.2673078014937	4.29205165573268e-13	1.51558393164241e-11
Adgrl4	6.59087348116479	4.44451433829912e-13	1.56521872419859e-11
Cxcl5	3.91233231100322	5.14929474314885e-13	1.78946495122876e-11
Brinp3	6.52476736424039	1.02972268917015e-12	3.42897655493661e-11
Agtr2	4.90071535692015	1.44118981240029e-12	4.70389334923255e-11
Trhde	4.2249893872933	1.49146477749724e-12	4.84993373320393e-11
Gm8399	2.06440477181998	1.78489128505137e-12	5.76136626206705e-11
E330013P04Rik	2.48985078789855	2.01831734624457e-12	6.46721978412374e-11
Irf4	4.18292693414792	2.04497845102462e-12	6.54467738577915e-11
Mir155hg	3.38575127049691	2.25818928582902e-12	7.17466008965026e-11
Eya4	2.29867172158769	4.84834786770895e-12	1.47622091847013e-10
Gm44672	3.59547100853949	5.47036993191038e-12	1.65222757518675e-10
Mapk10	3.38798265813531	6.67510304464223e-12	1.99547654312958e-10
Thbs1	2.01155721438408	7.09952612568365e-12	2.10560579242796e-10
Asic2	2.6217774396013	8.14630838327099e-12	2.38209738022034e-10
Abtb2	2.51792431069868	8.52174984607402e-12	2.47988576549413e-10
Kcnv1	4.62993384954904	1.09193536697349e-11	3.11895154169072e-10
Sntg1	2.08253581914709	1.12726570746601e-11	3.21289046222191e-10
Kcnip1	4.67311850746167	1.26252002516654e-11	3.56746662750335e-10
Wnt1	5.80051652720636	1.34388046326948e-11	3.78111907457007e-10
Serpina3i	3.35352691222179	2.07545843948347e-11	5.66380551529996e-10
Relt	3.26109357030312	2.20830725418635e-11	5.99524653621055e-10
A530020G20Rik	2.49526842396591	2.46938145213152e-11	6.66961169006406e-10
Vcam1	2.201996263751	2.71065673299954e-11	7.29133401585061e-10
Lctl	4.11067864349814	3.01624717214842e-11	8.05567658453893e-10
Slc7a10	2.62585659888386	3.13688141094823e-11	8.35242300382742e-10
Cyp1b1	2.76041579856483	4.18304540817772e-11	1.09714232854368e-09
Gm43822	2.47561787612269	4.36075493994409e-11	1.13920933669423e-09
Gm16263	4.0769826459912	5.07657496028747e-11	1.31446316417601e-09
Egr4	2.31961185953315	7.68367385091185e-11	1.93245131927283e-09
H19	6.43817800944325	8.5182577532057e-11	2.13178987294806e-09
Qprt	2.42322532476623	9.09120810455616e-11	2.25837971299867e-09
Tmem35a	2.28503442328954	1.0392352436917e-10	2.54317781914397e-09
Krt15	3.80073636052023	1.17240612637845e-10	2.83903591410512e-09
Pi16	2.52585811642049	1.17416317882935e-10	2.83903591410512e-09
Foxf2	2.44908862567145	1.24767192686807e-10	3.01123902569892e-09
Ifrd1	2.07042847124679	1.34261524924504e-10	3.23148942011797e-09
Nipal1	3.24182364870759	1.4572755738989e-10	3.48831196747574e-09
Rpl26-ps6	3.27601072918015	1.71026296461603e-10	4.02072277123807e-09
Gabrb1	2.11066537585397	2.38572335929845e-10	5.46224755553214e-09
Trh	3.740792728147	2.45618839622856e-10	5.60893647045006e-09
Nr4a2	2.41960359310203	2.86089775137113e-10	6.48807216770003e-09
Cdk5r1	2.98840384830428	3.301156341108e-10	7.41618444624493e-09
Adamts8	2.5266346324207	3.39368751089689e-10	7.60457728698164e-09
Map2k3os	2.1238056279499	3.60074067415448e-10	8.05482014583179e-09
Fgf10	3.04595682119204	3.65108978205436e-10	8.1605113760836e-09
Prrx2	2.05497310444044	4.6663273006567e-10	1.02212383262594e-08
Cd109	2.41651984010152	5.09347657273686e-10	1.10556178382004e-08
Dmrt3	4.62119751149815	6.1198212014933e-10	1.31102716895508e-08
Lin7a	2.64810902736991	6.7447332851285e-10	1.43787438032314e-08
Gm18445	4.42106284535268	8.35138387853864e-10	1.76891993311365e-08
Coch	3.13057092539076	1.12325239490089e-09	2.32855797893283e-08
Ddn	3.08987592129511	1.1913065344545e-09	2.46575145569587e-08
Slc9a7	2.13155782785717	1.26051321206843e-09	2.59470430906762e-08
Ptx3	3.88850141317747	1.32761396821563e-09	2.72217776008173e-08
Gatm	2.3833066656504	1.64434027221131e-09	3.31317377573312e-08
Tmem95	2.81782124979551	1.67700053480576e-09	3.37284809397057e-08
Adamts12	2.18846906626168	1.86415041988077e-09	3.70954652767045e-08
Cnmd	2.47372647084873	2.55672328085629e-09	4.99329765029596e-08
Igkv4-91	19.1414715411112	2.96265111742896e-09	5.70142377075374e-08
Pianp	2.54931838924769	3.1273273986032e-09	5.99639955357539e-08
Bmp2	2.10545450571523	3.14902200410749e-09	6.02482340814951e-08
Il10	4.20784756861557	3.18241129737613e-09	6.08428008721467e-08
Ereg	2.26919825706789	3.73932534102735e-09	7.07700947815874e-08
Lmcd1	2.02518124182537	3.8434594029848e-09	7.25321997950654e-08
Gm43682	2.32073365922379	4.13825487047006e-09	7.77607649124684e-08
Rarres1	3.06813334470296	4.1614081812435e-09	7.80842831840033e-08
B230311B06Rik	2.7524999156018	6.20133116045411e-09	1.12742514746418e-07
Synpr	2.61915107255461	6.38456466394371e-09	1.15753785399288e-07
Gm2399	2.6051482010843	6.56629255603954e-09	1.18639737823992e-07
Il31ra	2.63376378010389	6.66656964091212e-09	1.20203870831717e-07
Serpina3g	2.5721918527879	7.0368005689291e-09	1.2618753412871e-07
Pex5l	3.65930738556383	8.29412160277962e-09	1.47030631404531e-07
Duxbl2	3.00959051572946	8.60410993356182e-09	1.52177707831707e-07
Gng4	2.38967957438857	1.12408919679655e-08	1.93656938442219e-07
Sult1e1	3.66315733785646	1.32517483818181e-08	2.24333169035064e-07
S1pr5	2.35328081934766	1.74268126850361e-08	2.8905873978893e-07
Gm5345	3.22460469842913	1.88089962740812e-08	3.10224617543734e-07
Gm16958	3.41081976416847	1.88388024652861e-08	3.10521539131755e-07
Rph3a	2.34664270261566	2.07196816841886e-08	3.39609137735793e-07
Vwa3b	3.26609307045019	2.2563276543562e-08	3.67992632381578e-07
Ighm	4.40492316463675	2.26260619680492e-08	3.68787987728296e-07
Csf3	4.84218917488676	2.33036747033723e-08	3.78659524658194e-07
Gm37899	2.03123865966852	3.27127826730323e-08	5.1655172495766e-07
Stk32a	2.12046073020475	3.46445689196598e-08	5.44441263183686e-07
Ptgir	2.17414681093763	3.78812653931516e-08	5.92827155679737e-07
A330048O09Rik	4.38448970179715	3.83223622157719e-08	5.98661747512062e-07
Gm17173	4.75160603827045	4.7332933039628e-08	7.26480437265748e-07
Aloxe3	2.54110258260585	5.20742828908141e-08	7.92776712967966e-07
Sez6l	2.40578765066549	5.2396559350944e-08	7.97221681229198e-07
Gm12715	2.60938464581317	5.78317338766735e-08	8.72350586636268e-07
Pla2g2e	3.70346266990944	5.89434270195005e-08	8.87592864683457e-07
Nr4a3	2.2148144391517	7.3883737515252e-08	1.09010627190899e-06
Cd209f	5.70759398786585	1.07805141467528e-07	1.54974309103075e-06
Edn2	2.76832793952097	1.12694331889428e-07	1.61649388714023e-06
Msr1	4.40128985094105	1.32346036570862e-07	1.87587671555478e-06
Mybpc3	2.21522068716376	1.32481697608467e-07	1.87678837856001e-06
Stra6	2.11716513177691	1.34629886304301e-07	1.90516859548534e-06
Ttyh1	2.06458566059475	1.48564307598082e-07	2.08219565262799e-06
Slc25a33	2.54362982615827	1.52541067361554e-07	2.13338535836278e-06
Bcat1	2.54531952448525	1.53525290878988e-07	2.1460094724514e-06
Rassf9	2.7163606809589	1.80717038919021e-07	2.48776721237189e-06
F13a1	3.42533767431641	1.92645100785941e-07	2.64091436496913e-06
Timd4	4.51772128578967	1.95874357627839e-07	2.67820515910372e-06
Gm32369	2.97259637906974	2.17528092805567e-07	2.94481009588578e-06
Gm37385	10.6757757695565	2.37185808234667e-07	3.17700970327362e-06
Npy	3.9276544361067	2.41240561846673e-07	3.2246746389363e-06
Trem2	3.12279330074327	2.73246620711601e-07	3.61221047791965e-06
Smco3	3.75014721164256	2.90172743268877e-07	3.81678717858717e-06
Ltc4s	2.95331769038349	3.2203247687273e-07	4.20015288502277e-06
Slfn2	2.1218606553265	3.30024805707636e-07	4.2958745985902e-06
Gm16098	2.9284700471594	3.60931144653049e-07	4.66814927354363e-06
Vxn	3.42201310211545	3.68209320270614e-07	4.74580215085995e-06
Il1a	5.05097732637578	4.01839743870942e-07	5.14413534891138e-06
Has1	2.49302741116848	4.25243138526086e-07	5.42440253413888e-06
Ccl4	4.51354298177727	4.36698085620182e-07	5.56599638488862e-06
Dchs1	2.19625014710191	4.67067348562716e-07	5.91012060540614e-06
Chodl	3.97563376961989	5.18728709490978e-07	6.48583467708135e-06
Gm26902	3.11945447976627	5.57380627463513e-07	6.91951627757599e-06
Pcdhb10	4.15004524989379	5.73453465732281e-07	7.09921897553841e-06
Tnf	4.45854104437675	5.93865695656078e-07	7.32777901295706e-06
Pcdhb12	3.31989144950325	7.32432211968476e-07	8.88339981570064e-06
Tmigd1	2.95598325893018	7.67371191751868e-07	9.29002942541022e-06
Wscd2	3.30913592978196	7.77710756314605e-07	9.41087252362849e-06
Zscan18	2.14421219053353	7.80109556253599e-07	9.43555958453491e-06
Gm29521	2.43484219649553	8.02762216180821e-07	9.68283613987568e-06
Gm10561	2.55051416342737	9.00544173885148e-07	1.07343070151321e-05
Gabrg3	2.81434575656384	9.49487249776851e-07	1.12514239098557e-05
Ighv1-39	26.5105644420359	9.6342735054596e-07	1.14012070673921e-05
Rgs8	3.50516004946919	1.00374155835003e-06	1.18197981985292e-05
Add2	4.36532050334563	1.15984702019622e-06	1.35428741945414e-05
Igfbp2	2.18559717766396	1.20105143414631e-06	1.39558569249501e-05
Htra4	2.24011143085214	1.33565349878393e-06	1.53638113653296e-05
Apol7d	2.67611584159891	1.42272252193642e-06	1.62799310067775e-05
Cthrc1	2.27125497686113	1.56101990080369e-06	1.77543236188684e-05
Myh11	2.05203602779973	1.79410068460838e-06	2.01354124189388e-05
Ttll9	5.27415858700234	1.80542381445639e-06	2.02452192186293e-05
Gm27000	2.8619551079348	1.8834447214689e-06	2.10215444580748e-05
Stum	3.47462103654463	2.32205072124742e-06	2.54102280881264e-05
Shc2	2.14995893116708	2.32957955575817e-06	2.54820163714471e-05
Krtdap	2.89368631501193	2.33319692140261e-06	2.55020103668493e-05
Lrrc4c	2.31918090674801	2.79024018671164e-06	2.99544985438698e-05
3300005D01Rik	3.10440479838925	2.98404938931239e-06	3.1911133042537e-05
Mybpc1	4.60195537809143	2.99077784543269e-06	3.1970090524095e-05
Fam83f	3.34450144810951	3.07923832695852e-06	3.28435423889033e-05
Pi4ka	4.70928073766972	3.24151928874358e-06	3.43849386810393e-05
Stmn2	2.22483246173814	3.47048513168489e-06	3.65338344774847e-05
Gm19144	2.88491024407398	4.1828036048245e-06	4.30336388080243e-05
Defb25	2.47607696615394	4.35912859527731e-06	4.46382234160997e-05
Wfdc17	3.88095908610115	4.71230836991201e-06	4.79376242410191e-05
Nlgn1	2.02966099000908	5.49229988127671e-06	5.52527468362319e-05
Krt36	3.01486671525833	5.92614633391206e-06	5.91198830512797e-05
Sbspon	2.76463397226746	7.9011754392908e-06	7.6473959632606e-05
Lrrc4b	2.90992281879642	8.7685444993412e-06	8.37596587306351e-05
Gm8752	7.10384148710462	9.74084040875705e-06	9.20446439055933e-05
Gm20388	9.87128907244651	1.03764499788416e-05	9.75252838847394e-05
Zeb2os	2.95494363423147	1.06105158797613e-05	9.95118863632375e-05
Mrc1	2.76259578130203	1.06670143300204e-05	9.9936672456574e-05
Gm22205	2.83755684965392	1.07257870669322e-05	0.000100449726012739
Adgrf3	2.02859704306301	1.12293908857859e-05	0.000104793042225033
Crabp2	3.26805348342654	1.30142121951175e-05	0.000119666158761606
Gm44891	2.38437488940161	1.39683320071379e-05	0.0001275919826777
4833412C05Rik	2.06106256780044	1.49250389773848e-05	0.00013534401943401
Rgcc	2.05182036710865	1.5421711371485e-05	0.000139415450532528
Lcn11	2.23578704589565	1.75976630841235e-05	0.000157409630314192
Kif26b	2.55791332520276	1.81138333523584e-05	0.00016175173591327
Zfp652os	2.72926001693907	1.99485317035014e-05	0.000176398663369415
Fcgr2b	2.06713854441799	2.17665346418112e-05	0.000190616586824942
Gm15725	6.34917496864182	2.18181681541192e-05	0.000190896583923447
A630081D01Rik	3.56336682921504	2.24477842849172e-05	0.00019554101363686
Igkv10-94	22.9019358940127	2.2884330413297e-05	0.000198685835043764
Cyp27b1	2.79114235415195	2.31464756252704e-05	0.000200498628341781
Gm21986	2.96854665283944	2.4726090711328e-05	0.000213059046296399
Panct2	2.73446445479422	2.50447997141633e-05	0.000215311616366175
Pde1c	3.35421969180077	2.75708293000335e-05	0.000234347594958314
Gm47009	2.14198168526424	3.0095484549806e-05	0.000253675716774029
Zfp711	2.56255223728535	3.10540321132183e-05	0.000260752768210161
Gjb3	2.51601132727812	3.14360171854336e-05	0.000263287903246483
Mzb1	4.47739900518415	3.38505362839384e-05	0.000281182841181424
Rfx8	2.22926701469387	3.46719807150246e-05	0.000287009375918865
Adra1d	4.2860942841484	3.74306802193185e-05	0.000306661135013893
Ankrd34a	2.1250468221154	3.95298229448721e-05	0.000322259255936033
Igkc	5.15378593445123	4.18371783793433e-05	0.000338753663165708
Duoxa1	2.45371714561351	4.41314407546198e-05	0.000355361436159101
Ctnnd2	2.01304626100023	4.81487292928645e-05	0.000384532064817057
Odf3l1	3.50628977819411	5.53039789697469e-05	0.000434942234606018
Gpr132	3.94823202424598	5.77016677291081e-05	0.000451370137659722
Gpr165	2.50929173308573	5.8822955583405e-05	0.00045932190339348
Frzb	2.78979580847717	5.89293301923554e-05	0.000460015990911066
Tmem233	2.94826903341106	5.93406744907568e-05	0.000462540777430619
Tac1	2.81676439410678	6.28480436791833e-05	0.000486993662759433
Kctd19	3.23488666160876	6.32182683602553e-05	0.000489429954606603
Brinp1	2.48677297641321	6.47023773049086e-05	0.000499596548212572
Spock3	2.4540099756373	6.70689179649089e-05	0.000515449028601478
Bpifb5	2.1068870103695	7.12482842227531e-05	0.000545179933987192
Klk14	2.68554015481046	7.31591677431883e-05	0.000558178139738995
Igkv12-89	21.4628389449441	7.77385519754709e-05	0.000588200124705042
Aqp2	3.56032757014103	8.71394675636651e-05	0.000651058782504214
Gm37146	2.13570476578764	8.76556323237673e-05	0.000654357752423765
Kcng1	3.55553257659248	9.17001389284201e-05	0.000680687233292875
Sorcs3	2.47164108483406	9.60132052686051e-05	0.000708902439236934
Tmem114	2.55059478161067	9.79069443652481e-05	0.000721063265794116
Gm28592	2.07378514484117	9.89678112529336e-05	0.000728264674302356
P2rx5	2.29201605147564	0.000115059459858839	0.00083155747541387
Grm3	2.49937781209348	0.000115655723959295	0.000834949267342805
Htr1d	2.30494957691121	0.000122556076643718	0.000877082496797736
Gm12301	2.14708938690856	0.000131321939916147	0.00093118228392832
Tex11	3.09918226141643	0.000133938359113395	0.000948201402905294
Mroh7	3.73106844075463	0.000157250174329469	0.00108805374436753
C330018A13Rik	3.65926971930368	0.000179737057226956	0.00122432490017337
Gm47123	6.07925551298578	0.000184745510553297	0.00125648917945335
Arhgap36	3.14443018789784	0.000197830040637231	0.00133102682328481
Lrfn2	2.43093505299477	0.000200594208061201	0.00134721261972582
Vwce	3.21155811921273	0.000211718164853934	0.00140683752533782
Dio3	3.3383596743017	0.000216867984069643	0.00143489588956743
Ccdc151	2.05790342408018	0.000221145362237966	0.00146062541912985
Gjb4	3.49554128197234	0.000221126128678781	0.00146062541912985
Cd83	2.36232029910858	0.000280995351147376	0.00179988914113319
Gm43000	2.49842556380216	0.000289404541062592	0.00184611184814103
Gabra4	2.61245197541323	0.000301344069274932	0.0019102309470881
Mgarp	2.32802325370017	0.000309807959227971	0.00195634133063136
Gm12671	6.92608905574116	0.00031793909253911	0.00199904964326634
Gm10584	2.6706193330388	0.000318421192331666	0.00200064635936688
Tnfrsf8	3.97479809487219	0.000320794950352824	0.00201411760356366
Igkv4-57	14.0234393311801	0.000327803514956908	0.00205247921311833
Ear1	2.19568855795113	0.000344859780806053	0.00214778083656838
Fam205c	2.30794002717048	0.000347594499004248	0.00216225312965353
Pbp2	3.40519739877256	0.000349403513557416	0.00217252931211454
Gm44245	2.54150527751192	0.000401668714642559	0.00244712803985683
Hsf2bp	2.1345983823917	0.000411762731222951	0.00249705905262383
5031434C07Rik	2.1587001282169	0.000442919773106887	0.00265479391003028
Col9a3	3.09927348850884	0.000461949403034683	0.00275192548587713
Spdef	4.21826626952125	0.000502344994715822	0.00295113661813067
