Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Unnamed: 7
Rspo2	1.87462986447776e-27	0.508965191990955	0.133	0.009	3.95303199522426e-23	Cxcl12+	
Grip2	2.11532463356931e-27	0.395042347923348	0.121	0.009	4.4605850548076e-23	Cxcl12+	
Zfp618	3.5028954251316e-27	0.494733354377201	0.159	0.035	7.38655558297501e-23	Cxcl12+	
Fbln5	4.74395892500027e-27	0.71626005820521	0.615	0.554	1.00035861851481e-22	Cxcl12+	
Rbms1	1.02593447804423e-26	0.589814284469046	0.662	0.71	2.16338803385187e-22	Cxcl12+	
Camp	3.30079197625147e-26	0.431985094954807	0.12	0.006	6.96038004032148e-22	Cxcl12+	
Mdk	4.95721359146774e-26	0.848276488882536	0.457	0.267	1.0453276300328e-21	Cxcl12+	
Wif1	5.41373825895452e-26	0.351242982440956	0.141	0.025	1.14159498666574e-21	Cxcl12+	
Mrps6	5.80450337141197e-26	0.736988387436036	0.333	0.175	1.22399562592964e-21	Cxcl12+	
Fzd5	1.76147969382495e-25	0.633634188756026	0.189	0.034	3.71443223036868e-21	Cxcl12+	
Sdc1	1.87273556033756e-25	0.683537162456382	0.278	0.111	3.94903747608381e-21	Cxcl12+	
Gprin3	7.24433093896552e-25	0.482857006037967	0.134	0.008	1.52761206509966e-20	Cxcl12+	
Jun	1.08799137419307e-24	0.670369502172149	0.842	0.921	2.29424741076093e-20	Cxcl12+	
Btg1	4.01202558524687e-24	0.831452172459274	0.645	0.607	8.46015835161008e-20	Cxcl12+	
Smoc1	1.1361552269062e-23	0.424702558898762	0.141	0.022	2.39581052697711e-19	Cxcl12+	
Eepd1	1.16299999050906e-23	0.401346646207158	0.138	0.033	2.45241807998646e-19	Cxcl12+	
Klf6	1.2717582943175e-23	1.04823157488637	0.656	0.692	2.68175671522731e-19	Cxcl12+	
Dlx5	3.91871698074913e-23	0.448414363163474	0.127	0.008	8.26339849730568e-19	Cxcl12+	
Son	3.94946153202347e-23	0.488921793612608	0.737	0.808	8.3282295325779e-19	Cxcl12+	
Hba-a2	6.28896359317831e-23	3.37237610446607	0.116	0.01	1.32615375289351e-18	Cxcl12+	
Grb14	7.70237991748665e-23	0.538089787519238	0.177	0.037	1.62420085320041e-18	Cxcl12+	
Mt2	1.33379659893258e-22	1.02284821561818	0.64	0.563	2.81257688816914e-18	Cxcl12+	
Fosb	1.81540425353127e-22	0.761939161418695	0.731	0.726	3.82814294942138e-18	Cxcl12+	
Phactr1	5.52166114608694e-22	0.627281389481665	0.252	0.101	1.16435268587535e-17	Cxcl12+	
Nos1ap	6.63032141884222e-22	0.480722954793576	0.145	0.025	1.39813587759126e-17	Cxcl12+	
Kalrn	1.19644867133569e-21	0.431470058387845	0.135	0.04	2.52295131324558e-17	Cxcl12+	
Csf1	1.92991049747786e-21	0.658810598103474	0.531	0.485	4.06960226603156e-17	Cxcl12+	
Spry1	2.28498743843906e-21	0.891030026708404	0.464	0.329	4.81835301143645e-17	Cxcl12+	
Snai2	4.10695771373087e-21	0.654815320770369	0.257	0.123	8.66034173094429e-17	Cxcl12+	
Gtpbp2	8.84851323211888e-21	0.673678081190101	0.286	0.143	1.86588598525691e-16	Cxcl12+	
Tle2	2.17007914834147e-20	0.506201776380252	0.186	0.072	4.57604590010766e-16	Cxcl12+	
Nrp1	4.53508643713311e-20	0.673821602160541	0.563	0.504	9.56313676998259e-16	Cxcl12+	
Pf4	1.34415591940301e-19	0.508856851779327	0.185	0.052	2.83442158724512e-15	Cxcl12+	
Rrad	1.35226716728778e-19	0.776814821918404	0.238	0.117	2.85152577565974e-15	Cxcl12+	
Hvcn1	1.48430140671222e-19	0.419328163677834	0.137	0.036	3.12994637633407e-15	Cxcl12+	
Epdr1	1.53772024460242e-19	0.664823794971894	0.36	0.248	3.24259067979313e-15	Cxcl12+	
Cnn2	1.55666072545319e-19	0.618535917148677	0.408	0.31	3.28253047176314e-15	Cxcl12+	
Irx3	1.91928075852715e-19	0.525061215113788	0.153	0.024	4.04718733550621e-15	Cxcl12+	
Cldn10	6.16019088992312e-19	0.720167878587354	0.249	0.088	1.29899945295809e-14	Cxcl12+	
Mgmt	8.72777441074451e-19	0.551026910474994	0.209	0.068	1.84042578999369e-14	Cxcl12+	
Ogt	1.134759050214e-18	0.74362221558362	0.435	0.337	2.39286640918626e-14	Cxcl12+	
Oaz1	4.17673138034379e-18	0.325239716212638	0.906	0.964	8.80747346173094e-14	Cxcl12+	
Mylk	7.91840802432315e-18	0.559938187771444	0.426	0.265	1.66975470008902e-13	Cxcl12+	
Cx3cl1	8.45157021848874e-18	0.425473055707548	0.139	0.043	1.78218261197272e-13	Cxcl12+	
Snhg11	8.66065403667183e-18	0.615215021974101	0.142	0.043	1.82627211671299e-13	Cxcl12+	
Map4k4	1.05343646698999e-17	0.702614444872114	0.41	0.34	2.22138147794179e-13	Cxcl12+	
Mark1	1.1555327035911e-17	0.369024099484729	0.12	0.031	2.43667181206256e-13	Cxcl12+	
Synpo	1.50114883787785e-17	0.60498806787685	0.213	0.098	3.16547255443302e-13	Cxcl12+	
Susd2	1.85605872914848e-17	0.435305038410251	0.157	0.062	3.91387104215541e-13	Cxcl12+	
Sox4	2.96592504923025e-17	0.973532004495532	0.374	0.264	6.25424615131183e-13	Cxcl12+	
Fgf7	3.20825605186129e-17	0.6280854533754	0.362	0.23	6.7652495365599e-13	Cxcl12+	
Adcy2	3.39031760116683e-17	0.370751465668042	0.119	0.033	7.1491627255805e-13	Cxcl12+	
Arhgap31	3.41858463537711e-17	0.492921903291037	0.213	0.129	7.20876942061972e-13	Cxcl12+	
S1pr3	5.05853675057259e-17	0.731236628112403	0.331	0.199	1.06669364459324e-12	Cxcl12+	
Pparg	8.23522731824008e-17	0.413387569153807	0.143	0.037	1.73656238459729e-12	Cxcl12+	
Dlc1	1.30700235167093e-16	0.625581272501472	0.466	0.455	2.75607585896848e-12	Cxcl12+	
Hspa8	1.81024858604553e-16	0.418797728484621	0.864	0.909	3.81727119339421e-12	Cxcl12+	
Prdm11	2.13821449756034e-16	0.36134416706418	0.11	0.021	4.50885291100549e-12	Cxcl12+	
Tra2a	2.96667499996965e-16	0.616566528791813	0.405	0.373	6.255827572436e-12	Cxcl12+	
Socs3	6.40350574193848e-16	0.969724615142893	0.67	0.681	1.35030725580257e-11	Cxcl12+	
Gpr88	6.5703562433383e-16	0.476710563572327	0.156	0.041	1.38549102103275e-11	Cxcl12+	
Samhd1	6.58528127213641e-16	0.745266748222825	0.399	0.293	1.38863826185541e-11	Cxcl12+	
Kcnip3	7.29809674799224e-16	0.326282665736545	0.114	0.041	1.53894966124912e-11	Cxcl12+	
Rasa4	1.12414966737091e-15	0.344487831320253	0.103	0.026	2.37049440358504e-11	Cxcl12+	
Ahcyl2	1.38417116314847e-15	0.461229758747829	0.165	0.07	2.91880173173119e-11	Cxcl12+	
Umad1	1.90480775050647e-15	0.390249851236754	0.162	0.087	4.01666810349298e-11	Cxcl12+	
Pik3r1	3.50711546667015e-15	0.724090140559996	0.47	0.38	7.39545438456735e-11	Cxcl12+	
Dlg5	6.55548481961484e-15	0.448383499626607	0.16	0.071	1.38235508391218e-10	Cxcl12+	
Neat1	2.06840789664892e-14	0.653021830142681	0.678	0.66	4.36165173166359e-10	Cxcl12+	
Tspan12	2.08459052409852e-14	0.442838899047378	0.168	0.067	4.39577603816654e-10	Cxcl12+	
Angptl4	2.29996777472313e-14	0.819474009039144	0.394	0.31	4.84994204655866e-10	Cxcl12+	
Klf2	2.92264917376765e-14	0.924091202027843	0.674	0.69	6.16299031272385e-10	Cxcl12+	
Eva1c	6.39592958836076e-14	0.331251081670691	0.106	0.015	1.34870967229763e-09	Cxcl12+	
Pim3	7.52965285274193e-14	0.728886615903898	0.319	0.227	1.58777789705769e-09	Cxcl12+	
Tra2b	9.46958304175411e-14	0.62204180724745	0.548	0.566	1.99685097601469e-09	Cxcl12+	
Sphk1	1.19606000601895e-13	0.498428086921946	0.193	0.095	2.52213173469216e-09	Cxcl12+	
Il7	1.44589434765248e-13	0.333813383757639	0.167	0.071	3.04895741089478e-09	Cxcl12+	
Dock8	1.52971815299011e-13	0.32619709491371	0.102	0.019	3.22571666921024e-09	Cxcl12+	
Slc1a5	2.63957560824332e-13	0.569536222064456	0.502	0.518	5.56607308510269e-09	Cxcl12+	
Daam2	3.38966491733586e-13	0.299156539895747	0.101	0.033	7.14778641118612e-09	Cxcl12+	
Hoxa10	6.11862955400532e-13	0.39644919939577	0.141	0.047	1.2902354140531e-08	Cxcl12+	
Nrp2	6.33166062524155e-13	0.478566312151432	0.24	0.139	1.33515727604469e-08	Cxcl12+	
Acox1	6.34741637478505e-13	0.738863962504052	0.2	0.115	1.33847969095092e-08	Cxcl12+	
Speg	8.33449293281917e-13	0.336490429114869	0.116	0.041	1.75749452474358e-08	Cxcl12+	
Olfml2a	9.8741893896446e-13	0.381111661948837	0.124	0.038	2.08217031659436e-08	Cxcl12+	
Cebpb	1.2692836032331e-12	0.610279869783402	0.67	0.686	2.67653833413764e-08	Cxcl12+	
Tspan17	1.61220495780219e-12	0.530515816673797	0.293	0.205	3.39965659451748e-08	Cxcl12+	
Rgs16	2.01536300412974e-12	0.647754128562828	0.143	0.055	4.24979596680838e-08	Cxcl12+	
Tifa	2.84191276559224e-12	0.462863482162561	0.197	0.108	5.99274144880436e-08	Cxcl12+	
Slc38a2	5.55133481015204e-12	0.724736378779984	0.487	0.496	1.17060997141676e-07	Cxcl12+	
Rasl11a	5.66518340275318e-12	0.667385952247426	0.311	0.209	1.19461722413856e-07	Cxcl12+	
Mmd	5.791804250223e-12	0.48749717666041	0.197	0.088	1.22131776224452e-07	Cxcl12+	
Slc36a2	6.31127567044738e-12	0.288267797336763	0.14	0.064	1.33085870062724e-07	Cxcl12+	
Srsf2	8.50724437276944e-12	0.536309353029567	0.592	0.635	1.79392262088589e-07	Cxcl12+	
Limd2	1.17822838799022e-11	0.397047041871307	0.171	0.092	2.48453020175497e-07	Cxcl12+	
Mical3	2.12730581720768e-11	0.446550496358207	0.167	0.074	4.48584977674584e-07	Cxcl12+	
Gng5	2.30835539539109e-11	0.306197137885185	0.764	0.868	4.86762902226118e-07	Cxcl12+	
Lmo4	4.48380297797144e-11	0.564022490108583	0.477	0.447	9.45499533964838e-07	Cxcl12+	
Nuak1	4.89237769019673e-11	0.378398890689764	0.139	0.063	1.03165568353179e-06	Cxcl12+	
Zfp36l2	5.76375939210712e-11	0.722874265297905	0.503	0.515	1.21540394301363e-06	Cxcl12+	
Srsf5	6.68798164291804e-11	0.521360441324255	0.657	0.737	1.41029468904213e-06	Cxcl12+	
Rai14	6.73200085330683e-11	0.49954705563261	0.197	0.103	1.41957701993681e-06	Cxcl12+	
Wnt4	8.99572608194604e-11	0.314244808539207	0.124	0.055	1.89692875889996e-06	Cxcl12+	
Fam69a	9.95411099543452e-11	0.528382630374264	0.274	0.184	2.09902338560728e-06	Cxcl12+	
Amotl2	1.0323225215564e-10	0.679581032230749	0.365	0.297	2.17685850120599e-06	Cxcl12+	
Ccnl2	1.15295603000347e-10	0.564759339246797	0.377	0.326	2.43123838046832e-06	Cxcl12+	
Fus	1.71557312337157e-10	0.521234287827438	0.602	0.658	3.61762904525364e-06	Cxcl12+	
Rspo3	2.2787044443022e-10	0.41383110376804	0.198	0.103	4.80510406170004e-06	Cxcl12+	
Atp13a3	2.61594893850213e-10	0.582592893429779	0.254	0.158	5.51625152661944e-06	Cxcl12+	
Emb	3.86639446001845e-10	0.401312063716664	0.176	0.073	8.1530659978409e-06	Cxcl12+	
Hoxa9	3.97391495742909e-10	0.350174885681394	0.113	0.033	8.37979447073073e-06	Cxcl12+	
Lrg1	4.80886580237302e-10	0.363294254865365	0.104	0.034	1.0140455317464e-05	Cxcl12+	
Tmem86a	5.55316297498187e-10	0.45405947180332	0.15	0.073	1.17099547653443e-05	Cxcl12+	
Chst15	5.78397037253284e-10	0.353987435116997	0.156	0.089	1.219665832456e-05	Cxcl12+	
Enah	6.00988806206507e-10	0.443447264651286	0.196	0.137	1.26730509564766e-05	Cxcl12+	
Pdgfa	6.85247010004458e-10	0.400775902309055	0.198	0.12	1.4449803699964e-05	Cxcl12+	
Ptgfr	6.86639851057513e-10	0.41127156038845	0.159	0.071	1.44791745392498e-05	Cxcl12+	
Zfp36l1	6.87067584506558e-10	0.506236145951414	0.744	0.844	1.44881941544898e-05	Cxcl12+	
Serpina3c	7.65568204679345e-10	0.447458202100889	0.204	0.117	1.61435367320734e-05	Cxcl12+	
Id3	7.79108672422519e-10	0.74632346784467	0.768	0.821	1.64290645753737e-05	Cxcl12+	
Stk17b	9.17261944774245e-10	0.432822232288742	0.166	0.073	1.93423026294545e-05	Cxcl12+	
C4b	1.00774459023076e-09	0.320773285974497	0.572	0.473	2.12503101741959e-05	Cxcl12+	
Pnrc1	1.0704308436257e-09	0.452641194362529	0.642	0.723	2.25721751995351e-05	Cxcl12+	
Ehd3	1.43668397951097e-09	0.392900616392047	0.156	0.06	3.02953550759479e-05	Cxcl12+	
Irf1	1.46249166887854e-09	0.696926205300731	0.459	0.401	3.08395618216418e-05	Cxcl12+	
Slc40a1	1.60267226695679e-09	0.4226867096884	0.177	0.082	3.37955500933179e-05	Cxcl12+	
Mxd4	2.00056473617381e-09	0.527676837852708	0.466	0.501	4.21859085916971e-05	Cxcl12+	
Cyr61	2.23610878156756e-09	0.6223771622493	0.65	0.695	4.71528258769151e-05	Cxcl12+	
Plxnd1	2.51975358482933e-09	0.391099994506639	0.168	0.096	5.31340438432962e-05	Cxcl12+	
Ier5	3.0173358535068e-09	0.633636923891261	0.548	0.564	6.36265611428979e-05	Cxcl12+	
Sema6d	3.14441262927054e-09	0.409048091027556	0.162	0.088	6.63062291134279e-05	Cxcl12+	
Fabp4	3.77951486026722e-09	0.870732107682811	0.266	0.157	7.96986298584549e-05	Cxcl12+	
Nupr1	5.4691645079466e-09	0.389292790884879	0.71	0.816	0.00011532827197907	Cxcl12+	
Uhrf2	6.48790799927468e-09	0.660517327175038	0.294	0.237	0.000136810515980705	Cxcl12+	
Cdc42ep3	6.59371575560701e-09	0.454679230686426	0.309	0.216	0.000139041684138485	Cxcl12+	
Shox2	6.68720659033138e-09	0.329442235061455	0.139	0.087	0.000141013125370318	Cxcl12+	
Myo1b	6.98721160874358e-09	0.435695427517342	0.207	0.122	0.000147339331193576	Cxcl12+	
Ptx3	8.02688310099669e-09	0.299730787996579	0.307	0.19	0.000169262883950717	Cxcl12+	
Pecam1	1.02299847126575e-08	0.258692203213293	0.104	0.05	0.000215719687635808	Cxcl12+	
Lman2l	1.40389240370229e-08	0.261485762367228	0.113	0.075	0.000296038791168703	Cxcl12+	
Ak3	1.6186304753206e-08	0.495496248821069	0.313	0.288	0.000341320608330854	Cxcl12+	
H3f3b	1.90851157411968e-08	0.262888100957853	0.921	0.98	0.000402447835634617	Cxcl12+	
Serpine1	2.02258938336924e-08	1.07075105509248	0.322	0.27	0.000426503423271071	Cxcl12+	
Deptor	2.75624765848135e-08	0.569730172118349	0.27	0.197	0.000581209943743962	Cxcl12+	
Ifnar2	3.23000605882254e-08	0.450987071082424	0.439	0.453	0.000681111377623909	Cxcl12+	
Pth1r	3.45574611097684e-08	0.38219137255554	0.229	0.165	0.000728713182421686	Cxcl12+	
Adrb2	6.50396603027847e-08	0.364208352981344	0.104	0.036	0.00137149131680482	Cxcl12+	
Soat1	7.17885706505017e-08	0.46321427225904	0.202	0.154	0.00151380558930713	Cxcl12+	
Auts2	7.63752299875499e-08	0.476709135428419	0.281	0.216	0.00161052447474747	Cxcl12+	
Fgfrl1	7.97826023236029e-08	0.380444967525555	0.144	0.067	0.00168237573519781	Cxcl12+	
Bmp4	8.00421704195523e-08	0.482277586369334	0.328	0.267	0.0016878492476371	Cxcl12+	
Fscn1	1.83190651740856e-07	0.479793371231644	0.266	0.213	0.00386294127325944	Cxcl12+	
