Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Unnamed: 7
Slc38a5	1.43799011520413e-147	1.33813548522308	0.531	0.006	3.03228975593095e-143	Npnt+	
Cd81	1.0819770788693e-144	0.880804359503866	0.973	0.897	2.28156506621169e-140	Npnt+	
Nebl	1.06400982066769e-139	1.36640103660601	0.495	0.004	2.24367750884196e-135	Npnt+	
Mxra8	3.58369198152093e-133	1.12749752975001	0.894	0.7	7.55693128143318e-129	Npnt+	
Cxcl14	6.1178608833349e-133	0.907558556461344	0.842	0.257	1.29007332446883e-128	Npnt+	
Aldh1a1	6.77929438274457e-132	1.29387203744339	0.764	0.381	1.42954980648935e-127	Npnt+	
Prex2	2.92871857101453e-131	1.37591515007647	0.671	0.194	6.17578885069835e-127	Npnt+	
Gng11	1.45488370493122e-130	1.30446990831202	0.832	0.531	3.06791326858845e-126	Npnt+	
Cd82	8.29248603145221e-129	1.11872080934812	0.651	0.188	1.74863652945233e-124	Npnt+	
Tagln2	1.67571424723679e-127	0.919838946263406	0.896	0.719	3.53357863314823e-123	Npnt+	
Sh3bgrl	9.9898221952146e-125	1.13124404893079	0.811	0.514	2.1065538063049e-120	Npnt+	
Olfml3	3.65949615697884e-122	1.04826146421979	0.855	0.587	7.71677954622128e-118	Npnt+	
Slc36a2	7.32349872112863e-121	1.22728788562692	0.51	0.039	1.54430617532439e-116	Npnt+	
Tns1	6.31822766936202e-120	1.29159511617909	0.76	0.385	1.33232466863837e-115	Npnt+	
G0s2	2.06716043305539e-119	1.35964305059631	0.834	0.454	4.3590212051839e-115	Npnt+	
Mylk	2.328419776172e-113	1.06554625060509	0.738	0.244	4.90993878201389e-109	Npnt+	
Eln	9.20424657701201e-112	1.4770219931427	0.802	0.472	1.94089947569452e-107	Npnt+	
Upk1b	1.12482354006226e-111	1.29695060145629	0.435	0.008	2.37191539892928e-107	Npnt+	
Plxdc2	1.69855953349506e-109	0.992473897928615	0.853	0.585	3.58175248828103e-105	Npnt+	
Gpx3	1.46063168130895e-108	0.865660688597033	0.977	0.895	3.08003402637619e-104	Npnt+	
Cox6b2	3.06329543052323e-108	1.15476828617417	0.532	0.092	6.45957107434435e-104	Npnt+	
Nbl1	5.68173783999259e-108	1.20101741094584	0.833	0.529	1.19810805831924e-103	Npnt+	
Scn3a	2.66459334980352e-101	1.03012423775492	0.37	0.002	5.61882799673068e-97	Npnt+	
Bmp3	1.66363450656185e-99	1.06331924200948	0.449	0.043	3.50810608398698e-95	Npnt+	
Car2	1.110974186089e-98	1.13641071061224	0.393	0.017	2.34271126620586e-94	Npnt+	
Tbx2	1.5503421082711e-96	1.00576193364643	0.432	0.039	3.26920640371127e-92	Npnt+	
Hmgb1	3.01740842989265e-94	0.686586039152231	0.892	0.773	6.36280915611463e-90	Npnt+	
F2r	5.36262426140877e-93	1.12325619835363	0.645	0.219	1.13081657800327e-88	Npnt+	
Adh1	5.5506401866072e-92	1.0580045119045	0.59	0.215	1.17046349614986e-87	Npnt+	
Rbp1	3.60283417616111e-91	0.706863189391736	0.867	0.59	7.59729642727093e-87	Npnt+	
Prelp	1.63561622863016e-90	0.77958993448219	0.851	0.647	3.44902394131241e-86	Npnt+	
Gsta3	1.0622758683165e-88	1.07493564993618	0.607	0.206	2.24002112351901e-84	Npnt+	
Gm13889	1.42471002804198e-85	1.09862224308985	0.514	0.131	3.00428603613213e-81	Npnt+	
Kank3	8.06872704047904e-85	0.967580882842355	0.404	0.037	1.70145247102581e-80	Npnt+	
Slc7a10	8.66677305485846e-85	1.1314633093503	0.331	0.005	1.827562434078e-80	Npnt+	
Spon1	3.19408649147923e-84	0.98671122143929	0.694	0.322	6.73537018458226e-80	Npnt+	
Scube2	2.18479920499724e-83	0.996020370817552	0.349	0.008	4.60708608357768e-79	Npnt+	
Nox4	2.98282345529097e-83	0.939549774951325	0.484	0.139	6.28987982017206e-79	Npnt+	
Ces1d	3.50838484244836e-82	1.56858301338429	0.571	0.171	7.39813111727086e-78	Npnt+	
Nt5dc2	3.85359892868186e-81	0.924738907547894	0.415	0.066	8.12608406091143e-77	Npnt+	
Rgs2	1.38360936614399e-78	1.14266606656434	0.433	0.089	2.91761707038784e-74	Npnt+	
Tmem204	5.13672715462838e-77	0.804046338932195	0.505	0.184	1.08318165509649e-72	Npnt+	
Slc1a3	1.22699524545867e-76	0.892719736686799	0.49	0.136	2.58736487409869e-72	Npnt+	
Aldh2	1.24863857736956e-76	0.753986765623372	0.872	0.773	2.63300416809919e-72	Npnt+	
Alcam	3.0618391418391e-76	0.884144130381606	0.371	0.039	6.4565001983961e-72	Npnt+	
Zyx	4.36846660804642e-75	0.937495925931666	0.691	0.425	9.21178553638749e-71	Npnt+	
Hoxa5	3.17975081352183e-74	1.00635296774431	0.426	0.067	6.70514054047348e-70	Npnt+	
Lrat	3.06338392070927e-73	0.93144962738035	0.414	0.058	6.45975767359963e-69	Npnt+	
Tmem119	8.8447380559343e-73	1.01366613251157	0.607	0.243	1.86508991385487e-68	Npnt+	
Bgn	2.83672707653858e-72	0.546911054229113	0.974	0.85	5.9818063862969e-68	Npnt+	
Timp3	3.96044193099368e-72	0.762232742208073	0.867	0.664	8.35138389988637e-68	Npnt+	
Ppp1r2	1.50174820586324e-71	0.844411436671921	0.756	0.573	3.16673644170382e-67	Npnt+	
Fgfr3	2.24180169340336e-70	0.69368203041711	0.3	0.027	4.72728723087967e-66	Npnt+	
Gpc3	2.26811485144842e-69	0.812787014557564	0.697	0.312	4.78277378724928e-65	Npnt+	
Spint2	1.20052071997928e-68	0.754602613243825	0.345	0.049	2.5315380422203e-64	Npnt+	
Nr2f2	1.8636086349991e-68	0.865917229728108	0.598	0.256	3.9297915286226e-64	Npnt+	
Pmp22	2.7865045706923e-68	0.677948322186057	0.867	0.75	5.87590218821884e-64	Npnt+	
Fxyd1	4.68201484390643e-67	0.595303943919181	0.868	0.807	9.87296470134548e-63	Npnt+	
Emp2	1.72092021624391e-66	0.924237271037877	0.626	0.34	3.62890445999354e-62	Npnt+	
Ptgis	6.27959041046045e-66	0.790125557330073	0.71	0.438	1.3241772298538e-61	Npnt+	
Prdm6	8.11750560352122e-66	0.731125695393427	0.312	0.022	1.71173840661452e-61	Npnt+	
Atp1a2	4.13727824667713e-65	0.811469175082817	0.62	0.311	8.72427863876807e-61	Npnt+	
Cmklr1	1.60721682087924e-64	0.859965767698139	0.445	0.135	3.38913811018805e-60	Npnt+	
Nupr1	8.29496839924729e-64	0.646559539401144	0.885	0.803	1.74915998634928e-59	Npnt+	
Cyr61	1.04257691053933e-63	0.975440288060204	0.838	0.682	2.19848193125428e-59	Npnt+	
Pid1	1.14956610317448e-62	0.873637585741711	0.627	0.328	2.42409004176403e-58	Npnt+	
Nexn	1.33289353464537e-62	0.821186017244956	0.396	0.104	2.81067259650669e-58	Npnt+	
Foxf2	3.30066360917548e-62	0.819277138663037	0.326	0.034	6.96010935266834e-58	Npnt+	
Fth1	3.77661176386953e-62	0.381675029278408	0.999	0.998	7.96374122647168e-58	Npnt+	
Tmem176a	7.08528910019916e-62	0.508277943325858	0.89	0.447	1.494074912559e-57	Npnt+	
Btg2	1.18341655065407e-61	0.764278738787991	0.881	0.775	2.49547048036424e-57	Npnt+	
Ptprd	1.23177325913726e-61	0.820988127384586	0.47	0.154	2.59744027154273e-57	Npnt+	
Tmsb10	1.31230035285774e-61	0.575901663919148	0.984	0.958	2.76724775407113e-57	Npnt+	
Ednra	3.04718882393113e-61	0.847248137198308	0.402	0.073	6.42560707302358e-57	Npnt+	
Cebpb	4.07062860106766e-61	0.71488693481928	0.852	0.673	8.58373453107138e-57	Npnt+	
Gja5	8.28891854539437e-60	0.724545448926177	0.235	0.001	1.74788425366731e-55	Npnt+	
Fhod1	2.7623560373297e-59	0.757242022590764	0.317	0.046	5.82498017591714e-55	Npnt+	
Lrp4	1.24320555955715e-58	1.01762377208324	0.342	0.056	2.62154756343817e-54	Npnt+	
Scp2	2.79664358227067e-58	0.708139833226128	0.7	0.534	5.89728232193415e-54	Npnt+	
Cdh11	4.50234513494252e-58	0.793781106235483	0.569	0.232	9.4940951860533e-54	Npnt+	
Hadh	7.61146682504282e-58	0.888173826073011	0.576	0.295	1.60503000939678e-53	Npnt+	
Colec12	8.60437935795976e-58	0.80512910044786	0.708	0.47	1.81440547521298e-53	Npnt+	
Scarf2	2.300392662099e-57	0.916201588769594	0.553	0.256	4.85083800656816e-53	Npnt+	
Tcf21	2.75545831696346e-57	0.660078183712645	0.717	0.373	5.81043495298085e-53	Npnt+	
Ablim3	1.11410675170692e-56	0.590520924341127	0.24	0.011	2.34931690732439e-52	Npnt+	
Ncald	2.61886438421796e-56	0.744565062488515	0.4	0.133	5.52239932700041e-52	Npnt+	
Rasl12	3.17609769992973e-56	0.68992482682406	0.29	0.034	6.69743721984182e-52	Npnt+	
Shroom3	5.11408643983715e-56	0.767839313922018	0.335	0.053	1.07840740756846e-51	Npnt+	
C1qtnf7	8.9114990463565e-55	0.718540417339524	0.554	0.297	1.8791678039052e-50	Npnt+	
Smtnl2	1.29515348843163e-54	0.716432939764331	0.34	0.076	2.73109016105578e-50	Npnt+	
Tmsb4x	1.51083180733251e-54	0.273431953664678	0.995	0.988	3.18589103212207e-50	Npnt+	
Cd40	7.06261187264793e-54	0.638896011084408	0.251	0.023	1.48929296558527e-49	Npnt+	
Myo1b	1.72481424351016e-53	0.788994742169762	0.399	0.109	3.63711579528986e-49	Npnt+	
Cnn2	4.75252652767871e-53	0.812050242073075	0.589	0.298	1.00216526889161e-48	Npnt+	
Hmcn1	6.15763047782544e-53	0.75410980916161	0.365	0.08	1.29845953885905e-48	Npnt+	
Scgb1a1	8.52464353775521e-53	0.766497527941212	0.244	0.014	1.79759158280644e-48	Npnt+	
Faim2	1.64267821005031e-52	0.700677027819838	0.237	0.009	3.46391554153309e-48	Npnt+	
Gstm1	2.83587840875952e-52	0.469294748264227	0.928	0.847	5.98001680055119e-48	Npnt+	
Tmem176b	3.48451651151897e-52	0.397582503101385	0.913	0.514	7.34779996784005e-48	Npnt+	
Serpine2	4.75080616911655e-52	0.31350350590655	0.754	0.49	1.00180249688161e-47	Npnt+	
Ndrg2	2.45798792180491e-51	0.750308319280446	0.629	0.379	5.18315913071002e-47	Npnt+	
Lims1	9.13422769099366e-51	0.759208552566061	0.607	0.42	1.92613459319983e-46	Npnt+	
Meox2	5.1503769164836e-50	0.764390680627788	0.469	0.155	1.0860599803789e-45	Npnt+	
Wisp2	6.16345682513516e-49	0.871012594823047	0.54	0.215	1.29968814071625e-44	Npnt+	
Nfib	1.1382535481517e-48	0.559420389134822	0.816	0.707	2.4002352569875e-44	Npnt+	
Lgmn	1.96834087489964e-48	0.773491685446116	0.608	0.354	4.15064040290087e-44	Npnt+	
Sort1	2.34399842087878e-48	0.564051841332673	0.245	0.031	4.94278947010709e-44	Npnt+	
Dusp1	5.83020652127114e-48	0.685864143871322	0.906	0.819	1.22941564914045e-43	Npnt+	
Adamts8	7.54753363266798e-48	0.578185277073492	0.223	0.013	1.5915484171207e-43	Npnt+	
Prdx6	1.18577920345599e-47	0.723609326934357	0.744	0.608	2.50045260632765e-43	Npnt+	
Art4	2.51065525185838e-47	0.680523023458674	0.335	0.073	5.29421872959377e-43	Npnt+	
Fblim1	5.48739234738134e-47	0.664389116477185	0.363	0.111	1.1571264242923e-42	Npnt+	
Rpl13a	1.60203490337884e-46	0.48064435714863	0.926	0.758	3.37821100075496e-42	Npnt+	
Ogn	2.62697006155891e-46	0.43613711551283	0.923	0.695	5.53949176880927e-42	Npnt+	
Slit2	2.15884444410634e-45	0.668558711943017	0.322	0.093	4.55235527928704e-41	Npnt+	
Tns3	3.75723004944001e-44	0.60827395969774	0.504	0.22	7.92287100525415e-40	Npnt+	
Fgf7	1.62269658577526e-43	0.73444070061422	0.524	0.22	3.42178029042429e-39	Npnt+	
Kcns3	1.13374556749158e-42	0.521111017129774	0.238	0.036	2.39072927816949e-38	Npnt+	
Tbx4	1.35581349586968e-42	0.428869620889051	0.167	0.007	2.85900391874039e-38	Npnt+	
Pbx1	1.75666931771591e-42	0.700026611542663	0.648	0.462	3.70428859026754e-38	Npnt+	
Bmp5	2.91220357654243e-42	0.527790202452133	0.324	0.077	6.14096368185501e-38	Npnt+	
Ubl3	6.449598842623e-42	0.716789279728902	0.544	0.351	1.36002690794391e-37	Npnt+	
Colq	6.34767005670052e-41	0.67247320698417	0.198	0.014	1.33853318485644e-36	Npnt+	
Sh3bp5	9.68874382129027e-41	0.667059209087102	0.498	0.292	2.04306540959548e-36	Npnt+	
Socs2	2.17784296131851e-40	0.64514926002872	0.568	0.361	4.59241745253235e-36	Npnt+	
Tnfsf13b	2.80058965702422e-40	0.613528784561776	0.464	0.199	5.90560340976697e-36	Npnt+	
Cfh	1.1100079314911e-39	0.298363485228267	0.831	0.531	2.34067372513529e-35	Npnt+	
Dpysl2	3.28977309251068e-39	0.766259379287085	0.665	0.547	6.93714452017728e-35	Npnt+	
Rras2	7.67357657616173e-39	0.739724980432285	0.367	0.122	1.61812709261522e-34	Npnt+	
Syn2	1.4951885221461e-38	0.444886972590355	0.178	0.016	3.15290403664947e-34	Npnt+	
Enpep	1.73733335695258e-38	0.63288391524107	0.322	0.115	3.66351484980591e-34	Npnt+	
Frmd4b	1.90133654037768e-38	0.651263875037379	0.313	0.099	4.00934836269441e-34	Npnt+	
Mapt	2.44696379591392e-38	0.564398927706148	0.211	0.02	5.15991255644369e-34	Npnt+	
Angpt1	4.51953216427401e-38	0.664793748141855	0.344	0.133	9.53033747480461e-34	Npnt+	
Gfra2	4.89064030804866e-38	0.596829879246869	0.319	0.083	1.03128932175822e-33	Npnt+	
Hspb1	6.15110528694513e-38	0.515075844581977	0.69	0.471	1.29708357185812e-33	Npnt+	
Adrb3	6.62120978262878e-38	0.505142459728211	0.161	0.004	1.39621450686293e-33	Npnt+	
St8sia2	1.03370315788484e-37	0.460584040654332	0.174	0.011	2.17976984903177e-33	Npnt+	
Dkk3	1.64270453859455e-37	0.616039320095446	0.454	0.176	3.46397106053434e-33	Npnt+	
Pdlim2	2.23498753617998e-37	0.536142317319308	0.661	0.513	4.71291821754271e-33	Npnt+	
Adra1a	4.02634198327271e-36	0.536327677230441	0.173	0.004	8.49034734012715e-32	Npnt+	
Prkg2	5.02503468918688e-36	0.551957757863895	0.241	0.046	1.05962906490884e-31	Npnt+	
Hoxb5	6.69540433913337e-36	0.425195388183864	0.18	0.024	1.41185991299305e-31	Npnt+	
C1qtnf2	9.8872895637048e-36	0.738500528722529	0.524	0.297	2.08493275029843e-31	Npnt+	
Ptk7	1.59965050142638e-35	0.587096275183218	0.308	0.101	3.37318301235781e-31	Npnt+	
Gria1	2.4482570935331e-35	0.410357082429003	0.148	0.005	5.16263973313326e-31	Npnt+	
Myh10	2.58858437072156e-35	0.777412455675522	0.448	0.21	5.45854786254056e-31	Npnt+	
Mid1ip1	4.59792102904327e-35	0.609826278989069	0.422	0.219	9.69563607394354e-31	Npnt+	
Pgm5	2.54862648951953e-34	0.39750711442378	0.152	0.007	5.37428867844983e-30	Npnt+	
Slc6a6	3.52645122663376e-34	0.394937130905301	0.427	0.216	7.43622770160262e-30	Npnt+	
Lamp1	6.33818026419578e-34	0.394115238413342	0.868	0.824	1.33653207231096e-29	Npnt+	
Sftpa1	1.47280830119564e-33	0.525958147500701	0.142	0.008	3.10571086473124e-29	Npnt+	
Rnasek	4.93348015972817e-33	0.567795048538571	0.177	0.017	1.04032296128188e-28	Npnt+	
Rpl10	2.79269292548056e-32	0.421184611786522	0.959	0.706	5.88895157196086e-28	Npnt+	
Fgfr4	2.93129852915825e-32	0.46019530292539	0.168	0.013	6.18122920843601e-28	Npnt+	
C7	3.65640028649629e-32	0.780294788418827	0.289	0.122	7.71025128413472e-28	Npnt+	
Mettl24	9.6513123793125e-32	0.541801274609985	0.199	0.023	2.03517224142563e-27	Npnt+	
Tst	1.13372453742778e-31	0.512907992660465	0.301	0.111	2.39068493207397e-27	Npnt+	
Nrp2	1.78449116317075e-31	0.59269041667993	0.341	0.132	3.76295651577815e-27	Npnt+	
Adarb1	2.3296961589034e-31	0.668234479644154	0.337	0.118	4.9126302902796e-27	Npnt+	
Pdgfra	2.8641145520257e-31	0.706559768601615	0.719	0.609	6.03955835585659e-27	Npnt+	
Tbx5	3.32954415450849e-31	0.405470154202003	0.173	0.023	7.02100975861206e-27	Npnt+	
Ism1	9.63776861567859e-31	0.623013503606762	0.309	0.082	2.03231626798814e-26	Npnt+	
Gata5	1.39343846097061e-30	0.347551626732443	0.133	0.005	2.93834368264873e-26	Npnt+	
Wnt2	2.47682665177876e-30	0.697950685103314	0.317	0.092	5.22288436060588e-26	Npnt+	
Fam110a	3.26354808905968e-30	0.398577347792126	0.174	0.037	6.88184385540015e-26	Npnt+	
Stard13	3.64972802228832e-30	0.572150806428774	0.262	0.079	7.69618148059937e-26	Npnt+	
Eif4ebp1	3.84510252528749e-30	0.619720297234365	0.539	0.383	8.10816769507372e-26	Npnt+	
2010111I01Rik	6.738485699237e-30	0.646863761675007	0.386	0.169	1.42094447939811e-25	Npnt+	
Gstm2	7.08198018076553e-30	0.480118711625297	0.667	0.572	1.49337716071803e-25	Npnt+	
Epha1	7.18237124358839e-30	0.447935423715506	0.155	0.013	1.51454662413548e-25	Npnt+	
Iscu	1.43940836523088e-29	0.534954531580721	0.633	0.528	3.03528041976236e-25	Npnt+	
Mmp11	1.94747835637552e-29	0.646521279378636	0.311	0.112	4.10664761008906e-25	Npnt+	
Smim4	3.29513359888287e-29	0.707955762418183	0.375	0.195	6.94844821996431e-25	Npnt+	
Slc27a3	3.5611227043609e-29	0.590022468983944	0.258	0.056	7.50933944668583e-25	Npnt+	
Cryab	9.12343660461966e-29	0.450652892961711	0.676	0.558	1.92385907681615e-24	Npnt+	
Cd59a	1.21784358406407e-28	0.479332800748194	0.227	0.059	2.56806676571591e-24	Npnt+	
Echdc2	1.56753527300237e-28	0.543406602474235	0.284	0.083	3.30546163018009e-24	Npnt+	
Xist	1.63354602809275e-28	0.680766164140656	0.543	0.244	3.44465850943918e-24	Npnt+	
Robo2	1.35714823925187e-27	0.451021178551557	0.224	0.064	2.86181849211042e-23	Npnt+	
Hspb2	2.07433218626079e-27	0.503519788315418	0.27	0.096	4.37414428116812e-23	Npnt+	
Nol3	4.95028892419039e-27	0.464179647386039	0.24	0.078	1.04386742544403e-22	Npnt+	
Cacna1d	5.74711383053838e-27	0.440793693276861	0.173	0.027	1.21189389344563e-22	Npnt+	
6030408B16Rik	6.86675249479502e-27	0.529647755601376	0.338	0.149	1.44799209857742e-22	Npnt+	
Gstt1	1.44448758522732e-26	0.439032580438391	0.646	0.566	3.04599097096884e-22	Npnt+	
Nav2	2.0625678732529e-26	0.365320279872523	0.143	0.02	4.34933687432839e-22	Npnt+	
Specc1l	2.62142943082522e-26	0.706916091162307	0.353	0.149	5.52780824078114e-22	Npnt+	
Lclat1	2.70752448398906e-26	0.43326404382819	0.196	0.05	5.70935687938774e-22	Npnt+	
Ypel3	2.75936231166613e-26	0.479397554922251	0.723	0.648	5.81866730661037e-22	Npnt+	
Chchd10	2.88149982367012e-26	0.498869030048443	0.171	0.028	6.07621867817318e-22	Npnt+	
Tmem132c	3.19288145368245e-26	0.379500489333801	0.176	0.037	6.73282912138018e-22	Npnt+	
Fam13a	4.13047294132137e-26	0.56362258046333	0.206	0.048	8.70992829136438e-22	Npnt+	
Fermt2	4.2401673713309e-26	0.533303658242786	0.651	0.597	8.94124093592548e-22	Npnt+	
Egflam	7.51895901730619e-26	0.388776760426844	0.194	0.047	1.58552288797936e-21	Npnt+	
Anxa5	2.1125930874055e-25	0.271087777615949	0.895	0.866	4.45482504341198e-21	Npnt+	
Mbnl2	2.92508381829882e-25	0.485906944318131	0.621	0.545	6.16812424764671e-21	Npnt+	
Flt3l	3.66450746969714e-25	0.554753109981597	0.381	0.189	7.72734690135036e-21	Npnt+	
Tmcc3	5.54936633296241e-25	0.580222304546433	0.348	0.166	1.17019487863178e-20	Npnt+	
Malat1	8.34955368943563e-25	0.357536465747934	0.983	0.997	1.76067038649129e-20	Npnt+	
Gpsm2	9.24182177045782e-25	0.504307722364877	0.252	0.08	1.94882295673644e-20	Npnt+	
Loxl1	3.38668379958426e-24	0.373207436796258	0.789	0.683	7.14150012818333e-20	Npnt+	
Bmp4	4.46847032370345e-24	0.464908064226301	0.489	0.256	9.42266337159347e-20	Npnt+	
Rpl27	4.83630599424757e-24	0.38480096432779	0.742	0.578	1.01983184500699e-19	Npnt+	
Dnajb4	6.44017072600322e-24	0.577675565808405	0.533	0.393	1.3580388009923e-19	Npnt+	
Lyz2	7.48165590300881e-24	0.494063739251564	0.195	0.056	1.57765678026747e-19	Npnt+	
Hivep3	8.73114275906926e-24	0.520558559625254	0.254	0.101	1.84113607360494e-19	Npnt+	
Cdc42ep4	1.31048109743269e-23	0.467813940736585	0.288	0.146	2.7634114901563e-19	Npnt+	
Tmem109	2.02688643986909e-23	0.646772293535372	0.543	0.387	4.27409543575196e-19	Npnt+	
Tnfrsf19	2.29414890558303e-23	0.416335509884884	0.199	0.033	4.83767179720293e-19	Npnt+	
Cirbp	3.18493701599559e-23	0.517437820681923	0.515	0.376	6.71607668562991e-19	Npnt+	
Calm2	3.98871228471751e-23	0.335114093564035	0.862	0.869	8.41099759478382e-19	Npnt+	
Tmem38b	4.32885051337181e-23	0.54836623182493	0.304	0.151	9.12824707754713e-19	Npnt+	
Col23a1	4.68835986799635e-23	0.442013169797226	0.178	0.036	9.8863444536439e-19	Npnt+	
Plcxd3	6.17879456897682e-23	0.394799488596138	0.165	0.032	1.30292241076014e-18	Npnt+	
Prr5l	8.0441957903089e-23	0.351851962712984	0.123	0.021	1.69627956630244e-18	Npnt+	
Rap2a	8.36739171370427e-23	0.586960711946056	0.406	0.245	1.76443189066882e-18	Npnt+	
Adrb2	1.00633609592932e-22	0.426575589744917	0.164	0.032	2.12206092548617e-18	Npnt+	
St3gal4	1.01543260611861e-22	0.509685577630382	0.375	0.22	2.1412427365223e-18	Npnt+	
Pkig	1.33024046735053e-22	0.51035231996021	0.445	0.342	2.80507807350207e-18	Npnt+	
Capzb	2.55718624742448e-22	0.396900649281695	0.648	0.605	5.39233863994399e-18	Npnt+	
Gpx4	5.89528542472543e-22	0.343158106595409	0.83	0.816	1.24313883751185e-17	Npnt+	
Unc5c	6.67978829136969e-22	0.37475165857263	0.158	0.025	1.40856695700113e-17	Npnt+	
Vipr2	4.00780913616576e-21	0.34001972773956	0.135	0.028	8.45126712543273e-17	Npnt+	
Pfkfb3	7.40390676380184e-21	0.359370131301717	0.152	0.039	1.56126181928289e-16	Npnt+	
Gpm6b	1.16663393691594e-20	0.359787523505115	0.654	0.527	2.46008098277464e-16	Npnt+	
Slc43a3	2.71204325217326e-20	0.470737739523403	0.756	0.672	5.71888560585776e-16	Npnt+	
Dtna	3.73709337607677e-20	0.301576867975891	0.112	0.018	7.88040880213309e-16	Npnt+	
Shisa2	4.31526262492444e-20	0.36096787908706	0.14	0.022	9.09959429717816e-16	Npnt+	
Spon2	5.529564396801e-20	0.557337074543581	0.579	0.397	1.16601924435343e-15	Npnt+	
Fgf10	5.56605519978655e-20	0.364248906418736	0.192	0.065	1.17371405997899e-15	Npnt+	
Cp	6.96356141179553e-20	0.296407490592654	0.66	0.536	1.46840619490532e-15	Npnt+	
Id3	7.70937186962238e-20	0.463218386604422	0.84	0.815	1.62567524614727e-15	Npnt+	
Ccdc42	1.03843418949087e-19	0.385738636594579	0.125	0.015	2.18974617537939e-15	Npnt+	
Mat2a	1.63378036957949e-19	0.723878977870479	0.668	0.614	3.44515266533227e-15	Npnt+	
Igfbp3	1.86862905164417e-19	0.363344392438732	0.507	0.317	3.94037808120207e-15	Npnt+	
Cited2	2.21940860007317e-19	0.570826763607839	0.436	0.316	4.6800669149743e-15	Npnt+	
Cdkn2c	2.59311640951138e-19	0.754642673275253	0.389	0.222	5.46810457273665e-15	Npnt+	
Hoxb6	3.18293355641767e-19	0.268519159255945	0.119	0.024	6.71185199041793e-15	Npnt+	
Chpt1	3.2583701593438e-19	0.522387641629939	0.435	0.308	6.87092515500827e-15	Npnt+	
Rabac1	5.59993317541177e-19	0.343734697651555	0.856	0.865	1.18085790869908e-14	Npnt+	
Grem2	7.0249225378076e-19	0.342965314629358	0.193	0.049	1.48134541554749e-14	Npnt+	
Adamtsl2	8.40846642745869e-19	0.454337940814694	0.272	0.124	1.77309331555821e-14	Npnt+	
Paqr6	1.30215708505339e-18	0.370051937995131	0.176	0.043	2.74585864525208e-14	Npnt+	
Cox8b	1.53782089847487e-18	0.372507315198148	0.142	0.019	3.24280292861395e-14	Npnt+	
Rtn2	1.54424391366119e-18	0.453979082650342	0.255	0.109	3.25634714073735e-14	Npnt+	
Ywhaq	2.59274393635525e-18	0.398334465003992	0.708	0.703	5.46731913859231e-14	Npnt+	
