Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Unnamed: 7
Ppp1r14b	2.21768056025803e-91	0.784897675655952	0.784	0.358	4.6764229974161e-87	Pi16+	
Il18	2.97141972356278e-91	0.697343475936288	0.439	0.037	6.26583277107683e-87	Pi16+	
Tek	8.52756185110866e-91	0.631246714309684	0.532	0.13	1.79820696754328e-86	Pi16+	
Col14a1	2.67268789607719e-90	0.639597167589666	0.842	0.39	5.63589696645798e-86	Pi16+	
S100a6	5.61276590541207e-90	0.557600595185921	0.999	0.915	1.18356394647424e-85	Pi16+	
Ifi27l2a	3.36410361308033e-89	0.598716968277627	0.951	0.581	7.09388528890248e-85	Pi16+	
Fyn	6.07110278486578e-89	0.698994213607419	0.692	0.25	1.28021344424465e-84	Pi16+	
Procr	9.4212307560615e-89	1.1047335613726	0.612	0.162	1.98665492953069e-84	Pi16+	
Qpct	3.01358045700331e-88	0.778149644787687	0.791	0.352	6.35473710968287e-84	Pi16+	
Rnase4	4.11934026254828e-87	0.565258322217817	0.977	0.767	8.68645281163556e-83	Pi16+	
Zfp385a	3.79905211419058e-86	0.704972025502367	0.608	0.165	8.01106119319367e-82	Pi16+	
Adamtsl1	9.54774137682713e-86	0.604218555962699	0.488	0.101	2.01333222413154e-81	Pi16+	
Lurap1l	1.53611840428864e-84	0.662947074814207	0.467	0.081	3.23921287912345e-80	Pi16+	
Slc4a4	3.77211447807339e-83	0.599118091980172	0.459	0.081	7.95425779991336e-79	Pi16+	
Tnfaip6	6.73461635161383e-83	1.10634116193811	0.79	0.423	1.42012855006481e-78	Pi16+	
Gpc3	1.55412732424806e-82	0.829675958634988	0.682	0.253	3.27718828864189e-78	Pi16+	
Tmem158	1.82650141656268e-82	0.783320501587539	0.561	0.128	3.85154353710573e-78	Pi16+	
Heg1	4.41185732381498e-82	0.686554880678591	0.783	0.383	9.30328353872864e-78	Pi16+	
Arhgap20	1.0591004767282e-81	0.564604731415988	0.518	0.128	2.23332517527675e-77	Pi16+	
Triobp	1.56656342403677e-81	0.580820054042866	0.598	0.207	3.30341229226633e-77	Pi16+	
Npr1	1.44438279491819e-80	0.508781275595836	0.441	0.085	3.04576999964399e-76	Pi16+	
Csrp2	1.27628114575266e-79	0.625292085706098	0.77	0.347	2.69129405204863e-75	Pi16+	
Gas7	1.58957194593282e-78	0.905395976510103	0.661	0.263	3.35193036238853e-74	Pi16+	
Gngt2	7.3664886676893e-78	0.634132605901425	0.492	0.098	1.55337146535564e-73	Pi16+	
Ar	8.06683278790567e-78	0.699000067899233	0.739	0.337	1.70105302998567e-73	Pi16+	
S100a16	1.92187942761782e-77	0.651125568137667	0.919	0.625	4.0526671490177e-73	Pi16+	
Rpl32	3.4398816175741e-77	0.374510751389508	0.997	0.974	7.2536783669785e-73	Pi16+	
Lsp1	7.7207366980069e-77	0.660602905569587	0.748	0.353	1.62807174750872e-72	Pi16+	
Ebf2	8.14979448426847e-77	0.667398121127218	0.628	0.222	1.71854716289769e-72	Pi16+	
Ackr1	8.77149164498259e-76	0.467250828769509	0.329	0.025	1.84964444317748e-71	Pi16+	
Nov	1.13359350364832e-75	0.803537750830056	0.398	0.048	2.39040862114321e-71	Pi16+	
Col1a2	3.08941187571485e-75	0.483563441484701	0.997	0.94	6.5146428223199e-71	Pi16+	
Mgll	3.99493943590757e-75	0.634992075540482	0.531	0.123	8.4241287884983e-71	Pi16+	
S100a11	4.44871032771631e-75	0.503901648110096	0.982	0.887	9.38099546805538e-71	Pi16+	
1700019D03Rik	4.67451460508543e-75	0.585558519332372	0.454	0.075	9.85714894774366e-71	Pi16+	
Ebf1	2.97198028125897e-74	0.59621525650648	0.95	0.635	6.26701481909079e-70	Pi16+	
Hspb8	4.8973294980327e-74	0.681590388298956	0.595	0.201	1.03269987125016e-69	Pi16+	
Aebp1	6.63320455553315e-74	0.625183651896421	0.937	0.678	1.39874384462527e-69	Pi16+	
Galnt16	1.38202375810496e-73	0.522142663016704	0.453	0.091	2.91427349871593e-69	Pi16+	
Sbsn	3.85729966754298e-73	1.20683745421291	0.415	0.056	8.13388780894789e-69	Pi16+	
Ecm1	8.0573888480398e-73	0.42357302300009	0.948	0.67	1.69906158638615e-68	Pi16+	
Ptgs2	1.08789601530411e-72	0.920639537031921	0.53	0.153	2.29404632747177e-68	Pi16+	
Fez1	2.15880505794092e-71	0.582382620772384	0.41	0.061	4.55227222568002e-67	Pi16+	
Dbn1	1.42733380442893e-70	0.668039847911555	0.647	0.244	3.00981879339929e-66	Pi16+	
Sfrp2	1.91136275997857e-70	0.788541051753454	0.54	0.163	4.03049065196681e-66	Pi16+	
Bmp1	4.58841519324754e-69	0.594746083450281	0.713	0.329	9.67559111800109e-65	Pi16+	
Rps5	1.20020343121708e-68	0.392555238477329	0.998	0.975	2.53086897540746e-64	Pi16+	
Ddah2	1.98881678991594e-68	0.546781050193994	0.891	0.566	4.19381796489574e-64	Pi16+	
Ablim1	3.07959058034149e-68	0.597958650800446	0.711	0.304	6.49393265676609e-64	Pi16+	
Ifi205	4.02181006342433e-68	0.800055970661814	0.707	0.334	8.48079088074288e-64	Pi16+	
Ramp2	6.58418559393966e-68	0.553863434745088	0.809	0.474	1.38840721619406e-63	Pi16+	
Igfbp5	2.57335996916955e-67	1.01746385262236	0.744	0.348	5.42644416698784e-63	Pi16+	
Plac8	1.69388972792274e-66	0.959125907399721	0.754	0.362	3.57190526927068e-62	Pi16+	
Pde8a	1.77363959405536e-64	0.545562043203149	0.469	0.097	3.74007381198455e-60	Pi16+	
Mustn1	2.43689317193463e-63	0.253440729943016	0.692	0.27	5.13867663165854e-59	Pi16+	
Aif1l	2.4396529258683e-63	0.435801602628577	0.276	0.018	5.14449612477848e-59	Pi16+	
Gda	1.52529016035846e-62	0.532676294282385	0.532	0.173	3.21637936114789e-58	Pi16+	
Wnt2	1.96690312751084e-62	0.542627571574586	0.359	0.045	4.14760862498211e-58	Pi16+	
Anpep	5.53874769826332e-62	0.496577884860309	0.469	0.14	1.16795572713279e-57	Pi16+	
Rps11	1.04374085660259e-60	0.323467121772154	0.996	0.966	2.20093634431789e-56	Pi16+	
Trio	1.40956722261305e-60	0.526059767840785	0.469	0.157	2.97235440232415e-56	Pi16+	
Irak3	2.42055406073723e-60	0.454303803454522	0.426	0.123	5.10422234787659e-56	Pi16+	
Clip4	2.66561232372354e-60	0.34190828350536	0.294	0.062	5.62097670703582e-56	Pi16+	
Blvrb	2.81429454680947e-60	0.551127734461934	0.751	0.415	5.93450291085714e-56	Pi16+	
St3gal2	6.00586509639154e-60	0.471515395584898	0.487	0.163	1.26645677287608e-55	Pi16+	
Stmn4	1.20494272675035e-59	0.695127840374665	0.286	0.019	2.54086272789846e-55	Pi16+	
Adam33	4.06349695008657e-59	0.448979867777579	0.315	0.048	8.56869601864755e-55	Pi16+	
Vasn	5.1922001572819e-59	0.571928149715809	0.643	0.279	1.09487924716603e-54	Pi16+	
Col3a1	1.21669782143158e-58	0.398180046519009	0.995	0.872	2.56565069605277e-54	Pi16+	
Aldh1a3	1.25560001694762e-58	0.509328360357185	0.4	0.09	2.64768375573745e-54	Pi16+	
Uqcc2	2.1993463590516e-58	0.589305915695595	0.847	0.535	4.6377616673321e-54	Pi16+	
Antxr2	2.3898626115135e-58	0.493999582841098	0.618	0.274	5.03950328889852e-54	Pi16+	
Lims2	3.34814230300083e-58	0.539543083079186	0.47	0.133	7.06022767433785e-54	Pi16+	
Pamr1	1.08921491828042e-57	0.482577982203328	0.535	0.199	2.29682749817792e-53	Pi16+	
Kif2a	1.91267830601549e-57	0.549107780640487	0.544	0.194	4.03326474389486e-53	Pi16+	
Rps24	2.68685713900155e-57	0.342718307808475	0.997	0.964	5.66577564901257e-53	Pi16+	
Nhsl1	2.09615742528863e-56	0.351895234127564	0.294	0.047	4.42016716270614e-52	Pi16+	
Pdpn	2.11356540955383e-56	0.408121759785701	0.637	0.331	4.45687537912617e-52	Pi16+	
AW551984	2.61125877651015e-56	0.395922198381341	0.256	0.02	5.50636138202696e-52	Pi16+	
Antxr1	3.49091731529861e-56	0.572639372060819	0.689	0.368	7.36129734277018e-52	Pi16+	
Zfhx4	6.77541836405065e-56	0.435921462013347	0.461	0.143	1.42873247042736e-51	Pi16+	
Crip1	1.27375162126289e-55	0.422187730515529	0.99	0.855	2.68596004375706e-51	Pi16+	
Ntrk2	1.87299013528932e-55	0.529455040213575	0.493	0.15	3.94957429828458e-51	Pi16+	
Ogn	2.74319777024283e-55	0.419266338447985	0.953	0.651	5.78458113811105e-51	Pi16+	
Megf9	5.18786678476722e-55	0.342077964001484	0.319	0.068	1.09396546890386e-50	Pi16+	
Srgap1	1.52522955151014e-54	0.396512155460138	0.337	0.068	3.21625155526943e-50	Pi16+	
Akr1c14	2.43476713414261e-54	0.567823197222399	0.254	0.019	5.13419345576652e-50	Pi16+	
Eef1a1	3.89004043817885e-54	0.297460147997842	1.0	0.984	8.20292827198775e-50	Pi16+	
Lgi2	4.18555447053572e-54	0.431965824798394	0.371	0.096	8.82607871201867e-50	Pi16+	
C1galt1	9.90908855684039e-54	0.378092727459244	0.381	0.107	2.08952950398093e-49	Pi16+	
Dnm1	2.35155923564654e-53	0.358676664378595	0.405	0.132	4.95873296020786e-49	Pi16+	
Serpinf1	3.13402080377577e-53	0.495273274861129	0.962	0.679	6.60870966892197e-49	Pi16+	
Rps4x	7.33228171833849e-53	0.258693618415177	0.998	0.976	1.54615824594604e-48	Pi16+	
Slfn5	7.81927578987692e-53	0.656009190194457	0.596	0.302	1.64885068581135e-48	Pi16+	
Itih5	9.42301382762894e-53	0.492427047301075	0.817	0.498	1.98703092583211e-48	Pi16+	
Islr2	6.93019064563037e-52	0.395718263207475	0.237	0.016	1.46136930144408e-47	Pi16+	
Tppp3	9.48024731508796e-52	0.609049729642596	0.815	0.445	1.9990997513326e-47	Pi16+	
Islr	8.41634723568266e-51	0.428528775223206	0.832	0.537	1.7747551415884e-46	Pi16+	
Carhsp1	9.1941096757815e-51	0.511980782589472	0.668	0.306	1.93876190733204e-46	Pi16+	
Has2	1.26055526839503e-50	0.536069235141737	0.341	0.078	2.65813289446461e-46	Pi16+	
Loxl1	1.78288127567756e-50	0.488570109398255	0.922	0.633	3.75956174602128e-46	Pi16+	
Olfml2b	4.00168302277259e-50	0.472208625022187	0.635	0.268	8.43834899012056e-46	Pi16+	
Rpl8	4.21885841180404e-50	0.26546954599976	0.997	0.966	8.89630673297118e-46	Pi16+	
Adam23	5.24854176509715e-50	0.383453600444449	0.317	0.072	1.10676000200604e-45	Pi16+	
Rplp0	1.22628625334623e-49	0.339751422899096	0.995	0.964	2.58586982243119e-45	Pi16+	
Apod	1.63429878996759e-49	0.832343064511593	0.604	0.251	3.44624585840465e-45	Pi16+	
Gnpnat1	2.08780633349396e-49	0.53063983802376	0.52	0.196	4.40255721543871e-45	Pi16+	
Rpl41	2.24554129270846e-49	0.326334968260609	0.999	0.989	4.73517292393433e-45	Pi16+	
Dtnbp1	3.49553990090148e-49	0.54369890392369	0.688	0.333	7.37104498903096e-45	Pi16+	
Rps14	4.64384305602987e-49	0.315039406423684	0.999	0.983	9.79247185225019e-45	Pi16+	
Mt2	5.58666062463224e-49	0.439249530223318	0.86	0.498	1.1780591259162e-44	Pi16+	
Fgl2	7.61518850361221e-49	0.719834147449245	0.566	0.258	1.60581479975671e-44	Pi16+	
Lgals3	2.25394666465312e-48	0.451386169786041	0.499	0.158	4.75289733175402e-44	Pi16+	
Arl4d	2.72966994884809e-48	0.467611729378423	0.303	0.049	5.75605502113596e-44	Pi16+	
Ndn	3.02285763878891e-48	0.421068266218431	0.73	0.419	6.37429990291417e-44	Pi16+	
Maf	8.81094298750707e-48	0.454556851346365	0.533	0.203	1.85796354777562e-43	Pi16+	
Eef1b2	1.25621712945435e-47	0.392290117211374	0.924	0.756	2.64898506088038e-43	Pi16+	
Dmkn	1.75024724500055e-47	1.28586346735211	0.226	0.013	3.69074636553266e-43	Pi16+	
Twist1	1.95983114595692e-47	0.505892834821672	0.462	0.182	4.13269593747937e-43	Pi16+	
Bag1	2.62266467032617e-47	0.551607809547614	0.774	0.44	5.5304129903168e-43	Pi16+	
Ccl7	4.90336934279028e-47	0.589596359152837	0.614	0.297	1.03397349331419e-42	Pi16+	
Neat1	6.32902562625183e-47	0.477120376815597	0.868	0.611	1.33460163380772e-42	Pi16+	
Ptx3	7.60887185587508e-47	0.830001898304387	0.43	0.142	1.60448280824838e-42	Pi16+	
Cdon	1.43772453724928e-46	0.424295500559009	0.44	0.143	3.03172973169756e-42	Pi16+	
Arl4a	1.97584610087565e-46	0.548163973215235	0.647	0.308	4.16646667291648e-42	Pi16+	
Xdh	2.95081024262694e-46	0.391791138937513	0.562	0.263	6.22237355862743e-42	Pi16+	
Krtdap	5.12970210550507e-46	0.761542644843509	0.178	0.004	1.08170028298786e-41	Pi16+	
Arsi	5.85070097216953e-46	0.376794856588776	0.33	0.063	1.23373731400139e-41	Pi16+	
Klf3	6.0972197770656e-46	0.456335653670503	0.619	0.312	1.28572073438982e-41	Pi16+	
Il1rl2	6.39069596108356e-46	0.466951531969214	0.385	0.086	1.34760605731369e-41	Pi16+	
Itm2a	1.15106541712683e-45	0.459462754888062	0.697	0.369	2.42725164509536e-41	Pi16+	
Flnb	1.46307981457581e-45	0.354904844681164	0.357	0.094	3.085196404996e-41	Pi16+	
Chst1	1.56273641206323e-45	0.417278505701327	0.308	0.075	3.29534227211773e-41	Pi16+	
Kcnk5	2.12772042790943e-45	0.330713849619752	0.216	0.013	4.48672406633262e-41	Pi16+	
Hacd4	4.27379934469746e-45	0.40422587099315	0.323	0.062	9.01216067816354e-41	Pi16+	
Col1a1	5.53525595328236e-45	0.287510505326836	0.988	0.866	1.16721942286865e-40	Pi16+	
Esr1	9.60122471086855e-45	0.388998011741065	0.339	0.064	2.02461025478085e-40	Pi16+	
Sirpa	3.29357720228097e-44	0.421987114767093	0.434	0.13	6.94516624644989e-40	Pi16+	
Rps26	3.84915512081816e-44	0.424379140551156	0.926	0.872	8.11671340326924e-40	Pi16+	
Calml4	4.73166327136559e-44	0.380892691728645	0.352	0.087	9.97765834032862e-40	Pi16+	
Zyx	5.06297987531407e-44	0.429234765872576	0.711	0.377	1.06763056630748e-39	Pi16+	
Thbd	5.71556617000772e-44	0.411026976731605	0.648	0.345	1.20524143826953e-39	Pi16+	
Pygl	8.8252155706662e-44	0.38940145936649	0.332	0.063	1.86097320738638e-39	Pi16+	
Rcan2	1.07025148490456e-43	0.33552733209928	0.302	0.06	2.25683930621824e-39	Pi16+	
Il13ra1	1.19556672485244e-43	0.379264434530748	0.382	0.119	2.52109155269635e-39	Pi16+	
Steap3	1.78055777746499e-43	0.446763751651196	0.611	0.288	3.75466218534043e-39	Pi16+	
Timp3	1.24734240114746e-42	0.303492740600669	0.907	0.621	2.63027092129964e-38	Pi16+	
Rps3	1.32019900787154e-42	0.282937660363828	0.996	0.963	2.78390364789871e-38	Pi16+	
Add3	1.33993084348189e-42	0.4112681615445	0.721	0.416	2.82551216965025e-38	Pi16+	
Adamtsl4	2.50600035766654e-42	0.372987618135162	0.378	0.122	5.28440295421144e-38	Pi16+	
Adh7	3.18871280084921e-42	0.353351995433205	0.266	0.03	6.72403868315074e-38	Pi16+	
Cxcl13	3.73640124107493e-42	0.389779010691832	0.436	0.177	7.8789492970547e-38	Pi16+	
Rps3a1	6.00834214860785e-42	0.250889204207194	0.995	0.948	1.26697910887694e-37	Pi16+	
Adora2b	6.39609002051757e-42	0.283305602282242	0.207	0.026	1.34874350262654e-37	Pi16+	
Rab32	6.62358394871719e-42	0.358440897598109	0.323	0.066	1.39671514726599e-37	Pi16+	
Rbpj	1.16091908074696e-41	0.370174478088635	0.533	0.26	2.44803006557111e-37	Pi16+	
Rhou	2.43687898032715e-41	0.367490784999197	0.381	0.128	5.13864670581587e-37	Pi16+	
Hdac7	2.55826713266417e-41	0.484153981736329	0.502	0.184	5.39461790264895e-37	Pi16+	
Fgf2	3.91148007271879e-41	0.358106176370646	0.352	0.108	8.2481380293421e-37	Pi16+	
Egfr	7.49563531443201e-41	0.439696729458146	0.601	0.304	1.58060461875428e-36	Pi16+	
Vat1	8.41694882349953e-41	0.438080021197263	0.703	0.396	1.77488199841135e-36	Pi16+	
Pcsk6	1.3412610423416e-40	0.423619662504056	0.577	0.267	2.82831715998572e-36	Pi16+	
Rps12	5.70119479231057e-40	0.811047260408689	0.66	0.572	1.20221094585453e-35	Pi16+	
Zbp1	9.45644940495472e-40	0.325917579993791	0.317	0.091	1.9940814860228e-35	Pi16+	
Ctsh	1.81531870443679e-39	0.449239626491078	0.683	0.37	3.82796255204585e-35	Pi16+	
Fgfr1	3.12668320887129e-39	0.39186310459295	0.772	0.49	6.59323688254689e-35	Pi16+	
Ybx1	3.18716862389848e-39	0.323385321223449	0.951	0.793	6.72078247721472e-35	Pi16+	
Rap1b	4.12334385092481e-39	0.447895311442966	0.835	0.566	8.69489517844515e-35	Pi16+	
Plau	7.61035175925319e-39	0.25352988842102	0.254	0.059	1.60479487547372e-34	Pi16+	
Bmp7	9.93540779285975e-39	0.307666201125892	0.213	0.025	2.09507944128033e-34	Pi16+	
Dact2	1.28888716273622e-38	0.507164089100415	0.21	0.018	2.71787636006186e-34	Pi16+	
Pnp	1.40129138268659e-38	0.650355379510344	0.761	0.527	2.95490313867121e-34	Pi16+	
Dcbld2	1.91447500449794e-38	0.321026663609135	0.391	0.15	4.03705344198482e-34	Pi16+	
Tgfbr3	4.24805923298153e-38	0.404309211035627	0.748	0.436	8.95788250458814e-34	Pi16+	
Sult5a1	4.86301369583398e-38	0.370087935409196	0.447	0.177	1.02546369804051e-33	Pi16+	
Glud1	6.03586208030266e-38	0.429378916734731	0.684	0.376	1.27278223687342e-33	Pi16+	
Il6ra	7.78516945407014e-38	0.34812715196261	0.417	0.152	1.64165868277977e-33	Pi16+	
Atf3	1.24112114047868e-37	0.440384581846954	0.776	0.533	2.6171521489274e-33	Pi16+	
Rorb	2.08453658718825e-37	0.260151029617306	0.166	0.006	4.39566230140387e-33	Pi16+	
Atox1	2.11734093816631e-37	0.465329324050783	0.906	0.701	4.46483683631129e-33	Pi16+	
Edn1	2.13160507433321e-37	0.488422971711993	0.243	0.039	4.49491562024643e-33	Pi16+	
Cast	3.00665949876663e-37	0.391862590273821	0.547	0.285	6.3401428850492e-33	Pi16+	
Lamb2	3.09500188364665e-37	0.403196712962448	0.666	0.365	6.52643047204569e-33	Pi16+	
Galnt15	4.63266690740949e-37	0.331740211609548	0.383	0.137	9.7689047076544e-33	Pi16+	
Anxa2	6.05487778350458e-37	0.366501934961311	0.945	0.761	1.27679207820761e-32	Pi16+	
Zbtb20	6.93893197902029e-37	0.300662588125205	0.97	0.822	1.46321258641601e-32	Pi16+	
Eif3f	1.83841617570995e-36	0.349222501587038	0.908	0.7	3.87666818971957e-32	Pi16+	
Scd2	2.05454210869684e-36	0.397635474873315	0.487	0.246	4.33241294460904e-32	Pi16+	
Rps15	2.12535180037007e-36	0.28824260141559	0.995	0.956	4.48172934144037e-32	Pi16+	
En1	3.07593460272842e-36	0.26634656699718	0.22	0.03	6.48622329677343e-32	Pi16+	
Jak1	3.41768409207408e-36	0.34998925541754	0.795	0.558	7.20687044495662e-32	Pi16+	
Rpl23	3.63183518791314e-36	0.279771550512582	0.995	0.963	7.65845086075245e-32	Pi16+	
Duoxa1	6.9118691151411e-36	0.311416738560431	0.168	0.007	1.4575058403098e-31	Pi16+	
Tubb6	7.01454598050794e-36	0.425095206091797	0.696	0.381	1.47915731090971e-31	Pi16+	
Ptp4a2	1.00443636840681e-35	0.336520531664896	0.769	0.521	2.11805497005943e-31	Pi16+	
Fgf18	1.60729279557134e-35	0.269653408937611	0.239	0.05	3.38929831802128e-31	Pi16+	
Fst	1.87722538366097e-35	0.282299450614253	0.555	0.225	3.95850516652589e-31	Pi16+	
Slco3a1	2.4003434237797e-35	0.399954616446188	0.532	0.243	5.06160417772425e-31	Pi16+	
Daglb	2.78257814184742e-35	0.351458165434361	0.306	0.095	5.86762252771365e-31	Pi16+	
Nptn	4.54728143142325e-35	0.346103381112408	0.749	0.499	9.5888523544422e-31	Pi16+	
Kdelc2	6.0355584958852e-35	0.396527436906224	0.552	0.257	1.27271822002731e-30	Pi16+	
Ildr2	8.06917553290787e-35	0.337816786282665	0.292	0.084	1.70154704462428e-30	Pi16+	
Tspan5	1.81528207346427e-34	0.303997999329317	0.347	0.107	3.8278853083141e-30	Pi16+	
