Unnamed: 0	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Hacd4	1.32385550725502e-47	0.401608688417581	0.323	0.065	2.79161410814866e-43
Ntrk2	4.27925953323139e-47	0.434534431883022	0.493	0.194	9.02367457772503e-43
Rps14	5.40643000329936e-47	0.30498614478245	0.999	0.994	1.14005389479574e-42
Ecm1	8.51755792876662e-47	0.572213348762597	0.948	0.793	1.79609744043902e-42
Stmn4	1.44811060357725e-46	0.653341291345995	0.286	0.034	3.05363082976335e-42
1700019D03Rik	1.69200779169173e-46	0.459182007038061	0.454	0.15	3.56793683034035e-42
Tnxb	4.92737512317702e-46	0.372769340191062	0.932	0.793	1.03903559222434e-41
Gnpnat1	5.9737049777704e-46	0.508879119278663	0.52	0.221	1.25967516866244e-41
Clip4	1.02265602680583e-45	0.31297489579396	0.294	0.076	2.15647476372546e-41
Hspb8	1.69119107610331e-45	0.540738723887981	0.595	0.285	3.56621462217905e-41
Zyx	2.15192103633356e-45	0.483436979258763	0.711	0.423	4.53775588931657e-41
Rps18	3.58769804700258e-45	0.286044828358497	0.996	0.985	7.56537887171433e-41
Arl4d	3.62012270285083e-45	0.436888657185974	0.303	0.066	7.63375274350155e-41
S100a10	5.82598361717762e-45	0.380923478264921	0.99	0.95	1.22852516535425e-40
Qpct	6.13134502078487e-45	0.542752723840928	0.791	0.523	1.29291672453291e-40
Rab32	7.09765773298234e-45	0.370931141423652	0.323	0.064	1.49668308615399e-40
S100a11	1.09753122509991e-44	0.409018010420795	0.982	0.945	2.31436409436819e-40
Kcnk5	1.23174976132763e-44	0.323104308588803	0.216	0.017	2.59739072171156e-40
Csrp2	2.23939260338384e-44	0.529152218405937	0.77	0.476	4.7222071827555e-40
Nhsl1	2.78841529857799e-44	0.32280193846615	0.294	0.066	5.8799313401114e-40
Trio	5.44706056026865e-44	0.484551562262713	0.469	0.191	1.14862166034385e-39
Rps15	7.51489879631818e-44	0.338504330800157	0.995	0.967	1.58466670917961e-39
Adam33	7.83470454930896e-44	0.379533673670791	0.315	0.082	1.65210414831278e-39
Adh7	8.70471620841182e-44	0.321000533886246	0.266	0.049	1.8355635068678e-39
Flnb	1.22062622129999e-43	0.365205665660277	0.357	0.096	2.5739345128553e-39
Islr2	2.2711909017369e-43	0.371118505325911	0.237	0.029	4.78926025449261e-39
Krtdap	8.14427162885745e-43	0.754693749404611	0.178	0.007	1.71738255837717e-38
Ildr2	9.64457583339713e-43	0.40052322405582	0.292	0.062	2.03375170598845e-38
Dmkn	3.47146839546287e-42	1.28371003840775	0.226	0.018	7.32028540551256e-38
Slco2a1	5.36084746458008e-42	0.336422990841099	0.266	0.061	1.130441904856e-37
Rps11	1.13608452694472e-41	0.25832592286178	0.996	0.985	2.39566144196833e-37
Il6ra	1.19030999433544e-41	0.357315123338482	0.417	0.172	2.51000668505515e-37
Zfhx4	2.11841507125948e-41	0.391290534068148	0.461	0.179	4.46710186076486e-37
Ifi204	3.99902700167129e-41	0.422944615943482	0.733	0.449	8.43274823842424e-37
Fau	8.01510359040769e-41	0.601371951614396	0.671	0.481	1.69014489410927e-36
Sema3b	1.02244971362813e-40	0.346705922365543	0.315	0.082	2.15603971112763e-36
Csf1	3.29618637295736e-40	0.414058798104442	0.667	0.443	6.95066820465519e-36
Thbd	3.534331698158e-40	0.458905569006734	0.648	0.367	7.45284525190577e-36
Dact2	8.73310967581971e-40	0.506430400704769	0.21	0.02	1.8415508373401e-35
Atox1	9.6371830521749e-40	0.480940792965051	0.906	0.748	2.03219279021212e-35
Adora2b	1.37996538407998e-39	0.274340100652531	0.207	0.03	2.90993300540945e-35
Tnfaip6	1.43861620838982e-39	0.679845272202443	0.79	0.56	3.03360999863162e-35
Xist	2.02492921502443e-39	0.66465581498949	0.385	0.145	4.26996823572202e-35
Ptx3	2.20730080063268e-39	0.646128051795822	0.43	0.178	4.65453519829413e-35
Usp18	2.76051491090157e-39	0.350332864792721	0.262	0.056	5.82109779261814e-35
Rps5	4.14174648479754e-39	0.289881138158282	0.998	0.993	8.73370081249256e-35
Tmsb4x	4.6234585835304e-39	0.309140623237801	0.998	0.993	9.74948711509056e-35
Pygl	6.5070418003681e-39	0.359942738103687	0.332	0.082	1.37213990444362e-34
Irf7	7.88909151326708e-39	0.46375955169831	0.358	0.134	1.66357272740263e-34
Sirpa	9.37076361922135e-39	0.351630369780447	0.434	0.18	1.97601292438521e-34
Bst2	1.18204246610767e-38	0.657523203899304	0.708	0.538	2.49257294828124e-34
Rcan2	1.22969734365275e-38	0.289474793477882	0.302	0.084	2.59306278856055e-34
Ablim1	3.04377450904674e-38	0.384121737606973	0.711	0.451	6.41840730722686e-34
Nid1	2.12767103951801e-37	0.354817259418521	0.96	0.845	4.48661992103162e-33
St3gal2	3.66016489833445e-37	0.395760410339517	0.487	0.22	7.71818972111785e-33
Lgals9	4.04935301856942e-37	0.379783596435133	0.572	0.315	8.53887071025734e-33
Srgap1	5.64148585908183e-37	0.355093137706348	0.337	0.09	1.18962012310459e-32
Megf9	5.9966187282179e-37	0.294877847104909	0.319	0.099	1.26450699121931e-32
Blvrb	1.25633584355709e-36	0.427671247823057	0.751	0.509	2.64923539330884e-32
Kif2a	1.54432777093353e-36	0.43482908427708	0.544	0.272	3.25652397056753e-32
Cd164	2.67255972076939e-36	0.416003523124678	0.694	0.492	5.63562668318641e-32
St3gal1	7.05096550117097e-36	0.403848749477895	0.442	0.193	1.48683709523192e-31
Anpep	1.09788731217071e-35	0.351042247753772	0.469	0.218	2.31511497517438e-31
Npc2	3.91700006566989e-35	0.338888853148562	0.935	0.863	8.2597780384781e-31
Has2	5.34862755196152e-35	0.470811085907635	0.341	0.105	1.12786509188213e-30
Rorb	5.90661688297737e-35	0.25214814814825	0.166	0.01	1.24552830211344e-30
Rras2	6.80122533230779e-35	0.280821267473584	0.276	0.078	1.43417438582374e-30
Arsi	6.83944218969246e-35	0.312563593762257	0.33	0.09	1.44223317454045e-30
Rps26	6.85397716012061e-35	0.375703605764851	0.926	0.9	1.44529816375463e-30
Bmp1	6.90568316681997e-35	0.454282764379062	0.713	0.437	1.45620140938733e-30
Meg3	7.18541893696218e-35	0.420524180614459	0.915	0.747	1.51518929123722e-30
Lgals3	8.7503720405513e-35	0.425906815735509	0.499	0.198	1.84519095219105e-30
Bag1	9.26450536808996e-35	0.453385419164065	0.774	0.531	1.95360624696913e-30
Lgi2	1.12860783486868e-34	0.309727825503614	0.371	0.148	2.37989534138759e-30
Ccl7	1.25370530158255e-34	0.49818207938123	0.614	0.332	2.64368836944712e-30
Neat1	2.06617540033174e-34	0.386305820841562	0.868	0.662	4.35694406667954e-30
C1galt1	2.18407783389275e-34	0.323048472791504	0.381	0.143	4.60556492832963e-30
Sema3e	2.32008351557573e-34	0.28827521026123	0.151	0.006	4.89236010929454e-30
Nbl1	2.37080343409485e-34	0.288621041248135	0.869	0.574	4.99931320147581e-30
Calml4	2.80291810350158e-34	0.29036806610229	0.352	0.133	5.91051340485379e-30
Nfkbia	2.82459680865332e-34	0.490222560511071	0.874	0.762	5.95622729040726e-30
Carhsp1	5.02223900109483e-34	0.379868013732032	0.668	0.399	1.05903953816087e-29
Lsp1	6.791803503772e-34	0.439567571588553	0.748	0.519	1.4321876048404e-29
Rap1b	7.02615848666972e-34	0.405469573413137	0.835	0.637	1.48160604008404e-29
Gng12	1.71516642878154e-33	0.491977536893857	0.602	0.383	3.61677144837163e-29
Esr1	2.23602689946392e-33	0.338236974000481	0.339	0.095	4.71510992289956e-29
Adamtsl4	5.4376274415959e-33	0.347549773211009	0.378	0.145	1.14663249860933e-28
Ecscr	1.08456796868121e-32	0.43061894405687	0.182	0.023	2.28702847555808e-28
Rps3	2.33405336133653e-32	0.264724680768606	0.996	0.983	4.92181832305033e-28
Eef2	2.33957651769617e-32	0.327802610176002	0.974	0.921	4.93346500286591e-28
Gda	2.52071340952876e-32	0.3476677037607	0.532	0.286	5.3154283666733e-28
Fgf2	3.2870212588998e-32	0.32177283902032	0.352	0.139	6.93134172864201e-28
Duoxa1	6.52164492236941e-32	0.301557627390372	0.168	0.013	1.37521926478004e-27
Rpl35	1.20733283934501e-31	0.418857538231601	0.934	0.792	2.54590275832682e-27
Ar	1.295544315356e-31	0.413605036774573	0.739	0.541	2.73191429779119e-27
Irak3	1.68616724018918e-31	0.3663045855761	0.426	0.18	3.55562085938692e-27
Antxr2	2.66565725663102e-31	0.324681819871545	0.618	0.386	5.62107145705784e-27
Mt2	2.84957222471405e-31	0.324049282890233	0.86	0.621	6.00889295025453e-27
Tubb2b	4.48644451215349e-31	0.339553472422232	0.338	0.114	9.46056554277806e-27
Cyr61	4.92972157947366e-31	0.402929440300292	0.778	0.581	1.03953038946361e-26
Postn	1.18007456890233e-30	0.342410604656077	0.55	0.281	2.48842324344434e-26
Il1rl2	1.55405016387457e-30	0.412787020007381	0.385	0.115	3.2770255805623e-26
Adam23	1.92033285735298e-30	0.272077172865973	0.317	0.123	4.04940589630022e-26
Rpl9	1.95856070194461e-30	0.480441664166209	0.751	0.656	4.13001695219059e-26
Tspan5	3.0781891220787e-30	0.283276307405002	0.347	0.134	6.49097740172735e-26
Pdpn	3.29248526202964e-30	0.33982880437549	0.637	0.395	6.9428636720419e-26
Dact1	3.44700101713583e-30	0.341130731228913	0.47	0.247	7.26869104483433e-26
Lims2	4.17892992593582e-30	0.375980467804615	0.47	0.238	8.81210953482086e-26
Adamts5	4.53470268460816e-30	0.269550536842847	0.918	0.729	9.56232755103322e-26
Trim30a	6.87958959873294e-30	0.346065375708516	0.336	0.13	1.45069905868482e-25
Hdac7	8.5606175194205e-30	0.408506409209368	0.502	0.246	1.8051774163202e-25
Xdh	9.88607464379647e-30	0.333499662537807	0.562	0.324	2.08467656013736e-25
Rpl29	1.3069981117355e-29	0.437758189389027	0.839	0.736	2.75606691821664e-25
Itgb7	1.44958119117376e-29	0.402994018527997	0.129	0.004	3.05673185782811e-25
Tubb4a	1.51640739595063e-29	0.262763539765696	0.235	0.062	3.19764827584109e-25
Gja1	1.55494146274877e-29	0.322330583433669	0.509	0.287	3.27890506249833e-25
Dnm1	2.78529198081576e-29	0.265158854842071	0.405	0.194	5.8733451999462e-25
Cast	2.8700611460691e-29	0.321729358708887	0.547	0.346	6.05209793871591e-25
Crispld1	4.47415803359436e-29	0.284371184066673	0.219	0.038	9.43465704544043e-25
Rbpj	4.89346023940748e-29	0.292066569261458	0.533	0.329	1.03188396068385e-24
Fgl2	5.9457307557508e-29	0.370973892433289	0.566	0.388	1.25377624446517e-24
Gap43	6.00341318115025e-29	0.329839089996789	0.152	0.007	1.26593973750915e-24
Olfml2b	6.0471270342001e-29	0.332818910430255	0.635	0.36	1.27515767770178e-24
Rpl4	8.46926123267223e-29	0.389702003177719	0.988	0.958	1.78591311613359e-24
Cotl1	9.14766956340456e-29	0.324835436466399	0.495	0.242	1.92896908083512e-24
Prdx6	1.05549726265826e-28	0.392484693747962	0.787	0.596	2.22572707776747e-24
Il4ra	1.29186788601061e-28	0.322112151274154	0.357	0.162	2.72416181123058e-24
Slco3a1	1.34711405405074e-28	0.411340371868051	0.532	0.263	2.84065940577679e-24
Arl4a	1.66314800224383e-28	0.383668831836341	0.647	0.407	3.50708019233157e-24
Klf3	1.66997596287866e-28	0.34971333883157	0.619	0.395	3.52147831292223e-24
Rps27	1.67180780807971e-28	0.48676450071802	0.763	0.641	3.52534112489768e-24
Tgfbr3	3.2073670397025e-28	0.308330648607091	0.748	0.548	6.76337487662065e-24
Itih5	4.99721634893002e-28	0.373413548095888	0.817	0.597	1.05376301149887e-23
Arhgap29	6.50808448179869e-28	0.298263457059776	0.453	0.236	1.37235977467689e-23
Vat1	8.34132835475385e-28	0.312188683323329	0.703	0.494	1.75893591016694e-23
Ramp2	1.84313950402939e-27	0.327892009713175	0.809	0.634	3.88662827214677e-23
Prkg2	2.06697979648306e-27	0.301987546520019	0.159	0.012	4.35864029684382e-23
Pcdh20	3.28622858154218e-27	0.264480517264076	0.157	0.012	6.92967020989799e-23
Ppp2r2b	4.99926826811326e-27	0.259594888823511	0.192	0.023	1.05419569969704e-22
Glud1	5.1182548323015e-27	0.344273988311583	0.684	0.459	1.07928639648742e-22
Twist1	8.98172433228135e-27	0.352444881705594	0.462	0.284	1.89397620994817e-22
Dtnbp1	9.30503417916156e-27	0.391452794923534	0.688	0.451	1.9621525573598e-22
Kdelc2	9.41777258321361e-27	0.335185723023476	0.552	0.318	1.98592570462225e-22
Apbb2	1.59956011712655e-26	0.266308577864782	0.332	0.141	3.37299241898476e-22
Loxl1	1.95832229449426e-26	0.285955527755499	0.922	0.797	4.12951422240005e-22
Edn1	1.97185254819052e-26	0.417288246121365	0.243	0.069	4.15804546836935e-22
Ndrg1	3.4826440388658e-26	0.251175857817729	0.387	0.199	7.34385148475631e-22
Rhou	9.5087093588424e-26	0.279540719933809	0.381	0.186	2.0051015424991e-21
Edem2	9.93215218289743e-26	0.298027562609518	0.354	0.151	2.09439293080758e-21
Epdr1	1.97244295761006e-25	0.292507523977729	0.416	0.19	4.15929046471233e-21
Ier5	2.21211276149883e-25	0.256934002736985	0.742	0.542	4.66468218017259e-21
Grb10	2.4100040968605e-25	0.257536407119035	0.509	0.31	5.08197563904974e-21
Il17ra	2.60843059907471e-25	0.316906187028849	0.348	0.148	5.50039760426884e-21
Daglb	1.01182165976963e-24	0.321617063521112	0.306	0.121	2.13362833395621e-20
Rarres2	2.36480242293647e-24	0.256521979628875	0.984	0.956	4.98665886924614e-20
Scd2	2.44152068209415e-24	0.308194332911836	0.487	0.314	5.14843466233194e-20
Rpl27	6.17036675755706e-24	0.407035188322561	0.648	0.459	1.30114523816606e-19
Pxn	1.73828216453454e-23	0.260247002731366	0.358	0.153	3.66551560035397e-19
C1s1	3.65625098311026e-23	0.268494959959587	0.871	0.73	7.70993644808461e-19
Ifit1	4.1693321871916e-23	0.482378787315737	0.245	0.093	8.79187078313093e-19
Vgll3	4.56641350695884e-23	0.286812660509575	0.4	0.206	9.6291961621241e-19
Adra1b	5.53649233661254e-23	0.255367913454702	0.151	0.019	1.16748013902149e-18
Prdx5	9.34944827580709e-23	0.332948947040189	0.801	0.674	1.97151815791944e-18
Bloc1s1	1.44941382591801e-22	0.27778938583638	0.654	0.405	3.05637893471332e-18
Cxcl10	1.5234560447061e-22	0.498706588683217	0.212	0.073	3.21251176147175e-18
Isg15	2.926375898433e-22	0.546904841560596	0.352	0.198	6.17084885702567e-18
Slfn5	3.02244491452017e-22	0.388429496158874	0.596	0.423	6.37342959124868e-18
Apod	3.38151451361826e-22	0.42328966767438	0.604	0.404	7.13059965486683e-18
Adamts1	5.12528471358242e-22	0.474431638546697	0.682	0.534	1.08076878755313e-17
Ehd1	9.27789975165314e-22	0.331830368347403	0.554	0.317	1.9564307206311e-17
Clec2d	1.08197862977005e-21	0.413609078710696	0.469	0.331	2.28156833659611e-17
Nptn	1.57642666775126e-21	0.316076991855468	0.749	0.559	3.32421091428709e-17
Ace	1.63112837293433e-21	0.301529085464129	0.783	0.583	3.43956040000661e-17
Ppa1	1.61130440236301e-20	0.353972685708054	0.483	0.278	3.39775759326288e-16
Rpl10	5.85253374171567e-20	0.402644903521678	0.693	0.598	1.23412379011558e-15
Agpat4	6.49024001521864e-20	0.31824818214779	0.479	0.269	1.36859691200916e-15
Atf3	8.47065660634985e-20	0.317142398315074	0.776	0.628	1.78620735858099e-15
Ccl8	1.03262536423752e-19	0.254537566595966	0.255	0.094	2.17749710556766e-15
Ifrd1	1.29809336552229e-19	0.34231410463028	0.733	0.603	2.73728947987686e-15
Psme2	1.35929060916456e-19	0.26353092380572	0.64	0.419	2.86633610754531e-15
C4b	1.37987920650413e-19	0.429196248545759	0.511	0.341	2.90975128275526e-15
Cdon	1.58443020846494e-19	0.271765582088458	0.44	0.232	3.34108798059003e-15
Ebf2	2.66569407461581e-19	0.34791034516331	0.628	0.422	5.62114909514236e-15
Snx21	3.4632450779784e-19	0.297568409061714	0.4	0.211	7.30294489593305e-15
Ddah2	3.69039321478473e-19	0.278879598105078	0.891	0.74	7.78193217201656e-15
Clip1	3.97304875300517e-19	0.258376095802698	0.484	0.294	8.37796790546201e-15
Uchl1	1.05864138038225e-18	0.333807172566546	0.215	0.057	2.23235707881204e-14
Thbs2	1.52333705441436e-18	0.334439587570543	0.535	0.402	3.21226084664357e-14
Fgfr1	1.62315267351576e-18	0.251850349699237	0.772	0.612	3.42274204264269e-14
Abca1	1.65560548462445e-18	0.282307349793185	0.446	0.253	3.49117528542758e-14
Nfkbiz	1.78807257093123e-18	0.40220213782558	0.625	0.522	3.77050863032267e-14
Tshz2	2.02560226331988e-18	0.257207586041631	0.709	0.503	4.27138749266263e-14
Csrnp1	1.20392223944631e-17	0.284874804990946	0.431	0.252	2.53871082632044e-13
Ccl2	4.10963602453483e-17	0.644415703131464	0.436	0.241	8.66598948493659e-13
Lgmn	8.07807815625552e-17	0.293876870585637	0.459	0.269	1.7034243408096e-12
