>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Eda	2.95033943028597	2.01068416656163e-12	4.71157051188259e-10
Meox2	3.89515825074642	2.00350164722934e-12	4.71157051188259e-10
Prg2	12.1652649724239	2.94391268926984e-12	6.69938284778358e-10
Adgrl4	8.6915951944703	3.10537974820568e-12	6.9995259524556e-10
Meox1	3.79447073656269	4.22989833620509e-12	9.35598167504354e-10
Notch3	4.07914832248225	7.55705233141818e-12	1.61128610385292e-09
Ndufa4l2	3.15022337619619	8.34844313203797e-12	1.74851861598179e-09
Gm21955	2.56815881675259	8.6555947273064e-12	1.79694702115053e-09
3300005D01Rik	5.25125332293551	1.61979574815466e-11	3.304802238929e-09
Tmem132c	4.46228419868132	1.92201868677991e-11	3.88789882564274e-09
Nav3	3.21135793247703	2.00216315047574e-11	4.01569451544994e-09
Gm10600	3.63500388290906	2.22016505102178e-11	4.3787205218777e-09
Ptpru	2.36905843205364	4.14160527504717e-11	7.84154976356331e-09
Emx2	5.54564237161985	7.56898704901838e-11	1.32692752954902e-08
Fam205c	4.22826950856211	8.96018261178618e-11	1.55926942553782e-08
Osbp2	2.98659662616911	1.87323976936259e-10	3.16671183010746e-08
Pla2g2a	17.4529888296488	2.122240086418e-10	3.51238154722061e-08
Tspan11	2.59012361317456	6.63279919950093e-10	1.00627217086275e-07
B230311B06Rik	3.52191505144442	6.78903299434043e-10	1.02341429221054e-07
Insl6	2.1118803898822	7.25877271258989e-10	1.08729983410674e-07
Gm9923	24.2945811171484	9.32281725081861e-10	1.35363874770015e-07
Ret	5.0257033043339	1.677784537509e-09	2.34959329285358e-07
Kcnip3	2.51147579944373	1.74950516646349e-09	2.42137653653167e-07
Acsbg1	5.4562047154496	1.85670295335129e-09	2.54003403450665e-07
1700064H15Rik	5.4500826217103	1.89361832125886e-09	2.57564740282951e-07
Hoxd8	3.1947696571146	2.5341298162603e-09	3.38843222380974e-07
Gabrb1	2.87371893239671	3.05799533767053e-09	4.02075420314714e-07
Epha3	2.33711267648076	3.85632146021171e-09	4.98729836059184e-07
Arhgap15	3.5417155401408	4.33731265756448e-09	5.48936784313255e-07
Emx2os	3.78352615375905	5.37078581887863e-09	6.69002041975792e-07
Capn9	8.1941107078218	5.44960072455065e-09	6.75265446847854e-07
Hoxc8	4.10944601241148	6.494818914241e-09	7.96439788825604e-07
Gm13889	2.70289403179761	8.35917444116265e-09	1.01454657178973e-06
Apold1	3.2948787760453	9.53991682576763e-09	1.14609752038296e-06
Col8a1	3.6084080252651	1.01914973057084e-08	1.21207118961909e-06
Twist1	2.73637398777023	1.04820874985967e-08	1.24039782414644e-06
P2rx5	4.5908957654195	1.1858905326577e-08	1.38258478997093e-06
Gm5859	3.66640169880301	1.3856857618482e-08	1.58000675010004e-06
Mir8114	4.85708503643279	2.0432131632107e-08	2.23873731174572e-06
Aqp7	2.76974359119524	2.56318770550523e-08	2.73256592009876e-06
Gm10182	27.3694841055857	2.72574565387381e-08	2.8671209951214e-06
S1pr3	2.76343878478615	2.99448969204842e-08	3.10835910270658e-06
Gm12174	4.70999825754104	3.04341167490664e-08	3.14534603100504e-06
Gm22816	2.1304766199194	3.05923129997923e-08	3.14794900767863e-06
Krt222	2.25649555473865	3.46548326164518e-08	3.53524104971364e-06
Galnt16	3.04132987161333	4.39387744066571e-08	4.33291239117647e-06
Spink8	17.8156346321224	4.88820343197406e-08	4.78217240007484e-06
Asb4	4.16627159132225	6.28053653114589e-08	6.09186303617335e-06
Alx4	3.94329023521789	7.22500455737011e-08	6.81251724538957e-06
Trank1	3.80989325247625	7.40372549833713e-08	6.95333219718829e-06
Dmrt2	5.50612034039062	7.56225528314109e-08	7.05392627983078e-06
Pwwp3b	2.25328639583546	7.5704452405333e-08	7.05392627983078e-06
Gm4294	12.9122159353806	8.5545096422149e-08	7.8472705310969e-06
Stc2	2.80829962398957	8.84335993678795e-08	8.08091890440001e-06
Jchain	10.0575336400789	1.29787638041231e-07	1.15044345674975e-05
Gm15958	3.52520768699035	1.43784738335336e-07	1.26880239473018e-05
Tmc7	3.85184180038941	1.67271510146581e-07	1.45011532257843e-05
Gm44210	4.96357505401447	1.73714061528352e-07	1.50047105627427e-05
Timp4	3.435586880742	2.32732699539028e-07	1.93266133332989e-05
Cacna1g	2.34096315826885	2.61919300331725e-07	2.15237641699685e-05
Pdgfrl	2.08695429526105	3.18146203915271e-07	2.56107694151793e-05
Cryaa	4.22484045953161	3.41186560705846e-07	2.71880886606911e-05
Zfp385b	2.08477526753138	3.76012083556405e-07	2.97628026138109e-05
Shd	5.92907060360009	3.96356282695747e-07	3.11646649254493e-05
Adora2b	2.09300115140325	4.21126919181718e-07	3.25712771120056e-05
Gm33838	2.89031035680664	4.17076826970724e-07	3.25712771120056e-05
Hesx1	5.36694180907222	4.5367595386382e-07	3.49744260589415e-05
E330013P04Rik	2.56255649779728	4.63361563827554e-07	3.56051238022946e-05
Tnmd	4.49614379441854	4.86545529679442e-07	3.726560857904e-05
Gm5620	2.66639404595059	4.91811285284126e-07	3.75474118994175e-05
Fam229a	3.58993544437813	5.15509401000083e-07	3.88552897881178e-05
Matn4	2.30151157248922	5.14018789865943e-07	3.88552897881178e-05
Hoxc6	3.47738619167449	5.18730480352885e-07	3.89739500905135e-05
Acat3	2.36414658703276	5.22682303516617e-07	3.90872816022989e-05
Ccdc170	2.61535598278965	1.02616757686463e-06	7.14303177695744e-05
Ttn	4.24957641293298	1.10264696657124e-06	7.58614702262833e-05
Ifi205	2.35780109582915	1.40136489048453e-06	9.36895561104445e-05
Svep1	2.68134353979835	1.49628688458374e-06	9.91950187603456e-05
Aspn	2.72383138695212	1.90063964382457e-06	0.000122902837296164
Gata2	4.36230768345615	2.06344498402351e-06	0.000131278366765818
Rtl4	2.859893192382	2.15854560587367e-06	0.000135507424016478
Il22ra2	3.1580461621811	2.24687363937278e-06	0.000140308069717772
Fyb2	3.82478048422294	2.29860102524174e-06	0.000143160501222095
Gm11478	5.02075566759782	2.3797667070086e-06	0.000147439629986315
Zfp935	22.9428593910914	2.57829419515587e-06	0.000158084167659985
Cd36	3.21285766379041	2.60925752250789e-06	0.000159569244922982
Htra4	2.68115512124121	2.6413116482095e-06	0.000161113203036532
Kntc1	2.13161526206652	2.67469531470518e-06	0.000162730113144286
Tmem132e	10.0115128276688	2.88765365199783e-06	0.000173457104014803
Scn1b	2.22401354273799	2.99515664440253e-06	0.000179106220445232
Tspan18	2.27691759222213	3.85967558439654e-06	0.000224992468118012
Dlg2	3.10156830302656	4.24805343088842e-06	0.000244025923662224
Dner	4.29991129724819	4.38801360345035e-06	0.000250243657717734
Lcn2	2.40812863734611	4.41698901752632e-06	0.000251290574706239
Csf2rb2	2.35269465537497	4.67013069947586e-06	0.000261914652285534
Hpca	3.31508180651219	4.93036288097914e-06	0.000274557407774431
Gm12022	2.5284282972188	5.09391016096622e-06	0.000282998994787764
Gm5345	3.27314172236729	5.88826846633987e-06	0.000321632185529569
Nalcn	2.66667378391765	5.96057900446919e-06	0.000323552805731129
Palm3	2.11767835912891	6.56809853303974e-06	0.000348536295922537
Gm37385	13.4678580055441	6.83799398517296e-06	0.000360433861129373
3930402G23Rik	2.07730325400481	7.49175254293292e-06	0.000388831814547354
Cdh2	2.51385294014455	9.93390110208432e-06	0.000493237042859458
Sim2	7.36441370081853	1.05738798866574e-05	0.000517049618341984
Slc37a2	2.99387576112289	1.16918858886227e-05	0.000557886821221844
St8sia6	4.28925249267306	1.19347857253705e-05	0.000566053254032751
Hoxd3os1	3.44186256045457	1.22657018954868e-05	0.000580584733520973
Gm24187	3.63874819861677	1.26339614258498e-05	0.000594449234722837
Foxd2os	4.03480852732033	1.27081018364685e-05	0.000595569596363764
Il31ra	2.87008256742993	1.33081774992143e-05	0.000621232025392318
Gm47403	4.81821430588736	1.33755437511482e-05	0.000623147625902411
Gm46323	2.72974007092412	1.39191636586193e-05	0.000643407902946375
Asb11	3.36671538040796	1.52759104842361e-05	0.000703375434689525
Bdkrb1	2.77670314503902	1.78019229154513e-05	0.000799465103681189
Myl1	4.00455730171811	1.93533069736255e-05	0.000861592576418923
Plin4	4.26720041371105	1.93673575296771e-05	0.000861592576418923
Gm40655	2.00232120861548	2.11755229596025e-05	0.000936749723149371
Slc25a21	3.2666135978176	2.23073587521866e-05	0.000979495843391465
Fbln7	2.26770542683533	2.24631540215168e-05	0.000980877243961695
Gm9129	4.59691757240454	2.23935636805916e-05	0.000980877243961695
Cd109	2.40218836255503	2.34278535853011e-05	0.00101739027682953
Sobp	2.14787350544285	2.3397611243081e-05	0.00101739027682953
Kcnk7	3.08406454720742	2.39435201932953e-05	0.00103596214335415
Cthrc1	2.5459175402555	2.43376435523523e-05	0.00104727092718822
Itga8	2.51652309874919	2.84218734432268e-05	0.00119690476651397
Cd300lg	2.4751545189251	3.17968951392524e-05	0.00132184436630281
Stk33	5.04118527147366	3.35907896040603e-05	0.00138742271825357
Cox4i2	3.09312875244681	3.71183817711067e-05	0.0015094170814034
Hmcn2	3.26423687136622	3.73632716187075e-05	0.00151417217363005
Slc38a5	2.75494387749956	3.78340499745657e-05	0.00153062984743256
Mfrp	2.82779183028971	3.86145220652506e-05	0.00155688227209248
Gm5879	2.46926511227136	4.10243278104363e-05	0.00162769170569704
Heyl	2.42432031729577	4.10585181181025e-05	0.00162769170569704
Gm48878	3.66007813877203	4.53152271394008e-05	0.0017844849928589
Tdo2	2.18455871295277	4.6304986928357e-05	0.00181140516633624
Irx2	3.58559586923212	4.76822564638494e-05	0.00185913667830301
Gm36211	3.77860321509736	4.88615337095334e-05	0.00189574740705496
Vash2	2.44952854097597	5.52568595644575e-05	0.00209913979985877
Gm15387	9.03116737167195	5.86795948561602e-05	0.00221141715200755
Ptch2	2.32617975090383	6.39130844954369e-05	0.00236362707973458
Slitrk5	5.88363919946453	6.64962704949812e-05	0.0024361721885522
Gper1	3.52458495184161	7.73274634361388e-05	0.00276451522227054
Grin3a	4.46928182444584	7.99314625689235e-05	0.0028361887925318
Drp2	2.28928893587065	8.23071117196546e-05	0.00290305675219812
Gabrr2	4.08174741993907	8.29510049986402e-05	0.0029170897998556
Cacna1b	2.14140295573159	8.92932750961456e-05	0.00311449318399894
Hecw2	2.96304040055181	9.61139120121348e-05	0.0032874171964169
Lsamp	2.33446148915741	9.58480311429345e-05	0.0032874171964169
Lcn11	2.64189149326864	9.84155960360363e-05	0.00335136965666888
A530053G22Rik	3.72197522482697	0.000100577663592022	0.00341297815918967
Gm16499	4.90974350067183	0.000100657402928736	0.00341297815918967
Higd1b	3.36761001748109	0.000111722931950056	0.00370328659728568
Chst7	2.53001079139496	0.000113490164887307	0.00375135716813951
Vcp-rs	4.03123869234894	0.000118132292260209	0.00385632684265153
Tmem182	6.03138036213595	0.000122772023435351	0.0039748912156559
Fgf7	2.13532907967376	0.000126339734240888	0.00403883116910856
Rprml	5.97495182709758	0.000134048654436108	0.00423653352676661
Serpinb2	4.17037805995197	0.000133778220365132	0.00423653352676661
Cntfr	2.34335909260551	0.000134934722396034	0.00425800009992925
Map3k7cl	3.60468857188386	0.000135339580731782	0.00426508902420651
Ptgs2	2.14580948417467	0.000136514532585953	0.00429639553552095
Slc25a48	2.09134324991373	0.00014525702970666	0.00449385375433662
Gm7476	3.64748407116751	0.000167683375279802	0.00508138597022673
Serpina3i	2.58282272250349	0.000171144053408666	0.00514671704196047
Igf2	2.0124979064184	0.000176495786370378	0.00528501610900378
Htr2a	3.25040337393493	0.000192505015070646	0.00563166401937823
Htr1d	3.04708522990257	0.000193172245627561	0.0056442068361327
Gm10212	4.05011652946081	0.000195071278470888	0.00569266577998828
Gm43552	3.28571210337916	0.000200930714671723	0.00582059635757121
Abcg5	2.44406917135316	0.0002216066985577	0.00634191745437132
Gm14117	5.62462705127233	0.000223705799123322	0.00639425742494161
Syt12	2.63786679204922	0.000229926365029796	0.00651696680378465
Slc47a1	2.92501138274333	0.000236917843562641	0.00666722307205353
Hic1	2.01543718910288	0.00023844281733901	0.00668729784391102
Gm6133	3.12033016765273	0.000248139672361807	0.00692489711889121
Zfp385c	2.63529008389735	0.000248870932837348	0.00692944513819
Dnmt3l	3.08712247506231	0.0002552597378208	0.00708233553927887
A430027H14Rik	4.10178418165194	0.000265210425821525	0.00730702578337372
Rgs5	2.36073163791966	0.000266906625668781	0.00734520826709655
Emid1	2.26697223531229	0.000269028540033191	0.00737786611467616
Gm13986	2.6165938743347	0.000316450274431315	0.0083587373269709
Rmrp	2.29667861298416	0.000317392875241353	0.00836075391583965
Wscd2	3.34843980909379	0.000317343784878321	0.00836075391583965
Gm43966	3.91908424056953	0.00032704965460092	0.00856226125601766
Gm13470	2.67973533356297	0.000331549936451726	0.00867048878011382
Adam5	2.02912679530074	0.000348771595313844	0.00904093904303695
Kcna2	2.15563289522502	0.000350485915562027	0.00905562244935207
Shox2	4.81750984976651	0.000350129619468567	0.00905562244935207
Asic2	2.01947347118677	0.000360672094512891	0.00927278726353302
Grap	2.32671590230937	0.000361475490772669	0.00927878572680776
Tnc	2.93533088883283	0.000365281017065022	0.00936631184277125
Lrrc4	2.26635659003067	0.000374964957567303	0.00955252492007035
Dynlt1-ps1	6.93954900179696	0.000376552392838797	0.00957235819690205
Tcam1	2.18449729340396	0.00038136730315198	0.00967397638124106
Gm13302	3.28992994673132	0.000383752109965237	0.00971364832785805
Nfatc2	2.17756126000875	0.000385530545347257	0.00974823869309137
Masp1	3.32082374644842	0.000391017192707183	0.00986588901897749
Faxc	3.05439199174266	0.000395859369743351	0.00995622072658437
Sprn	3.07880093761843	0.000457579092076983	0.0112610469558517
Insrr	2.91266556700671	0.000463233343671781	0.0113609777665078
Mroh7	4.81724499939483	0.000467426582461398	0.0114282902139607
4933412O06Rik	3.84216145570634	0.000483146124827401	0.011771910358472
Gm17081	4.97822680375734	0.000493923350145578	0.0119404133887599
Gm7224	5.82852635582983	0.000501289762424136	0.0120814916571202
4930528J11Rik	3.20237280007392	0.000518258463921662	0.0123396610318249
Ccl9	2.06617036998609	0.000518125601622684	0.0123396610318249
Ppp1r14a	2.05835521510981	0.000588164005235917	0.0136687054014573
Gm13408	2.00254553362033	0.000593806167270477	0.0137780495694023
Gm18409	2.75662487912716	0.000609558091901143	0.0140588169374679
Gpr1	2.04468785318012	0.000611502634370011	0.0140588169374679
Robo2	2.79290445938447	0.000612455777940818	0.0140588169374679
Gm32369	2.7147731330723	0.000651020113027204	0.0147866535652734
Mir155hg	2.37924747033319	0.00066181705383161	0.0150030883266597
Agt	2.27251893571627	0.00067339918188625	0.0151928869758836
Olfr17	2.88990058052031	0.000681884013082974	0.0153404457582079
Gm26645	2.06144520282912	0.000692732716675906	0.0154814968891111
Gm49335	3.79580394509603	0.000710673942161541	0.0157929767034152
Sult1e1	3.08169129619058	0.000721610890529196	0.0160059652728721
Csf2	2.77368897837516	0.000734095464869043	0.0161918335200891
Sprr2a3	7.7111347396808	0.000752581607149174	0.0164767334841809
Gm4035	2.01306095366397	0.000795869152943101	0.0172173996734044
Rasl10b	2.71191344054488	0.000797607334575268	0.0172235153169643
Frzb	3.17313223232962	0.000804518087324247	0.01727815750699
Dmp1	4.21599496887076	0.000818540296465248	0.0175315775533421
Hhipl2	3.7999486049931	0.000820214968592168	0.0175515620810767
Cntn2	4.69037712701627	0.000876136670307262	0.0185635869079337
Prkcb	2.62653718305713	0.000888312059484433	0.018757932008895
Usp50	3.51449277940238	0.000890044979553102	0.018757932008895
Slc7a11	2.56082064330714	0.000891653127150396	0.018774692669278
Gm13832	4.5944097535244	0.000922373696740568	0.0192672712098491
Gdap1	3.72116808007031	0.000926782266199411	0.0193184299221836
Col28a1	2.73513641943599	0.00093095565358994	0.0193596724444342
Map7d2	3.15704903480697	0.00095922690653174	0.0198097933655207
Bean1	3.60815310079254	0.000974412084414413	0.0200708536134342
Rpl7-ps7	2.04668021237086	0.000975560773019097	0.020077040708733
Rnase13	3.10074047108754	0.000985264733544134	0.0202064648603024
Col6a4	2.67559984718569	0.00102899069616459	0.0208324403816316
Fam186a	4.76987059441981	0.0010555184390266	0.0211344796078195
Dtx1	4.22491197260354	0.00107286757545232	0.0213791576809848
Olfr1500	3.69541735739709	0.00107315837769933	0.0213791576809848
Olfr1259	3.90030030247193	0.00108842598950797	0.0215562994926234
Gm15684	3.01486704459393	0.00111833848178648	0.0219285143731903
Gm5084	2.83488907691437	0.00113224633259487	0.0221278893092673
Sele	3.32210870691079	0.00114476294952442	0.0222805137552585
Gm5535	2.63131270115202	0.00117567910901114	0.0228259208145747
Gm8752	7.60124612059349	0.00121239966659062	0.0234044558802612
Gys2	3.76722646533655	0.00124161098645302	0.0237744394954559
Mc2r	3.6123037801305	0.00130125961776599	0.024716622290263
Ltbp2	2.57445591711638	0.00131825802552837	0.0249441816571187
Npy	3.44388411491136	0.00140558522368385	0.0262557107252767
Clca3b	12.0226887635196	0.00143751187646544	0.0267255252005558
4930502E18Rik	4.14613044817416	0.00146971839424616	0.0270890105214935
Hey1	2.19816050586685	0.00148470003589767	0.0272688575472175
Mybpc3	2.03923216526885	0.00149155460132655	0.0273436272266425
Gm15271	4.33024531482489	0.00155067415559845	0.0281440224237335
Gm38377	2.96442691989419	0.00159241286026207	0.0286816097137157
Nup62cl	3.4978164143172	0.00167876499639222	0.029828326703915
Dipk1c	2.78948362354746	0.00176424814408576	0.0310673071622602
Gm38404	2.82689962996471	0.00184231326878779	0.0318728275821642
Gm47630	3.43232898075066	0.00185902580200917	0.0320915854530642
Adora2a	2.48207375234821	0.00187958978237558	0.0323051934491524
Trpv3	3.6109167163725	0.00189625941188436	0.0324737854566332
A530040E14Rik	2.42272106051691	0.00189815357687883	0.0324827192364363
Egr3	2.28579620666747	0.00190335565882123	0.0325012398104777
Apol7d	2.39806763140312	0.00191270114310822	0.0325488892904112
Cyp4b1	2.46371984604921	0.00195767690695028	0.0330709060362544
Gm15074	2.56894044661499	0.00197978328832504	0.0333254132893234
Tbata	2.76456844958741	0.00199954733501553	0.0335864349026349
Gkn3	3.90328829109084	0.00201506547396273	0.0337274077597426
Dlx3	2.99286063976021	0.00206308113754065	0.0343609720493839
Frem1	2.19191028272008	0.00210823534911344	0.0349409005654537
Foxo6os	4.97078953854333	0.00217960936398815	0.0356741457935737
Ccl11	2.23617515175849	0.00218794885712535	0.0357611779016475
Slc22a3	3.25082027338407	0.00223454041279078	0.0361764554814605
Gm27021	4.17000218193849	0.00226209649869475	0.0364197536289855
Kcne4	2.42783047702903	0.00227718890307123	0.036612927832192
Hoxa9	5.29704453373096	0.00228010509721533	0.0366236301863413
Duxbl2	2.18750451891017	0.00228945974854379	0.0367104633257357
Ebf3	2.05361524440276	0.00231526393147851	0.0369930187615132
Pparg	3.34830370478204	0.00231645978808309	0.0369930187615132
Sspo	3.82900707195343	0.00233295124327714	0.0371470323524796
Gm20517	4.36419116321896	0.00235006648289662	0.0372781658516852
Gm44541	2.48990018501304	0.00247857941577721	0.0389253742755137
Gm9048	23.9214094126102	0.00249089289528774	0.0390151966596789
43891	3.36662934524699	0.00249811599878765	0.039079880977066
Olfr461	3.35848779981681	0.00250640361193737	0.0391803528954569
Saa3	2.16254800073251	0.00252986557856708	0.0393651075923386
Gm18696	2.6068421281242	0.00259933722378556	0.0401033338170358
Ica1l	3.63299618670829	0.00270961726366886	0.0414266871958985
Snapc1l	3.47026075900682	0.00274104676555446	0.0417991970363257
Shisa9	3.26283967922459	0.00276645409196643	0.0419434138338049
Gm43251	3.69502035868613	0.00282101010332049	0.0426340013507574
Gm32389	2.49726968793425	0.00291444797710725	0.0436838324723167
Alox12b	2.72391627844005	0.0029341050404011	0.0438393080752354
Phactr3	2.64136776126952	0.00296746296707	0.0441865575958659
Lmo2	2.18946960327963	0.00298690257977782	0.0443481953297375
Dnah6	3.07959444736244	0.00310990268457101	0.0455458334379592
Cpne7	3.85769926657114	0.00311807974323347	0.0456373489691444
Krtdap	2.5742204265888	0.0031584566129313	0.045974754065434
Pcdh1	2.71615040320075	0.00318851098615034	0.0462173560125428
Pla2g3	2.55264568867325	0.00319962494064631	0.0463436496146121
Il11ra2	5.39934255534851	0.00320783305289539	0.0464341191821866
Gm15513	3.431845989465	0.00322394962345885	0.0466103944645087
Gabrg3	2.43379662035285	0.00351645143588636	0.0494484524759401
Gm42609	2.75250171649755	0.00353678067612403	0.0496042085826693
Kcng3	3.69913535516653	0.00354210979442731	0.0496042085826693
Rtn4r	3.50718603669914	0.00355017400192208	0.0496877398601359
Gm266	4.23158826461094	0.00357553930658265	0.049924654140939
