target	gene	count	normalized_per_10000	detected_in_all_cells	fraction_of_cells_detected
Cell_10369_WXV	Krt18	0	0	69	0.00572234201360093
Cell_10369_WXV	Krt19	0	0	450	0.0373196218278321
Cell_10369_WXV	Krt7	0	0	86	0.00713219439376348
Cell_10369_WXV	Krt8	0	0	66	0.00547354453474871
Cell_10369_WXV	Lrat	0	0	967	0.0801957206833637
Cell_10369_WXV	Madcam1	0	0	155	0.0128545364073644
Cell_10369_WXV	Mfap4	0	0	3686	0.305689169016421
Cell_10369_WXV	Mkx	0	0	81	0.00671753192900979
Cell_10369_WXV	Mmp2	0	0	8410	0.697462265715707
Cell_10369_WXV	Msln	0	0	114	0.00945430419638414
Cell_10369_WXV	Muc1	0	0	75	0.00621993697130536
Cell_10369_WXV	Myl9	0	0	3678	0.305025709072815
Cell_10369_WXV	Pcolce2	0	0	7132	0.591474539724664
Cell_10369_WXV	Pdgfra	0	0	7349	0.609470890694974
Cell_10369_WXV	Pi16	0	0	5422	0.449659976778902
Cell_10369_WXV	Plin2	0	0	4237	0.351384972632277
Cell_10369_WXV	Podxl	0	0	41	0.00340023221098026
Cell_10369_WXV	Postn	0	0	4053	0.336125393929342
Cell_10369_WXV	Pparg	0	0	583	0.0483496433902803
Cell_10369_WXV	Ppp1r14a	0	0	3047	0.252695306020899
Cell_10369_WXV	Rbp1	0	0	7324	0.607397578371206
Cell_10369_WXV	Reln	0	0	164	0.013600928843921
Cell_10369_WXV	Rgs5	0	0	1771	0.146873445015757
Cell_10369_WXV	Rspo3	0	0	1370	0.113617515342511
Cell_10369_WXV	Scx	0	0	195	0.0161718361253939
Cell_10369_WXV	Sema3c	0	0	3234	0.268203682202687
Cell_10369_WXV	Sfrp1	0	0	4707	0.390363244319124
Cell_10369_WXV	Sod3	0	0	7757	0.643307347818875
Cell_10369_WXV	Sp7	0	0	72	0.00597113949245314
Cell_10369_WXV	Tagln	0	0	2424	0.201028362912589
Cell_10369_WXV	Tcf21	0	0	4767	0.395339193896169
Cell_10369_WXV	Tgfb1	0	0	1795	0.148863824846575
Cell_10369_WXV	Thbs4	0	0	499	0.0413833139824183
Cell_10369_WXV	Tnfsf13b	0	0	2512	0.208326422292254
Cell_10369_WXV	Tnmd	0	0	159	0.0131862663791674
Cell_10369_WXV	Tnxb	0	0	7389	0.612788190413004
Cell_10369_WXV	Trf	0	0	4391	0.364156576546691
Cell_10369_WXV	Upk3b	0	0	192	0.0159230386465417
Cell_10369_WXV	Wnt2	0	0	1243	0.103085088737767
Cell_10369_WXV	Wnt2b	0	0	126	0.010449494111793
Cell_10369_WXV	Wnt5a	0	0	2006	0.166362580859181
Cell_10369_WXV	Wt1	0	0	672	0.055730635262896
Cell_11249_MCI	Inmt	25	214.224507283633	4957	0.411096367556809
Cell_11249_MCI	Mgp	25	214.224507283633	6983	0.579117598275004
Cell_11249_MCI	Gsn	23	197.086546700943	11323	0.939044617681208
Cell_11249_MCI	Igfbp7	8	68.5518423307626	11009	0.913003814894676
Cell_11249_MCI	Mfap4	7	59.9828620394173	3686	0.305689169016421
Cell_11249_MCI	Gpx3	6	51.413881748072	10816	0.896997843755183
Cell_11249_MCI	Fmo2	3	25.706940874036	4164	0.345330900646873
Cell_11249_MCI	Ppp1r14a	3	25.706940874036	3047	0.252695306020899
Cell_11249_MCI	Cd81	2	17.1379605826907	10931	0.906535080444518
Cell_11249_MCI	Pcolce2	2	17.1379605826907	7132	0.591474539724664
Cell_11249_MCI	Rarres2	2	17.1379605826907	11314	0.938298225244651
Cell_11249_MCI	C7	1	8.56898029134533	1623	0.134599436059048
Cell_11249_MCI	Clec3b	1	8.56898029134533	9506	0.788356277989716
Cell_11249_MCI	Col3a1	1	8.56898029134533	10776	0.893680544037154
Cell_11249_MCI	Cxcl12	1	8.56898029134533	7978	0.661635428760989
Cell_11249_MCI	Cxcl14	1	8.56898029134533	3561	0.295322607397578
Cell_11249_MCI	Dcn	1	8.56898029134533	10757	0.89210482667109
Cell_11249_MCI	Dpep1	1	8.56898029134533	8072	0.669431083098358
Cell_11249_MCI	Fbln1	1	8.56898029134533	6992	0.579863990711561
Cell_11249_MCI	Fbn1	1	8.56898029134533	7800	0.646873445015757
Cell_11249_MCI	Fgf7	1	8.56898029134533	2891	0.239757837120584
Cell_11249_MCI	Ogn	1	8.56898029134533	8543	0.708492287278156
Cell_11249_MCI	Pdgfra	1	8.56898029134533	7349	0.609470890694974
Cell_11249_MCI	Tcf21	1	8.56898029134533	4767	0.395339193896169
Cell_11249_MCI	Tnxb	1	8.56898029134533	7389	0.612788190413004
Cell_11249_MCI	Trf	1	8.56898029134533	4391	0.364156576546691
Cell_11249_MCI	Acan	0	0	68	0.00563940952065019
Cell_11249_MCI	Acta2	0	0	2237	0.185519986730801
Cell_11249_MCI	Adamdec1	0	0	718	0.05954552993863
Cell_11249_MCI	Adipoq	0	0	555	0.0460275335876596
Cell_11249_MCI	Alpl	0	0	585	0.0485155083761818
Cell_11249_MCI	Bglap	0	0	45	0.00373196218278321
Cell_11249_MCI	Bmp2	0	0	1798	0.149112622325427
Cell_11249_MCI	Bmp4	0	0	3271	0.271272184441864
Cell_11249_MCI	Ccl19	0	0	2376	0.197047603250954
Cell_11249_MCI	Ccl21a	0	0	1989	0.164952728479018
Cell_11249_MCI	Cd34	0	0	7601	0.63036987891856
Cell_11249_MCI	Chad	0	0	199	0.0165035660971969
Cell_11249_MCI	Cldn3	0	0	234	0.0194062033504727
Cell_11249_MCI	Cldn4	0	0	7	0.000580527450655167
Cell_11249_MCI	Cnn1	0	0	53	0.00439542212638912
Cell_11249_MCI	Col13a1	0	0	641	0.0531597279814231
Cell_11249_MCI	Col15a1	0	0	4774	0.395919721346824
Cell_11249_MCI	Col1a1	0	0	10662	0.88422623984077
Cell_11249_MCI	Col5a2	0	0	7674	0.636423950903964
Cell_11249_MCI	Corin	0	0	26	0.00215624481671919
Cell_11249_MCI	Cpe	0	0	1327	0.110051418145629
Cell_11249_MCI	Crabp1	0	0	74	0.00613700447835462
Cell_11249_MCI	Csf1	0	0	5934	0.49212141316968
Cell_11249_MCI	Ctgf	0	0	2789	0.231298722839609
Cell_11249_MCI	Cxcl13	0	0	2737	0.22698623320617
Cell_11249_MCI	Cygb	0	0	8628	0.715541549178968
Cell_11249_MCI	Des	0	0	2877	0.238596782219274
Cell_11249_MCI	Dkk3	0	0	2294	0.190247138828993
Cell_11249_MCI	Dpp4	0	0	2190	0.181622159562116
Cell_11249_MCI	Dpt	0	0	9498	0.78769281804611
Cell_11249_MCI	Egr1	0	0	10535	0.873693813236026
Cell_11249_MCI	Eln	0	0	5853	0.48540388124067
Cell_11249_MCI	F3	0	0	3586	0.297395919721347
Cell_11249_MCI	Fap	0	0	2744	0.227566760656825
Cell_11249_MCI	Fbln5	0	0	6747	0.55954552993863
Cell_11249_MCI	Fgf10	0	0	890	0.0738099187261569
Cell_11249_MCI	Fgf18	0	0	1027	0.085171670260408
Cell_11249_MCI	Fmod	0	0	1406	0.116603085088738
Cell_11249_MCI	Foxl1	0	0	78	0.00646873445015757
Cell_11249_MCI	G0s2	0	0	5759	0.477608226903301
Cell_11249_MCI	Gata6	0	0	2399	0.198955050588821
Cell_11249_MCI	Gfap	0	0	33	0.00273677226737436
Cell_11249_MCI	Grem1	0	0	1153	0.095621164372201
Cell_11249_MCI	Ibsp	0	0	441	0.0365732293912755
Cell_11249_MCI	Kitl	0	0	2550	0.211477857024382
Cell_11249_MCI	Krt18	0	0	69	0.00572234201360093
Cell_11249_MCI	Krt19	0	0	450	0.0373196218278321
Cell_11249_MCI	Krt7	0	0	86	0.00713219439376348
Cell_11249_MCI	Krt8	0	0	66	0.00547354453474871
Cell_11249_MCI	Lepr	0	0	2338	0.193896168518826
Cell_11249_MCI	Lpl	0	0	8412	0.697628130701609
Cell_11249_MCI	Lrat	0	0	967	0.0801957206833637
Cell_11249_MCI	Lum	0	0	8393	0.696052413335545
Cell_11249_MCI	Madcam1	0	0	155	0.0128545364073644
Cell_11249_MCI	Mkx	0	0	81	0.00671753192900979
Cell_11249_MCI	Mmp2	0	0	8410	0.697462265715707
Cell_11249_MCI	Msln	0	0	114	0.00945430419638414
Cell_11249_MCI	Muc1	0	0	75	0.00621993697130536
Cell_11249_MCI	Myl9	0	0	3678	0.305025709072815
Cell_11249_MCI	Pappa	0	0	1120	0.0928843921048267
Cell_11249_MCI	Pdgfrb	0	0	4799	0.397993033670592
Cell_11249_MCI	Pi16	0	0	5422	0.449659976778902
Cell_11249_MCI	Plin2	0	0	4237	0.351384972632277
Cell_11249_MCI	Podxl	0	0	41	0.00340023221098026
Cell_11249_MCI	Postn	0	0	4053	0.336125393929342
Cell_11249_MCI	Pparg	0	0	583	0.0483496433902803
Cell_11249_MCI	Rbp1	0	0	7324	0.607397578371206
Cell_11249_MCI	Reln	0	0	164	0.013600928843921
Cell_11249_MCI	Rgs5	0	0	1771	0.146873445015757
Cell_11249_MCI	Rspo3	0	0	1370	0.113617515342511
Cell_11249_MCI	Runx2	0	0	715	0.0592967324597777
Cell_11249_MCI	Scx	0	0	195	0.0161718361253939
Cell_11249_MCI	Sema3c	0	0	3234	0.268203682202687
Cell_11249_MCI	Sfrp1	0	0	4707	0.390363244319124
Cell_11249_MCI	Sfrp2	0	0	2754	0.228396085586333
Cell_11249_MCI	Sod3	0	0	7757	0.643307347818875
Cell_11249_MCI	Sp7	0	0	72	0.00597113949245314
Cell_11249_MCI	Spp1	0	0	819	0.0679217117266545
Cell_11249_MCI	Tagln	0	0	2424	0.201028362912589
Cell_11249_MCI	Tgfb1	0	0	1795	0.148863824846575
Cell_11249_MCI	Thbs4	0	0	499	0.0413833139824183
Cell_11249_MCI	Tnfsf13b	0	0	2512	0.208326422292254
Cell_11249_MCI	Tnmd	0	0	159	0.0131862663791674
Cell_11249_MCI	Upk3b	0	0	192	0.0159230386465417
Cell_11249_MCI	Vcam1	0	0	6243	0.517747553491458
Cell_11249_MCI	Wnt2	0	0	1243	0.103085088737767
Cell_11249_MCI	Wnt2b	0	0	126	0.010449494111793
Cell_11249_MCI	Wnt5a	0	0	2006	0.166362580859181
Cell_11249_MCI	Wt1	0	0	672	0.055730635262896
