Unnamed: 0	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Cxcl14	1.11030498633608e-34	1.53147192057086	0.33	0.12	2.3413001246869e-30
Igf1	2.37088200803352e-34	0.743175568079713	0.649	0.449	4.99947889034028e-30
Cmklr1	2.90369113491146e-34	0.360187520004836	0.263	0.075	6.1230134961878e-30
Txnip	6.6078793008269e-34	0.696098280621239	0.683	0.496	1.39340350816537e-29
Fbln1	9.72348730599022e-34	0.792692486430253	0.774	0.637	2.05039176821416e-29
Adamtsl2	1.009911831477e-32	0.456374633494062	0.18	0.022	2.12960107903555e-28
Cd302	5.30115567598978e-32	0.393917409986933	0.892	0.845	1.11785469739596e-27
Fibin	1.34256403243298e-31	0.71698500820246	0.372	0.18	2.83106477519142e-27
Hmgb1	3.56513620274612e-31	0.339653593547641	0.793	0.699	7.51780271073075e-27
Sept2	4.72462332105097e-31	0.361249489068756	0.462	0.26	9.96281319710018e-27
Cd9	5.6166851061619e-31	0.56411161090391	0.765	0.642	1.18439038833636e-26
Kcnk2	9.10212743663645e-31	0.360164180095912	0.197	0.036	1.91936561256353e-26
Jade1	1.47149240155766e-30	0.425055963574424	0.359	0.15	3.10293602716464e-26
Cystm1	2.09591389583578e-30	0.324346754493709	0.238	0.067	4.4196536321489e-26
Frzb	2.32631568990622e-30	0.301663846152505	0.157	0.01	4.90550189530524e-26
Auts2	2.83406678349584e-30	0.393584154047823	0.315	0.115	5.97619662635768e-26
Ecm2	9.12373851672576e-30	0.559073980554216	0.547	0.326	1.92392274102196e-25
Nrxn2	1.30964853884922e-29	0.289159339779472	0.162	0.015	2.76165587387136e-25
Cd81	1.34712639987542e-29	0.387252937772627	0.962	0.959	2.84068543941729e-25
Trps1	1.49204315093311e-29	0.363581076653787	0.277	0.084	3.14627139237266e-25
Rpl24	5.34484202166648e-29	0.274079459672139	0.87	0.788	1.12706683710881e-24
Spon1	2.59540593772507e-28	0.547420616412251	0.423	0.228	5.47293250088086e-24
Srp54b	3.77023889310143e-28	0.376526951491232	0.378	0.174	7.95030275388299e-24
Mdk	4.11983765180108e-28	0.448215316423788	0.219	0.068	8.68750165635295e-24
F3	4.56754485773375e-28	0.703178715721554	0.412	0.186	9.63158184150316e-24
Adgre5	2.53678457234132e-27	0.256116371056774	0.172	0.03	5.34931762769614e-23
Naalad2	3.59846038815259e-27	0.3665276234933	0.372	0.203	7.58807342049737e-23
Igsf3	1.90473744535275e-26	0.341269250992721	0.266	0.083	4.01651985101534e-22
Gas6	2.01598342321386e-26	0.538948363845082	0.625	0.381	4.25110424453106e-22
Emp2	2.93207219756973e-26	0.367762905354787	0.346	0.157	6.18286064301528e-22
Col6a2	4.05082409429219e-26	0.419921636521227	0.856	0.807	8.54197276763395e-22
Tmem176b	1.23122789941714e-25	0.917245752325905	0.328	0.134	2.59629027150092e-21
Cxcl16	1.38382584047241e-25	0.471229955034502	0.36	0.169	2.91807354980418e-21
Tm4sf1	4.6291178945117e-25	0.594480380437197	0.512	0.363	9.76142090415682e-21
Abca8b	6.16888469252521e-25	0.446269313108654	0.353	0.177	1.30083271511279e-20
Fxyd6	6.91231733725033e-25	0.564655559222665	0.377	0.18	1.45760035690598e-20
Hmgcs2	9.11220677880984e-25	0.351562643034009	0.26	0.098	1.92149104344763e-20
Ccdc80	3.74895848643417e-24	0.388516052308578	0.877	0.842	7.90542876034374e-20
Cyp27a1	4.38504176795781e-24	0.307700233006437	0.338	0.175	9.24673757609263e-20
Fblim1	4.7681478435882e-24	0.255058865972156	0.134	0.009	1.00545933577744e-19
Sox9	4.77144190433977e-24	0.464326291155806	0.304	0.109	1.00615395436813e-19
Pdgfrl	4.95578342834974e-24	0.365334991258164	0.33	0.177	1.04502605153611e-19
Emilin1	5.52379193486015e-24	0.445225797188433	0.437	0.258	1.16480200530396e-19
Lmo4	7.49041948127943e-24	0.495181227482301	0.517	0.331	1.57950475601739e-19
Bace2	8.67798908326644e-24	0.301014108993932	0.228	0.095	1.8299275579884e-19
Rpl13a	1.02943859392866e-23	0.268847046653105	0.831	0.7	2.17077716301736e-19
Eva1b	1.30450013566699e-23	0.388087831444622	0.566	0.414	2.75079943608099e-19
Etv1	1.8840426878662e-23	0.291378263681878	0.195	0.043	3.97288081590346e-19
Colec12	2.06990579433191e-23	0.422876596027797	0.518	0.364	4.3648103485077e-19
Ifngr1	2.17516293612654e-23	0.400667303523676	0.743	0.666	4.58676608341003e-19
Il17d	2.68504615421324e-23	0.333479915360138	0.314	0.148	5.66195682538947e-19
Jup	2.9553846037829e-23	0.452026501637554	0.346	0.143	6.232019513997e-19
Itpr1	3.73784559551654e-23	0.302774663327625	0.231	0.076	7.88199500726573e-19
Hspa1b	4.01251306979922e-23	0.917460114120833	0.435	0.277	8.46118631028561e-19
Hlf	4.14819597669232e-23	0.253613521745006	0.161	0.046	8.7473008560511e-19
Tmem64	5.25206481933619e-23	0.381896742416985	0.276	0.108	1.10750290845342e-18
Rsrp1	7.84713284622751e-23	0.337501049571	0.811	0.771	1.65472490328399e-18
Sept11	1.6234875911546e-22	0.419323331846596	0.454	0.286	3.42344828346771e-18
Slc50a1	1.71850174058988e-22	0.327092793304913	0.582	0.47	3.62380462038187e-18
Pde4b	2.3598835147829e-22	0.426032678091601	0.227	0.061	4.9762863676227e-18
Gng11	3.70112110828654e-22	0.386344269399222	0.582	0.452	7.80455408104382e-18
Csrp1	3.71716201989245e-22	0.504539660025944	0.395	0.21	7.83837955134722e-18
Scp2	7.61389893689698e-22	0.351655453668381	0.586	0.449	1.60554286882347e-17
Nr2f2	8.84872485212499e-22	0.346245275575722	0.255	0.104	1.8659306095676e-17
Rgs17	1.08248801307144e-21	0.34608886455905	0.179	0.035	2.28264247316374e-17
Fbln2	1.11783589260991e-21	0.420039409907723	0.794	0.735	2.35718054674651e-17
Ank2	1.1401616595779e-21	0.321255313567774	0.303	0.152	2.40425889155192e-17
Bmp4	3.05585662546417e-21	0.331776410965791	0.241	0.112	6.44388486611629e-17
Cyth3	3.17797836184332e-21	0.427255854983247	0.466	0.297	6.701402971619e-17
Slc39a7	4.47637089133116e-21	0.277779156291101	0.336	0.177	9.43932329855001e-17
Phlda3	1.45458392554599e-20	0.383199021580203	0.441	0.278	3.06728112379882e-16
Gas1	1.52778018967302e-20	0.571279950841886	0.732	0.613	3.22163008596349e-16
Rasa3	1.60534765187519e-20	0.289374153237258	0.23	0.075	3.38519659350921e-16
Msc	2.33787564411238e-20	0.272694130120221	0.169	0.041	4.92987837073977e-16
Khdrbs3	2.62872563717966e-20	0.329167039048263	0.268	0.122	5.54319375112075e-16
Gfra1	3.43679019733424e-20	0.326840832815683	0.172	0.034	7.24715948911871e-16
Hspg2	3.6196326458057e-20	0.438195316432465	0.721	0.641	7.63271936021048e-16
C7	3.7089393453895e-20	0.43750157726543	0.231	0.086	7.82104039762284e-16
Col27a1	6.70256182472454e-20	0.250400101250452	0.186	0.06	1.41336921197966e-15
S1pr3	1.03990021222216e-19	0.277041276808541	0.199	0.063	2.19283757751286e-15
Nfic	1.52712833187994e-19	0.350058549334181	0.632	0.556	3.22025551343523e-15
Bicc1	2.83359108702774e-19	0.417664561624254	0.714	0.637	5.97519352521539e-15
Cyp1b1	3.43406116269533e-19	0.367109523973084	0.29	0.137	7.24140477377565e-15
Nmb	3.576767549116e-19	0.4528573180616	0.22	0.097	7.5423297308209e-15
Arhgef40	9.53761825155668e-19	0.351403304245308	0.331	0.175	2.01119756070576e-14
Pde1a	1.71634317719498e-18	0.293422840925078	0.307	0.163	3.61925285775105e-14
Ndufb4	3.49400544302257e-18	0.337624894812162	0.552	0.386	7.3678092777017e-14
Raph1	4.99402125094231e-18	0.350770836674812	0.389	0.251	1.05308926118621e-13
Tmem176a	8.87329773342217e-18	0.755897104493207	0.233	0.083	1.87111229304673e-13
Scn7a	1.0163835749662e-17	0.313289734622768	0.631	0.572	2.14324804453122e-13
Snhg18	1.27123169394106e-17	0.364087957905241	0.628	0.508	2.68064627301352e-13
Mxra8	1.79069851418524e-17	0.289311092312031	0.761	0.728	3.77604595686243e-13
Penk	3.07184234167703e-17	0.534676954797714	0.5	0.341	6.47759394589436e-13
Kdelr3	4.01348490588782e-17	0.336739107961368	0.529	0.382	8.46323562104564e-13
Jun	4.74734996988963e-17	0.526971112412186	0.939	0.932	1.00107368815063e-12
Podn	8.21089659803517e-17	0.412232806123628	0.395	0.249	1.73143176562768e-12
Steap4	9.75770466166854e-17	0.594131675837881	0.349	0.206	2.05760718200604e-12
Epas1	9.85136366127466e-17	0.258130340181439	0.215	0.072	2.07735705525299e-12
Cdk8	1.02810134801637e-16	0.290542106676096	0.261	0.128	2.16795731256211e-12
Sept7	2.0245480809328e-16	0.268445072715142	0.791	0.775	4.26916453826299e-12
Hspa8	2.35124039731736e-16	0.335893803550056	0.909	0.865	4.95806062582312e-12
Mafb	2.72371916406032e-16	0.352806376817565	0.274	0.145	5.74350660125399e-12
Ldhb	3.0557485353717e-16	0.337731890803178	0.277	0.129	6.4436569365383e-12
Lrrc58	3.41114270628434e-16	0.267780209960292	0.545	0.474	7.19307662474179e-12
Col4a4	3.99409552284107e-16	0.365320074801851	0.328	0.195	8.42234922901496e-12
Socs2	5.45734605786295e-16	0.396119760445469	0.423	0.291	1.15079056322156e-11
1810022K09Rik	1.06749904212051e-15	0.260778466243778	0.387	0.27	2.25103523011952e-11
Klf9	1.10346075587297e-15	0.371058378275215	0.785	0.727	2.32686769590933e-11
Sfrp1	1.22990690032772e-15	0.620485864610096	0.492	0.361	2.59350468072106e-11
Lama2	1.27461806005125e-15	0.326474978449324	0.679	0.651	2.68778710323008e-11
Hspb1	1.49652368870877e-15	0.664799741953537	0.532	0.413	3.15571950238019e-11
Col6a1	1.73407965874246e-15	0.265567733783007	0.919	0.93	3.65665377639023e-11
Htra3	1.79474486358927e-15	0.326696516194348	0.895	0.913	3.7845784938507e-11
C1qtnf7	1.86360096156526e-15	0.385188815712625	0.402	0.259	3.92977534765267e-11
Mif	2.17408343425529e-15	0.322016483788028	0.543	0.426	4.58448973781412e-11
Thsd7a	3.827573950615e-15	0.3755860414641	0.348	0.201	8.07120518966186e-11
Mxra7	1.12102455671821e-14	0.297585262262696	0.601	0.545	2.36390448275168e-10
Vamp5	1.23248370579084e-14	0.268400480784869	0.282	0.155	2.59893839040115e-10
Bmper	1.65520751389983e-14	0.373786203516027	0.255	0.119	3.49033608456056e-10
Srpx2	2.23972785001532e-14	0.319039273926827	0.428	0.336	4.72291411732731e-10
Cdkn2c	2.34532595991323e-14	0.274391074798835	0.273	0.147	4.94558885166904e-10
Lbh	5.60283231244254e-14	0.348421756093438	0.21	0.076	1.18146924972476e-09
Tagln2	6.34857499736896e-14	0.330362321304815	0.732	0.691	1.33872400969519e-09
Pnisr	7.0468764798176e-14	0.296876588324227	0.509	0.428	1.48597484329914e-09
Sh3bgrl	8.57689901619946e-14	0.276577569094304	0.558	0.492	1.80861069554598e-09
App	1.44348999835261e-13	0.274684308867178	0.814	0.781	3.04388735952615e-09
Snrk	1.50551516441148e-13	0.282823062400842	0.339	0.236	3.17467982719448e-09
Serpina3n	1.70194113572827e-13	0.419017438352131	0.368	0.237	3.5888832729102e-09
Serpine2	1.74428927222963e-13	0.273372904662002	0.612	0.524	3.67818278835062e-09
Fbln7	1.91858933269471e-13	0.318796614196175	0.115	0.026	4.04572932585334e-09
Gnb4	2.37924213739356e-13	0.259071812134669	0.275	0.165	5.0171078951218e-09
Clec11a	2.70293815293801e-13	0.383209801722194	0.17	0.064	5.69968568310037e-09
Vtn	3.06908919619246e-13	0.347736486671286	0.133	0.061	6.47178838801105e-09
Prelp	3.58421576832708e-13	0.363955791250721	0.722	0.671	7.55803579067132e-09
Rcn3	6.04771541366334e-13	0.279032417492846	0.834	0.791	1.27528174927919e-08
Selenbp1	6.07873308809051e-13	0.411097283710526	0.472	0.333	1.28182244628565e-08
Tmem119	8.74780168380499e-13	0.334472355667146	0.296	0.178	1.84464894106396e-08
Fxyd5	1.00369360189083e-12	0.297545705999878	0.449	0.33	2.11648869830719e-08
Slc9a3r2	1.18734441790242e-12	0.277671960642603	0.264	0.125	2.50375317403083e-08
Rpl30	1.76739101354296e-12	0.35908063021067	0.894	0.908	3.72689743025804e-08
Serpine1	2.48185913821943e-12	0.456890467445238	0.346	0.191	5.23349636476331e-08
Itpripl2	2.69677502847507e-12	0.308640664742968	0.398	0.29	5.68668950254537e-08
Nnmt	2.89716375149857e-12	0.260178150768624	0.484	0.397	6.10924920278504e-08
Adamts10	3.19046288239847e-12	0.254011403988698	0.262	0.155	6.72772908011364e-08
Mme	4.09895314961008e-12	0.264415929741628	0.211	0.104	8.64346250658278e-08
Fbln5	4.56321532770493e-12	0.418617194721286	0.625	0.588	9.62245216153138e-08
Nfia	5.2298796599382e-12	0.280844151501818	0.771	0.707	1.10282472389117e-07
Kazald1	5.95647875212065e-12	0.311493587545189	0.236	0.102	1.25604267445968e-07
Pdlim2	7.36591274584589e-12	0.298398404305125	0.625	0.559	1.55325002071652e-07
Nrep	7.82325549906557e-12	0.305663857244487	0.237	0.145	1.64968988708796e-07
Pid1	4.01292163058669e-11	0.323375048389694	0.413	0.307	8.46204784241815e-07
Dkk3	4.5288470425789e-11	0.270914724389657	0.137	0.059	9.54997975868612e-07
Eps15	4.82865536588019e-11	0.267839876835754	0.378	0.277	1.01821855700316e-06
Rab34	6.28594320660449e-11	0.26523912947354	0.455	0.36	1.32551684397669e-06
Pmp22	7.28927360789473e-11	0.250534970075794	0.824	0.825	1.53708912569676e-06
Tgfbi	2.15370274966126e-10	0.417505491983216	0.42	0.292	4.5415129882107e-06
Slco2b1	3.27945328373728e-10	0.261685795979643	0.243	0.139	6.9153831394168e-06
Ntf3	3.41209394759754e-10	0.257039966023851	0.144	0.051	7.19508250729893e-06
Hspa1a	8.74614082235742e-10	0.785273785723387	0.532	0.473	1.84429871521051e-05
Ms4a4d	1.50000491583007e-09	0.29572920642438	0.729	0.679	3.16306036601087e-05
Stc2	1.57853657087913e-09	0.314583765547108	0.115	0.046	3.32866006701281e-05
Col5a3	1.7500471732671e-09	0.391289821536203	0.548	0.506	3.69032447426833e-05
Ccnd1	1.97742031973737e-09	0.338823577803229	0.239	0.158	4.16978622823019e-05
Imp3	2.24091419594492e-09	0.559391850166168	0.463	0.408	4.72541576498905e-05
Itgbl1	3.46792430882544e-09	0.46363053163934	0.364	0.244	7.31281199002021e-05
Dpep1	5.72338704577391e-09	0.254853104631067	0.865	0.921	0.000120689062634234
Rbp4	5.86711128727774e-09	0.576298195256382	0.181	0.102	0.000123719775714826
Lamb1	6.18494594022225e-09	0.348737570778413	0.613	0.596	0.000130421955041467
Rhoj	7.00328879503297e-09	0.269977489509077	0.767	0.769	0.00014767835082086
Pltp	1.08897250247737e-08	0.353129909553563	0.344	0.226	0.000229631631597404
Pam	1.14507359302926e-08	0.346730633398974	0.685	0.691	0.000241461668562079
Cxcl12	1.25195540008772e-08	0.919402195020742	0.587	0.501	0.000263999835216497
Cped1	1.86446286210726e-08	0.277320757243038	0.462	0.396	0.000393159283732558
Bhlhe40	4.29370842347454e-08	0.283859525328215	0.413	0.326	0.000905414295258077
S100a4	6.24070873650907e-08	0.311157425692267	0.284	0.208	0.00131597825126767
Gadd45b	8.44523430381401e-08	0.477979490521828	0.501	0.392	0.00178084655764526
Lars2	9.15910197814151e-08	0.309178993708642	0.297	0.213	0.0019313798341307
Angptl1	1.98095417188517e-07	0.340313599042238	0.226	0.147	0.00417723806225427
Icam1	3.48216089870043e-07	0.356234965312165	0.367	0.261	0.0073428326870896
Herpud1	4.77066324563431e-07	0.301596104218051	0.571	0.486	0.0100598975860691
Pmepa1	1.17969488758451e-06	0.499960986327163	0.565	0.571	0.0248762260944946
Gdf10	1.24790301148438e-06	0.45407858162726	0.237	0.164	0.0263145308031712
Timp1	2.09757738837337e-06	0.294224723711685	0.298	0.249	0.0442316143886293
