	1
ENSG00000272482	0.000052
ENSG00000177076	0.000052
ENSG00000188994	0.000053
ENSG00000033100	0.000053
ENSG00000186166	0.000054
ENSG00000180008	0.000057
ENSG00000078114	0.000057
ENSG00000126870	0.000057
ENSG00000180155	0.000058
ENSG00000210082	0.000058
ENSG00000138678	0.000060
ENSG00000247626	0.000061
ENSG00000174840	0.000061
ENSG00000147036	0.000061
ENSG00000157514	0.000061
ENSG00000148840	0.000067
ENSG00000134954	0.000067
ENSG00000020256	0.000067
ENSG00000171793	0.000069
ENSG00000048392	0.000069
ENSG00000177106	0.000071
ENSG00000100867	0.000071
ENSG00000145632	0.000072
ENSG00000175793	0.000076
ENSG00000181027	0.000081
ENSG00000225614	0.000082
ENSG00000130066	0.000087
ENSG00000170836	0.000092
ENSG00000164171	0.000096
ENSG00000164124	0.000099
ENSG00000145860	0.000101
ENSG00000167601	0.000105
ENSG00000136279	0.000108
ENSG00000124067	0.000113
ENSG00000142089	0.000114
ENSG00000151092	0.000120
ENSG00000019186	0.000124
ENSG00000138131	0.000125
ENSG00000170949	0.000139
ENSG00000205189	0.000139
ENSG00000099814	0.000140
ENSG00000198176	0.000140
ENSG00000159792	0.000142
ENSG00000197774	0.000144
ENSG00000012124	0.000147
ENSG00000114648	0.000153
ENSG00000176697	0.000172
ENSG00000240891	0.000172
ENSG00000077150	0.000176
ENSG00000165271	0.000179
ENSG00000138347	0.000196
ENSG00000128510	0.000253
ENSG00000115641	0.000256
ENSG00000188177	0.000273
ENSG00000189060	0.000273
ENSG00000038427	0.000283
ENSG00000163032	0.000293
ENSG00000115648	0.000315
ENSG00000164023	0.000317
ENSG00000103067	0.000325
ENSG00000049283	0.000339
ENSG00000224877	0.000339
ENSG00000081692	0.000341
ENSG00000105784	0.000345
ENSG00000101187	0.000361
ENSG00000180891	0.000364
ENSG00000007376	0.000371
ENSG00000076864	0.000379
ENSG00000167771	0.000379
ENSG00000115884	0.000379
ENSG00000167754	0.000386
ENSG00000243477	0.000401
ENSG00000120451	0.000407
ENSG00000198753	0.000425
ENSG00000099625	0.000428
ENSG00000110925	0.000439
ENSG00000008710	0.000439
ENSG00000180530	0.000443
ENSG00000107554	0.000445
ENSG00000135763	0.000456
ENSG00000048649	0.000463
ENSG00000165507	0.000483
ENSG00000177888	0.000497
ENSG00000087263	0.000499
ENSG00000003402	0.000507
ENSG00000166619	0.000507
ENSG00000092964	0.000507
ENSG00000180035	0.000526
ENSG00000234420	0.000530
ENSG00000242265	0.000533
ENSG00000094841	0.000544
ENSG00000172086	0.000555
ENSG00000158286	0.000563
ENSG00000006756	0.000565
ENSG00000107984	0.000571
ENSG00000161326	0.000571
ENSG00000164484	0.000571
ENSG00000083444	0.000572
ENSG00000081059	0.000592
ENSG00000104267	0.000593
ENSG00000261373	0.000614
ENSG00000152284	0.000623
ENSG00000134955	0.000636
ENSG00000196396	0.000636
ENSG00000179041	0.000636
ENSG00000021355	0.000636
ENSG00000164251	0.000647
ENSG00000087448	0.000701
ENSG00000182704	0.000707
ENSG00000187231	0.000732
ENSG00000124782	0.000746
ENSG00000167619	0.000784
ENSG00000064102	0.000786
ENSG00000009413	0.000786
ENSG00000116044	0.000797
ENSG00000140939	0.000813
ENSG00000105173	0.000856
ENSG00000205129	0.000872
ENSG00000146072	0.000872
ENSG00000126016	0.000872
ENSG00000169715	0.000907
ENSG00000165185	0.000907
ENSG00000155252	0.000923
ENSG00000175505	0.000923
ENSG00000105516	0.000923
ENSG00000168918	0.000923
ENSG00000154767	0.000998
ENSG00000008853	0.001003
ENSG00000134824	0.001014
ENSG00000239521	0.001025
ENSG00000132274	0.001029
ENSG00000110721	0.001029
ENSG00000130270	0.001031
ENSG00000105855	0.001031
ENSG00000113163	0.001034
ENSG00000158483	0.001068
ENSG00000103089	0.001098
ENSG00000144320	0.001103
ENSG00000145901	0.001108
ENSG00000171435	0.001119
ENSG00000184897	0.001133
ENSG00000101236	0.001139
ENSG00000141738	0.001145
ENSG00000115946	0.001161
ENSG00000103064	0.001176
ENSG00000205913	0.001200
ENSG00000105613	0.001200
ENSG00000188566	0.001200
ENSG00000198520	0.001322
ENSG00000137936	0.001322
ENSG00000161638	0.001322
ENSG00000135766	0.001327
ENSG00000272734	0.001336
ENSG00000168924	0.001336
ENSG00000182504	0.001344
ENSG00000259976	0.001344
ENSG00000078237	0.001370
ENSG00000177192	0.001375
ENSG00000107738	0.001386
ENSG00000144452	0.001424
ENSG00000111011	0.001454
ENSG00000230439	0.001457
ENSG00000222009	0.001460
ENSG00000116455	0.001460
ENSG00000127528	0.001460
ENSG00000169035	0.001460
ENSG00000114739	0.001460
ENSG00000146826	0.001484
ENSG00000162616	0.001488
ENSG00000173611	0.001489
ENSG00000249673	0.001499
ENSG00000135373	0.001503
ENSG00000139832	0.001503
ENSG00000144959	0.001503
ENSG00000182473	0.001551
ENSG00000170921	0.001579
ENSG00000114796	0.001579
ENSG00000076554	0.001579
ENSG00000048028	0.001589
ENSG00000158710	0.001596
ENSG00000139625	0.001605
ENSG00000094804	0.001605
ENSG00000114999	0.001605
ENSG00000109099	0.001649
ENSG00000186575	0.001651
ENSG00000171517	0.001656
ENSG00000268223	0.001665
ENSG00000124201	0.001669
ENSG00000213398	0.001800
ENSG00000102854	0.001816
ENSG00000198546	0.001853
ENSG00000136048	0.001879
ENSG00000171282	0.001901
ENSG00000132382	0.001910
ENSG00000244694	0.001911
ENSG00000101665	0.001945
ENSG00000240875	0.001945
ENSG00000213523	0.002019
ENSG00000162783	0.002050
ENSG00000023839	0.002101
ENSG00000187514	0.002101
ENSG00000114423	0.002133
ENSG00000163811	0.002170
ENSG00000221869	0.002170
ENSG00000180626	0.002184
ENSG00000137574	0.002185
ENSG00000147144	0.002301
ENSG00000177119	0.002310
ENSG00000197191	0.002430
ENSG00000213347	0.002431
ENSG00000102870	0.002440
ENSG00000146247	0.002440
ENSG00000134504	0.002478
ENSG00000185624	0.002536
ENSG00000169710	0.002557
ENSG00000188064	0.002557
ENSG00000137145	0.002561
ENSG00000100139	0.002614
ENSG00000010072	0.002622
ENSG00000160551	0.002622
ENSG00000158062	0.002687
ENSG00000197982	0.002687
ENSG00000126391	0.002696
ENSG00000164045	0.002697
ENSG00000140443	0.002742
ENSG00000163516	0.002780
ENSG00000099991	0.002870
ENSG00000053254	0.002933
ENSG00000123146	0.002933
ENSG00000108021	0.003033
ENSG00000254470	0.003070
ENSG00000138434	0.003071
ENSG00000164142	0.003071
ENSG00000059728	0.003082
ENSG00000176407	0.003086
ENSG00000213390	0.003133
ENSG00000196584	0.003133
ENSG00000165030	0.003246
ENSG00000206417	0.003452
ENSG00000143061	0.003517
ENSG00000110092	0.003531
ENSG00000138193	0.003550
ENSG00000104142	0.003596
ENSG00000154065	0.003596
ENSG00000127419	0.003596
ENSG00000116260	0.003685
ENSG00000163960	0.003761
ENSG00000020129	0.003813
ENSG00000100299	0.003813
ENSG00000106392	0.003835
ENSG00000103005	0.003836
ENSG00000136003	0.003849
ENSG00000143190	0.003877
ENSG00000011295	0.003877
ENSG00000065357	0.003920
ENSG00000104450	0.003951
ENSG00000260565	0.004005
ENSG00000196365	0.004015
ENSG00000151779	0.004102
ENSG00000100003	0.004213
ENSG00000124766	0.004213
ENSG00000140545	0.004528
ENSG00000164603	0.004528
ENSG00000070882	0.004593
ENSG00000161813	0.004612
ENSG00000141574	0.004698
ENSG00000185716	0.004702
ENSG00000244041	0.004793
ENSG00000225339	0.004851
ENSG00000008513	0.004851
ENSG00000099250	0.004885
ENSG00000157379	0.004903
ENSG00000197444	0.004921
ENSG00000109065	0.004952
ENSG00000151208	0.004973
ENSG00000198890	0.004991
ENSG00000156515	0.004991
ENSG00000160888	0.005006
ENSG00000114416	0.005006
ENSG00000073331	0.005032
ENSG00000117408	0.005035
ENSG00000174791	0.005035
ENSG00000184207	0.005035
ENSG00000040199	0.005035
ENSG00000176396	0.005035
ENSG00000099875	0.005061
ENSG00000088836	0.005061
ENSG00000127415	0.005061
ENSG00000185189	0.005061
ENSG00000198948	0.005096
ENSG00000176022	0.005135
ENSG00000175745	0.005135
ENSG00000198198	0.005183
ENSG00000186918	0.005277
ENSG00000142273	0.005308
ENSG00000197226	0.005349
ENSG00000125148	0.005381
ENSG00000147509	0.005381
ENSG00000267128	0.005425
ENSG00000158201	0.005489
ENSG00000121741	0.005518
ENSG00000198576	0.005518
ENSG00000106688	0.005518
ENSG00000104812	0.005593
ENSG00000135245	0.005593
ENSG00000162496	0.005599
ENSG00000136950	0.005599
ENSG00000102678	0.005603
ENSG00000104290	0.005666
ENSG00000161509	0.005761
ENSG00000118263	0.005765
ENSG00000173281	0.005765
ENSG00000169105	0.005889
ENSG00000142765	0.005963
ENSG00000182325	0.006049
ENSG00000179163	0.006122
ENSG00000175573	0.006122
ENSG00000138439	0.006122
ENSG00000165434	0.006236
ENSG00000114480	0.006236
ENSG00000143774	0.006479
ENSG00000168214	0.006514
ENSG00000078403	0.006682
ENSG00000101266	0.006808
ENSG00000127081	0.006808
ENSG00000173273	0.006997
ENSG00000162775	0.006998
ENSG00000076604	0.007058
ENSG00000172059	0.007087
ENSG00000109762	0.007151
ENSG00000150457	0.007190
ENSG00000175305	0.007230
ENSG00000134668	0.007283
ENSG00000137825	0.007329
ENSG00000272720	0.007329
ENSG00000110315	0.007369
ENSG00000148219	0.007436
ENSG00000128881	0.007536
ENSG00000137500	0.007541
ENSG00000029534	0.007654
ENSG00000197070	0.007654
ENSG00000068654	0.007747
ENSG00000165732	0.007771
ENSG00000152518	0.007771
ENSG00000248019	0.007771
ENSG00000180900	0.007876
ENSG00000132603	0.008027
ENSG00000206712	0.008205
ENSG00000198042	0.008281
ENSG00000204713	0.008363
ENSG00000138767	0.008511
ENSG00000179837	0.008559
ENSG00000152763	0.008566
ENSG00000008735	0.008566
ENSG00000095370	0.008566
ENSG00000168028	0.008703
ENSG00000270172	0.008746
ENSG00000130175	0.008746
ENSG00000146067	0.008795
ENSG00000111276	0.008809
ENSG00000164050	0.008809
ENSG00000131263	0.008809
ENSG00000109063	0.008894
ENSG00000111640	0.008928
ENSG00000182372	0.008928
ENSG00000131467	0.008932
ENSG00000171219	0.008952
ENSG00000108561	0.008961
ENSG00000178896	0.008961
ENSG00000181885	0.009044
ENSG00000135318	0.009044
ENSG00000106012	0.009044
ENSG00000173221	0.009191
ENSG00000120068	0.009198
ENSG00000176438	0.009209
ENSG00000183760	0.009209
ENSG00000110768	0.009279
ENSG00000186567	0.009279
ENSG00000154639	0.009291
ENSG00000108799	0.009326
ENSG00000186432	0.009379
ENSG00000063660	0.009388
ENSG00000161091	0.009529
ENSG00000069696	0.009592
ENSG00000089486	0.009592
ENSG00000196950	0.009592
ENSG00000168056	0.009670
ENSG00000173889	0.009670
ENSG00000160072	0.009757
ENSG00000141568	0.009875
ENSG00000203306	0.009892
ENSG00000059804	0.009897
ENSG00000055732	0.009901
ENSG00000138623	0.009901
ENSG00000113594	0.009960
ENSG00000084444	0.010028
ENSG00000065457	0.010028
ENSG00000129422	0.010142
ENSG00000129534	0.010171
ENSG00000103591	0.010253
ENSG00000179335	0.010275
ENSG00000171552	0.010295
ENSG00000151640	0.010362
ENSG00000186314	0.010362
ENSG00000128585	0.010398
ENSG00000198551	0.010460
ENSG00000117877	0.010508
ENSG00000073792	0.010508
ENSG00000146070	0.010612
ENSG00000188807	0.010618
ENSG00000163644	0.010790
ENSG00000131242	0.010797
ENSG00000239653	0.010797
ENSG00000140988	0.010840
ENSG00000138617	0.010960
ENSG00000167996	0.011090
ENSG00000128607	0.011128
ENSG00000111144	0.011187
ENSG00000188938	0.011187
ENSG00000100749	0.011195
ENSG00000166016	0.011271
ENSG00000146376	0.011278
ENSG00000112773	0.011317
ENSG00000228705	0.011452
ENSG00000110104	0.011488
ENSG00000213672	0.011544
ENSG00000140853	0.011644
ENSG00000069998	0.011644
ENSG00000224870	0.011671
ENSG00000173320	0.011746
ENSG00000197024	0.011772
ENSG00000173156	0.011793
ENSG00000158636	0.011835
ENSG00000157625	0.011835
ENSG00000166897	0.011895
ENSG00000233559	0.012062
ENSG00000183696	0.012095
ENSG00000130706	0.012262
ENSG00000125449	0.012387
ENSG00000122863	0.012402
ENSG00000147130	0.012404
ENSG00000121039	0.012608
ENSG00000076043	0.012614
ENSG00000181220	0.012644
ENSG00000104953	0.012683
ENSG00000075407	0.012745
ENSG00000125637	0.012748
ENSG00000108592	0.012842
ENSG00000130669	0.012884
ENSG00000105464	0.012884
ENSG00000196510	0.013025
ENSG00000137203	0.013072
ENSG00000103042	0.013158
ENSG00000007541	0.013262
ENSG00000119522	0.013285
ENSG00000139636	0.013312
ENSG00000232187	0.013342
ENSG00000067225	0.013363
ENSG00000234975	0.013502
ENSG00000083642	0.013502
ENSG00000170412	0.013535
ENSG00000168016	0.013555
ENSG00000023572	0.013555
ENSG00000114439	0.013789
ENSG00000148737	0.013866
ENSG00000262160	0.013866
ENSG00000173890	0.013866
ENSG00000172890	0.013923
ENSG00000141622	0.013923
ENSG00000204175	0.013968
ENSG00000167522	0.014045
ENSG00000127311	0.014046
ENSG00000161714	0.014046
ENSG00000108654	0.014046
ENSG00000064393	0.014046
ENSG00000160691	0.014236
ENSG00000215012	0.014236
ENSG00000124120	0.014248
ENSG00000106211	0.014248
ENSG00000105419	0.014303
ENSG00000147421	0.014303
ENSG00000162636	0.014371
ENSG00000085733	0.014372
ENSG00000100413	0.014459
ENSG00000033050	0.014459
ENSG00000143390	0.014540
ENSG00000165617	0.014624
ENSG00000159216	0.014624
ENSG00000133195	0.014907
ENSG00000138771	0.014907
ENSG00000155324	0.014907
ENSG00000219891	0.015045
ENSG00000154743	0.015084
ENSG00000119547	0.015118
ENSG00000162069	0.015270
ENSG00000102226	0.015291
ENSG00000150991	0.015315
ENSG00000148730	0.015327
ENSG00000132773	0.015384
ENSG00000111321	0.015456
ENSG00000154310	0.015529
ENSG00000164983	0.015529
ENSG00000107651	0.015573
ENSG00000233589	0.015577
ENSG00000166979	0.015579
ENSG00000166439	0.015741
ENSG00000136295	0.016073
ENSG00000067191	0.016296
ENSG00000236333	0.016450
ENSG00000168872	0.016450
ENSG00000115998	0.016493
ENSG00000144134	0.016514
ENSG00000157985	0.016514
ENSG00000136231	0.016514
ENSG00000124496	0.016545
ENSG00000101188	0.016562
ENSG00000196700	0.016608
ENSG00000141965	0.016705
ENSG00000103187	0.016750
ENSG00000175283	0.016750
ENSG00000165804	0.016812
ENSG00000198121	0.016812
ENSG00000034510	0.017045
ENSG00000179886	0.017045
ENSG00000213699	0.017123
ENSG00000162433	0.017216
ENSG00000148498	0.017272
ENSG00000250899	0.017272
ENSG00000147905	0.017272
ENSG00000154222	0.017284
ENSG00000010818	0.017284
ENSG00000099219	0.017284
ENSG00000205592	0.017388
ENSG00000096384	0.017520
ENSG00000156374	0.017605
ENSG00000149308	0.017677
ENSG00000189343	0.017677
ENSG00000112977	0.017836
ENSG00000149809	0.017884
ENSG00000104219	0.017900
ENSG00000054179	0.017900
ENSG00000178826	0.018062
ENSG00000080200	0.018085
ENSG00000073060	0.018454
ENSG00000242612	0.018454
ENSG00000174238	0.018454
ENSG00000142185	0.018454
ENSG00000158079	0.018454
ENSG00000260822	0.018454
ENSG00000234546	0.018527
ENSG00000109689	0.018715
ENSG00000106608	0.018805
ENSG00000181104	0.018806
ENSG00000089356	0.018822
ENSG00000147883	0.018822
ENSG00000111641	0.018904
ENSG00000103489	0.018956
ENSG00000127220	0.019504
ENSG00000136542	0.019533
ENSG00000114030	0.019556
ENSG00000198246	0.019588
ENSG00000165868	0.019648
ENSG00000184319	0.019738
ENSG00000103876	0.019757
ENSG00000137968	0.019766
ENSG00000072778	0.019888
ENSG00000173575	0.019913
ENSG00000141580	0.019913
ENSG00000133805	0.020062
ENSG00000143375	0.020152
ENSG00000188690	0.020152
ENSG00000132964	0.020152
ENSG00000166922	0.020152
ENSG00000163406	0.020152
ENSG00000114850	0.020152
ENSG00000163293	0.020152
ENSG00000107036	0.020152
ENSG00000120942	0.020169
ENSG00000240342	0.020237
ENSG00000109680	0.020244
ENSG00000140332	0.020261
ENSG00000177879	0.020261
ENSG00000180535	0.020261
ENSG00000270127	0.020279
ENSG00000185420	0.020298
ENSG00000182796	0.020298
ENSG00000189433	0.020381
ENSG00000143702	0.020383
ENSG00000075643	0.020383
ENSG00000117461	0.020786
ENSG00000089597	0.020803
ENSG00000188342	0.020803
ENSG00000151006	0.020803
ENSG00000187325	0.020803
ENSG00000230606	0.021152
ENSG00000113161	0.021226
ENSG00000171951	0.021270
ENSG00000137193	0.021279
ENSG00000108852	0.021387
ENSG00000155034	0.021387
ENSG00000135870	0.021562
ENSG00000134086	0.021562
ENSG00000151093	0.021575
ENSG00000064309	0.021588
ENSG00000111799	0.021850
ENSG00000085117	0.021886
ENSG00000138293	0.021887
ENSG00000108244	0.021978
ENSG00000087903	0.021978
ENSG00000187984	0.022120
ENSG00000138685	0.022232
ENSG00000006432	0.022370
ENSG00000123643	0.022472
ENSG00000106031	0.022472
ENSG00000113648	0.022518
ENSG00000133612	0.022569
ENSG00000115866	0.022574
ENSG00000160959	0.022574
ENSG00000189319	0.022653
ENSG00000106605	0.022799
ENSG00000143970	0.022835
ENSG00000260912	0.022839
ENSG00000158825	0.022853
ENSG00000116237	0.022995
ENSG00000054116	0.023037
ENSG00000126351	0.023072
ENSG00000088538	0.023072
ENSG00000197362	0.023164
ENSG00000181638	0.023164
ENSG00000140526	0.023287
ENSG00000078269	0.023287
ENSG00000175582	0.023414
ENSG00000197562	0.023414
ENSG00000087095	0.023414
ENSG00000105974	0.023527
ENSG00000009335	0.023527
ENSG00000042088	0.023685
ENSG00000109066	0.023687
ENSG00000185278	0.023711
ENSG00000100027	0.023809
ENSG00000144381	0.023874
ENSG00000197119	0.023877
ENSG00000116641	0.024003
ENSG00000132535	0.024003
ENSG00000141837	0.024150
ENSG00000106333	0.024150
ENSG00000186868	0.024215
ENSG00000099942	0.024344
ENSG00000213341	0.024651
ENSG00000156398	0.024656
ENSG00000111077	0.024776
ENSG00000141858	0.024776
ENSG00000126062	0.024776
ENSG00000077458	0.025185
ENSG00000071054	0.025185
ENSG00000101109	0.025185
ENSG00000005249	0.025185
ENSG00000130940	0.025186
ENSG00000174093	0.025196
ENSG00000122574	0.025335
ENSG00000172731	0.025410
ENSG00000198825	0.025410
ENSG00000152558	0.025417
ENSG00000012822	0.025425
ENSG00000173011	0.025446
ENSG00000172270	0.025569
ENSG00000160326	0.025569
ENSG00000178028	0.025653
ENSG00000166831	0.025653
ENSG00000088340	0.025653
ENSG00000008294	0.025883
ENSG00000138641	0.025883
ENSG00000196159	0.025938
ENSG00000164105	0.025938
ENSG00000163694	0.025955
ENSG00000143590	0.026133
ENSG00000188613	0.026209
ENSG00000168496	0.026367
ENSG00000196922	0.026387
ENSG00000119471	0.026404
ENSG00000196498	0.026407
ENSG00000125779	0.026407
ENSG00000160803	0.026420
ENSG00000176383	0.026440
ENSG00000124098	0.026443
ENSG00000112893	0.026443
ENSG00000243364	0.026497
ENSG00000123933	0.026604
ENSG00000178974	0.026684
ENSG00000169174	0.026898
ENSG00000137831	0.026898
ENSG00000163389	0.026898
ENSG00000130827	0.026898
ENSG00000128923	0.026964
ENSG00000196421	0.026964
ENSG00000170471	0.027018
ENSG00000178409	0.027018
ENSG00000165272	0.027018
ENSG00000106617	0.027023
ENSG00000071655	0.027027
ENSG00000152990	0.027218
ENSG00000085063	0.027459
ENSG00000196123	0.027463
ENSG00000164733	0.027685
ENSG00000041802	0.027927
ENSG00000145782	0.028063
ENSG00000130787	0.028139
ENSG00000132781	0.028186
ENSG00000101265	0.028360
ENSG00000160194	0.028360
ENSG00000186908	0.028379
ENSG00000064042	0.028381
ENSG00000172508	0.028420
ENSG00000218537	0.028420
ENSG00000132142	0.028421
ENSG00000179403	0.028550
ENSG00000123836	0.028552
ENSG00000233280	0.028552
ENSG00000214922	0.028565
ENSG00000113597	0.028667
ENSG00000061656	0.028711
ENSG00000111845	0.028711
ENSG00000126602	0.029024
ENSG00000114120	0.029034
ENSG00000145358	0.029034
ENSG00000135480	0.029091
ENSG00000037474	0.029125
ENSG00000115808	0.029229
ENSG00000085998	0.029264
ENSG00000092853	0.029316
ENSG00000105701	0.029316
ENSG00000014914	0.029586
ENSG00000105479	0.029586
ENSG00000164649	0.029650
ENSG00000162599	0.029666
ENSG00000068971	0.029737
ENSG00000181830	0.029742
ENSG00000196199	0.029742
ENSG00000129250	0.029742
ENSG00000173894	0.029742
ENSG00000135521	0.029841
ENSG00000163866	0.029843
ENSG00000110047	0.029843
ENSG00000242498	0.029843
ENSG00000141854	0.029843
ENSG00000006282	0.029928
ENSG00000213901	0.029928
ENSG00000065328	0.029942
ENSG00000108433	0.029967
ENSG00000119242	0.030031
ENSG00000142207	0.030085
ENSG00000233493	0.030171
ENSG00000136243	0.030171
ENSG00000089775	0.030184
ENSG00000091879	0.030388
ENSG00000100197	0.030480
ENSG00000135074	0.030480
ENSG00000074695	0.030489
ENSG00000173141	0.030521
ENSG00000197558	0.030608
ENSG00000174808	0.030802
ENSG00000162664	0.030838
ENSG00000182957	0.030858
ENSG00000063046	0.030940
ENSG00000100395	0.031026
ENSG00000134375	0.031052
ENSG00000173726	0.031071
ENSG00000204822	0.031118
ENSG00000099330	0.031181
ENSG00000101000	0.031181
ENSG00000002745	0.031625
ENSG00000102024	0.032000
ENSG00000104689	0.032030
ENSG00000132768	0.032037
ENSG00000162734	0.032058
ENSG00000166147	0.032058
ENSG00000144426	0.032058
ENSG00000272216	0.032264
ENSG00000167106	0.032264
ENSG00000090975	0.032306
ENSG00000008130	0.032390
ENSG00000135778	0.032390
ENSG00000135365	0.032390
ENSG00000174996	0.032390
ENSG00000179409	0.032390
ENSG00000170379	0.032390
ENSG00000253187	0.032444
ENSG00000236144	0.032536
ENSG00000221968	0.032563
ENSG00000197279	0.032654
ENSG00000059588	0.032675
ENSG00000101191	0.032675
ENSG00000136877	0.032869
ENSG00000170653	0.032965
ENSG00000024526	0.033028
ENSG00000101577	0.033193
ENSG00000091436	0.033259
ENSG00000198408	0.033469
ENSG00000235706	0.033469
ENSG00000230055	0.033469
ENSG00000114742	0.033469
ENSG00000070731	0.033470
ENSG00000137955	0.033512
ENSG00000147459	0.033556
ENSG00000109501	0.033656
ENSG00000184886	0.033663
ENSG00000249992	0.033757
ENSG00000077044	0.033851
ENSG00000108932	0.034061
ENSG00000075223	0.034061
ENSG00000143322	0.034229
ENSG00000236017	0.034368
ENSG00000101972	0.034447
ENSG00000005884	0.034551
ENSG00000167670	0.034713
ENSG00000177311	0.034713
ENSG00000160785	0.034724
ENSG00000197798	0.034724
ENSG00000198223	0.034724
ENSG00000138107	0.034962
ENSG00000158169	0.034962
ENSG00000169967	0.034993
ENSG00000198727	0.034993
ENSG00000166598	0.035136
ENSG00000174010	0.035152
ENSG00000100505	0.035155
ENSG00000136827	0.035221
ENSG00000187239	0.035308
ENSG00000121579	0.035370
ENSG00000135956	0.035413
ENSG00000250588	0.035603
ENSG00000124574	0.035811
ENSG00000168575	0.035813
ENSG00000090006	0.035853
ENSG00000142279	0.035861
ENSG00000108599	0.035968
ENSG00000115457	0.035968
ENSG00000156869	0.036036
ENSG00000103257	0.036081
ENSG00000136026	0.036095
ENSG00000198648	0.036095
ENSG00000204947	0.036095
ENSG00000163795	0.036209
ENSG00000143643	0.036284
ENSG00000167397	0.036284
ENSG00000145685	0.036284
ENSG00000135406	0.036424
ENSG00000105866	0.036458
ENSG00000105771	0.036495
ENSG00000116990	0.036693
ENSG00000137801	0.036693
ENSG00000197782	0.036785
ENSG00000100033	0.036785
ENSG00000242960	0.036785
ENSG00000237172	0.036791
ENSG00000174607	0.036911
ENSG00000103932	0.037058
ENSG00000004478	0.037137
ENSG00000152683	0.037196
ENSG00000124357	0.037263
ENSG00000063587	0.037288
ENSG00000197375	0.037402
ENSG00000125378	0.037590
ENSG00000124160	0.037590
ENSG00000167207	0.037595
ENSG00000138002	0.037595
ENSG00000168209	0.037848
ENSG00000261971	0.037848
ENSG00000138100	0.037904
ENSG00000223764	0.037912
ENSG00000067057	0.037912
ENSG00000082781	0.037912
