target	reads	nearest_exo_distance	nearest_endo_distance	exo_strict	endo_strict	tie	mean_exo_distance	mean_endo_distance
mix	1965	50:1965	50:1965	0	0	1965	50.0000	50.0000
endo	395	50:395	50:395	0	0	395	50.0000	50.0000
exo	777	50:777	50:777	0	0	777	50.0000	50.0000

# mix read-level classification using nearest unique reference sequence
read_number	d_exo	d_endo	classification
380	50	50	tie
381	50	50	tie
382	50	50	tie
383	50	50	tie
384	50	50	tie
385	50	50	tie
386	50	50	tie
387	50	50	tie
388	50	50	tie
389	50	50	tie
390	50	50	tie
391	50	50	tie
392	50	50	tie
393	50	50	tie
394	50	50	tie
395	50	50	tie
396	50	50	tie
397	50	50	tie
398	50	50	tie
399	50	50	tie
400	50	50	tie
401	50	50	tie
402	50	50	tie
403	50	50	tie
404	50	50	tie
405	50	50	tie
406	50	50	tie
407	50	50	tie
408	50	50	tie
409	50	50	tie
410	50	50	tie
411	50	50	tie
412	50	50	tie
413	50	50	tie
414	50	50	tie
415	50	50	tie
416	50	50	tie
417	50	50	tie
418	50	50	tie
419	50	50	tie
420	50	50	tie
421	50	50	tie
422	50	50	tie
423	50	50	tie
424	50	50	tie
425	50	50	tie
426	50	50	tie
427	50	50	tie
428	50	50	tie
429	50	50	tie
430	50	50	tie
431	50	50	tie
432	50	50	tie
433	50	50	tie
434	50	50	tie
435	50	50	tie
436	50	50	tie
437	50	50	tie
438	50	50	tie
439	50	50	tie
440	50	50	tie
441	50	50	tie
442	50	50	tie
443	50	50	tie
444	50	50	tie
445	50	50	tie
446	50	50	tie
447	50	50	tie
448	50	50	tie
449	50	50	tie
450	50	50	tie
451	50	50	tie
452	50	50	tie
453	50	50	tie
454	50	50	tie
455	50	50	tie
456	50	50	tie
457	50	50	tie
458	50	50	tie
459	50	50	tie
460	50	50	tie
461	50	50	tie
462	50	50	tie
463	50	50	tie
464	50	50	tie
465	50	50	tie
466	50	50	tie
467	50	50	tie
468	50	50	tie
469	50	50	tie
470	50	50	tie
471	50	50	tie
472	50	50	tie
473	50	50	tie
474	50	50	tie
475	50	50	tie
476	50	50	tie
477	50	50	tie
478	50	50	tie
479	50	50	tie
480	50	50	tie
481	50	50	tie
482	50	50	tie
483	50	50	tie
484	50	50	tie
485	50	50	tie
486	50	50	tie
487	50	50	tie
488	50	50	tie
489	50	50	tie
490	50	50	tie
491	50	50	tie
492	50	50	tie
493	50	50	tie
494	50	50	tie
495	50	50	tie
496	50	50	tie
497	50	50	tie
498	50	50	tie
499	50	50	tie
500	50	50	tie
501	50	50	tie
502	50	50	tie
503	50	50	tie
504	50	50	tie
505	50	50	tie
506	50	50	tie
507	50	50	tie
508	50	50	tie
509	50	50	tie
510	50	50	tie
511	50	50	tie
512	50	50	tie
513	50	50	tie
514	50	50	tie
515	50	50	tie
516	50	50	tie
517	50	50	tie
518	50	50	tie
519	50	50	tie
520	50	50	tie
521	50	50	tie
522	50	50	tie
523	50	50	tie
524	50	50	tie
525	50	50	tie
526	50	50	tie
527	50	50	tie
528	50	50	tie
529	50	50	tie
530	50	50	tie
531	50	50	tie
532	50	50	tie
533	50	50	tie
534	50	50	tie
535	50	50	tie
536	50	50	tie
537	50	50	tie
538	50	50	tie
539	50	50	tie
540	50	50	tie
541	50	50	tie
542	50	50	tie
543	50	50	tie
544	50	50	tie
545	50	50	tie
546	50	50	tie
547	50	50	tie
548	50	50	tie
549	50	50	tie
550	50	50	tie
551	50	50	tie
552	50	50	tie
553	50	50	tie
554	50	50	tie
555	50	50	tie
556	50	50	tie
557	50	50	tie
558	50	50	tie
559	50	50	tie
560	50	50	tie
561	50	50	tie
562	50	50	tie
563	50	50	tie
564	50	50	tie
565	50	50	tie
566	50	50	tie
567	50	50	tie
568	50	50	tie
569	50	50	tie
570	50	50	tie
571	50	50	tie
572	50	50	tie
573	50	50	tie
574	50	50	tie
575	50	50	tie
576	50	50	tie
577	50	50	tie
578	50	50	tie
579	50	50	tie
580	50	50	tie
581	50	50	tie
582	50	50	tie
583	50	50	tie
584	50	50	tie
585	50	50	tie
586	50	50	tie
587	50	50	tie
588	50	50	tie
589	50	50	tie
590	50	50	tie
591	50	50	tie
592	50	50	tie
593	50	50	tie
594	50	50	tie
595	50	50	tie
596	50	50	tie
597	50	50	tie
598	50	50	tie
599	50	50	tie
600	50	50	tie
601	50	50	tie
602	50	50	tie
603	50	50	tie
604	50	50	tie
605	50	50	tie
606	50	50	tie
607	50	50	tie
608	50	50	tie
609	50	50	tie
610	50	50	tie
611	50	50	tie
612	50	50	tie
613	50	50	tie
614	50	50	tie
615	50	50	tie
616	50	50	tie
617	50	50	tie
618	50	50	tie
619	50	50	tie
620	50	50	tie
621	50	50	tie
622	50	50	tie
623	50	50	tie
624	50	50	tie
625	50	50	tie
626	50	50	tie
627	50	50	tie
628	50	50	tie
629	50	50	tie
630	50	50	tie
631	50	50	tie
632	50	50	tie
633	50	50	tie
634	50	50	tie
635	50	50	tie
636	50	50	tie
637	50	50	tie
638	50	50	tie
639	50	50	tie
640	50	50	tie
641	50	50	tie
642	50	50	tie
643	50	50	tie
644	50	50	tie
645	50	50	tie
646	50	50	tie
647	50	50	tie
648	50	50	tie
649	50	50	tie
650	50	50	tie
651	50	50	tie
652	50	50	tie
653	50	50	tie
654	50	50	tie
655	50	50	tie
656	50	50	tie
657	50	50	tie
658	50	50	tie
659	50	50	tie
660	50	50	tie
661	50	50	tie
662	50	50	tie
663	50	50	tie
664	50	50	tie
665	50	50	tie
666	50	50	tie
667	50	50	tie
668	50	50	tie
669	50	50	tie
670	50	50	tie
671	50	50	tie
672	50	50	tie
673	50	50	tie
674	50	50	tie
675	50	50	tie
676	50	50	tie
677	50	50	tie
678	50	50	tie
679	50	50	tie
680	50	50	tie
681	50	50	tie
682	50	50	tie
683	50	50	tie
684	50	50	tie
685	50	50	tie
686	50	50	tie
687	50	50	tie
688	50	50	tie
689	50	50	tie
690	50	50	tie
691	50	50	tie
692	50	50	tie
693	50	50	tie
694	50	50	tie
695	50	50	tie
696	50	50	tie
697	50	50	tie
698	50	50	tie
699	50	50	tie
700	50	50	tie
701	50	50	tie
702	50	50	tie
703	50	50	tie
704	50	50	tie
705	50	50	tie
706	50	50	tie
707	50	50	tie
708	50	50	tie
709	50	50	tie
710	50	50	tie
711	50	50	tie
712	50	50	tie
713	50	50	tie
714	50	50	tie
715	50	50	tie
716	50	50	tie
717	50	50	tie
718	50	50	tie
719	50	50	tie
720	50	50	tie
721	50	50	tie
722	50	50	tie
723	50	50	tie
724	50	50	tie
725	50	50	tie
726	50	50	tie
727	50	50	tie
728	50	50	tie
729	50	50	tie
730	50	50	tie
731	50	50	tie
732	50	50	tie
733	50	50	tie
734	50	50	tie
735	50	50	tie
736	50	50	tie
737	50	50	tie
738	50	50	tie
739	50	50	tie
740	50	50	tie
741	50	50	tie
742	50	50	tie
743	50	50	tie
744	50	50	tie
745	50	50	tie
746	50	50	tie
747	50	50	tie
748	50	50	tie
749	50	50	tie
750	50	50	tie
751	50	50	tie
752	50	50	tie
753	50	50	tie
754	50	50	tie
755	50	50	tie
756	50	50	tie
757	50	50	tie
758	50	50	tie
759	50	50	tie
760	50	50	tie
761	50	50	tie
762	50	50	tie
763	50	50	tie
764	50	50	tie
765	50	50	tie
766	50	50	tie
767	50	50	tie
768	50	50	tie
769	50	50	tie
770	50	50	tie
771	50	50	tie
772	50	50	tie
773	50	50	tie
774	50	50	tie
775	50	50	tie
776	50	50	tie
777	50	50	tie
778	50	50	tie
779	50	50	tie
780	50	50	tie
781	50	50	tie
782	50	50	tie
783	50	50	tie
784	50	50	tie
785	50	50	tie
786	50	50	tie
787	50	50	tie
788	50	50	tie
789	50	50	tie
790	50	50	tie
791	50	50	tie
792	50	50	tie
793	50	50	tie
794	50	50	tie
795	50	50	tie
796	50	50	tie
797	50	50	tie
798	50	50	tie
799	50	50	tie
800	50	50	tie
801	50	50	tie
802	50	50	tie
803	50	50	tie
804	50	50	tie
805	50	50	tie
806	50	50	tie
807	50	50	tie
808	50	50	tie
809	50	50	tie
810	50	50	tie
811	50	50	tie
812	50	50	tie
813	50	50	tie
814	50	50	tie
815	50	50	tie
816	50	50	tie
817	50	50	tie
818	50	50	tie
819	50	50	tie
820	50	50	tie
821	50	50	tie
822	50	50	tie
823	50	50	tie
824	50	50	tie
825	50	50	tie
826	50	50	tie
827	50	50	tie
828	50	50	tie
829	50	50	tie
830	50	50	tie
831	50	50	tie
832	50	50	tie
833	50	50	tie
834	50	50	tie
835	50	50	tie
836	50	50	tie
837	50	50	tie
838	50	50	tie
839	50	50	tie
840	50	50	tie
841	50	50	tie
842	50	50	tie
843	50	50	tie
844	50	50	tie
845	50	50	tie
846	50	50	tie
847	50	50	tie
848	50	50	tie
849	50	50	tie
850	50	50	tie
851	50	50	tie
852	50	50	tie
853	50	50	tie
854	50	50	tie
855	50	50	tie
856	50	50	tie
857	50	50	tie
858	50	50	tie
859	50	50	tie
860	50	50	tie
861	50	50	tie
862	50	50	tie
863	50	50	tie
864	50	50	tie
865	50	50	tie
866	50	50	tie
867	50	50	tie
868	50	50	tie
869	50	50	tie
870	50	50	tie
871	50	50	tie
872	50	50	tie
873	50	50	tie
874	50	50	tie
875	50	50	tie
876	50	50	tie
877	50	50	tie
878	50	50	tie
879	50	50	tie
880	50	50	tie
881	50	50	tie
882	50	50	tie
883	50	50	tie
884	50	50	tie
885	50	50	tie
886	50	50	tie
887	50	50	tie
888	50	50	tie
889	50	50	tie
890	50	50	tie
891	50	50	tie
892	50	50	tie
893	50	50	tie
894	50	50	tie
895	50	50	tie
896	50	50	tie
897	50	50	tie
898	50	50	tie
899	50	50	tie
900	50	50	tie
901	50	50	tie
902	50	50	tie
903	50	50	tie
904	50	50	tie
905	50	50	tie
906	50	50	tie
907	50	50	tie
908	50	50	tie
909	50	50	tie
910	50	50	tie
911	50	50	tie
912	50	50	tie
913	50	50	tie
914	50	50	tie
915	50	50	tie
916	50	50	tie
917	50	50	tie
918	50	50	tie
919	50	50	tie
920	50	50	tie
921	50	50	tie
922	50	50	tie
923	50	50	tie
924	50	50	tie
925	50	50	tie
926	50	50	tie
927	50	50	tie
928	50	50	tie
929	50	50	tie
930	50	50	tie
931	50	50	tie
932	50	50	tie
933	50	50	tie
934	50	50	tie
935	50	50	tie
936	50	50	tie
937	50	50	tie
938	50	50	tie
939	50	50	tie
940	50	50	tie
941	50	50	tie
942	50	50	tie
943	50	50	tie
944	50	50	tie
945	50	50	tie
946	50	50	tie
947	50	50	tie
948	50	50	tie
949	50	50	tie
950	50	50	tie
951	50	50	tie
952	50	50	tie
953	50	50	tie
954	50	50	tie
955	50	50	tie
956	50	50	tie
957	50	50	tie
958	50	50	tie
959	50	50	tie
960	50	50	tie
961	50	50	tie
962	50	50	tie
963	50	50	tie
964	50	50	tie
965	50	50	tie
966	50	50	tie
967	50	50	tie
968	50	50	tie
969	50	50	tie
970	50	50	tie
971	50	50	tie
972	50	50	tie
973	50	50	tie
974	50	50	tie
975	50	50	tie
976	50	50	tie
977	50	50	tie
978	50	50	tie
979	50	50	tie
980	50	50	tie
981	50	50	tie
982	50	50	tie
983	50	50	tie
984	50	50	tie
985	50	50	tie
986	50	50	tie
987	50	50	tie
988	50	50	tie
989	50	50	tie
990	50	50	tie
991	50	50	tie
992	50	50	tie
993	50	50	tie
994	50	50	tie
995	50	50	tie
996	50	50	tie
997	50	50	tie
998	50	50	tie
999	50	50	tie
1000	50	50	tie
1001	50	50	tie
1002	50	50	tie
1003	50	50	tie
1004	50	50	tie
1005	50	50	tie
1006	50	50	tie
1007	50	50	tie
1008	50	50	tie
1009	50	50	tie
1010	50	50	tie
1011	50	50	tie
1012	50	50	tie
1013	50	50	tie
1014	50	50	tie
1015	50	50	tie
1016	50	50	tie
1017	50	50	tie
1018	50	50	tie
1019	50	50	tie
1020	50	50	tie
1021	50	50	tie
1022	50	50	tie
1023	50	50	tie
1024	50	50	tie
1025	50	50	tie
1026	50	50	tie
1027	50	50	tie
1028	50	50	tie
1029	50	50	tie
1030	50	50	tie
1031	50	50	tie
1032	50	50	tie
1033	50	50	tie
1034	50	50	tie
1035	50	50	tie
1036	50	50	tie
1037	50	50	tie
1038	50	50	tie
1039	50	50	tie
1040	50	50	tie
1041	50	50	tie
1042	50	50	tie
1043	50	50	tie
1044	50	50	tie
1045	50	50	tie
1046	50	50	tie
1047	50	50	tie
1048	50	50	tie
1049	50	50	tie
1050	50	50	tie
1051	50	50	tie
1052	50	50	tie
1053	50	50	tie
1054	50	50	tie
1055	50	50	tie
1056	50	50	tie
1057	50	50	tie
1058	50	50	tie
1059	50	50	tie
1060	50	50	tie
1061	50	50	tie
1062	50	50	tie
1063	50	50	tie
1064	50	50	tie
1065	50	50	tie
1066	50	50	tie
1067	50	50	tie
1068	50	50	tie
1069	50	50	tie
1070	50	50	tie
1071	50	50	tie
1072	50	50	tie
1073	50	50	tie
1074	50	50	tie
1075	50	50	tie
1076	50	50	tie
1077	50	50	tie
1078	50	50	tie
1079	50	50	tie
1080	50	50	tie
1081	50	50	tie
1082	50	50	tie
1083	50	50	tie
1084	50	50	tie
1085	50	50	tie
1086	50	50	tie
1087	50	50	tie
1088	50	50	tie
1089	50	50	tie
1090	50	50	tie
1091	50	50	tie
1092	50	50	tie
1093	50	50	tie
1094	50	50	tie
1095	50	50	tie
1096	50	50	tie
1097	50	50	tie
1098	50	50	tie
1099	50	50	tie
1100	50	50	tie
1101	50	50	tie
1102	50	50	tie
1103	50	50	tie
1104	50	50	tie
1105	50	50	tie
1106	50	50	tie
1107	50	50	tie
1108	50	50	tie
1109	50	50	tie
1110	50	50	tie
1111	50	50	tie
1112	50	50	tie
1113	50	50	tie
1114	50	50	tie
1115	50	50	tie
1116	50	50	tie
1117	50	50	tie
1118	50	50	tie
1119	50	50	tie
1120	50	50	tie
1121	50	50	tie
1122	50	50	tie
1123	50	50	tie
1124	50	50	tie
1125	50	50	tie
1126	50	50	tie
1127	50	50	tie
1128	50	50	tie
1129	50	50	tie
1130	50	50	tie
1131	50	50	tie
1132	50	50	tie
1133	50	50	tie
1134	50	50	tie
1135	50	50	tie
1136	50	50	tie
1137	50	50	tie
1138	50	50	tie
1139	50	50	tie
1140	50	50	tie
1141	50	50	tie
1142	50	50	tie
1143	50	50	tie
1144	50	50	tie
1145	50	50	tie
1146	50	50	tie
1147	50	50	tie
1148	50	50	tie
1149	50	50	tie
1150	50	50	tie
1151	50	50	tie
1152	50	50	tie
1153	50	50	tie
1154	50	50	tie
1155	50	50	tie
1156	50	50	tie
1157	50	50	tie
1158	50	50	tie
1159	50	50	tie
1160	50	50	tie
1161	50	50	tie
1162	50	50	tie
1163	50	50	tie
1164	50	50	tie
1165	50	50	tie
1166	50	50	tie
1167	50	50	tie
1168	50	50	tie
1169	50	50	tie
1170	50	50	tie
1171	50	50	tie
1172	50	50	tie
1173	50	50	tie
1174	50	50	tie
1175	50	50	tie
1176	50	50	tie
1177	50	50	tie
1178	50	50	tie
1179	50	50	tie
1180	50	50	tie
1181	50	50	tie
1182	50	50	tie
1183	50	50	tie
1184	50	50	tie
1185	50	50	tie
1186	50	50	tie
1187	50	50	tie
1188	50	50	tie
1189	50	50	tie
1190	50	50	tie
1191	50	50	tie
1192	50	50	tie
1193	50	50	tie
1194	50	50	tie
1195	50	50	tie
1196	50	50	tie
1197	50	50	tie
1198	50	50	tie
1199	50	50	tie
1200	50	50	tie
1201	50	50	tie
1202	50	50	tie
1203	50	50	tie
1204	50	50	tie
1205	50	50	tie
1206	50	50	tie
1207	50	50	tie
1208	50	50	tie
1209	50	50	tie
1210	50	50	tie
1211	50	50	tie
1212	50	50	tie
1213	50	50	tie
1214	50	50	tie
1215	50	50	tie
1216	50	50	tie
1217	50	50	tie
1218	50	50	tie
1219	50	50	tie
1220	50	50	tie
1221	50	50	tie
1222	50	50	tie
1223	50	50	tie
1224	50	50	tie
1225	50	50	tie
1226	50	50	tie
1227	50	50	tie
1228	50	50	tie
1229	50	50	tie
1230	50	50	tie
1231	50	50	tie
1232	50	50	tie
1233	50	50	tie
1234	50	50	tie
1235	50	50	tie
1236	50	50	tie
1237	50	50	tie
1238	50	50	tie
1239	50	50	tie
1240	50	50	tie
1241	50	50	tie
1242	50	50	tie
1243	50	50	tie
1244	50	50	tie
1245	50	50	tie
1246	50	50	tie
1247	50	50	tie
1248	50	50	tie
1249	50	50	tie
1250	50	50	tie
1251	50	50	tie
1252	50	50	tie
1253	50	50	tie
1254	50	50	tie
1255	50	50	tie
1256	50	50	tie
1257	50	50	tie
1258	50	50	tie
1259	50	50	tie
1260	50	50	tie
1261	50	50	tie
1262	50	50	tie
1263	50	50	tie
1264	50	50	tie
1265	50	50	tie
1266	50	50	tie
1267	50	50	tie
1268	50	50	tie
1269	50	50	tie
1270	50	50	tie
1271	50	50	tie
1272	50	50	tie
1273	50	50	tie
1274	50	50	tie
1275	50	50	tie
1276	50	50	tie
1277	50	50	tie
1278	50	50	tie
1279	50	50	tie
1280	50	50	tie
1281	50	50	tie
1282	50	50	tie
1283	50	50	tie
1284	50	50	tie
1285	50	50	tie
1286	50	50	tie
1287	50	50	tie
1288	50	50	tie
1289	50	50	tie
1290	50	50	tie
1291	50	50	tie
1292	50	50	tie
1293	50	50	tie
1294	50	50	tie
1295	50	50	tie
1296	50	50	tie
1297	50	50	tie
1298	50	50	tie
1299	50	50	tie
1300	50	50	tie
1301	50	50	tie
1302	50	50	tie
1303	50	50	tie
1304	50	50	tie
1305	50	50	tie
1306	50	50	tie
1307	50	50	tie
1308	50	50	tie
1309	50	50	tie
1310	50	50	tie
1311	50	50	tie
1312	50	50	tie
1313	50	50	tie
1314	50	50	tie
1315	50	50	tie
1316	50	50	tie
1317	50	50	tie
1318	50	50	tie
1319	50	50	tie
1320	50	50	tie
1321	50	50	tie
1322	50	50	tie
1323	50	50	tie
1324	50	50	tie
1325	50	50	tie
1326	50	50	tie
1327	50	50	tie
1328	50	50	tie
1329	50	50	tie
1330	50	50	tie
1331	50	50	tie
1332	50	50	tie
1333	50	50	tie
1334	50	50	tie
1335	50	50	tie
1336	50	50	tie
1337	50	50	tie
1338	50	50	tie
1339	50	50	tie
1340	50	50	tie
1341	50	50	tie
1342	50	50	tie
1343	50	50	tie
1344	50	50	tie
1345	50	50	tie
1346	50	50	tie
1347	50	50	tie
1348	50	50	tie
1349	50	50	tie
1350	50	50	tie
1351	50	50	tie
1352	50	50	tie
1353	50	50	tie
1354	50	50	tie
1355	50	50	tie
1356	50	50	tie
1357	50	50	tie
1358	50	50	tie
1359	50	50	tie
1360	50	50	tie
1361	50	50	tie
1362	50	50	tie
1363	50	50	tie
1364	50	50	tie
1365	50	50	tie
1366	50	50	tie
1367	50	50	tie
1368	50	50	tie
1369	50	50	tie
1370	50	50	tie
1371	50	50	tie
1372	50	50	tie
1373	50	50	tie
1374	50	50	tie
1375	50	50	tie
1376	50	50	tie
1377	50	50	tie
1378	50	50	tie
1379	50	50	tie
1380	50	50	tie
1381	50	50	tie
1382	50	50	tie
1383	50	50	tie
1384	50	50	tie
1385	50	50	tie
1386	50	50	tie
1387	50	50	tie
1388	50	50	tie
1389	50	50	tie
1390	50	50	tie
1391	50	50	tie
1392	50	50	tie
1393	50	50	tie
1394	50	50	tie
1395	50	50	tie
1396	50	50	tie
1397	50	50	tie
1398	50	50	tie
1399	50	50	tie
1400	50	50	tie
1401	50	50	tie
1402	50	50	tie
1403	50	50	tie
1404	50	50	tie
1405	50	50	tie
1406	50	50	tie
1407	50	50	tie
1408	50	50	tie
1409	50	50	tie
1410	50	50	tie
1411	50	50	tie
1412	50	50	tie
1413	50	50	tie
1414	50	50	tie
1415	50	50	tie
1416	50	50	tie
1417	50	50	tie
1418	50	50	tie
1419	50	50	tie
1420	50	50	tie
1421	50	50	tie
1422	50	50	tie
1423	50	50	tie
1424	50	50	tie
1425	50	50	tie
1426	50	50	tie
1427	50	50	tie
1428	50	50	tie
1429	50	50	tie
1430	50	50	tie
1431	50	50	tie
1432	50	50	tie
1433	50	50	tie
1434	50	50	tie
1435	50	50	tie
1436	50	50	tie
1437	50	50	tie
1438	50	50	tie
1439	50	50	tie
1440	50	50	tie
1441	50	50	tie
1442	50	50	tie
1443	50	50	tie
1444	50	50	tie
1445	50	50	tie
1446	50	50	tie
1447	50	50	tie
1448	50	50	tie
1449	50	50	tie
1450	50	50	tie
1451	50	50	tie
1452	50	50	tie
1453	50	50	tie
1454	50	50	tie
1455	50	50	tie
1456	50	50	tie
1457	50	50	tie
1458	50	50	tie
1459	50	50	tie
1460	50	50	tie
1461	50	50	tie
1462	50	50	tie
