gene	mean_log_cluster1	mean_log_cluster2	log2_effect_cluster2_minus_1	raw_TPM_fold_cluster2_over_1	welch_p
S100A12	5.39735256668214	0.0595553680610961	-5.33779719862105	0.00334502278318459	6.2914036958819e-06
KYNU	6.96534864720621	1.63672769685039	-5.32862095035583	0.0181828898823489	1.4438028142829e-06
LTF	6.89839562490356	1.61019961645744	-5.28819600844613	0.0196066023662473	0.00195693878972763
OASL	5.57315690735234	0.636988726064885	-4.93616818128746	0.0144060120702226	1.97088491419978e-07
RAB3B	0.721326998375633	5.6430687745227	4.92174177614706	60.9882776223519	6.90063335376791e-06
C10orf99	7.57172826939374	2.68923004127873	-4.88249822811501	0.032982889839012	0.000568007756684549
SCARA5	2.26073305479888	7.10255545356269	4.84182239876382	28.6015882540762	0.000220683645515849
TNIP3	4.78203332344615	0.0182193848945763	-4.76381393855158	0.00324955003896864	0.0013592640892091
H19	1.18386608969743	5.94427146309017	4.76040537339274	59.8278910213548	0.0131560562244787
CHAC1	4.91433570589488	0.159018055479054	-4.75531765041582	0.00736228816571429	2.31322695872158e-07
EPGN	5.45655232077385	0.722011126626002	-4.73454119414785	0.0152969343262509	0.000105649125988459
KRT6B	11.6869093985753	6.96760541874531	-4.71930397983003	0.0430443736825151	0.00121570106197618
OAS2	6.66027408702021	2.00898200884919	-4.65129207817102	0.032627066696684	4.37446752518353e-05
NOS2	5.07469052877311	0.443678258171289	-4.63101227060182	0.0119140725950968	0.000520327187425086
CHI3L2	7.68194428726819	3.06282853568854	-4.61911575157965	0.0396099470670199	0.000147380423905687
WIF1	0.105466391294988	4.69764491398839	4.5921785226934	150.061454213613	0.000491744978182617
IFI6	6.9709882410475	2.40940138763716	-4.56158685341034	0.0349942718167005	1.35953508978928e-05
TNXB	3.86532648275492	8.37175927649148	4.50643279373656	23.2489566011744	3.83843508715235e-06
CXCL8	4.62114655729211	0.132418600329916	-4.48872795696219	0.00657049243142649	0.00112646603180569
KLK6	6.05582795938911	1.61438285741631	-4.4414451019728	0.0367820115162842	0.000744638888266414
SPRR1B	8.80624836440675	4.40239837901443	-4.40384998539232	0.0443532383671743	5.4818679199571e-07
ANKRD33B	2.16867690775515	6.57048605968507	4.40180915192991	22.4898828122448	0.000110080285837549
GJB6	9.98214363676383	5.594232732113	-4.38791090465083	0.0476787633774853	1.54408864019196e-05
VNN3	4.4362302064759	0.0769802003591175	-4.35925000611678	0.00713326487007653	4.09664645632668e-05
C5orf46	2.16728954774831	6.51235992803132	4.34507038028302	21.6249552772095	0.000151509171891318
SNTB1	1.78826074489162	6.08718583287678	4.29892508798516	26.107786460035	5.5440185982757e-09
PLAT	6.29067418828999	2.02768398271535	-4.26299020557464	0.0308218814519543	0.00219178525154131
SPRR2E	10.558691705448	6.36153748003952	-4.19715422540853	0.0649174231509757	0.00311243402448259
GJB4	1.1290164358672	5.32344466056364	4.19442822469644	27.6544187873309	2.03344476817013e-05
HSPD1P3	4.19198759284433	0	-4.19198759284433	0.004087252836979	0.00175038068188468
MFAP5	2.14863453146518	6.32249965232901	4.17386512086383	17.2574769603468	0.000298894993325695
MX1	7.23596647819993	3.07128886576589	-4.16467761243404	0.0505746253763681	4.76654815558933e-06
TYMP	7.6477042307989	3.48371490170715	-4.16398932909174	0.0514661734290943	2.78590455023408e-07
PLA2G4D	8.93397827545235	4.78128095535787	-4.15269732009448	0.0542729362854844	1.64446061094755e-06
WNK2	0.979875169421545	5.1286296477805	4.14875447835896	30.018511252536	1.27473629523538e-05
APOL1	6.03615808528609	1.89463933363294	-4.14151875165314	0.0422545936711599	2.98078757524946e-05
SPRR2C	4.13986259714262	0	-4.13986259714262	0.00555373536225205	0.000110061391943831
DEFB4B	4.0976234601441	0	-4.0976234601441	0.00242640461174465	0.011123143921598
RSAD2	5.26149755966182	1.16986636621096	-4.09163119345086	0.0334579519786816	4.01549643962177e-05
IFI44	6.19121304077089	2.13032098456763	-4.06089205620326	0.0467143692533529	7.79378146457053e-06
TPPP	2.24621887422413	6.27640123524138	4.03018236101725	15.9258136574353	0.000528193449221704
UPP1	5.78010254096255	1.75278947901492	-4.02731306194763	0.0422908815362708	5.04133406564582e-05
HSD11B1	1.17469226463435	5.1714772777511	3.99678501311675	25.710364759247	4.81918119032209e-05
AQP9	2.16924182730879	6.16246767978625	3.99322585247746	16.9123274868976	0.000267743460179959
PAMR1	1.65945646386409	5.59445563467243	3.93499917080834	14.6047705028106	0.00121841430194116
LCE5A	1.39526544394801	5.30887070158378	3.91360525763577	22.4017955500576	7.0976058117262e-08
IL34	1.92302027846857	5.82750081523523	3.90448053676666	17.5940063229277	1.96784274883641e-05
PRSS22	5.35083763736734	1.48734640235134	-3.863491235016	0.0559973853183893	0.00149785203116729
HS3ST6	1.49269806409939	5.33933062323535	3.84663255913596	20.140855878854	2.13726130205148e-06
HYAL4	4.21221661969208	0.41626834729843	-3.79594827239365	0.0237318659963278	9.31501685516456e-05
CXCL1	3.83830580982733	0.074115962306077	-3.76418984752125	0.00840742306815509	0.00529256517838262
IGFBP5	5.29370518084213	9.05568611103221	3.76198093019007	12.6822408614894	4.90194228879949e-05
PI16	2.25330093971179	6.01362127995936	3.76032034024757	12.1312915389625	0.000673674603988747
IL19	3.74434478087393	0	-3.74434478087393	0.00634325758863897	0.00121877912772337
ELN	2.10448332381198	5.83089788517217	3.72641456136019	15.1867057059185	2.34245737864317e-05
LCE3C	3.82617061871178	0.103956648920528	-3.72221396979125	0.00783703269733892	0.0191562896269152
EPHB2	5.27545995936054	1.55340222728771	-3.72205773207283	0.0535387474578719	1.51783740465804e-06
PRSS27	5.18944826097211	1.49544939028871	-3.6939988706834	0.0533847572803669	1.11182906139159e-06
FABP5	9.82304711536296	6.12925743066334	-3.69378968469963	0.0792968192516493	0.000212030402463372
AKR1B15	3.95993409065258	0.272702830682544	-3.68723125997004	0.0188920670520058	0.000347568760846736
HRNR	5.73508425843028	2.05917513084274	-3.67590912758754	0.0500110988656933	0.00127410720733926
CD274	4.79538782549682	1.12220602629889	-3.67318179919793	0.0451029127657154	6.96263460962906e-05
ZBTB16	1.09460113668416	4.76011107675435	3.66550994007018	17.978736034572	0.000141082945851776
ARSF	5.53079546387001	1.86984440601654	-3.66095105785347	0.068784924822457	0.000935120059433824
SPRR1A	6.40427237183857	2.74712969874453	-3.65714267309405	0.0744125952231165	0.000433170277464714
UGT3A2	0.153957270597939	3.77418663424911	3.62022936365117	65.2449516671102	0.00208253166015355
CHRDL1	1.95136435102508	5.56991453657372	3.61855018554864	15.4543631283942	1.83954396499006e-06
KLK13	6.61847322300353	3.00155610893071	-3.61691711407283	0.0672199037633018	7.89262038313861e-05
MATN4	0.291345962376103	3.90281252707645	3.61146656470035	44.214412995155	0.000365715150956121
DSC2	9.86052432198429	6.25510262305801	-3.60542169892628	0.0750976208541901	7.59161040817482e-05
HERC6	6.68725688421278	3.08745567905859	-3.59980120515419	0.0729921191411669	9.56818335367449e-07
FLG2	10.1948202644019	13.7797316795079	3.58491141510602	10.4899693295182	0.000416398689310384
TMPRSS4	5.34329998043428	1.75967870309909	-3.58362127733518	0.0622883198676946	9.59820888811231e-06
ZC3H12A	7.87645082893943	4.30689772245122	-3.56955310648822	0.0797248005070761	3.93679476045804e-07
PGBD5	4.67042554093868	1.10203273261208	-3.5683928083266	0.0462258460525499	0.000285981343257856
NES	6.43923200393953	2.87157692527951	-3.56765507866003	0.0662461559043806	0.00074271144037141
ISG15	4.71173513940133	1.14731557725625	-3.56441956214508	0.0511728909257787	6.27343341122395e-06
PRG4	0.60818722396219	4.1604110143882	3.55222379042601	27.4271834712954	0.000420748799996706
AADACL3	1.70163280678031	5.2462234660568	3.54459065927649	20.8501073656588	0.0979979906160184
CD24P4	7.80751672667001	4.26945557806318	-3.53806114860683	0.0856105609616553	0.000248674564582336
C14orf132	3.74126191423408	7.27189525172691	3.53063333749282	12.0040082253825	2.93527945452135e-06
C1QTNF7	0.615703930173516	4.13415733816431	3.51845340799079	26.302782297056	1.47011420818537e-05
MYH14	4.64829840162703	8.16673012729701	3.51843172566998	10.3487043214809	0.000754840774330532
CCL20	3.69514237612397	0.200939998992724	-3.49420237713124	0.0170842415744909	0.00142207579281544
KRT17	11.6794707553105	8.19336827968401	-3.48610247562651	0.0935406000652091	0.000675731770216536
IL37	2.72689240606527	6.18081477832344	3.45392237225817	10.9981345384442	0.000604129784839716
PDK4	1.59099049576306	5.03387138804032	3.44288089227726	17.3279961286212	0.00398926191389166
FHL1	2.96998763982357	6.40659023630221	3.43660259647864	11.6884646823757	6.0022438517096e-06
PAPL	7.51303677694549	4.09189101867504	-3.42114575827046	0.0997758737473424	0.002203252163938
PTGIS	2.13100584304535	5.54732450135059	3.41631865830525	13.3867190704413	6.58686037031962e-05
PHYHIP	1.98587493715411	5.39460147351401	3.4087265363599	10.9233994650055	0.000641107305542589
RORC	1.99780683602413	5.38100092282611	3.38319408680198	12.8428831912639	2.98045795038167e-06
CXCL9	3.7478078675889	0.369793968594957	-3.37801389899395	0.028888475386406	0.000309867515156325
IGSF10	1.85004341379539	5.21473279051949	3.3646893767241	12.4743865486265	4.85863274553536e-05
PITX1	4.04811623887342	0.690172072769713	-3.35794416610371	0.0426891852164804	0.000163962360447498
S100A2	9.21651087840739	5.8608949947963	-3.35561588361109	0.0946154271402665	1.84951231401415e-06
SERPINA3	5.63370384524955	2.28152459980898	-3.35217924544057	0.0725114703660755	0.00068787783625076
RP4-529N6.2	3.81739171629987	0.483903163535166	-3.3334885527647	0.0366095137609306	2.55585776514226e-05
CXCL10	3.71386042921093	0.389814828024615	-3.32404560118631	0.0316786986391214	0.000159353766200798
ZDHHC11B	0.943797647870459	4.26315011021077	3.31935246234031	17.260978136419	1.85514079926765e-05
ADH1B	1.88026392494466	5.19922103361957	3.31895710867491	11.0199323804049	0.000244019359252175
S100P	4.99848795390379	1.67969500565966	-3.31879294824413	0.0529035483268688	0.00961781079202998
MMP12	3.9400794163138	0.625264622651827	-3.31481479366197	0.0463045393245195	8.75722576024546e-05
LRG1	6.07694594809526	2.76847810678675	-3.30846784130851	0.10341167381399	0.00240809071455166
CLEC7A	5.94397357765679	2.64229505816041	-3.30167851949638	0.0876247935890374	1.63161185372454e-06
WISP2	2.10201405995563	5.39381543873367	3.29180137877804	12.039248442681	0.000322411003578403
GALNT16	0.891102776210289	4.17367571488847	3.28257293867818	17.7903833983367	7.69781557898571e-05
CMAHP	2.25013582303729	5.50403787863895	3.25390205560165	10.4253490889413	0.000269899321688431
ADGRF1	3.28553030495964	0.0355625070331272	-3.24996779792651	0.012479529270781	0.000758496065371598
ALDH1A3	4.67823952390154	1.4305893187933	-3.24765020510823	0.0595502948502199	0.00272691618616315
CLDN17	3.35888657330187	0.114114941281997	-3.24477163201987	0.0109881739975423	0.0173052896672085
XLOC_008878	3.44310363532337	0.212109359880384	-3.23099427544298	0.0250752650713443	4.49105661721006e-05
FOXE1	4.6072917781163	1.37675374669767	-3.23053803141863	0.0789254937086553	0.000483343909179908
DCD	1.26804080424246	4.49185921943791	3.22381841519545	4.62866884040346	0.148354626579285
PCOLCE2	0.85814207078065	4.07788601074038	3.21974393995973	15.3165377245355	8.49918934664056e-05
GAN	7.49356651893816	10.693529974527	3.19996345558885	9.02565202164904	4.17489726398516e-06
FAM153B	0.69059152331742	3.89008906494032	3.1994975416229	17.0918839632464	7.97554364535864e-05
CLEC3B	1.28020231701884	4.47958434075161	3.19938202373276	12.6641218703189	7.33531028318449e-05
SVEP1	2.9573790350872	6.14072074779173	3.18334171270453	10.2912833160658	0.00017476058944942
FBLN1	4.60533045812121	7.77972882153806	3.17439836341685	9.3883807064121	2.38370802455074e-05
SLIT3	3.88448122435907	7.05314147900068	3.16866025464161	9.04424619719896	6.27223674599964e-05
RND1	3.39426439404735	0.239753474809606	-3.15451091923774	0.0278129276884905	0.000131726301061174
CFD	3.78377412501043	6.93666927464133	3.15289514963091	9.04577887623507	1.8171792690163e-05
SAMD9	7.73109928293524	4.58074733961495	-3.15035194332029	0.0981235252790473	0.000324039251285884
FADS2	4.20862382190641	7.3547683569114	3.14614453500499	13.3513277984942	0.098979111883811
RAI14	3.59929949329148	6.74493220883034	3.14563271553886	9.35885897982262	8.73577504918125e-06
TIMP3	4.00586193123886	7.15078312981216	3.1449211985733	8.84141388787766	4.35659510329164e-05
LGR5	0.673811239089516	3.80714438096283	3.13333314187331	16.149523867478	0.00214565911376537
MAP1A	2.3137969943517	5.44178089290519	3.12798389855349	10.9942517062761	0.000804888808388835
GFRA1	2.70504246320673	5.82665115929449	3.12160869608776	9.7815024812564	4.18422113706933e-06
ERBB4	0.0781881468129698	3.19558204986207	3.1173939030491	52.7802501457933	7.74895386771561e-06
FUT3	4.09336221866633	0.977358956178694	-3.11600326248763	0.0667547101472534	9.09033214704478e-07
CMPK2	4.36204217546944	1.24732104739207	-3.11472112807737	0.0715293124934842	3.82862780830441e-05
CACNA1H	0.410294750016708	3.52226588115432	3.11197113113761	39.5970275726273	0.0449708631566748
GBP6	5.38507454199419	2.27451797541641	-3.11055656657778	0.0736133453841324	0.00509101637814118
SOX5	2.23865450935354	5.34547782496595	3.10682331561241	9.50489867949599	0.000108164611229791
LIPG	5.34988925910228	2.25168822683502	-3.09820103226726	0.102500984657968	0.000823262574168806
NPY1R	1.69339383174158	4.79011288772943	3.09671905598785	10.9459147981089	1.10764328098094e-05
SLC46A2	1.71497144040723	4.80866415275876	3.09369271235153	10.832514702667	1.62767972996953e-05
ELF3	4.33093330112599	1.24362596508364	-3.08730733604235	0.0774394118259635	3.58713060535046e-05
FABP5P7	4.4040045383274	1.31683084785006	-3.08717369047734	0.081263545243636	9.9093789738583e-05
OAS1	6.31600190065716	3.23447770097609	-3.08152419968107	0.103274121173567	4.19142798508112e-05
CD36	8.40405888012829	5.32278593854202	-3.08127294158627	0.115436427944997	3.06075120079133e-05
SERPINA12	5.9233466425541	9.00281614254163	3.07946949998753	6.65453729232979	0.00423968443085408
VNN1	3.77007915008735	0.691085058194945	-3.07899409189241	0.0551586154514761	0.000222229379668667
CLDN8	1.0748270428798	4.1450726547941	3.0702456119143	14.2275976507069	0.00113206201947296
STEAP4	7.36404681199135	4.29860827938854	-3.0654385326028	0.105669070291247	0.000687874165655949
NPTX1	0.856352539374114	3.92150547448658	3.06515293511247	6.37485003736875	0.00802273052188648
CLSTN2	1.13828425042458	4.20234328608358	3.06405903565901	11.7958002703668	0.00013906502801314
SCIN	1.20058349617621	4.26040162592066	3.05981812974445	13.0940614483239	5.53443306876772e-05
TMEM132B	1.76224902984493	4.81609412056869	3.05384509072376	11.3143246101054	0.000480493328599948
SEMA3D	1.56497487533413	4.6140404643874	3.04906558905327	11.1565586196676	2.75725596082146e-06
TSPAN8	0.366321156743975	3.40973680564347	3.0434156488995	25.9051868272678	0.000759843206993899
LUZP2	3.79454786620601	0.758375533001413	-3.0361723332046	0.0605264882762006	7.04647331294195e-06
CDH12	0.194060737310181	3.22588337270138	3.0318226353912	38.3024658272815	0.0035895231441244
IGFL1	3.34818477681828	0.318034604414322	-3.03015017240396	0.0248564277843259	0.010599552427007
CHP2	4.71039865985496	7.74036744641011	3.02996878655514	8.16886403244071	1.10269356475388e-05
EPSTI1	4.70551069616045	1.68123737422418	-3.02427332193627	0.0885044816750016	3.06210263630206e-05
TMPRSS11A	3.25113659866362	0.234067103501446	-3.01706949516217	0.0256104230191299	0.00394586507915619
ABI3BP	2.84266251690611	5.85625128237904	3.01358876547293	9.05867549226952	0.00020482317395606
G41074	0.871359518828969	3.88155303657329	3.01019351774432	15.3835586913131	0.00109391314205647
FBN1	5.72634359623756	8.73031333736667	3.00396974112911	7.99596271535063	6.83016305337334e-06
CCDC80	5.61661586370724	8.61226527446755	2.9956494107603	7.36414251350159	0.000286361465418152
PRELP	1.91733375277843	4.90978582066842	2.99245206788999	9.56953158934881	4.77082234361014e-05
TNFRSF21	5.8378391489568	2.848102354536	-2.9897367944208	0.106392960720903	8.13267659689001e-05
ST6GALNAC1	3.45411631544036	0.478232235157022	-2.97588408028334	0.0480857506224104	2.44334220327142e-05
APOD	2.32854080290226	5.3037001536203	2.97515935071804	8.84299994959731	0.000279914856088991
TREX2	6.09811529940355	3.12500782025518	-2.97310747914837	0.11783826935199	5.83088152548186e-05
CTC-327F10.4	0.210866777177155	3.1819433599071	2.97107658272994	32.2542311212115	0.000231892805026986
FAM189A2	1.01326797408313	3.97993588077604	2.96666790669291	12.2328243105912	8.40280235664349e-05
SEMA3E	0.572141436207258	3.53765507219571	2.96551363598845	15.6746276838802	0.000107125843356137
CRABP2	8.83081634511878	5.87365414304302	-2.95716220207576	0.127644664003439	4.70156762357186e-05
SERPINA1	3.86349869379273	0.918053952561998	-2.94544474123073	0.0734971294064113	3.96367402553617e-06
IFI44L	5.348797120582	2.40630611471177	-2.94249100587023	0.102083996487364	0.000265000298582198
NETO2	4.65462044268084	1.71979870721712	-2.93482173546372	0.105933249044233	0.000696049102499767
POSTN	5.69057160680951	8.62330436058778	2.93273275377827	8.03393130075129	0.00326601109513095
LOR	6.80947962218041	9.73835146146213	2.92887183928172	6.88395477206982	0.000410449233778109
CES1	1.0940902302628	4.02188239164355	2.92779216138075	11.7869975508083	0.000138892360217044
FAM83A	5.93589199716254	3.02939502323659	-2.90649697392595	0.11973211890797	0.000102743196327092
MMP2	5.14396462534874	8.04890499820655	2.90494037285781	7.78377708910873	0.0015503905995632
NAMPT	9.81171144197114	6.91219813556348	-2.89951330640766	0.130212260708583	6.92821601140113e-06
CGNL1	3.01538927516773	5.90858669635763	2.8931974211899	7.97029026024826	1.7562634577416e-05
CNFN	8.75990009321835	5.86683011118697	-2.89306998203137	0.13435603144879	1.9170388426624e-05
IL20	2.93082247738523	0.0385534552729499	-2.89226902211228	0.0185513062774117	2.40497933339279e-05
MDFI	4.91513540043125	2.04091418854987	-2.87422121188137	0.108571713824981	2.14523800010543e-06
CD248	1.57621482697751	4.44667214641813	2.87045731944063	9.92007420367977	2.02087071631993e-05
PLXNA4	1.879843371023	4.74992992066923	2.87008654964623	9.32450417689929	5.97989414141159e-07
CNTNAP3	3.25228142718179	6.11999265680485	2.86771122962306	7.73234103465958	0.000263410853145248
LINC01605	3.34955249108738	0.485981252004757	-2.86357123908262	0.0522778209786674	4.23043580670698e-05
SYT8	2.54355987320218	5.40557851157211	2.86201863836993	7.79981474853222	0.00139069216695524
SLC16A9	3.37763372515422	0.522975465347577	-2.85465825980665	0.0499860610376114	0.000986450327865477
PALM	1.74107993519496	4.59346028432078	2.85238034912582	8.66352500932159	0.000187405505937968
PRKCQ	3.6910455305506	0.850184615319531	-2.84086091523107	0.0739524578730777	4.98233296857772e-06
ATP1B1	8.30206815164206	5.46188419504249	-2.84018395659957	0.135150569220347	2.68517151840753e-06
ARFGEF3	1.55936792128017	4.39081785903865	2.83144993775848	9.49795988173397	5.58044076972921e-06
IFIT1	5.99348858309038	3.16632297315466	-2.82716560993572	0.125116616665058	0.000324957210521547
COL1A1	7.01648689448147	9.8390982163322	2.82261132185073	7.06996905403105	0.00251320730645367
ADGRD1	0.52297123259316	3.34350188953609	2.82053065694293	16.4121871507585	2.9777666033618e-06
GBP1	7.20675452690152	4.38645379684025	-2.82030073006127	0.132803282882845	1.96256846045298e-05
ZSCAN18	1.46487505728521	4.28434785157485	2.81947279428964	9.56354147244216	1.28883496204251e-05
SLC26A9	5.33656791918368	2.51806533271444	-2.81850258646924	0.121692378833837	1.34977632401139e-06
SLC1A6	1.24587426302179	4.06083343514026	2.81495917211846	10.0188121794989	4.53939908116042e-05
APOL6	7.79176728872151	4.98277825540323	-2.80898903331829	0.138124752751604	3.93260147688114e-06
SYNE1	5.95965274271685	8.76810774952495	2.8084550068081	7.00337173555669	3.68889459985255e-06
BCAR3	1.92780771128425	4.73620114695396	2.80839343566971	8.91783153286386	5.72676104972917e-05
C1orf95	0.605362952478679	3.41141481462653	2.80605186214785	15.6815548311408	0.000428376035962635
ISLR	1.95329167940658	4.75884457967454	2.80555290026796	8.99387149012239	0.000203985048543538
LGI3	1.39677569995161	4.19935567523725	2.80257997528564	8.40269701876532	0.000946826237576667
PODN	1.29229430271299	4.0938112836765	2.80151698096351	10.5128071588292	0.000257968187687968
GPR68	5.56761079156732	2.76930267914785	-2.79830811241947	0.124700074290647	6.92484114629393e-06
KRT16P2	2.97619864280415	0.18138892425877	-2.79480971854538	0.0252328549176982	0.00869011190557643
CMYA5	2.40772909458929	5.19950607027005	2.79177697568075	7.78787095132632	4.08251840843088e-05
ADAMTSL3	1.54670120658254	4.33694685482702	2.79024564824448	9.07723392419945	2.20877801434986e-05
PCSK9	4.50067550124089	1.71105350827732	-2.78962199296357	0.108963238670598	1.48425632561762e-05
THRSP	1.3096105795915	4.0978536262752	2.78824304668369	17.351567529008	0.135551412502057
CDON	4.23321208262855	7.01225366913365	2.7790415865051	6.90618220642193	4.64172600975957e-05
PPARGC1A	1.3004499713753	4.07293315697803	2.77248318560273	8.49148077757835	0.00131784250677138
SERPINB1	7.56431605893767	4.79947160634419	-2.76484445259348	0.130184906137197	0.000712614552879164
CDHR1	6.25644037795029	9.01690210320837	2.76046172525808	6.50343925698356	0.000167670616542453
G29816	0.977884792070448	3.73631892674646	2.75843413467601	11.0621996067239	0.00553380968856019
ABCG4	2.82871305990675	0.0719014193498737	-2.75681164055687	0.0236517929857444	7.09786684440606e-05
IFIT3	6.12799127584147	3.37283997934172	-2.75515129649975	0.134657975928656	2.24153342249104e-05
DCN	7.57213638001213	10.3240692476943	2.7519328676822	6.72318692780604	3.82101414973025e-05
LRRC55	2.92145228946667	0.171660876310138	-2.74979141315653	0.0310251878840634	0.000788696543894276
PRR9	4.13435983785823	1.38605019584783	-2.7483096420104	0.193764701105595	0.0388270573277298
ANGPTL1	2.54732529681141	5.28961199502302	2.74228669821161	8.05593802357561	0.000987186816022654
MFAP4	2.65424486774462	5.39475594814428	2.74051108039965	7.20751755557042	8.55963046409754e-05
SEC14L6	2.15129427365194	4.89109151517337	2.73979724152143	9.45847282820222	0.119536562639704
CTC-518B2.8	4.52945577302577	1.7955899144827	-2.73386585854308	0.121570961118884	0.000481534054759578
ADAM23	4.05889974357965	1.32677543103177	-2.73212431254789	0.0954088663910932	0.000234037491601791
AC006262.4	1.95806932212085	4.6901447196692	2.73207539754835	5.91687913816168	0.00608618971500915
HRH2	3.3328500999506	0.6014854151374	-2.7313646848132	0.0627735938133901	0.000451910970641376
EDIL3	3.1082151647671	5.83921768874746	2.73100252398036	7.35994352267256	0.000216748100732994
SLC8A1	3.48339439591893	6.21337157428569	2.72997717836676	7.22307869144639	6.1065843150554e-05
DSG3	10.6111477809031	7.88197029708965	-2.72917748381343	0.145041102209162	2.76753890678119e-05
FCHSD1	7.6359709977679	4.91132550519528	-2.72464549257262	0.149878354395742	0.000230722321141761
OMD	1.67141705008499	4.39480601579256	2.72338896570757	8.97146373336051	0.000253170220174041
NLRP2	4.95059164978228	2.22756805298278	-2.7230235967995	0.158437455528807	0.0241842645184442
LSP1	3.98765113636807	6.70909698349521	2.72144584712714	6.74557278244128	1.35460492878635e-05
XDH	5.06419780529855	2.34573583590317	-2.71846196939537	0.116849553616049	0.00156059566160359
SOCS3	5.41342278875552	2.6954322447121	-2.71799054404342	0.136827211301177	0.000121092589122377
PARP9	7.26790220009133	4.55053466107914	-2.7173675390122	0.14722607558494	1.29585127641835e-06
ANKRD18A	0.611106247826112	3.318089577163	2.70698332933688	13.8727693649055	0.00089847784960046
FN1	5.81650529199156	8.51702874338992	2.70052345139836	6.48765974811009	2.32552076752943e-05
DPT	2.35656308221258	5.05486169630843	2.69829861409586	6.90844716149092	0.000495571744155279
AC008074.4	1.85706425362781	4.55413621289679	2.69707195926898	8.13819061685786	3.78536886948682e-05
RP11-295G20.2	6.12620467886487	3.42919192514512	-2.69701275371975	0.141434774375591	9.78256567387596e-06
FNDC1	0.432723026059793	3.12164367794132	2.68892065188152	17.7659612403043	0.00088220136315814
COL14A1	3.67522253706197	6.36229104349684	2.68706850643487	6.46033791022871	0.000337567763500644
SP8	0.898101100252794	3.58426247334159	2.68616137308879	10.7696508697728	0.000104420120415005
