guide	target_gene
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF1-I3	CPSF1
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF2-I1	CPSF2
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3-I3	CPSF3
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF3L-I8	CPSF3L
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF4-I8	CPSF4
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF6-I5	CPSF6
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
CPSF7-I1	CPSF7
