rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
11	Microbe_Perturbations_from_GEO_up	Shigella flexneri mouse intestinal tissues GDS3392 microbe:37	18/281	2.2908575577217383e-14	6.414401161620868e-13	14.288892484426826	448.7750338879392	SRGN;EIF5A;IFITM1;XBP1;IFITM2;RNH1;MT1;NEAT1;SOCS3;LDHA;SPINT1;EIF6;BCL3;PMAIP1;LY6A;CALR;PABPC1;LGMN
12	Microbe_Perturbations_from_GEO_up	influenza A mouse lymph node, 8 days post-infection GSE57453 microbe:336	20/383	3.5082767219534425e-14	9.004576919680504e-13	11.693017127799736	362.2621394377277	LYN;SRGN;CD53;IFITM1;XBP1;SSR2;H2-DMA;CD180;CYBB;PDIA6;MANF;LMNB1;SMDT1;PSMB5;DAD1;GPR171;DNAJB11;CD38;LY6A;CRELD2
13	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 2 days post-infection GSE57384 microbe:300	20/386	4.062519860790781e-14	9.62504705479662e-13	11.595390829175576	357.5367782784288	LYN;SRGN;CD53;IFITM1;IFITM2;H2-DMA;CD180;CYBB;MCEMP1;FOS;PSMB8;LSM12;ZFP36;SMDT1;LAMP2;MYADM;TXNIP;CD38;LY6A;WFDC17
14	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 8 days post-infection GSE57452 microbe:314	19/351	8.584451338906565e-14	1.888579294559444e-12	12.034071770954789	362.0599560610892	SRGN;IFITM1;CLEC4N;SSR2;CYBB;MCEMP1;CST7;MS4A6D;PSMB8;PSMB5;FABP5;DAD1;ID2;GPR171;LAMP2;LY6A;WFDC17;TGFBI;LGMN
15	Microbe_Perturbations_from_GEO_up	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:188	20/409	1.2007141320750049e-13	2.4035096198058986e-12	10.89694869788756	324.1917395955192	SRGN;EIF5A;DDX39;PRELID1;XBP1;RNH1;MT1;ATP5G1;PSMB8;MANF;LDHA;PSMB5;EIF6;FABP5;CFL1;LY6A;TGFBI;CALR;CRELD2;LGMN
16	Microbe_Perturbations_from_GEO_up	Shigella flexneri mouse intestinal tissues GDS3392 microbe:39	17/265	1.248576425873194e-13	2.4035096198058986e-12	14.171477079796263	421.0572890981176	EIF5A;CDKN2D;IFITM1;XBP1;IFITM2;RNH1;MT1;FOS;NEAT1;SOCS3;ZFP36;LDHA;EIF6;BCL3;PMAIP1;LY6A;LGMN
17	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 7 days post-infection GSE57452 microbe:313	19/363	1.5666808523892806e-13	2.8384570737405787e-12	11.607151787946986	342.232772379275	SRGN;IFITM1;CLEC4N;SSR2;CST7;MS4A6D;PSMB8;LMNB1;PSMB5;FABP5;DAD1;ID2;GPR171;LAMP2;CCRL2;LY6A;WFDC17;TGFBI;LGMN
18	Microbe_Perturbations_from_GEO_up	influenza A mouse lymph node, 6 days post-infection GSE57453 microbe:334	19/369	2.0989912956992282e-13	3.591607328196457e-12	11.404669738863287	332.9268219048459	LYN;CD53;DDX39;XBP1;SSR2;H2-DMA;CYBB;PDIA6;MANF;LMNB1;LDHA;SMDT1;DAD1;GPR171;DNAJB11;CD38;LY6A;CALR;CRELD2
19	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 9 days post-infection GSE57452 microbe:315	19/372	2.424709545980494e-13	3.734052700809961e-12	11.3060099302446	328.41578329162604	SRGN;IFITM1;CLEC4N;SSR2;CYBB;MCEMP1;CST7;MS4A6D;PSMB8;FABP5;DAD1;ID2;GPR171;LAMP2;CCRL2;LY6A;WFDC17;TGFBI;LGMN
20	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 10 days post-infection GSE57452 microbe:316	19/372	2.424709545980494e-13	3.734052700809961e-12	11.3060099302446	328.41578329162604	SRGN;IFITM1;CLEC4N;MCEMP1;MT1;CST7;MS4A6D;LMNB1;PSMB5;FABP5;DAD1;ID2;GPR171;LAMP2;CCRL2;LY6A;WFDC17;TGFBI;LGMN
21	Microbe_Perturbations_from_GEO_up	Lactobacillus acidophilus NCFM mouse dendritic cells GDS3813 microbe:21	17/318	2.3803810522411883e-12	3.4912255432870764e-11	11.64465815702046	311.6548424273274	SRGN;PTPN1;IFITM2;NCF1;MS4A6D;PSMB8;SOCS3;ZFP36;DNAJC7;LAMP2;CCRL2;TSPO;CD38;LY6A;WFDC17;LGMN;HSPA1A
22	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 3 days post-infection GSE57384 microbe:301	18/376	3.254451629871319e-12	4.5562322818198463e-11	10.446333055984786	276.31592771517325	LYN;SRGN;IFITM1;IFITM2;H2-DMA;CD180;SDC3;CYBB;MCEMP1;FOS;LAMP2;CCRL2;MYADM;CD38;LY6A;WFDC17;TGFBI;C1QC
23	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 10 days post-infection GSE57384 microbe:308	17/334	5.2084659227315626e-12	6.974815235657921e-11	11.04788311472688	287.03213182417954	LYN;SRGN;CD53;DDX5;H2-DMA;CD180;CYBB;FOS;KLF2;FOXP1;ZFP36;DNAJC7;GPR171;CCRL2;MYADM;CD38;LY6A
24	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 6 days post-infection GSE57384 microbe:304	18/388	5.497223612604836e-12	7.054770302842874e-11	10.10132259919494	261.8947480190436	LYN;SRGN;IFITM1;IFITM2;H2-DMA;MCEMP1;PSMB8;LMNB1;LSM12;SMDT1;ID2;LAMP2;CCRL2;MYADM;CD38;LY6A;WFDC17;C1QC
25	Microbe_Perturbations_from_GEO_up	Cryptosporidium hominis human cultured intestinal epithelial cells GDS3500 microbe:203	18/391	6.249085815614256e-12	7.698873724836762e-11	10.01853858878558	258.46412869965366	SRGN;IFITM1;DDX5;IFITM2;SSR2;PDIA6;MANF;EPS8;NR4A2;ZFP36;LDHA;EIF6;FABP5;DAD1;DNAJB11;TXNIP;TGFBI;HSPA1A
26	Microbe_Perturbations_from_GEO_up	Burkholderia pseudomallei mouse Lung GSE61106 microbe:286	18/395	7.401149212825924e-12	8.767515221347634e-11	9.910209379761838	253.9925798375692	SRGN;CDKN2D;PTPN1;CLEC4N;GPR35;CBL;SCIMP;VAV1;MS4A6D;PSMB8;SOCS3;ZFP36;CCRL2;NINJ1;BCL3;LY6A;TGFBI;FKBP5
27	Microbe_Perturbations_from_GEO_up	Shigella flexneri mouse intestinal tissues GDS3392 microbe:43	19/473	1.6349004733150925e-11	1.8649975769668458e-10	8.745346028136991	217.2068832938826	EIF5A;IFITM1;XBP1;IFITM2;RNH1;MT1;NEAT1;ATP5G1;EPS8;SOCS3;LDHA;TSPAN13;EIF6;DAD1;LAMP2;CFL1;BCL3;LY6A;LGMN
28	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 5 days post-infection GSE57384 microbe:303	17/372	2.856551475424743e-11	3.0626798756274847e-10	9.846137879911046	239.0526181771457	LYN;SRGN;IFITM1;IFITM2;H2-DMA;CD180;FOS;PSMB8;LMNB1;MRPL52;LSM12;SMDT1;LAMP2;MYADM;CD38;LY6A;WFDC17
29	Microbe_Perturbations_from_GEO_up	Mycobacterium tuberculosis mouse lung GDS4967 microbe:222	20/552	2.883692090688216e-11	3.0626798756274847e-10	7.909447531873161	191.95726572902697	CD53;NCF1;CLEC4N;H2-DMA;CD180;CYBB;MCEMP1;CST7;VAV1;MS4A6D;PSMB8;MAFB;RNF149;GPR171;IL21R;LY6A;WFDC17;TGFBI;TMEM106A;C1QC
30	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 5 days post-infection GSE57452 microbe:312	17/396	7.58379516784762e-11	7.78602970565689e-10	9.211303985557562	214.64569509937013	SRGN;IFITM1;IFITM2;CST7;MS4A6D;PSMB8;LMNB1;NR4A2;RNF149;ID2;GPR171;LAMP2;CCRL2;LY6A;WFDC17;TGFBI;LGMN
31	Microbe_Perturbations_from_GEO_up	Influenza A mouse lung, 3 days post-infection GSE57452 microbe:310	17/397	7.887067890916512e-11	7.836183581942857e-10	9.186592797783934	213.7096519596988	LYN;SRGN;IFITM1;IFITM2;CYBB;MCEMP1;MS4A6D;PSMB8;LMNB1;RNF149;GPR171;LAMP2;CCRL2;LY6A;WFDC17;TGFBI;LGMN
32	Microbe_Perturbations_from_GEO_up	Shiga toxin type 1 human macrophage-like THP-1 cells GDS4041 microbe:175	16/347	1.0059203872906939e-10	9.681983727672926e-10	9.847432024169184	226.68737312278463	DDX5;BTG2;IFITM2;PRKCD;FOS;NEAT1;ZFP36;DOK2;MAFB;FABP5;NINJ1;TXNIP;PMAIP1;TGFBI;IER5;HSPA1A
33	Microbe_Perturbations_from_GEO_up	Yersinia enterocolitica mouse Peyer's patch GDS2100 microbe:85	17/409	1.251760557441049e-10	1.168309853611646e-09	8.899892588614392	202.92912020084887	PTPN1;XBP1;BZW2;PSMB8;MANF;MRPL52;SOCS3;LDHA;RNF149;LAMP2;CFL1;MYADM;TSPO;CD38;LY6A;PABPC1;C1QC
34	Microbe_Perturbations_from_GEO_up	influenza A mouse spleen, 3 days post-infection GSE57454 microbe:320	15/305	1.653308402774176e-10	1.4977029060424886e-09	10.450408816210452	235.37531601732567	SRGN;IFITM1;IFITM2;CYBB;MCEMP1;PSMB8;LMNB1;NR4A1;ID2;GPR171;CFL1;LY6A;WFDC17;TGFBI;PABPC1
35	Microbe_Perturbations_from_GEO_up	Cryptosporidium parvum human cultured intestinal epithelial cells GDS3500 microbe:204	16/361	1.8012740309552086e-10	1.5851211472405835e-09	9.441062801932366	211.8324939069573	SRGN;IFITM1;IFITM2;SSR2;PDIA6;MANF;EPS8;NR4A2;ZFP36;LDHA;EIF6;FABP5;DNAJB11;TXNIP;TGFBI;HSPA1A
36	Microbe_Perturbations_from_GEO_up	Sendai virus (SeV) mouse tracheal epithelial cells GDS3210 microbe:178	15/308	1.895099976269184e-10	1.6213633130303019e-09	10.341824707082791	231.51807927244857	SSR2;MVP;FOS;PDIA6;PSMB8;KLF2;MANF;SPINT1;EIF6;CCRL2;DNAJB11;BCL3;TSPO;LY6A;CRELD2
37	Microbe_Perturbations_from_GEO_up	influenza A mouse lymph node, 7 days post-infection GSE57453 microbe:335	16/363	1.9534984701754416e-10	1.6261554832811782e-09	9.38568683957733	209.82856503571443	XBP1;SSR2;H2-DMA;CD180;CYBB;PDIA6;MANF;LMNB1;SMDT1;FABP5;DAD1;GPR171;DNAJB11;LY6A;CALR;CRELD2
38	Microbe_Perturbations_from_GEO_up	Shigella flexneri mouse intestinal tissues GDS3392 microbe:41	15/314	2.4788899022456166e-10	2.009205499714868e-09	10.131193324828466	224.0821401184772	SRGN;IFITM1;IFITM2;RNH1;MT1;FOS;NEAT1;ATP5G1;SOCS3;LDHA;EIF6;DAD1;PMAIP1;LY6A;LGMN
39	Microbe_Perturbations_from_GEO_up	Uropathogenic Escherichia coli mouse urothelium, proximal GSE6419 microbe:341	15/315	2.5908951422124806e-10	2.046142830260113e-09	10.096907216494843	222.8775901103396	SRGN;DDX39;PTPN1;PRELID1;XBP1;FOS;LDHA;PSMB5;TSPAN13;SPINT1;RNF149;CFL1;MYADM;LY6A;PABPC1
40	Microbe_Perturbations_from_GEO_up	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:183	15/324	3.8294921697052235e-10	2.895771885830699e-09	9.798318486637974	212.45810308352048	SRGN;EIF5A;PTPN1;IFITM1;IFITM2;H2-DMA;ATP5G1;PSMB8;SOCS3;ZFP36;LDHA;SMDT1;DNAJB11;LY6A;TGFBI
41	Microbe_Perturbations_from_GEO_up	Burkholderia pseudomallei mouse blood GSE61106 microbe:284	17/440	3.8547612765928124e-10	2.895771885830699e-09	8.234540251337563	178.4963563777413	SRGN;PTPN1;XBP1;IFITM2;CLEC4N;GPR35;MVP;FOS;MS4A6D;SOCS3;SPINT1;ID2;CCRL2;NINJ1;BCL3;FKBP5;LGMN
42	Microbe_Perturbations_from_GEO_up	influenza A mouse spleen, 8 days post-infection GSE57454 microbe:325	15/326	4.16989899432562e-10	3.0579259291721207e-09	9.734312328040572	210.24127968736053	SRGN;IFITM1;XBP1;IFITM2;SSR2;MCEMP1;MANF;LMNB1;ID2;GPR171;CFL1;LY6A;WFDC17;CRELD2;C1QC
43	Microbe_Perturbations_from_GEO_up	influenza A mouse spleen, 4 days post-infection GSE57454 microbe:321	15/328	4.5378847096322846e-10	3.250391838527311e-09	9.671124139521096	208.0586648630712	SRGN;IFITM1;IFITM2;SSR2;CYBB;MCEMP1;PSMB8;LMNB1;ID2;GPR171;LAMP2;CCRL2;LY6A;WFDC17;FKBP5
44	Microbe_Perturbations_from_GEO_up	H1N1 influenza virus (pandemic strain, KY/180) human primary lung bronchial epithelial cells GDS4855 microbe:122	14/286	7.466873525578204e-10	5.2268114679047434e-09	10.302521008403362	216.51133786072705	IFITM1;IFITM2;PDIA6;PSMB8;MANF;TSPAN13;RNF149;DNAJB11;TXNIP;PMAIP1;CD38;CRELD2;IER5;LGMN
45	Microbe_Perturbations_from_GEO_up	Pneumocystis carinii other alveolar macrophages GSE20149 microbe:349	13/237	7.871046132508105e-10	5.357257446442021e-09	11.527417027417028	241.6453232444014	SRGN;CD53;PTPN1;RNH1;PDIA6;PSMB8;LDHA;FABP5;LAMP2;NINJ1;TXNIP;TSPO;CALR
46	Microbe_Perturbations_from_GEO_up	influenza A mouse spleen, 2 days post-infection GSE57454 microbe:319	15/342	8.072893616634333e-10	5.357257446442021e-09	9.250449257542796	193.67979151986987	SRGN;IFITM1;IFITM2;CYBB;MCEMP1;FOS;ID2;GPR171;LAMP2;CCRL2;LY6A;WFDC17;PABPC1;FKBP5;C1QC
47	Microbe_Perturbations_from_GEO_up	influenza A mouse spleen, 1 day post-infection GSE57454 microbe:318	14/288	8.17503571372646e-10	5.357257446442021e-09	10.226277372262771	213.982459475662	IFITM1;PRELID1;IFITM2;SSR2;MCEMP1;LDHA;DAD1;ID2;GPR171;CFL1;TXNIP;LY6A;WFDC17;C1QC
48	Microbe_Perturbations_from_GEO_up	Escherichia coli mouse bladder urothelium GDS2977 microbe:75	14/291	9.352788596282119e-10	6.001372682614361e-09	10.113976276431153	210.27135074591345	SRGN;DDX39;PTPN1;XBP1;FOS;LDHA;PSMB5;TSPAN13;FABP5;LAMP2;CFL1;LY6A;PABPC1;HSPA1A
49	Microbe_Perturbations_from_GEO_up	Trypanosoma cruzi mouse Heart GSE41089 microbe:242	15/350	1.1086817169556324e-09	6.968856506578262e-09	9.025850130789353	186.1138796594736	SRGN;CD53;EIF5A;IFITM2;H2-DMA;NEAT1;PSMB8;CFL1;CCRL2;TSPO;LY6A;TGFBI;PABPC1;LGMN;C1QC
50	Microbe_Perturbations_from_GEO_up	influenza A mouse spleen, 5 days post-infection GSE57454 microbe:322	15/353	1.2460902322700532e-09	7.675915830783531e-09	8.944366497895443	183.38862713457405	SRGN;IFITM1;IFITM2;CYBB;MS4A6D;PSMB8;LDHA;ID2;GPR171;LAMP2;TXNIP;CD38;LY6A;WFDC17;C1QC
51	Microbe_Perturbations_from_GEO_up	Salmonella enterica serovar Typhimurium mouse cecum GDS4622 microbe:68	14/305	1.717854797587143e-09	1.0374495640330198e-08	9.620520373097692	194.16316559750288	DDX39;IFITM1;H2-DMA;IL4RA;CYBB;PDIA6;MS4A6D;PSMB8;MANF;BCL3;CD38;LY6A;WFDC17;CRELD2
52	Microbe_Perturbations_from_GEO_up	Streptococcus pneumoniae TIGR4 human pharyngeal epithelial cells GDS3041 microbe:20	15/362	1.7573890339354632e-09	1.0409150431771593e-08	8.708369232597523	175.5558177197739	EIF5A;FOS;NEAT1;NR4A2;NR4A1;ZFP36;COX7A2L;PSMB5;TSPAN13;FABP5;DAD1;RNF149;ID2;PMAIP1;IER5
53	Microbe_Perturbations_from_GEO_up	Influenza A mouse blood, 9 days post-infection GSE57384 microbe:307	15/363	1.8247192426474246e-09	1.060402880632843e-08	8.68290081763242	174.7159383954828	LYN;SRGN;IFITM1;IFITM2;H2-DMA;CD180;CYBB;FOS;LSM12;ZFP36;DNAJC7;ID2;MYADM;CD38;LY6A
54	Microbe_Perturbations_from_GEO_up	Shigella flexneri mouse intestinal tissues GDS3392 microbe:36	15/376	2.943607748834366e-09	1.6597607196349633e-08	8.364651455007568	164.3121172778238	SRGN;IFITM1;XBP1;FOS;SOCS3;ZFP36;COX7A2L;LDHA;EIF6;CFL1;CCRL2;NINJ1;BCL3;PMAIP1;CALR
55	Microbe_Perturbations_from_GEO_up	Yersinia enterocolitica mouse Peyer's patch GDS2100 microbe:86	16/438	2.963858427919578e-09	1.6597607196349633e-08	7.687993680884676	150.9673936139778	PTPN1;XBP1;BTG2;MT1;FOS;SOCS3;LDHA;SPINT1;EIF6;RNF149;ID2;MYADM;TSPO;LY6A;PABPC1;FKBP5
56	Microbe_Perturbations_from_GEO_up	Staphylococcus aureus human monocyte-derived macrophages GDS4931 microbe:61	14/319	3.059327243408661e-09	1.6826299838747636e-08	9.172365339578452	179.82487188818558	SRGN;CD53;IFITM2;NCF1;SSR2;MCEMP1;PDIA6;MANF;CCND3;RNF149;ID2;NINJ1;FKBP5;HSPA1A
57	Microbe_Perturbations_from_GEO_up	Mycobacterium tuberculosis mouse lung GDS4257 microbe:65	17/511	3.7049140983795716e-09	2.001953582984049e-08	7.025314297890475	136.38668214596137	CD53;CLEC4N;GPR35;H2-DMA;CST7;VAV1;MS4A6D;PSMB8;LMNB1;SOCS3;DOK2;GPR171;BCL3;IL21R;WFDC17;TGFBI;C1QC
58	Microbe_Perturbations_from_GEO_up	Brucella abortus mouse splenocytes GDS2859 microbe:215	13/270	3.834508633857615e-09	2.036256309014044e-08	10.030381637385528	194.38101794370652	SRGN;EIF5A;PTPN1;CYBB;PSMB8;SOCS3;MRPL20;RNF149;CFL1;TSPO;LY6A;CALR;C1QC
59	Microbe_Perturbations_from_GEO_up	influenza A mouse lymph node, 10 days post-infection GSE57453 microbe:339	15/387	4.347718631443781e-09	2.269656505906245e-08	8.112736947123379	156.19951038474696	LYN;SRGN;CD53;H2-DMA;CD180;CYBB;PDIA6;LMNB1;SMDT1;DAD1;GPR171;LAMP2;CFL1;CD38;LY6A
60	Microbe_Perturbations_from_GEO_up	influenza A mouse lymph node, 5 days post-infection GSE57453 microbe:333	15/396	5.926034254916769e-09	3.0420309175239423e-08	7.917444597775794	149.9873626990438	LYN;CD53;DDX39;CD180;CYBB;PDIA6;MANF;LMNB1;LDHA;SMDT1;FABP5;GPR171;CD38;LY6A;LGMN
61	Microbe_Perturbations_from_GEO_up	influenza A mouse lymph node, 9 days post-infection GSE57453 microbe:338	15/400	6.782850958021156e-09	3.424783762410682e-08	7.833578792341679	147.34075204290517	SRGN;CD53;SSR2;H2-DMA;CD180;CYBB;PDIA6;MANF;LMNB1;SMDT1;DAD1;GPR171;CFL1;LY6A;CRELD2
62	Microbe_Perturbations_from_GEO_up	Chlamydia pneumoniae human monocyte-derived dendritic cells GDS3573 microbe:165	14/345	8.306787113936238e-09	4.126597469503809e-08	8.440656020716444	157.0484743918001	SRGN;IFITM1;IFITM2;MVP;CST7;LDHA;NR4A3;ID2;CFL1;NINJ1;PMAIP1;CD38;IER5;HSPA1A
63	Microbe_Perturbations_from_GEO_up	Leishmania braziliensis human skin (CD8 T cells) GSE43880 microbe:258	13/291	9.411315908224656e-09	4.601087777354277e-08	9.262771600901097	171.18855219311422	LYN;SRGN;PTPN1;IFITM1;IFITM2;CYBB;MAFB;FABP5;CFL1;NINJ1;TXNIP;TGFBI;C1QC
64	Microbe_Perturbations_from_GEO_up	Staphylococcus aureus human monocyte-derived macrophages GDS4931 microbe:62	14/352	1.0711384892628004e-08	5.1548539795772276e-08	8.262890955198648	151.64023315973782	LYN;SRGN;IFITM1;IFITM2;PSMB8;SOCS3;ZFP36;LDHA;RNF149;ID2;CCRL2;NINJ1;CD38;HSPA1A
65	Microbe_Perturbations_from_GEO_up	Streptococcus pneumoniae D39 human pharyngeal epithelial cells GDS3041 microbe:18	12/242	1.1382906161148008e-08	5.3937463040516716e-08	10.256347826086955	187.6004279892867	ZFP36;LDHA;PSMB5;MVP;CFL1;PMAIP1;TSPO;TGFBI;FOS;PABPC1;BZW2;IER5
66	Microbe_Perturbations_from_GEO_up	Shigella flexneri mouse intestinal tissues GDS3392 microbe:42	14/361	1.4728065599074404e-08	6.873097279568058e-08	8.044874433923425	145.0773311069379	IFITM2;MT1;FOS;NEAT1;ATP5G1;PSMB8;SOCS3;ZFP36;LDHA;SMDT1;TSPAN13;EIF6;BCL3;LGMN
67	Microbe_Perturbations_from_GEO_up	Staphylococcus aureus mouse lung GDS4582 microbe:115	14/370	2.0068758267311973e-08	9.22563812885386e-08	7.837881219903692	138.9194026481668	NCF1;CLEC4N;GPR35;MT1;CYP7B1;VAV1;MS4A6D;PSMB8;SOCS3;MAFB;BCL3;WFDC17;TGFBI;FKBP5
68	Microbe_Perturbations_from_GEO_up	lymphocytic choriomeningitis virus mouse spleen GDS4556 microbe:100	16/506	2.266799243209455e-08	1.025026294517245e-07	6.59795918367347	116.13933566890788	XBP1;SDC3;MT1;CST7;SCIMP;MS4A6D;SEPT3;NR4A2;SPINT1;FABP5;NINJ1;WFDC17;TGFBI;CRELD2;TMEM106A;C1QC
69	Microbe_Perturbations_from_GEO_up	HIV-1 human PBMC GDS1449 microbe:221	14/374	2.296325140314607e-08	1.025026294517245e-07	7.749206349206349	136.3036628271273	IFITM1;DDX5;IFITM2;SSR2;CST7;HSD17B10;PSMB8;CCND3;LDHA;DAD1;ID2;CFL1;TXNIP;FYN
70	Microbe_Perturbations_from_GEO_up	Staphylococcus aureus human macrophage GDS4931 microbe:60	13/320	2.9002457161709363e-08	1.258134761381195e-07	8.375382489389004	145.36217766895135	SRGN;IFITM1;IFITM2;NCF1;SSR2;MVP;MCEMP1;PSMB8;MANF;RNF149;NINJ1;DNAJB11;HSPA1A
71	Microbe_Perturbations_from_GEO_up	Pseudomonas aeruginosa mouse cultured airway epithelial cells GDS3040 microbe:49	13/320	2.9002457161709363e-08	1.258134761381195e-07	8.375382489389004	145.36217766895135	BTG2;FOS;KLF2;NR4A2;NR4A1;ZFP36;NR4A3;CCRL2;PMAIP1;TGFBI;IER5;C1QC;HSPA1A
72	Microbe_Perturbations_from_GEO_up	influenza virus human whole blood GDS3919 microbe:45	12/264	2.988838415047568e-08	1.278558655325904e-07	9.35047619047619	162.00444224954393	LYN;SRGN;IFITM1;CCND3;LDHA;XBP1;IFITM2;DAD1;DNAJB11;MCEMP1;CST7;MANF
73	Microbe_Perturbations_from_GEO_up	Plasmodium falciparum human hematopoietic stem cells GDS4557 microbe:213	13/327	3.7396413750956775e-08	1.5778212925061216e-07	8.185742778099465	139.99004381047644	DDX5;BTG2;FOS;BZW2;NEAT1;ZFP36;TSPAN13;DAD1;ID2;CCRL2;TXNIP;IER5;HSPA1A
74	Microbe_Perturbations_from_GEO_up	influenza virus human whole blood GDS3919 microbe:46	12/273	4.322417768575255e-08	1.7990603685421335e-07	9.023908045977011	153.01719799428693	LYN;SRGN;IFITM1;CCND3;LDHA;XBP1;IFITM2;DAD1;NINJ1;MCEMP1;CST7;MANF
