index	n_cells-0	n_counts-1	means-1	dispersions-1	dispersions_norm-1	highly_variable-1	highly_variable	means	dispersions	dispersions_norm
IL32	1496	11203.903	2.1805727	3.4367077	2.2118325	True	False	0.4765604905684215	1.4230111590259227	-1.3117542
CORO7	173	527.6861	0.31465524	1.2369882	-0.3574383	False	False	2.2648593370338816	9.02503795233317	0.038350347
TNFRSF17	23	888.03326	0.48384964	2.794835	8.05436	True	False	4.802090682641555	9.913635207152039	-0.119605795
TMEM208	343	1416.9857	0.68963236	1.3684019	0.09010111	False	False	1.46620520646722	7.191891780192793	0.20955063
PSMD7	536	2357.8447	0.97543037	1.3868871	0.072508715	False	False	0.94089216639974	5.530462937574804	0.20959258
GABARAPL2	978	3715.277	1.2819221	1.2685205	-0.60702115	False	True	0.6271770972844544	3.4867930988468014	1.6509764
C16orf74	128	706.5075	0.40219295	1.4444677	0.76287436	True	True	2.696515590058609	9.512124274777124	0.5826221
IRF8	296	1334.1296	0.66006535	2.2109938	3.5155003	True	False	1.6037111315943837	7.7670438372329205	-0.6021019
SERPINF1	22	496.40665	0.29852366	1.5014213	1.0704032	True	False	4.554453117217067	9.897986767390853	-0.45578042
PSMB6	749	4460.179	1.4172028	1.2150092	-0.7169361	False	True	0.8613674328907162	5.499261987372583	1.722655
CLEC10A	63	3288.7625	1.1953359	2.7810354	3.611648	True	False	3.943104748966961	9.435343668390573	-0.4583075
IFT20	310	1172.7423	0.5998382	1.182192	-0.6669004	False	True	1.570061351254402	7.974135553925568	1.1543416
CCL5	862	6950.6133	1.7699889	3.4932566	3.0972767	True	False	0.6490153047886281	2.168596769386726	-0.24140406
CCL4	307	431.54385	0.26421884	2.1011124	4.5957613	True	False	1.4303325686699373	5.544989915000016	-1.7822002
GGNBP2	470	1275.6294	0.6386506	1.2611368	-0.3459651	False	False	1.0895966052613215	6.034675888326578	-0.10870185
DNAJC7	424	1379.9922	0.67653906	1.186555	-0.6491632	False	True	1.422134042329653	7.971338127188021	1.1522073
ABI3	478	3476.3066	1.2343352	1.810697	0.98163605	True	False	1.0669950161995811	5.809302915817515	0.49437
PSMC5	777	2899.9067	1.1092788	1.2528102	-0.5304639	False	False	0.7188841384670458	3.9361317358770234	0.061321642
CD79B	654	5010.167	1.5065141	2.8555524	2.652826	True	False	0.7444681726803619	2.701117562048851	-1.2512819
PSMG2	499	1271.6517	0.6371781	1.2159809	-0.52953786	False	False	1.1728338853082527	6.560501396236453	0.34284496
C20orf27	347	2955.5454	1.122056	1.4161593	-0.08772157	False	True	1.7754424657591688	8.644004263824815	0.7913894
PCNA	162	1170.1234	0.5988302	2.027474	2.769435	True	True	2.586519642653486	9.619429582427554	0.5684148
NAA20	368	1067.6027	0.5585551	1.1466994	-0.81118864	False	False	1.375191183932022	6.76422530591004	-0.307666
CST3	1075	53978.676	3.6591082	4.035729	2.0817065	True	False	0.578664137294427	1.884811354447007	-0.6488016
CST7	535	2222.1055	0.9389073	2.3875294	4.014898	True	False	0.8226248556752644	3.2913430312226004	-0.6239757
RBM39	954	2282.5657	0.95534027	1.2267323	-0.55847865	False	True	0.6498177604268612	3.7429983453757107	2.0187802
YWHAB	1353	5633.9185	1.599001	1.2048886	-0.69465697	False	False	0.5400988354922162	2.263152915723377	-0.10566084
PSMA7	1511	10134.817	2.0921342	1.3200289	-0.8458785	False	True	0.5296127006485633	2.732562989305029	0.5682163
RGS19	724	4502.867	1.4244274	1.5700834	0.012404962	False	True	0.7658809749147697	4.679076282306953	0.8509414
PRSS57	13	292.6223	0.18653032	2.6678786	7.6750154	True	False	4.695690750028181	9.996012951176636	1.0544238
C19orf24	505	1813.4817	0.8201476	1.2440057	-0.49042377	False	False	0.950625271350201	5.734910784492972	0.41839382
SLC39A3	171	593.3819	0.34771213	1.0751901	-1.2310885	False	False	1.9538480004093737	7.511131409810308	-0.29440925
ALKBH7	635	2958.7131	1.1227777	1.2171944	-0.62699723	False	False	0.9464468967689887	5.807087241663821	0.49210715
S1PR5	123	224.78311	0.14628105	1.7862473	2.8850918	True	False	1.972477272317246	5.950789329029908	-2.1970344
ILF3-AS1	437	1043.4104	0.5488101	1.5212054	0.71129525	True	True	1.136510237019174	6.805389612121903	0.55314
ILF3	251	692.2768	0.3955005	1.1137966	-1.0226275	False	False	2.306425374922566	9.487940067165615	0.47983712
TPM4	350	1517.6353	0.72441095	1.4071015	0.24742718	False	False	1.360327607242776	5.776971884711289	-1.501643
IFI30	441	4620.3022	1.4440376	2.3819008	1.6799207	True	False	1.0372509249962938	5.124161988716104	-0.2053599
TYROBP	1072	20386.162	2.7269387	3.0239687	2.0397158	True	False	0.5635635461182554	1.7904185738811484	-0.7843103
POLR2I	390	1376.4366	0.6752718	1.2380198	-0.4399427	False	False	1.2258743295700305	6.567716104889286	0.3490405
PPP1R14A	61	936.7482	0.50467426	2.1813192	4.741601	True	False	3.76105876492234	9.428942621361788	0.22549292
CD79A	426	5547.3296	1.5866617	3.3525658	2.8641453	True	False	0.9116010998383388	3.475199003452339	-1.8894349
CD37	2063	13007.313	2.314036	1.8647835	0.23566127	False	False	0.44790136068937464	1.6955228031455065	-0.92054105
SPIB	110	738.9639	0.41729107	1.8880492	3.1580513	True	False	2.3843954547720956	6.913956961660619	-1.9750652
NKG7	816	8616.112	1.9513133	3.6989093	2.6378114	True	False	0.7074415572145397	2.3994984853272268	-1.5718501
FPR1	289	468.84756	0.28409165	1.5086912	1.1096578	True	True	2.010466141005346	8.636390985840466	0.5465022
MRPL40	327	1420.8376	0.6909858	1.4355861	0.3632259	True	True	1.449379659872815	7.492694917707637	0.5733397
IGLL5	111	7308.756	1.8118503	5.6756225	5.24746	True	False	3.744525892628575	9.013808875540057	-1.0934935
EIF3D	1075	4047.9941	1.3446168	1.1965936	-0.75476265	False	True	0.6201509561231751	3.631201455406156	1.8582866
LGALS2	573	2851.2927	1.0979799	2.4629683	2.7495568	True	False	0.774438397877241	2.8037007822631805	-1.1422539
ADSL	285	1148.4852	0.59046376	1.2038893	-0.57869416	False	False	2.3944361571338866	9.31825469540174	0.31800193
TTC38	129	238.25911	0.15440637	1.382931	0.69386494	True	False	2.553496011405547	8.98575980199518	-0.017113106
TYMP	940	6386.499	1.7002786	2.1211226	0.823586	True	False	0.6273879057463201	2.3192352674957077	-0.02514996
ATP5O	1191	6403.903	1.7025044	1.2468609	-0.62510693	False	True	0.5848696515906767	2.8536305563099447	0.74201894
TTC3	327	620.7217	0.36115342	1.3208677	0.095479906	False	False	1.4569860728950725	7.312345790902997	0.3552268
SUMO3	570	2008.513	0.878592	1.4128406	0.17476195	False	True	1.1811802604117858	7.187891668660591	0.8816094
S100B	94	645.73755	0.37329584	2.3317893	5.554084	True	False	3.6174719842654293	9.47065933760181	-0.35392255
PRMT2	588	2062.4438	0.89416784	1.273153	-0.37558764	False	True	0.8256448975734674	4.716530600133005	0.8907488
