GroupBy(donor_id)	mean(covid_isg_score)	GroupBy(donor_id)	mean(hla_score)	GroupBy(donor_id)	mean(mono_score)	GroupBy(donor_id)	mean(tcell_score)	GroupBy(donor_id)	mean(nk_score)	GroupBy(donor_id)	mean(bcell_score)	z_isg	z_hla	z_mono	z_tcell	z_nk	z_bcell	0.0
donor19	0.14914228855003	donor19	0.097078369898265	donor19	0.036339129315314	donor19	0.21818303763982	donor19	-0.24062314027054	donor19	-0.013015147813787	0.020977599770579777	-1.4161350901195744	-0.6082091452579567	1.0300243031906064	-0.7256716475792789	-0.1881135290109954	1.0
donor2	-0.021403259081918	donor2	0.25757521392051	donor2	0.57907441675916	donor2	-0.11379788958939	donor2	-0.25329570028681	donor2	-0.037980645992029	-0.6592289207068716	-0.010184255871605288	0.7162883472743276	-0.6868267864584251	-0.7817257792863125	-0.6384551792615004	1.0
donor20	0.096069873236286	donor20	0.34955276354927	donor20	0.77243369030298	donor20	-0.21317469633679	donor20	-0.31601723659548	donor20	0.013147432928098	-0.19069724870921378	0.7955382081459162	1.1881645618702898	-1.200757452217175	-1.0591599561692648	0.2838217675328141	0.0
donor21	0.0017431734137043	donor21	0.30145326396681	donor21	0.032486489571115	donor21	0.14458465330187	donor21	0.12190811019025	donor21	-0.034857757990297	-0.5669113285567021	0.37418704715052287	-0.6176111719897264	0.6494076593320979	0.8779013033599622	-0.582122774988744	0.0
donor22	0.10383554810101	donor22	0.37303598848681	donor22	-0.0292001593943	donor22	0.11673802430257	donor22	0.18583134963602	donor22	0.060913733546524	-0.15972451003477653	1.0012510362884497	-0.7681519858406497	0.5053978340101387	1.1606509355126688	1.145457072916431	0.0
donor23	-0.038205415992607	donor23	0.11512315036823	donor23	0.099265533024724	donor23	0.072702299523082	donor23	0.075487693992116	donor23	-0.070711135713401	-0.7262429052255442	-1.2580629840284887	-0.4546428195456062	0.27766552811489587	0.6725713526534906	-1.228866099540112	0.0
donor24	-0.018303982264864	donor24	0.23244896387128	donor24	0.069082289074184	donor24	0.077761673357613	donor24	0.26678201623039	donor24	-0.062566693734674	-0.6468677167411467	-0.23028996843840052	-0.5283023582818207	0.30383025858074914	1.518717444665298	-1.0819520898583037	0.0
donor25	-0.012309994044592	donor25	0.32865689614478	donor25	0.45625792878166	donor25	-0.057571992616147	donor25	0.038682527388779	donor25	-0.03240626168933	-0.6229612006948123	0.6124906074989791	0.4165655650429421	-0.3960525745460701	0.5097722296953807	-0.5379013105549737	2.0
donor26	0.46165379719899	donor26	0.2163812121374	donor26	0.28961420747018	donor26	0.055076223363863	donor26	0.025799483142398	donor26	0.072732778815573	1.2674033719989908	-0.37104332151746033	0.009886294080409325	0.1865116527619947	0.4527870697871195	1.3586556365039877	0.0
donor27	-0.028586204139472	donor27	0.47493948886002	donor27	0.28782091643377	donor27	0.09397074615153	donor27	0.16342619946936	donor27	-0.053597564143075	-0.6878774907353525	1.8939247348606492	0.00550992582860031	0.3876560509860556	1.061546947309385	-0.9201619027467339	1.0
donor28	0.03539622808917	donor28	0.39040087692694	donor28	1.0918916189547	donor28	-0.33279872049602	donor28	-0.31013798176594	donor28	-0.020533862588037	-0.4326889607371871	1.1533672946345628	1.9677733974438176	-1.81939731788686	-1.0331544352539062	-0.32374032063454755	0.0
donor29	-0.0089437676683309	donor29	0.1218724813082	donor29	-0.042509751558226	donor29	0.20395465816514	donor29	-0.032535053436967	donor29	-0.050402433234665	-0.6095352909461896	-1.1989389088887232	-0.8006328689812567	0.9564417362373596	0.1947577692913743	-0.8625263404284226	1.0
donor3	0.63603364861161	donor3	0.44266177028607	donor3	0.76101627992371	donor3	-0.14534355470114	donor3	-0.25249807173407	donor3	-0.069147282419084	1.9629026894407637	1.611172225718623	1.1603013811108855	-0.8499663076738057	-0.7781976542751724	-1.2006564372179638	1.0
donor30	0.26321245292613	donor30	0.51522845485624	donor30	1.6769105931679	donor30	-0.63859094632985	donor30	-0.37913965672895	donor30	-0.092804031648444	0.47593682138571414	2.246855695581114	3.3954604897620273	-3.400812613370199	-1.3383673497255422	-1.6273901403249669	1.0
donor31	0.23829164945096	donor31	0.19247616510907	donor31	0.68385301857917	donor31	-0.14319510409142	donor31	-0.36400276487582	donor31	-0.038578073213493	0.3765423003635055	-0.5804513071820209	0.9719912628434586	-0.8388555194693731	-1.2714128173752417	-0.6492319063629508	0.0
donor32	-0.0045770365544127	donor32	0.30839710403964	donor32	0.10606567421423	donor32	0.11175466685743	donor32	-0.20822352599419	donor32	-0.033963798491238	-0.5921189525069765	0.4350150204527686	-0.4380476760884967	0.47962622498667185	-0.5823594641236931	-0.5659970324464138	2.0
donor33	1.0177941882731	donor33	0.22311754322395	donor33	0.061746924012098	donor33	0.175551597227	donor33	-0.13071209394032	donor33	0.069188650314595	3.485522376347744	-0.31203312497058733	-0.546203668287478	0.809554303492329	-0.23950561173947182	1.2947246599845086	2.0
donor4	0.084346489865824	donor4	0.19881972022393	donor4	0.50837741966187	donor4	-0.13906140228384	donor4	-0.0035231158581894	donor4	0.076701531285916	-0.2374549736769417	-0.5248818244288321	0.543758575300341	-0.8174779345826126	0.32308535014553075	1.4302462182007594	0.0
donor5	-0.00260894629078	donor5	0.21466555809391	donor5	-0.010049981098248	donor5	0.12130405676134	donor5	0.038592273551363	donor5	0.001012145616481	-0.5842693906227803	-0.3860724346967285	-0.7214176685381446	0.5290112321280362	0.5093730127665923	0.06491865271572186	2.0
donor6	0.0043775096764806	donor6	0.17133457148512	donor6	0.047039928575068	donor6	0.0054494532442301	donor6	-0.28438033209406	donor6	0.10075940575695	-0.5564045007447109	-0.7656514671851938	-0.5820947905890576	-0.0701349415672867	-0.9192214426054197	1.864215643263034	1.0
donor7	0.055783453290856	donor7	0.19485761629024	donor7	0.60409843046952	donor7	-0.11808186585225	donor7	-0.19550862478365	donor7	-0.028196953727303	-0.35137623396605877	-0.559589817379625	0.7773572406727407	-0.7089815209978696	-0.5261180459585801	-0.46197145405870266	0.0
donor8	0.1532754880836	donor8	0.22579472793547	donor8	-0.024552670476779	donor8	0.16766155623607	donor8	-0.071333823060488	donor8	-0.022746037534911	0.037462517214663274	-0.2885810122419671	-0.756810199964114	0.7687506778572301	0.023140405494675994	-0.363644772334466	1.0
donor9	-0.039657947285546	donor9	0.032701085174811	donor9	0.46182931707906	donor9	-0.096128356773879	donor9	-0.35404838705815	donor9	-0.066691553950054	-0.7320362036749819	-1.9800794948520082	0.4301620456856229	-0.5954481734727627	-1.2273819345436066	-1.1563586305643818	
