metric	value1	value2	value3	value4
shared_features	11858
target_match	target_gene	reference_guide	profile	feature_selection	similarity	query_guide	rank
target_match	LEO1	LEO1-I2	cell_mean_log_pearson	top1000	0.39856845010757436	guide14	1
target_match	LEO1	LEO1-I2	cell_mean_log_pearson	top1000	0.18567072895096554	guide9	2
target_match	LEO1	LEO1-I2	cell_mean_log_pearson	top1000	0.16552463858010014	guide8	3
target_match	LEO1	LEO1-I2	cell_mean_log_cosine	top1000	0.5827661771454699	guide14	1
target_match	LEO1	LEO1-I2	cell_mean_log_cosine	top1000	0.437551793288917	guide17	2
target_match	LEO1	LEO1-I2	cell_mean_log_cosine	top1000	0.41884227293138543	guide20	3
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top50	0.9267309779555499	guide13	1
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top50	0.8705628921035412	guide19	2
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top50	0.6640449657937936	guide27	3
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top50	0.9239349084901021	guide13	1
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top50	0.850951795310756	guide19	2
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top50	0.5703431284730879	guide27	3
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top100	0.887333169405334	guide13	1
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top100	0.8209536954574158	guide19	2
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top100	0.6565103762050386	guide27	3
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top100	0.8838402890862374	guide13	1
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top100	0.8062243412512038	guide19	2
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top100	0.5730711240936248	guide27	3
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top250	0.858813536021227	guide13	1
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top250	0.7900670140996908	guide19	2
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top250	0.6284383891813918	guide27	3
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top250	0.8515254844726966	guide13	1
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top250	0.7681243040929097	guide19	2
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top250	0.5458919517893076	guide27	3
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top500	0.8272510339594347	guide13	1
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top500	0.7519544594806898	guide19	2
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top500	0.5646033663004045	guide27	3
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top500	0.8234503404242413	guide13	1
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top500	0.7321670108443797	guide19	2
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top500	0.5260588832701669	guide27	3
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top1000	0.7920631051983755	guide13	1
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top1000	0.7121059826813919	guide19	2
target_match	NUDT21	NUDT21-I3	cell_mean_log_pearson	top1000	0.5171481519838302	guide27	3
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top1000	0.7862696034227556	guide13	1
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top1000	0.6867483162646477	guide19	2
target_match	NUDT21	NUDT21-I3	cell_mean_log_cosine	top1000	0.4747839318805066	guide27	3
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top50	0.825261523411446	guide18	1
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top50	0.46429511198890494	guide16	2
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top50	0.4537588163117358	guide23	3
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top50	0.9268675106649832	guide18	1
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top50	0.8271795671575471	guide16	2
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top50	0.793464148123573	guide26	3
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top100	0.6975804404294915	guide18	1
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top100	0.45739986227368723	guide16	2
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top100	0.4376488120897926	guide23	3
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top100	0.8900508596444102	guide18	1
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top100	0.8059938629064268	guide16	2
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top100	0.7400528849730649	guide23	3
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top250	0.7029901217523259	guide18	1
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top250	0.4500062893688412	guide16	2
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top250	0.35954769143580484	guide15	3
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top250	0.8362116474931447	guide18	1
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top250	0.7257767528174759	guide16	2
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top250	0.6513367724324507	guide26	3
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top500	0.7225976375230632	guide18	1
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top500	0.4551770634923853	guide16	2
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top500	0.3740886012002434	guide15	3
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top500	0.7963211512403015	guide18	1
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top500	0.6255589887547963	guide16	2
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top500	0.542074828432605	guide26	3
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top1000	0.7250416155301901	guide18	1
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top1000	0.4777866402497071	guide16	2
target_match	PABPC1	PABPC1-I1	cell_mean_log_pearson	top1000	0.40184644322804847	guide15	3
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top1000	0.7388520278453701	guide18	1
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top1000	0.5084485116764302	guide16	2
target_match	PABPC1	PABPC1-I1	cell_mean_log_cosine	top1000	0.45397047181759775	guide15	3
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top50	0.7344761230901428	guide14	1
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top50	0.42255487730636987	guide21	2
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top50	0.41152582240691726	guide25	3
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top50	0.7566196030001913	guide14	1
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top50	0.4720561294304128	guide25	2
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top50	0.4657495850962689	guide21	3
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top100	0.7152933116999832	guide14	1
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top100	0.37399498281090454	guide13	2
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top100	0.3655784302547773	guide12	3
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top100	0.7366915712129184	guide14	1
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top100	0.41112831306592357	guide17	2
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top100	0.3864799998941591	guide25	3
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top250	0.6331056217692436	guide14	1
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top250	0.29734443585504716	guide17	2
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top250	0.27946714222995606	guide25	3
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top250	0.668220335410881	guide14	1
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top250	0.4263092849201548	guide17	2
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top250	0.348772151809862	guide25	3
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top500	0.5630641494613059	guide14	1
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top500	0.2455782789828463	guide17	2
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top500	0.2262591561374301	guide21	3
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top500	0.6116161508421694	guide14	1
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top500	0.38235627571172265	guide17	2
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top500	0.3155541147141237	guide20	3
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top1000	0.4871851553506266	guide14	1
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top1000	0.22764107067375366	guide17	2
target_match	LEO1	LEO1-I2	pseudobulk_log_pearson	top1000	0.196773435735616	guide9	3
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top1000	0.5431001378454055	guide14	1
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top1000	0.3590483350197265	guide17	2
target_match	LEO1	LEO1-I2	pseudobulk_log_cosine	top1000	0.2983663281538955	guide20	3
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top50	0.8918970783756365	guide13	1
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top50	0.8536484588858597	guide19	2
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top50	0.6231527498775778	guide27	3
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top50	0.9170306165834394	guide13	1
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top50	0.8732329535995224	guide19	2
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top50	0.5951546813923884	guide27	3
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top100	0.8605505932410149	guide13	1
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top100	0.7906336595360393	guide19	2
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top100	0.5867589119165557	guide27	3
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top100	0.8806258465008768	guide13	1
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top100	0.8070602577375425	guide19	2
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top100	0.5224853769511449	guide27	3
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top250	0.8484463357185181	guide13	1
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top250	0.7696239943557657	guide19	2
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top250	0.5983022803850745	guide27	3
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top250	0.8613920648028148	guide13	1
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top250	0.7762656126308674	guide19	2
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top250	0.5122137383990071	guide27	3
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top500	0.8060976227137245	guide13	1
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top500	0.7428171218376206	guide19	2
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top500	0.519368130717503	guide27	3
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top500	0.8175691760068922	guide13	1
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top500	0.7346509119683887	guide19	2
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top500	0.44176222022090944	guide27	3
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top1000	0.7635829260208146	guide13	1
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top1000	0.7104930812568548	guide19	2
target_match	NUDT21	NUDT21-I3	pseudobulk_log_pearson	top1000	0.47079931576797746	guide27	3
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top1000	0.7747196069166432	guide13	1
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top1000	0.6984309444244279	guide19	2
target_match	NUDT21	NUDT21-I3	pseudobulk_log_cosine	top1000	0.40158356225436864	guide27	3
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top50	0.7783085190888654	guide18	1
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top50	0.6052043961889165	guide16	2
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top50	0.49815898418467913	guide28	3
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top50	0.8689570805968571	guide18	1
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top50	0.5879903230742604	guide23	2
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top50	0.5879073090961769	guide31	3
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top100	0.7381282990192845	guide18	1
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top100	0.5665182717995569	guide16	2
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top100	0.4239561567520107	guide23	3
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top100	0.8184693857208778	guide18	1
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top100	0.6053903849719564	guide23	2
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top100	0.5528662923328326	guide16	3
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top250	0.7630995909998199	guide18	1
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top250	0.46550664275495474	guide16	2
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top250	0.42239602424205847	guide15	3
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top250	0.7911125841051477	guide18	1
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top250	0.4957009228376216	guide16	2
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top250	0.4755636388902897	guide15	3
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top500	0.743639349528462	guide18	1
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top500	0.42830634615438634	guide16	2
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top500	0.38107782488096825	guide12	3
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top500	0.748069263932941	guide18	1
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top500	0.43555004746417436	guide16	2
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top500	0.3985237969141558	guide12	3
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top1000	0.7121117161554447	guide18	1
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top1000	0.39380357805051647	guide16	2
target_match	PABPC1	PABPC1-I1	pseudobulk_log_pearson	top1000	0.3581328375463546	guide15	3
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top1000	0.706253192681664	guide18	1
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top1000	0.38458636024156573	guide16	2
target_match	PABPC1	PABPC1-I1	pseudobulk_log_cosine	top1000	0.34945886378000823	guide15	3
