metric	value1	value2	value3	value4
common_feature_count	11858	
same_position_count	2558	
ref_control_count	922	
query_control_count	1424	
ref_noncontrol_count	33	
query_noncontrol_count	32	
ref_guide_target	guide	target	cell_count
ref_guide_target	CDC73-I2	CDC73	77
ref_guide_target	CPSF1-I3	CPSF1	306
ref_guide_target	CPSF2-I1	CPSF2	151
ref_guide_target	CPSF3-I3	CPSF3	125
ref_guide_target	CPSF3L-I8	CPSF3L	33
ref_guide_target	CPSF4-I8	CPSF4	63
ref_guide_target	CPSF6-I5	CPSF6	107
ref_guide_target	CPSF7-I1	CPSF7	156
ref_guide_target	CSTF1-I5	CSTF1	31
ref_guide_target	CSTF2-I4	CSTF2	93
ref_guide_target	CSTF3-I5	CSTF3	116
ref_guide_target	CTR9-I7	CTR9	108
ref_guide_target	FIP1L1-I1	FIP1L1	74
ref_guide_target	LEO1-I2	LEO1	246
ref_guide_target	NUDT21-I3	NUDT21	178
ref_guide_target	PABPC1-I1	PABPC1	67
ref_guide_target	PABPN1-I2	PABPN1	29
ref_guide_target	PAF1-I6	PAF1	28
ref_guide_target	PAPOLA-I3	PAPOLA	164
ref_guide_target	PCF11-I5	PCF11	43
ref_guide_target	PHF3-I5	PHF3	158
ref_guide_target	RBBP6-I4	RBBP6	83
ref_guide_target	RPAP2-I2	RPAP2	5
ref_guide_target	RPRD1A-I5	RPRD1A	89
ref_guide_target	RPRD1B-I1	RPRD1B	120
ref_guide_target	SCAF1-I2	SCAF1	61
ref_guide_target	SCAF11-I3	SCAF11	144
ref_guide_target	SCAF4-I4	SCAF4	139
ref_guide_target	SCAF8-I3	SCAF8	199
ref_guide_target	SF3A1-I5	SF3A1	12
ref_guide_target	SRSF3-I1	SRSF3	27
ref_guide_target	SYMPK-I3	SYMPK	8
ref_guide_target	THOC5-I1	THOC5	21
match	ref_guide	target	method	query_guide	score	rank
match	CPSF2-I1	CPSF2	pearson_var500	guide29	0.5675317502376866	4
match	CPSF2-I1	CPSF2	pearson_var500	guide25	0.4918183997481177	5
match	CPSF2-I1	CPSF2	pearson_var1000	guide4	0.6193741368772464	1
match	CPSF2-I1	CPSF2	pearson_var1000	guide3	0.5838082882486195	2
match	CPSF2-I1	CPSF2	pearson_var1000	guide21	0.5395353476190542	3
match	CPSF2-I1	CPSF2	pearson_var1000	guide29	0.5333047048314886	4
match	CPSF2-I1	CPSF2	pearson_var1000	guide22	0.4515359841311943	5
match	CPSF2-I1	CPSF2	pearson_var2000	guide4	0.5986345044999866	1
match	CPSF2-I1	CPSF2	pearson_var2000	guide3	0.541439513658584	2
match	CPSF2-I1	CPSF2	pearson_var2000	guide21	0.4995617958358734	3
match	CPSF2-I1	CPSF2	pearson_var2000	guide29	0.49770261309005415	4
match	CPSF2-I1	CPSF2	pearson_var2000	guide22	0.4430630842784584	5
match	CPSF2-I1	CPSF2	pearson_var5000	guide4	0.5931484964980729	1
match	CPSF2-I1	CPSF2	pearson_var5000	guide3	0.5200189382329469	2
match	CPSF2-I1	CPSF2	pearson_var5000	guide29	0.4796827037749988	3
match	CPSF2-I1	CPSF2	pearson_var5000	guide21	0.46742977747158665	4
match	CPSF2-I1	CPSF2	pearson_var5000	guide22	0.44191055134301027	5
match	CPSF3-I3	CPSF3	pearson_all	guide4	0.6137430794524295	1
match	CPSF3-I3	CPSF3	pearson_all	guide3	0.5205965428307846	2
match	CPSF3-I3	CPSF3	pearson_all	guide29	0.4963502556543429	3
match	CPSF3-I3	CPSF3	pearson_all	guide22	0.48209438826607176	4
match	CPSF3-I3	CPSF3	pearson_all	guide17	0.47045520873893876	5
match	CPSF3-I3	CPSF3	cosine_all	guide4	0.6395136049177695	1
match	CPSF3-I3	CPSF3	cosine_all	guide3	0.5515478992469781	2
match	CPSF3-I3	CPSF3	cosine_all	guide29	0.5316140390475611	3
match	CPSF3-I3	CPSF3	cosine_all	guide22	0.5215781936861865	4
match	CPSF3-I3	CPSF3	cosine_all	guide17	0.5140227405475286	5
match	CPSF3-I3	CPSF3	pearson_var100	guide3	0.6331384665486691	1
match	CPSF3-I3	CPSF3	pearson_var100	guide4	0.6134616251740022	2
match	CPSF3-I3	CPSF3	pearson_var100	guide29	0.6083521516926431	3
match	CPSF3-I3	CPSF3	pearson_var100	guide21	0.5512980459342622	4
match	CPSF3-I3	CPSF3	pearson_var100	guide25	0.5400913765367696	5
match	CPSF3-I3	CPSF3	pearson_var250	guide4	0.6307154776882886	1
match	CPSF3-I3	CPSF3	pearson_var250	guide3	0.6282090567555104	2
match	CPSF3-I3	CPSF3	pearson_var250	guide21	0.575017662204673	3
match	CPSF3-I3	CPSF3	pearson_var250	guide29	0.5726846646410065	4
match	CPSF3-I3	CPSF3	pearson_var250	guide25	0.5371874579533134	5
match	CPSF3-I3	CPSF3	pearson_var500	guide4	0.6478982281098272	1
match	CPSF3-I3	CPSF3	pearson_var500	guide3	0.6119829988095851	2
match	CPSF3-I3	CPSF3	pearson_var500	guide29	0.5751355155362162	3
match	CPSF3-I3	CPSF3	pearson_var500	guide21	0.5568930943558675	4
match	CPSF3-I3	CPSF3	pearson_var500	guide25	0.525112743847497	5
match	CPSF3-I3	CPSF3	pearson_var1000	guide4	0.6197063872288632	1
match	CPSF3-I3	CPSF3	pearson_var1000	guide3	0.5517506853920621	2
match	CPSF3-I3	CPSF3	pearson_var1000	guide29	0.5355060868415021	3
match	CPSF3-I3	CPSF3	pearson_var1000	guide21	0.514213928483486	4
match	CPSF3-I3	CPSF3	pearson_var1000	guide25	0.48004241115465807	5
match	CPSF3-I3	CPSF3	pearson_var2000	guide4	0.5997352318313574	1
match	CPSF3-I3	CPSF3	pearson_var2000	guide3	0.5185031254616919	2
match	CPSF3-I3	CPSF3	pearson_var2000	guide29	0.4942974897525812	3
match	CPSF3-I3	CPSF3	pearson_var2000	guide21	0.47660761175060357	4
match	CPSF3-I3	CPSF3	pearson_var2000	guide22	0.4505718475673167	5
match	CPSF3-I3	CPSF3	pearson_var5000	guide4	0.5990033919936103	1
match	CPSF3-I3	CPSF3	pearson_var5000	guide3	0.5080194798028829	2
match	CPSF3-I3	CPSF3	pearson_var5000	guide29	0.4785334621326867	3
match	CPSF3-I3	CPSF3	pearson_var5000	guide22	0.45738766985319435	4
match	CPSF3-I3	CPSF3	pearson_var5000	guide21	0.44741918644060436	5
match	CPSF3L-I8	CPSF3L	pearson_all	guide30	0.27162976495708807	1
match	CPSF3L-I8	CPSF3L	pearson_all	guide28	0.21357672141192857	2
match	CPSF3L-I8	CPSF3L	pearson_all	guide16	0.2036899425259104	3
match	CPSF3L-I8	CPSF3L	pearson_all	guide20	0.19046083914138395	4
match	CPSF3L-I8	CPSF3L	pearson_all	guide25	0.17504839135394568	5
match	CPSF3L-I8	CPSF3L	cosine_all	guide30	0.2876615985944645	1
match	CPSF3L-I8	CPSF3L	cosine_all	guide16	0.24404363269852614	2
match	CPSF3L-I8	CPSF3L	cosine_all	guide28	0.23877066332054486	3
match	CPSF3L-I8	CPSF3L	cosine_all	guide20	0.2331911559876719	4
match	CPSF3L-I8	CPSF3L	cosine_all	guide25	0.20785971981468201	5
match	CPSF3L-I8	CPSF3L	pearson_var100	guide30	0.35409634683404684	1
match	CPSF3L-I8	CPSF3L	pearson_var100	guide20	0.3065155447948506	2
match	CPSF3L-I8	CPSF3L	pearson_var100	guide28	0.2733577564613463	3
match	CPSF3L-I8	CPSF3L	pearson_var100	guide16	0.26645076702948084	4
match	CPSF3L-I8	CPSF3L	pearson_var100	guide24	0.22981420199664576	5
match	CPSF3L-I8	CPSF3L	pearson_var250	guide30	0.26820658283219906	1
match	CPSF3L-I8	CPSF3L	pearson_var250	guide20	0.21930859053313428	2
match	CPSF3L-I8	CPSF3L	pearson_var250	guide28	0.2083132449427848	3
match	CPSF3L-I8	CPSF3L	pearson_var250	guide5	0.18172997060111146	4
match	CPSF3L-I8	CPSF3L	pearson_var250	guide16	0.1478771747293193	5
match	CPSF3L-I8	CPSF3L	pearson_var500	guide30	0.22692529539415648	1
match	CPSF3L-I8	CPSF3L	pearson_var500	guide20	0.17663562792599352	2
match	CPSF3L-I8	CPSF3L	pearson_var500	guide28	0.15957691159012735	3
match	CPSF3L-I8	CPSF3L	pearson_var500	guide5	0.11186036455342079	4
match	CPSF3L-I8	CPSF3L	pearson_var500	guide13	0.10404777401804441	5
match	CPSF3L-I8	CPSF3L	pearson_var1000	guide30	0.23229322431905264	1
match	CPSF3L-I8	CPSF3L	pearson_var1000	guide28	0.1603725561322202	2
match	CPSF3L-I8	CPSF3L	pearson_var1000	guide20	0.14018814061599594	3
match	CPSF3L-I8	CPSF3L	pearson_var1000	guide5	0.09324116673053956	4
match	CPSF3L-I8	CPSF3L	pearson_var1000	guide1	0.09220967526618366	5
match	CPSF3L-I8	CPSF3L	pearson_var2000	guide30	0.2467549444320062	1
match	CPSF3L-I8	CPSF3L	pearson_var2000	guide28	0.1802827867997112	2
match	CPSF3L-I8	CPSF3L	pearson_var2000	guide20	0.13379456663690142	3
match	CPSF3L-I8	CPSF3L	pearson_var2000	guide13	0.12039884952964992	4
match	CPSF3L-I8	CPSF3L	pearson_var2000	guide25	0.1137780037913774	5
match	CPSF3L-I8	CPSF3L	pearson_var5000	guide30	0.2600911585561531	1
match	CPSF3L-I8	CPSF3L	pearson_var5000	guide28	0.19517566337917966	2
match	CPSF3L-I8	CPSF3L	pearson_var5000	guide16	0.16391948157961647	3
match	CPSF3L-I8	CPSF3L	pearson_var5000	guide20	0.1575092475292463	4
match	CPSF3L-I8	CPSF3L	pearson_var5000	guide25	0.14796096549436732	5
match	CPSF4-I8	CPSF4	pearson_all	guide4	0.6413185211873816	1
match	CPSF4-I8	CPSF4	pearson_all	guide29	0.5500751145152117	2
match	CPSF4-I8	CPSF4	pearson_all	guide22	0.5360054020393417	3
match	CPSF4-I8	CPSF4	pearson_all	guide17	0.5154662866807375	4
match	CPSF4-I8	CPSF4	pearson_all	guide3	0.5097567951581141	5
match	CPSF4-I8	CPSF4	cosine_all	guide4	0.6700554761368092	1
match	CPSF4-I8	CPSF4	cosine_all	guide29	0.5880951392231761	2
match	CPSF4-I8	CPSF4	cosine_all	guide22	0.5794641465692608	3
match	CPSF4-I8	CPSF4	cosine_all	guide17	0.5653109049167995	4
match	CPSF4-I8	CPSF4	cosine_all	guide20	0.5535097638055382	5
match	CPSF4-I8	CPSF4	pearson_var100	guide29	0.6861089937042731	1
match	CPSF4-I8	CPSF4	pearson_var100	guide4	0.6751477892825853	2
match	CPSF4-I8	CPSF4	pearson_var100	guide3	0.6469697184811235	3
match	CPSF4-I8	CPSF4	pearson_var100	guide22	0.5843568742986036	4
match	CPSF4-I8	CPSF4	pearson_var100	guide25	0.5420257050184647	5
match	CPSF4-I8	CPSF4	pearson_var250	guide4	0.6724294969062554	1
match	CPSF4-I8	CPSF4	pearson_var250	guide29	0.6562453649163824	2
match	CPSF4-I8	CPSF4	pearson_var250	guide3	0.6187726051546254	3
match	CPSF4-I8	CPSF4	pearson_var250	guide22	0.5748164459917858	4
match	CPSF4-I8	CPSF4	pearson_var250	guide25	0.5107543166088413	5
match	CPSF4-I8	CPSF4	pearson_var500	guide4	0.664962136922276	1
match	CPSF4-I8	CPSF4	pearson_var500	guide29	0.6468957438161627	2
match	CPSF4-I8	CPSF4	pearson_var500	guide3	0.569257775865148	3
match	CPSF4-I8	CPSF4	pearson_var500	guide22	0.5600535627492728	4
match	CPSF4-I8	CPSF4	pearson_var500	guide25	0.46346820374417536	5
match	CPSF4-I8	CPSF4	pearson_var1000	guide4	0.6480860664967971	1
match	CPSF4-I8	CPSF4	pearson_var1000	guide29	0.6111207269401693	2
match	CPSF4-I8	CPSF4	pearson_var1000	guide22	0.5414478813307174	3
match	CPSF4-I8	CPSF4	pearson_var1000	guide3	0.5274433873304185	4
match	CPSF4-I8	CPSF4	pearson_var1000	guide20	0.45898504289700026	5
match	CPSF4-I8	CPSF4	pearson_var2000	guide4	0.6264284583440389	1
match	CPSF4-I8	CPSF4	pearson_var2000	guide29	0.5622734447988735	2
match	CPSF4-I8	CPSF4	pearson_var2000	guide22	0.5160048624890666	3
match	CPSF4-I8	CPSF4	pearson_var2000	guide3	0.4934245299729843	4
match	CPSF4-I8	CPSF4	pearson_var2000	guide20	0.4533059644783851	5
match	CPSF4-I8	CPSF4	pearson_var5000	guide4	0.6272820558992581	1
match	CPSF4-I8	CPSF4	pearson_var5000	guide29	0.5370376960230483	2
match	CPSF4-I8	CPSF4	pearson_var5000	guide22	0.5131242664965691	3
match	CPSF4-I8	CPSF4	pearson_var5000	guide3	0.4907049876388635	4
match	CPSF4-I8	CPSF4	pearson_var5000	guide17	0.47672467706355615	5
match	CPSF6-I5	CPSF6	pearson_all	guide13	0.5234586306963138	1
match	CPSF6-I5	CPSF6	pearson_all	guide19	0.5156561306468377	2
match	CPSF6-I5	CPSF6	pearson_all	guide12	0.33398820855393935	3
match	CPSF6-I5	CPSF6	pearson_all	guide16	0.3251909211386857	4
match	CPSF6-I5	CPSF6	pearson_all	guide27	0.3113753205178155	5
match	CPSF6-I5	CPSF6	cosine_all	guide13	0.5157222424755109	1
match	CPSF6-I5	CPSF6	cosine_all	guide19	0.49320797970770414	2
match	CPSF6-I5	CPSF6	cosine_all	guide12	0.3036963598391162	3
match	CPSF6-I5	CPSF6	cosine_all	guide27	0.2866014072020276	4
match	CPSF6-I5	CPSF6	cosine_all	guide16	0.26982897671164474	5
match	CPSF6-I5	CPSF6	pearson_var100	guide13	0.5972603180314782	1
match	CPSF6-I5	CPSF6	pearson_var100	guide19	0.5638952175976583	2
match	CPSF6-I5	CPSF6	pearson_var100	guide27	0.46582347644097033	3
match	CPSF6-I5	CPSF6	pearson_var100	guide12	0.4072075752893563	4
match	CPSF6-I5	CPSF6	pearson_var100	guide28	0.3869476171518591	5
match	CPSF6-I5	CPSF6	pearson_var250	guide19	0.5937221590159885	1
match	CPSF6-I5	CPSF6	pearson_var250	guide13	0.5623469872421729	2
match	CPSF6-I5	CPSF6	pearson_var250	guide27	0.41959809275490867	3
match	CPSF6-I5	CPSF6	pearson_var250	guide12	0.4114325787965929	4
match	CPSF6-I5	CPSF6	pearson_var250	guide16	0.36317222535419885	5
match	CPSF6-I5	CPSF6	pearson_var500	guide19	0.6109444297598059	1
match	CPSF6-I5	CPSF6	pearson_var500	guide13	0.6022114134407152	2
match	CPSF6-I5	CPSF6	pearson_var500	guide27	0.42041003487863937	3
match	CPSF6-I5	CPSF6	pearson_var500	guide12	0.4039620387832488	4
match	CPSF6-I5	CPSF6	pearson_var500	guide16	0.35156632601100896	5
match	CPSF6-I5	CPSF6	pearson_var1000	guide19	0.5933508691353038	1
match	CPSF6-I5	CPSF6	pearson_var1000	guide13	0.5733352292125138	2
match	CPSF6-I5	CPSF6	pearson_var1000	guide12	0.3925234827528289	3
match	CPSF6-I5	CPSF6	pearson_var1000	guide27	0.35815810861326824	4
match	CPSF6-I5	CPSF6	pearson_var1000	guide16	0.34378744868908967	5
match	CPSF6-I5	CPSF6	pearson_var2000	guide19	0.5817232510850631	1
match	CPSF6-I5	CPSF6	pearson_var2000	guide13	0.5708294595928793	2
match	CPSF6-I5	CPSF6	pearson_var2000	guide12	0.3831916139082659	3
match	CPSF6-I5	CPSF6	pearson_var2000	guide16	0.35255556752268374	4
match	CPSF6-I5	CPSF6	pearson_var2000	guide27	0.3491747207030798	5
match	CPSF6-I5	CPSF6	pearson_var5000	guide19	0.5474015760432703	1
match	CPSF6-I5	CPSF6	pearson_var5000	guide13	0.5446385083355169	2
match	CPSF6-I5	CPSF6	pearson_var5000	guide12	0.36120442580536466	3
match	CPSF6-I5	CPSF6	pearson_var5000	guide16	0.35146648222290194	4
match	CPSF6-I5	CPSF6	pearson_var5000	guide27	0.33354760794457117	5
match	CPSF7-I1	CPSF7	pearson_all	guide2	0.1992382640899003	1
match	CPSF7-I1	CPSF7	pearson_all	guide13	0.07372992076543178	2
match	CPSF7-I1	CPSF7	pearson_all	guide4	0.06950553758233374	3
match	CPSF7-I1	CPSF7	pearson_all	guide29	0.06520818020417078	4
match	CPSF7-I1	CPSF7	pearson_all	guide22	0.05939090227914997	5
match	CPSF7-I1	CPSF7	cosine_all	guide2	0.2008631516245018	1
match	CPSF7-I1	CPSF7	cosine_all	guide4	0.07647113340784512	2
match	CPSF7-I1	CPSF7	cosine_all	guide13	0.07556443765853067	3
match	CPSF7-I1	CPSF7	cosine_all	guide29	0.07257551583684355	4
match	CPSF7-I1	CPSF7	cosine_all	guide22	0.06756210487381457	5
match	CPSF7-I1	CPSF7	pearson_var100	guide13	0.3535727587198192	1
match	CPSF7-I1	CPSF7	pearson_var100	guide16	0.28654320116317156	2
match	CPSF7-I1	CPSF7	pearson_var100	guide27	0.27525115039774256	3
match	CPSF7-I1	CPSF7	pearson_var100	guide10	0.2554933220891835	4
match	CPSF7-I1	CPSF7	pearson_var100	guide22	0.2532790404743406	5
match	CPSF7-I1	CPSF7	pearson_var250	guide2	0.33989927862076347	1
match	CPSF7-I1	CPSF7	pearson_var250	guide13	0.2864479500956749	2
match	CPSF7-I1	CPSF7	pearson_var250	guide22	0.2328619073981243	3
match	CPSF7-I1	CPSF7	pearson_var250	guide29	0.2237016288298251	4
match	CPSF7-I1	CPSF7	pearson_var250	guide4	0.183007628877329	5
match	CPSF7-I1	CPSF7	pearson_var500	guide2	0.36362149064786387	1
match	CPSF7-I1	CPSF7	pearson_var500	guide13	0.2093114582168372	2
match	CPSF7-I1	CPSF7	pearson_var500	guide29	0.19136314680302483	3
match	CPSF7-I1	CPSF7	pearson_var500	guide22	0.17237128882785574	4
match	CPSF7-I1	CPSF7	pearson_var500	guide4	0.16022706792249872	5
match	CPSF7-I1	CPSF7	pearson_var1000	guide2	0.3248814744744545	1
match	CPSF7-I1	CPSF7	pearson_var1000	guide13	0.164609326107993	2
match	CPSF7-I1	CPSF7	pearson_var1000	guide29	0.14497923247398387	3
match	CPSF7-I1	CPSF7	pearson_var1000	guide4	0.13381886022361938	4
match	CPSF7-I1	CPSF7	pearson_var1000	guide22	0.1329634635396956	5
