leiden	PTPRC	CD3D	CD3E	CD2	TRAC	NKG7	GNLY	KLRD1	KLRF1	CD79A	CD79B	MS4A1	CD19	MZB1	JCHAIN	XBP1	DERL3	CD68	LYZ	ITGAM	CSF1R	CD14	FCGR3A	S100A8	S100A9	CLEC9A	XCR1	BATF3	CD1C	CLEC10A	FCER1A	LILRA4	IL3RA	PLD4	LAMP3	KIT	TPSAB1	TPSB2	CPA3	MS4A2	PECAM1	VWF	CDH5	CLDN5	ENG	COL1A1	COL1A2	DCN	LUM	PDGFRB	ACTA2	EPCAM	KRT18	KRT8	CDH1	SFTPC	SFTPA1	SFTPB	NAPSA	NKX2-1	SCGB1A1	SCGB3A2	KRT5	KRT6A	KRT6B	KRT14	TP63	SERPINB3	DSG3
18	1.9253409294990875	2.395163506031943	1.7001395754475623	1.7956442726398836	2.2454645451014734	2.546488001216097	0.46291191901113027	0.3882693256390626	0.014006104427685287	0.027145895724488417	0.06783037587190908	0.06963664196655049	0.0026314280078467036	0.05303900077285403	0.105054553635531	0.3956226981067416	0.010446894595164027	0.004271542848298877	0.18160716946936228	0.005893058986644835	0.005834482479722952	0.019926796593219134	0.030945266322870497	0.05944795160226107	0.109757427380506	0.00038985462542193497	0.0	0.005324691349085485	0.006340088033419142	0.0053886000541397425	0.00793631430363399	0.000871094468433785	0.0020744756468839888	0.003190219137898797	0.01215222519774356	0.003274787428720448	0.05315132820675401	0.1526398752083985	0.014258027300333652	0.003465654481011433	0.11810930751535272	0.0007774287329427794	0.00013216679852530818	0.0007360032308728405	0.030286043923821063	0.04638455807634529	0.03496174549430333	0.016133753809257904	0.025229837552300478	0.0027504214856670056	0.0606966977742015	0.0072725215680734595	0.025457216753373084	0.021622587431047974	0.00375995114288046	0.06804141843395932	0.023205164819139344	0.04383690327860822	0.019734804884567088	0.0026764292349835605	0.08786050213008126	0.07828068380640131	0.016479669560892855	0.015078683420855282	0.0018244138462572787	0.008743807144069549	0.0008030778507516865	0.004135599535265446	0.0028018696093143115
19	0.02163278826548492	0.05048866773670693	0.014228152465921188	0.018767186936351495	0.02524527415272186	0.03275647504752535	0.10011416058390128	0.0101737837927529	0.0022660878112666706	0.014768260026107495	0.007367148991526461	0.009378630527752731	0.0012980282190312611	0.02587139473701339	0.07670177571746305	0.5686930016722225	0.0277002051540544	0.018792378385933423	0.12535166800085196	0.0017668186475625271	0.009479386894969716	0.029397689381617527	0.006325705894205617	0.08512526139894429	0.6365866800180772	0.0	0.0	0.03052361192936832	0.0033548819936401707	0.0013664328853067614	0.00599836149062693	0.0	0.007169166037241722	0.002267856660506695	0.00492228326730058	0.0038657957134574424	0.16142977688333593	0.11125389831657656	0.03589563513346414	0.0030159747205362915	0.006927352096422653	0.0007616686772398078	0.0007510077740398555	0.005469444422410845	0.04257312391635256	0.09821124012679203	0.00916828132550721	0.006669132614505892	0.018964125076033022	0.0020947058596624633	0.04824560641205451	0.7695108400274886	1.2044966999220907	1.1904548227484728	0.21847292354045073	0.7847706725027238	0.032049599939605856	0.5123455912959466	1.4946138542817267	0.417918085071633	0.48181342064333527	0.6575382948223784	0.002807411413194413	0.007507677348221772	0.0	0.002697503773648646	0.010896708713441429	0.0023950585352673056	0.0005760236458065877
2	1.4121065250506826	0.5421284346448437	0.6956056586395749	0.8851042404285908	0.7843255597516072	2.9911277139876926	3.435894932494924	1.7528522072789186	0.5196133342323729	0.026774488716721077	0.07810316625380037	0.04109431193580833	0.002866202544480883	0.07541885483745406	0.08081314536748503	0.5604966915416635	0.013971415293564797	0.00928728272068528	0.12117997715742282	0.06117304328342114	0.003979986111416934	0.015807882357220852	0.18814149768181462	0.058294905912637515	0.1320189770023628	0.0013018619450008222	0.0	0.01629150699458153	0.00177923715580136	0.0021435899806462764	0.001665653173910975	0.0014740242367831788	0.0008261854339349196	0.00199477913822424	0.003484236995923407	0.01601591913155857	0.058687101265892036	0.17608235831922128	0.016379770533266114	0.005576144734568059	0.06024122210167411	0.0006734389742900945	0.0	0.0012713212247972491	0.04923278181093384	0.052312299341274626	0.04376986684934027	0.02192348569514438	0.034188057022736	0.00586507553632164	0.022266287071938888	0.014395782538028966	0.030273998695533894	0.03253733725778371	0.0008947585170279714	0.0473459013209992	0.015806295474592533	0.03228858074657503	0.005508542935125747	0.0005999780502401529	0.06294439511756605	0.0264497260730513	0.014720389189530215	0.01988149463912466	0.0008303696964674084	0.007486196531600127	0.0035663207733877657	0.005711769791336931	0.002377939483730461
20	0.4785293535036767	0.08666610489603706	0.11307265738959407	0.08672196238854757	0.07573153908933053	0.43329276458702676	0.10716864981582842	0.018888523011631	0.03525197960658221	0.08569970367009597	0.013989654513779058	0.018234958482889915	0.0016353630599385345	1.322714142226797	3.2684499371001072	1.1976344043375384	0.9349313555375481	0.38415863812015594	0.18466773323390473	0.003633839517542138	0.12944931785767236	0.011934415885278524	0.020013639214480544	0.11197437279884209	0.2484169341031944	0.0	0.0	0.013197990108295298	0.001872419747445489	0.005756411997337347	0.16867700261779822	1.515167225012782	1.121976250569189	1.6295349241279964	0.008879488381969856	0.007928742348858446	0.009165365620487	0.04293674881168607	0.009484298084913193	0.0	0.18548590305974094	0.005387525309215649	0.0010263467743084464	0.022193671439974246	0.021522451264286466	0.0051561460483037285	0.008122954725556046	0.01636146810179936	0.016945430697746434	0.0	0.002319974358820306	0.007912381466485397	0.020749992031672986	0.02841257676389391	0.08893318815161125	0.08656493766437943	0.01665336342782315	0.03022434746638858	0.047193199383481245	0.0007780327950588166	0.0862242204417046	0.03375758026299824	0.6400106440530376	0.03757183400876554	0.0006786723378965202	0.015726680755638715	0.009147566289254927	0.006787776970379737	0.002372971769183129
21	1.7046709044712351	2.216594084097745	1.5358065177363314	1.999417820776785	2.351876242209804	2.1062788132539536	1.5864867535560605	0.7457093788270244	0.018446352595091142	0.07284054755175201	0.11536352849282352	0.012328275020995162	0.0015118862304491526	0.11816483472676088	0.09834993716530188	0.3990827469399925	0.045728965446022854	0.009381212299208495	0.0983446732369572	0.008829474195731771	0.006242683083416734	0.016550004145640264	0.052301422447693785	0.09638918575101775	0.20760915736344646	0.0008242746628694582	0.0	0.04064810284948907	0.008555356671797144	0.004016018887425766	0.0025705091321424484	0.0	0.002084129109648591	0.0019480367588426823	0.0429133653007944	0.0029709329200322374	0.012447322401493351	0.036458633617701845	0.0032908934146857046	0.00128773164780278	0.09660323800763598	0.004039696774135537	0.0	0.007288898126716288	0.036039238709361016	0.017638807546001996	0.017182725144755676	0.01040085952477553	0.0279489562407302	0.010036966204404802	0.13415369145136966	0.03307803478034943	0.046525213939312346	0.038827593151560244	0.003320260356749765	0.06988729124175455	0.01785335836811561	0.065825380047372	0.02211281080558244	0.0008090912853085739	0.053642416510010685	0.029220526393125456	0.00958629283589761	0.01895270440508553	0.0021282241329930803	0.01008512344042663	0.004830429034232361	0.0039570529163984736	0.003183239270961499
22	1.8414599175727595	2.4717694872190568	1.5727843990293462	2.200346335537172	2.372434402088366	2.2852437774265937	1.5985692503022708	0.9840479019054711	0.04209193219003729	0.06719068839691819	0.09102079715233606	0.015484202168022583	0.001382644173510485	0.1396773119586778	0.08791090135157781	0.33422362772729464	0.01797554390427156	0.007466542779629192	0.06677342744656432	0.002489050590911169	0.0038254212924380034	0.013603751770497729	0.0340012219465553	0.08144923582874208	0.3367149259278941	0.00038331997338666003	0.0	0.011821610968312022	0.0017049966188822123	0.0018307017845338278	0.001309273676907018	0.0006076876517168402	0.0013176432242127643	0.0006830537325104613	0.041283714776002414	0.004443657344164992	0.022650604206591738	0.028351135719591698	0.004038173265471505	0.001865263498023624	0.11294277918404479	0.005548329874036833	0.0013209123259239652	0.012867230907134746	0.034217373903154935	0.02668815064142489	0.024266104115732136	0.011546881855487516	0.024830438587864084	0.020867529955122612	0.1109336836958489	0.08501863541123852	0.16989288760984353	0.12405376046346314	0.011340660190886776	0.11459115368213352	0.02683936627756951	0.16942217285134378	0.04865157481099297	0.005109404867516922	0.058321158282585016	0.05532696849393562	0.0030628073376562583	0.0048542996695783835	0.00417365574606523	0.0018752227522274869	0.0004109372428715946	0.003177396267951548	0.00032341622788570746
23	0.8783491856921246	0.11021337549944898	0.04020798920563824	0.07963403419179839	0.0904895118988227	0.10425909128397737	0.06343196873606763	0.03937134590457943	0.009646552158134114	0.0023141818441971794	0.009659721439580838	0.007180970033444142	0.0013924772691721059	0.004931313570357986	0.01623086658258911	0.5821898882737784	0.005411707677293055	1.2521054622707293	3.782306465924339	0.44701534866736614	0.44589851795124963	0.3939453761618517	1.0933709263938167	0.7291626378252126	1.3724125290661537	0.0	0.0	0.04444044770365212	0.011611690249005616	0.07756744904887422	0.007019783682553657	0.0007975799785700267	0.1508079500775221	0.014728911642079876	0.003871890249462732	0.0015575891455596178	0.007926507245656862	0.01491292062645617	0.00404504104935171	0.0019047567064901987	0.6408246313773254	0.0033741889924056	0.0	0.0008413874762489099	0.47296609550926255	0.002864497085952769	0.0015156554066240969	0.0013108033328984913	0.00230973798093275	0.0	0.036644328237514845	0.013018499183970989	0.024293014549305554	0.0407709726302854	0.004693087190289133	0.05351221015398655	0.018039756158282884	0.1414284766903353	0.07710422531284022	0.012430891462835554	0.09853683448956523	0.10530971100539921	0.001305604371812222	0.001597537278607202	0.0002551494704297802	0.001001112026506615	0.00041562624734075237	0.0006725833836339433	0.0007453420837878702
24	0.054141006073399	0.09543689425408361	0.043061207954083414	0.06120860537541729	0.0918430411079308	0.11160577843031805	0.11819543153086623	0.04380815181662212	0.00783622377656473	0.016173654592887807	0.013042236178470687	0.005110099189387045	0.001093425084900314	0.038735348676107374	0.07317989756603407	0.5392369548374819	0.036985066209258885	0.004025432248452528	0.0527147191907525	0.0009664706485916839	0.0013988488988362594	0.07302027580615114	0.013470144661584926	0.7862041392337134	1.8065297337596478	0.0	0.0	0.060885438950422255	0.0	0.0013081239037160543	0.00020794254465713596	0.0	0.0013642885946640248	0.0	0.09412249846762454	0.17305581438097017	0.0007959371336553144	0.0009073636516632064	0.0	0.0007846719973946174	0.007231596885048928	0.002940639349754247	0.0	0.008660933125653594	0.011651374174607099	0.046795691787321285	0.003558311134886979	0.001701415384325134	0.005866409249906386	0.0003915578473903537	0.018419392523427103	1.7825195629438666	2.0481134685167945	1.5678473582554953	0.13877992302480677	0.0828019528876117	0.014420810349198208	0.014420521343108216	0.0043585102613379716	0.0008824286241246765	0.004075263744840814	0.02591830319099691	0.03971469394083379	0.06285113377781179	0.0822066059463796	0.001682288616914326	0.0005462253460601545	0.1526174378481572	0.00041970758242786707
25	0.030404818231256396	0.02266868028446051	0.0114688946809674	0.014857267586702862	0.02339353225181067	0.02746697519676784	0.013275881177469955	0.006033132999806701	0.012826164010208316	0.0026089905059376427	0.0008633574178062167	0.0035374297765766263	0.0034584108090771797	0.006583893087512982	0.024906703310437234	0.9958730181760836	0.02143881505261966	0.011608824017184688	0.11857831084468441	0.008297737724992366	0.013617181559182871	0.07617018975155788	0.02731580432043346	0.06564930047601125	0.2929615445015028	0.0008422786949927553	0.0	0.12950637212111674	0.005467260861383435	0.006669070102695059	0.004855127221322944	0.0	0.008925114991367921	0.009459844835740621	0.014022062018262898	0.01458370720069154	0.0030936937990100515	0.017928646023358693	0.0020382210108004727	0.00037814604919328914	0.008955183361289084	0.0038400215989491684	0.0035995735740377366	0.0009223160246882932	0.03846999320207607	0.22231779037440436	0.012334175172158566	0.0026318349367144313	0.00417659724014639	0.0001583160571894318	0.015114428082500264	1.4334375287475705	1.7029598671948707	2.0002816995286214	0.5131180037579194	0.056719529238716544	0.13775137811113397	0.35562297601983345	1.7967394740809435	1.0509346057251845	0.1620467949733977	0.13149193664815065	0.008979854345043602	0.00506556231502933	0.0021047444700873614	0.0027324049081749787	0.006522794870452334	0.005220542429967896	0.005484260795403627
26	0.0943366363505605	0.129431531607514	0.05240791209272957	0.0803066436200091	0.10105462997491174	0.12545384489764588	0.14249158608776105	0.03519744545272014	0.013916233433297374	0.018459745854594898	0.07713273505031513	0.009444863675076081	0.0032533495962651835	0.03418482628408862	0.12999672827596914	0.43626782329089814	0.017830983528425694	0.021463380767042614	0.2603833991010825	0.008044315808575144	0.007734241370939591	0.49183934587959005	0.04827100591633182	0.16014580606131837	0.3266931094966873	0.0	0.0	0.043238770825513716	0.00483083773047304	0.0065809344329167945	0.0039052622350310446	0.0	0.5708690137388829	0.002282173023729437	0.010543638714442851	0.03822315089806677	0.02660352407220259	0.08195001935188337	0.005375343628768156	0.00369208368413195	1.8729498603721568	1.8009519545406414	1.1642441482993267	2.594077189499586	1.4145814608431915	0.05454511116392749	0.08788241492599623	0.06431226938404062	0.0737689798030439	0.013962859474278895	0.06390696004047912	0.055422346535169094	0.23972328300986784	0.2017789872664836	0.014092493825348345	0.7041449831709998	0.17640432554817778	0.28458813887131973	0.09409810774858289	0.0084415824201595	0.14012027786973397	0.13215149007168786	0.010792538923194223	0.009617176152607241	0.0	0.0008444465619105177	0.0035241999437644967	0.004769099810298423	0.0029271904033832752
27	0.06312154345083835	0.03258780579221664	0.01224429256350114	0.023693826784960733	0.03043618932702425	0.05843923511171091	0.047431104137240894	0.009161996752755395	0.011165180925273832	0.0	0.0017174254898318522	0.0	0.0	0.0019839431053737242	0.005435492122700984	0.9402521257262907	0.0073866733583569525	0.023923015196082736	0.43722303566335075	0.013537853246450973	0.013431212347552936	0.018422520309103838	0.031660567174722105	0.02999548782502864	0.057490905424854	0.0	0.0	0.016975844074326472	0.0050400594897136875	0.009009951372718547	0.0037339187972533585	0.0003776571616779869	0.014558592449338412	0.001717611743160818	0.09248401684700855	0.03771927920849853	0.0014681296720533198	0.0023426759600519396	0.0	0.00043250939017454776	0.023027461651669447	0.000990135023496713	0.0052197419227768705	0.0	0.07568306821168315	0.2680896508773435	0.0006380319661210578	0.0	0.0003949990230402356	0.0005814647674037029	0.08174867414310515	1.0787783509880993	1.3723907576291876	1.8268500325797274	1.016259870747453	0.48455995227024756	0.14510916023997658	3.7768900947887745	2.990985745537325	1.4290757728214245	0.12861392447669087	1.697893554383408	0.0	0.0	0.0	0.010902684165521277	0.00015799597052195704	0.0007490048592819078	0.002418662601918845
