2876	27	CAMTA1
22756	26	RNF10
33828	26	TNRC6B
6193	26	PDCD10
6898	26	FXR1
1390	26	KHDRBS1
10020	26	UBE2D2
21490	26	RPS24
27662	26	SRRM2
14974	26	RPL39
19743	25	RPS13
11796	25	SNX3
18207	25	RAB14
22631	25	HSP90B1
28058	24.333333	RPL26
33792	24	FBXO7
16321	24	ENY2
24811	24	LGALS3
17250	24	RPL35
28169	24	MSI2
19652	24	RPL27A
18899	24	RPLP2
23931	24	RPS3AP44
3259	23.5	RPS7
34272	23.5	MT-ND1
4692	23	CUL3
6328	23	RHOA
5996	23	HLTF
24804	23	PNN
10602	23	SMAP1
1121	23	SH3BGRL3
2137	23	ATP1B1
18211	23	HNRNPK
6992	23	ZBTB20
34284	23	MT-CYB
6656	22	SEC62
28333	22	ZNF207
20001	22	C11orf58
12025	22	QKI
13526	22	SEM1
8952	22	NIPBL
4480	22	PCBP1
18895	22	TALDO1
21899	22	H3-5
1908	22	SRSF10
15725	22	DDX3X
4746	21.5	BZW1
24888	21.5	PABPN1
16155	21.35	RPL7
17217	21	DNAJA1
25023	21	ARHGAP5
18293	21	BAG1
10540	21	SRSF3
10243	21	ETF1
15940	21	ZNF706
28173	21	SRSF1
3691	21	GYPC
15507	21	OGT
16519	21	EIF3H
1194	21	YTHDF2
28174	21	DYNLL2
967	20.35	RPL7P9
31634	20	SNRPD2
6048	20	CCNL1
15750	20	EGR3
753	20	SNRPE
32117	19.999999	RPL18A
10220	19.5	HNRNPH1
25563	19.5	MORF4L1
12046	19.333333	SYNCRIP
2689	19.249996	RPS27P8
33671	19	RBX1
14825	19	MORF4L2
2583	19	NFIA
9645	19	RPS14
27182	19	HAPSTR1
32699	19	EIF1AY
34279	19	MT-ND3
17654	19	DCAF12
27108	18.6	TUBB3
10673	18.5	BCLAF1
19931	18.5	ATP5MG
22403	18.5	NAP1L1
25201	18.5	BCL2L2-PABPN1
18264	18	FCN1
21210	18	RAB18
33650	18	DDX17
17047	18	ELAVL2
25677	18	UBE3A
17919	18	SET
29223	18	RPL23
15071	18	MPP1
17946	18	RPS6
31344	18	RPS11
1397	18	MTF2
20537	18	PIP4K2A
8551	18	HNRNPDL
30189	18	BCL2L1
21187	18	NCOA4
21496	17.5	HPS1
21120	17	WAPL
15565	17	HUWE1
21297	17	HNRNPH3
29222	17	PSMD11
22539	17	ATP5F1B
22540	17	PTGES3
7072	17	BBX
3332	17	USP34
4788	17	GGCX
9454	17	PAIP2
4678	17	BAZ2B
32512	17	FOSB
2839	17	UBAP2L
34225	17	SON
16444	17	RPL8
31474	17	PRDX2
17317	17	RPL12
28210	17	RPL23A
34273	17	MT-ND2
34281	17	MT-ND4
5135	17	PPP1CB
13156	16.5	NAMPT
8620	16	UBE2K
5418	16	XPO1
2265	16	SFPQ
19958	16	FAU
6218	16	RPL29
3368	16	KCMF1
29561	16	MEX3C
6669	16	TSC22D2
9945	16	HNRNPAB
30242	16	TOP1
7967	15.69997	RPL9
7089	15.5	EIF1B
11315	15.1	TUBB2A
26919	15	NDUFAB1
639	15	ARID4B
699	15	PITHD1
1865	15	EIF4G3
25042	15	HNRNPC
4088	15	PPM1G
17190	15	RAD23B
18260	15	CLTA
2035	15	MACF1
11334	15	PNISR
26269	15	MEIS2
25437	15	SLTM
8050	15	G3BP2
6508	15	MBNL1
1641	15	IER5
2683	15	WDR26
20339	15	CADM1
22664	15	PPP1CC
9435	14.85	RPL7P1
9769	14.666667	RACK1
17260	14.5	ISCA1
21378	14	VIM
23319	14	SMARCD1
21586	14	WAC
25230	14	YY1
28245	14	KPNB1
22005	14	CPSF6
6606	14	SELENOK
30511	14	RBM38
5070	14	YWHAQ
20193	14	CAPRIN1
18381	14	TXN
5155	14	RAB1A
26611	14	ZFHX3
29342	14	CLTC
1328	14	UBE2Q1
6642	14	SETD5
24095	14	PTMAP5
32470	13.666662	ZNF90
8686	13.333333	EIF4E
1395	13.333332	RPL5
11892	13.166666	RPS10
11241	13	RANBP9
7118	13	DCUN1D1
15684	13	STAG2
28436	13	YWHAE
2163	13	SRSF11
5141	13	KLF7
31857	13	RPL36
8274	13	ANKRD17
2797	13	EPB41
29249	13	SRSF2
5980	13	U2SURP
27652	13	BRD7
7286	13	CTNNB1
4560	13	SP3
1467	13	PTP4A2
6202	13	KPNA4
1504	13	S100A10
15441	12.999996	RPS23P8
31619	12.6	RPS9
12467	12.583333	RPS3AP26
24581	12.5	SUPT16H
22558	12.5	CHD4
12148	12.5	AMD1
22154	12.5	RAP1B
2372	12.5	GNG5
31307	12.25	RPS28
27860	12.166666	SMARCE1
9859	12	CD74
5133	12	ZC3H15
20789	12	TM9SF3
9727	12	TNPO1
24838	12	PPP4R3A
13086	12	WASL
8311	12	ELF2
7325	12	DHX15
20079	12	NDUFS8
22556	12	GAPDH
7037	12	RPL24
3493	12	ACTR3
21078	12	MXI1
5830	12	SERP1
24427	12	KTN1
32433	12	ILF3
1631	12	ZRANB2
23300	12	KRAS
18173	12	ANP32B
22717	12	SBNO1
26392	12	TPM1
18318	12	NFIB
8768	12	SMARCA5
688	12	PINK1
7899	12	HMGB2
22904	12	KMT2D
30057	12	RPS21
1225	12	AKIRIN1
33758	12	EWSR1
9503	12	PURA
5033	12	PRPF40A
29563	12	TCF4
31284	12	UBL5
12655	12	FIS1
28368	11.5	LSM12
26928	11.5	ATP6V0C
11312	11.1	TUBB2B
13719	11	KMT2E
9452	11	MATR3
17726	11	HSPA5
18089	11	FAM120A
31320	11	RPL18
20505	11	KLF6
27641	11	DNAJA2
9236	11	AFF4
6912	11	TOP2B
30655	11	GNAS
23470	11	FNDC3A
10162	11	SPARC
5394	11	SPTBN1
4625	11	ID2
7960	11	CCNI
20981	11	SRGN
21437	11	OPTN
18084	11	CKS2
14418	11	THOC2
32083	11	COX6B1
9146	11	MAP1B
22211	11	TAOK3
24167	11	NOVA1
1219	11	PFDN2
2553	11	ARF1
9490	11	ZMAT2
15683	11	KDM6A
18728	11	TBRG1
730	11	KRTCAP2
25195	11	RPL36AL
25434	11	COPS2
26839	11	TERF2IP
26406	11	EPB42
4217	11	PSMD1
19286	11	UCP2
8329	11	LCORL
26307	11	COX5A
13781	11	UBE2H
10015	11	ACTBP2
4488	11	RPS15P4
10711	11	MARCKS
4263	10.650002	H3P6
67	10.5	THRAP3
4358	10.5	STRADB
26384	10.5	SNRPN
31456	10.5	RPL13A
7230	10.000001	HMGB1P5
28685	10	SPAG9
16339	10	RPS20
27354	10	CYBA
17524	10	RC3H2
21979	10	PPP1R12A
2636	10	GNB1
25724	10	EIF3J
28552	10	TRIM37
29241	10	MED13
27839	10	LUC7L3
22260	10	FGFR1OP2
11735	10	RWDD1
9394	10	RNF130
1185	10	ASH1L
9833	10	DUSP1
28001	10	FAM117A
28547	10	UBE2G1
18116	10	C9orf78
24330	10	ARMH4
27492	10	MAP1LC3B
73	10	ZMYM4
15925	10	MTDH
21152	10	ARID5B
16757	10	CYRIB
27869	10	PRKCA
29035	10	TAOK1
2624	10	FUBP1
1572	10	TRIM58
4750	10	ARPC2
25121	10	FBXO33
25458	10	ARIH1
29882	10	SEC11C
25701	10	CCNDBP1
31870	10	EEF2
4732	10	ZEB2
31473	10	JUNB
28617	10	RPL38
22767	10	ATP2A2
295	10	TENT5C
23347	10	ARID2
15563	10	RPS4X
1258	10	MIER1
30683	10	SNRPFP1
14106	10	GAPDHP65
10122	10	MATR3
31462	9.690472	RPL10P16
22905	9.583333	RPL6
15561	9.5	PIN4
10101	9.5	SKP1
22683	9.5	PA2G4
28507	9.5	RNASEK
14779	9.416665	RPL36A
19742	9.416665	RPL36AP37
24143	9.100396	RPL21
20890	9.100396	RPL21P16
13461	9	ZNF800
8974	9	GPBP1
19051	9	REXO2
16899	9	RUNX1T1
27735	9	FUS
10250	9	RBM27
33108	9	RPL3
29694	9	SMCHD1
27292	9	ELOB
31301	9	LYL1
31488	9	TLE5
22499	9	RSRC2
11951	9	HMGN3
21071	9	EPC1
3002	9	DNAJC8
3073	9	PUM1
4779	9	EIF4E2
18297	9	ODF2
17134	9	HEMGN
11694	9	PIM1
1164	9	MCL1
4677	9	RBMS1
24221	9	PPP2R5E
27904	9	ATP5MC1
31040	9	CALM3
133	9	USP1
1284	9	CTSS
1566	9	MNDA
5814	9	GMPS
30332	9	SCAND1
19303	9	CFL1
6997	9	TBL1XR1
2554	9	PBX1
6810	9	RPL14
27562	9	METTL9
11326	9	RPL10A
16095	9	TOX
26320	9	RPL36AP8
14017	9	STMP1
5364	8.5	MSH6
16692	8.5	AZIN1
9185	8.5	PAIP1
22104	8.5	UBE2N
33561	8.5	UBE2L3
11747	8.5	RPL12P2
15823	8.5	LSM12P1
2775	8.333333	CDC42
11939	8	FYN
25686	8	SNX1
22750	8	WNK1
26264	8	MEF2A
3326	8	ZNF638
4615	8	NCOA1
19029	8	SF3B2
25122	8	HECTD1
11721	8	SRPK1
12060	8	HSP90AB1
33643	8	LGALS1
24851	8	ACIN1
25173	8	NFKBIA
15353	8	SMARCA1
27364	8	CORO1A
16085	8	RAB2A
12941	8	PHF14
28787	8	NUFIP2
20188	8	HIPK3
22396	8	C12orf57
11969	8	VEGFA
2807	8	PTBP2
3159	8	PRDX6
17481	8	CTNNAL1
8985	8	COX7C
15147	8	SAT1
14312	8	SH3BGRL
28022	8	RPL27
27899	8	TOP2A
21919	8	SLC38A2
819	8	GLUL
4410	8	EPC2
22463	8	ISCU
18259	8	RNF38
8043	8	CPEB2
20484	8	RDX
25431	8	CTDSPL2
22562	8	ZCRB1
23702	8	RBM26
26270	8	SEC11A
2605	8	SELENBP1
21193	8	TIAL1
7660	8	RBM46
16584	8	DMTN
6647	8	AP2M1
635	8	ZNF281
8649	8	NAA15
17021	8	PSIP1
23824	8	SUGT1
10278	8	NSD1
22071	8	CCT2
30522	8	YWHAB
1487	8	IRF2BP2
12919	8	YWHAG
10019	8	CXXC5
25957	8	RPL4
19095	8	RAB6A
20185	8	CSTF3
26352	8	SLCO3A1
28810	8	SUZ12
33819	8	OSBP2
25248	8	ZFP36L1
25190	8	RPS29
27554	8	MT1L
13053	7.785385	PPIA
22578	7.666665	HNRNPA1
17459	7.6	TUBB4B
30119	7.5	SRSF6
30039	7.5	EIF2S2
8305	7.5	CNOT6L
28519	7.5	GABARAP
29556	7.5	RPL17-C18orf32
8997	7.5	ISCA1P1
2027	7.5	MORF4L1P1
10273	7.333329	RPL10P9
11457	7.249999	RPS18
14780	7.249999	RPL36A-HNRNPH2
10382	7.166872	PPIAP29
25083	7.166666	PSMA6
30412	7.166666	UBE2V1
23878	7	MYCBP2
31881	7	NFIX
31492	7	TYROBP
29183	7	GRN
29259	7	MAP2K3
8921	7	VCAN
21365	7	CELF2
5314	7	R3HDM1
20624	7	CCAR1
26897	7	HAGH
32007	7	ELAVL1
10067	7	KIF2A
6738	7	PFN2
27043	7	CSNK2A2
19638	7	TSG101
4534	7	RAB10
14853	7	ATRX
25746	7	ZFAND6
29930	7	XRN2
31501	7	CDC34
15528	7	RBBP7
27284	7	PSMD7
25440	7	HERC1
32066	7	PDCD5
18087	7	SEC61B
28749	7	PFN1
8524	7	CHIC2
20467	7	DDX6
22656	7	ARPC3
5271	7	GRB14
1929	7	PRRC2C
3417	7	YPEL5
30420	7	SNRPB
25284	7	MAX
30251	7	ROMO1
18797	7	PRDX5
1297	7	IFI6
31402	7	LSM7
9257	7	NDFIP1
31421	7	DNAJB1
14576	7	MORC4
12597	7	MKRN1
13861	7	SRPK2
22845	7	ATP5MC2
22935	7	BLOC1S1
4255	7	CIR1
7588	7	PPP3CA
21997	7	TMBIM6
29033	7	NCOR1
2586	7	CREG1
2762	7	TPM3
20831	7	RGS10
10155	7	CHD1
12007	7	ZFAND3
13167	7	UBN2
23295	7	PTMS
289	7	ZNF326
6290	7	CGGBP1
2347	7	HIPK1
7052	7	ZDHHC3
12091	7	CITED2
9474	7	HINT1
20621	7	KIF5B
29114	7	BPTF
4526	7	AGFG1
9168	7	BASP1
31428	7	TRAPPC5
28410	7	UBALD2
5358	7	ZC3H6
11896	7	ILRUN
11203	7	IGF2R
21306	7	PSAP
32099	7	R3HDM4
13914	7	CAPZA2
9204	7	SNX2
29600	7	ATP5MC1P6
5648	7	COX6CP6
34230	7	ABCC13
22885	7	H2AJ
13152	7	CUX1
28879	7	GGNBP2
20353	6.5	KMT2A
22385	6.5	TUBA1B
32140	6.5	UQCR11
28699	6.5	VCF1
4173	6.499997	HSPE1
8960	6.499996	ATG10
33841	6.333333	ST13
33536	6.333332	RPL5P34
30388	6.166666	PEDS1-UBE2V1
6701	6	RBM5
10418	6	JARID2
11740	6	SEC63
23256	6	PLEKHA5
5174	6	PUM2
29886	6	ROCK1
4783	6	ERLEC1
20305	6	EED
15432	6	UBE2A
21070	6	MLLT10
26777	6	YPEL3
26446	6	TNRC6A
24778	6	TOX4
22550	6	CBX5
2712	6	SH3GLB1
31625	6	MARCHF2
33794	6	TIMP3
33132	6	TSPO
24234	6	PPM1A
29968	6	JAG1
30228	6	CHMP4B
30029	6	CST3
29381	6	CELF4
29860	6	RIOK3
15206	6	FMR1
25607	6	RAB11A
18266	6	TLE4
21725	6	EIF3A
21317	6	SMC3
10626	6	TENT5A
10183	6	TCERG1
9391	6	CPEB4
6601	6	NKTR
4420	6	RND3
2801	6	RPL22
2132	6	RAP1A
3131	6	ARID1A
29619	6	MYL12B
27181	6	RBBP6
4345	6	ACSL3
30202	6	PSMF1
64	6	PSMB2
4511	6	TUBA4A
8940	6	ZSWIM6
14733	6	COX7B
28687	6	PSME3
1193	6	LAMTOR5
11439	6	ADGRB3
22033	6	USP15
12050	6	UQCC2
19544	6	CREBZF
23335	6	DENR
26119	6	UBE2Q2
5177	6	ACP1
4245	6	RHOB
10039	6	PPIP5K2
9572	6	DDX46
10366	6	FAM50B
21536	6	TCF7L2
19899	6	CELF1
9888	6	DAB2
2823	6	SSBP3
34031	6	DYRK1A
2560	6	WASF2
30724	6	SAFB
31560	6	IER2
814	6	PDZK1IP1
2510	6	CMPK1
6934	6	ZNF148
13403	6	TRA2A
25070	6	CFL2
21369	6	GHITM
19481	6	PSMC3
21086	6	ANAPC16
29192	6	CDK12
32421	6	GPX4
22915	6	TUBA1C
9701	6	ZNF608
1122	6	CD52
26450	6	ARL6IP1
28745	6	TANC2
21312	6	JMJD1C
18795	6	PPP1R14B
22172	6	NUDT4
2908	6	UQCRH
5739	6	NECTIN3
26036	6	OAZ2
21594	6	PCGF5
14061	6	RPS27AP20
6247	6	COPB2
16239	6	YTHDF3
1313	6	ISG15
25479	6	C15orf61
20984	6	LCOR
23873	6	TFDP1
21857	6	STK38L
23617	6	RPL7P45
6879	5.999999	RPSA
3423	5.833333	RPL31
21768	5.833332	PTEN
27183	5.790872	RPL21P119
33557	5.5	RBFOX2
30307	5.5	CSNK2A1
2946	5.5	CACYBP
19106	5.5	COPB1
6668	5.5	RYBP
26022	5.5	PDIA3
2245	5.5	NUDT4B
12635	5.5	EEF1B2P6
6622	5.5	HNRNPA3P6
19465	5.5	HNRNPUL2
20910	5.5	RPL13AP5
3995	5.333333	TUBA3D
12265	5.207539	RPL21P75
28471	5.166666	TLK2
27215	5	IL32
11165	5	UBR2
28953	5	RABEP1
20903	5	VCL
8916	5	MTREX
13466	5	CUL1
8851	5	ZFR
19320	5	MPPED2
25549	5	RORA
22881	5	ANKRD13A
18210	5	SMARCA2
13886	5	CNOT4
2344	5	RSBN1
10181	5	MEF2C
32290	5	RPS5
19515	5	GSTP1
28993	5	NLK
6589	5	CDV3
9902	5	MAP3K1
33624	5	ASCC2
24657	5	DAAM1
24640	5	CHD8
30241	5	CTSZ
30022	5	PSMA7
14978	5	NKAP
23785	5	INTS6
16338	5	EIF3E
16001	5	UBR5
31127	5	MED26
31078	5	NOP53
13911	5	DNAJB6
13216	5	EIF4H
21630	5	CUL2
7375	5	SLAIN2
7444	5	KLF3
22576	5	CNOT2
9795	5	CLK4
9538	5	CLINT1
9340	5	NR3C1
6937	5	ACAP2
6076	5	EIF4G1
5116	5	BIRC6
3068	5	TMEM59
2415	5	GADD45A
2375	5	SSX2IP
17569	5	PTBP3
17269	5	MAPKAP1
25167	5	RBM25
22513	5	NR4A1
10940	5	NUP153
8368	5	EREG
6717	5	EMC3
29191	5	MED1
30954	5	UBA2
32589	5	ZFP36
25899	5	DUT
16284	5	PHF20L1
10834	5	PPIL4
9482	5	ANKHD1
22940	5	RAN
12433	5	SEC61G
23930	5	CDK8
17212	5	ANXA1
3111	5	RC3H1
23527	5	SPRY2
28171	5	VEZF1
3824	5	MARCHF7
20576	5	DNAJC1
17277	5	GOLGA1
26325	5	THBS1
26042	5	RTF1
2874	5	FNBP1L
22094	5	ZNF740
25604	5	MFAP1
26587	5	ZCCHC14
373	5	NME7
1972	5	DCAF6
2935	5	HDGF
2448	5	ANP32E
4607	5	NBEAL1
7014	5	NFKBIZ
9846	5	RNF44
13055	5	PURB
21696	5	UPF2
20756	5	CACUL1
5083	5	RMND5A
10066	5	SREK1
20813	5	BUB3
16538	5	ELOC
17063	5	GNAQ
25467	5	NPTN
1381	5	MFSD14A
13686	5	AUTS2
19461	5	UBXN1
821	5	ELAVL4
2499	5	NBPF20
4136	5	CFAP36
7106	5	PBRM1
16394	5	COX6C
18696	5	CUL5
26402	5	HDGFL3
27153	5	AP1G1
22026	5	KRT1
5640	5	ALCAM
9798	5	HSPA4
10447	5	ID4
19078	5	FKBP2
26281	5	CHD2
10124	5	HNRNPA0
10349	5	AP3S1
28282	5	GRB2
31151	5	RAD23A
2145	5	H2AC25
27755	5	LRRC75A
31750	5	MEX3D
5784	5	SIAH2
19227	5	SRPRA
22121	5	DAZAP2
17003	5	BRD10
23595	5	PCDH9
25577	5	NR2F2
29184	5	GPATCH8
17221	5	TLE1
23015	5	SRGAP1
28183	5	ZNF652
1458	5	MACO1
7651	5	RPS23P2
88	5	MYCBP
16627	5	CEBPD
15818	5	PPP2R2A
1055	5	HMGB1P26
25177	5	RPL3P4
23918	5	N4BP2L2
31783	5	NDUFV2P1
16562	4.833333	EEF1D
23251	4.5	SRSF9
30159	4.5	MMP24OS
18	4.5	RER1
18971	4.5	USP47
26794	4.5	EIF3C
26792	4.5	EIF3CL
29250	4.5	VAMP2
18455	4.5	CSNK2A3
25918	4.499997	HSPE1P3
21189	4.333333	EIF5AL1
13224	4.2	KMT2C
15202	4.2	FTH1P8
14925	4	ZFX
26950	4	LUC7L
12036	4	REV3L
1028	4	FAM76A
22559	4	YAF2
10952	4	SERPINB1
10911	4	TBPL1
9853	4	FAM13B
202	4	ZZZ3
32443	4	AP2S1
10150	4	YTHDC2
19674	4	RSF1
12104	4	ARID1B
20181	4	TTC17
30628	4	NNAT
4479	4	MXD1
22616	4	SFSWAP
28646	4	APPBP2
21901	4	INTS13
6586	4	MYLK
13718	4	CDK13
16127	4	TRAM1
26011	4	MAPK6
23224	4	ATP2B1
5800	4	FNDC3B
32419	4	ICAM3
16773	4	PCM1
6268	4	GSK3B
8604	4	YTHDC1
20084	4	APLP2
4712	4	AGBL5
14940	4	BCORL1
22437	4	TMED2
24321	4	RTRAF
22156	4	TESC
25074	4	PPP2R3C
7268	4	LRRFIP2
12068	4	CDC5L
31410	4	TECR
33544	4	EIF3D
32085	4	ACP5
27329	4	CTCF
26619	4	COTL1
16264	4	TRPS1
30789	4	BABAM1
13045	4	DNAJC2
12952	4	FKBP14
20868	4	CUEDC2
29247	4	PRKAR1A
27761	4	WSB1
28192	4	IFT20
19549	4	ZBTB16
18736	4	HSPA8
22116	4	METAP2
22660	4	VPS29
12043	4	C6orf62
10065	4	ERBIN
8923	4	SUB1
9837	4	ATP6V0E1
7204	4	SMC4
6135	4	TFDP2
7076	4	PRKAR2A
6560	4	FOXP1
6966	4	SPCS1
4031	4	CNPPD1
4695	4	SOS1
4639	4	SUMO1
4214	4	PLEKHA3
459	4	IVNS1ABP
2109	4	SMG7
1031	4	RCOR3
17836	4	KLF9
6769	4	SENP5
10310	4	TGFBI
3175	4	RNF2
6100	4	ZNF639
4102	4	ACVR2A
29661	4	SLC66A2
15066	4	PRDX4
8386	4	MXD4
30169	4	GDAP1L1
11497	4	ATXN1
30593	4	FLRT3
29946	4	DSTN
31873	4	MAP2K2
13209	4	AKAP9
13768	4	FOXP2
25766	4	ARPP19
16551	4	XPO7
13575	4	ARPC1B
1270	4	CAP1
30614	4	SNAP25
2222	4	DCAF8
113	4	TUT4
29441	4	TPGS2
22913	4	FBXO21
11371	4	EPHA7
26548	4	DYNC1LI2
23656	4	ITM2B
23689	4	LCP1
17601	4	ST6GALNAC4
17969	4	STX17
23949	4	MBNL2
26931	4	PDPK1
1494	4	SNX27
976	4	JTB
3347	4	HNRNPLL
5366	4	ASXL2
4990	4	SLC20A1
5564	4	PTPRG
5699	4	ATG3
7494	4	CISD2
9956	4	PIK3R1
9178	4	LRRTM2
15478	4	CASK
16848	4	ATP6V1B2
16661	4	CCDC25
19777	4	HIKESHI
18987	4	LAMTOR1
21337	4	PDCD4
22917	4	UBC
5178	4	ZFP36L2
26607	4	CFDP1
5626	4	TOMM70
34012	4	BTG3
33935	4	SCAF4
15975	4	UQCRB
15246	4	PHF6
19274	4	UBE2L6
552	4	SHCBP1L
16828	4	RBPMS
1246	4	NDUFS2
1252	4	GPBP1L1
34176	4	ITGB2
23317	4	RACGAP1
3071	4	LAPTM5
2621	4	DNAJB4
2431	4	S100A12
7929	4	SPRY1
7761	4	ARFIP1
24777	4	CPSF2
28181	4	NDEL1
20318	4	OTUB1
7043	4	ARF4
7700	4	TSPAN5
4770	4	RNF181
6148	4	NMD3
8346	4	CXCL8
28037	4	TRAPPC1
9883	4	CD14
9849	4	SPATA24
9601	4	IRX2
30390	4	CEBPB
13093	4	GNB2
6868	4	TMCC1
23844	4	NBEA
20351	4	NPAS4
19432	4	TMEM9B
27263	4	IRX5
26564	4	MAF
4689	4	NRXN1
26033	4	ZNF609
3596	4	FIGN
9982	4	RPL27AP5
30642	4	TSHZ2
1138	4	ACBD3
33662	4	GAS2L1
7159	4	LSAMP
27483	4	USP7
17487	4	IER5L
8275	4	MAML3
14887	4	FLNA
2929	4	TRIM33
24484	4	LRP10
3741	4	TLK1
25072	4	BAZ1A
4933	4	STK39
34282	4	MT-ND5
112	4	FOXJ3
21082	4	IFIT1B
22399	4	ATXN2
22153	4	SLC48A1
4988	4	RTRAFP1
26437	4	RPL7P47
9891	4	RPLP0P9
18934	4	RPL36AP39
17637	4	PSIP1P1
12890	4	ATP5MF
10011	4	RPS2P24
8666	4	GYPB
22059	4	ATXN7L3B
28711	4	TAF15
3327	4	PPP4R3B
22572	3.999999	RPL18AP3
8179	3.816669	H3P16
8558	3.815872	RPL21P53
1973	3.666666	H2AC18
1971	3.666666	H2AC19
475	3.623015	RPL21P28
10012	3.6	RPL7P23
15069	3.500013	RPL9P7
28849	3.5	CDC27
25816	3.5	TJP1
16434	3.5	GFUS
12198	3.5	PTP4A1
4555	3.5	FBXO11
32568	3.5	SAMD1
2628	3.5	GATAD2B
13604	3.5	JAZF1
28508	3.5	RNASEK-C17orf49
21627	3.5	VDAC2
28695	3.5	COG1
4130	3.5	UBE2F
16988	3.5	TCEA1
27402	3.5	BCLAF1P2
11710	3.429671	HLA-B
21718	3.2	SAR1A
11682	3.178569	BAG6
11891	3.166666	RPS10-NUDT3
7386	3	HS3ST1
28473	3	SLC4A1
26435	3	CREBBP
28450	3	PDK2
27778	3	AP2B1
12720	3	KDM7A
13869	3	PHTF2
4663	3	MAP4K3
24543	3	SAMD4A
30314	3	RTF2
2447	3	PLEKHO1
32001	3	POU2F2
2180	3	SARS1
29148	3	TIMP2
15612	3	GPM6B
26981	3	HERPUD1
4131	3	MTA3
23279	3	SLC2A3
31175	3	EPN1
23551	3	IPO5
29665	3	FECH
17576	3	FRMPD1
5094	3	MAP4K4
24720	3	PALS1
6044	3	IGF2BP2
20303	3	PICALM
22757	3	SLC25A3
6771	3	DLG1
6065	3	RAB7A
7683	3	JADE1
29697	3	THOC1
6009	3	PCNP
2395	3	PTPRC
2118	3	SMAP2
28727	3	ATXN7L3
28996	3	PSMC5
15540	3	ARHGAP4
