array_row	array_col	barcode	B_Cell	Endothelial	Fibroblast_Stroma	Macrophage	T_Cell	Tumor_Core
20	14	Spot_440-1	0.0	0.0	0.0	2.018814329108201	0.023762771814575756	0.9375243066699109
21	14	Spot_441-1	0.0012820904366256207	0.0	0.0	0.0	0.0	1.0376565398945177
12	15	Spot_462-1	1.0812660390022946	0.0	0.0	0.9889109890542552	1.0472914239767641	1.0545824893515405
13	15	Spot_463-1	0.0	0.0013786186045386672	0.0	0.030934889408003208	0.02366240576311435	0.912338927142425
14	15	Spot_464-1	0.0	0.03989628976650306	0.002190615024145859	1.0117558880796822	0.0	1.9970101240407747
16	15	Spot_466-1	0.01260283157282005	0.0	0.0	1.0299866093736236	0.0	1.0007298042734916
18	15	Spot_468-1	0.9749201730761742	0.010848754493489432	0.04805450755507523	0.0	0.0	0.9787160752563053
10	16	Spot_490-1	0.0	0.009205217732078821	0.0	0.0	0.0	0.9895129531535855
11	16	Spot_491-1	0.0	0.0	0.03171913113923276	0.0	0.0	2.036414580451685
13	16	Spot_493-1	0.0	0.027242765835038336	0.0	0.0	0.0	0.9492429498850935
15	16	Spot_495-1	0.0	0.0020395404095312486	0.04131696754922698	1.9310561818136434	0.0	0.9594030567235974
17	16	Spot_497-1	0.0	2.0769087431606774	0.0	0.0	0.0	0.931541155227798
18	16	Spot_498-1	0.0	0.06531702970147579	0.0	1.0155011540305388	0.006568809735086778	1.0066434220387976
22	16	Spot_502-1	0.0	0.009937423603908535	1.9869610001906572	0.058372883650459895	0.021947616210097776	0.9257585667652914
23	16	Spot_503-1	0.020787960796330322	0.0007634204965317679	0.025936334961995072	0.0	0.0	0.9440653876821693
9	17	Spot_519-1	0.0	0.008046737354078275	0.006882613318522236	0.030537981729655325	0.0	1.919640287073343
11	17	Spot_521-1	0.0	0.0	0.03936984264907273	1.023476013456698	0.01042135938269606	0.921690097542656
12	17	Spot_522-1	0.0	0.03478986507554116	0.0	2.1563586191677695	0.0	1.9073998399228551
15	17	Spot_525-1	0.0	0.0	0.039070628268148555	1.0207846456852285	0.0	0.9406496579474133
17	17	Spot_527-1	1.0034398959694968	0.0	0.0	0.0	0.0	0.9200309189493099
18	17	Spot_528-1	0.009947545305712957	0.0	0.0	0.9609665157394889	0.07089030644649197	0.9711802512769162
21	17	Spot_531-1	0.0	0.053867619553610746	0.0	0.9330915546351366	0.05287814337040131	0.9499758018300619
12	18	Spot_552-1	0.0	0.04136364610900389	0.0	0.0016846726514383459	1.052669501885337	1.933025567577103
13	18	Spot_553-1	0.0	0.03784476309361841	0.0069259423818843514	0.0	0.0	0.94371313338144
14	18	Spot_554-1	0.9527353111391579	0.0	0.041452705663378164	0.013586738240165708	0.01028127114317473	0.9512951243417666
15	18	Spot_555-1	1.8972405389133897	0.0	0.022899940828657983	0.053554322462487924	1.0052022850894617	0.9958525178457065
16	18	Spot_556-1	0.005395513470546259	0.049421178536472495	0.0	0.0	0.00012497688727444028	1.9196879029875524
17	18	Spot_557-1	0.0062539523581537915	0.02823650158890112	0.0236064803914523	0.9677955809913975	0.0	0.9512043487808817
18	18	Spot_558-1	0.0	0.0	0.0	1.0013807922071472	0.0	1.0527830278312853
20	18	Spot_560-1	0.0	0.0	0.9715771401210986	1.027731780576609	0.02751611354490857	0.9903926617703809
12	19	Spot_582-1	0.0023815415454344624	0.0	0.041873536846877446	1.0596384194178483	0.0	0.9380196601228517
19	19	Spot_589-1	0.02014295741853034	0.9304609576197913	0.0	0.0	0.037165945086390706	0.920334957175746
20	19	Spot_590-1	0.013507546331671283	0.0	0.9499782417439199	0.0029060088193717526	0.0	1.0430715064876401
18	20	Spot_618-1	0.030087941571103727	0.0	0.9593697995524283	0.9577797411842567	0.08146954866954503	0.870617560306214
13	22	Spot_673-1	0.0	0.0	2.032550007677351	0.0	0.0	0.9551819868527048
15	23	Spot_705-1	0.0	0.0	1.0100165073556575	0.0	0.0012608822531295916	0.9849906400156149
16	23	Spot_706-1	0.0	0.0	0.005079853535206125	0.015812848648786848	0.9768871410905422	1.0513945836250556
