cluster	ref	rank	genes	scores	logfoldchanges	pvals	pvals_adj
0	rest	42	GPR160	44.40284	2.552463	0.0	0.0
0	rest	43	SLC6A6	43.665188	2.0286274	0.0	0.0
0	rest	44	ABCA4	43.65104	2.0252478	0.0	0.0
0	rest	45	ATP8A2	43.344612	1.9951297	0.0	0.0
0	rest	46	ZMYND19	42.90337	2.3288808	0.0	0.0
0	rest	47	ANO2	42.633537	2.1101036	0.0	0.0
0	rest	48	PTPN13	42.501183	2.0713475	0.0	0.0
0	rest	49	MAP2	41.921646	1.6164193	0.0	0.0
1	rest	0	EYS	32.953968	2.414557	5.9284932470692786e-195	2.1698878133598267e-190
1	rest	1	CNGB1	30.681345	2.0593762	1.6966351788208653e-182	1.0349757363337081e-178
1	rest	2	PLOD2	29.16372	2.439112	2.669321118380249e-167	1.2212477781729437e-163
1	rest	3	ANO2	27.175035	1.9100046	2.1888685918865234e-146	6.162675333202973e-143
1	rest	4	PDE6A	27.11582	2.018235	1.1282427431243639e-142	2.580925790068428e-139
1	rest	5	ABCA7	25.40677	2.0863504	4.9899044693560766e-130	7.609812228454239e-127
1	rest	6	PPP2R2B	25.358213	1.4789182	2.132725402594259e-130	3.548176475470567e-127
1	rest	7	SORBS2	24.20948	1.4906311	7.823379624813364e-120	8.677076292357391e-117
1	rest	8	DMD	24.114624	1.541592	1.4921559017380548e-116	1.3653599539878637e-113
1	rest	9	LDLRAD4	23.90522	1.7708125	2.8195502579125647e-117	2.7157462892067837e-114
1	rest	10	SYNE2	23.868727	1.661018	9.454364851198441e-117	8.872800203043951e-114
1	rest	11	PCDH15	23.102594	1.5924419	2.1652202011765126e-108	1.553906364377677e-105
1	rest	12	PDE6B	22.547955	1.7355343	3.877819646547088e-105	2.534501372915535e-102
1	rest	13	ABCA4	21.82292	1.5129309	6.102419346848589e-99	3.237023920492829e-96
1	rest	14	DSCAML1	21.611988	1.3952713	2.0487319383932784e-97	1.027200516125101e-94
1	rest	15	CADM2	21.485418	0.8774855	1.0693221902045808e-94	5.0828911017763456e-92
1	rest	16	SND1	20.99724	1.6471905	4.784817380331137e-92	1.9901034197443173e-89
1	rest	17	RIMS2	20.813478	0.9287413	1.2381109403714367e-89	4.720426930055724e-87
1	rest	18	EXOC4	19.528877	1.1370597	1.1188836683452161e-80	3.199395401961192e-78
1	rest	19	ARMC9	18.439436	1.3424152	1.3525015815161717e-72	2.911935905004318e-70
1	rest	20	PFKP	17.78055	1.3408097	1.0732789069785253e-67	1.9740241846392465e-65
1	rest	21	GLB1L2	17.363098	1.6798389	1.7409419963898875e-64	2.936415576491533e-62
1	rest	22	THSD7B	17.218653	1.3020375	9.108741993247782e-64	1.4883440432806343e-61
1	rest	23	DISC1	16.742708	1.2773126	1.2432659007821052e-60	1.8201910093810332e-58
1	rest	24	NTM	16.492474	1.0522431	1.455671595637674e-58	2.0029712808997937e-56
1	rest	25	MARCH1	15.878822	1.0742941	6.93579463789062e-55	8.576250660183601e-53
1	rest	26	NFASC	15.399738	1.2508891	1.0051092142386254e-51	1.0820000691278802e-49
1	rest	27	ADCY1	15.296172	1.2211192	4.021382997770508e-51	4.217382209209122e-49
1	rest	28	MAP1B	15.0607195	1.1554781	1.1215407158156338e-49	1.1005231029374804e-47
1	rest	29	IMPG2	15.041122	1.164242	1.3314759427115212e-49	1.3030307748445023e-47
1	rest	30	ARHGAP10	14.894321	1.2798007	1.2267969196430233e-48	1.1310325958653476e-46
1	rest	31	ABLIM1	14.388571	1.0616057	1.257505369228556e-45	1.0160254750360789e-43
1	rest	32	BBS9	14.26408	0.9811152	6.15486880737614e-45	4.813554555956711e-43
1	rest	33	LINC02733	14.040129	1.3308643	1.6726294362159561e-43	1.209879644168779e-41
1	rest	34	KIFC3	13.784062	1.1993902	4.5302959057429994e-42	3.0820327220464596e-40
1	rest	35	CASZ1	13.6637	1.10163	1.9764046545939765e-41	1.310478021065111e-39
1	rest	36	NXN	13.633191	1.4903231	4.2871163454062744e-41	2.792041732352581e-39
1	rest	37	LIMCH1	13.584885	1.0809991	5.808409403410836e-41	3.769389939259575e-39
1	rest	38	AC107021.1	13.390025	1.4477794	9.02832114917146e-40	5.516620740915269e-38
1	rest	39	GPI	13.225993	1.1637225	6.282198528399847e-39	3.726657185380272e-37
1	rest	40	AL161757.4	13.219877	1.0341642	5.887226920067692e-39	3.5151450652756536e-37
1	rest	41	PROM1	13.0838785	0.9797584	3.0651576301449207e-38	1.755678159952023e-36
1	rest	42	AKAP9	12.932957	0.8398842	2.0510521192693666e-37	1.123810757745181e-35
1	rest	43	LHFPL3	12.915056	0.91488105	2.508401679154271e-37	1.3702986546078428e-35
1	rest	44	USH2A	12.124184	0.94768244	3.53149866977519e-33	1.5859678872692236e-31
1	rest	45	AC092100.1	11.83304	1.0298417	1.1010405334617382e-31	4.6427631987595706e-30
1	rest	46	ERN1	11.786374	1.5013164	2.4032151907938566e-31	9.950235203421488e-30
1	rest	47	PRELID2	11.702825	0.9823791	4.581826623696108e-31	1.8737367179206844e-29
1	rest	48	FTH1	11.657043	0.8401921	8.46081336138441e-31	3.418037856953982e-29
1	rest	49	NEURL1	11.573774	1.069474	2.250379222844412e-30	8.952840210361774e-29
2	rest	0	EYS	36.37891	2.6482003	6.336122140848193e-216	1.1595420323859235e-211
2	rest	1	ANO2	34.04547	2.2435079	3.1203211221029772e-204	2.8551718347522766e-200
2	rest	2	PLOD2	33.846592	2.6238759	4.71013067772604e-215	5.746516431181693e-211
2	rest	3	SYNE2	33.3965	2.1074042	2.936046364532158e-202	2.1492446597648304e-198
2	rest	4	PDE6A	32.41663	2.360655	2.2828480958317004e-184	1.1936360450790866e-180
2	rest	5	CNGB1	32.176365	2.0808852	1.7067242291819308e-190	1.0411302252047975e-186
2	rest	6	LDLRAD4	30.937572	2.1043813	3.4744109150820944e-182	1.5895864237864969e-178
2	rest	7	PCDH15	30.21514	1.990677	1.217760141684501e-165	3.4285568419841863e-162
2	rest	8	ABCA4	29.988932	1.907598	6.0989151885916885e-168	1.8602199568137033e-164
2	rest	9	MARCH1	29.070463	1.7649113	2.077655467866537e-160	5.4317334128130795e-157
2	rest	10	DMD	28.680212	1.7779617	6.0960538086580995e-151	1.1743245550036584e-147
2	rest	11	EXOC4	28.405746	1.5019356	2.431386442131194e-153	5.932745011229589e-150
2	rest	12	PPP2R2B	28.063631	1.5563225	2.9087652565005522e-152	5.914650952954261e-149
2	rest	13	ARMC9	28.011614	1.8440152	3.05422616003389e-153	6.986733230212525e-150
2	rest	14	PDE6B	27.788937	1.973843	1.7553968205211563e-152	3.7793693545820496e-149
2	rest	15	DSCAML1	26.59585	1.58425	2.051833475134258e-138	3.754957851169449e-135
2	rest	16	ABCA7	25.861332	2.0150785	3.2113979956813025e-134	5.342744456360516e-131
2	rest	17	CADM2	25.7771	1.0201739	6.448775442697235e-126	9.834651249090062e-123
2	rest	18	DISC1	24.981386	1.749488	3.315590710897747e-125	4.854157424382737e-122
2	rest	19	USH2A	24.981106	1.7402546	7.54348446203389e-124	1.0225891659070458e-120
2	rest	20	PRELID2	24.841661	1.8376046	2.7748776824149137e-124	3.9062806943872406e-121
2	rest	21	PFKP	24.546667	1.6805375	3.929413306917849e-122	5.136444873089293e-119
2	rest	22	SORBS2	24.500416	1.4440726	1.0244453777436802e-119	1.2929560438205667e-116
2	rest	23	PTPN13	24.269527	1.6953417	6.064382911754903e-119	7.160079966230362e-116
2	rest	24	SND1	24.111048	1.7712779	2.6992398120967717e-118	3.0873398863298107e-115
2	rest	25	AL161757.4	24.096582	1.689512	4.597156712006213e-118	5.098804024731497e-115
2	rest	26	ADCY1	24.06041	1.7422577	7.705794138169825e-118	8.295287389739817e-115
2	rest	27	BBS9	23.979834	1.4784639	9.906789041415549e-116	9.542062781706592e-113
2	rest	28	AC092100.1	23.404083	1.8054264	4.569285987850733e-112	3.9819151533648735e-109
2	rest	29	LIMCH1	23.3638	1.6671607	1.0678372903153645e-111	9.089282014612247e-109
2	rest	30	GLB1L2	23.335575	2.066511	4.201192521114191e-111	3.342779292723924e-108
2	rest	31	PROM1	23.301418	1.5632598	1.8654786377997999e-110	1.4527315664278824e-107
2	rest	32	RIMS2	23.130802	1.0090256	2.384903552253071e-105	1.5587474092145474e-102
2	rest	33	IMPG2	23.043453	1.6333328	9.939372221071983e-109	7.424305360478687e-106
2	rest	34	LINC02733	23.019869	1.9760858	1.5400284518014588e-108	1.1052270855761802e-105
2	rest	35	UNC5C	23.003088	1.7837974	1.4069831737128166e-108	1.029939822821256e-105
2	rest	36	NTM	22.897736	1.3898863	1.2463596813738125e-103	7.731866219993713e-101
2	rest	37	MAP1B	22.552454	1.5803261	1.0297374765365756e-104	6.6121791892482806e-102
2	rest	38	NRG1	22.256172	1.9266831	6.979035723964256e-102	4.257328108880262e-99
2	rest	39	THSD7B	22.085842	1.5842974	4.675505991921243e-99	2.5928514365198395e-96
2	rest	40	OXR1	21.97324	1.3642635	3.972354115492606e-99	2.236802045863767e-96
2	rest	41	ARHGAP10	21.97171	1.7334337	7.241459561942442e-100	4.1413228347914896e-97
2	rest	42	AC079362.1	21.738855	1.689965	8.028126309258089e-98	4.321138985958166e-95
2	rest	43	NFASC	21.374083	1.5831089	6.093868933810414e-95	3.014076984410743e-92
2	rest	44	NEGR1	20.979235	1.117473	2.720016946316773e-90	1.1994619307486773e-87
2	rest	45	RABGEF1	20.86066	1.5368687	8.641739281807266e-91	3.857271944553997e-88
2	rest	46	COL25A1	20.717333	1.7401394	1.2001914280550126e-89	5.229548387885894e-87
2	rest	47	GRB10	20.528133	1.426213	4.30294685820289e-88	1.7896836131486818e-85
2	rest	48	CACNA2D4	20.452175	1.3911064	1.666616267656435e-87	6.703277144230019e-85
2	rest	49	MAK	20.306364	1.4039905	3.0497143912054156e-86	1.1627353795053065e-83
3	rest	0	GABRG3	80.93844	7.5335975	0.0	0.0
3	rest	1	NAV2	71.46003	6.683197	0.0	0.0
3	rest	2	AKAP12	67.85607	7.353271	0.0	0.0
3	rest	3	NEAT1	65.96379	5.7748303	0.0	0.0
3	rest	4	CTNNA2	61.51991	6.4022017	0.0	0.0
3	rest	5	TF	59.279274	6.0459223	0.0	0.0
3	rest	6	PDE8B	58.566177	6.460827	4.502858298157733e-305	1.8312124063430131e-301
3	rest	7	KAZN	57.79956	5.851527	0.0	0.0
3	rest	8	STAC2	57.262936	6.431481	1.2492641736385335e-302	4.5724318019343967e-299
3	rest	9	PRKG1	55.77442	5.8398023	0.0	0.0
3	rest	10	GABRG3-AS1	52.796734	6.4780197	7.114536862432308e-273	2.0030704900144994e-269
3	rest	11	FOXP2	50.6486	6.45404	8.10935347560992e-266	2.120074618291419e-262
3	rest	12	RASGRP1	49.266964	6.1530976	2.637765997737179e-247	5.679110193128147e-244
3	rest	13	GLUL	46.816	4.9320664	1.1715168173891373e-275	3.898062457569074e-272
3	rest	14	TRPM3	46.69621	5.0092783	2.1605965658435722e-274	6.589999575536716e-271
3	rest	15	LRRC4C	46.67917	4.629719	1.7587944831218075e-263	4.291575791782751e-260
3	rest	16	MYO3A	45.59299	6.245574	3.269652941970629e-229	5.203155101263782e-226
3	rest	17	WIF1	45.55566	5.5807133	1.9279878472289408e-258	4.410392699776654e-255
3	rest	18	SPOCK1	45.300537	5.554374	6.380140719854801e-244	1.2973307249300308e-240
3	rest	19	PIP5K1B	45.19812	5.768538	3.208064214910132e-231	5.59135039666313e-228
3	rest	20	ZHX2	44.497974	6.221592	9.222913362692676e-217	1.250251303658943e-213
3	rest	21	LSAMP	43.864845	4.569951	2.5903369116607043e-233	4.7404460651846725e-230
3	rest	22	APP	43.775463	4.8851113	2.5306543281395947e-242	4.8749725823282795e-239
3	rest	23	ESYT2	43.2919	5.3748946	2.101485674170964e-229	3.496203507287794e-226
3	rest	24	MAPK4	43.25649	5.206791	1.0039914359878965e-228	1.5311287728580417e-225
3	rest	25	CDH23	43.255234	6.039259	1.8553171700946526e-211	2.2635487914211457e-208
3	rest	26	PMEPA1	43.252	6.128545	1.8917080852472614e-206	2.036423753768677e-203
3	rest	27	CP	41.836773	6.1142936	5.360334460768848e-204	5.449822266627794e-201
3	rest	28	RTN4	41.717503	3.654409	4.4682887809364555e-226	6.541753506842208e-223
3	rest	29	PDE10A	40.547997	5.9522347	7.593468774713853e-207	8.422077291615204e-204
3	rest	30	MIR100HG	40.309864	5.260154	3.1094117356606225e-203	3.075880511808499e-200
3	rest	31	COL23A1	40.27915	6.484818	2.335655535209291e-187	2.0850567864437868e-184
3	rest	32	DLG5	40.21972	4.6691585	5.041478548682418e-212	6.362867460700868e-209
3	rest	33	DIP2C	39.492104	3.6715224	8.68423087737208e-220	1.2225059013180597e-216
3	rest	34	TANC1	39.13145	4.6490307	4.713276829927622e-209	5.390957664130653e-206
3	rest	35	PLCE1	38.79119	5.536001	4.693862405534444e-188	4.405129689870928e-185
3	rest	36	JUNB	38.427643	5.5197244	2.6753868846746388e-185	2.331472270618487e-182
3	rest	37	VEGFA	38.413048	3.941442	3.171950224071513e-212	4.1463053625443373e-209
3	rest	38	HKDC1	38.323734	5.823501	4.9318402454133404e-188	4.512757120559342e-185
3	rest	39	KIAA1217	38.1889	4.427641	2.848678136326199e-211	3.363369950570168e-208
3	rest	40	CDH11	38.056965	4.876254	2.160468537608837e-195	2.0809291827637116e-192
3	rest	41	EGF	37.961838	5.7774987	1.106921150790101e-180	9.003204675570774e-178
3	rest	42	GPM6A	37.339554	4.004277	9.574535664998252e-205	1.0012502282131458e-201
3	rest	43	IGFBP5	37.33703	6.3254266	2.680444021367943e-170	2.043894408876835e-167
3	rest	44	LINC00511	36.58996	6.8174634	9.956869382633766e-163	7.145713260270166e-160
3	rest	45	SLAIN1	35.92213	4.7335305	1.8611339170770488e-177	1.480855706498632e-174
3	rest	46	DLG1	34.60254	3.318341	5.589208815867945e-182	4.7574565551065736e-179
3	rest	47	ARHGAP32	34.29784	3.468717	3.4962708857782817e-181	2.9083411520538836e-178
3	rest	48	LGR4	34.2046	4.0286098	3.6160564258795154e-177	2.8159847073109817e-174
3	rest	49	ECE1	33.92794	6.1042724	7.306836107763662e-150	4.3135081996815775e-147
4	rest	0	SAMD5	106.588715	7.608437	0.0	0.0
4	rest	1	SDK1	100.41185	7.299278	0.0	0.0
4	rest	2	AL033504.1	89.17589	7.433367	0.0	0.0
4	rest	3	PTPRM	78.849655	6.515209	0.0	0.0
4	rest	4	LRRTM4	74.87438	6.4335694	0.0	0.0
4	rest	5	TRPM1	66.81889	6.0832715	0.0	0.0
4	rest	6	NTNG1	66.78284	6.4530783	0.0	0.0
4	rest	7	KCNH5	65.97412	6.1941338	0.0	0.0
4	rest	8	RGS7	64.01927	5.564966	0.0	0.0
4	rest	9	MTUS2	63.54734	5.570443	0.0	0.0
4	rest	10	GRM5	63.412228	5.82963	0.0	0.0
4	rest	11	DGKI	62.207497	5.5258923	0.0	0.0
4	rest	12	DOK6	60.07623	5.503089	8e-323	1.6074e-319
4	rest	13	ST6GALNAC5	59.91383	6.1524386	0.0	0.0
4	rest	14	DAB1	58.60463	5.098471	0.0	0.0
4	rest	15	PRKCA	58.002335	4.79649	2.6814563e-317	5.165472765e-314
4	rest	16	PDZRN4	57.5182	6.4671297	0.0	0.0
4	rest	17	EDIL3	57.400673	5.153785	0.0	0.0
4	rest	18	NETO1	56.21412	5.381056	3e-323	6.3823e-320
4	rest	19	RYR2	54.3647	5.0670094	3.8157392689787844e-299	6.650470142090119e-296
4	rest	20	CA10	53.447865	5.5437884	7.835575283291166e-279	1.1949578789322498e-275
4	rest	21	TMEM196	53.36092	5.9154487	1.0145955380203056e-291	1.6145744037861396e-288
4	rest	22	FGF12	51.943348	4.920041	1.3463797889946111e-300	2.4639423328495883e-297
4	rest	23	LINGO2	51.54005	5.6079707	2.7382252042572044e-295	4.555535486409906e-292
4	rest	24	ADGRL2	51.096394	4.660008	9.458534765589926e-263	1.331507042135988e-259
4	rest	25	MDGA2	50.321705	5.292753	4.705297592944871e-252	6.150664185691972e-249
4	rest	26	ROBO2	49.02083	5.325603	7.195452308898693e-254	9.754101850296336e-251
4	rest	27	CDH12	48.864017	4.318521	7.347955352626438e-240	8.149773147317584e-237
4	rest	28	PTPRG	48.48936	4.7785225	4.945230012477794e-268	7.24001454746799e-265
4	rest	29	MCTP2	48.291786	7.2790956	1.0963857677610693e-225	1.1146893190506359e-222
4	rest	30	SERPINI1	45.93817	5.029056	1.2051612835757172e-250	1.5210382117294767e-247
4	rest	31	ATRNL1	44.913555	4.427512	9.842145749727185e-247	1.1620399244702086e-243
4	rest	32	GNAO1	43.869747	4.433681	8.219613498288492e-250	1.0028202455028569e-246
4	rest	33	GRID2	43.61678	4.7309504	3.901319190479176e-238	4.199770108550833e-235
4	rest	34	PRKCE	42.95313	3.9177437	3.637884458666206e-242	4.160944033488807e-239
4	rest	35	SLC4A10	42.859276	4.0845857	1.4296235388712776e-233	1.4950186041779324e-230
4	rest	36	CNTN5	42.350906	5.7029915	8.565856618531923e-217	7.837972952372174e-214
4	rest	37	CNTN4	42.104645	4.421991	1.698876383472054e-220	1.6363309081963329e-217
4	rest	38	DLG2	41.396545	3.412579	1.2573496539530964e-192	8.85004897775717e-190
4	rest	39	B4GALT6	40.348972	5.0822163	1.386881684274357e-207	1.2086013458601366e-204
4	rest	40	ABCD2	39.996223	5.1841264	3.933708927878063e-200	3.063354903601383e-197
4	rest	41	GRM6	39.976467	5.3400187	1.4311227939685271e-204	1.1904664859555013e-201
4	rest	42	CADPS	39.876286	4.04721	1.8531806847331175e-188	1.2332412043984879e-185
4	rest	43	CALM1	39.73888	3.910556	1.4983893364643692e-221	1.4822310298360103e-218
4	rest	44	PTPRT	39.377003	4.8966255	8.439647357139447e-210	7.534134949235632e-207
4	rest	45	KHDRBS3	39.274155	4.380396	7.766954781216177e-217	7.289187485828033e-214
4	rest	46	GABRR2	39.13448	4.8796725	8.926844067865272e-207	7.59840510995202e-204
4	rest	47	RAPGEF5	38.863316	5.347401	7.495473282239165e-191	5.176260709495013e-188
4	rest	48	SEMA3E	38.514725	5.198355	4.614392205008075e-195	3.446762634602052e-192
4	rest	49	NYAP2	38.24405	4.461788	1.5459920868487103e-203	1.2574412526833254e-200
5	rest	0	KCNB2	106.06043	8.60666	0.0	0.0
5	rest	1	AC023905.1	80.7373	9.451151	2.4518968514e-314	2.2435469164502e-310
5	rest	2	PEX5L	72.68746	7.248926	0.0	0.0
5	rest	3	AC112206.2	59.117214	11.324918	5.311303132051048e-236	2.159988954846671e-232
5	rest	4	SLC24A2	57.0942	5.7007093	3.9723e-320	4.8463235e-316
5	rest	5	CNGB3	55.40908	8.441821	1.215858302505818e-229	4.450162973001545e-226
5	rest	6	NEDD4L	55.11936	5.5354385	3.6770616259398116e-308	2.691682651420461e-304
5	rest	7	SEMA6D	54.989723	6.871957	1.3188874436107987e-251	6.0340749154498556e-248
5	rest	8	GALNT13	54.512062	5.52783	2.7289774085421936e-302	1.664721702167547e-298
5	rest	9	XYLT1	51.372406	5.3990636	7.474182781842408e-282	3.9080366285459135e-278
5	rest	10	ARR3	43.80807	6.9797587	6.067873068713542e-188	1.8507518515665362e-184
5	rest	11	LINC02343	41.84897	7.437648	6.841108326654503e-176	1.5649462866492593e-172
5	rest	12	GRK7	41.71856	8.856277	1.9731844553242388e-169	3.8010802236485506e-166
5	rest	13	LRFN2	41.33777	5.4550405	7.945780772568745e-194	2.64385020051626e-190
5	rest	14	MSR1	41.051685	6.834412	6.489527045645188e-181	1.8271013799819964e-177
5	rest	15	AC011586.2	39.105305	6.6273894	1.4899379194831817e-171	3.0296232106113296e-168
5	rest	16	LINC00457	37.95498	7.3635855	6.789634265069147e-157	1.0804669727643298e-153
5	rest	17	PRR16	36.478165	4.926537	9.58732407619663e-179	2.5064689179490918e-175
5	rest	18	AC019197.1	35.65449	5.208134	5.55094366332811e-165	1.0158504451073608e-161
5	rest	19	MAML2	35.328987	3.580123	6.88878887376464e-173	1.4831562445215268e-169
5	rest	20	BACH2	34.45264	4.598029	6.640284756110245e-163	1.1573383921828147e-159
5	rest	21	PPP4R4	33.70795	5.845729	2.4200730984617733e-141	3.163467695599977e-138
5	rest	22	COL4A3	32.58434	4.0472603	1.1970883419238635e-157	1.9915741092161513e-154
5	rest	23	DZIP3	32.47345	3.8798616	7.283312928857215e-156	1.1107355687879288e-152
5	rest	24	GUCA1C	32.43587	5.2505426	3.341068848238447e-139	4.216774514288807e-136
5	rest	25	MPPED2	31.46	4.044691	1.5568900760331549e-147	2.27934934691558e-144
5	rest	26	RHOBTB1	30.12968	3.4592726	4.821857047857879e-143	6.787876531101779e-140
5	rest	27	PDE6H	30.11818	4.8015256	1.0593960772677331e-128	1.29249852746921e-125
5	rest	28	EMB	30.083437	5.232005	2.937509626241624e-125	3.468251284840957e-122
5	rest	29	ARL15	30.074741	3.445984	7.488524671264858e-143	1.015138857381352e-139
5	rest	30	WWC1	29.148314	4.7819853	7.831265405990455e-124	8.430357209548725e-121
5	rest	31	MIR3976HG	28.932932	8.131519	9.155135661729036e-111	8.377178008873611e-108
5	rest	32	MSRA	28.86297	4.2980556	3.843925500659234e-125	4.396609914050895e-122
5	rest	33	AC106798.1	28.432875	9.69066	1.2494017719084061e-107	1.063473354735339e-104
5	rest	34	AL161716.1	27.71367	7.0518265	4.605990365963468e-106	3.746307852991753e-103
5	rest	35	DST	27.099083	2.8615835	7.950210724349738e-115	7.461170839023712e-112
5	rest	36	TAFA4	26.982018	4.400866	7.079671108739432e-118	7.19786228474922e-115
5	rest	37	EPB41L3	26.945778	3.3923395	4.6575596994414285e-121	4.870609787407306e-118
5	rest	38	TDRG1	26.714344	6.34701	1.080420873252873e-101	8.413720081261362e-99
5	rest	39	CC2D2A	26.65494	2.81702	9.424882253209565e-118	9.323246360803332e-115
5	rest	40	EGFLAM	26.323057	2.9833424	3.549622321883945e-115	3.418940173770376e-112
5	rest	41	PRELID2	25.498377	2.7815464	1.3501203371797216e-103	1.0742555317633695e-100
5	rest	42	STXBP5L	25.401873	3.3765044	2.1861549247453934e-110	1.9515964975757596e-107
5	rest	43	CNTN1	25.253626	3.2729733	1.01336052860502e-109	8.83095445416008e-107
5	rest	44	AC025810.1	25.246265	9.838965	4.567267011166068e-92	2.833331184333716e-89
5	rest	45	PPM1E	24.970537	2.7948155	6.183495839899546e-107	5.143684800821893e-104
5	rest	46	PDE6C	24.968304	6.7486887	3.299352436270403e-92	2.0820620434471213e-89
5	rest	47	DLG2	24.866623	2.352522	3.003061477865444e-95	2.1551971206147667e-92
5	rest	48	FAM135B	23.983528	3.289614	6.085382306794862e-101	4.640230787729141e-98
5	rest	49	FSD1L	23.858679	2.6775093	5.001591256820879e-100	3.7359845222632856e-97
6	rest	0	WIF1	79.18319	7.2288365	0.0	0.0
6	rest	1	TF	69.59681	7.3270483	4.3389856164413956e-272	2.2687316078195932e-268
6	rest	2	FRZB	64.530106	6.383562	1.0381942408900751e-307	1.899947370540882e-303
6	rest	3	GLUL	62.820717	6.2050266	4.344513677681117e-283	3.975338627920164e-279
6	rest	4	RLBP1	61.529274	6.610838	1.256965935749872e-281	9.201242042876214e-278
6	rest	5	SPP1	60.348263	7.2262225	7.350693208132302e-252	3.3630340263856298e-248
6	rest	6	TRDN	60.21003	6.7050695	9.487254429964736e-277	5.7873833231856545e-273
6	rest	7	CLU	59.33061	6.3402414	4.270195753336495e-283	3.975338627920164e-279
6	rest	8	DACH1	53.689507	5.816079	3.189176872673333e-246	1.296967363519074e-242
6	rest	9	TRPM3	53.019646	5.605482	6.220958008620607e-238	2.0699389461229348e-234
6	rest	10	HKDC1	51.30195	6.3754697	5.499954718213212e-238	2.013038426413218e-234
6	rest	11	APOE	51.23953	6.3769755	3.519145088740406e-226	9.908017645614432e-223
6	rest	12	SLC1A3	49.90375	6.247575	1.0648520161513964e-230	3.2478873869297716e-227
6	rest	13	HES1	48.877586	6.6796517	1.663103819522495e-207	2.898631566587754e-204
6	rest	14	GABRG3	47.70517	5.9589715	1.1835998441503146e-219	2.7075586184841042e-216
6	rest	15	FOXP2	47.28699	5.975136	5.942374666496362e-225	1.5535489654888095e-221
6	rest	16	VIM	47.038513	5.536199	2.3529190421292663e-221	5.741279324064885e-218
6	rest	17	DKK3	46.536446	5.5661154	1.7629430511279408e-214	3.39607782180704e-211
6	rest	18	NAV3	46.376442	5.5585165	2.1613341607941524e-219	4.65335244818981e-216
6	rest	19	GPX3	45.6834	5.2498455	4.313463288015644e-218	8.770948322481143e-215
6	rest	20	GPM6A	45.33443	4.879252	1.423605550470434e-199	2.36842667058038e-196
6	rest	21	ADGRL3	44.50177	5.253115	8.596335243844438e-209	1.5731723312997516e-205
6	rest	22	LRRC4C	44.287228	5.080953	2.1303982542673644e-183	2.999027173247685e-180
6	rest	23	KIAA1217	43.60763	5.0978413	1.4553965791609986e-195	2.3160421823422485e-192
6	rest	24	ABI3BP	43.359955	5.9639654	3.137613231774097e-185	4.5935912758465493e-182
6	rest	25	CA2	42.62471	5.425836	7.284729069638427e-189	1.1109515361576502e-185
