2_12818699	19	6	6	2	12818699	12818699	0	0	2	2	-1091.5
2_131624090	20	3	3	2	131624090	131624090	100	9	0	9	-349.5
2_134986674	18	9	9	2	134986674	134986674	0	0	2	2	-818.5
2_135590005	20	12	10	2	135590005	135590005	0	0	2	2	-1008
2_135590005	20	20	3	2	135590005	135590005	7.142857143	3	39	42	349.5
2_135590005	20	3	3	2	135590005	135590005	9.090909091	1	10	11	-349.5
2_140168550	3	16	8	2	140168550	140168550	0	0	1	1	-635
2_140729031	20	12	10	2	140729031	140729031	100	2	0	2	-1008
2_27027264	20	1	1	2	27027264	27027264	0	0	4	4	-1170.5
2_32335214	20	2	2	2	32335214	32335214	100	3	0	3	-1177.5
2_33070372	20	11	2	2	33070372	33070372	100	2	0	2	1177.5
2_41315040	19	2	2	2	41315040	41315040	100	1	0	1	-1177.5
2_41315040	19	19	10	2	41315040	41315040	0	0	27	27	1008
2_41315040	19	1	1	2	41315040	41315040	100	4	0	4	-1170.5
2_41315040	19	8	8	2	41315040	41315040	0	0	5	5	635
2_44624352	17	20	3	2	44624352	44624352	100	3	0	3	349.5
2_44624352	17	16	8	2	44624352	44624352	0	0	1	1	-635
2_44624352	17	11	2	2	44624352	44624352	100	1	0	1	1177.5
2_44624352	17	2	2	2	44624352	44624352	0	0	2	2	-1177.5
2_47921604	20	8	8	2	47921604	47921604	0	0	3	3	635
2_47921604	20	12	10	2	47921604	47921604	100	9	0	9	-1008
2_47921604	20	1	1	2	47921604	47921604	90.90909091	10	1	11	-1170.5
2_56278474	20	10	6	2	56278474	56278474	100	7	0	7	1091.5
2_56784710	20	6	6	2	56784710	56784710	0	0	3	3	-1091.5
2_57169996	20	12	10	2	57169996	57169996	0	0	10	10	-1008
2_57169996	20	9	9	2	57169996	57169996	0	0	7	7	-818.5
2_57397359	20	12	10	2	57397359	57397359	100	2	0	2	-1008
2_57397359	20	2	2	2	57397359	57397359	100	2	0	2	-1177.5
2_57397359	20	9	9	2	57397359	57397359	100	1	0	1	-818.5
2_58449522	20	12	10	2	58449522	58449522	100	3	0	3	-1008
2_61978629	20	11	2	2	61978629	61978629	100	4	0	4	1177.5
2_64508763	20	1	1	2	64508763	64508763	100	7	0	7	-1170.5
2_64508763	20	9	9	2	64508763	64508763	100	2	0	2	-818.5
2_67985188	20	6	6	2	67985188	67985188	0	0	5	5	-1091.5
2_70850620	20	20	3	2	70850620	70850620	8.163265306	4	45	49	349.5
2_71496533	20	8	8	2	71496533	71496533	100	3	0	3	635
2_74570535	20	2	2	2	74570535	74570535	0	0	1	1	-1177.5
2_74570714	19	2	2	2	74570714	74570714	0	0	2	2	-1177.5
2_74570714	19	11	2	2	74570714	74570714	100	2	0	2	1177.5
2_75289596	20	4	4	2	75289596	75289596	90.90909091	10	1	11	-293
2_75289596	20	3	3	2	75289596	75289596	100	8	0	8	-349.5
2_75289596	20	11	2	2	75289596	75289596	0	0	7	7	1177.5
2_75469146	20	11	2	2	75469146	75469146	100	2	0	2	1177.5
2_77945294	18	11	2	2	77945294	77945294	100	2	0	2	1177.5
2_77945294	18	3	3	2	77945294	77945294	100	1	0	1	-349.5
2_77945294	18	6	6	2	77945294	77945294	0	0	3	3	-1091.5
2_79299441	20	12	10	2	79299441	79299441	0	0	4	4	-1008
2_82725294	20	12	10	2	82725294	82725294	100	12	0	12	-1008
2_82992184	20	4	4	2	82992184	82992184	0	0	2	2	-293
2_83046859	20	11	2	2	83046859	83046859	100	1	0	1	1177.5
2_83374688	20	7	7	2	83374688	83374688	100	4	0	4	-635.5
2_84576891	20	2	2	2	84576891	84576891	91.66666667	11	1	12	-1177.5
2_86623678	20	1	1	2	86623678	86623678	0	0	7	7	-1170.5
2_88734492	20	2	2	2	88734492	88734492	0	0	4	4	-1177.5
2_88734492	20	8	8	2	88734492	88734492	92.30769231	12	1	13	635
2_89854177	20	5	5	2	89854177	89854177	92.30769231	12	1	13	-169.5
2_9103615	20	7	7	2	9103615	9103615	100	3	0	3	-635.5
2_9103615	20	2	2	2	9103615	9103615	0	0	2	2	-1177.5
2_92696601	20	12	10	2	92696601	92696601	0	0	4	4	-1008
2_94412142	19	1	1	2	94412142	94412142	0	0	10	10	-1170.5
2_95961863	20	2	2	2	95961863	95961863	100	4	0	4	-1177.5
20_13366739	20	1	1	20	13366739	13366739	7.692307692	1	12	13	-1170.5
20_13366739	20	12	10	20	13366739	13366739	0	0	12	12	-1008
21_124342	18	3	3	21	124342	124342	100	2	0	2	-349.5
22_1105703	19	12	10	22	1105703	1105703	100	1	0	1	-1008
22_1105703	19	1	1	22	1105703	1105703	100	1	0	1	-1170.5
22_1105703	19	2	2	22	1105703	1105703	100	2	0	2	-1177.5
22_1105703	19	11	2	22	1105703	1105703	0	0	2	2	1177.5
22_1665033	19	4	4	22	1665033	1665033	100	3	0	3	-293
22_1665033	19	7	7	22	1665033	1665033	100	2	0	2	-635.5
22_1665033	19	2	2	22	1665033	1665033	100	2	0	2	-1177.5
22_1665033	19	9	9	22	1665033	1665033	100	7	0	7	-818.5
23_3259221	5	7	7	23	3259221	3259221	100	3	0	3	-635.5
23_5202279	20	12	10	23	5202279	5202279	0	0	4	4	-1008
23_5202279	20	4	4	23	5202279	5202279	0	0	4	4	-293
23_5202279	20	7	7	23	5202279	5202279	0	0	2	2	-635.5
23_5202279	20	10	6	23	5202279	5202279	100	1	0	1	1091.5
23_5202279	20	9	9	23	5202279	5202279	0	0	2	2	-818.5
23_5999578	20	9	9	23	5999578	5999578	0	0	3	3	-818.5
24_119180	20	13	4	24	119180	119180	9.090909091	2	20	22	293
24_6161840	18	11	2	24	6161840	6161840	0	0	12	12	1177.5
24_6161840	18	1	1	24	6161840	6161840	93.75	15	1	16	-1170.5
27_1920598	9	8	8	27	1920598	1920598	0	0	1	1	635
27_1920598	9	18	1	27	1920598	1920598	0	0	1	1	1170.5
27_1920598	9	16	8	27	1920598	1920598	100	1	0	1	-635
27_4310473	20	1	1	27	4310473	4310473	0	0	4	4	-1170.5
28_2371124	20	10	6	28	2371124	2371124	100	3	0	3	1091.5
28_2371124	20	12	10	28	2371124	2371124	0	0	1	1	-1008
28_2371124	20	11	2	28	2371124	2371124	100	3	0	3	1177.5
28_2371124	20	4	4	28	2371124	2371124	0	0	1	1	-293
28_2371124	20	6	6	28	2371124	2371124	0	0	2	2	-1091.5
28_2371124	20	5	5	28	2371124	2371124	0	0	4	4	-169.5
28_5655587	20	3	3	28	5655587	5655587	8.333333333	1	11	12	-349.5
28_5836771	20	10	6	28	5836771	5836771	100	5	0	5	1091.5
29_2526332	20	8	8	29	2526332	2526332	7.142857143	1	13	14	635
29_273365	16	10	6	29	273365	273365	0	0	2	2	1091.5
29_273365	16	1	1	29	273365	273365	0	0	3	3	-1170.5
29_273365	16	4	4	29	273365	273365	100	1	0	1	-293
29_273365	16	11	2	29	273365	273365	0	0	2	2	1177.5
29_273365	16	9	9	29	273365	273365	100	2	0	2	-818.5
29_273365	16	14	5	29	273365	273365	0	0	5	5	169.5
29_293667	12	3	3	29	293667	293667	100	1	0	1	-349.5
29_293667	12	8	8	29	293667	293667	0	0	1	1	635
29_293667	12	17	9	29	293667	293667	100	1	0	1	818.5
29_293667	12	11	2	29	293667	293667	0	0	1	1	1177.5
29_293667	12	6	6	29	293667	293667	100	2	0	2	-1091.5
29_378218	4	11	2	29	378218	378218	100	1	0	1	1177.5
3_105739945	20	11	2	3	105739945	105739945	100	2	0	2	1177.5
3_10940431	20	12	10	3	10940431	10940431	0	0	1	1	-1008
3_11591632	14	2	2	3	11591632	11591632	100	2	0	2	-1177.5
3_1168297	3	4	4	3	1168297	1168297	0	0	3	3	-293
3_12854348	20	2	2	3	12854348	12854348	0	0	6	6	-1177.5
3_12969300	20	8	8	3	12969300	12969300	100	10	0	10	635
3_16265245	9	16	8	3	16265245	16265245	0	0	1	1	-635
3_18154172	19	8	8	3	18154172	18154172	100	8	0	8	635
3_18154172	19	6	6	3	18154172	18154172	0	0	1	1	-1091.5
3_18154172	19	7	7	3	18154172	18154172	9.090909091	1	10	11	-635.5
3_18343436	20	3	3	3	18343436	18343436	0	0	2	2	-349.5
3_23955254	20	12	10	3	23955254	23955254	0	0	5	5	-1008
3_23955254	20	8	8	3	23955254	23955254	100	4	0	4	635
3_25177654	20	12	10	3	25177654	25177654	100	1	0	1	-1008
3_26532242	19	10	6	3	26532242	26532242	0	0	2	2	1091.5
3_26532242	19	2	2	3	26532242	26532242	100	7	0	7	-1177.5
3_30582756	20	10	6	3	30582756	30582756	100	9	0	9	1091.5
3_34415167	20	11	2	3	34415167	34415167	0	0	7	7	1177.5
3_34415167	20	12	10	3	34415167	34415167	90.90909091	10	1	11	-1008
3_36899439	20	12	10	3	36899439	36899439	0	0	6	6	-1008
3_37268690	20	6	6	3	37268690	37268690	9.090909091	1	10	11	-1091.5
3_37268690	20	2	2	3	37268690	37268690	0	0	3	3	-1177.5
3_37389115	20	12	10	3	37389115	37389115	100	7	0	7	-1008
3_40650154	20	4	4	3	40650154	40650154	0	0	6	6	-293
3_40650154	20	2	2	3	40650154	40650154	0	0	1	1	-1177.5
3_41708690	20	1	1	3	41708690	41708690	92.85714286	13	1	14	-1170.5
3_41708690	20	12	10	3	41708690	41708690	100	7	0	7	-1008
3_41708690	20	7	7	3	41708690	41708690	100	8	0	8	-635.5
3_4404284	20	4	4	3	4404284	4404284	90.90909091	10	1	11	-293
3_47251297	20	4	4	3	47251297	47251297	0	0	3	3	-293
3_47251297	20	2	2	3	47251297	47251297	0	0	9	9	-1177.5
3_47251297	20	8	8	3	47251297	47251297	100	5	0	5	635
3_49316322	20	6	6	3	49316322	49316322	0	0	6	6	-1091.5
3_49316322	20	3	3	3	49316322	49316322	0	0	4	4	-349.5
3_49316322	20	10	6	3	49316322	49316322	100	2	0	2	1091.5
3_49342412	20	10	6	3	49342412	49342412	90.90909091	10	1	11	1091.5
3_50050252	20	3	3	3	50050252	50050252	0	0	1	1	-349.5
3_50050252	20	10	6	3	50050252	50050252	100	5	0	5	1091.5
3_61650401	20	2	2	3	61650401	61650401	100	2	0	2	-1177.5
3_61650401	20	1	1	3	61650401	61650401	100	3	0	3	-1170.5
3_61650401	20	7	7	3	61650401	61650401	100	3	0	3	-635.5
3_73767807	20	9	9	3	73767807	73767807	0	0	3	3	-818.5
3_74035251	20	5	5	3	74035251	74035251	0	0	5	5	-169.5
3_74114359	20	2	2	3	74114359	74114359	100	9	0	9	-1177.5
3_75873840	20	12	10	3	75873840	75873840	0	0	11	11	-1008
3_83759586	20	7	7	3	83759586	83759586	0	0	4	4	-635.5
3_83759586	20	12	10	3	83759586	83759586	100	3	0	3	-1008
3_913762	11	10	6	3	913762	913762	0	0	2	2	1091.5
3_913762	11	17	9	3	913762	913762	0	0	2	2	818.5
3_913762	11	5	5	3	913762	913762	100	2	0	2	-169.5
3_913762	11	8	8	3	913762	913762	100	2	0	2	635
3_9262080	20	12	10	3	9262080	9262080	100	2	0	2	-1008
3_9262080	20	1	1	3	9262080	9262080	100	2	0	2	-1170.5
30_1415109	4	10	6	30	1415109	1415109	0	0	1	1	1091.5
31_870988	15	3	3	31	870988	870988	100	1	0	1	-349.5
31_870988	15	1	1	31	870988	870988	0	0	3	3	-1170.5
31_870988	15	7	7	31	870988	870988	0	0	1	1	-635.5
31_870988	15	8	8	31	870988	870988	100	2	0	2	635
31_870988	15	6	6	31	870988	870988	0	0	3	3	-1091.5
31_870988	15	9	9	31	870988	870988	0	0	4	4	-818.5
32_1489580	16	20	3	32	1489580	1489580	100	1	0	1	349.5
32_1489580	16	6	6	32	1489580	1489580	0	0	1	1	-1091.5
32_1489580	16	8	8	32	1489580	1489580	100	1	0	1	635
32_1723596	20	12	10	32	1723596	1723596	0	0	3	3	-1008
32_1865923	18	8	8	32	1865923	1865923	0	0	1	1	635
32_1865923	18	16	8	32	1865923	1865923	100	2	0	2	-635
32_1865923	18	2	2	32	1865923	1865923	100	2	0	2	-1177.5
32_1865923	18	6	6	32	1865923	1865923	100	2	0	2	-1091.5
32_1865953	20	11	2	32	1865953	1865953	92.85714286	13	1	14	1177.5
32_1865953	20	15	7	32	1865953	1865953	95.23809524	40	2	42	635.5
32_1865999	16	6	6	32	1865999	1865999	100	1	0	1	-1091.5
32_1865999	16	16	8	32	1865999	1865999	100	2	0	2	-635
32_1869613	20	8	8	32	1869613	1869613	100	4	0	4	635
32_1869613	20	10	6	32	1869613	1869613	100	1	0	1	1091.5
32_1869613	20	6	6	32	1869613	1869613	0	0	2	2	-1091.5
32_1869638	20	10	6	32	1869638	1869638	100	1	0	1	1091.5
32_1869638	20	6	6	32	1869638	1869638	0	0	2	2	-1091.5
35_1802430	20	6	6	35	1802430	1802430	90.74074074	49	5	54	-1091.5
35_1802430	20	14	5	35	1802430	1802430	9.090909091	1	10	11	169.5
4_15341476	20	12	10	4	15341476	15341476	0	0	3	3	-1008
4_15341476	20	10	6	4	15341476	15341476	100	2	0	2	1091.5
4_15341476	20	1	1	4	15341476	15341476	0	0	7	7	-1170.5
4_17199943	20	5	5	4	17199943	17199943	0	0	5	5	-169.5
4_17208489	19	11	2	4	17208489	17208489	100	5	0	5	1177.5
4_17208489	19	4	4	4	17208489	17208489	100	1	0	1	-293
4_17208489	19	12	10	4	17208489	17208489	0	0	7	7	-1008
4_19732382	20	5	5	4	19732382	19732382	100	6	0	6	-169.5
4_19732382	20	6	6	4	19732382	19732382	0	0	5	5	-1091.5
4_19920976	20	1	1	4	19920976	19920976	100	6	0	6	-1170.5
4_20494372	20	9	9	4	20494372	20494372	0	0	6	6	-818.5
4_20494372	20	10	6	4	20494372	20494372	100	2	0	2	1091.5
4_20494372	20	6	6	4	20494372	20494372	0	0	1	1	-1091.5
4_24839430	20	12	10	4	24839430	24839430	100	1	0	1	-1008
4_27295751	20	6	6	4	27295751	27295751	100	2	0	2	-1091.5
4_27295751	20	12	10	4	27295751	27295751	100	2	0	2	-1008
4_28616073	20	11	2	4	28616073	28616073	100	3	0	3	1177.5
4_28760046	20	2	2	4	28760046	28760046	100	5	0	5	-1177.5
4_33769034	20	2	2	4	33769034	33769034	0	0	5	5	-1177.5
4_34514329	20	6	6	4	34514329	34514329	8.333333333	1	11	12	-1091.5
4_34658990	20	10	6	4	34658990	34658990	100	1	0	1	1091.5
4_34658990	20	6	6	4	34658990	34658990	0	0	1	1	-1091.5
4_34658990	20	11	2	4	34658990	34658990	100	1	0	1	1177.5
4_38971220	20	9	9	4	38971220	38971220	0	0	7	7	-818.5
4_46835235	20	11	2	4	46835235	46835235	100	6	0	6	1177.5
4_46835235	20	10	6	4	46835235	46835235	100	14	0	14	1091.5
4_5132529	20	11	2	4	5132529	5132529	100	12	0	12	1177.5
4_5132529	20	9	9	4	5132529	5132529	9.090909091	1	10	11	-818.5
4_53998865	20	10	6	4	53998865	53998865	100	3	0	3	1091.5
4_54417300	20	11	2	4	54417300	54417300	0	0	5	5	1177.5
4_54417300	20	9	9	4	54417300	54417300	90.90909091	10	1	11	-818.5
4_56175073	20	2	2	4	56175073	56175073	0	0	4	4	-1177.5
4A_2816947	20	8	8	4A	2816947	2816947	0	0	1	1	635
5_1985045	17	3	3	5	1985045	1985045	100	1	0	1	-349.5
5_1985045	17	10	6	5	1985045	1985045	0	0	4	4	1091.5
5_1985045	17	16	8	5	1985045	1985045	100	2	0	2	-635
5_1985045	17	2	2	5	1985045	1985045	100	2	0	2	-1177.5
5_1985045	17	11	2	5	1985045	1985045	0	0	1	1	1177.5
5_33479838	20	9	9	5	33479838	33479838	100	8	0	8	-818.5
5_35973537	20	11	2	5	35973537	35973537	100	4	0	4	1177.5
5_35973537	20	6	6	5	35973537	35973537	7.142857143	1	13	14	-1091.5
5_36222690	20	9	9	5	36222690	36222690	90.90909091	10	1	11	-818.5
5_42819616	20	1	1	5	42819616	42819616	100	2	0	2	-1170.5
5_42819616	20	11	2	5	42819616	42819616	0	0	7	7	1177.5
5_43136339	19	5	5	5	43136339	43136339	100	7	0	7	-169.5
5_43136339	19	6	6	5	43136339	43136339	0	0	2	2	-1091.5
5_43136339	19	7	7	5	43136339	43136339	0	0	7	7	-635.5
5_48912722	20	6	6	5	48912722	48912722	0	0	5	5	-1091.5
5_4982282	10	14	5	5	4982282	4982282	0	0	5	5	169.5
5_4982282	10	9	9	5	4982282	4982282	0	0	2	2	-818.5
5_54238039	20	2	2	5	54238039	54238039	100	6	0	6	-1177.5
5_60083257	19	11	2	5	60083257	60083257	100	4	0	4	1177.5
5_60083257	19	4	4	5	60083257	60083257	0	0	5	5	-293
5_60083257	19	12	10	5	60083257	60083257	0	0	3	3	-1008
5_60083257	19	9	9	5	60083257	60083257	0	0	2	2	-818.5
5_60728707	20	1	1	5	60728707	60728707	100	3	0	3	-1170.5
5_61658910	20	3	3	5	61658910	61658910	0	0	2	2	-349.5
5_61658910	20	1	1	5	61658910	61658910	0	0	2	2	-1170.5
5_923420	20	16	8	5	923420	923420	93.75	15	1	16	-635
6_13120748	20	6	6	6	13120748	13120748	9.090909091	1	10	11	-1091.5
6_13851479	20	2	2	6	13851479	13851479	100	5	0	5	-1177.5
6_21100192	20	10	6	6	21100192	21100192	9.090909091	1	10	11	1091.5
6_30067207	14	6	6	6	30067207	30067207	100	2	0	2	-1091.5
6_30067207	14	2	2	6	30067207	30067207	100	1	0	1	-1177.5
6_35020678	20	8	8	6	35020678	35020678	100	9	0	9	635
6_35580025	20	8	8	6	35580025	35580025	9.090909091	1	10	11	635
6_35580025	20	11	2	6	35580025	35580025	0	0	2	2	1177.5
6_35580025	20	6	6	6	35580025	35580025	100	6	0	6	-1091.5
6_4911391	20	11	2	6	4911391	4911391	100	13	0	13	1177.5
6_8758820	20	6	6	6	8758820	8758820	0	0	10	10	-1091.5
7_12219550	18	11	2	7	12219550	12219550	0	0	3	3	1177.5
7_12219550	18	6	6	7	12219550	12219550	100	3	0	3	-1091.5
