geneID	WL1
ENSMUSG00000001300	80
ENSMUSG00000001305	97
ENSMUSG00000001313	75
ENSMUSG00000001323	176
ENSMUSG00000001333	0
ENSMUSG00000001334	1
ENSMUSG00000001348	6924
ENSMUSG00000001349	30
ENSMUSG00000001366	178
ENSMUSG00000001376	627
ENSMUSG00000001380	629
ENSMUSG00000001383	1075
ENSMUSG00000001403	53
ENSMUSG00000001415	1456
ENSMUSG00000001416	3245
ENSMUSG00000001418	2777
ENSMUSG00000001419	789
ENSMUSG00000001420	7
ENSMUSG00000001424	2238
ENSMUSG00000001435	112
ENSMUSG00000001436	25
ENSMUSG00000001440	3721
ENSMUSG00000001441	2220
ENSMUSG00000001444	1
ENSMUSG00000001445	379
ENSMUSG00000001467	609
ENSMUSG00000001472	4197
ENSMUSG00000001473	3753
ENSMUSG00000001482	406
ENSMUSG00000001493	2
ENSMUSG00000001494	0
ENSMUSG00000001496	0
ENSMUSG00000001497	2
ENSMUSG00000001504	2
ENSMUSG00000001506	12188
ENSMUSG00000001507	18
ENSMUSG00000001508	0
ENSMUSG00000001510	0
ENSMUSG00000001517	69
ENSMUSG00000001518	52
ENSMUSG00000001520	0
ENSMUSG00000001521	96
ENSMUSG00000001524	71
ENSMUSG00000001525	6305
ENSMUSG00000001542	7259
ENSMUSG00000001552	53
ENSMUSG00000001555	423
ENSMUSG00000001558	0
ENSMUSG00000001566	0
ENSMUSG00000001569	370
ENSMUSG00000001576	1355
ENSMUSG00000001583	0
ENSMUSG00000001588	17
ENSMUSG00000001604	15
ENSMUSG00000001622	0
ENSMUSG00000001627	1869
ENSMUSG00000001630	552
ENSMUSG00000001632	1573
ENSMUSG00000001642	1322
ENSMUSG00000001655	3
ENSMUSG00000001656	6
ENSMUSG00000001657	11
ENSMUSG00000001661	17
ENSMUSG00000001663	57
ENSMUSG00000001665	20
ENSMUSG00000001666	23
ENSMUSG00000001670	0
ENSMUSG00000001672	0
ENSMUSG00000001674	489
ENSMUSG00000001687	1709
ENSMUSG00000001700	84
ENSMUSG00000001707	306
ENSMUSG00000001729	3038
ENSMUSG00000001739	3
ENSMUSG00000001741	33
ENSMUSG00000001750	18316
ENSMUSG00000001751	1040
ENSMUSG00000001755	178
ENSMUSG00000001761	39
ENSMUSG00000001763	30
ENSMUSG00000001767	412
ENSMUSG00000001768	6442
ENSMUSG00000001773	0
ENSMUSG00000001774	1195
ENSMUSG00000001783	1280
ENSMUSG00000001785	643
ENSMUSG00000001786	739
ENSMUSG00000001794	5287
ENSMUSG00000001802	13
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	1
ENSMUSG00000001823	0
ENSMUSG00000001827	8
ENSMUSG00000001829	152
ENSMUSG00000001833	2695
ENSMUSG00000001844	230
ENSMUSG00000001847	5589
ENSMUSG00000001855	906
ENSMUSG00000001864	5
ENSMUSG00000001865	2
ENSMUSG00000001870	420
ENSMUSG00000001891	1332
ENSMUSG00000001901	0
ENSMUSG00000001909	310
ENSMUSG00000001910	2521
ENSMUSG00000001911	695
ENSMUSG00000001918	294
ENSMUSG00000001924	8886
ENSMUSG00000001930	483
ENSMUSG00000001942	295
ENSMUSG00000001943	2
ENSMUSG00000001946	7
ENSMUSG00000001948	11
ENSMUSG00000001962	367
ENSMUSG00000001964	470
ENSMUSG00000001983	74
ENSMUSG00000001985	0
ENSMUSG00000001986	21
ENSMUSG00000001988	0
ENSMUSG00000001995	242
ENSMUSG00000001998	252
ENSMUSG00000001999	400
ENSMUSG00000002006	8
ENSMUSG00000002007	0
ENSMUSG00000002010	404
ENSMUSG00000002012	0
ENSMUSG00000002014	778
ENSMUSG00000002015	2424
ENSMUSG00000002017	283
ENSMUSG00000002020	1236
ENSMUSG00000002028	1619
ENSMUSG00000002031	150
ENSMUSG00000002032	1
ENSMUSG00000002033	4
ENSMUSG00000002043	159
ENSMUSG00000002052	2982
ENSMUSG00000002055	22
ENSMUSG00000002057	0
ENSMUSG00000002058	216
ENSMUSG00000002059	173
ENSMUSG00000002064	634
ENSMUSG00000002068	255
ENSMUSG00000002076	2
ENSMUSG00000002083	111
ENSMUSG00000002100	109
ENSMUSG00000002102	1684
ENSMUSG00000002103	9632
ENSMUSG00000002104	0
ENSMUSG00000002105	655
ENSMUSG00000002107	1036
ENSMUSG00000002108	1364
ENSMUSG00000002109	9
ENSMUSG00000002111	11797
ENSMUSG00000002129	684
ENSMUSG00000002147	3039
ENSMUSG00000002190	0
ENSMUSG00000002204	1281
ENSMUSG00000002205	392
ENSMUSG00000002210	945
ENSMUSG00000002221	250
ENSMUSG00000002222	465
ENSMUSG00000002227	6683
ENSMUSG00000002228	1
ENSMUSG00000002233	6322
ENSMUSG00000002240	0
ENSMUSG00000002249	36
ENSMUSG00000002250	735
ENSMUSG00000002257	141
ENSMUSG00000002265	6
ENSMUSG00000002266	0
ENSMUSG00000002274	20
ENSMUSG00000002279	194
ENSMUSG00000002280	350
ENSMUSG00000002289	27
ENSMUSG00000002297	132
ENSMUSG00000002307	9732
ENSMUSG00000002308	70
ENSMUSG00000002319	142
ENSMUSG00000002320	519
ENSMUSG00000002324	0
ENSMUSG00000002325	2098
ENSMUSG00000002326	507
ENSMUSG00000002329	35
ENSMUSG00000002332	369
ENSMUSG00000002341	0
ENSMUSG00000002342	268
ENSMUSG00000002343	30
ENSMUSG00000002345	109
ENSMUSG00000002346	8
ENSMUSG00000002365	977
ENSMUSG00000002372	848
ENSMUSG00000002379	483
ENSMUSG00000002384	0
ENSMUSG00000002393	269
ENSMUSG00000002395	378
ENSMUSG00000002396	162
ENSMUSG00000002409	67
ENSMUSG00000002413	1055
ENSMUSG00000002416	10
ENSMUSG00000002428	408
ENSMUSG00000002455	663
ENSMUSG00000002458	859
ENSMUSG00000002459	0
ENSMUSG00000002475	56
ENSMUSG00000002477	560
ENSMUSG00000002486	69
ENSMUSG00000002489	207
ENSMUSG00000002496	728
ENSMUSG00000002500	0
ENSMUSG00000002504	15
ENSMUSG00000002524	1126
ENSMUSG00000002546	1217
ENSMUSG00000002550	277
ENSMUSG00000002565	10
ENSMUSG00000002578	3
ENSMUSG00000002580	405
ENSMUSG00000002588	0
ENSMUSG00000002602	30832
ENSMUSG00000002603	5164
ENSMUSG00000002608	780
ENSMUSG00000002617	78
ENSMUSG00000002625	316
ENSMUSG00000002633	0
ENSMUSG00000002635	128
ENSMUSG00000002658	2558
ENSMUSG00000002660	136
ENSMUSG00000002661	59
ENSMUSG00000002664	0
ENSMUSG00000002668	773
ENSMUSG00000002679	228
ENSMUSG00000002688	4
ENSMUSG00000002699	5394
ENSMUSG00000002718	624
ENSMUSG00000002728	1332
ENSMUSG00000002731	105
ENSMUSG00000002732	44
ENSMUSG00000002733	747
ENSMUSG00000002741	1723
ENSMUSG00000002748	3158
ENSMUSG00000002763	360
ENSMUSG00000002767	207
ENSMUSG00000002768	530
ENSMUSG00000002769	6
ENSMUSG00000002771	22
ENSMUSG00000002778	822
ENSMUSG00000002781	72
ENSMUSG00000002797	355
ENSMUSG00000002799	4
ENSMUSG00000002803	48
ENSMUSG00000002804	39
ENSMUSG00000002808	34
ENSMUSG00000002812	6378
ENSMUSG00000002814	351
ENSMUSG00000002820	289
ENSMUSG00000002825	64
ENSMUSG00000002831	3
ENSMUSG00000002833	422
ENSMUSG00000002835	110
ENSMUSG00000002844	2763
ENSMUSG00000002845	234
ENSMUSG00000002846	177
ENSMUSG00000002847	325
ENSMUSG00000002870	100
ENSMUSG00000002871	271
ENSMUSG00000002881	1317
ENSMUSG00000002885	378
ENSMUSG00000002897	3921
ENSMUSG00000002900	337
ENSMUSG00000002908	0
ENSMUSG00000002910	106
ENSMUSG00000002930	0
ENSMUSG00000002944	22131
ENSMUSG00000002948	519
ENSMUSG00000002949	547
ENSMUSG00000002957	910
ENSMUSG00000002963	253
ENSMUSG00000002968	378
ENSMUSG00000002980	98
ENSMUSG00000002981	2437
ENSMUSG00000002983	1655
ENSMUSG00000002984	461
ENSMUSG00000002985	93871
ENSMUSG00000002992	3
ENSMUSG00000002996	3480
ENSMUSG00000002997	873
ENSMUSG00000003031	239
ENSMUSG00000003032	344
ENSMUSG00000003033	1048
ENSMUSG00000003037	2108
ENSMUSG00000003038	1509
ENSMUSG00000003039	1403
ENSMUSG00000003051	0
ENSMUSG00000003053	0
ENSMUSG00000003062	732
ENSMUSG00000003068	1523
ENSMUSG00000003070	16
ENSMUSG00000003072	1746
ENSMUSG00000003099	678
ENSMUSG00000003119	815
ENSMUSG00000003123	817
ENSMUSG00000003131	1661
ENSMUSG00000003134	163
ENSMUSG00000003135	235
ENSMUSG00000003153	38
ENSMUSG00000003154	593
ENSMUSG00000003161	1536
ENSMUSG00000003166	304
ENSMUSG00000003184	456
ENSMUSG00000003190	57
ENSMUSG00000003198	58
ENSMUSG00000003199	366
ENSMUSG00000003200	544
ENSMUSG00000003206	1559
ENSMUSG00000003208	328
ENSMUSG00000003226	5803
ENSMUSG00000003227	0
ENSMUSG00000003228	117
ENSMUSG00000003233	407
ENSMUSG00000003234	336
ENSMUSG00000003235	438
ENSMUSG00000003269	801
ENSMUSG00000003271	1
ENSMUSG00000003273	1
ENSMUSG00000003279	0
ENSMUSG00000003282	34
ENSMUSG00000003283	13264
ENSMUSG00000003299	530
ENSMUSG00000003308	2818
ENSMUSG00000003309	4
ENSMUSG00000003316	2124
ENSMUSG00000003341	1
ENSMUSG00000003344	219
ENSMUSG00000003345	896
ENSMUSG00000003346	411
ENSMUSG00000003348	907
ENSMUSG00000003352	197
ENSMUSG00000003354	1
ENSMUSG00000003355	41
ENSMUSG00000003360	1419
ENSMUSG00000003363	14334
ENSMUSG00000003378	10
ENSMUSG00000003379	3
ENSMUSG00000003380	862
ENSMUSG00000003382	2882
ENSMUSG00000003402	2014
ENSMUSG00000003410	4
ENSMUSG00000003411	6
ENSMUSG00000003418	11
ENSMUSG00000003420	229
ENSMUSG00000003421	506
ENSMUSG00000003423	209
ENSMUSG00000003429	2527
ENSMUSG00000003435	1759
ENSMUSG00000003436	0
ENSMUSG00000003437	757
ENSMUSG00000003438	262
ENSMUSG00000003444	153
ENSMUSG00000003452	2
ENSMUSG00000003458	4003
ENSMUSG00000003464	582
ENSMUSG00000003469	0
ENSMUSG00000003476	0
ENSMUSG00000003477	0
ENSMUSG00000003484	97
ENSMUSG00000003500	158
ENSMUSG00000003505	0
ENSMUSG00000003518	743
ENSMUSG00000003526	31
ENSMUSG00000003527	282
ENSMUSG00000003528	1095
ENSMUSG00000003531	87
ENSMUSG00000003534	178
ENSMUSG00000003541	742
ENSMUSG00000003545	2
ENSMUSG00000003546	78
ENSMUSG00000003549	219
ENSMUSG00000003555	0
ENSMUSG00000003559	29
ENSMUSG00000003573	327
ENSMUSG00000003575	185
ENSMUSG00000003581	188
ENSMUSG00000003585	9
ENSMUSG00000003604	206
ENSMUSG00000003617	2377
ENSMUSG00000003623	206
ENSMUSG00000003644	961
ENSMUSG00000003657	3
ENSMUSG00000003660	2048
ENSMUSG00000003662	234
ENSMUSG00000003665	13
ENSMUSG00000003680	172
ENSMUSG00000003721	194
ENSMUSG00000003731	1683
ENSMUSG00000003746	320
ENSMUSG00000003752	121
ENSMUSG00000003762	235
ENSMUSG00000003778	554
ENSMUSG00000003779	69
ENSMUSG00000003808	614
ENSMUSG00000003809	64
ENSMUSG00000003810	854
ENSMUSG00000003812	849
ENSMUSG00000003813	1152
ENSMUSG00000003814	11146
ENSMUSG00000003824	26
ENSMUSG00000003847	1980
ENSMUSG00000003848	130
ENSMUSG00000003849	121
ENSMUSG00000003863	1660
ENSMUSG00000003865	285
ENSMUSG00000003868	245
ENSMUSG00000003872	0
ENSMUSG00000003873	611
ENSMUSG00000003882	6767
ENSMUSG00000003923	265
ENSMUSG00000003929	71
ENSMUSG00000003934	5
ENSMUSG00000003948	59
ENSMUSG00000003949	1
ENSMUSG00000003955	173
ENSMUSG00000003970	4144
ENSMUSG00000003974	0
ENSMUSG00000003992	46
ENSMUSG00000004018	39
ENSMUSG00000004031	0
ENSMUSG00000004032	25
ENSMUSG00000004035	2
ENSMUSG00000004038	3
ENSMUSG00000004040	8983
ENSMUSG00000004043	1187
ENSMUSG00000004044	257
ENSMUSG00000004054	1267
ENSMUSG00000004056	1520
ENSMUSG00000004069	420
ENSMUSG00000004070	3190
ENSMUSG00000004071	295
ENSMUSG00000004085	220
ENSMUSG00000004096	2049
ENSMUSG00000004098	1163
ENSMUSG00000004099	928
ENSMUSG00000004100	215
ENSMUSG00000004105	653
ENSMUSG00000004110	1
ENSMUSG00000004113	36
ENSMUSG00000004127	63
ENSMUSG00000004151	27
ENSMUSG00000004187	1
ENSMUSG00000004207	151607
ENSMUSG00000004221	1787
ENSMUSG00000004231	0
ENSMUSG00000004233	98
ENSMUSG00000004263	88
ENSMUSG00000004264	1201
ENSMUSG00000004266	10619
ENSMUSG00000004267	101
ENSMUSG00000004268	395
ENSMUSG00000004270	741
ENSMUSG00000004285	1878
ENSMUSG00000004296	4842
ENSMUSG00000004317	626
ENSMUSG00000004319	512
ENSMUSG00000004328	0
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	11
ENSMUSG00000004356	368
ENSMUSG00000004359	615
ENSMUSG00000004360	1
ENSMUSG00000004364	1554
ENSMUSG00000004366	0
ENSMUSG00000004371	12
ENSMUSG00000004383	689
ENSMUSG00000004393	285
ENSMUSG00000004394	573
ENSMUSG00000004415	0
ENSMUSG00000004446	821
ENSMUSG00000004451	1665
ENSMUSG00000004455	725
ENSMUSG00000004460	2363
ENSMUSG00000004462	116
ENSMUSG00000004473	7
ENSMUSG00000004500	252
ENSMUSG00000004508	1616
ENSMUSG00000004530	2181
ENSMUSG00000004535	8367
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	25
ENSMUSG00000004558	7
ENSMUSG00000004561	102
ENSMUSG00000004562	99
ENSMUSG00000004565	264
ENSMUSG00000004567	692
ENSMUSG00000004568	144
ENSMUSG00000004591	1020
ENSMUSG00000004609	3344
ENSMUSG00000004610	15
ENSMUSG00000004612	4
ENSMUSG00000004626	1791
ENSMUSG00000004630	0
ENSMUSG00000004631	32
ENSMUSG00000004633	15
ENSMUSG00000004637	70
ENSMUSG00000004642	397
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	26
ENSMUSG00000004661	269
ENSMUSG00000004665	1155
ENSMUSG00000004667	313
ENSMUSG00000004668	49
ENSMUSG00000004677	4324
ENSMUSG00000004698	75
ENSMUSG00000004707	3430
ENSMUSG00000004709	34
ENSMUSG00000004730	15711
ENSMUSG00000004748	1
ENSMUSG00000004768	109
ENSMUSG00000004771	1350
ENSMUSG00000004788	443
ENSMUSG00000004789	1696
ENSMUSG00000004791	22
ENSMUSG00000004798	350
ENSMUSG00000004814	11
ENSMUSG00000004815	258
ENSMUSG00000004821	0
ENSMUSG00000004837	472
ENSMUSG00000004842	0
ENSMUSG00000004843	900
ENSMUSG00000004846	3945
ENSMUSG00000004849	1413
ENSMUSG00000004864	6
ENSMUSG00000004865	663
ENSMUSG00000004872	0
ENSMUSG00000004880	78
ENSMUSG00000004885	2
ENSMUSG00000004891	1454
ENSMUSG00000004892	0
ENSMUSG00000004894	0
ENSMUSG00000004895	410
ENSMUSG00000004896	169
ENSMUSG00000004897	2490
ENSMUSG00000004902	1
ENSMUSG00000004929	154
ENSMUSG00000004931	249
ENSMUSG00000004933	72
ENSMUSG00000004934	602
ENSMUSG00000004936	4879
ENSMUSG00000004937	1167
ENSMUSG00000004939	0
ENSMUSG00000004945	270
ENSMUSG00000004947	2089
ENSMUSG00000004948	1
ENSMUSG00000004951	96
ENSMUSG00000004952	8584
ENSMUSG00000004961	1
ENSMUSG00000004980	6340
ENSMUSG00000004988	0
ENSMUSG00000004994	198
ENSMUSG00000004996	29
ENSMUSG00000005034	862
ENSMUSG00000005043	43
ENSMUSG00000005045	6
ENSMUSG00000005054	9804
ENSMUSG00000005057	280
ENSMUSG00000005069	391
ENSMUSG00000005078	190
ENSMUSG00000005087	12335
ENSMUSG00000005089	1508
ENSMUSG00000005102	460
ENSMUSG00000005103	10724
ENSMUSG00000005107	89
ENSMUSG00000005124	236
ENSMUSG00000005125	96
ENSMUSG00000005131	3
ENSMUSG00000005142	9727
ENSMUSG00000005148	10
ENSMUSG00000005150	100
ENSMUSG00000005161	2963
ENSMUSG00000005198	2076
ENSMUSG00000005202	0
ENSMUSG00000005204	961
ENSMUSG00000005220	0
ENSMUSG00000005225	149
ENSMUSG00000005232	0
ENSMUSG00000005233	19
ENSMUSG00000005237	26
ENSMUSG00000005251	0
ENSMUSG00000005262	655
ENSMUSG00000005267	233
ENSMUSG00000005268	0
ENSMUSG00000005299	538
ENSMUSG00000005312	2086
ENSMUSG00000005320	0
ENSMUSG00000005338	5
ENSMUSG00000005339	0
ENSMUSG00000005354	839
ENSMUSG00000005355	0
ENSMUSG00000005357	0
ENSMUSG00000005360	13
ENSMUSG00000005362	1840
ENSMUSG00000005364	4
ENSMUSG00000005370	155
ENSMUSG00000005371	932
ENSMUSG00000005373	0
ENSMUSG00000005374	82
ENSMUSG00000005378	239
ENSMUSG00000005397	470
ENSMUSG00000005410	169
ENSMUSG00000005413	19028
ENSMUSG00000005417	1475
ENSMUSG00000005442	3012
ENSMUSG00000005447	40
ENSMUSG00000005465	62
ENSMUSG00000005469	709
ENSMUSG00000005470	65
ENSMUSG00000005474	0
ENSMUSG00000005481	759
ENSMUSG00000005483	739
ENSMUSG00000005493	0
ENSMUSG00000005501	794
ENSMUSG00000005503	0
ENSMUSG00000005505	264
ENSMUSG00000005506	1727
ENSMUSG00000005510	636
ENSMUSG00000005514	1903
ENSMUSG00000005533	127
ENSMUSG00000005534	254
ENSMUSG00000005540	0
ENSMUSG00000005547	0
ENSMUSG00000005553	0
ENSMUSG00000005566	1498
ENSMUSG00000005575	3839
ENSMUSG00000005580	53
ENSMUSG00000005583	103
ENSMUSG00000005609	434
ENSMUSG00000005610	20782
ENSMUSG00000005611	8
ENSMUSG00000005615	1179
ENSMUSG00000005621	1056
ENSMUSG00000005625	1410
ENSMUSG00000005628	1
ENSMUSG00000005640	24
ENSMUSG00000005649	0
ENSMUSG00000005656	1270
ENSMUSG00000005667	1066
ENSMUSG00000005672	11
ENSMUSG00000005674	181
ENSMUSG00000005677	0
ENSMUSG00000005681	0
ENSMUSG00000005682	206
ENSMUSG00000005683	3250
ENSMUSG00000005686	799
ENSMUSG00000005687	254
ENSMUSG00000005696	0
ENSMUSG00000005698	779
ENSMUSG00000005699	15
ENSMUSG00000005705	0
ENSMUSG00000005716	0
ENSMUSG00000005718	7
ENSMUSG00000005732	699
ENSMUSG00000005763	124
ENSMUSG00000005774	569
ENSMUSG00000005779	1691
ENSMUSG00000005800	573
ENSMUSG00000005802	379
ENSMUSG00000005803	767
ENSMUSG00000005804	1349
ENSMUSG00000005813	901
ENSMUSG00000005823	1305
ENSMUSG00000005824	7
ENSMUSG00000005836	4
ENSMUSG00000005846	650
ENSMUSG00000005864	0
ENSMUSG00000005871	889
ENSMUSG00000005873	2882
ENSMUSG00000005881	1056
ENSMUSG00000005882	314
ENSMUSG00000005883	0
ENSMUSG00000005886	698
ENSMUSG00000005891	0
ENSMUSG00000005892	0
ENSMUSG00000005893	328
ENSMUSG00000005897	171
ENSMUSG00000005899	347
ENSMUSG00000005907	135
ENSMUSG00000005917	0
ENSMUSG00000005936	797
ENSMUSG00000005947	1
ENSMUSG00000005949	137
ENSMUSG00000005950	41
ENSMUSG00000005951	14
ENSMUSG00000005952	0
ENSMUSG00000005958	9
ENSMUSG00000005968	31
ENSMUSG00000005973	911
ENSMUSG00000005980	0
ENSMUSG00000005981	990
ENSMUSG00000005982	597
ENSMUSG00000005983	32
ENSMUSG00000005986	57
ENSMUSG00000005994	0
ENSMUSG00000006005	7326
ENSMUSG00000006007	0
ENSMUSG00000006010	620
ENSMUSG00000006014	106
ENSMUSG00000006019	368
ENSMUSG00000006021	39
ENSMUSG00000006024	1857
ENSMUSG00000006050	541
ENSMUSG00000006056	0
ENSMUSG00000006057	299
ENSMUSG00000006058	843
ENSMUSG00000006095	733
ENSMUSG00000006127	1148
ENSMUSG00000006134	1148
ENSMUSG00000006143	0
ENSMUSG00000006154	52
ENSMUSG00000006169	2338
ENSMUSG00000006179	1
ENSMUSG00000006191	112
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	200
ENSMUSG00000006215	391
ENSMUSG00000006216	1
ENSMUSG00000006218	0
ENSMUSG00000006219	974
ENSMUSG00000006221	12
ENSMUSG00000006235	0
ENSMUSG00000006241	3
ENSMUSG00000006262	1244
ENSMUSG00000006269	0
ENSMUSG00000006270	0
ENSMUSG00000006273	11154
ENSMUSG00000006276	1067
ENSMUSG00000006281	2152
ENSMUSG00000006288	184
ENSMUSG00000006289	185
ENSMUSG00000006299	2064
ENSMUSG00000006301	1620
ENSMUSG00000006304	14623
ENSMUSG00000006307	1187
ENSMUSG00000006310	20
ENSMUSG00000006311	0
ENSMUSG00000006313	4
ENSMUSG00000006315	158
ENSMUSG00000006333	6858
ENSMUSG00000006335	192
ENSMUSG00000006342	182
ENSMUSG00000006344	18
ENSMUSG00000006345	2
ENSMUSG00000006356	56
