geneID	KL3
ENSMUSG00000000805	275
ENSMUSG00000000811	184
ENSMUSG00000000817	0
ENSMUSG00000000823	25
ENSMUSG00000000826	1972
ENSMUSG00000000827	1200
ENSMUSG00000000838	808
ENSMUSG00000000861	1
ENSMUSG00000000869	3
ENSMUSG00000000876	63
ENSMUSG00000000881	229
ENSMUSG00000000884	3
ENSMUSG00000000889	0
ENSMUSG00000000901	1
ENSMUSG00000000902	453
ENSMUSG00000000903	0
ENSMUSG00000000915	36
ENSMUSG00000000916	35
ENSMUSG00000000934	47
ENSMUSG00000000938	3
ENSMUSG00000000942	0
ENSMUSG00000000957	11110
ENSMUSG00000000958	123
ENSMUSG00000000959	296
ENSMUSG00000000976	320
ENSMUSG00000000982	10595
ENSMUSG00000000983	56
ENSMUSG00000001014	5
ENSMUSG00000001016	166
ENSMUSG00000001017	1196
ENSMUSG00000001018	809
ENSMUSG00000001020	11
ENSMUSG00000001021	0
ENSMUSG00000001023	0
ENSMUSG00000001025	3834
ENSMUSG00000001027	0
ENSMUSG00000001029	36
ENSMUSG00000001034	535
ENSMUSG00000001036	3
ENSMUSG00000001039	0
ENSMUSG00000001052	1068
ENSMUSG00000001053	81
ENSMUSG00000001054	158
ENSMUSG00000001056	709
ENSMUSG00000001062	354
ENSMUSG00000001065	374
ENSMUSG00000001076	0
ENSMUSG00000001082	248
ENSMUSG00000001089	708
ENSMUSG00000001095	3
ENSMUSG00000001098	1389
ENSMUSG00000001100	234
ENSMUSG00000001103	0
ENSMUSG00000001105	242
ENSMUSG00000001119	6
ENSMUSG00000001120	2
ENSMUSG00000001123	10570
ENSMUSG00000001127	489
ENSMUSG00000001128	2978
ENSMUSG00000001131	1376
ENSMUSG00000001134	148
ENSMUSG00000001138	66
ENSMUSG00000001143	197
ENSMUSG00000001150	278
ENSMUSG00000001151	169
ENSMUSG00000001155	0
ENSMUSG00000001156	1117
ENSMUSG00000001157	397
ENSMUSG00000001158	837
ENSMUSG00000001166	316
ENSMUSG00000001168	1
ENSMUSG00000001173	163
ENSMUSG00000001175	25135
ENSMUSG00000001211	449
ENSMUSG00000001225	0
ENSMUSG00000001227	37
ENSMUSG00000001228	12
ENSMUSG00000001229	502
ENSMUSG00000001240	1
ENSMUSG00000001247	26
ENSMUSG00000001248	712
ENSMUSG00000001249	49
ENSMUSG00000001260	0
ENSMUSG00000001270	1114
ENSMUSG00000001280	702
ENSMUSG00000001281	31
ENSMUSG00000001285	58
ENSMUSG00000001288	112
ENSMUSG00000001289	1725
ENSMUSG00000001300	142
ENSMUSG00000001305	32
ENSMUSG00000001313	87
ENSMUSG00000001323	131
ENSMUSG00000001333	5
ENSMUSG00000001334	1
ENSMUSG00000001348	1308
ENSMUSG00000001349	0
ENSMUSG00000001366	264
ENSMUSG00000001376	861
ENSMUSG00000001380	577
ENSMUSG00000001383	1091
ENSMUSG00000001403	8
ENSMUSG00000001415	1117
ENSMUSG00000001416	3087
ENSMUSG00000001418	3561
ENSMUSG00000001419	456
ENSMUSG00000001420	5
ENSMUSG00000001424	1128
ENSMUSG00000001435	2
ENSMUSG00000001436	8
ENSMUSG00000001440	1478
ENSMUSG00000001441	1594
ENSMUSG00000001444	0
ENSMUSG00000001445	345
ENSMUSG00000001467	2030
ENSMUSG00000001472	4075
ENSMUSG00000001473	1458
ENSMUSG00000001482	751
ENSMUSG00000001493	0
ENSMUSG00000001494	0
ENSMUSG00000001496	0
ENSMUSG00000001497	0
ENSMUSG00000001504	0
ENSMUSG00000001506	64
ENSMUSG00000001507	0
ENSMUSG00000001508	0
ENSMUSG00000001510	0
ENSMUSG00000001517	13
ENSMUSG00000001518	25
ENSMUSG00000001520	2
ENSMUSG00000001521	33
ENSMUSG00000001524	47
ENSMUSG00000001525	2713
ENSMUSG00000001542	3524
ENSMUSG00000001552	96
ENSMUSG00000001555	5
ENSMUSG00000001558	0
ENSMUSG00000001566	0
ENSMUSG00000001569	342
ENSMUSG00000001576	793
ENSMUSG00000001583	0
ENSMUSG00000001588	38
ENSMUSG00000001604	6
ENSMUSG00000001622	0
ENSMUSG00000001627	8173
ENSMUSG00000001630	70
ENSMUSG00000001632	992
ENSMUSG00000001642	1718
ENSMUSG00000001655	0
ENSMUSG00000001656	1
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	18
ENSMUSG00000001665	18
ENSMUSG00000001666	21
ENSMUSG00000001670	0
ENSMUSG00000001672	0
ENSMUSG00000001674	276
ENSMUSG00000001687	3304
ENSMUSG00000001700	118
ENSMUSG00000001707	241
ENSMUSG00000001729	3055
ENSMUSG00000001739	3
ENSMUSG00000001741	14
ENSMUSG00000001750	15563
ENSMUSG00000001751	873
ENSMUSG00000001755	177
ENSMUSG00000001761	0
ENSMUSG00000001763	32
ENSMUSG00000001767	338
ENSMUSG00000001768	4784
ENSMUSG00000001773	0
ENSMUSG00000001774	899
ENSMUSG00000001783	880
ENSMUSG00000001785	322
ENSMUSG00000001786	422
ENSMUSG00000001794	6310
ENSMUSG00000001802	0
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	6
ENSMUSG00000001829	68
ENSMUSG00000001833	3078
ENSMUSG00000001844	266
ENSMUSG00000001847	5748
ENSMUSG00000001855	436
ENSMUSG00000001864	0
ENSMUSG00000001865	42
ENSMUSG00000001870	28
ENSMUSG00000001891	1988
ENSMUSG00000001901	0
ENSMUSG00000001909	219
ENSMUSG00000001910	2211
ENSMUSG00000001911	168
ENSMUSG00000001918	550
ENSMUSG00000001924	6832
ENSMUSG00000001930	726
ENSMUSG00000001942	275
ENSMUSG00000001943	0
ENSMUSG00000001946	37
ENSMUSG00000001948	51
ENSMUSG00000001962	327
ENSMUSG00000001964	496
ENSMUSG00000001983	47
ENSMUSG00000001985	0
ENSMUSG00000001986	1
ENSMUSG00000001988	0
ENSMUSG00000001995	55
ENSMUSG00000001998	118
ENSMUSG00000001999	621
ENSMUSG00000002006	1
ENSMUSG00000002007	0
ENSMUSG00000002010	603
ENSMUSG00000002012	0
ENSMUSG00000002014	1755
ENSMUSG00000002015	2883
ENSMUSG00000002017	126
ENSMUSG00000002020	13
ENSMUSG00000002028	970
ENSMUSG00000002031	146
ENSMUSG00000002032	1
ENSMUSG00000002033	0
ENSMUSG00000002043	287
ENSMUSG00000002052	1281
ENSMUSG00000002055	5
ENSMUSG00000002057	0
ENSMUSG00000002058	208
ENSMUSG00000002059	41
ENSMUSG00000002064	1022
ENSMUSG00000002068	138
ENSMUSG00000002076	6
ENSMUSG00000002083	101
ENSMUSG00000002100	79
ENSMUSG00000002102	1661
ENSMUSG00000002103	3267
ENSMUSG00000002104	1
ENSMUSG00000002105	227
ENSMUSG00000002107	505
ENSMUSG00000002108	441
ENSMUSG00000002109	6
ENSMUSG00000002111	10213
ENSMUSG00000002129	176
ENSMUSG00000002147	3173
ENSMUSG00000002190	0
ENSMUSG00000002204	1780
ENSMUSG00000002205	296
ENSMUSG00000002210	452
ENSMUSG00000002221	133
ENSMUSG00000002222	390
ENSMUSG00000002227	2095
ENSMUSG00000002228	41
ENSMUSG00000002233	4971
ENSMUSG00000002240	0
ENSMUSG00000002249	1
ENSMUSG00000002250	2662
ENSMUSG00000002257	207
ENSMUSG00000002265	0
ENSMUSG00000002266	0
ENSMUSG00000002274	7
ENSMUSG00000002279	115
ENSMUSG00000002280	264
ENSMUSG00000002289	3
ENSMUSG00000002297	104
ENSMUSG00000002307	6116
ENSMUSG00000002308	212
ENSMUSG00000002319	58
ENSMUSG00000002320	486
ENSMUSG00000002324	0
ENSMUSG00000002325	1614
ENSMUSG00000002326	569
ENSMUSG00000002329	38
ENSMUSG00000002332	450
ENSMUSG00000002341	0
ENSMUSG00000002342	241
ENSMUSG00000002343	29
ENSMUSG00000002345	143
ENSMUSG00000002346	3
ENSMUSG00000002365	641
ENSMUSG00000002372	764
ENSMUSG00000002379	697
ENSMUSG00000002384	0
ENSMUSG00000002393	245
ENSMUSG00000002395	436
ENSMUSG00000002396	146
ENSMUSG00000002409	149
ENSMUSG00000002413	469
ENSMUSG00000002416	6
ENSMUSG00000002428	677
ENSMUSG00000002455	383
ENSMUSG00000002458	867
ENSMUSG00000002459	1
ENSMUSG00000002475	72
ENSMUSG00000002477	504
ENSMUSG00000002486	27
ENSMUSG00000002489	133
ENSMUSG00000002496	284
ENSMUSG00000002500	10
ENSMUSG00000002504	72
ENSMUSG00000002524	875
ENSMUSG00000002546	779
ENSMUSG00000002550	208
ENSMUSG00000002565	37
ENSMUSG00000002578	14
ENSMUSG00000002580	617
ENSMUSG00000002588	1
ENSMUSG00000002602	15299
ENSMUSG00000002603	3892
ENSMUSG00000002608	401
ENSMUSG00000002617	72
ENSMUSG00000002625	181
ENSMUSG00000002633	0
ENSMUSG00000002635	153
ENSMUSG00000002658	2182
ENSMUSG00000002660	151
ENSMUSG00000002661	64
ENSMUSG00000002664	0
ENSMUSG00000002668	357
ENSMUSG00000002679	317
ENSMUSG00000002688	0
ENSMUSG00000002699	1903
ENSMUSG00000002718	546
ENSMUSG00000002728	2199
ENSMUSG00000002731	95
ENSMUSG00000002732	11
ENSMUSG00000002733	556
ENSMUSG00000002741	2247
ENSMUSG00000002748	1384
ENSMUSG00000002763	314
ENSMUSG00000002767	220
ENSMUSG00000002768	650
ENSMUSG00000002769	2
ENSMUSG00000002771	34
ENSMUSG00000002778	762
ENSMUSG00000002781	107
ENSMUSG00000002797	452
ENSMUSG00000002799	0
ENSMUSG00000002803	55
ENSMUSG00000002804	84
ENSMUSG00000002808	1
ENSMUSG00000002812	4497
ENSMUSG00000002814	531
ENSMUSG00000002820	285
ENSMUSG00000002825	48
ENSMUSG00000002831	0
ENSMUSG00000002833	188
ENSMUSG00000002835	49
ENSMUSG00000002844	2262
ENSMUSG00000002845	255
ENSMUSG00000002846	137
ENSMUSG00000002847	481
ENSMUSG00000002870	33
ENSMUSG00000002871	478
ENSMUSG00000002881	725
ENSMUSG00000002885	136
ENSMUSG00000002897	1939
ENSMUSG00000002900	1
ENSMUSG00000002908	1
ENSMUSG00000002910	120
ENSMUSG00000002930	0
ENSMUSG00000002944	96959
ENSMUSG00000002948	406
ENSMUSG00000002949	394
ENSMUSG00000002957	466
ENSMUSG00000002963	224
ENSMUSG00000002968	235
ENSMUSG00000002980	94
ENSMUSG00000002981	1496
ENSMUSG00000002983	1216
ENSMUSG00000002984	350
ENSMUSG00000002985	3930
ENSMUSG00000002992	0
ENSMUSG00000002996	3671
ENSMUSG00000002997	2618
ENSMUSG00000003031	148
ENSMUSG00000003032	51
ENSMUSG00000003033	956
ENSMUSG00000003037	3399
ENSMUSG00000003038	1518
ENSMUSG00000003039	2011
ENSMUSG00000003051	0
ENSMUSG00000003053	0
ENSMUSG00000003062	831
ENSMUSG00000003068	1281
ENSMUSG00000003070	25
ENSMUSG00000003072	2620
ENSMUSG00000003099	557
ENSMUSG00000003119	505
ENSMUSG00000003123	383
ENSMUSG00000003131	1341
ENSMUSG00000003134	194
ENSMUSG00000003135	234
ENSMUSG00000003153	12
ENSMUSG00000003154	259
ENSMUSG00000003161	2665
ENSMUSG00000003166	173
ENSMUSG00000003184	358
ENSMUSG00000003190	31
ENSMUSG00000003198	36
ENSMUSG00000003199	736
ENSMUSG00000003200	743
ENSMUSG00000003206	855
ENSMUSG00000003208	175
ENSMUSG00000003226	3835
ENSMUSG00000003227	0
ENSMUSG00000003228	128
ENSMUSG00000003233	165
ENSMUSG00000003234	391
ENSMUSG00000003235	310
ENSMUSG00000003269	934
ENSMUSG00000003271	1
ENSMUSG00000003273	1
ENSMUSG00000003279	0
ENSMUSG00000003282	22
ENSMUSG00000003283	8253
ENSMUSG00000003299	500
ENSMUSG00000003308	1997
ENSMUSG00000003309	0
ENSMUSG00000003316	752
ENSMUSG00000003341	0
ENSMUSG00000003344	200
ENSMUSG00000003345	1658
ENSMUSG00000003346	503
ENSMUSG00000003348	743
ENSMUSG00000003352	474
ENSMUSG00000003354	1
ENSMUSG00000003355	118
ENSMUSG00000003360	572
ENSMUSG00000003363	8700
ENSMUSG00000003378	3
ENSMUSG00000003379	0
ENSMUSG00000003380	2213
ENSMUSG00000003382	5947
ENSMUSG00000003402	1137
ENSMUSG00000003410	0
ENSMUSG00000003411	0
ENSMUSG00000003418	12
ENSMUSG00000003420	105
ENSMUSG00000003421	433
ENSMUSG00000003423	232
ENSMUSG00000003429	2649
ENSMUSG00000003435	928
ENSMUSG00000003436	0
ENSMUSG00000003437	348
ENSMUSG00000003438	206
ENSMUSG00000003444	166
ENSMUSG00000003452	6
ENSMUSG00000003458	3093
ENSMUSG00000003464	655
ENSMUSG00000003469	0
ENSMUSG00000003476	0
ENSMUSG00000003477	0
ENSMUSG00000003484	115
ENSMUSG00000003500	97
ENSMUSG00000003505	0
ENSMUSG00000003518	1138
ENSMUSG00000003526	16
ENSMUSG00000003527	158
ENSMUSG00000003528	1601
ENSMUSG00000003531	76
ENSMUSG00000003534	6
ENSMUSG00000003541	363
ENSMUSG00000003545	1
ENSMUSG00000003546	283
ENSMUSG00000003549	120
ENSMUSG00000003555	0
ENSMUSG00000003559	29
ENSMUSG00000003573	789
ENSMUSG00000003575	130
ENSMUSG00000003581	116
ENSMUSG00000003585	10
ENSMUSG00000003604	171
ENSMUSG00000003617	141
ENSMUSG00000003623	519
ENSMUSG00000003644	1501
ENSMUSG00000003657	1
ENSMUSG00000003660	711
ENSMUSG00000003662	294
ENSMUSG00000003665	3
ENSMUSG00000003680	110
ENSMUSG00000003721	1104
ENSMUSG00000003731	1090
ENSMUSG00000003746	375
ENSMUSG00000003752	73
ENSMUSG00000003762	157
ENSMUSG00000003778	348
ENSMUSG00000003779	13
ENSMUSG00000003808	359
ENSMUSG00000003809	37
ENSMUSG00000003810	412
ENSMUSG00000003812	751
ENSMUSG00000003813	889
ENSMUSG00000003814	10993
ENSMUSG00000003824	29
ENSMUSG00000003847	792
ENSMUSG00000003848	70
ENSMUSG00000003849	7537
ENSMUSG00000003863	1498
ENSMUSG00000003865	52
ENSMUSG00000003868	107
ENSMUSG00000003872	0
ENSMUSG00000003873	970
ENSMUSG00000003882	4537
ENSMUSG00000003923	231
ENSMUSG00000003929	32
ENSMUSG00000003934	1
ENSMUSG00000003948	45
ENSMUSG00000003949	0
ENSMUSG00000003955	88
ENSMUSG00000003970	3851
ENSMUSG00000003974	0
ENSMUSG00000003992	57
ENSMUSG00000004018	36
ENSMUSG00000004031	0
ENSMUSG00000004032	27
ENSMUSG00000004035	0
ENSMUSG00000004038	2
ENSMUSG00000004040	2447
ENSMUSG00000004043	1357
ENSMUSG00000004044	13
ENSMUSG00000004054	1073
ENSMUSG00000004056	1515
ENSMUSG00000004069	267
ENSMUSG00000004070	2056
ENSMUSG00000004071	169
ENSMUSG00000004085	98
ENSMUSG00000004096	2226
ENSMUSG00000004098	243
ENSMUSG00000004099	725
ENSMUSG00000004100	106
ENSMUSG00000004105	5037
ENSMUSG00000004110	0
ENSMUSG00000004113	14
ENSMUSG00000004127	69
ENSMUSG00000004151	28
ENSMUSG00000004187	6
ENSMUSG00000004207	150528
ENSMUSG00000004221	2232
ENSMUSG00000004231	0
ENSMUSG00000004233	57
ENSMUSG00000004263	57
ENSMUSG00000004264	1096
ENSMUSG00000004266	6993
ENSMUSG00000004267	52
ENSMUSG00000004268	261
ENSMUSG00000004270	770
ENSMUSG00000004285	3369
ENSMUSG00000004296	10341
ENSMUSG00000004317	1233
ENSMUSG00000004319	258
ENSMUSG00000004328	0
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	183
ENSMUSG00000004356	94
ENSMUSG00000004359	331
ENSMUSG00000004360	3
ENSMUSG00000004364	2089
ENSMUSG00000004366	0
ENSMUSG00000004371	0
ENSMUSG00000004383	249
ENSMUSG00000004393	152
ENSMUSG00000004394	650
ENSMUSG00000004415	0
ENSMUSG00000004446	2842
ENSMUSG00000004451	1131
ENSMUSG00000004455	670
ENSMUSG00000004460	3094
ENSMUSG00000004462	81
ENSMUSG00000004473	2
ENSMUSG00000004500	95
ENSMUSG00000004508	849
ENSMUSG00000004530	1495
ENSMUSG00000004535	5586
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	20
ENSMUSG00000004558	10
ENSMUSG00000004561	81
ENSMUSG00000004562	41
ENSMUSG00000004565	148
ENSMUSG00000004567	782
ENSMUSG00000004568	45
ENSMUSG00000004591	572
ENSMUSG00000004609	1027
ENSMUSG00000004610	9
ENSMUSG00000004612	0
ENSMUSG00000004626	2022
ENSMUSG00000004630	0
ENSMUSG00000004631	2
ENSMUSG00000004633	172
ENSMUSG00000004637	108
ENSMUSG00000004642	295
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	0
ENSMUSG00000004661	291
ENSMUSG00000004665	473
ENSMUSG00000004667	330
ENSMUSG00000004668	26
ENSMUSG00000004677	2716
ENSMUSG00000004698	9
ENSMUSG00000004707	8135
ENSMUSG00000004709	119
ENSMUSG00000004730	11847
ENSMUSG00000004748	1
ENSMUSG00000004768	66
ENSMUSG00000004771	1583
ENSMUSG00000004788	449
ENSMUSG00000004789	1310
ENSMUSG00000004791	2
ENSMUSG00000004798	205
ENSMUSG00000004814	80
ENSMUSG00000004815	175
ENSMUSG00000004821	0
ENSMUSG00000004837	299
ENSMUSG00000004842	0
ENSMUSG00000004843	1084
ENSMUSG00000004846	1946
ENSMUSG00000004849	2062
ENSMUSG00000004864	26
ENSMUSG00000004865	548
ENSMUSG00000004872	0
ENSMUSG00000004880	37
ENSMUSG00000004885	1
ENSMUSG00000004891	199
ENSMUSG00000004892	0
ENSMUSG00000004894	0
ENSMUSG00000004895	401
ENSMUSG00000004896	82
ENSMUSG00000004897	2627
ENSMUSG00000004902	0
ENSMUSG00000004929	121
ENSMUSG00000004931	224
ENSMUSG00000004933	113
ENSMUSG00000004934	663
ENSMUSG00000004936	3870
ENSMUSG00000004937	1027
ENSMUSG00000004939	0
ENSMUSG00000004945	312
ENSMUSG00000004947	849
ENSMUSG00000004948	0
ENSMUSG00000004951	2
ENSMUSG00000004952	5628
ENSMUSG00000004961	0
ENSMUSG00000004980	5154
ENSMUSG00000004988	0
ENSMUSG00000004994	160
ENSMUSG00000004996	41
ENSMUSG00000005034	381
ENSMUSG00000005043	13
ENSMUSG00000005045	9
ENSMUSG00000005054	15777
ENSMUSG00000005057	127
ENSMUSG00000005069	186
ENSMUSG00000005078	208
ENSMUSG00000005087	3520
ENSMUSG00000005089	85
ENSMUSG00000005102	366
ENSMUSG00000005103	7499
ENSMUSG00000005107	47
ENSMUSG00000005124	5
ENSMUSG00000005125	59
ENSMUSG00000005131	0
ENSMUSG00000005142	4691
ENSMUSG00000005148	0
ENSMUSG00000005150	71
ENSMUSG00000005161	4423
ENSMUSG00000005198	1096
ENSMUSG00000005202	0
ENSMUSG00000005204	1036
ENSMUSG00000005220	0
ENSMUSG00000005225	198
ENSMUSG00000005232	0
ENSMUSG00000005233	10
ENSMUSG00000005237	83
ENSMUSG00000005251	1
ENSMUSG00000005262	538
ENSMUSG00000005267	145
ENSMUSG00000005268	0
ENSMUSG00000005299	354
ENSMUSG00000005312	1488
ENSMUSG00000005320	0
ENSMUSG00000005338	0
ENSMUSG00000005339	7
ENSMUSG00000005354	1059
ENSMUSG00000005355	0
ENSMUSG00000005357	0
ENSMUSG00000005360	0
ENSMUSG00000005362	2301
ENSMUSG00000005364	1
ENSMUSG00000005370	112
ENSMUSG00000005371	661
ENSMUSG00000005373	0
ENSMUSG00000005374	13
ENSMUSG00000005378	252
ENSMUSG00000005397	13
ENSMUSG00000005410	58
ENSMUSG00000005413	30641
ENSMUSG00000005417	490
ENSMUSG00000005442	2063
ENSMUSG00000005447	175
ENSMUSG00000005465	19
ENSMUSG00000005469	400
ENSMUSG00000005470	31
ENSMUSG00000005474	0
ENSMUSG00000005481	558
ENSMUSG00000005483	876
ENSMUSG00000005493	0
ENSMUSG00000005501	594
ENSMUSG00000005503	0
ENSMUSG00000005505	209
ENSMUSG00000005506	1272
ENSMUSG00000005510	675
ENSMUSG00000005514	1132
ENSMUSG00000005533	17
ENSMUSG00000005534	229
ENSMUSG00000005540	0
ENSMUSG00000005547	0
ENSMUSG00000005553	0
ENSMUSG00000005566	383
ENSMUSG00000005575	1713
ENSMUSG00000005580	59
ENSMUSG00000005583	36
ENSMUSG00000005609	171
ENSMUSG00000005610	10413
ENSMUSG00000005611	3
ENSMUSG00000005615	2406
ENSMUSG00000005621	376
ENSMUSG00000005625	1471
ENSMUSG00000005628	1
ENSMUSG00000005640	6
ENSMUSG00000005649	1
ENSMUSG00000005656	1073
ENSMUSG00000005667	1434
ENSMUSG00000005672	2
ENSMUSG00000005674	132
ENSMUSG00000005677	0
ENSMUSG00000005681	1
ENSMUSG00000005682	125
ENSMUSG00000005683	2930
ENSMUSG00000005686	6900
ENSMUSG00000005687	286
ENSMUSG00000005696	0
ENSMUSG00000005698	479
ENSMUSG00000005699	26
ENSMUSG00000005705	1
ENSMUSG00000005716	0
ENSMUSG00000005718	0
ENSMUSG00000005732	683
ENSMUSG00000005763	114
ENSMUSG00000005774	276
ENSMUSG00000005779	2296
ENSMUSG00000005800	3529
ENSMUSG00000005802	527
ENSMUSG00000005803	3603
ENSMUSG00000005804	2040
ENSMUSG00000005813	1003
ENSMUSG00000005823	1199
ENSMUSG00000005824	3
ENSMUSG00000005836	0
ENSMUSG00000005846	589
ENSMUSG00000005864	0
ENSMUSG00000005871	580
ENSMUSG00000005873	4008
ENSMUSG00000005881	1196
ENSMUSG00000005882	162
ENSMUSG00000005883	0
ENSMUSG00000005886	360
ENSMUSG00000005891	0
ENSMUSG00000005892	0
ENSMUSG00000005893	392
ENSMUSG00000005897	83
ENSMUSG00000005899	117
ENSMUSG00000005907	58
ENSMUSG00000005917	0
ENSMUSG00000005936	514
ENSMUSG00000005947	5
ENSMUSG00000005949	256
ENSMUSG00000005950	287
ENSMUSG00000005951	17
ENSMUSG00000005952	0
ENSMUSG00000005958	0
ENSMUSG00000005968	13
ENSMUSG00000005973	364
ENSMUSG00000005980	0
ENSMUSG00000005981	1080
ENSMUSG00000005982	519
ENSMUSG00000005983	35
ENSMUSG00000005986	28
ENSMUSG00000005994	0
ENSMUSG00000006005	3739
ENSMUSG00000006007	0
ENSMUSG00000006010	732
ENSMUSG00000006014	9
ENSMUSG00000006019	189
ENSMUSG00000006021	39
ENSMUSG00000006024	1975
ENSMUSG00000006050	490
ENSMUSG00000006056	0
ENSMUSG00000006057	587
ENSMUSG00000006058	699
ENSMUSG00000006095	1024
ENSMUSG00000006127	928
ENSMUSG00000006134	740
ENSMUSG00000006143	0
ENSMUSG00000006154	18
ENSMUSG00000006169	1210
ENSMUSG00000006179	4
ENSMUSG00000006191	56
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	15
ENSMUSG00000006215	399
ENSMUSG00000006216	3
ENSMUSG00000006218	0
ENSMUSG00000006219	715
ENSMUSG00000006221	10
ENSMUSG00000006235	1
ENSMUSG00000006241	6
ENSMUSG00000006262	882
ENSMUSG00000006269	0
ENSMUSG00000006270	0
ENSMUSG00000006273	14402
ENSMUSG00000006276	578
ENSMUSG00000006281	1448
ENSMUSG00000006288	152
ENSMUSG00000006289	258
ENSMUSG00000006299	1886
ENSMUSG00000006301	2456
ENSMUSG00000006304	16027
ENSMUSG00000006307	537
ENSMUSG00000006310	8
ENSMUSG00000006311	0
ENSMUSG00000006313	3
ENSMUSG00000006315	157
ENSMUSG00000006333	6310
ENSMUSG00000006335	167
ENSMUSG00000006342	471
ENSMUSG00000006344	303
ENSMUSG00000006345	18
ENSMUSG00000006356	4
ENSMUSG00000006360	1108
ENSMUSG00000006362	19
