geneID	KL1
ENSMUSG00000000804	904
ENSMUSG00000000805	9
ENSMUSG00000000811	203
ENSMUSG00000000817	2
ENSMUSG00000000823	77
ENSMUSG00000000826	2428
ENSMUSG00000000827	1003
ENSMUSG00000000838	1056
ENSMUSG00000000861	2
ENSMUSG00000000869	2
ENSMUSG00000000876	73
ENSMUSG00000000881	340
ENSMUSG00000000884	5
ENSMUSG00000000889	0
ENSMUSG00000000901	18
ENSMUSG00000000902	588
ENSMUSG00000000903	0
ENSMUSG00000000915	43
ENSMUSG00000000916	54
ENSMUSG00000000934	91
ENSMUSG00000000938	6
ENSMUSG00000000942	3
ENSMUSG00000000957	15368
ENSMUSG00000000958	213
ENSMUSG00000000959	442
ENSMUSG00000000976	545
ENSMUSG00000000982	11320
ENSMUSG00000000983	1
ENSMUSG00000001014	2
ENSMUSG00000001016	222
ENSMUSG00000001017	1243
ENSMUSG00000001018	728
ENSMUSG00000001020	8
ENSMUSG00000001021	2
ENSMUSG00000001023	0
ENSMUSG00000001025	2377
ENSMUSG00000001027	2
ENSMUSG00000001029	21
ENSMUSG00000001034	798
ENSMUSG00000001036	36
ENSMUSG00000001039	8
ENSMUSG00000001052	2252
ENSMUSG00000001053	78
ENSMUSG00000001054	165
ENSMUSG00000001056	688
ENSMUSG00000001062	305
ENSMUSG00000001065	439
ENSMUSG00000001076	0
ENSMUSG00000001082	456
ENSMUSG00000001089	840
ENSMUSG00000001095	10
ENSMUSG00000001098	1213
ENSMUSG00000001100	296
ENSMUSG00000001103	0
ENSMUSG00000001105	195
ENSMUSG00000001119	950
ENSMUSG00000001120	7
ENSMUSG00000001123	8506
ENSMUSG00000001127	540
ENSMUSG00000001128	1126
ENSMUSG00000001131	1489
ENSMUSG00000001134	70
ENSMUSG00000001138	114
ENSMUSG00000001143	219
ENSMUSG00000001150	636
ENSMUSG00000001151	304
ENSMUSG00000001155	0
ENSMUSG00000001156	930
ENSMUSG00000001157	410
ENSMUSG00000001158	649
ENSMUSG00000001166	200
ENSMUSG00000001168	0
ENSMUSG00000001173	321
ENSMUSG00000001175	20082
ENSMUSG00000001211	738
ENSMUSG00000001225	0
ENSMUSG00000001227	51
ENSMUSG00000001228	67
ENSMUSG00000001229	930
ENSMUSG00000001240	7
ENSMUSG00000001247	24
ENSMUSG00000001248	815
ENSMUSG00000001249	33
ENSMUSG00000001260	0
ENSMUSG00000001270	3065
ENSMUSG00000001280	1282
ENSMUSG00000001281	57
ENSMUSG00000001285	114
ENSMUSG00000001288	137
ENSMUSG00000001289	1217
ENSMUSG00000001300	491
ENSMUSG00000001305	71
ENSMUSG00000001313	105
ENSMUSG00000001323	170
ENSMUSG00000001333	13
ENSMUSG00000001334	16
ENSMUSG00000001348	3593
ENSMUSG00000001349	29
ENSMUSG00000001366	176
ENSMUSG00000001376	957
ENSMUSG00000001380	676
ENSMUSG00000001383	888
ENSMUSG00000001403	34
ENSMUSG00000001415	1319
ENSMUSG00000001416	3802
ENSMUSG00000001418	4508
ENSMUSG00000001419	965
ENSMUSG00000001420	4
ENSMUSG00000001424	2247
ENSMUSG00000001435	101
ENSMUSG00000001436	26
ENSMUSG00000001440	3254
ENSMUSG00000001441	2543
ENSMUSG00000001444	1
ENSMUSG00000001445	380
ENSMUSG00000001467	981
ENSMUSG00000001472	4436
ENSMUSG00000001473	3250
ENSMUSG00000001482	816
ENSMUSG00000001493	2
ENSMUSG00000001494	0
ENSMUSG00000001496	0
ENSMUSG00000001497	0
ENSMUSG00000001504	4
ENSMUSG00000001506	7487
ENSMUSG00000001507	7
ENSMUSG00000001508	1
ENSMUSG00000001510	0
ENSMUSG00000001517	43
ENSMUSG00000001518	57
ENSMUSG00000001520	1
ENSMUSG00000001521	99
ENSMUSG00000001524	54
ENSMUSG00000001525	6299
ENSMUSG00000001542	3618
ENSMUSG00000001552	116
ENSMUSG00000001555	334
ENSMUSG00000001558	0
ENSMUSG00000001566	0
ENSMUSG00000001569	478
ENSMUSG00000001576	1468
ENSMUSG00000001583	0
ENSMUSG00000001588	88
ENSMUSG00000001604	6
ENSMUSG00000001622	0
ENSMUSG00000001627	6000
ENSMUSG00000001630	105
ENSMUSG00000001632	1561
ENSMUSG00000001642	1397
ENSMUSG00000001655	5
ENSMUSG00000001656	6
ENSMUSG00000001657	2
ENSMUSG00000001661	11
ENSMUSG00000001663	32
ENSMUSG00000001665	19
ENSMUSG00000001666	20
ENSMUSG00000001670	0
ENSMUSG00000001672	0
ENSMUSG00000001674	412
ENSMUSG00000001687	3228
ENSMUSG00000001700	254
ENSMUSG00000001707	307
ENSMUSG00000001729	3572
ENSMUSG00000001739	1
ENSMUSG00000001741	36
ENSMUSG00000001750	20415
ENSMUSG00000001751	1142
ENSMUSG00000001755	218
ENSMUSG00000001761	61
ENSMUSG00000001763	3
ENSMUSG00000001767	369
ENSMUSG00000001768	4026
ENSMUSG00000001773	0
ENSMUSG00000001774	1238
ENSMUSG00000001783	937
ENSMUSG00000001785	378
ENSMUSG00000001786	482
ENSMUSG00000001794	7051
ENSMUSG00000001802	4
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	1
ENSMUSG00000001823	0
ENSMUSG00000001827	14
ENSMUSG00000001829	159
ENSMUSG00000001833	3454
ENSMUSG00000001844	216
ENSMUSG00000001847	5968
ENSMUSG00000001855	1230
ENSMUSG00000001864	5
ENSMUSG00000001865	3
ENSMUSG00000001870	167
ENSMUSG00000001891	1904
ENSMUSG00000001901	0
ENSMUSG00000001909	321
ENSMUSG00000001910	2827
ENSMUSG00000001911	351
ENSMUSG00000001918	613
ENSMUSG00000001924	10741
ENSMUSG00000001930	686
ENSMUSG00000001942	479
ENSMUSG00000001943	16
ENSMUSG00000001946	421
ENSMUSG00000001948	50
ENSMUSG00000001962	723
ENSMUSG00000001964	478
ENSMUSG00000001983	67
ENSMUSG00000001985	0
ENSMUSG00000001986	18
ENSMUSG00000001988	0
ENSMUSG00000001995	125
ENSMUSG00000001998	213
ENSMUSG00000001999	440
ENSMUSG00000002006	7
ENSMUSG00000002007	1
ENSMUSG00000002010	626
ENSMUSG00000002012	0
ENSMUSG00000002014	904
ENSMUSG00000002015	4301
ENSMUSG00000002017	275
ENSMUSG00000002020	731
ENSMUSG00000002028	2334
ENSMUSG00000002031	194
ENSMUSG00000002032	5
ENSMUSG00000002033	1
ENSMUSG00000002043	186
ENSMUSG00000002052	2618
ENSMUSG00000002055	23
ENSMUSG00000002057	0
ENSMUSG00000002058	287
ENSMUSG00000002059	141
ENSMUSG00000002064	678
ENSMUSG00000002068	130
ENSMUSG00000002076	2
ENSMUSG00000002083	74
ENSMUSG00000002100	165
ENSMUSG00000002102	1856
ENSMUSG00000002103	3482
ENSMUSG00000002104	5
ENSMUSG00000002105	485
ENSMUSG00000002107	553
ENSMUSG00000002108	221
ENSMUSG00000002109	21
ENSMUSG00000002111	8863
ENSMUSG00000002129	571
ENSMUSG00000002147	3749
ENSMUSG00000002190	0
ENSMUSG00000002204	1718
ENSMUSG00000002205	353
ENSMUSG00000002210	627
ENSMUSG00000002221	215
ENSMUSG00000002222	408
ENSMUSG00000002227	3962
ENSMUSG00000002228	83
ENSMUSG00000002233	6177
ENSMUSG00000002240	0
ENSMUSG00000002249	22
ENSMUSG00000002250	4036
ENSMUSG00000002257	289
ENSMUSG00000002265	12
ENSMUSG00000002266	0
ENSMUSG00000002274	9
ENSMUSG00000002279	176
ENSMUSG00000002280	281
ENSMUSG00000002289	21
ENSMUSG00000002297	143
ENSMUSG00000002307	5930
ENSMUSG00000002308	142
ENSMUSG00000002319	122
ENSMUSG00000002320	584
ENSMUSG00000002324	0
ENSMUSG00000002325	1530
ENSMUSG00000002326	521
ENSMUSG00000002329	28
ENSMUSG00000002332	515
ENSMUSG00000002341	0
ENSMUSG00000002342	239
ENSMUSG00000002343	27
ENSMUSG00000002345	146
ENSMUSG00000002346	11
ENSMUSG00000002365	819
ENSMUSG00000002372	691
ENSMUSG00000002379	591
ENSMUSG00000002384	0
ENSMUSG00000002393	243
ENSMUSG00000002395	249
ENSMUSG00000002396	137
ENSMUSG00000002409	140
ENSMUSG00000002413	938
ENSMUSG00000002416	16
ENSMUSG00000002428	536
ENSMUSG00000002455	630
ENSMUSG00000002458	846
ENSMUSG00000002459	0
ENSMUSG00000002475	64
ENSMUSG00000002477	467
ENSMUSG00000002486	84
ENSMUSG00000002489	136
ENSMUSG00000002496	921
ENSMUSG00000002500	4
ENSMUSG00000002504	158
ENSMUSG00000002524	925
ENSMUSG00000002546	1111
ENSMUSG00000002550	216
ENSMUSG00000002565	9
ENSMUSG00000002578	0
ENSMUSG00000002580	483
ENSMUSG00000002588	0
ENSMUSG00000002602	12399
ENSMUSG00000002603	6003
ENSMUSG00000002608	612
ENSMUSG00000002617	170
ENSMUSG00000002625	376
ENSMUSG00000002633	0
ENSMUSG00000002635	124
ENSMUSG00000002658	2412
ENSMUSG00000002660	237
ENSMUSG00000002661	54
ENSMUSG00000002664	0
ENSMUSG00000002668	529
ENSMUSG00000002679	258
ENSMUSG00000002688	3
ENSMUSG00000002699	1988
ENSMUSG00000002718	605
ENSMUSG00000002728	1344
ENSMUSG00000002731	106
ENSMUSG00000002732	24
ENSMUSG00000002733	700
ENSMUSG00000002741	2271
ENSMUSG00000002748	2281
ENSMUSG00000002763	334
ENSMUSG00000002767	214
ENSMUSG00000002768	472
ENSMUSG00000002769	1
ENSMUSG00000002771	151
ENSMUSG00000002778	1203
ENSMUSG00000002781	136
ENSMUSG00000002797	246
ENSMUSG00000002799	5
ENSMUSG00000002803	64
ENSMUSG00000002804	30
ENSMUSG00000002808	28
ENSMUSG00000002812	7446
ENSMUSG00000002814	458
ENSMUSG00000002820	253
ENSMUSG00000002825	65
ENSMUSG00000002831	4
ENSMUSG00000002833	278
ENSMUSG00000002835	66
ENSMUSG00000002844	2136
ENSMUSG00000002845	224
ENSMUSG00000002846	189
ENSMUSG00000002847	114
ENSMUSG00000002870	80
ENSMUSG00000002871	486
ENSMUSG00000002881	963
ENSMUSG00000002885	893
ENSMUSG00000002897	2218
ENSMUSG00000002900	304
ENSMUSG00000002908	1
ENSMUSG00000002910	126
ENSMUSG00000002930	0
ENSMUSG00000002944	95066
ENSMUSG00000002948	555
ENSMUSG00000002949	462
ENSMUSG00000002957	844
ENSMUSG00000002963	165
ENSMUSG00000002968	458
ENSMUSG00000002980	132
ENSMUSG00000002981	2644
ENSMUSG00000002983	990
ENSMUSG00000002984	511
ENSMUSG00000002985	22037
ENSMUSG00000002992	0
ENSMUSG00000002996	2660
ENSMUSG00000002997	3078
ENSMUSG00000003031	130
ENSMUSG00000003032	64
ENSMUSG00000003033	1001
ENSMUSG00000003037	2516
ENSMUSG00000003038	983
ENSMUSG00000003039	1493
ENSMUSG00000003051	0
ENSMUSG00000003053	0
ENSMUSG00000003062	601
ENSMUSG00000003068	1417
ENSMUSG00000003070	0
ENSMUSG00000003072	2523
ENSMUSG00000003099	762
ENSMUSG00000003119	871
ENSMUSG00000003123	293
ENSMUSG00000003131	1637
ENSMUSG00000003134	110
ENSMUSG00000003135	339
ENSMUSG00000003153	17
ENSMUSG00000003154	619
ENSMUSG00000003161	1578
ENSMUSG00000003166	236
ENSMUSG00000003184	305
ENSMUSG00000003190	44
ENSMUSG00000003198	58
ENSMUSG00000003199	472
ENSMUSG00000003200	865
ENSMUSG00000003206	485
ENSMUSG00000003208	170
ENSMUSG00000003226	6780
ENSMUSG00000003227	0
ENSMUSG00000003228	286
ENSMUSG00000003233	438
ENSMUSG00000003234	431
ENSMUSG00000003235	435
ENSMUSG00000003269	760
ENSMUSG00000003271	2
ENSMUSG00000003273	0
ENSMUSG00000003279	0
ENSMUSG00000003282	43
ENSMUSG00000003283	8769
ENSMUSG00000003299	532
ENSMUSG00000003308	2171
ENSMUSG00000003309	0
ENSMUSG00000003316	1838
ENSMUSG00000003341	0
ENSMUSG00000003344	196
ENSMUSG00000003345	1122
ENSMUSG00000003346	379
ENSMUSG00000003348	625
ENSMUSG00000003352	56
ENSMUSG00000003354	3
ENSMUSG00000003355	85
ENSMUSG00000003360	1081
ENSMUSG00000003363	17294
ENSMUSG00000003378	7
ENSMUSG00000003379	0
ENSMUSG00000003380	1522
ENSMUSG00000003382	2646
ENSMUSG00000003402	2647
ENSMUSG00000003410	0
ENSMUSG00000003411	1
ENSMUSG00000003418	4
ENSMUSG00000003420	143
ENSMUSG00000003421	416
ENSMUSG00000003423	155
ENSMUSG00000003429	2256
ENSMUSG00000003435	1546
ENSMUSG00000003436	0
ENSMUSG00000003437	623
ENSMUSG00000003438	327
ENSMUSG00000003444	153
ENSMUSG00000003452	2
ENSMUSG00000003458	3905
ENSMUSG00000003464	597
ENSMUSG00000003469	0
ENSMUSG00000003476	1
ENSMUSG00000003477	0
ENSMUSG00000003484	64
ENSMUSG00000003500	352
ENSMUSG00000003505	0
ENSMUSG00000003518	2065
ENSMUSG00000003526	27
ENSMUSG00000003527	157
ENSMUSG00000003528	1141
ENSMUSG00000003531	119
ENSMUSG00000003534	106
ENSMUSG00000003541	612
ENSMUSG00000003545	0
ENSMUSG00000003546	312
ENSMUSG00000003549	185
ENSMUSG00000003555	0
ENSMUSG00000003559	66
ENSMUSG00000003573	1372
ENSMUSG00000003575	272
ENSMUSG00000003581	139
ENSMUSG00000003585	1
ENSMUSG00000003604	195
ENSMUSG00000003617	279
ENSMUSG00000003623	398
ENSMUSG00000003644	1525
ENSMUSG00000003657	3
ENSMUSG00000003660	1965
ENSMUSG00000003662	293
ENSMUSG00000003665	3
ENSMUSG00000003680	125
ENSMUSG00000003721	918
ENSMUSG00000003731	1572
ENSMUSG00000003746	407
ENSMUSG00000003752	106
ENSMUSG00000003762	168
ENSMUSG00000003778	511
ENSMUSG00000003779	78
ENSMUSG00000003808	490
ENSMUSG00000003809	68
ENSMUSG00000003810	980
ENSMUSG00000003812	1212
ENSMUSG00000003813	1119
ENSMUSG00000003814	19665
ENSMUSG00000003824	18
ENSMUSG00000003847	1556
ENSMUSG00000003848	129
ENSMUSG00000003849	6118
ENSMUSG00000003863	1261
ENSMUSG00000003865	179
ENSMUSG00000003868	173
ENSMUSG00000003872	0
ENSMUSG00000003873	715
ENSMUSG00000003882	6785
ENSMUSG00000003923	226
ENSMUSG00000003929	83
ENSMUSG00000003934	5
ENSMUSG00000003948	81
ENSMUSG00000003949	3
ENSMUSG00000003955	126
ENSMUSG00000003970	3747
ENSMUSG00000003974	0
ENSMUSG00000003992	64
ENSMUSG00000004018	56
ENSMUSG00000004031	0
ENSMUSG00000004032	18
ENSMUSG00000004035	3
ENSMUSG00000004038	1
ENSMUSG00000004040	3271
ENSMUSG00000004043	1128
ENSMUSG00000004044	211
ENSMUSG00000004054	1268
ENSMUSG00000004056	1541
ENSMUSG00000004069	422
ENSMUSG00000004070	2128
ENSMUSG00000004071	326
ENSMUSG00000004085	301
ENSMUSG00000004096	2065
ENSMUSG00000004098	862
ENSMUSG00000004099	1566
ENSMUSG00000004100	256
ENSMUSG00000004105	6771
ENSMUSG00000004110	0
ENSMUSG00000004113	19
ENSMUSG00000004127	100
ENSMUSG00000004151	52
ENSMUSG00000004187	7
ENSMUSG00000004207	184947
ENSMUSG00000004221	2285
ENSMUSG00000004231	0
ENSMUSG00000004233	95
ENSMUSG00000004263	92
ENSMUSG00000004264	1190
ENSMUSG00000004266	5249
ENSMUSG00000004267	95
ENSMUSG00000004268	347
ENSMUSG00000004270	549
ENSMUSG00000004285	2516
ENSMUSG00000004296	706
ENSMUSG00000004317	2013
ENSMUSG00000004319	506
ENSMUSG00000004328	0
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	851
ENSMUSG00000004356	426
ENSMUSG00000004359	77
ENSMUSG00000004360	1
ENSMUSG00000004364	2048
ENSMUSG00000004366	0
ENSMUSG00000004371	2
ENSMUSG00000004383	622
ENSMUSG00000004393	207
ENSMUSG00000004394	654
ENSMUSG00000004415	0
ENSMUSG00000004446	2825
ENSMUSG00000004451	1149
ENSMUSG00000004455	800
ENSMUSG00000004460	2387
ENSMUSG00000004462	147
ENSMUSG00000004473	9
ENSMUSG00000004500	82
ENSMUSG00000004508	1296
ENSMUSG00000004530	2829
ENSMUSG00000004535	5697
ENSMUSG00000004540	1
ENSMUSG00000004542	0
ENSMUSG00000004552	37
ENSMUSG00000004558	42
ENSMUSG00000004561	97
ENSMUSG00000004562	121
ENSMUSG00000004565	307
ENSMUSG00000004567	1060
ENSMUSG00000004568	109
ENSMUSG00000004591	758
ENSMUSG00000004609	607
ENSMUSG00000004610	16
ENSMUSG00000004612	0
ENSMUSG00000004626	1940
ENSMUSG00000004630	0
ENSMUSG00000004631	20
ENSMUSG00000004633	124
ENSMUSG00000004637	106
ENSMUSG00000004642	248
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	31
ENSMUSG00000004661	456
ENSMUSG00000004665	574
ENSMUSG00000004667	416
ENSMUSG00000004668	28
ENSMUSG00000004677	4122
ENSMUSG00000004698	12
ENSMUSG00000004707	7846
ENSMUSG00000004709	100
ENSMUSG00000004730	19030
ENSMUSG00000004748	1
ENSMUSG00000004768	83
ENSMUSG00000004771	1170
ENSMUSG00000004788	469
ENSMUSG00000004789	2045
ENSMUSG00000004791	8
ENSMUSG00000004798	281
ENSMUSG00000004814	5
ENSMUSG00000004815	270
ENSMUSG00000004821	0
ENSMUSG00000004837	26
ENSMUSG00000004842	0
ENSMUSG00000004843	1059
ENSMUSG00000004846	3287
ENSMUSG00000004849	1645
ENSMUSG00000004864	17
ENSMUSG00000004865	852
ENSMUSG00000004872	0
ENSMUSG00000004880	56
ENSMUSG00000004885	5
ENSMUSG00000004891	1258
ENSMUSG00000004892	2
ENSMUSG00000004894	0
ENSMUSG00000004895	474
ENSMUSG00000004896	128
ENSMUSG00000004897	3731
ENSMUSG00000004902	1
ENSMUSG00000004929	206
ENSMUSG00000004931	241
ENSMUSG00000004933	122
ENSMUSG00000004934	587
ENSMUSG00000004936	3153
ENSMUSG00000004937	1309
ENSMUSG00000004939	0
ENSMUSG00000004945	234
ENSMUSG00000004947	723
ENSMUSG00000004948	0
ENSMUSG00000004951	78
ENSMUSG00000004952	5591
ENSMUSG00000004961	0
ENSMUSG00000004980	6331
ENSMUSG00000004988	0
ENSMUSG00000004994	197
ENSMUSG00000004996	44
ENSMUSG00000005034	709
ENSMUSG00000005043	29
ENSMUSG00000005045	3
ENSMUSG00000005054	12164
ENSMUSG00000005057	131
ENSMUSG00000005069	356
ENSMUSG00000005078	232
ENSMUSG00000005087	6543
ENSMUSG00000005089	85
ENSMUSG00000005102	520
ENSMUSG00000005103	11490
ENSMUSG00000005107	81
ENSMUSG00000005124	221
ENSMUSG00000005125	125
ENSMUSG00000005131	1
ENSMUSG00000005142	9877
ENSMUSG00000005148	4
ENSMUSG00000005150	73
ENSMUSG00000005161	3409
ENSMUSG00000005198	2451
ENSMUSG00000005202	0
ENSMUSG00000005204	1108
ENSMUSG00000005220	2
ENSMUSG00000005225	369
ENSMUSG00000005232	0
ENSMUSG00000005233	15
ENSMUSG00000005237	5
ENSMUSG00000005251	2
ENSMUSG00000005262	609
ENSMUSG00000005267	242
ENSMUSG00000005268	0
ENSMUSG00000005299	512
ENSMUSG00000005312	2274
ENSMUSG00000005320	0
ENSMUSG00000005338	1
ENSMUSG00000005339	0
ENSMUSG00000005354	1245
ENSMUSG00000005355	0
ENSMUSG00000005357	2
ENSMUSG00000005360	3
ENSMUSG00000005362	1087
ENSMUSG00000005364	0
ENSMUSG00000005370	265
ENSMUSG00000005371	970
ENSMUSG00000005373	1
ENSMUSG00000005374	51
ENSMUSG00000005378	243
ENSMUSG00000005397	344
ENSMUSG00000005410	90
ENSMUSG00000005413	40888
ENSMUSG00000005417	1140
ENSMUSG00000005442	3836
ENSMUSG00000005447	117
ENSMUSG00000005465	66
ENSMUSG00000005469	767
ENSMUSG00000005470	38
ENSMUSG00000005474	0
ENSMUSG00000005481	647
ENSMUSG00000005483	846
ENSMUSG00000005493	0
ENSMUSG00000005501	898
ENSMUSG00000005503	0
ENSMUSG00000005505	298
ENSMUSG00000005506	1866
ENSMUSG00000005510	515
ENSMUSG00000005514	2640
ENSMUSG00000005533	160
ENSMUSG00000005534	687
ENSMUSG00000005540	0
ENSMUSG00000005547	1
ENSMUSG00000005553	0
ENSMUSG00000005566	744
ENSMUSG00000005575	1697
ENSMUSG00000005580	236
ENSMUSG00000005583	115
ENSMUSG00000005609	453
ENSMUSG00000005610	16458
ENSMUSG00000005611	4
ENSMUSG00000005615	4287
ENSMUSG00000005621	758
ENSMUSG00000005625	1654
ENSMUSG00000005628	0
ENSMUSG00000005640	0
ENSMUSG00000005649	0
ENSMUSG00000005656	1039
ENSMUSG00000005667	1365
ENSMUSG00000005672	3
ENSMUSG00000005674	161
ENSMUSG00000005677	2
ENSMUSG00000005681	10
ENSMUSG00000005682	144
ENSMUSG00000005683	4572
ENSMUSG00000005686	10721
ENSMUSG00000005687	262
ENSMUSG00000005696	0
ENSMUSG00000005698	675
ENSMUSG00000005699	30
ENSMUSG00000005705	0
ENSMUSG00000005716	0
ENSMUSG00000005718	14
ENSMUSG00000005732	499
ENSMUSG00000005763	59
ENSMUSG00000005774	266
ENSMUSG00000005779	1889
ENSMUSG00000005800	3331
ENSMUSG00000005802	410
ENSMUSG00000005803	2782
ENSMUSG00000005804	1248
ENSMUSG00000005813	926
ENSMUSG00000005823	1241
ENSMUSG00000005824	2
ENSMUSG00000005836	4
ENSMUSG00000005846	800
ENSMUSG00000005864	0
ENSMUSG00000005871	1136
ENSMUSG00000005873	3946
ENSMUSG00000005881	1189
ENSMUSG00000005882	206
ENSMUSG00000005883	0
ENSMUSG00000005886	515
ENSMUSG00000005891	0
ENSMUSG00000005892	0
ENSMUSG00000005893	473
ENSMUSG00000005897	125
ENSMUSG00000005899	301
ENSMUSG00000005907	86
ENSMUSG00000005917	0
ENSMUSG00000005936	621
ENSMUSG00000005947	0
ENSMUSG00000005949	410
ENSMUSG00000005950	129
ENSMUSG00000005951	26
ENSMUSG00000005952	0
ENSMUSG00000005958	4
ENSMUSG00000005968	29
ENSMUSG00000005973	634
ENSMUSG00000005980	0
ENSMUSG00000005981	1217
ENSMUSG00000005982	632
ENSMUSG00000005983	47
ENSMUSG00000005986	28
ENSMUSG00000005994	0
ENSMUSG00000006005	6171
ENSMUSG00000006007	0
ENSMUSG00000006010	785
ENSMUSG00000006014	128
ENSMUSG00000006019	280
ENSMUSG00000006021	33
ENSMUSG00000006024	2677
ENSMUSG00000006050	486
ENSMUSG00000006056	0
ENSMUSG00000006057	521
ENSMUSG00000006058	718
ENSMUSG00000006095	739
ENSMUSG00000006127	1021
ENSMUSG00000006134	1328
ENSMUSG00000006143	0
ENSMUSG00000006154	58
ENSMUSG00000006169	1658
ENSMUSG00000006179	3
ENSMUSG00000006191	125
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	82
ENSMUSG00000006215	461
ENSMUSG00000006216	9
ENSMUSG00000006218	0
ENSMUSG00000006219	1220
ENSMUSG00000006221	87
ENSMUSG00000006235	0
ENSMUSG00000006241	11
ENSMUSG00000006262	1093
ENSMUSG00000006269	0
ENSMUSG00000006270	0
ENSMUSG00000006273	13214
ENSMUSG00000006276	908
ENSMUSG00000006281	2517
ENSMUSG00000006288	170
ENSMUSG00000006289	240
ENSMUSG00000006299	2022
ENSMUSG00000006301	2717
ENSMUSG00000006304	14076
ENSMUSG00000006307	896
ENSMUSG00000006310	16
ENSMUSG00000006311	0
ENSMUSG00000006313	9
ENSMUSG00000006315	184
ENSMUSG00000006333	5122
ENSMUSG00000006335	194
ENSMUSG00000006342	560
ENSMUSG00000006344	645
ENSMUSG00000006345	17
ENSMUSG00000006356	85
