donor	ISG15	IFI6	IFI44L	IFI44	CTSS	S100A9	S100A8	FCGR3A	RSAD2	GNLY	IGKC	IL1B	GP9	JCHAIN	CXCL8	PF4	PPBP	CXCL10	BANK1	IL7R	MZB1	CD74	TNF	LTB	LST1	FCN1	MS4A7	MS4A1	CD3E	CD3D	PRF1	IFIT2	IFIT3	IFIT1	LYZ	OAS1	OAS3	OAS2	OASL	TRAC	GZMH	GZMB	NFKBIA	LGALS3	IFI27	IGHA1	IGHG1	XAF1	CCL2	CCL3	CCL4	ITGA2B	CD79B	CD79A	NKG7	XBP1	MX2	MX1	donor_numeric
donor11	0.2631083420782908	0.264288238059447	0.038836599577478856	0.04546319414480753	0.9319208991405936	0.7959689178734254	1.1196014733620265	0.6437234775390555	0.013910051540517863	1.9864745974116755	0.2669985528468245	0.01350839105029128	0.0024137058463295875	0.34717874600367593	0.0053297436310570535	0.004902620859030896	0.021551747586815412	0.0020264353526536875	0.12094668223853584	1.471905000664192	0.11168572918944929	2.448788673221283	0.05931551168607653	0.552360083185802	0.4841486863982294	0.3863175413142886	0.16826331732475655	0.2514335787794762	1.9167484770577592	1.360937507427247	1.1288164228837043	0.0741709359337414	0.05867052538207524	0.04023075658208995	0.6519537480722936	0.15931048636301087	0.04625268819406868	0.189808277108304	0.09393827024463754	0.40534328500981304	0.8649727301294076	0.7203438490868538	0.3658980558145525	0.31330613597799695	0.021234772044106714	0.106129178196452	0.11417071246169826	0.2332920001083034	0.00020860475047676337	0.049704614687590444	0.42351811111050164	0.0021433449288623505	0.23782141151429773	0.23567287813330492	1.8516833657218126	0.18051042741528556	0.20550033722575162	0.224057667230068	11
donor12	0.30725421143574705	0.28241996616203613	0.05939823473437425	0.08121323298840535	0.9663610030572733	0.8774162820178146	1.2171571371104921	0.6761556000547343	0.015820254384043546	1.5331895492154242	0.2107032920336175	0.02045572172163948	0.0007844104356577894	0.23596856366422536	0.006719921970595691	0.0031496706547928417	0.0072854749763043535	0.002811051441361134	0.09296837899110307	1.301574312778303	0.08222891624096104	2.4000693187136024	0.05982460794898888	0.4833356580708928	0.6606710676071132	0.5996830999347895	0.2745995491173613	0.15960151393407468	1.6590464547393469	1.1198754247236962	1.0097095041800364	0.0649319094546541	0.05754610108775702	0.024679502641248317	0.9154422303278189	0.18716171366917886	0.05186661220716071	0.15802198917578952	0.08523112908396036	0.35804155224421064	0.7123586993188405	0.7686882204663696	0.410580182016306	0.451291357311881	0.04664838656673632	0.09515592960849936	0.07729582773497257	0.2718383313736579	0.00039859599846280485	0.14741036501186103	0.5783121542350371	0.0011001448797228553	0.19450208554271592	0.16819965088500788	1.6855089206379972	0.13363912900501715	0.2200138743458932	0.21547670498860486	12
donor13	0.608152678761396	0.9273601457540812	0.3521670878569045	0.2592582457500596	1.8432378770503755	2.6862366163990656	3.3938545868299617	0.33673817294641417	0.04434887956699984	0.682544162513043	0.34238495800825425	0.08010817309389737	0.0031731230142051665	0.2622198711202928	0.06838772634566534	0.0064559632499001	0.018318770089881187	0.008078182551061365	0.12516951399690207	0.7616027756815995	0.17021905568066317	3.0075486444214854	0.055753608240494315	0.32567895124548396	1.2605488983819435	1.6603566478000693	0.27069532230409016	0.24815515084526427	1.0403074574890878	0.7385767577964659	0.5046967683473877	0.07335911893133584	0.1585009866077952	0.068475073336575	2.0426704816216654	0.4969401090691243	0.11995324669938827	0.25525180355013843	0.18291818343130922	0.22146755162221765	0.40475093270840096	0.4270091436975828	1.2220040030087216	1.1324278065256141	0.995181666719388	0.13457324952608737	0.08338205164419447	0.49468990198541823	0.0013213130449759392	0.16280316819802454	0.23716570391519645	0.0018758480308284334	0.3057497726252282	0.2574199572030072	1.1131275479533975	0.14386089525175869	0.3298156400120787	0.41545434655094016	13
donor14	1.6011424491969228	1.890687585563706	1.2806417692158385	0.5191133227954702	1.4611559755823527	2.1911985193696624	2.8523606907746437	0.5146659193070209	0.38629760486933873	0.8895344183206584	0.3223725899905015	0.06368957858400533	0.006496857040283653	0.31465417162869297	0.03294096123505909	0.01526051491636624	0.02968181352457624	0.015058484300945111	0.1652169008305717	1.029419057122285	0.14334942375943382	2.79432851394616	0.05721825698484944	0.4025958398036139	0.8574011095681054	1.24478426205489	0.2425188109991406	0.25774209054932234	1.4787433133870165	1.09720496173886	0.8557281893695637	0.3183063011322049	0.8067358227211943	0.5237859144261664	1.9497779414773524	0.8429074077395434	0.4273285851954449	0.6498368004910255	0.5575592567116137	0.3662894348060473	0.8193237167984309	0.6800738727934783	0.8910414169230991	0.8092116551315768	1.6160432199843733	0.17861413456101788	0.10986835794200701	1.3029099160575977	0.021748391234143336	0.10515571101928492	0.3693708068872588	0.0045409850425389255	0.29689173542028474	0.297148315417621	1.7538568608111045	0.15920827169856586	0.8793991538911635	1.4710461376558115	14
donor15	0.291260154031753	0.6153365570334923	0.17465314533402929	0.13491479132940207	1.1417692599561953	1.7428883337922048	2.3633481234866354	0.1382765192970744	0.03436856100696499	0.3721949653786974	0.32365799962446085	0.06768810402195347	0.0023294810613775476	0.32200576034905554	0.05218533342923133	0.003880742422374548	0.013123976429999068	0.010904867384943494	0.2040685110366687	1.2443735210263354	0.16390171425732716	2.540952739206184	0.032223048262234814	0.7260798076575796	0.6588998685015578	0.7685072347877898	0.13231128745751589	0.34441191974480845	1.5997218548439174	1.0435968096273103	0.2199954234360472	0.05345797846296047	0.08839779182495766	0.035612130816989086	1.537200650507134	0.22301976861487557	0.07608306113383555	0.17720675816854278	0.07113637451540776	0.2971417475418163	0.12222283274814597	0.20596246768637103	1.0923682393204386	0.4794096281486717	0.6585959094030861	0.1470259999128283	0.13438341923493263	0.3743708084794062	0.0006152021588235479	0.09935617683895943	0.11947521869465422	0.0021368816524517235	0.37243271340942824	0.4381128423168199	0.5346641878071998	0.1715942042377097	0.29114361604743016	0.4199087053022017	15
donor16	0.37317814959150275	0.42399758388895425	0.09364077647296666	0.1184393781063688	1.419784947186482	2.3094854584956233	2.936172646390114	0.5068917473680916	0.018602218827600152	1.117549916535528	0.3132099255643152	0.10823330768064651	0.00605380316713346	0.4149736540285637	0.04567616280284597	0.009361831290421951	0.02679756564556015	0.002274272374193931	0.08374107706822294	0.8756612396298399	0.17945670665317276	2.557769065968555	0.032682994107489635	0.39631162312606877	0.8723460860082775	1.0530096989547861	0.16672648869966797	0.1320249267720299	1.1188733874496029	0.7439043341749534	0.7752182010656267	0.05710412700699239	0.065510529314929	0.023147951394073385	1.9265557814972292	0.18807135390661692	0.07039097134997857	0.1762299854840841	0.09174192217487807	0.25611650832121485	0.46200873911468643	0.7195438797169929	0.9198471706941647	0.7194663586163114	0.1071918002591858	0.21778576530683547	0.15659605483358474	0.31779169836322696	0.0011987911576309504	0.1371165181895629	0.347263485072339	0.0037557128126497305	0.2448141117229052	0.18482887783196236	1.2359848201762482	0.1683141248991971	0.2156097738535915	0.22572204855902056	16
donor17	0.3714867816082218	0.47647548805636036	0.15099742831295476	0.11608899412510715	1.0549710334208597	1.3230409160397774	1.8538654491668634	0.5119264771303144	0.033774983233457	0.771207513911477	0.2917350167916542	0.03418519742831225	0.004213033778808222	0.4138525059326055	0.008605672935188428	0.007417942646118306	0.020162509669758827	0.003005268686344511	0.11583380859787752	1.4553450642706471	0.13644822085557592	2.456733480492757	0.06674958578954704	0.6829978642923848	0.6082257544395829	0.6252803600947868	0.24463778936012492	0.2077003808000555	1.7680444962710056	1.2508246730308217	0.7003447677356721	0.09762312763615667	0.09620382753608843	0.06505956763614194	1.0942279685133556	0.27109845901191454	0.0852881376190231	0.23453685815415562	0.10240286863716101	0.3960521556782033	0.39281118742550103	0.48624520882329136	0.29178113733472977	0.4454819345170632	0.0978727325581623	0.2218240472044418	0.12695285953037286	0.36496308786440146	0.0036773109117627305	0.09428769465710762	0.28615270294985395	0.0015879519897896656	0.2694306854719466	0.24367366126595377	1.0916391544098167	0.13782160381190095	0.28852909918980096	0.41811477398107405	17
donor18	1.1455898146388162	1.4952565528748871	1.3528265866235372	0.434378253813688	1.305832300005117	2.012819700737352	2.6773896865632807	0.23637261737799117	0.2628034618494187	0.5661179711518584	0.2867357277146076	0.051288354892980496	0.005559353347451717	0.3675481180462777	0.07029413857753937	0.006908141042132035	0.01815636916177036	0.010835215855530742	0.07511504849369768	1.6716586025589106	0.14991523634874293	2.5142186998738425	0.07749303888132597	0.7712398932372213	0.7633718950219274	1.0494306398609856	0.1576588179520566	0.1348124412494053	1.8451041471645175	1.2540921365614457	0.4088542651273771	0.20189214177352063	0.5621088035951165	0.3458694900979721	1.611823781148644	0.738566620563177	0.29492284469086205	0.49333146183528487	0.37164152510247445	0.4129042795065351	0.2284755275754837	0.34235703422338737	0.8424043178905857	0.5971058813803192	1.2453680433322585	0.20774817002974827	0.13052620036653775	1.262929348204812	0.015904823441969803	0.1498212624148618	0.153277287731126	0.003465656145565787	0.20443590598718772	0.1522245296042058	0.8619161073032642	0.15906621214771693	0.6875447623165228	1.083001224087944	18
donor19	0.5357268769877247	0.7339833955613267	0.38066768450885413	0.20958108622417485	1.0927420916687476	1.742208737942375	2.334739654396824	0.28165589208330827	0.04487416048858345	0.7287011944686936	0.2936449185180585	0.02603552482601151	0.004787170182773056	0.45407049594960985	0.03733482664529405	0.0076077073668885924	0.018881165892815546	0.008215470069018382	0.09377952002017677	1.84156872636874	0.20032134853928926	2.3385973124870674	0.01847636109754264	0.6200703080705018	0.5940002825991588	0.728870553141586	0.12881646043861578	0.15341542843121575	1.784454719959107	1.2577077331446715	0.5043049035614241	0.07042115739062059	0.11487737165239122	0.052463620351766	1.281404783690091	0.296250146917724	0.09312250299625988	0.24072608211337979	0.0983805318369795	0.31329647983275055	0.27977150317226307	0.4204352287463024	0.9122609959220683	0.5451988170810925	0.36333061850012405	0.23954109021647582	0.15494674066457803	0.5955343920559499	0.0003035331319025595	0.10106059830352014	0.264197509750599	0.003448088462238996	0.18045745407176372	0.20567782356198028	0.8630519907726534	0.13668935632818816	0.306812731538651	0.4896472696637999	19
donor20	0.4476351717519208	0.6101599047813906	0.17965657685653774	0.18680139204947063	1.682314693953997	2.865519313534529	3.6791357914494407	0.31862991588827005	0.020298607546622185	0.6215998833566811	0.4576260048818473	0.12354584508798151	0.018064372615619235	0.5940978035623656	0.06194734070358897	0.03451845080755691	0.0722741810532465	0.0031674396358028177	0.11832972793066265	0.9115359972906333	0.25302677503367793	2.788105274296026	0.05575292427142943	0.38012061700173433	1.2968874275332818	1.6158327208067265	0.2554615718842337	0.20183772631857802	0.9548332353852821	0.6425380404343515	0.374171637286097	0.0580801261704376	0.09352478486406664	0.03185285436817283	2.1036846899874444	0.3322638756120844	0.07852836106501351	0.19732219255434935	0.10349470898534321	0.25544690662699737	0.2161596074937934	0.32480833444865936	1.01891381105817	1.038123745246573	0.9649031095421217	0.28358961294746554	0.18555851261996503	0.4033519619890747	0.0008242070159520277	0.09604856344107898	0.1497024247936315	0.015944135001441626	0.263526561969639	0.2411446593438007	0.7864991329809334	0.15356015435754303	0.27939835806101715	0.3480892776035999	20
donor21	0.32393399368884573	0.3107881987217104	0.05404986778590939	0.06903829170421723	1.2494938031636522	1.3823217490969448	1.830460063039909	0.6895208899939328	0.017983200331473014	1.2680002859076263	0.35226720587997656	0.042765514917183244	0.008751551848516538	0.47687379533267366	0.014196422626686247	0.0141931537769461	0.03399537924869031	0.003518425680920107	0.08242414229697821	1.2024546906165785	0.15640021769933662	2.6395108789229607	0.07583120853721835	0.4190925327513658	0.8917963811384937	0.8984240085872142	0.3193583101373002	0.1355944617176387	1.6348433990193458	1.1817744511795463	0.9401900325671244	0.0826607973407063	0.06211954887346229	0.0360140954861343	1.4205691382463028	0.19221149473984211	0.0648325384496264	0.19480336342387536	0.10044230553358609	0.3638573334856033	0.7239460101745359	0.7442717379789487	0.35948954094727087	0.5981748282923312	0.07312052282115586	0.21701043301374748	0.13986432549164277	0.2523391887297204	0.001758732958314353	0.11946035723136801	0.4468229832752278	0.0067904538014698385	0.19475800467922957	0.15930271364868887	1.460335589102032	0.18968090451806482	0.22174014755993907	0.20029064260220933	21
donor22	0.453128381981793	0.5871014696743122	0.16445731802331892	0.1509454129387576	1.142930964129194	1.4936453333440922	1.9861844891623757	0.6063565191296751	0.0291184198110102	1.2007576626071714	0.47678421393559517	0.05954714228557474	0.010422127006912262	0.6316280227249773	0.02618508479974183	0.015735080938567274	0.04557678020546541	0.006268956871519664	0.17780132668068804	1.1806890764839089	0.2677921233717728	2.864790342003232	0.06051989248743224	0.4873567220015996	0.651230402923556	0.7323827310154151	0.19237190890519043	0.27369335582583315	1.6403988086821826	1.0591310119493127	1.0210608384035171	0.07601174274056771	0.09284319773195608	0.04097575131758079	1.266664552312206	0.22290751542297688	0.08970457431597234	0.24193188420658815	0.24694667587817415	0.397999348316297	0.9654356568094551	0.8287139216987416	0.689469836436748	0.576049709353822	0.3767974690471135	0.29190036235033245	0.20588050256651338	0.4237232937437062	0.0010024785993348136	0.10078727974523476	0.3994800788738929	0.007780367687293884	0.3412999931041301	0.3269909020495308	1.7756184333685698	0.17252792826551933	0.2783920055677337	0.42343919263472596	22
donor23	0.22605056526364178	0.3589115498257795	0.035611794509660136	0.0516521567592966	1.1282104338631913	1.7578890613890854	2.2232584248347016	0.39794483527475905	0.012746417276438701	1.2346031715891788	0.40897565611167797	0.06329200890618955	0.00969195477321174	0.6013382050496684	0.07152134560847169	0.01590186879041097	0.049680559485598165	0.0029874578089325076	0.04604246713805253	1.0482324962985052	0.3141988146246795	2.607648961442916	0.032590484892511686	0.44367944895679895	0.7307722011280009	0.9223369397082275	0.12948398137158157	0.07319665321696488	1.6199933182655708	1.1077442329622493	0.9176890045015845	0.033957489852507065	0.03891606918334599	0.01644681189520511	1.4875724746837464	0.18631356269376012	0.0518299335060561	0.20345643778517963	0.12605374740872313	0.40753700210508853	0.689001337950973	0.8428034843204775	0.8652665325325094	0.6570224196935277	0.07402856643606663	0.2851751001630218	0.19080696469351	0.2985728294410697	0.00018096770446258435	0.23050183581600875	0.36436172161328306	0.004646519238800709	0.17462684188265298	0.13001307616129001	1.5210401681260797	0.18676430824695586	0.19956112171895543	0.14721084395759465	23
donor24	0.32288605240372886	0.29888436237061045	0.060532121403302774	0.08683805944235536	1.2370461788598204	1.7641405277617723	2.2633549823111445	0.7515410072773773	0.01801572186104224	1.4428936660586988	0.5242279977383932	0.042732181500067065	0.0014071474203384065	0.672917277649904	0.012159626116821332	0.005430707300035212	0.0151640819421355	0.001714069766417566	0.0685735863543151	1.5357501924224028	0.21968878684105422	2.486419205691253	0.05264854483490707	0.44288765828597976	0.7022761321553606	0.7591439538376002	0.3113468672494492	0.11533804727451212	1.3841748384137254	0.9132942098714683	1.148929781692668	0.09264825631230467	0.05488626951359635	0.035006781044219594	1.5319289617301888	0.17879323305176045	0.053990926661039725	0.199849663942236	0.05135569774835613	0.32919872041998777	0.32253633728729636	0.8403568188237538	0.31393164570580595	0.6058858726307783	0.06584316564297585	0.25899105762364877	0.20100579018415832	0.2911320115663552	0.0013260412936093502	0.13835312528260607	0.43680180171765304	0.0025449268685401173	0.19487073154525145	0.12482903431403984	1.656689967968564	0.21987830835245384	0.239628952875299	0.1840500711611256	24
donor25	0.3345182536128841	0.3231324370231125	0.055286337117390415	0.10571013320263219	1.6479567520245975	2.427634542567346	3.009778407853998	0.5289088926492833	0.01349108927497249	1.1282600084817738	0.541073937000554	0.17306465753975064	0.0033157236115238507	0.6811845345413313	0.05214919582989197	0.008382488525434459	0.0255102974338496	0.0041175041745444676	0.09024925588910561	1.0181627845370531	0.213782567214676	2.859368597047846	0.042092547244969	0.37029441855308654	0.9417749811511739	1.278961730606565	0.2100922996514347	0.14951411311366183	1.325694301301727	0.872160735828637	0.6983412121272501	0.050932544222667415	0.04571927921520796	0.015367007620308055	1.842002963806878	0.18098296361346058	0.07053071924804995	0.17346585012338914	0.07687184604977663	0.22650715136043442	0.6511823091608872	0.5762532813889238	0.9202054481156952	0.7921563462420647	0.0939709950760113	0.27884600102833756	0.21894644975220615	0.32386205532538764	0.0006737285998602636	0.1385328440268513	0.36036367529509006	0.002268139685672752	0.19596230119261673	0.1680865692045535	1.3448969642645028	0.14153384434449093	0.20432298291147152	0.2508694881220294	25
