3	QC	5	12.16	1e-05	0.00049	True	ORTHO905GF000014,ORTHO905GF000020,ORTHO905GF000042,ORTHO905GF001363,ORTHO905GF001770	TraesCS1A03G0538100,TraesCS1A03G0596000,TraesCS1A03G0669000,TraesCS1A03G0669100,TraesCS1A03G0723300,TraesCS1A03G0730200,TraesCS1A03G0730300,TraesCS1A03G0730400,TraesCS1A03G0737200,TraesCS1A03G0737600,TraesCS1A03G0878900,TraesCS1A03G0879000,TraesCS1A03G0879500,TraesCS1A03G0879600,TraesCS1A03G0882500,TraesCS1A03G0885400,TraesCS1B03G0694400,TraesCS1B03G0694700,TraesCS1B03G0788800,TraesCS1B03G0825700,TraesCS1B03G0825800,TraesCS1B03G0834000,TraesCS1B03G0834200,TraesCS1B03G0841400,TraesCS1B03G0976400,TraesCS1B03G1024400,TraesCS1B03G1024600,TraesCS1B03G1024900,TraesCS1B03G1025200,TraesCS1B03G1025300,TraesCS1B03G1025700,TraesCS1B03G1026700,TraesCS1B03G1030600,TraesCS1B03G1030800,TraesCS1B03G1035400,TraesCS1D03G0517900,TraesCS1D03G0632100,TraesCS1D03G0632200,TraesCS1D03G0659100,TraesCS1D03G0686900,TraesCS1D03G0687000,TraesCS1D03G0694100,TraesCS1D03G0694200,TraesCS1D03G0694700,TraesCS1D03G0852600,TraesCS1D03G0852900,TraesCS1D03G0853100,TraesCS1D03G0856000,TraesCS1D03G0856100,TraesCS1D03G0856400,TraesCS1D03G0860700,TraesCS2A03G0745300,TraesCS2A03G0948500,TraesCS2A03G0996900,TraesCS2A03G0999700,TraesCS2B03G0448900,TraesCS2B03G0580400,TraesCS2B03G0857900,TraesCS2B03G1047100,TraesCS2D03G0687300,TraesCS2D03G0889700,TraesCS2D03G0935800,TraesCS3A03G0165800,TraesCS3A03G0316900,TraesCS3A03G0317000,TraesCS3A03G0830200,TraesCS3A03G0843400,TraesCS3A03G0850100,TraesCS3A03G0850200,TraesCS3A03G0891800,TraesCS3B03G0208900,TraesCS3B03G0261100,TraesCS3B03G0400200,TraesCS3B03G0950800,TraesCS3B03G0974100,TraesCS3B03G0974300,TraesCS3B03G0974400,TraesCS3B03G1018000,TraesCS3D03G0149200,TraesCS3D03G0317600,TraesCS3D03G0317700,TraesCS3D03G0761600,TraesCS3D03G0773600,TraesCS3D03G0778500,TraesCS3D03G0819300,TraesCS4A03G0112400,TraesCS4A03G0134300,TraesCS4A03G0678100,TraesCS4A03G0999700,TraesCS4B03G0117000,TraesCS4B03G0669400,TraesCS4D03G0099200,TraesCS5A03G0728100,TraesCS5A03G0835700,TraesCS5A03G0835900,TraesCS5A03G0850500,TraesCS5B03G0570000,TraesCS5B03G0772400,TraesCS5B03G0873500,TraesCS5B03G0873600,TraesCS5B03G0873700,TraesCS5B03G0875800,TraesCS5B03G0893500,TraesCS5D03G0699000,TraesCS5D03G0798600,TraesCS5D03G0798700,TraesCS5D03G0800200,TraesCS5D03G0812600,TraesCS6A03G0076200,TraesCS6A03G0090900,TraesCS6A03G0122000,TraesCS6A03G0122300,TraesCS6A03G0124300,TraesCS6A03G0132700,TraesCS6A03G0138300,TraesCS6A03G0138400,TraesCS6A03G0140800,TraesCS6A03G0141200,TraesCS6A03G0141500,TraesCS6A03G0197200,TraesCS6A03G0198100,TraesCS6A03G0377700,TraesCS6A03G0700000,TraesCS6B03G0110300,TraesCS6B03G0111300,TraesCS6B03G0111800,TraesCS6B03G0184300,TraesCS6B03G0184700,TraesCS6B03G0185000,TraesCS6B03G0185400,TraesCS6B03G0186000,TraesCS6B03G0186600,TraesCS6B03G0193700,TraesCS6B03G0195100,TraesCS6B03G0195600,TraesCS6B03G0196400,TraesCS6B03G0199900,TraesCS6B03G0284500,TraesCS6B03G0284700,TraesCS6B03G0832000,TraesCS6B03G1142800,TraesCS6B03G1237000,TraesCS6D03G0079300,TraesCS6D03G0079900,TraesCS6D03G0095500,TraesCS6D03G0096000,TraesCS6D03G0130300,TraesCS6D03G0130900,TraesCS6D03G0131000,TraesCS6D03G0132400,TraesCS6D03G0133500,TraesCS6D03G0324900,TraesCS6D03G0588900,TraesCS7A03G0244100,TraesCS7A03G0283000,TraesCS7A03G0284300,TraesCS7A03G1073100,TraesCS7A03G1189500,TraesCS7A03G1189700,TraesCS7A03G1189900,TraesCS7B03G0040100,TraesCS7B03G0044300,TraesCS7B03G0044800,TraesCS7B03G0916600,TraesCS7B03G1060900,TraesCS7B03G1061700,TraesCS7B03G1062800,TraesCS7B03G1100100,TraesCS7B03G1100300,TraesCS7D03G0220100,TraesCS7D03G0259100,TraesCS7D03G0261200,TraesCS7D03G0261500,TraesCS7D03G0261900,TraesCS7D03G0407000,TraesCS7D03G1023200,TraesCS7D03G1129100,TraesCS7D03G1129400,TraesCS7D03G1158300,TraesCSU03G0093200,TraesCSU03G0110400,TraesCSU03G0110600	AT1G09200,AT1G51060,AT1G54690,AT2G37470,AT3G27360,AT5G10390,AT5G59690,AT5G65360
3	LRC	7	6.25	3e-05	0.001176	True	ORTHO905GF000014,ORTHO905GF000020,ORTHO905GF000042,ORTHO905GF000072,ORTHO905GF001438,ORTHO905GF001770,ORTHO905GF001833	TraesCS1A03G0090500,TraesCS1A03G0090800,TraesCS1A03G0538100,TraesCS1A03G0596000,TraesCS1A03G0669000,TraesCS1A03G0669100,TraesCS1A03G0723300,TraesCS1A03G0730200,TraesCS1A03G0730300,TraesCS1A03G0730400,TraesCS1A03G0737200,TraesCS1A03G0737600,TraesCS1A03G0878900,TraesCS1A03G0879000,TraesCS1A03G0879500,TraesCS1A03G0879600,TraesCS1A03G0882500,TraesCS1A03G0885400,TraesCS1B03G0109500,TraesCS1B03G0109700,TraesCS1B03G0694400,TraesCS1B03G0694700,TraesCS1B03G0788800,TraesCS1B03G0825700,TraesCS1B03G0825800,TraesCS1B03G0834000,TraesCS1B03G0834200,TraesCS1B03G0841400,TraesCS1B03G0976000,TraesCS1B03G0976400,TraesCS1B03G1024400,TraesCS1B03G1024600,TraesCS1B03G1024900,TraesCS1B03G1025200,TraesCS1B03G1025300,TraesCS1B03G1025700,TraesCS1B03G1026700,TraesCS1B03G1030600,TraesCS1B03G1030800,TraesCS1B03G1035400,TraesCS1D03G0080500,TraesCS1D03G0080700,TraesCS1D03G0517900,TraesCS1D03G0632100,TraesCS1D03G0632200,TraesCS1D03G0659100,TraesCS1D03G0686900,TraesCS1D03G0687000,TraesCS1D03G0694100,TraesCS1D03G0694200,TraesCS1D03G0694700,TraesCS1D03G0852600,TraesCS1D03G0852900,TraesCS1D03G0853100,TraesCS1D03G0856000,TraesCS1D03G0856100,TraesCS1D03G0856400,TraesCS1D03G0860700,TraesCS2A03G0745300,TraesCS2A03G0948500,TraesCS2A03G0996900,TraesCS2A03G0999700,TraesCS2B03G0448900,TraesCS2B03G0580400,TraesCS2B03G0857900,TraesCS2B03G1047100,TraesCS2D03G0687300,TraesCS2D03G0889700,TraesCS2D03G0935800,TraesCS3A03G0165800,TraesCS3A03G0224600,TraesCS3A03G0316900,TraesCS3A03G0317000,TraesCS3A03G0830200,TraesCS3A03G0843400,TraesCS3A03G0850100,TraesCS3A03G0850200,TraesCS3A03G0891800,TraesCS3B03G0208900,TraesCS3B03G0261100,TraesCS3B03G0400200,TraesCS3B03G0950800,TraesCS3B03G0974100,TraesCS3B03G0974300,TraesCS3B03G0974400,TraesCS3B03G1018000,TraesCS3D03G0149200,TraesCS3D03G0317600,TraesCS3D03G0317700,TraesCS3D03G0761600,TraesCS3D03G0773600,TraesCS3D03G0778500,TraesCS3D03G0819300,TraesCS4A03G0112400,TraesCS4A03G0134300,TraesCS4A03G0206700,TraesCS4A03G0206900,TraesCS4A03G0207000,TraesCS4A03G0678100,TraesCS4A03G0999700,TraesCS4B03G0117000,TraesCS4B03G0567900,TraesCS4B03G0568100,TraesCS4B03G0669400,TraesCS4D03G0099200,TraesCS4D03G0501800,TraesCS4D03G0501900,TraesCS5A03G0615800,TraesCS5A03G0728100,TraesCS5A03G0835700,TraesCS5A03G0835900,TraesCS5A03G0846400,TraesCS5A03G0850500,TraesCS5A03G1045700,TraesCS5A03G1047100,TraesCS5A03G1092000,TraesCS5B03G0570000,TraesCS5B03G0633000,TraesCS5B03G0772400,TraesCS5B03G0873500,TraesCS5B03G0873600,TraesCS5B03G0873700,TraesCS5B03G0875800,TraesCS5B03G0888500,TraesCS5B03G0893500,TraesCS5B03G1101100,TraesCS5B03G1156800,TraesCS5D03G0582600,TraesCS5D03G0699000,TraesCS5D03G0798600,TraesCS5D03G0798700,TraesCS5D03G0800200,TraesCS5D03G0809200,TraesCS5D03G0812600,TraesCS5D03G0990100,TraesCS5D03G0991900,TraesCS5D03G1050300,TraesCS6A03G0075800,TraesCS6A03G0076200,TraesCS6A03G0076300,TraesCS6A03G0076800,TraesCS6A03G0077100,TraesCS6A03G0077300,TraesCS6A03G0090900,TraesCS6A03G0096900,TraesCS6A03G0122000,TraesCS6A03G0122300,TraesCS6A03G0124300,TraesCS6A03G0132700,TraesCS6A03G0138300,TraesCS6A03G0138400,TraesCS6A03G0140500,TraesCS6A03G0140800,TraesCS6A03G0141200,TraesCS6A03G0141500,TraesCS6A03G0197200,TraesCS6A03G0198100,TraesCS6A03G0276700,TraesCS6A03G0377700,TraesCS6A03G0700000,TraesCS6B03G0110300,TraesCS6B03G0110400,TraesCS6B03G0111200,TraesCS6B03G0111300,TraesCS6B03G0111500,TraesCS6B03G0111800,TraesCS6B03G0111900,TraesCS6B03G0112000,TraesCS6B03G0184300,TraesCS6B03G0184700,TraesCS6B03G0185000,TraesCS6B03G0185400,TraesCS6B03G0186000,TraesCS6B03G0186600,TraesCS6B03G0193700,TraesCS6B03G0195100,TraesCS6B03G0195600,TraesCS6B03G0196400,TraesCS6B03G0199900,TraesCS6B03G0284500,TraesCS6B03G0284700,TraesCS6B03G0832000,TraesCS6B03G1142800,TraesCS6D03G0078800,TraesCS6D03G0079300,TraesCS6D03G0079600,TraesCS6D03G0079800,TraesCS6D03G0079900,TraesCS6D03G0080000,TraesCS6D03G0080100,TraesCS6D03G0095500,TraesCS6D03G0096000,TraesCS6D03G0130300,TraesCS6D03G0130900,TraesCS6D03G0131000,TraesCS6D03G0132400,TraesCS6D03G0133500,TraesCS6D03G0230100,TraesCS6D03G0230600,TraesCS6D03G0324900,TraesCS6D03G0588900,TraesCS7A03G0244100,TraesCS7A03G0283000,TraesCS7A03G0284300,TraesCS7A03G1061800,TraesCS7A03G1073100,TraesCS7A03G1189500,TraesCS7A03G1189700,TraesCS7A03G1189900,TraesCS7B03G0040100,TraesCS7B03G0044300,TraesCS7B03G0044800,TraesCS7B03G0904300,TraesCS7B03G0916600,TraesCS7B03G1060900,TraesCS7B03G1061700,TraesCS7B03G1062800,TraesCS7D03G0220100,TraesCS7D03G0259100,TraesCS7D03G0261200,TraesCS7D03G0261500,TraesCS7D03G0261900,TraesCS7D03G0407000,TraesCS7D03G1013900,TraesCS7D03G1023200,TraesCS7D03G1129100,TraesCS7D03G1129400,TraesCSU03G0093200,TraesCSU03G0110400,TraesCSU03G0110600	AT1G06760,AT1G09200,AT1G20696,AT2G28740,AT2G37470,AT3G45980,AT3G53730,AT4G27230,AT5G10980,AT5G22880,AT5G27670,AT5G59970

SHEET Osa-scTae-both-ways rows=20 cols=12
tae cluster	osa cluster	number of matches	enrichment fold	p-value	q-value	significant	match IDs	matching genes 1	matching genes 2		
1	epidermis (near root hair)	11	2.93	0.00022	0.00352	True	ORTHO905GF000093,ORTHO905GF000125,ORTHO905GF000465,ORTHO905GF000545,ORTHO905GF001012,ORTHO905GF002613,ORTHO905GF003377,ORTHO905GF004829,ORTHO905GF008771,ORTHO905GF014044,ORTHO905GF014637	TraesCS1B03G0651500,TraesCS1B03G1166600,TraesCS1D03G0538300,TraesCS2A03G0303700,TraesCS2B03G0423400,TraesCS2B03G0731200,TraesCS2B03G1083100,TraesCS2D03G0321600,TraesCS4A03G0065100,TraesCS4B03G0721600,TraesCS4B03G0721800,TraesCS4D03G0642600,TraesCS6A03G0967400,TraesCS6A03G0967600,TraesCS6B03G1184200,TraesCS6B03G1184300,TraesCS6D03G0848200,TraesCS7B03G0299800,TraesCS7B03G0801500,TraesCS7D03G0923300,TraesCSU03G0047200	Os01g0284500,Os01g0946700,Os01g0947000,Os03g0155900,Os03g0368000,Os03g0368300,Os03g0428700,Os04g0559700,Os07g0106200,Os07g0193000,Os07g0559700,Os07g0639000,Os10g0417600,Os10g0439100,Os10g0439200,Os10g0555700		
1	epidermis (near root hair)	11	2.28	0.00072	0.01344	True	ORTHO905GF000093,ORTHO905GF000125,ORTHO905GF000465,ORTHO905GF000545,ORTHO905GF001012,ORTHO905GF002613,ORTHO905GF003377,ORTHO905GF004829,ORTHO905GF008771,ORTHO905GF014044,ORTHO905GF014637	Os01g0284500,Os01g0946700,Os01g0947000,Os03g0155900,Os03g0368000,Os03g0368300,Os03g0428700,Os04g0559700,Os07g0106200,Os07g0193000,Os07g0559700,Os07g0639000,Os10g0417600,Os10g0439100,Os10g0439200,Os10g0555700	TraesCS1B03G0651500,TraesCS1B03G1166600,TraesCS1D03G0538300,TraesCS2A03G0303700,TraesCS2B03G0423400,TraesCS2B03G0731200,TraesCS2B03G1083100,TraesCS2D03G0321600,TraesCS4A03G0065100,TraesCS4B03G0721600,TraesCS4B03G0721800,TraesCS4D03G0642600,TraesCS6A03G0967400,TraesCS6A03G0967600,TraesCS6B03G1184200,TraesCS6B03G1184300,TraesCS6D03G0848200,TraesCS7B03G0299800,TraesCS7B03G0801500,TraesCS7D03G0923300,TraesCSU03G0047200		
1	stele	8	3.17	0.00097	0.01552	True	ORTHO905GF000093,ORTHO905GF000465,ORTHO905GF000545,ORTHO905GF002613,ORTHO905GF003135,ORTHO905GF003377,ORTHO905GF004829,ORTHO905GF010465	Os01g0284500,Os01g0946700,Os03g0368000,Os04g0559700,Os04g0652700,Os04g0688100,Os10g0417600,Os10g0555600	TraesCS1B03G0651500,TraesCS1B03G1166600,TraesCS1D03G0538300,TraesCS2A03G1334600,TraesCS2B03G1083100,TraesCS2B03G1341500,TraesCS2D03G1302200,TraesCS6A03G0967400,TraesCS6A03G0967600,TraesCS6B03G1184200,TraesCS6B03G1184300,TraesCS6D03G0848200,TraesCS7B03G0801500,TraesCS7D03G0923300,TraesCSU03G0047200		
10	metaxylem	32	4.26	9e-06	0.000252	True	ORTHO905GF000043,ORTHO905GF000146,ORTHO905GF000303,ORTHO905GF000313,ORTHO905GF000537,ORTHO905GF000545,ORTHO905GF000596,ORTHO905GF000638,ORTHO905GF000770,ORTHO905GF000851,ORTHO905GF000969,ORTHO905GF001220,ORTHO905GF001482,ORTHO905GF002577,ORTHO905GF002782,ORTHO905GF002851,ORTHO905GF002972,ORTHO905GF003247,ORTHO905GF003358,ORTHO905GF005173,ORTHO905GF005585,ORTHO905GF006895,ORTHO905GF007503,ORTHO905GF007961,ORTHO905GF009555,ORTHO905GF009586,ORTHO905GF010010,ORTHO905GF010246,ORTHO905GF011940,ORTHO905GF013311,ORTHO905GF018623,ORTHO905GF018675	TraesCS1A03G0062800,TraesCS1A03G0223500,TraesCS1A03G0313300,TraesCS1A03G0402200,TraesCS1B03G0066500,TraesCS1B03G0263100,TraesCS1B03G0325900,TraesCS1B03G0397800,TraesCS1B03G0493300,TraesCS1D03G0049400,TraesCS1D03G0186800,TraesCS1D03G0236500,TraesCS1D03G0304200,TraesCS1D03G0371000,TraesCS1D03G0913700,TraesCS2A03G0363200,TraesCS2A03G0364600,TraesCS2A03G0730800,TraesCS2A03G0734000,TraesCS2B03G0454200,TraesCS2B03G0484900,TraesCS2B03G0806600,TraesCS2B03G1012300,TraesCS2D03G0354800,TraesCS2D03G0381300,TraesCS2D03G0673900,TraesCS2D03G0676600,TraesCS2D03G0861600,TraesCS3A03G0077400,TraesCS3A03G0388700,TraesCS3A03G0987500,TraesCS3B03G0012900,TraesCS3B03G0103000,TraesCS3B03G0828300,TraesCS3B03G1137000,TraesCS3D03G0008300,TraesCS3D03G0666000,TraesCS3D03G0867400,TraesCS3D03G0921200,TraesCS4A03G0086500,TraesCS4A03G0280400,TraesCS4A03G0528300,TraesCS4A03G0686700,TraesCS4B03G0109200,TraesCS4B03G0269000,TraesCS4B03G0486500,TraesCS4B03G0706600,TraesCS4D03G0229600,TraesCS4D03G0434100,TraesCS5A03G0357200,TraesCS5A03G0388600,TraesCS5A03G0570800,TraesCS5A03G0953300,TraesCS5A03G1080200,TraesCS5A03G1115100,TraesCS5A03G1247300,TraesCS5B03G0387000,TraesCS5B03G0582100,TraesCS5B03G1001800,TraesCS5B03G1143400,TraesCS5B03G1183000,TraesCS5D03G0341700,TraesCS5D03G0377000,TraesCS5D03G0536900,TraesCS5D03G1033800,TraesCS5D03G1067600,TraesCS6A03G0080100,TraesCS6B03G0116500,TraesCS6D03G0082600,TraesCS6D03G0654300,TraesCS7A03G0413900,TraesCS7A03G0446200,TraesCS7A03G0992800,TraesCS7D03G0401600,TraesCS7D03G0430200,TraesCSU03G0019900,TraesCSU03G0020100	Os01g0110200,Os01g0134900,Os01g0249200,Os01g0300200,Os01g0750300,Os01g0805900,Os01g0896200,Os01g0967200,Os01g0971400,Os02g0114200,Os02g0250400,Os02g0312600,Os02g0528100,Os02g0628200,Os02g0731400,Os02g0742200,Os03g0194300,Os03g0329700,Os03g0762400,Os03g0807500,Os04g0408600,Os04g0410600,Os05g0108600,Os05g0277500,Os05g0356700,Os05g0556400,Os06g0218600,Os06g0234200,Os06g0671900,Os07g0604400,Os07g0604800,Os07g0623600,Os07g0638500,Os09g0422500,Os10g0412700,Os10g0467800,Os11g0472600,Os12g0155200,Os12g0443500,Os12g0443600		
10	epidermis	19	3.84	9e-06	0.000252	True	ORTHO905GF000043,ORTHO905GF000146,ORTHO905GF000313,ORTHO905GF000545,ORTHO905GF000576,ORTHO905GF000638,ORTHO905GF000968,ORTHO905GF000996,ORTHO905GF002577,ORTHO905GF002782,ORTHO905GF002851,ORTHO905GF003310,ORTHO905GF005585,ORTHO905GF007503,ORTHO905GF007961,ORTHO905GF009555,ORTHO905GF009586,ORTHO905GF010246,ORTHO905GF018675	TraesCS1A03G0313300,TraesCS1A03G0402200,TraesCS1A03G0793500,TraesCS1B03G0263100,TraesCS1B03G0397800,TraesCS1B03G0493300,TraesCS1B03G0911600,TraesCS1D03G0186800,TraesCS1D03G0304200,TraesCS1D03G0371000,TraesCS1D03G0645100,TraesCS1D03G0759800,TraesCS1D03G0913700,TraesCS2A03G0364600,TraesCS2A03G0730800,TraesCS2B03G0454200,TraesCS2B03G0806600,TraesCS2B03G1012300,TraesCS2D03G0354800,TraesCS2D03G0381300,TraesCS2D03G0673900,TraesCS2D03G0861600,TraesCS3A03G0388700,TraesCS3A03G0635100,TraesCS3B03G0012900,TraesCS3B03G0705000,TraesCS3B03G0828300,TraesCS3D03G0008300,TraesCS3D03G0576000,TraesCS3D03G0666000,TraesCS3D03G0867400,TraesCS5A03G0570800,TraesCS5A03G1247300,TraesCS5B03G0582100,TraesCS5D03G0536900,TraesCS7A03G0413900,TraesCS7A03G0821400,TraesCS7B03G0680100,TraesCS7D03G0401600,TraesCS7D03G0805700,TraesCSU03G0019900,TraesCSU03G0020100	Os01g0106400,Os01g0110200,Os01g0249200,Os01g0282800,Os01g0668100,Os01g0750300,Os01g0805900,Os01g0896200,Os02g0628200,Os03g0387800,Os03g0416200,Os04g0408600,Os05g0413200,Os05g0501300,Os05g0556400,Os06g0156600,Os06g0218600,Os07g0636800,Os08g0157500,Os09g0422500,Os10g0467800		
10	epidermis	19	5.02	9e-06	0.000336	True	ORTHO905GF000043,ORTHO905GF000146,ORTHO905GF000313,ORTHO905GF000545,ORTHO905GF000576,ORTHO905GF000638,ORTHO905GF000968,ORTHO905GF000996,ORTHO905GF002577,ORTHO905GF002782,ORTHO905GF002851,ORTHO905GF003310,ORTHO905GF005585,ORTHO905GF007503,ORTHO905GF007961,ORTHO905GF009555,ORTHO905GF009586,ORTHO905GF010246,ORTHO905GF018675	Os01g0106400,Os01g0110200,Os01g0249200,Os01g0282800,Os01g0668100,Os01g0750300,Os01g0805900,Os01g0896200,Os02g0628200,Os03g0387800,Os03g0416200,Os04g0408600,Os05g0413200,Os05g0501300,Os05g0556400,Os06g0156600,Os06g0218600,Os07g0636800,Os08g0157500,Os09g0422500,Os10g0467800	TraesCS1A03G0313300,TraesCS1A03G0402200,TraesCS1A03G0793500,TraesCS1B03G0263100,TraesCS1B03G0397800,TraesCS1B03G0493300,TraesCS1B03G0911600,TraesCS1D03G0186800,TraesCS1D03G0304200,TraesCS1D03G0371000,TraesCS1D03G0645100,TraesCS1D03G0759800,TraesCS1D03G0913700,TraesCS2A03G0364600,TraesCS2A03G0730800,TraesCS2B03G0454200,TraesCS2B03G0806600,TraesCS2B03G1012300,TraesCS2D03G0354800,TraesCS2D03G0381300,TraesCS2D03G0673900,TraesCS2D03G0861600,TraesCS3A03G0388700,TraesCS3A03G0635100,TraesCS3B03G0012900,TraesCS3B03G0705000,TraesCS3B03G0828300,TraesCS3D03G0008300,TraesCS3D03G0576000,TraesCS3D03G0666000,TraesCS3D03G0867400,TraesCS5A03G0570800,TraesCS5A03G1247300,TraesCS5B03G0582100,TraesCS5D03G0536900,TraesCS7A03G0413900,TraesCS7A03G0821400,TraesCS7B03G0680100,TraesCS7D03G0401600,TraesCS7D03G0805700,TraesCSU03G0019900,TraesCSU03G0020100		
10	metaxylem	32	3.68	9e-06	0.000336	True	ORTHO905GF000043,ORTHO905GF000146,ORTHO905GF000303,ORTHO905GF000313,ORTHO905GF000537,ORTHO905GF000545,ORTHO905GF000596,ORTHO905GF000638,ORTHO905GF000770,ORTHO905GF000851,ORTHO905GF000969,ORTHO905GF001220,ORTHO905GF001482,ORTHO905GF002577,ORTHO905GF002782,ORTHO905GF002851,ORTHO905GF002972,ORTHO905GF003247,ORTHO905GF003358,ORTHO905GF005173,ORTHO905GF005585,ORTHO905GF006895,ORTHO905GF007503,ORTHO905GF007961,ORTHO905GF009555,ORTHO905GF009586,ORTHO905GF010010,ORTHO905GF010246,ORTHO905GF011940,ORTHO905GF013311,ORTHO905GF018623,ORTHO905GF018675	Os01g0110200,Os01g0134900,Os01g0249200,Os01g0300200,Os01g0750300,Os01g0805900,Os01g0896200,Os01g0967200,Os01g0971400,Os02g0114200,Os02g0250400,Os02g0312600,Os02g0528100,Os02g0628200,Os02g0731400,Os02g0742200,Os03g0194300,Os03g0329700,Os03g0762400,Os03g0807500,Os04g0408600,Os04g0410600,Os05g0108600,Os05g0277500,Os05g0356700,Os05g0556400,Os06g0218600,Os06g0234200,Os06g0671900,Os07g0604400,Os07g0604800,Os07g0623600,Os07g0638500,Os09g0422500,Os10g0412700,Os10g0467800,Os11g0472600,Os12g0155200,Os12g0443500,Os12g0443600	TraesCS1A03G0062800,TraesCS1A03G0223500,TraesCS1A03G0313300,TraesCS1A03G0402200,TraesCS1B03G0066500,TraesCS1B03G0263100,TraesCS1B03G0325900,TraesCS1B03G0397800,TraesCS1B03G0493300,TraesCS1D03G0049400,TraesCS1D03G0186800,TraesCS1D03G0236500,TraesCS1D03G0304200,TraesCS1D03G0371000,TraesCS1D03G0913700,TraesCS2A03G0363200,TraesCS2A03G0364600,TraesCS2A03G0730800,TraesCS2A03G0734000,TraesCS2B03G0454200,TraesCS2B03G0484900,TraesCS2B03G0806600,TraesCS2B03G1012300,TraesCS2D03G0354800,TraesCS2D03G0381300,TraesCS2D03G0673900,TraesCS2D03G0676600,TraesCS2D03G0861600,TraesCS3A03G0077400,TraesCS3A03G0388700,TraesCS3A03G0987500,TraesCS3B03G0012900,TraesCS3B03G0103000,TraesCS3B03G0828300,TraesCS3B03G1137000,TraesCS3D03G0008300,TraesCS3D03G0666000,TraesCS3D03G0867400,TraesCS3D03G0921200,TraesCS4A03G0086500,TraesCS4A03G0280400,TraesCS4A03G0528300,TraesCS4A03G0686700,TraesCS4B03G0109200,TraesCS4B03G0269000,TraesCS4B03G0486500,TraesCS4B03G0706600,TraesCS4D03G0229600,TraesCS4D03G0434100,TraesCS5A03G0357200,TraesCS5A03G0388600,TraesCS5A03G0570800,TraesCS5A03G0953300,TraesCS5A03G1080200,TraesCS5A03G1115100,TraesCS5A03G1247300,TraesCS5B03G0387000,TraesCS5B03G0582100,TraesCS5B03G1001800,TraesCS5B03G1143400,TraesCS5B03G1183000,TraesCS5D03G0341700,TraesCS5D03G0377000,TraesCS5D03G0536900,TraesCS5D03G1033800,TraesCS5D03G1067600,TraesCS6A03G0080100,TraesCS6B03G0116500,TraesCS6D03G0082600,TraesCS6D03G0654300,TraesCS7A03G0413900,TraesCS7A03G0446200,TraesCS7A03G0992800,TraesCS7D03G0401600,TraesCS7D03G0430200,TraesCSU03G0019900,TraesCSU03G0020100		
11	endodermis	8	2.78	0.00367	0.0456711111111111	True	ORTHO905GF000147,ORTHO905GF000291,ORTHO905GF000325,ORTHO905GF000568,ORTHO905GF001450,ORTHO905GF004032,ORTHO905GF016997,ORTHO905GF018617	TraesCS1A03G0483700,TraesCS1A03G0535100,TraesCS1B03G0625200,TraesCS1D03G0516200,TraesCS2A03G0650000,TraesCS2B03G0719400,TraesCS3A03G0744700,TraesCS3B03G0850100,TraesCS3D03G0686200,TraesCS6A03G0684200,TraesCS6B03G0794300,TraesCS6B03G0945500,TraesCS6D03G0573300,TraesCS7B03G1179800,TraesCS7D03G1266100	Os01g0263000,Os01g0543100,Os01g0763900,Os02g0519700,Os02g0669000,Os03g0327600,Os04g0423800,Os07g0119400,Os10g0510000,Os10g0536700,Os11g0163100		
