rank	gene	disease_minus_healthy_log2_tpm	disease_mean_log2_tpm	healthy_mean_log2_tpm	abs_t
54	C5orf49	-1.1828810470736506	0.11929933015952274	1.3021803772331733	20.594839691733007
55	ADSSL1	-1.5408623239254293	1.363940297368757	2.9048026212941864	20.510610509579543
56	CACNA2D1	-2.6238898671773336	3.1605155144285915	5.784405381605925	20.453706249060144
57	KYNU	5.328620950355826	6.9653486472062145	1.6367276968503885	20.45242530533159
58	PYGL	1.9740086559739813	7.428511122682719	5.454502466708738	20.4284662229594
59	TCN1	8.018447914636763	8.133523392828128	0.1150754781913648	20.109741416320745
60	SLC45A4	-2.130630834997866	2.777508418003889	4.908139253001755	20.065647874024922
61	EIF4A3	1.2528534719627844	7.410459974040189	6.157606502077405	20.03366057558374
62	TUBB6	1.8944425942095506	8.23587945831218	6.341436864102629	19.93172978660712
63	SFTPC	-0.7191859844930522	0.14312617753726536	0.8623121620303175	19.852320987332362
64	CSNK1A1	0.9046468469400537	9.175898386072067	8.271251539132013	19.72253399414306
65	CCDC109B	1.3251074577273823	5.625206338700506	4.300098880973124	19.68557248897714
66	SMAD4	-1.0644287544439086	5.940953618973021	7.005382373416929	19.655630897353873
67	DEFB4A	8.559784546099738	8.730569506806935	0.17078496070719634	19.5665396440629
68	POLR3G	1.9830602044185919	5.083351646088059	3.100291441669467	19.534941902611585
69	RHCG	7.547004445948415	8.494212858354466	0.9472084124060509	19.52210549689299
70	AADAC	-2.383925868455478	1.9415579650837043	4.325483833539182	19.513490496116038
71	BGN	-2.575263580433737	2.685322851082277	5.260586431516014	19.33572299266201
72	PLXNA4	-2.8700865496462264	1.8798433710230014	4.749929920669228	19.147440452922282
73	WDTC1	-1.0935239653974573	5.005728573122989	6.099252538520446	18.93971919263701
74	ZDHHC9	-1.5788746878500248	4.742465617856519	6.321340305706544	18.879722471049238
75	SERINC3	-0.6050516481750572	7.72244636655127	8.327498014726327	18.713303758537844
76	CNTN4	-1.762662589980313	0.30780171291443575	2.0704643028947487	18.696027624486778
77	DZIP1L	-2.3250470424647505	1.960199064323018	4.285246106787769	18.65454973893431
78	SPRR2F	8.135400063282045	8.294965210163003	0.15956514688095777	18.601662906095584
79	SMIM12	0.6794449719215381	5.531447810212421	4.852002838290883	18.596939174099834
80	PTPRF	-1.3336348975310752	8.118517920544141	9.452152818075216	18.559569023290724
81	ZC3H12A	3.569553106488219	7.876450828939435	4.3068977224512155	18.529229325476496
82	AMMECR1	1.244803674506004	7.118148417494696	5.873344742988692	18.495159963713085
83	ADGRA2	-2.5472855788967967	2.8902038668177434	5.43748944571454	18.358036527596912
84	H6PD	-1.4464493165070325	6.5839537873386105	8.030403103845643	18.33489012242265
85	CSTA	1.8438517357586868	10.39685102695051	8.552999291191822	18.33042967232739
86	ANKH	-1.332284058630541	5.6344789862924385	6.966763044922979	18.329782476654163
87	RP11-600F24.7	-1.486720334878338	1.3288532423235582	2.815573577201896	18.148956487728526
88	HERC6	3.599801205154192	6.687256884212777	3.087455679058585	18.1176746448773
89	FUT3	3.1160032624876344	4.0933622186663285	0.9773589561786942	18.089303126457864
90	IL36A	5.496623071484159	5.520615932512127	0.02399286102796894	18.054059273239467
91	XLOC_003378	1.7081624800520814	2.049244564600059	0.34108208454797767	18.04263494016979
92	IL20	2.8922690221122838	2.9308224773852336	0.038553455272949864	17.960327723928316
93	HEPHL1	7.948296771197507	9.468476105394416	1.520179334196909	17.95782900090367
94	MTMR3	-0.9179491240519746	3.3883840214822256	4.3063331455342	17.954295430076698
95	PARP9	2.717367539012197	7.267902200091332	4.550534661079135	17.93251076731098
96	ALB	-0.23492149058027798	0.0	0.23492149058027798	17.90401604613969
97	MEGF9	-1.1956431455457963	6.700369244452885	7.896012389998681	17.878023170860885
98	MIR99AHG	-1.6942353835885626	2.4769600167079586	4.171195400296521	17.864529275994297
99	CEP68	-1.4132631248215857	4.640387636294181	6.053650761115767	17.80450185199269
100	CCDC191	-1.0491793124333348	2.4958864877434244	3.545065800176759	17.73219457144102
