record	group	member	treeness	n_treefiles	n_valid	n_failed	median_treeness	difference_fungi_minus_animals
tree	animals	1434266at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1441854at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1445102at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1455730at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1488235at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1488436at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1504863at2759.faa.mafft.clipkit.treefile	0.026378165187133165	100	100	0	0	
tree	animals	1513531at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1525971at2759.faa.mafft.clipkit.treefile	0.02542487435387681	100	100	0	0	
tree	animals	1526152at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1538526at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1545004at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1552706at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	156083at2759.faa.mafft.clipkit.treefile	0.014251787068710647	100	100	0	0	
tree	animals	1620056at2759.faa.mafft.clipkit.treefile	0.11258590829126079	100	100	0	0	
tree	animals	1626636at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	1633672at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	176625at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	271586at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	290630at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	296129at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	306227at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	320059at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	324863at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	331411at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	341721at2759.faa.mafft.clipkit.treefile	0.017182831170791911	100	100	0	0	
tree	animals	355408at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	390348at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	39650at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	396755at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	418107at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	453044at2759.faa.mafft.clipkit.treefile	0.051762060435565006	100	100	0	0	
tree	animals	491869at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	570797at2759.faa.mafft.clipkit.treefile	0.025569116111648103	100	100	0	0	
tree	animals	621827at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	664730at2759.faa.mafft.clipkit.treefile	0.049542505538638718	100	100	0	0	
tree	animals	673132at2759.faa.mafft.clipkit.treefile	0.053405341072237884	100	100	0	0	
tree	animals	674160at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	679771at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	720340at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	721605at2759.faa.mafft.clipkit.treefile	0.025927314520009195	100	100	0	0	
tree	animals	734666at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	777920at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	814241at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	836599at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	866359at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	891751at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	919955at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	974865at2759.faa.mafft.clipkit.treefile	0.055294642056241461	100	100	0	0	
tree	animals	975158at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	981902at2759.faa.mafft.clipkit.treefile	0	100	100	0	0	
tree	animals	996662at2759.faa.mafft.clipkit.treefile	0.041942432190308999	100	100	0	0	
tree	fungi	1001705at2759.faa.mafft.clipkit.treefile	0.068752390793837409	249	249	0	0.050139847768049167	
tree	fungi	1003258at2759.faa.mafft.clipkit.treefile	0.051928606682387274	249	249	0	0.050139847768049167	
tree	fungi	100698at2759.faa.mafft.clipkit.treefile	0.10879356120434183	249	249	0	0.050139847768049167	
tree	fungi	1010730at2759.faa.mafft.clipkit.treefile	0.050460553974235892	249	249	0	0.050139847768049167	
tree	fungi	1014314at2759.faa.mafft.clipkit.treefile	0.05599044051502982	249	249	0	0.050139847768049167	
tree	fungi	1018517at2759.faa.mafft.clipkit.treefile	0.098525208806112805	249	249	0	0.050139847768049167	
tree	fungi	1019762at2759.faa.mafft.clipkit.treefile	0.029561129150486119	249	249	0	0.050139847768049167	
tree	fungi	1025450at2759.faa.mafft.clipkit.treefile	0.080389630295169365	249	249	0	0.050139847768049167	
tree	fungi	1030907at2759.faa.mafft.clipkit.treefile	0.040309645556600465	249	249	0	0.050139847768049167	
tree	fungi	1032689at2759.faa.mafft.clipkit.treefile	0.045893426320904478	249	249	0	0.050139847768049167	
tree	fungi	1038775at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1041560at2759.faa.mafft.clipkit.treefile	0.043688720914949165	249	249	0	0.050139847768049167	
tree	fungi	1049599at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1051021at2759.faa.mafft.clipkit.treefile	0.10484257029135731	249	249	0	0.050139847768049167	
tree	fungi	1053181at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1057950at2759.faa.mafft.clipkit.treefile	0.093511799500221718	249	249	0	0.050139847768049167	
tree	fungi	1065019at2759.faa.mafft.clipkit.treefile	0.06865253116914509	249	249	0	0.050139847768049167	
tree	fungi	1076134at2759.faa.mafft.clipkit.treefile	0.053017217478867951	249	249	0	0.050139847768049167	
tree	fungi	1079130at2759.faa.mafft.clipkit.treefile	0.070667345753240948	249	249	0	0.050139847768049167	
tree	fungi	1079827at2759.faa.mafft.clipkit.treefile	0.080966557591203858	249	249	0	0.050139847768049167	
tree	fungi	1085752at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1087488at2759.faa.mafft.clipkit.treefile	0.072438437259800675	249	249	0	0.050139847768049167	
tree	fungi	1090038at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1094121at2759.faa.mafft.clipkit.treefile	0.06449005843224101	249	249	0	0.050139847768049167	
tree	fungi	1096688at2759.faa.mafft.clipkit.treefile	0.084182289249616502	249	249	0	0.050139847768049167	
tree	fungi	1106766at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1107630at2759.faa.mafft.clipkit.treefile	0.075284730390871149	249	249	0	0.050139847768049167	
tree	fungi	1108845at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1111142at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1112002at2759.faa.mafft.clipkit.treefile	0.032234895701944807	249	249	0	0.050139847768049167	
tree	fungi	1115196at2759.faa.mafft.clipkit.treefile	0.080972660816944569	249	249	0	0.050139847768049167	
tree	fungi	1128607at2759.faa.mafft.clipkit.treefile	0.051813169646242954	249	249	0	0.050139847768049167	
tree	fungi	1129824at2759.faa.mafft.clipkit.treefile	0.084819468733547426	249	249	0	0.050139847768049167	
tree	fungi	1138059at2759.faa.mafft.clipkit.treefile	0.081433239092603679	249	249	0	0.050139847768049167	
tree	fungi	1157302at2759.faa.mafft.clipkit.treefile	0.075922623998074909	249	249	0	0.050139847768049167	
tree	fungi	1161199at2759.faa.mafft.clipkit.treefile	0.085916824195290259	249	249	0	0.050139847768049167	
tree	fungi	1173229at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1178688at2759.faa.mafft.clipkit.treefile	0.060381181191675647	249	249	0	0.050139847768049167	
tree	fungi	1182451at2759.faa.mafft.clipkit.treefile	0.064629174027571581	249	249	0	0.050139847768049167	
tree	fungi	1193442at2759.faa.mafft.clipkit.treefile	0.044578158895562207	249	249	0	0.050139847768049167	
tree	fungi	1194691at2759.faa.mafft.clipkit.treefile	0.045060549462076445	249	249	0	0.050139847768049167	
tree	fungi	1194797at2759.faa.mafft.clipkit.treefile	0.043052714603365336	249	249	0	0.050139847768049167	
tree	fungi	1197019at2759.faa.mafft.clipkit.treefile	0.065284070063098568	249	249	0	0.050139847768049167	
tree	fungi	1200489at2759.faa.mafft.clipkit.treefile	0.037707858868573821	249	249	0	0.050139847768049167	
tree	fungi	1217666at2759.faa.mafft.clipkit.treefile	0.082185678024691677	249	249	0	0.050139847768049167	
tree	fungi	1220881at2759.faa.mafft.clipkit.treefile	0.042117784987042835	249	249	0	0.050139847768049167	
tree	fungi	1222562at2759.faa.mafft.clipkit.treefile	0.11765611437007326	249	249	0	0.050139847768049167	
tree	fungi	1223488at2759.faa.mafft.clipkit.treefile	0.088784365896365791	249	249	0	0.050139847768049167	
tree	fungi	1228942at2759.faa.mafft.clipkit.treefile	0.075972137538496617	249	249	0	0.050139847768049167	
tree	fungi	1233814at2759.faa.mafft.clipkit.treefile	0.020244723665366615	249	249	0	0.050139847768049167	
tree	fungi	1236198at2759.faa.mafft.clipkit.treefile	0.017496992023724411	249	249	0	0.050139847768049167	
tree	fungi	1247641at2759.faa.mafft.clipkit.treefile	0.046318063094626612	249	249	0	0.050139847768049167	
tree	fungi	1248958at2759.faa.mafft.clipkit.treefile	0.039611617987076062	249	249	0	0.050139847768049167	
tree	fungi	1249159at2759.faa.mafft.clipkit.treefile	0.10540686958000964	249	249	0	0.050139847768049167	
tree	fungi	1251252at2759.faa.mafft.clipkit.treefile	0.058915075616091724	249	249	0	0.050139847768049167	
tree	fungi	1257440at2759.faa.mafft.clipkit.treefile	0.052343518468922247	249	249	0	0.050139847768049167	
tree	fungi	1258856at2759.faa.mafft.clipkit.treefile	0.072813194781463295	249	249	0	0.050139847768049167	
tree	fungi	1259741at2759.faa.mafft.clipkit.treefile	0.064974686651236901	249	249	0	0.050139847768049167	
tree	fungi	1260807at2759.faa.mafft.clipkit.treefile	0.051791223628501602	249	249	0	0.050139847768049167	
tree	fungi	1264469at2759.faa.mafft.clipkit.treefile	0.055659680790795182	249	249	0	0.050139847768049167	
tree	fungi	1266231at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1269244at2759.faa.mafft.clipkit.treefile	0.091066774266183051	249	249	0	0.050139847768049167	
tree	fungi	1269649at2759.faa.mafft.clipkit.treefile	0.070995693418175271	249	249	0	0.050139847768049167	
tree	fungi	1275837at2759.faa.mafft.clipkit.treefile	0.10905789084182585	249	249	0	0.050139847768049167	
tree	fungi	1284731at2759.faa.mafft.clipkit.treefile	0.061383781272474604	249	249	0	0.050139847768049167	
tree	fungi	1287094at2759.faa.mafft.clipkit.treefile	0.062547008320899419	249	249	0	0.050139847768049167	
tree	fungi	1287401at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1291729at2759.faa.mafft.clipkit.treefile	0.053122075559162991	249	249	0	0.050139847768049167	
tree	fungi	1304061at2759.faa.mafft.clipkit.treefile	0.026946952684500758	249	249	0	0.050139847768049167	
tree	fungi	1309031at2759.faa.mafft.clipkit.treefile	0.06686541619169882	249	249	0	0.050139847768049167	
tree	fungi	1312453at2759.faa.mafft.clipkit.treefile	0.054742370176087879	249	249	0	0.050139847768049167	
tree	fungi	1314980at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1322299at2759.faa.mafft.clipkit.treefile	0.039636080285472219	249	249	0	0.050139847768049167	
tree	fungi	1322642at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1323575at2759.faa.mafft.clipkit.treefile	0.058152970911844189	249	249	0	0.050139847768049167	
tree	fungi	1324510at2759.faa.mafft.clipkit.treefile	0.067261298609680359	249	249	0	0.050139847768049167	
tree	fungi	1338131at2759.faa.mafft.clipkit.treefile	0.040560164801317224	249	249	0	0.050139847768049167	
tree	fungi	1339553at2759.faa.mafft.clipkit.treefile	0.030596967386341697	249	249	0	0.050139847768049167	
tree	fungi	1342242at2759.faa.mafft.clipkit.treefile	0.051133423207430528	249	249	0	0.050139847768049167	
tree	fungi	1346165at2759.faa.mafft.clipkit.treefile	0.054498160041406112	249	249	0	0.050139847768049167	
tree	fungi	1346432at2759.faa.mafft.clipkit.treefile	0.12510412320782122	249	249	0	0.050139847768049167	
tree	fungi	1348942at2759.faa.mafft.clipkit.treefile	0.07539117414037641	249	249	0	0.050139847768049167	
tree	fungi	1355894at2759.faa.mafft.clipkit.treefile	0.091519416033540052	249	249	0	0.050139847768049167	
tree	fungi	1358374at2759.faa.mafft.clipkit.treefile	0.030899805895385945	249	249	0	0.050139847768049167	
tree	fungi	1364586at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1370285at2759.faa.mafft.clipkit.treefile	0.04431012950315863	249	249	0	0.050139847768049167	
tree	fungi	1370304at2759.faa.mafft.clipkit.treefile	0.059426964704501067	249	249	0	0.050139847768049167	
tree	fungi	1377237at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1379600at2759.faa.mafft.clipkit.treefile	0.033210986060571296	249	249	0	0.050139847768049167	
tree	fungi	1380409at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1382842at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1395649at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1398309at2759.faa.mafft.clipkit.treefile	0.075813368391430047	249	249	0	0.050139847768049167	
tree	fungi	1404162at2759.faa.mafft.clipkit.treefile	0.045918406612751546	249	249	0	0.050139847768049167	
tree	fungi	1405073at2759.faa.mafft.clipkit.treefile	0.11136535028866988	249	249	0	0.050139847768049167	
tree	fungi	1405146at2759.faa.mafft.clipkit.treefile	0.084961778358818671	249	249	0	0.050139847768049167	
tree	fungi	1407446at2759.faa.mafft.clipkit.treefile	0.0055440496486522609	249	249	0	0.050139847768049167	
tree	fungi	1421503at2759.faa.mafft.clipkit.treefile	0.042820679619323475	249	249	0	0.050139847768049167	
tree	fungi	1423847at2759.faa.mafft.clipkit.treefile	0.078261412862221158	249	249	0	0.050139847768049167	
tree	fungi	142542at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1426075at2759.faa.mafft.clipkit.treefile	0.053976780751031572	249	249	0	0.050139847768049167	
tree	fungi	1428265at2759.faa.mafft.clipkit.treefile	0.17791085186329608	249	249	0	0.050139847768049167	
tree	fungi	1428854at2759.faa.mafft.clipkit.treefile	0.069253207832548028	249	249	0	0.050139847768049167	
tree	fungi	1430056at2759.faa.mafft.clipkit.treefile	0.081839983453887669	249	249	0	0.050139847768049167	
tree	fungi	1432328at2759.faa.mafft.clipkit.treefile	0.077109309450965335	249	249	0	0.050139847768049167	
tree	fungi	1434266at2759.faa.mafft.clipkit.treefile	0.054995100997427278	249	249	0	0.050139847768049167	
tree	fungi	1440961at2759.faa.mafft.clipkit.treefile	0.048640992540935575	249	249	0	0.050139847768049167	
tree	fungi	1441854at2759.faa.mafft.clipkit.treefile	0.077096743285395092	249	249	0	0.050139847768049167	
tree	fungi	1442062at2759.faa.mafft.clipkit.treefile	0.12273319069821122	249	249	0	0.050139847768049167	
tree	fungi	1445102at2759.faa.mafft.clipkit.treefile	0.54952062716636496	249	249	0	0.050139847768049167	
tree	fungi	1450538at2759.faa.mafft.clipkit.treefile	0.067878376490398643	249	249	0	0.050139847768049167	
tree	fungi	1454155at2759.faa.mafft.clipkit.treefile	0.056572604002328157	249	249	0	0.050139847768049167	
tree	fungi	1455730at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1459797at2759.faa.mafft.clipkit.treefile	0.064688057321506398	249	249	0	0.050139847768049167	
tree	fungi	1474000at2759.faa.mafft.clipkit.treefile	0.044160505463706166	249	249	0	0.050139847768049167	
tree	fungi	1488235at2759.faa.mafft.clipkit.treefile	0.090689920740843602	249	249	0	0.050139847768049167	
tree	fungi	1488436at2759.faa.mafft.clipkit.treefile	0.081054116626316508	249	249	0	0.050139847768049167	
tree	fungi	1490022at2759.faa.mafft.clipkit.treefile	0.060499406798576634	249	249	0	0.050139847768049167	
tree	fungi	1504863at2759.faa.mafft.clipkit.treefile	0.029242168028217403	249	249	0	0.050139847768049167	
tree	fungi	1513531at2759.faa.mafft.clipkit.treefile	8.4619786016058201e-05	249	249	0	0.050139847768049167	
tree	fungi	1525971at2759.faa.mafft.clipkit.treefile	0.1080659945042307	249	249	0	0.050139847768049167	
tree	fungi	1530008at2759.faa.mafft.clipkit.treefile	0.061123736973901645	249	249	0	0.050139847768049167	
tree	fungi	1538526at2759.faa.mafft.clipkit.treefile	0.082087946089195035	249	249	0	0.050139847768049167	
tree	fungi	1552706at2759.faa.mafft.clipkit.treefile	0.10127447482879699	249	249	0	0.050139847768049167	
tree	fungi	1558822at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	156083at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1567796at2759.faa.mafft.clipkit.treefile	0.080952306087305165	249	249	0	0.050139847768049167	
tree	fungi	1575179at2759.faa.mafft.clipkit.treefile	0.12923348696256548	249	249	0	0.050139847768049167	
tree	fungi	1576404at2759.faa.mafft.clipkit.treefile	0.12846422852634762	249	249	0	0.050139847768049167	
tree	fungi	1588798at2759.faa.mafft.clipkit.treefile	0.068880074758998835	249	249	0	0.050139847768049167	
tree	fungi	1593937at2759.faa.mafft.clipkit.treefile	0.022104605443605239	249	249	0	0.050139847768049167	
tree	fungi	160593at2759.faa.mafft.clipkit.treefile	0.04440381206443967	249	249	0	0.050139847768049167	
tree	fungi	1617752at2759.faa.mafft.clipkit.treefile	0.092605764510147057	249	249	0	0.050139847768049167	
tree	fungi	1620056at2759.faa.mafft.clipkit.treefile	0.057746918699203204	249	249	0	0.050139847768049167	
tree	fungi	1623701at2759.faa.mafft.clipkit.treefile	0.12052037921645546	249	249	0	0.050139847768049167	
tree	fungi	1626636at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	1633672at2759.faa.mafft.clipkit.treefile	0.082196776391427417	249	249	0	0.050139847768049167	
tree	fungi	1645187at2759.faa.mafft.clipkit.treefile	0.049700942720619125	249	249	0	0.050139847768049167	
tree	fungi	166920at2759.faa.mafft.clipkit.treefile	0.037407543158709304	249	249	0	0.050139847768049167	
tree	fungi	176625at2759.faa.mafft.clipkit.treefile	0.027941133346360142	249	249	0	0.050139847768049167	
tree	fungi	179362at2759.faa.mafft.clipkit.treefile	0.052117932706111696	249	249	0	0.050139847768049167	
tree	fungi	245208at2759.faa.mafft.clipkit.treefile	0.030716775057020845	249	249	0	0.050139847768049167	
tree	fungi	257318at2759.faa.mafft.clipkit.treefile	0.031607604376563951	249	249	0	0.050139847768049167	
tree	fungi	261328at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	261419at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	270107at2759.faa.mafft.clipkit.treefile	0.039554331222179155	249	249	0	0.050139847768049167	
tree	fungi	271586at2759.faa.mafft.clipkit.treefile	0.047439489328140051	249	249	0	0.050139847768049167	
tree	fungi	290630at2759.faa.mafft.clipkit.treefile	0.03782620822647733	249	249	0	0.050139847768049167	
tree	fungi	293315at2759.faa.mafft.clipkit.treefile	0.033899111593204162	249	249	0	0.050139847768049167	
tree	fungi	296129at2759.faa.mafft.clipkit.treefile	0.050779365023298627	249	249	0	0.050139847768049167	
tree	fungi	299766at2759.faa.mafft.clipkit.treefile	0.032387956316642617	249	249	0	0.050139847768049167	
tree	fungi	306227at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	320059at2759.faa.mafft.clipkit.treefile	0.040440638885420307	249	249	0	0.050139847768049167	
tree	fungi	324863at2759.faa.mafft.clipkit.treefile	0.038663593764210295	249	249	0	0.050139847768049167	
tree	fungi	325552at2759.faa.mafft.clipkit.treefile	0.050139847768049167	249	249	0	0.050139847768049167	
tree	fungi	330169at2759.faa.mafft.clipkit.treefile	0.061271792691200318	249	249	0	0.050139847768049167	
tree	fungi	331411at2759.faa.mafft.clipkit.treefile	0.038275981097875972	249	249	0	0.050139847768049167	
tree	fungi	341721at2759.faa.mafft.clipkit.treefile	0.047256565343990205	249	249	0	0.050139847768049167	
tree	fungi	345441at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	355408at2759.faa.mafft.clipkit.treefile	0.049908646692572084	249	249	0	0.050139847768049167	
tree	fungi	369837at2759.faa.mafft.clipkit.treefile	0.047565286102062149	249	249	0	0.050139847768049167	
tree	fungi	375960at2759.faa.mafft.clipkit.treefile	0.040034305329557776	249	249	0	0.050139847768049167	
tree	fungi	383503at2759.faa.mafft.clipkit.treefile	0.060375461108424643	249	249	0	0.050139847768049167	
tree	fungi	388820at2759.faa.mafft.clipkit.treefile	0.046281797562625314	249	249	0	0.050139847768049167	
tree	fungi	390348at2759.faa.mafft.clipkit.treefile	0.056556085885095336	249	249	0	0.050139847768049167	
tree	fungi	392369at2759.faa.mafft.clipkit.treefile	0.048894757828377856	249	249	0	0.050139847768049167	
tree	fungi	39650at2759.faa.mafft.clipkit.treefile	0.046179733772596272	249	249	0	0.050139847768049167	
tree	fungi	396755at2759.faa.mafft.clipkit.treefile	0.054058882005165121	249	249	0	0.050139847768049167	
tree	fungi	418107at2759.faa.mafft.clipkit.treefile	0.077081631139698528	249	249	0	0.050139847768049167	
tree	fungi	426305at2759.faa.mafft.clipkit.treefile	0.046351923456433811	249	249	0	0.050139847768049167	
tree	fungi	450058at2759.faa.mafft.clipkit.treefile	0.076005444287451013	249	249	0	0.050139847768049167	
tree	fungi	453044at2759.faa.mafft.clipkit.treefile	0.072931173860880119	249	249	0	0.050139847768049167	
tree	fungi	457861at2759.faa.mafft.clipkit.treefile	0.063429692995022838	249	249	0	0.050139847768049167	
tree	fungi	464990at2759.faa.mafft.clipkit.treefile	0.037758828508536166	249	249	0	0.050139847768049167	
tree	fungi	513979at2759.faa.mafft.clipkit.treefile	0.049167524398911415	249	249	0	0.050139847768049167	
tree	fungi	543764at2759.faa.mafft.clipkit.treefile	0.054836714969083503	249	249	0	0.050139847768049167	
tree	fungi	549762at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	551907at2759.faa.mafft.clipkit.treefile	0.045921823133546341	249	249	0	0.050139847768049167	
tree	fungi	570797at2759.faa.mafft.clipkit.treefile	0.05883023099217561	249	249	0	0.050139847768049167	
tree	fungi	582756at2759.faa.mafft.clipkit.treefile	0.078577399877593782	249	249	0	0.050139847768049167	
tree	fungi	598949at2759.faa.mafft.clipkit.treefile	0.049501629264142318	249	249	0	0.050139847768049167	
tree	fungi	604979at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
