guide_id	target_gene	cells	gene	control_mean_log_norm	guide_mean_log_norm	delta_log_norm	guide_detection_fraction
guide_002	Non-Targeting	50	EIF2AK2	3.3417999	3.3525905	0.010790591	1
guide_002	Non-Targeting	50	GBP1	3.3322932	3.3276543	-0.004638968	1
guide_002	Non-Targeting	50	GBP2	3.306703	3.3775199	0.070816883	1
guide_002	Non-Targeting	50	IDO1	3.345552	3.374172	0.028620016	1
guide_003	Non-Targeting	50	STAT1	3.3197242	3.3154631	-0.0042610972	1
guide_003	Non-Targeting	50	ISG15	3.30336	3.3063038	0.0029437859	1
guide_003	Non-Targeting	50	IFIT1	3.2999318	3.2948056	-0.0051262023	1
guide_003	Non-Targeting	50	IFIT2	3.3225285	3.377315	0.054786493	1
guide_003	Non-Targeting	50	IFIT3	3.2969525	3.3320888	0.035136382	1
guide_003	Non-Targeting	50	MX1	3.3180589	3.3429741	0.024915136	1
guide_003	Non-Targeting	50	MX2	3.3426687	3.3743486	0.031679909	1
guide_003	Non-Targeting	50	OAS1	3.3235795	3.4093512	0.085771756	1
guide_003	Non-Targeting	50	OAS2	3.3371846	3.2974333	-0.039751333	1
guide_003	Non-Targeting	50	OAS3	3.3275254	3.3600975	0.032572151	1
guide_003	Non-Targeting	50	CXCL10	3.3268748	3.330259	0.0033841374	1
guide_003	Non-Targeting	50	CXCL11	3.3081936	3.2557817	-0.052411928	1
guide_003	Non-Targeting	50	IRF7	3.3100384	3.2897754	-0.020263073	1
guide_003	Non-Targeting	50	BST2	3.3080094	3.3495381	0.041528686	1
guide_003	Non-Targeting	50	IFI6	3.3423953	3.2520228	-0.090372532	1
guide_003	Non-Targeting	50	STAT2	3.3399567	3.3539183	0.013961589	1
guide_003	Non-Targeting	50	EIF2AK2	3.3417999	3.3232407	-0.018559212	1
guide_003	Non-Targeting	50	GBP1	3.3322932	3.3453276	0.013034402	1
guide_003	Non-Targeting	50	GBP2	3.306703	3.2490622	-0.057640769	1
guide_003	Non-Targeting	50	IDO1	3.345552	3.3534687	0.0079167368	1
guide_004	Non-Targeting	50	STAT1	3.3197242	3.2758076	-0.04391653	1
guide_004	Non-Targeting	50	ISG15	3.30336	3.3030906	-0.00026940397	1
guide_004	Non-Targeting	50	IFIT1	3.2999318	3.2753959	-0.024535942	1
guide_004	Non-Targeting	50	IFIT2	3.3225285	3.3706693	0.048140749	1
guide_004	Non-Targeting	50	IFIT3	3.2969525	3.2445947	-0.052357715	1
guide_004	Non-Targeting	50	MX1	3.3180589	3.335237	0.017178072	1
guide_004	Non-Targeting	50	MX2	3.3426687	3.3916974	0.049028734	1
guide_004	Non-Targeting	50	OAS1	3.3235795	3.3257748	0.002195314	1
guide_004	Non-Targeting	50	OAS2	3.3371846	3.3150817	-0.022102897	1
guide_004	Non-Targeting	50	OAS3	3.3275254	3.3544907	0.026965304	1
guide_004	Non-Targeting	50	CXCL10	3.3268748	3.3489573	0.022082503	1
guide_004	Non-Targeting	50	CXCL11	3.3081936	3.3112985	0.0031048736	1
guide_004	Non-Targeting	50	IRF7	3.3100384	3.3807898	0.070751386	1
guide_004	Non-Targeting	50	BST2	3.3080094	3.2400072	-0.068002197	1
guide_004	Non-Targeting	50	IFI6	3.3423953	3.2393052	-0.10309008	1
guide_004	Non-Targeting	50	STAT2	3.3399567	3.3371672	-0.0027894736	1
guide_004	Non-Targeting	50	EIF2AK2	3.3417999	3.354431	0.012631119	1
guide_004	Non-Targeting	50	GBP1	3.3322932	3.3761701	0.043876855	1
guide_004	Non-Targeting	50	GBP2	3.306703	3.3237535	0.017050498	1
guide_004	Non-Targeting	50	IDO1	3.345552	3.387469	0.04191699	1
guide_005	Non-Targeting	50	STAT1	3.3197242	3.3347606	0.015036427	1
guide_005	Non-Targeting	50	ISG15	3.30336	3.2964337	-0.0069263516	1
guide_005	Non-Targeting	50	IFIT1	3.2999318	3.3069714	0.0070395856	1
guide_005	Non-Targeting	50	IFIT2	3.3225285	3.2687787	-0.05374986	1
guide_005	Non-Targeting	50	IFIT3	3.2969525	3.3199653	0.023012846	1
guide_005	Non-Targeting	50	MX1	3.3180589	3.3201694	0.0021104471	1
guide_005	Non-Targeting	50	MX2	3.3426687	3.3048667	-0.03780195	1
guide_005	Non-Targeting	50	OAS1	3.3235795	3.2890866	-0.034492862	1
guide_005	Non-Targeting	50	OAS2	3.3371846	3.4061991	0.069014515	1
guide_005	Non-Targeting	50	OAS3	3.3275254	3.3211792	-0.0063461822	1
guide_005	Non-Targeting	50	CXCL10	3.3268748	3.3749878	0.048112986	1
guide_005	Non-Targeting	50	CXCL11	3.3081936	3.2955574	-0.012636272	1
guide_005	Non-Targeting	50	IRF7	3.3100384	3.3277542	0.017715789	1
guide_005	Non-Targeting	50	BST2	3.3080094	3.4175398	0.10953044	1
guide_005	Non-Targeting	50	IFI6	3.3423953	3.4060981	0.063702768	1
guide_005	Non-Targeting	50	STAT2	3.3399567	3.3314058	-0.0085508217	1
guide_005	Non-Targeting	50	EIF2AK2	3.3417999	3.295733	-0.046066885	1
guide_005	Non-Targeting	50	GBP1	3.3322932	3.3653149	0.03302169	1
guide_005	Non-Targeting	50	GBP2	3.306703	3.2550889	-0.051614103	1
guide_005	Non-Targeting	50	IDO1	3.345552	3.3472202	0.0016682455	1
guide_006	Non-Targeting	50	STAT1	3.3197242	3.3469716	0.027247459	1
guide_006	Non-Targeting	50	ISG15	3.30336	3.2631442	-0.040215835	1
guide_006	Non-Targeting	50	IFIT1	3.2999318	3.3014931	0.0015613039	1
guide_006	Non-Targeting	50	IFIT2	3.3225285	3.3266674	0.0041388178	1
guide_006	Non-Targeting	50	IFIT3	3.2969525	3.3136328	0.01668034	1
guide_006	Non-Targeting	50	MX1	3.3180589	3.4162173	0.098158325	1
guide_006	Non-Targeting	50	MX2	3.3426687	3.3366599	-0.0060087784	1
guide_006	Non-Targeting	50	OAS1	3.3235795	3.2534401	-0.070139339	1
guide_006	Non-Targeting	50	OAS2	3.3371846	3.2668706	-0.07031404	1
guide_006	Non-Targeting	50	OAS3	3.3275254	3.2796313	-0.047894009	1
guide_006	Non-Targeting	50	CXCL10	3.3268748	3.2608431	-0.066031738	1
guide_006	Non-Targeting	50	CXCL11	3.3081936	3.3051501	-0.0030435768	1
guide_006	Non-Targeting	50	IRF7	3.3100384	3.3581119	0.048073452	1
guide_006	Non-Targeting	50	BST2	3.3080094	3.2419167	-0.06609267	1
guide_006	Non-Targeting	50	IFI6	3.3423953	3.3403399	-0.0020553998	1
guide_006	Non-Targeting	50	STAT2	3.3399567	3.3473949	0.0074382208	1
guide_006	Non-Targeting	50	EIF2AK2	3.3417999	3.3670002	0.025200271	1
guide_006	Non-Targeting	50	GBP1	3.3322932	3.3141526	-0.018140634	1
guide_006	Non-Targeting	50	GBP2	3.306703	3.321141	0.014438025	1
guide_006	Non-Targeting	50	IDO1	3.345552	3.3790303	0.033478276	1
guide_007	Non-Targeting	50	STAT1	3.3197242	3.3497681	0.030043889	1
guide_007	Non-Targeting	50	ISG15	3.30336	3.2601805	-0.043179536	1
guide_007	Non-Targeting	50	IFIT1	3.2999318	3.2823255	-0.017606332	1
guide_007	Non-Targeting	50	IFIT2	3.3225285	3.353525	0.030996459	1
guide_007	Non-Targeting	50	IFIT3	3.2969525	3.2727218	-0.024230646	1
guide_007	Non-Targeting	50	MX1	3.3180589	3.2387565	-0.079302433	1
guide_007	Non-Targeting	50	MX2	3.3426687	3.3245917	-0.018077016	1
guide_007	Non-Targeting	50	OAS1	3.3235795	3.2984812	-0.025098248	1
guide_007	Non-Targeting	50	OAS2	3.3371846	3.327486	-0.0096986363	1
guide_007	Non-Targeting	50	OAS3	3.3275254	3.3343718	0.0068464856	1
guide_007	Non-Targeting	50	CXCL10	3.3268748	3.3304825	0.0036076486	1
guide_007	Non-Targeting	50	CXCL11	3.3081936	3.3485617	0.040368073	1
guide_007	Non-Targeting	50	IRF7	3.3100384	3.221361	-0.088677428	1
guide_007	Non-Targeting	50	BST2	3.3080094	3.3256354	0.017626051	1
guide_007	Non-Targeting	50	IFI6	3.3423953	3.3310982	-0.011297111	1
guide_007	Non-Targeting	50	STAT2	3.3399567	3.3721049	0.032148252	1
guide_007	Non-Targeting	50	EIF2AK2	3.3417999	3.3003438	-0.041456089	1
guide_007	Non-Targeting	50	GBP1	3.3322932	3.3454779	0.01318464	1
guide_007	Non-Targeting	50	GBP2	3.306703	3.2586418	-0.048061177	1
guide_007	Non-Targeting	50	IDO1	3.345552	3.283278	-0.06227397	1
guide_008	Non-Targeting	50	STAT1	3.3197242	3.2691486	-0.05057556	1
guide_008	Non-Targeting	50	ISG15	3.30336	3.301066	-0.0022939983	1
guide_008	Non-Targeting	50	IFIT1	3.2999318	3.3033114	0.0033795961	1
guide_008	Non-Targeting	50	IFIT2	3.3225285	3.3163008	-0.0062277473	1
guide_008	Non-Targeting	50	IFIT3	3.2969525	3.2320058	-0.064946667	1
guide_008	Non-Targeting	50	MX1	3.3180589	3.3270651	0.0090061752	1
guide_008	Non-Targeting	50	MX2	3.3426687	3.2785252	-0.064143446	1
guide_008	Non-Targeting	50	OAS1	3.3235795	3.3288483	0.0052688199	1
guide_008	Non-Targeting	50	OAS2	3.3371846	3.3602357	0.023051114	1
guide_008	Non-Targeting	50	OAS3	3.3275254	3.3740208	0.046495467	1
guide_008	Non-Targeting	50	CXCL10	3.3268748	3.3463136	0.019438717	1
guide_008	Non-Targeting	50	CXCL11	3.3081936	3.2414911	-0.066702564	1
guide_008	Non-Targeting	50	IRF7	3.3100384	3.3699097	0.059871305	1
guide_008	Non-Targeting	50	BST2	3.3080094	3.282974	-0.025035353	1
guide_008	Non-Targeting	50	IFI6	3.3423953	3.3007394	-0.041655872	1
guide_008	Non-Targeting	50	STAT2	3.3399567	3.370475	0.03051833	1
guide_008	Non-Targeting	50	EIF2AK2	3.3417999	3.4069763	0.065176431	1
guide_008	Non-Targeting	50	GBP1	3.3322932	3.3410246	0.0087313119	1
guide_008	Non-Targeting	50	GBP2	3.306703	3.2519642	-0.054738772	1
guide_008	Non-Targeting	50	IDO1	3.345552	3.3265553	-0.018996689	1
guide_009	Non-Targeting	50	STAT1	3.3197242	3.2771042	-0.042619975	1
guide_009	Non-Targeting	50	ISG15	3.30336	3.3490859	0.045725922	1
guide_009	Non-Targeting	50	IFIT1	3.2999318	3.3336793	0.033747478	1
guide_009	Non-Targeting	50	IFIT2	3.3225285	3.351719	0.029190435	1
guide_009	Non-Targeting	50	IFIT3	3.2969525	3.316964	0.020011513	1
guide_009	Non-Targeting	50	MX1	3.3180589	3.2283292	-0.089729742	1
guide_009	Non-Targeting	50	MX2	3.3426687	3.3698533	0.027184587	1
guide_009	Non-Targeting	50	OAS1	3.3235795	3.2672997	-0.056279799	1
guide_009	Non-Targeting	50	OAS2	3.3371846	3.3067338	-0.030450833	1
guide_009	Non-Targeting	50	OAS3	3.3275254	3.3309983	0.003472944	1
guide_009	Non-Targeting	50	CXCL10	3.3268748	3.3278121	0.0009372294	1
guide_009	Non-Targeting	50	CXCL11	3.3081936	3.3427716	0.034577953	1
guide_009	Non-Targeting	50	IRF7	3.3100384	3.268745	-0.041293405	1
guide_009	Non-Targeting	50	BST2	3.3080094	3.2306975	-0.077311907	1
guide_009	Non-Targeting	50	IFI6	3.3423953	3.3800146	0.037619336	1
guide_009	Non-Targeting	50	STAT2	3.3399567	3.3413245	0.0013678386	1
guide_009	Non-Targeting	50	EIF2AK2	3.3417999	3.317194	-0.024605926	1
guide_009	Non-Targeting	50	GBP1	3.3322932	3.2775277	-0.054765585	1
guide_009	Non-Targeting	50	GBP2	3.306703	3.3386972	0.03199424	1
guide_009	Non-Targeting	50	IDO1	3.345552	3.3292926	-0.016259336	1
guide_010	Non-Targeting	50	STAT1	3.3197242	3.3538021	0.034077894	1
guide_010	Non-Targeting	50	ISG15	3.30336	3.3352077	0.031847733	1
guide_010	Non-Targeting	50	IFIT1	3.2999318	3.2765371	-0.02339474	1
guide_010	Non-Targeting	50	IFIT2	3.3225285	3.2429673	-0.079561215	1
guide_010	Non-Targeting	50	IFIT3	3.2969525	3.3059078	0.0089553298	1
guide_010	Non-Targeting	50	MX1	3.3180589	3.3289461	0.010887135	1
guide_010	Non-Targeting	50	MX2	3.3426687	3.3307029	-0.011965769	1
guide_010	Non-Targeting	50	OAS1	3.3235795	3.3276837	0.0041041734	1
guide_010	Non-Targeting	50	OAS2	3.3371846	3.403558	0.066373367	1
guide_010	Non-Targeting	50	OAS3	3.3275254	3.2353927	-0.09213269	1
guide_010	Non-Targeting	50	CXCL10	3.3268748	3.3167906	-0.010084274	1
guide_010	Non-Targeting	50	CXCL11	3.3081936	3.3615996	0.053405964	1
guide_010	Non-Targeting	50	IRF7	3.3100384	3.2848624	-0.025176053	1
guide_010	Non-Targeting	50	BST2	3.3080094	3.3612261	0.053216718	1
guide_010	Non-Targeting	50	IFI6	3.3423953	3.3864741	0.0440788	1
guide_010	Non-Targeting	50	STAT2	3.3399567	3.2814165	-0.058540186	1
guide_010	Non-Targeting	50	EIF2AK2	3.3417999	3.3398707	-0.0019291507	1
guide_010	Non-Targeting	50	GBP1	3.3322932	3.3716708	0.039377538	1
guide_010	Non-Targeting	50	GBP2	3.306703	3.3760022	0.069299187	1
guide_010	Non-Targeting	50	IDO1	3.345552	3.3072454	-0.038306603	1
guide_011	STAT1	5	STAT1	3.3197242	0.63622128	-2.6835029	0.2
guide_011	STAT1	5	ISG15	3.30336	0.75005169	-2.5533083	0.2
guide_011	STAT1	5	IFIT1	3.2999318	0.61607015	-2.6838616	0.2
guide_011	STAT1	5	IFIT2	3.3225285	0.78020893	-2.5423196	0.2
guide_011	STAT1	5	IFIT3	3.2969525	1.295406	-2.0015465	0.6
guide_011	STAT1	5	MX1	3.3180589	0.97257369	-2.3454852	0.4
guide_011	STAT1	5	MX2	3.3426687	1.1660621	-2.1766066	0.6
guide_011	STAT1	5	OAS1	3.3235795	0.67129612	-2.6522834	0.2
guide_011	STAT1	5	OAS2	3.3371846	1.3549918	-1.9821929	0.6
guide_011	STAT1	5	OAS3	3.3275254	0.75005169	-2.5774737	0.2
guide_011	STAT1	5	CXCL10	3.3268748	0.61607015	-2.7108047	0.2
guide_011	STAT1	5	CXCL11	3.3081936	0.61607015	-2.6921235	0.2
guide_011	STAT1	5	IRF7	3.3100384	1.2917078	-2.0183307	0.6
guide_011	STAT1	5	BST2	3.3080094	0.72708201	-2.5809274	0.2
guide_011	STAT1	5	IFI6	3.3423953	0.72708201	-2.6153133	0.2
guide_011	STAT1	5	STAT2	3.3399567	0.71452564	-2.625431	0.2
guide_011	STAT1	5	EIF2AK2	3.3417999	0.99932596	-2.3424739	0.4
guide_011	STAT1	5	GBP1	3.3322932	0.770653	-2.5616402	0.2
guide_011	STAT1	5	GBP2	3.306703	0.70112783	-2.6055751	0.2
guide_011	STAT1	5	IDO1	3.345552	0.71452564	-2.6310263	0.2
guide_012	ISG15	50	STAT1	3.3197242	2.626979	-0.69274516	1
guide_012	ISG15	50	ISG15	3.30336	2.518206	-0.785154	1
guide_012	ISG15	50	IFIT1	3.2999318	2.7533347	-0.5465971	1
guide_012	ISG15	50	IFIT2	3.3225285	2.6244362	-0.69809235	0.98
guide_012	ISG15	50	IFIT3	3.2969525	2.7211479	-0.57580452	1
guide_012	ISG15	50	MX1	3.3180589	2.6439119	-0.67414705	1
guide_012	ISG15	50	MX2	3.3426687	2.6403944	-0.70227431	1
guide_012	ISG15	50	OAS1	3.3235795	2.6217304	-0.70184912	1
guide_012	ISG15	50	OAS2	3.3371846	2.6818091	-0.65537548	1
guide_012	ISG15	50	OAS3	3.3275254	2.706363	-0.62116236	1
guide_012	ISG15	50	CXCL10	3.3268748	2.6188345	-0.70804031	1
guide_012	ISG15	50	CXCL11	3.3081936	2.6620981	-0.64609552	1
guide_012	ISG15	50	IRF7	3.3100384	2.7153148	-0.59472367	1
guide_012	ISG15	50	BST2	3.3080094	2.8362692	-0.47174023	1
guide_012	ISG15	50	IFI6	3.3423953	2.5690056	-0.7733897	0.98
guide_012	ISG15	50	STAT2	3.3399567	2.6610836	-0.67887304	1
guide_012	ISG15	50	EIF2AK2	3.3417999	2.6214411	-0.72035879	1
guide_012	ISG15	50	GBP1	3.3322932	2.4756358	-0.85665747	1
guide_012	ISG15	50	GBP2	3.306703	2.632391	-0.674312	0.98
guide_012	ISG15	50	IDO1	3.345552	2.6361247	-0.70942729	0.98
guide_013	CD103	50	STAT1	3.3197242	3.3353753	0.015651128	1
guide_013	CD103	50	ISG15	3.30336	3.3649342	0.061574201	1
guide_013	CD103	50	IFIT1	3.2999318	3.3790974	0.079165603	1
guide_013	CD103	50	IFIT2	3.3225285	3.2403161	-0.082212416	1
guide_013	CD103	50	IFIT3	3.2969525	3.3351211	0.038168608	1
guide_013	CD103	50	MX1	3.3180589	3.2540357	-0.064023224	1
guide_013	CD103	50	MX2	3.3426687	3.3157205	-0.026948145	1
guide_013	CD103	50	OAS1	3.3235795	3.3399418	0.01636235	1
guide_013	CD103	50	OAS2	3.3371846	3.2928582	-0.044326421	1
guide_013	CD103	50	OAS3	3.3275254	3.2992321	-0.028293245	1
guide_013	CD103	50	CXCL10	3.3268748	3.2721479	-0.054726895	1
guide_013	CD103	50	CXCL11	3.3081936	3.3481645	0.03997089	1
guide_013	CD103	50	IRF7	3.3100384	3.2982166	-0.011821831	1
guide_013	CD103	50	BST2	3.3080094	3.3177821	0.0097727203	1
guide_013	CD103	50	IFI6	3.3423953	3.3432565	0.00086116104	1
guide_013	CD103	50	STAT2	3.3399567	3.3214928	-0.018463853	1
guide_013	CD103	50	EIF2AK2	3.3417999	3.3642077	0.022407811	1
guide_013	CD103	50	GBP1	3.3322932	3.4106799	0.078386692	1
guide_013	CD103	50	GBP2	3.306703	3.3380524	0.031349465	1
guide_013	CD103	50	IDO1	3.345552	3.3651285	0.019576554	1
guide_014	ZNF326	50	STAT1	3.3197242	3.3343441	0.01461992	1
guide_014	ZNF326	50	ISG15	3.30336	3.3454889	0.04212889	1
guide_014	ZNF326	50	IFIT1	3.2999318	3.3397953	0.03986345	1
guide_014	ZNF326	50	IFIT2	3.3225285	3.3780831	0.055554554	1
guide_014	ZNF326	50	IFIT3	3.2969525	3.377288	0.080335525	1
guide_014	ZNF326	50	MX1	3.3180589	3.3117278	-0.0063311594	1
guide_014	ZNF326	50	MX2	3.3426687	3.3140793	-0.028589342	1
guide_014	ZNF326	50	OAS1	3.3235795	3.2996348	-0.023944732	1
guide_014	ZNF326	50	OAS2	3.3371846	3.272579	-0.064605625	1
guide_014	ZNF326	50	OAS3	3.3275254	3.272106	-0.055419379	1
guide_014	ZNF326	50	CXCL10	3.3268748	3.34794	0.021065135	1
guide_014	ZNF326	50	CXCL11	3.3081936	3.2637655	-0.044428085	1
guide_014	ZNF326	50	IRF7	3.3100384	3.3444448	0.034406389	1
guide_014	ZNF326	50	BST2	3.3080094	3.2577007	-0.050308638	1
guide_014	ZNF326	50	IFI6	3.3423953	3.2469331	-0.095462157	1
guide_014	ZNF326	50	STAT2	3.3399567	3.3306466	-0.0093100193	1
guide_014	ZNF326	50	EIF2AK2	3.3417999	3.3192422	-0.022557669	1
guide_014	ZNF326	50	GBP1	3.3322932	3.3491303	0.01683705	1
guide_014	ZNF326	50	GBP2	3.306703	3.3421285	0.03542553	1
guide_014	ZNF326	50	IDO1	3.345552	3.2989648	-0.046587174	1
guide_015	RPL27	50	STAT1	3.3197242	3.3418472	0.02212298	1
guide_015	RPL27	50	ISG15	3.30336	3.3282783	0.024918306	1
guide_015	RPL27	50	IFIT1	3.2999318	3.2612778	-0.03865398	1
guide_015	RPL27	50	IFIT2	3.3225285	3.2684452	-0.054083372	1
guide_015	RPL27	50	IFIT3	3.2969525	3.3090761	0.012123634	1
guide_015	RPL27	50	MX1	3.3180589	3.3674497	0.049390818	1
guide_015	RPL27	50	MX2	3.3426687	3.2964591	-0.046209529	1
guide_015	RPL27	50	OAS1	3.3235795	3.305961	-0.017618477	1
guide_015	RPL27	50	OAS2	3.3371846	3.3267678	-0.01041682	1
guide_015	RPL27	50	OAS3	3.3275254	3.4373435	0.1098181	1
guide_015	RPL27	50	CXCL10	3.3268748	3.3943529	0.067478109	1
guide_015	RPL27	50	CXCL11	3.3081936	3.356137	0.047943345	1
guide_015	RPL27	50	IRF7	3.3100384	3.3087034	-0.0013349934	1
guide_015	RPL27	50	BST2	3.3080094	3.3082678	0.00025842296	1
guide_015	RPL27	50	IFI6	3.3423953	3.3402252	-0.0021701204	1
guide_015	RPL27	50	STAT2	3.3399567	3.298502	-0.041454635	1
guide_015	RPL27	50	EIF2AK2	3.3417999	3.2006487	-0.14115122	1
guide_015	RPL27	50	GBP1	3.3322932	3.3004112	-0.031882023	1
guide_015	RPL27	50	GBP2	3.306703	3.423474	0.116771	1
guide_015	RPL27	50	IDO1	3.345552	3.3983075	0.052755502	1
guide_016	SOX28	50	STAT1	3.3197242	3.248464	-0.07126015	1
guide_016	SOX28	50	ISG15	3.30336	3.3246175	0.021257521	1
guide_016	SOX28	50	IFIT1	3.2999318	3.267432	-0.03249977	1
guide_016	SOX28	50	IFIT2	3.3225285	3.2919597	-0.030568873	1
guide_016	SOX28	50	IFIT3	3.2969525	3.2205749	-0.076377575	1
guide_016	SOX28	50	MX1	3.3180589	3.3141544	-0.0039045019	1
guide_016	SOX28	50	MX2	3.3426687	3.3254387	-0.017229944	1
guide_016	SOX28	50	OAS1	3.3235795	3.3176549	-0.0059245459	1
guide_016	SOX28	50	OAS2	3.3371846	3.250358	-0.08682661	1
guide_016	SOX28	50	OAS3	3.3275254	3.3303745	0.0028491597	1
guide_016	SOX28	50	CXCL10	3.3268748	3.3210375	-0.0058373103	1
guide_016	SOX28	50	CXCL11	3.3081936	3.3368399	0.028646294	1
guide_016	SOX28	50	IRF7	3.3100384	3.3095921	-0.00044635073	1
guide_016	SOX28	50	BST2	3.3080094	3.2824393	-0.025570115	1
guide_016	SOX28	50	IFI6	3.3423953	3.4037603	0.061365041	1
guide_016	SOX28	50	STAT2	3.3399567	3.303665	-0.036291654	1
guide_016	SOX28	50	EIF2AK2	3.3417999	3.4007425	0.058942625	1
guide_016	SOX28	50	GBP1	3.3322932	3.3333795	0.0010862285	1
guide_016	SOX28	50	GBP2	3.306703	3.3442349	0.037531934	1
guide_016	SOX28	50	IDO1	3.345552	3.3548658	0.0093138526	1
guide_017	TRIM23	50	STAT1	3.3197242	3.2932992	-0.026425022	1
guide_017	TRIM23	50	ISG15	3.30336	3.2864306	-0.016929449	1
guide_017	TRIM23	50	IFIT1	3.2999318	3.3166785	0.016746719	1
guide_017	TRIM23	50	IFIT2	3.3225285	3.3350437	0.012515145	1
guide_017	TRIM23	50	IFIT3	3.2969525	3.3648874	0.067934952	1
guide_017	TRIM23	50	MX1	3.3180589	3.3113348	-0.0067241355	1
guide_017	TRIM23	50	MX2	3.3426687	3.3262295	-0.016439213	1
guide_017	TRIM23	50	OAS1	3.3235795	3.3551449	0.031565368	1
guide_017	TRIM23	50	OAS2	3.3371846	3.2848488	-0.052335831	1
guide_017	TRIM23	50	OAS3	3.3275254	3.2687343	-0.058791052	1
guide_017	TRIM23	50	CXCL10	3.3268748	3.368659	0.04178415	1
guide_017	TRIM23	50	CXCL11	3.3081936	3.2763671	-0.031826517	1
guide_017	TRIM23	50	IRF7	3.3100384	3.3389052	0.028866757	1
guide_017	TRIM23	50	BST2	3.3080094	3.2938066	-0.014202822	1
guide_017	TRIM23	50	IFI6	3.3423953	3.3281515	-0.014243773	1
guide_017	TRIM23	50	STAT2	3.3399567	3.3502728	0.010316181	1
guide_017	TRIM23	50	EIF2AK2	3.3417999	3.3214559	-0.020343956	1
guide_017	TRIM23	50	GBP1	3.3322932	3.3528974	0.020604189	1
guide_017	TRIM23	50	GBP2	3.306703	3.3034777	-0.0032252958	1
guide_017	TRIM23	50	IDO1	3.345552	3.4031437	0.057591707	1
guide_018	ZNF20	50	STAT1	3.3197242	3.3285703	0.0088461193	1
guide_018	ZNF20	50	ISG15	3.30336	3.2260784	-0.077281631	1
guide_018	ZNF20	50	IFIT1	3.2999318	3.3462799	0.046348118	1
guide_018	ZNF20	50	IFIT2	3.3225285	3.3879883	0.065459749	1
guide_018	ZNF20	50	IFIT3	3.2969525	3.3422949	0.045342414	1
guide_018	ZNF20	50	MX1	3.3180589	3.4192164	0.1011575	1
guide_018	ZNF20	50	MX2	3.3426687	3.3179436	-0.024725095	1
guide_018	ZNF20	50	OAS1	3.3235795	3.3226076	-0.000971873	1
guide_018	ZNF20	50	OAS2	3.3371846	3.3452054	0.0080207763	1
guide_018	ZNF20	50	OAS3	3.3275254	3.2860628	-0.041462553	1
