gene	strain	log2FoldChange	pvalue	padj
PA14_00590	97	0.6281552221216682	0.000985689306218281	0.019085040786179876
PA14_00600	97	-0.08308171169706924	0.5622512216913174	0.7350381606139519
PA14_00620	97	-0.39576156205333746	0.15653923199039088	0.35306139475232123
PA14_00630	97	-0.5078778620701261	0.024824215793797597	0.12869160414128245
PA14_00640	97	-2.109115296508767	4.365721878886186e-06	0.0003485400973992971
PA14_00650	97	-0.947165225720207	3.0171594086041374e-05	0.001628148614198603
PA14_00660	97	0.3094145168181788	0.004859121443257506	0.05234558183235628
PA14_00670	97	0.26762616665874184	0.025139830226436868	0.1293631930385354
PA14_00680	97	-0.15481387584028994	0.2853743572812946	0.4982965561797775
PA14_00690	97	-0.506506085391897	0.006945534717555711	0.06474843775720787
PA14_00700	97	-0.5121022209172565	0.004717684121434361	0.05151945333498824
PA14_00710	97	-0.1943707477262766	0.43301987729784114	0.6343991565841675
PA14_00720	97	0.02998732343896293	0.8966511256897872	0.9456544234805309
PA14_00730	97	0.0199356158333881	0.8939591597697539	0.9443527248754987
PA14_00740	97	0.298717702781099	0.23977308054052546	0.45355323381700174
PA14_00750	97	0.049821709916130885	0.5017723937972953	0.6866235057644134
PA14_00760	97	0.13481411133629528	0.2071772440007481	0.41364473382540595
PA14_00770	97	0.08319737323851228	0.43885380789026823	0.6370482284161563
PA14_00780	97	0.06831214050267498	0.5156059855925326	0.6962572339290797
PA14_00790	97	-0.7466492629139836	0.06575933180284735	0.21506475069977238
PA14_00800	97	-0.5779182398596499	0.039619388319387217	0.16291843637079736
PA14_00810	97	-0.3989468244742689	0.018989821758249526	0.11338619393948204
PA14_00820	97	0.37731390738933435	0.023512032391285007	0.125025661292344
PA14_00830	97	-0.022718821455889326	0.877428838956601	0.9384575653219069
PA14_00850	97	-0.12954781310601327	0.5476021472234247	0.7240075576266151
PA14_00860	97	-0.11432461839082109	0.6524049946459981	0.8009724686742947
PA14_00875	97	-0.041333537604806736	0.8370557164482938	0.9169850968911007
PA14_00890	97	0.1204908026066942	0.49946767796392716	0.6857238226557756
PA14_00900	97	0.07669569057090797	0.6272200583501384	0.7832523034207428
PA14_00910	97	0.11955461173011273	0.49680453523827084	0.6838395917261791
PA14_00925	97	0.1821959727279836	0.2689218846722405	0.48233349028546657
PA14_00940	97	0.20146030453614294	0.2421818972703572	0.4550084130533984
PA14_00960	97	0.07541660066885036	0.692342588627985	0.8275169414528091
PA14_00990	97	-0.1488378718193495	0.50052365043285	0.686203677892884
PA14_01010	97	0.44468304450285423	0.12681619960451054	0.3123205507358063
PA14_01020	97	0.2831838155706343	0.29141909094999435	0.5034839339778202
PA14_01030	97	0.32397559254848574	0.18162791704455442	0.3832776171263505
PA14_01040	97	0.17806546630122178	0.5175005600994723	0.6975007549166801
PA14_01060	97	0.35846843359729075	0.1081366309516771	0.2856846261044307
PA14_01070	97	0.30767705274230295	0.31659520320776907	0.5273959366246492
PA14_01080	97	0.20565593575986085	0.4737907157677013	0.6676141903999427
PA14_01100	97	0.045704351453139225	0.85130540997105	0.9246008068041892
PA14_01110	97	-0.12521924897259318	0.5606623477846735	0.7334616042971757
PA14_01120	97	-0.08938529028085807	0.538676014789504	0.7175853528444395
PA14_01130	97	0.08332458855204017	0.5225722501860935	0.7020634103468311
PA14_01140	97	0.11094758261549131	0.702276445973303	0.8339172210725521
PA14_01150	97	0.23297622656009587	0.3491944780425369	0.559465887682805
PA14_01160	97	-0.020420818124328832	0.8252797995204085	0.909727760848296
PA14_01170	97	0.14586686957078854	0.3008475346668194	0.5125224881725295
PA14_01180	97	0.2672846344732793	0.061351751900988995	0.2068469098704473
PA14_01190	97	0.21650674933388814	0.04337408717568616	0.1706847940985138
PA14_01200	97	0.19488184050985247	0.027894417587838484	0.13533246686534645
PA14_01220	97	0.10325958326216345	0.15312709379721656	0.3484672794416939
PA14_01230	97	0.08966298199061384	0.2772110689159835	0.49044516157344625
PA14_01240	97	0.002658948846223197	0.9816652929741942	0.9903315436132256
PA14_01250	97	-0.26400570666396916	0.2435463170768145	0.45654163265476844
PA14_01290	97	-0.6571751376821506	0.13248414134240855	0.32051373007204526
PA14_01300	97	-0.473485814529532	0.29322807910711346	0.5050039140178065
PA14_01310	97	-0.43237115622322975	0.3172654468194759	0.5277143547204926
PA14_01320	97	-0.3215179674052706	0.27264416895468974	0.48592361365991793
PA14_01330	97	-0.4770642508137115	0.02570799768352067	0.13017046959127582
PA14_01340	97	-0.4084650101999845	0.36739225789695595	0.5768828014953793
PA14_01350	97	-0.2075044662304979	0.6802412121587832	0.8185929763496569
PA14_01360	97	-0.42563283129190665	0.37931529706475803	0.5885648432623561
PA14_01380	97	-0.301511189403433	0.4075636624854568	0.6158478697589717
PA14_01390	97	0.017140490555462407	0.9279247144464207	0.9605586564464902
PA14_01400	97	0.0061050701019436104	0.953776784339746	0.9738281533167553
PA14_01410	97	-0.2628460210356547	0.049961158731176514	0.18393786044554436
PA14_01430	97	-0.5760879495718374	0.0027229858020833054	0.0370396762521015
PA14_01440	97	-0.16658570842604448	0.42252743964330963	0.6265877654557783
PA14_01460	97	-0.31032881942292434	0.23253004460309437	0.4459312602654933
PA14_01470	97	-0.29657128157596446	0.11411925615579221	0.29441656701016244
PA14_01480	97	-0.20134068718066622	0.3094817379459063	0.520463911796942
PA14_01490	97	-3.04461394949427	4.11463088426782e-09	1.844620676424066e-06
PA14_01500	97	-2.770581512414612	6.512733968569176e-12	2.3505070058506134e-08
PA14_01510	97	-0.23271770383405688	0.4392316522041982	0.6370482284161563
PA14_01520	97	0.1384835548192891	0.6600111764353854	0.8062345705859204
PA14_01540	97	0.515498450685504	0.08786040130385968	0.2537043363026109
PA14_01550	97	-0.19953684116842219	0.27201631714991503	0.4849529202660461
PA14_01560	97	0.7673955653254803	0.011321674249212635	0.08488731190905453
PA14_01580	97	0.30721404317744394	0.004674166181737529	0.05151945333498824
PA14_01600	97	-0.03222534914710096	0.7651382791755944	0.8743580178500714
PA14_01610	97	-0.3569774967135402	0.05667854954842526	0.19720751448849097
PA14_01620	97	-0.4949565293853393	0.14714363583580475	0.3409753915113599
PA14_01640	97	-0.30504848998664613	0.3356952166885171	0.5440666605351628
PA14_01660	97	0.06268936838843508	0.5858143526781799	0.7523415706056485
PA14_01670	97	-0.5246189471770997	0.11199857365575504	0.2906495476114767
PA14_01680	97	-0.7241179452432087	0.05357685355738471	0.19090631328073615
PA14_01690	97	-0.34355383821825036	0.027983678297713047	0.13545587800587344
PA14_01710	97	-2.0260160780769816	0.006535448481340703	0.063165163763273
PA14_01720	97	-2.398869572251572	0.015891912418792974	0.10338860657231107
PA14_01730	97	0.2965777196760637	0.488531147522578	0.6780509183480026
PA14_01750	97	-0.402267231235367	0.06382789273380383	0.21145700540055118
PA14_01760	97	0.5747086335862637	0.020152157898548073	0.11616891813327218
PA14_01770	97	0.2040308314651469	0.007495871201794687	0.06589130824141694
PA14_01780	97	0.14633468287964213	0.14048929194135468	0.33215886143375867
PA14_01790	97	0.0669656121038873	0.31592371553742843	0.5269614808678114
PA14_01800	97	-0.2695068666554876	0.2786207730836011	0.49176313311060793
PA14_01810	97	-0.10895172585494173	0.3560780870675625	0.5663818480976404
PA14_01830	97	-0.06041921731500999	0.3486229684415783	0.5591014474621679
PA14_01840	97	-0.7392124715915305	0.03409199665073355	0.15057773920142176
PA14_01860	97	-0.5796488344435762	0.021561515897462784	0.12047987981822925
PA14_01870	97	-0.6177489980497821	0.02066693060276851	0.11780220270113555
PA14_01890	97	0.09655188476546428	0.42885708813770207	0.6310417152778269
PA14_01900	97	-2.043110635370679	0.033248993087296036	0.14879717373563378
PA14_01910	97	-1.5742658616185992	0.03504053460176546	0.15312935034055927
PA14_01930	97	-0.35395674294326973	0.09420108228690137	0.2645340139870567
PA14_01940	97	0.38632515289151037	0.0013853451643380426	0.024100870500782422
PA14_01960	97	0.4829215229217052	4.6189788736915774e-05	0.002300804177425172
PA14_01970	97	0.3942561011992627	4.534160459529776e-05	0.002278024755012029
PA14_01980	97	0.1446302788904159	0.010870776177417855	0.08361602796452583
PA14_01990	97	0.10997510875033623	0.6304830063440346	0.7856435665967573
PA14_02020	97	-0.02170947489117303	0.8464063954684035	0.9222016213852787
PA14_02030	97	-0.09431694445443561	0.34783760760485866	0.5586105200113299
PA14_02050	97	-0.42093031732304986	0.010784177536366504	0.08355662500854427
PA14_02060	97	0.5053595569949101	0.09825864299029505	0.2707797061908329
PA14_02070	97	-0.27975940412336886	0.09517495254958219	0.2656093417549946
PA14_02090	97	0.245842255850782	0.10302734769602799	0.2783613562813591
PA14_02100	97	0.19373591758222553	0.08984049193586131	0.25729257346545437
PA14_02110	97	0.1505420553667154	0.19723388950641585	0.40261965255460297
PA14_02130	97	0.21685646946071646	0.34274217825982034	0.5524063647395556
PA14_02140	97	0.29610013997108364	0.2033327378634341	0.4091912635845709
PA14_02150	97	0.27808484212455475	0.014902732627990503	0.09914740383096879
PA14_02180	97	-0.3637535991478327	0.14379481867564128	0.3366959434478254
PA14_02190	97	-0.17950496577201136	0.4866904018736719	0.6768646225028117
PA14_02200	97	-0.3672449003625271	0.07883985489268149	0.23918723285504825
PA14_02220	97	-0.4230140640864377	0.035443763886387036	0.15369513090019615
PA14_02230	97	-0.4458515332450528	0.03272236563392257	0.1479487563339804
PA14_02250	97	-0.3214315128209684	0.1334150060036508	0.32196383229369646
PA14_02260	97	-0.4237375131128207	0.008228949120487078	0.07052693452088044
PA14_02270	97	-0.1995243066424628	0.014623902266242795	0.0978539511186452
PA14_02290	97	0.09850537588849484	0.6236219648225607	0.7809344243631036
PA14_02300	97	0.20641887502038614	0.32189011621686	0.5314378462639829
PA14_02310	97	0.02956479638528897	0.8405945620890887	0.9187894050741202
PA14_02330	97	-0.1588601354083563	0.5418830313681764	0.7194413810596612
PA14_02340	97	-0.109064603711305	0.6875653503660097	0.8239493972111757
PA14_02360	97	-0.2501330207021999	0.43846231413111014	0.6370482284161563
PA14_02370	97	-0.3061589081538134	0.14526113295155088	0.3389038762376455
PA14_02380	97	-0.36097734852213037	0.026717683985098804	0.1326325913672537
PA14_02390	97	0.2963901776963871	0.13836907857849187	0.32941788805369715
PA14_02410	97	-0.1969776109626462	0.29446064397475946	0.5062290953052797
PA14_02420	97	-0.10263242139912077	0.5417071497704011	0.7194413810596612
PA14_02435	97	-0.1592105610706609	0.2876633548877334	0.4998515301984825
PA14_02450	97	-0.3685125275396697	0.16650618139070927	0.36473329766693086
PA14_02460	97	-0.5257564808231585	0.041441744478559486	0.16714358949553265
PA14_02470	97	-0.36267360649673464	0.07808429404809687	0.2373892883214964
PA14_02490	97	-0.3343820410799996	0.12761164396236457	0.313145541479015
PA14_02500	97	-0.47360234742546936	0.06481889571112841	0.2130651574757227
PA14_02510	97	-0.8959016896482126	0.03634902037259012	0.1555375115502608
PA14_02520	97	-0.8112710113086248	0.08332219876165965	0.2458391184235137
PA14_02530	97	0.838585935675038	0.035317084663647476	0.15343799549174555
PA14_02550	97	0.14218779815601934	0.7254206646460436	0.8489461111560526
PA14_02560	97	-0.07434028138438986	0.8654905228470177	0.9323620641686541
PA14_02570	97	0.021987129682520035	0.9564600646008389	0.9753716984240927
PA14_02580	97	-0.07500936503848443	0.8031215788479954	0.8990765581110484
PA14_02590	97	-0.04082549091687504	0.8901345502947785	0.9435367030563393
PA14_02610	97	-0.11521432381046282	0.564280894495541	0.7367000567025118
PA14_02620	97	-0.25291608618652717	0.09918991122671372	0.27152597587096644
PA14_02630	97	-0.29140592124263165	0.08049179168023018	0.24168272123255102
PA14_02640	97	-0.052291096085066435	0.7638076597758094	0.8738899105469852
PA14_02650	97	0.03119828420429549	0.6347445943754971	0.7888977566624114
PA14_02660	97	-0.14387808857410356	0.42393498129371615	0.6272386572682858
PA14_02680	97	-0.30279406826949806	0.1081352235014879	0.2856846261044307
PA14_02690	97	-0.1541572729722862	0.5560926796489611	0.7304277973843014
PA14_02700	97	-0.17476650531959592	0.47058479606777154	0.6658335012097529
PA14_02720	97	-0.18287235259513324	0.22081250955796503	0.4309763247501072
PA14_02730	97	-0.2742138863384671	0.06785350306327717	0.21932901600265078
PA14_02740	97	-0.349892043387122	0.0013160065708050874	0.023312116397118693
PA14_02750	97	-0.032088890602667064	0.7951430433102901	0.8937499819503125
PA14_02760	97	-1.939543093153401	0.02086566623982847	0.11792918413713802
PA14_02770	97	-1.859031821396802	0.027448395157035958	0.13408989687779174
PA14_02790	97	-1.4080654799581698	0.025353983592535094	0.12950783808583163
PA14_02810	97	-0.30123067370461243	0.33065923150223187	0.5397912434595968
PA14_02830	97	-0.3024657413352294	0.2134185311484654	0.42146207359249666
PA14_02840	97	-0.2441136933267103	0.24629987412392235	0.45919247165522054
PA14_02850	97	-0.41798228895028444	0.03735036321894841	0.15762340104274536
PA14_02870	97	-0.08349288222821372	0.5106649205682255	0.6930962172966042
PA14_02890	97	-0.30213457610435945	0.09627463502905943	0.26722650065408937
PA14_02900	97	-0.8165188606837956	0.010883115338971879	0.08361602796452583
PA14_02910	97	-0.7054337493119309	0.04100065076862504	0.1663236216105637
PA14_02930	97	-0.42287954478537504	0.1240089418834772	0.3085927042258348
PA14_02960	97	0.01932014888421918	0.9241096185983367	0.9578002591483383
PA14_02970	97	0.6760796485043681	0.0006363874417383626	0.015076691099395028
PA14_02980	97	0.06267541286497647	0.6555109389865376	0.8032627738464131
PA14_02990	97	-0.508129671624145	0.02678697321605719	0.13265613101000923
PA14_03000	97	-1.0330870230745237	0.03001859333557776	0.1403621472017273
PA14_03010	97	-0.2696174852847104	0.041678780252666046	0.16775133377937687
PA14_03020	97	-0.6832397012788292	0.007867112126602922	0.06822846647893129
PA14_03030	97	0.022132362688213725	0.9013911930849567	0.9479083134787312
PA14_03040	97	0.2789415339158072	0.0762964510764695	0.23393159362635063
PA14_03050	97	-0.8950880414356464	0.02849917519842443	0.1365595286845797
PA14_03070	97	-0.725465981254505	0.02229031743687978	0.12229070522454565
PA14_03080	97	-1.6546265421374997	0.022627723196255504	0.12282984681579841
PA14_03090	97	-1.7918194814573152	0.01832037444649535	0.11131890055124172
PA14_03100	97	-0.2042177243245682	0.19421064404691293	0.3984018421349555
PA14_03110	97	0.46313833028593177	0.3274401788900819	0.5363761669674671
PA14_03120	97	-0.14178479221844498	0.32397818085164365	0.533675759752227
PA14_03130	97	-0.14730336655018483	0.4114733598305072	0.6185132373114425
PA14_03150	97	0.05842749417526072	0.5149997417152133	0.6957391040139693
PA14_03160	97	-0.31498783072956016	0.052444628578260065	0.18867116997166644
PA14_03163	97	-0.1346737195711345	0.030892101390492657	0.1428882277014216
PA14_03166	97	-0.2833269499426212	0.1151009934630883	0.29575750375910087
PA14_03170	97	-0.23739129141276116	0.28983556993996484	0.5016815270597312
PA14_03190	97	-0.19983797628113642	0.025068297957243992	0.12930334819350642
PA14_03200	97	-0.2441195739483586	0.05390233740566354	0.19139307768485778
PA14_03210	97	-0.14491624318010565	0.33175661575622944	0.5408328829726727
PA14_03220	97	-0.053039871151989715	0.631745904240749	0.7863765762313295
PA14_03240	97	-1.1834233262769764	0.00297359250019573	0.03886109402931813
PA14_03250	97	0.11048556940157717	0.49126393215787295	0.6791001415123539
PA14_03265	97	0.0582468962902869	0.7034939571104898	0.8343432604883871
PA14_03270	97	0.02202824403629222	0.8593048825726183	0.9281756779871131
PA14_03285	97	-0.05774533198049525	0.5577355504835616	0.7314317705261469
PA14_03300	97	-0.020550805478841028	0.894444964695122	0.9444673089921215
PA14_03310	97	-0.2321765625793688	0.11070567206532168	0.28903185343747373
PA14_03320	97	0.20687037460569613	0.0014651623504915614	0.025114606407837706
PA14_03330	97	0.3042098839658607	0.037309124731373745	0.15761250956223488
PA14_03340	97	-0.1041467683303896	0.2043459637365343	0.40979934711503097
PA14_03350	97	0.002966784030363101	0.9683578333063518	0.9824430497188001
PA14_03360	97	0.12064749860220303	0.3948129250200327	0.6026991179732946
PA14_03370	97	0.019799986468486352	0.8015468606501878	0.8982248551777497
PA14_03390	97	-0.007554070774541621	0.9416675028786945	0.9684020113419416
PA14_03400	97	-0.10755072868023063	0.4649055356726367	0.6613411851304103
PA14_03410	97	-0.012283744130150431	0.9570563048304339	0.9756929283086835
PA14_03430	97	0.08867704993172154	0.466959458675449	0.6632804594590584
PA14_03450	97	0.09135490229471088	0.46901590978954877	0.6643476958049135
PA14_03470	97	0.11997677978838972	0.42239996623747206	0.6265877654557783
PA14_03480	97	-0.0626921491201351	0.7447220139882854	0.8625715639177397
PA14_03490	97	-1.906504805498816	4.910420428092576e-07	6.359540056649674e-05
PA14_03510	97	-1.7776927233980473	1.2685839584960835e-06	0.00012531029339178263
PA14_03520	97	-1.8674245472479978	1.3475955813977985e-07	2.5334796930278613e-05
PA14_03530	97	-1.0643119429821102	2.7761082856398955e-05	0.001526335763085784
PA14_03550	97	-1.0079599901784322	0.07464951968098317	0.23079968206937396
PA14_03560	97	-0.8542291281362031	0.02984425464074587	0.14004212242050476
PA14_03580	97	-0.4525920579373821	7.999612323906667e-05	0.0035589114979945077
PA14_03590	97	-0.7094999095566621	0.0826738943499391	0.24458043465555587
PA14_03610	97	-0.30178077507817136	0.23247267666535315	0.4459312602654933
PA14_03620	97	-0.3446990399159455	0.007413402299546617	0.06566156322455576
PA14_03630	97	-0.0401575998086976	0.7985697848925645	0.8965641892417386
PA14_03650	97	0.4135002874002218	0.2872122622038318	0.4994121750240411
PA14_03670	97	0.7744215561494165	0.06756071969210117	0.21894165574947333
PA14_03680	97	0.8756989792592993	0.03794153151004554	0.1588652763966052
PA14_03700	97	1.0135198770335592	0.01381163820254423	0.09520004208119742
PA14_03710	97	1.2820235493080112	0.0026758539294934104	0.0366076917865906
PA14_03720	97	0.22879819671749324	0.013819360947270595	0.09520004208119742
PA14_03730	97	0.6861537113617722	0.008491737268910515	0.07237885238073233
PA14_03760	97	-0.18294943847491218	0.24806384772077625	0.4613006076951768
PA14_03770	97	0.20065491246229783	0.31264337078413995	0.5237383055274412
PA14_03780	97	-0.14351373810532841	0.27897254771200175	0.49208595885761086
PA14_03790	97	-0.09982956101311835	0.36728218423945175	0.5768828014953793
PA14_03800	97	0.21247194275218284	0.05540506167814239	0.19428441604104324
PA14_03810	97	0.07845973101304082	0.4098920411108214	0.616955272622383
PA14_03830	97	-0.03899453441865752	0.5285996680821335	0.708039270416611
PA14_03840	97	0.20167859251042763	0.042225276522811925	0.16832346892951291
PA14_03855	97	0.4827453414810492	0.02091637860032301	0.11800644189998305
PA14_03860	97	-0.09963126396052324	0.6543990230185186	0.8025752327760788
PA14_03870	97	-0.24483721231789524	0.10722043232721498	0.2841658388372028
PA14_03880	97	0.04574870869475589	0.6796200976151753	0.8181834184881722
PA14_03900	97	-0.028757855396959187	0.8327846574721957	0.9143686857098636
PA14_03920	97	-0.05851672477301051	0.827893917423259	0.9116767691588611
PA14_03930	97	0.007305570435599762	0.9122902058482372	0.9507917238346792
PA14_03940	97	0.10367226792766004	0.5378660437012608	0.7168267328357988
PA14_03950	97	0.08488825581004811	0.6058634105636441	0.7671449668099506
PA14_03960	97	0.15619556223611575	0.3300799858015476	0.5392105995830945
PA14_03980	97	0.11025488930836147	0.524806627051302	0.7043232564428792
PA14_04000	97	0.29278456998539326	0.010927524812840367	0.08370509327496145
PA14_04010	97	0.24514355043965708	0.1658771857621262	0.36384352225128774
PA14_04020	97	0.3724847715960635	0.0846374919285027	0.24797497242532648
PA14_04030	97	0.2303125357111302	0.15795958862806098	0.3550091648021255
PA14_04040	97	0.3690726147991068	0.14750827923459886	0.34126807306806056
PA14_04050	97	-0.21325439678552094	0.46337669552905375	0.6601220683312944
PA14_04060	97	-0.2716927924805832	0.23360460635183858	0.4470147760892234
PA14_04070	97	-0.04349139688635617	0.6058970971561776	0.7671449668099506
PA14_04080	97	-0.059790938021190954	0.5830705844101826	0.7509691416447611
PA14_04090	97	0.028809759081351416	0.6946654914775524	0.8286460014919995
PA14_04100	97	-0.2816786705895975	0.6034787799537382	0.7662242583218952
PA14_04110	97	0.42287825178810934	0.0424986054745958	0.16895079993584197
PA14_04140	97	0.5749574809815226	0.0054557079764951215	0.05667712314975681
PA14_04150	97	0.005614963816796603	0.9618500375328717	0.9784712897087758
PA14_04160	97	0.341397771393428	6.514765438139272e-05	0.002966254138552787
PA14_04180	97	0.13261776943903314	0.5223418553529194	0.7019156866490234
PA14_04190	97	0.25837738270314325	0.04812738712476141	0.1795687657894427
PA14_04210	97	0.2318343194314263	0.07972291012538914	0.24048919265567695
PA14_04220	97	-0.12987821574828473	0.34121935161020867	0.5505143254817035
PA14_04230	97	-0.2175835708181708	0.02602421693631883	0.13092153873872442
PA14_04240	97	-0.2987219793835951	0.035979733126349736	0.15498143729517092
PA14_04250	97	-0.3738149561580508	0.1203900686737366	0.3024366861359823
PA14_04270	97	-0.24425349905799187	0.02534342658707931	0.12950783808583163
PA14_04290	97	0.0911879866744627	0.5397274984543661	0.7184860349456477
PA14_04300	97	0.1934502698199676	0.06967978760730872	0.2223690736641729
PA14_04310	97	0.4045889978585855	0.06128371776748318	0.2068469098704473
PA14_04320	97	0.47138446861709227	0.11789334909867635	0.2989914876184011
PA14_04330	97	-0.08699988608488773	0.2832031994242627	0.49624421113788425
PA14_04340	97	-0.10567515745924361	0.26074595974362097	0.4756852243846114
PA14_04350	97	0.15179179203095927	0.36554288338404284	0.5750024087347373
PA14_04370	97	0.08305480150045419	0.43945392784849513	0.6370482284161563
PA14_04380	97	0.20248426561490085	0.15003385351422474	0.3440842407174925
PA14_04390	97	0.10395454646672064	0.2900400082490311	0.5018201737540211
PA14_04410	97	0.08424091019981716	0.4601636415378557	0.6566382378130203
PA14_04420	97	0.041605040472964205	0.738444731342954	0.8574727822806807
PA14_04430	97	-0.11004752776513627	0.26936271459939337	0.48271396754804374
PA14_04440	97	0.09922401336006104	0.4908090869253679	0.6790657113238858
PA14_04460	97	0.27228527414008674	0.0032040727819304103	0.04086069184483683
PA14_04480	97	0.28517460308046694	0.31611470826695476	0.5271291902088161
PA14_04490	97	0.1521588066337003	0.08232282726063213	0.24414065627136278
PA14_04510	97	0.07297432845804508	0.30550908825435147	0.5165381393520048
PA14_04520	97	0.22437627610843158	0.030032875353561073	0.1403621472017273
PA14_04530	97	0.17757365071656395	0.46843179129091583	0.6642385595239555
PA14_04550	97	0.13039025173957697	0.5719106566492719	0.7425028529632338
PA14_04560	97	-0.06821917934814081	0.6047725044025734	0.76664216833256
PA14_04570	97	-0.17068656975678387	0.4323349095168934	0.6338736736262779
PA14_04580	97	0.3567463828419015	0.00014894378722413214	0.005636651895728845
PA14_04590	97	0.3286962781950109	0.012713107693458578	0.09147159461416864
PA14_04610	97	0.7021076772204253	0.06272467304850007	0.20961040018070468
PA14_04630	97	0.3693264694942595	0.2931143688919828	0.5049572988183493
PA14_04640	97	0.38774108215728553	0.20745080336559507	0.4138490726188992
PA14_04650	97	0.4008116355605633	0.11646595697356436	0.2970593877596877
PA14_04660	97	0.39538950837837383	0.024334227377414936	0.12725221494863956
PA14_04670	97	0.37520601243083185	0.06469003601357158	0.2128817221271006
PA14_04680	97	0.20215002326836196	0.1290780339876729	0.3151515635023702
PA14_04690	97	0.16384037122945294	0.335208010559209	0.5435704745517724
PA14_04700	97	0.11707554476051918	0.34690408893022007	0.5574185360588152
PA14_04710	97	0.540058942084281	0.0005455351802569523	0.013944644870778587
PA14_04730	97	0.28934389375185887	0.005584199084610314	0.05779804753101265
PA14_04750	97	0.13833997724124636	0.2711246034540528	0.4839855934445058
PA14_04760	97	0.6692405870665539	0.011255992303576616	0.08460789152758057
PA14_04780	97	-0.4981656217236523	0.15920739702967485	0.3560478549075
PA14_04790	97	-0.4634578174705162	0.0007860261404029219	0.017093135620403842
PA14_04810	97	-0.5137449918134767	0.05094609128910438	0.18603622809078968
PA14_04820	97	-0.23077983418059667	0.10558639873779826	0.2815927114667209
PA14_04830	97	0.023422458128447232	0.8738878493929285	0.9366619251394185
PA14_04840	97	0.2745689025828817	0.0018856791752939982	0.02954230707960597
PA14_04860	97	0.2919656506632098	0.005655109077795856	0.05822963905546687
PA14_04870	97	0.31311359258866567	0.03841690241610646	0.15973177656705823
PA14_04890	97	0.45816133557054783	0.044483578523500475	0.17237386677856434
PA14_04900	97	0.3577770387036665	0.14398029741145305	0.3369948487204612
PA14_04910	97	0.2950732352331542	0.07677412416733072	0.2347531981359934
