#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
11	240000	15	41	9202587	38.344113	39.000000	39.000000	39.000000	0.000000	39	39	15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,41,40	59613	67325	66476	46586	0		
12	240000	15	41	9196804	38.320017	39.000000	39.000000	39.000000	0.000000	39	39	15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,41,40	53943	65096	55279	65682	0		
13	240000	14	41	9189438	38.289325	39.000000	39.000000	39.000000	0.000000	39	39	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,41,40	61780	55619	52779	69822	0		
14	240000	15	41	9562390	39.843292	40.000000	41.000000	41.000000	1.000000	39	41	15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38	61690	56973	54834	66503	0		
15	240000	15	41	9559380	39.830750	40.000000	41.000000	41.000000	1.000000	39	41	15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38	62183	58618	55800	63399	0		
16	240000	14	41	9553135	39.804729	40.000000	41.000000	41.000000	1.000000	39	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38	61902	58146	57349	62603	0		
17	240000	15	41	9546747	39.778112	40.000000	41.000000	41.000000	1.000000	39	41	15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38	62662	57449	58458	61431	0		
18	240000	14	41	9540619	39.752579	40.000000	41.000000	41.000000	1.000000	39	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38	63716	57723	56910	61651	0		
19	240000	14	41	9542481	39.760337	40.000000	41.000000	41.000000	1.000000	39	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38	62552	58146	57824	61478	0		
20	240000	15	41	9530352	39.709800	40.000000	41.000000	41.000000	1.000000	39	41	15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38	63454	57124	57723	61699	0		
21	240000	14	41	9520591	39.669129	39.000000	41.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63058	57650	56597	62695	0		
22	240000	14	41	9510340	39.626417	39.000000	41.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63752	57079	57166	62003	0		
23	240000	14	41	9504506	39.602108	39.000000	41.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	64258	56352	57083	62307	0		
24	240000	15	41	9497627	39.573446	39.000000	41.000000	41.000000	2.000000	36	41	15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	64293	56058	57045	62604	0		
25	240000	14	41	9489143	39.538096	39.000000	41.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63822	56966	57178	62034	0		
26	240000	14	41	9475853	39.482721	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	64738	56419	57180	61663	0		
27	240000	15	41	9468120	39.450500	39.000000	40.000000	41.000000	2.000000	36	41	15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63591	57206	56345	62858	0		
28	240000	14	41	9451138	39.379742	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63219	57576	57196	62009	0		
29	240000	14	41	9446380	39.359917	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63516	56526	57424	62534	0		
30	240000	14	41	9433052	39.304383	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63911	56731	56224	63134	0		
31	240000	14	41	9419380	39.247417	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63382	57646	56468	62504	0		
32	240000	14	41	9403530	39.181375	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	64020	57007	56441	62532	0		
33	240000	14	41	9388601	39.119171	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	63899	56922	56326	62853	0		
34	240000	14	41	9418869	39.245288	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	63199	57346	57450	62005	0		
35	240000	14	41	9416826	39.236775	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	64062	56544	57475	61919	0		
36	240000	14	41	9410650	39.211042	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	64225	56745	56896	62134	0		
37	240000	14	41	9444264	39.351100	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	62993	57856	57113	62038	0		
38	240000	14	41	9452222	39.384258	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63760	56754	57153	62333	0		
39	240000	14	41	9455167	39.396529	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63576	56934	56737	62753	0		
40	240000	14	41	9449192	39.371633	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63169	57316	57107	62408	0		
41	240000	14	41	9444310	39.351292	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63513	56814	57318	62355	0		
42	240000	14	41	9436398	39.318325	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63794	56980	56234	62992	0		
43	240000	14	41	9426920	39.278833	39.000000	40.000000	41.000000	2.000000	36	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	63090	57507	56866	62537	0		
44	240000	14	41	9415145	39.229771	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	63760	57020	56768	62452	0		
45	240000	14	41	9405256	39.188567	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	63540	57183	56240	63037	0		
46	240000	14	41	9390697	39.127904	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	63299	57901	56645	62155	0		
47	240000	14	41	9374132	39.058883	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	64132	56492	56965	62411	0		
48	240000	14	41	9357507	38.989612	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	63779	57133	56046	63042	0		
49	240000	14	41	9342979	38.929079	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	62901	57828	57054	62217	0		
50	240000	14	41	9326045	38.858521	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	63643	57479	56874	62004	0		
51	240000	14	41	9308426	38.785108	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	63760	57444	55977	62819	0		
52	240000	14	41	9286035	38.691812	38.000000	40.000000	41.000000	3.000000	34	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	63676	57431	57023	61870	0		
53	240000	14	41	9261528	38.589700	37.000000	40.000000	41.000000	4.000000	31	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	64175	56745	56721	62359	0		
54	240000	14	41	9229508	38.456283	37.000000	40.000000	41.000000	4.000000	31	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	63554	57184	56215	63047	0		
55	240000	14	41	9208107	38.367112	37.000000	40.000000	41.000000	4.000000	31	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	62803	57648	57086	62463	0		
56	240000	14	41	9182879	38.261996	37.000000	40.000000	41.000000	4.000000	31	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	63642	56881	56605	62872	0		
57	240000	14	41	9157155	38.154812	36.000000	39.000000	41.000000	5.000000	29	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	63580	57600	55789	63031	0		
58	240000	14	41	9127770	38.032375	36.000000	39.000000	41.000000	5.000000	29	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	63404	57670	56758	62168	0		
59	240000	14	41	9098156	37.908983	36.000000	39.000000	41.000000	5.000000	29	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	64038	57045	56699	62218	0		
60	240000	14	41	9066373	37.776554	36.000000	39.000000	41.000000	5.000000	29	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	63993	57054	56038	62915	0		
61	240000	14	41	9035275	37.646979	35.000000	39.000000	41.000000	6.000000	26	41	14,15,16,17,18,19,20,21,22,23,24,25	63418	57016	56815	62751	0		
62	240000	14	41	8999280	37.497000	35.000000	39.000000	40.000000	5.000000	28	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27	63566	56802	56714	62918	0		
63	240000	14	41	8957660	37.323583	35.000000	38.000000	40.000000	5.000000	28	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27	64102	56690	55910	63298	0		
64	240000	14	41	8921106	37.171275	35.000000	38.000000	40.000000	5.000000	28	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27	63098	57715	56955	62232	0		
65	240000	14	41	8889743	37.040596	35.000000	38.000000	40.000000	5.000000	28	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27	64191	56920	56504	62385	0		
66	240000	14	41	8851422	36.880925	35.000000	37.000000	40.000000	5.000000	28	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27	63817	56973	56240	62970	0		
67	240000	14	41	8814502	36.727092	35.000000	37.000000	40.000000	5.000000	28	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27	63466	57971	56483	62080	0		
68	240000	14	41	8770799	36.544996	35.000000	37.000000	39.000000	4.000000	29	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	64143	57053	56519	62285	0		
69	240000	14	41	8729683	36.373679	35.000000	37.000000	39.000000	4.000000	29	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	63840	57114	56140	62906	0		
70	240000	14	41	8685500	36.189583	35.000000	36.000000	39.000000	4.000000	29	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	63348	57358	56803	62491	0		
71	240000	14	41	8645789	36.024121	35.000000	36.000000	39.000000	4.000000	29	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	64022	56388	57131	62459	0		
72	240000	14	41	8605315	35.855479	34.000000	36.000000	39.000000	5.000000	27	41	14,15,16,17,18,19,20,21,22,23,24,25,26	64137	56820	56318	62725	0		
73	240000	14	41	8559174	35.663225	34.000000	35.000000	39.000000	5.000000	27	41	14,15,16,17,18,19,20,21,22,23,24,25,26	63332	57439	57086	62143	0		
74	240000	14	41	8504052	35.433550	34.000000	35.000000	38.000000	4.000000	28	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27	64072	56701	56731	62496	0		
75	240000	14	41	8460557	35.252321	34.000000	35.000000	37.000000	3.000000	30	41	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	63952	56646	56554	62848	0		
