  0.00	3	3	12	12	S	61156	                                                            Arvicanthis niloticus
  0.00	1	1	8	8	S	491861	                                                            Grammomys surdaster
  0.00	1	1	10	10	S	10129	                                                              Apodemus sylvaticus
  0.00	3	3	7	6	S	10047	                                                            Meriones unguiculatus
  0.00	1	1	3	3	S	48139	                                                            Psammomys obesus
  0.00	3	3	14	14	S	60746	                                                            Acomys russatus
  0.00	3	3	7	7	S	111838	                                                            Microtus oregoni
  0.00	2	2	12	12	S	269649	                                                            Chionomys nivalis
  0.00	1	1	8	8	S	1047088	                                                            Arvicola amphibius
  0.00	1	1	3	3	S	100897	                                                            Alexandromys fortis
  0.00	1	1	2	2	S	447135	                                                            Myodes glareolus
  0.01	5	5	12	7	S	10041	                                                            Peromyscus leucopus
  0.00	2	2	6	6	S	42410	                                                            Peromyscus eremicus
  0.00	2	0	7	7	S	42520	                                                            Peromyscus californicus
  0.00	2	2	9	9	S	38674	                                                            Onychomys torridus
  0.01	5	5	31	30	S	10029	                                                            Cricetulus griseus
  0.00	2	2	5	5	S	10036	                                                            Mesocricetus auratus
  0.00	2	2	9	9	S	109678	                                                            Phodopus roborovskii
  0.01	8	8	29	29	S	1026970	                                                            Nannospalax galili
  0.00	4	4	22	21	S	51337	                                                            Jaculus jaculus
  0.04	38	38	118	83	S	10181	                                                        Heterocephalus glaber
  0.00	3	3	11	11	S	885580	                                                        Fukomys damarensis
  0.01	5	5	15	15	S	10160	                                                        Octodon degus
  0.00	4	4	29	26	S	10141	                                                        Cavia porcellus
  0.00	4	4	20	20	S	34839	                                                        Chinchilla lanigera
  0.00	3	0	5	5	S	9993	                                                            Marmota marmota
  0.00	2	2	5	5	S	9999	                                                            Urocitellus parryii
  0.00	1	1	5	5	S	43179	                                                            Ictidomys tridecemlineatus
  0.01	7	7	35	34	S	30640	                                                            Sciurus carolinensis
  0.00	1	0	1	1	S	135717	                                                            Petaurista elegans
  0.00	1	1	1	1	S	1002693	                                                            Callosciurus orestes
  0.00	1	1	2	2	S	1620838	                                                            Sundasciurus steerii
  0.00	1	1	2	2	S	55145	                                                          Dryomys nitedula
  0.01	5	5	14	14	S	10020	                                                          Dipodomys ordii
  0.00	1	1	13	12	S	105255	                                                          Dipodomys spectabilis
  0.00	4	0	36	22	S	38669	                                                          Perognathus longimembris
  0.01	8	8	37	37	S	51338	                                                        Castor canadensis
  0.00	4	4	20	20	S	9983	                                                      Lepus europaeus
  0.00	3	3	22	14	S	9986	                                                      Oryctolagus cuniculus
  0.00	4	4	28	28	S	9978	                                                      Ochotona princeps
  0.00	1	1	5	5	S	130825	                                                      Ochotona curzoniae
  0.01	6	6	19	19	S	110931	                                                    Cynocephalus volans
  0.00	4	4	19	12	S	482537	                                                    Galeopterus variegatus
  0.01	7	7	57	43	S	246437	                                                    Tupaia chinensis
  0.00	2	2	11	10	S	9906	                                                          Bos javanicus
  0.00	2	2	9	9	S	9913	                                                          Bos taurus
  0.00	2	2	6	6	S	9915	                                                          Bos indicus
  0.00	2	2	6	6	S	72004	                                                          Bos mutus
  0.00	1	1	4	4	S	3119969	                                                          Bubalus kerabau
  0.00	1	0	3	3	S	9901	                                                          Bison bison
  0.00	2	2	6	6	S	9925	                                                          Capra hircus
  0.00	2	2	5	4	S	37181	                                                          Budorcas taxicolor
  0.00	1	1	8	8	S	9940	                                                          Ovis aries
  0.00	2	2	9	9	S	59534	                                                          Oryx dammah
  0.00	1	1	1	1	S	59515	                                                          Addax nasomaculatus
  0.00	1	1	3	3	S	907741	                                                          Philantomba maxwellii
  0.01	5	5	27	26	S	1574408	                                                          Cervus canadensis
  0.00	3	3	16	12	S	30532	                                                          Dama dama
  0.00	3	0	13	13	S	9874	                                                          Odocoileus virginianus
  0.00	2	2	7	7	S	9886	                                                          Muntiacus reevesi
  0.01	7	7	18	16	S	68408	                                                        Moschus berezovskii
  0.00	1	1	3	3	S	9731	                                                          Globicephala melas
  0.00	1	1	4	4	S	9733	                                                          Orcinus orca
  0.00	1	1	7	5	S	9728	                                                          Delphinus delphis
  0.00	1	1	1	1	S	9739	                                                          Tursiops truncatus
  0.00	1	1	3	3	S	90247	                                                          Lagenorhynchus obliquidens
  0.00	4	4	11	9	S	42100	                                                          Phocoena sinus
  0.00	2	0	3	3	S	189058	                                                          Neophocaena asiaeorientalis
  0.00	2	2	8	8	S	9755	                                                          Physeter catodon
  0.00	1	1	7	7	S	27615	                                                          Kogia breviceps
  0.00	2	2	3	3	S	40151	                                                          Monodon monoceros
  0.00	2	2	9	9	S	48708	                                                          Mesoplodon densirostris
  0.00	2	2	4	4	S	9767	                                                          Balaenoptera acutorostrata
  0.00	2	2	7	7	S	2746895	                                                          Balaenoptera ricei
  0.00	1	0	23	21	S	9833	                                                        Hippopotamus amphibius
  0.01	12	12	59	46	S	9823	                                                      Sus scrofa
  0.00	2	2	14	14	S	41426	                                                      Phacochoerus africanus
  0.00	2	2	4	4	S	9838	                                                      Camelus dromedarius
  0.00	1	1	2	2	S	9837	                                                      Camelus bactrianus
  0.00	1	1	5	5	S	419612	                                                      Camelus ferus
  0.00	2	2	21	12	S	30538	                                                      Vicugna pacos
  0.01	7	7	23	13	S	192404	                                                        Sturnira hondurensis
  0.00	3	3	19	16	S	9417	                                                        Artibeus jamaicensis
  0.01	5	5	22	19	S	9430	                                                        Desmodus rotundus
  0.00	1	1	17	14	S	89673	                                                        Phyllostomus discolor
  0.01	5	5	6	5	S	109478	                                                      Myotis brandtii
  0.00	2	2	11	10	S	51298	                                                      Myotis myotis
  0.00	2	2	10	10	S	98922	                                                      Myotis daubentonii
  0.00	1	1	11	9	S	225400	                                                      Myotis davidii
  0.00	1	1	10	10	S	59472	                                                      Pipistrellus kuhlii
  0.00	1	1	12	11	S	29078	                                                      Eptesicus fuscus
  0.01	6	6	27	27	S	1884717	                                                      Pteronotus mesoamericanus
  0.00	4	4	26	26	S	291302	                                                      Miniopterus natalensis
  0.00	1	1	8	8	S	59482	                                                        Saccopteryx bilineata
  0.00	1	1	13	12	S	27622	                                                      Molossus molossus
  0.00	2	2	7	7	S	59479	                                                          Rhinolophus ferrumequinum
  0.00	1	1	10	10	S	89399	                                                          Rhinolophus sinicus
  0.01	5	5	13	12	S	186990	                                                        Hipposideros armiger
  0.00	1	1	4	4	S	9402	                                                          Pteropus alecto
  0.00	1	1	11	11	S	143291	                                                          Pteropus giganteus
  0.00	3	3	13	13	S	9407	                                                          Rousettus aegyptiacus
  0.00	4	4	12	10	S	9711	                                                        Halichoerus grypus
  0.00	1	1	3	3	S	9715	                                                        Mirounga leonina
  0.00	1	1	3	3	S	9716	                                                        Mirounga angustirostris
  0.00	1	1	5	5	S	9713	                                                        Leptonychotes weddellii
  0.00	1	1	1	1	S	29088	                                                        Neomonachus schauinslandi
  0.01	5	5	11	6	S	9704	                                                        Zalophus californianus
  0.00	1	1	6	6	S	34884	                                                        Callorhinus ursinus
  0.00	1	1	4	4	S	34886	                                                        Eumetopias jubatus
  0.00	2	0	14	10	S	9707	                                                        Odobenus rosmarus
  0.00	3	3	8	7	S	9666	                                                          Mustela lutreola
  0.00	1	1	4	4	S	36723	                                                          Mustela erminea
  0.00	3	3	11	9	S	452646	                                                          Neogale vison
  0.00	3	0	6	5	S	34882	                                                          Enhydra lutris
  0.00	1	1	22	9	S	9657	                                                          Lutra lutra
  0.00	1	1	3	3	S	76717	                                                          Lontra canadensis
  0.00	4	4	19	13	S	9662	                                                          Meles meles
  0.00	3	3	5	5	S	494514	                                                      Vulpes lagopus
  0.00	1	1	7	7	S	9627	                                                      Vulpes vulpes
  0.00	4	4	12	12	S	34880	                                                      Nyctereutes procyonoides
  0.00	1	0	15	15	S	9612	                                                      Canis lupus
  0.01	5	5	27	18	S	9646	                                                      Ailuropoda melanoleuca
  0.00	2	2	11	10	S	9643	                                                      Ursus americanus
  0.00	1	1	3	3	S	61383	                                                        Lynx canadensis
  0.00	1	1	1	1	S	61384	                                                        Lynx rufus
  0.00	1	1	3	3	S	9685	                                                        Felis catus
  0.00	1	1	8	8	S	37029	                                                        Prionailurus bengalensis
  0.00	4	4	15	15	S	95912	                                                      Hyaena hyaena
  0.00	2	2	16	16	S	37032	                                                      Suricata suricatta
  0.00	1	1	1	1	S	210642	                                                      Atilax paludinosus
  0.00	1	1	1	1	S	210647	                                                      Helogale parvula
  0.01	13	13	45	39	S	9796	                                                    Equus caballus
  0.00	2	2	4	4	S	9793	                                                    Equus asinus
  0.00	4	0	14	14	S	9805	                                                    Diceros bicornis
  0.00	3	0	8	8	S	9807	                                                    Ceratotherium simum
  0.00	2	2	10	10	S	42254	                                                      Sorex araneus
  0.00	1	1	14	12	S	62283	                                                      Sorex fumeus
  0.00	3	3	12	12	S	109475	                                                      Suncus etruscus
  0.00	3	3	19	19	S	50954	                                                    Talpa occidentalis
  0.00	2	2	13	13	S	143302	                                                    Condylura cristata
  0.00	4	4	18	18	S	9365	                                                      Erinaceus europaeus
  0.00	2	2	8	8	S	143292	                                                    Manis pentadactyla
  0.00	1	1	4	4	S	9974	                                                    Manis javanica
  0.00	4	4	6	6	S	9785	                                                  Loxodonta africana
  0.00	1	0	8	8	S	9783	                                                  Elephas maximus
  0.01	7	7	27	27	S	9371	                                                  Echinops telfairi
  0.00	3	3	32	24	S	185453	                                                  Chrysochloris asiatica
  0.00	3	0	24	21	S	9778	                                                  Trichechus manatus
  0.00	3	3	20	17	S	28737	                                                  Elephantulus edwardii
  0.00	1	0	5	5	S	9818	                                                  Orycteropus afer
  0.01	8	8	38	38	S	9361	                                                  Dasypus novemcinctus
  0.01	6	6	35	35	S	27675	                                                    Choloepus didactylus
  0.00	2	2	3	2	S	38626	                                                Phascolarctos cinereus
  0.00	1	1	3	3	S	9337	                                                Trichosurus vulpecula
  0.00	1	1	3	3	S	29139	                                                Vombatus ursinus
  0.00	1	1	4	4	S	13616	                                                  Monodelphis domestica
  0.00	1	1	2	2	S	38775	                                                Antechinus flavipes
  0.00	1	1	1	1	S	9344	                                                Perameles nasuta
  0.00	2	2	11	11	S	9261	                                              Tachyglossus aculeatus
  0.00	1	1	3	3	S	1092587	                                        mammal environmental sample
  0.00	1	1	4	4	S	30427	                                                                        Haemorhous mexicanus
  0.00	1	1	4	4	S	39638	                                                                      Agelaius phoeniceus
  0.00	2	2	5	5	S	127875	                                                                    Cinclus cinclus
  0.00	1	1	3	3	S	181119	                                                                    Pseudopodoces humilis
  0.00	1	0	1	1	S	2559352	                                                                    Geokichla sibirica
  0.00	1	1	5	5	S	48155	                                                                        Sylvia atricapilla
  0.00	1	1	1	1	S	114329	                                                                    Neopelma chrysocephalum
  0.00	1	1	4	4	S	54380	                                                                    Cariama cristata
  0.00	1	1	1	1	S	1002788	                                                                    Indicator indicator
  0.00	1	0	1	1	S	175835	                                                                    Buceros rhinoceros
  0.00	1	1	3	3	S	57412	                                                                    Colius striatus
  0.00	1	1	1	1	S	56313	                                                                  Tyto alba
  0.00	1	1	1	1	S	75485	                                                                Rissa tridactyla
  0.00	1	1	3	3	S	9117	                                                                Grus americana
  0.00	1	1	3	3	S	9244	                                                                  Calypte anna
  0.00	1	1	1	1	S	8996	                                                                Numida meleagris
  0.00	1	1	1	1	S	116989	                                                                  Coturnix pectoralis
  0.01	12	0	47	42	S	2696672	                                                              Apteryx mantelli
  0.00	1	1	3	3	S	8795	                                                              Rhea pennata
  0.00	1	0	5	5	S	260643	                                                          Pangshura tentoria
  0.00	1	1	5	5	S	74926	                                                          Mauremys mutica
  0.00	1	1	4	4	S	2587831	                                                        Terrapene triunguis
  0.00	1	1	4	1	S	106734	                                                          Chelonoidis abingdonii
  0.00	1	1	2	2	S	27794	                                                          Dermochelys coriacea
  0.00	3	3	8	8	S	88082	                                                              Crotalus tigris
  0.00	1	1	1	1	S	2652245	                                                              Boiga flaviviridis
  0.00	3	3	7	2	S	176946	                                                            Python bivittatus
  0.00	1	1	1	1	S	420385	                                                            Chamaeleo arabicus
  0.00	1	1	3	3	S	28377	                                                          Anolis carolinensis
  0.00	2	0	8	7	S	71008	                                                              Elgaria multicarinata
  0.00	1	1	1	1	S	80427	                                                            Lacerta agilis
  0.00	1	1	5	5	S	1075113	                                                            Gastropholis vittata
  0.00	1	1	1	1	S	8524	                                                            Zootoca vivipara
  0.00	1	1	3	3	S	261503	                                                            Rhineura floridana
  0.00	1	1	6	5	S	884348	                                                          Hemicordylus capensis
  0.00	1	1	2	2	S	301848	                                                      Lygodactylus miops
  0.00	1	1	4	4	S	460621	                                                    Euleptes europaea
  0.00	3	3	6	6	S	57060	                                                    Eleutherodactylus coqui
  0.00	1	1	1	1	S	424356	                                                    Scinax proboscideus
  0.00	1	1	4	4	S	2920391	                                                  Phrynoderma kerala
  0.00	2	2	12	12	S	495146	                                                  Pseudophryne corroboree
  0.00	1	1	4	4	S	8355	                                                  Xenopus laevis
  0.00	1	1	5	5	S	260995	                                          Geotrypetes seraphini
  0.01	6	6	27	27	S	7888	                                            Protopterus annectens
  0.00	1	1	6	6	S	7897	                                      Latimeria chalumnae
  0.00	2	2	2	2	S	184440	                                                                  Centropristis striata
  0.00	1	1	1	1	S	417921	                                                                    Etheostoma cragini
  0.00	4	4	9	8	S	99883	                                                                  Tetraodon nigroviridis
  0.00	1	1	1	1	S	182642	                                                              Rhabdosargus sarba
  0.00	1	1	1	1	S	241299	                                                              Halichoeres radiatus
  0.01	5	5	39	30	S	8090	                                                                    Oryzias latipes
  0.00	1	1	5	5	S	188132	                                                                    Poeciliopsis prolifica
  0.00	2	2	2	1	S	144197	                                                              Stegastes partitus
  0.00	2	2	5	5	S	8128	                                                                      Oreochromis niloticus
  0.00	1	1	4	4	S	441366	                                                                    Gouania willdenowi
  0.00	2	2	3	3	S	244455	                                                                Pleuronichthys cornutus
  0.00	1	1	3	3	S	195615	                                                                Hippoglossus stenolepis
  0.00	1	1	1	1	S	366907	                                                                Crossorhombus azureus
  0.00	1	1	4	4	S	341733	                                                                  Paraplagusia japonica
  0.00	2	2	8	8	S	8187	                                                              Lates calcarifer
  0.00	1	1	3	3	S	173327	                                                              Alepes djedaba
  0.00	1	1	1	1	S	159077	                                                                  Nerophis ophidion
  0.00	1	1	4	4	S	161590	                                                                  Syngnathus scovelli
  0.00	1	1	3	3	S	158456	                                                                  Betta splendens
  0.00	1	1	2	2	S	215402	                                                                Channa argus
  0.00	1	1	3	1	S	205130	                                                                Mastacembelus armatus
  0.00	1	1	3	3	S	375764	                                                                  Sphaeramia orbicularis
  0.00	1	1	1	1	S	13677	                                                                  Scomber scombrus
  0.00	1	1	1	1	S	2546036	                                                          Lampris incognitus
  0.00	1	1	2	2	S	435155	                                                          Harpadon nehereus
  0.00	1	1	1	1	S	74940	                                                    Oncorhynchus tshawytscha
  0.00	1	1	1	1	S	8040	                                                    Salvelinus namaycush
  0.00	1	1	2	2	S	75369	                                                          Spinibarbus denticulatus
  0.00	1	1	1	1	S	203118	                                                          Tor khudree
  0.00	2	2	23	21	S	7955	                                                          Danio rerio
  0.00	2	2	3	3	S	154827	                                                        Xyrauchen texanus
  0.00	1	1	5	5	S	70543	                                                        Myxocyprinus asiaticus
  0.00	1	1	1	1	S	75329	                                                          Misgurnus anguillicaudatus
  0.00	4	4	42	14	S	7988	                                                        Megaleporinus elongatus
  0.00	1	1	1	1	S	27720	                                                        Hoplias malabaricus
  0.00	1	1	2	2	S	175797	                                                        Silurus meridionalis
  0.00	1	1	5	4	S	8005	                                                        Electrophorus electricus
  0.00	1	1	1	1	S	278164	                                                      Alosa alosa
  0.00	1	1	3	3	S	299321	                                                    Denticeps clupeoides
  0.00	2	2	5	5	S	42636	                                                Brienomyrus brachyistius
  0.00	2	2	8	8	S	7938	                                                Anguilla rostrata
  0.00	1	1	5	4	S	82655	                                                  Conger conger
  0.00	1	1	1	1	S	118141	                                                Megalops cyprinoides
  0.00	1	1	6	4	S	7918	                                          Lepisosteus oculatus
  0.00	1	1	3	3	S	7924	                                          Amia calva
  0.00	1	1	2	2	S	386614	                                    Amblyraja radiata
  0.00	1	1	1	1	S	182852	                                    Raja asterias
  0.00	2	2	20	10	S	170820	                                        Hemiscyllium ocellatum
  0.00	1	1	1	1	S	7868	                                  Callorhinchus milii
  0.00	1	1	2	2	S	7654	                                  Lytechinus variegatus
  0.02	16	16	193	34	S	703264	                                                      Hippodamia variegata
  0.00	1	1	3	3	S	115357	                                                      Harmonia axyridis
  0.00	1	1	1	1	S	131668	                                                      Megascelis sp. BDF-2000
  0.00	1	1	2	2	S	2962336	                                                    Mesoceration languidum
  0.00	1	1	1	1	S	681109	                                                    Hymenoplia galaica
  0.00	1	1	1	1	S	7274	                                                                      Drosophila serrata
  0.00	1	1	3	3	S	1041015	                                                                    Drosophila rhopaloa
  0.00	1	1	2	2	S	7234	                                                                    Drosophila persimilis
  0.00	1	1	1	1	S	104688	                                                                Bactrocera oleae
  0.00	1	1	3	2	S	43151	                                                            Anopheles darlingi
  0.00	1	1	1	1	S	7461	                                                        Apis cerana
  0.00	1	1	1	1	S	13686	                                                      Solenopsis invicta
  0.00	1	1	2	2	S	108790	                                                    Phymastichus coffea
  0.00	1	1	2	2	S	1119341	                                                      Sycotetra sp. 2248_06a
  0.00	1	1	1	1	S	7113	                                                            Helicoverpa zea
  0.00	1	1	7	7	S	52344	                                                            Helicoverpa assulta
  0.00	1	1	1	1	S	513121	                                                              Dynastor darius
  0.00	1	1	5	5	S	61472	                                                Timema bartmani
  0.00	1	1	4	3	S	629360	                                                Timema shepardi
  0.00	1	1	6	6	S	61476	                                                Timema cristinae
  0.00	1	1	9	9	S	629358	                                                Timema genevievae
  0.00	3	3	11	2	S	13551	                                                    Gryllodes sigillatus
  0.00	1	1	4	4	S	7010	                                                      Schistocerca gregaria
  0.00	1	1	1	1	S	7009	                                                      Schistocerca americana
  0.00	1	1	1	1	S	274613	                                                      Schistocerca piceifrons
  0.00	1	1	4	2	S	2529329	                                                            Sirthenea atra
  0.00	1	1	5	5	S	2529337	                                                            Sirthenea obscura
  0.00	1	1	1	1	S	384384	                                                      Pemphigus matsumurai
  0.00	1	1	1	1	S	195883	                                                    Laodelphax striatellus
  0.00	1	1	2	2	S	74068	                                                    Macrosteles quadrilineatus
  0.01	13	13	65	50	S	6661	                                      Artemia franciscana
  0.00	3	3	4	4	S	95602	                                                    Eriocheir sinensis
  0.00	1	1	2	2	S	210409	                                                      Portunus trituberculatus
  0.00	2	2	11	10	S	6706	                                                Homarus americanus
  0.00	1	1	12	2	S	27405	                                              Penaeus japonicus
  0.00	1	1	11	4	S	399045	                                            Notodromas monacha
  0.00	1	1	5	5	S	6941	                                          Rhipicephalus microplus
  0.00	1	1	2	1	S	1979941	                                          Medioppia subpectinata
  0.00	1	1	1	1	S	1871763	                                      Pireneitega burqinensis
  0.00	1	1	1	1	S	2069713	                                        Pseudopucrolia discrepans
  0.00	1	1	1	1	S	373261	                                Ammothella spinifera
  0.00	1	1	5	5	S	373272	                                Austrodecus glaciale
  0.00	2	2	8	8	S	260574	                        Arthropoda environmental sample
  0.00	3	3	3	1	S	400727	                                  Pomacea canaliculata
  0.00	1	1	1	1	S	97188	                                    Conus ammiralis
  0.00	1	1	4	2	S	36100	                                  Haliotis rubra
  0.00	1	1	1	1	S	2936362	                                          Laeocathaica amdoana
  0.00	1	1	3	3	S	6573	                                    Mizuhopecten yessoensis
  0.00	4	4	11	11	S	99802	                                Spirometra erinaceieuropaei
  0.00	1	1	1	1	S	57078	                                    Dicrocoelium dendriticum
  0.00	1	1	1	1	S	2841284	                                    Cirratulidae sp. B ZW-2021
  0.00	1	1	1	1	S	1302610	                                    Eiseniella tetraedra
  9.05	8691	8691	102486	81868	S	6087	                          Hydra vulgaris
  0.00	3	3	31	31	S	6086	                            Hydra sp.
  0.00	1	1	1	1	S	863367	                          Hydra canadensis
  0.00	1	1	2	2	S	6096	                          Podocoryna carnea
  0.00	2	2	11	11	S	51062	                          Porites lutea
  0.00	1	1	5	3	S	2652724	                        Exaiptasia diaphana
  0.00	1	1	2	2	S	2897299	                          Xenia sp. Carnegie-2017
  0.01	8	8	9	1	S	327061	                                Annulohypoxylon truncatum
  0.00	1	0	2	2	S	5141	                                Neurospora crassa
  0.00	1	1	1	1	S	1934379	                                Dichotomopilus funicola
  0.00	1	1	1	1	S	1914294	                                  Colletotrichum paranaense
  0.00	1	1	1	1	S	66513	                              Meria laricis
  0.00	1	1	1	1	S	215243	                              Exophiala oligosperma
  0.00	1	1	1	1	S	1131652	                                Talaromyces proteolyticus
  0.00	1	1	1	1	S	1245769	                          Lachancea lanzarotensis
  0.00	1	1	2	2	S	1041607	                          Wickerhamomyces ciferrii
  0.00	1	1	2	2	S	1337062	                          Kockiozyma suomiensis
  0.00	1	1	1	1	S	139415	                          Fomitopsis serialis
  0.00	1	1	1	1	S	450312	                            uncultured Inocybe
  0.00	1	0	1	1	S	4837	                        Phycomyces blakesleeanus
  0.00	1	1	2	2	S	175245	            uncultured fungus
  0.08	79	79	259	29	S	100272	        uncultured eukaryote
  0.04	38	38	143	4	S	1306438	                                              Fargesia denudata
  0.00	1	1	1	1	S	85692	                                              Triticum dicoccoides
  0.00	3	3	8	8	S	1010633	                                              Digitaria exilis
  0.00	1	0	8	3	S	4641	                                    Musa acuminata
  0.00	1	1	1	1	S	71610	                                    Hedychium coronarium
  0.00	3	3	20	18	S	29760	                                          Vitis vinifera
  0.00	1	1	1	1	S	364024	                                              Prosopis cineraria
  0.00	1	1	2	2	S	29780	                                        Mangifera indica
  0.00	1	1	1	1	S	296876	                                      Eurya acuminatissima
  0.00	1	1	1	1	S	253017	                                      Impatiens glandulifera
  0.00	1	1	1	1	S	72917	                                                Erigeron canadensis
  0.00	1	1	2	2	S	3451	                                Aquilegia vulgaris
  0.00	1	1	1	1	S	3469	                                Papaver somniferum
  0.00	1	0	2	2	S	3067	                      Volvox carteri
  0.00	1	1	2	2	S	5865	                    Babesia bovis
  0.00	1	1	2	2	S	5871	                    Babesia caballi
  0.00	1	1	5	5	S	46767	                      Blastocystis sp.
  0.00	1	0	1	1	S	361139	                    Acytostelium subglobosum
  0.00	1	1	2	2	S	5759	                  Entamoeba histolytica
  0.00	1	1	1	1	S	67003	                      Trypanosoma theileri
  0.01	9	9	16	3	S	29382	                    Staphylococcus cohnii
  0.00	4	4	5	1	S	3036374	                    Nocardioides sp. BP30
  0.00	1	0	1	1	S	339268	                    Mycobacterium colombiense
  0.00	1	1	1	1	S	84595	                  Gordonia polyisoprenivorans
  0.00	1	1	1	1	S	2903747	                    Streptomyces sp. NBC_01089
  0.00	1	1	1	1	S	2903833	                    Streptomyces sp. NBC_01351
  0.00	1	1	1	1	S	3111921	                    Micromonospora sp. CCTCC AA 2012012
  0.00	1	0	1	1	S	1155739	                      Moorena producens
  0.00	1	1	1	1	S	685565	                      Pseudanabaena sp. ABRG5-3
  0.00	1	1	1	1	S	2657486	                Devosia beringensis
  0.00	1	1	2	1	S	1447062	                Youhaiella tibetensis
  0.00	1	1	4	4	S	2057741	                  Bradyrhizobium sp. SK17
  0.00	1	1	1	1	S	2161677	                Kordiimonas pumila
  0.00	1	1	1	1	S	1904441	                Paracoccaceae bacterium
  0.00	1	1	1	1	S	2895475	                  Pseudomonas sp. B21-019
  0.00	1	1	1	1	S	2871826	                    Symbiopectobacterium purcellii
  0.00	1	1	16	11	S	305	                  Ralstonia solanacearum
  0.00	1	1	1	1	S	864828	                  Pseudoduganella umbonata
  0.00	1	1	1	1	S	3151764	                      Flavobacterium sp. WV_118_3
  0.00	1	1	1	1	S	2920935	                    Aestuariibaculum lutulentum
  0.00	2	2	2	1	S	2694929	                    Pontibacter russatus
  0.00	1	1	1	1	S	1394709	              candidate division SR1 bacterium RAAC1_SR1_1
  0.00	1	1	1	1	S	2995304	                Nannocystis poenicansa
  0.00	1	1	2	2	S	3024416	              Desulfatiglandales bacterium
  0.00	1	1	1	1	S	1660251	            Acidobacteria bacterium Mor1
  0.00	1	1	1	1	S	77133	        uncultured bacterium
  0.00	1	1	3	1	S	3111325	                  Thermococcus sp. SY098
  0.00	1	1	1	1	S	2934340	                  Halocatena salina
  0.00	1	0	1	1	S	338192	                  Nitrosopumilus maritimus
  0.00	1	1	1	1	S	2026714	            Candidatus Bathyarchaeota archaeon
  0.23	222	0	2682	2061	S	3050299	                    Lymphocryptovirus humangamma4
  0.00	1	0	1	1	S	2733318	                  Friunavirus Aci08
  0.00	2	2	3	1	S	10244	                    Monkeypox virus
  0.00	1	1	1	1	S	1349410	            Pandoravirus salinus
  0.02	18	18	111	102	S	32630	        synthetic construct
  0.00	2	2	9	9	S	111789	          eukaryotic synthetic construct
