gene	count
FYTTD1	44
G3BP2	108
GABARAP	83
GABARAPL2	75
GABRD	59
GALNT1	39
GAPDH	207
GAPVD1	19
GASK1A	1385
GATAD2A	27
GATD1	95
GBF1	86
GCC2	213
GGNBP2	106
GHITM	68
GIT2	24
GLRX5	22
GLTP	61
GMFG	97
GNA13	52
GNAI2	100
GNAI3	43
GNAS	646
GNB1	51
GNB2	37
GNB5	149
GNG5	60
GNL3L	127
GNPTG	67
GOLGA2	46
GOLGA4	165
GOLGB1	226
GOLM2	43
GOSR1	128
GPATCH2L	46
GPBP1	173
GPBP1L1	42
GPCPD1	40
GPSM2	123
GPX1	55
GPX4	82
GRB2	174
GRIPAP1	87
GRK2	50
GRK3	115
GRK6	29
GSK3B	30
GSPT1	35
GSTK1	38
GSTO1	24
GTDC1	117
GTF2I	35
GTPBP4	211
GUK1	55
GYPC	62
H1-2	51
H2AC18	25
H2AC19	25
H2AZ1	68
H2AZ2	76
H3-3A	641
H3-3B	584
HADHB	18
HAPSTR1	78
HAT1	19
HBA1	339
HBA2	1159
HBB	2004
HBP1	76
HCLS1	82
HCST	16
HDGF	20
HECTD1	90
HELZ	46
HERC1	53
HIF1A	73
HINT1	327
HIPK1	18
HIPK3	24
HLA-A-3	408
HLA-A-6	408
HLA-B-1	109
HLA-B-2	457
HLA-B-3	503
HLA-B-5	79
HLA-DQA1-2	368
HLA-DQA1-4	336
HLA-E	84
HLA-E-1	359
HLA-E-2	90
HMGB1	483
HMGB1P6	47
HMGB2	38
HMGN1	203
HMGN2	142
HNRNPA2B1	550
HNRNPA3	338
HNRNPC	246
HNRNPD	125
HNRNPDL	257
HNRNPF	57
HNRNPH2	22
HNRNPH3	112
HNRNPK	211
HNRNPM	90
HNRNPU	277
HNRNPUL1	255
HOOK3	62
HP1BP3	82
HPCAL1	209
HPS1	29
HSD17B12	93
HSP90AA1	936
HSP90AB1	584
HSPA4L	123
HSPA9	125
HYCC2	83
ICAM3	87
IDH2	30
IDS	93
IER2	142
IFI16	49
IFITM2	84
IFRD1	45
IGBP1	49
IGF2R	119
IK	63
IL2RG	92
INTS6	104
IRAG2	76
IRAK4	27
IRF1	345
IRF2	24
IRF9	65
IRS2	177
ISCA1	42
ISCU	146
ISG20L2	161
IST1	50
ITGA1	194
ITGAL	25
ITM2B	182
ITPR2	31
ITSN2	148
JAK1	159
JARID2	45
JMJD1C	190
JOSD1	71
JTB	76
JUNB	261
JUND	1963
KAT6A	104
KCMF1	47
KCNK6	215
KCNMB1	133
KDM5A	80
KDM6A	49
KDM6B	48
KDM7A	22
KHDRBS1	65
KIDINS220	140
KIF2A	45
KIF5B	90
KLF2	435
KLF3	71
KLF6	473
KLHL24	94
KLHL5	150
KMT2C	155
KMT2E	265
KPNA4	66
KPNB1	55
KRAS	78
KRBA2	187
KREMEN1	40
L1TD1	190
LAMP1	62
LAMTOR1	56
LAMTOR4	92
LAMTOR5	78
LAPTM5	700
LBR	49
LCOR	72
LCP1	91
LDLR	157
LIMS1	19
LITAF	74
LMBRD1	76
LNPEP	32
LPGAT1	49
LPIN2	12
LPP	151
LRP10	51
LRRC58	397
LRRFIP1	149
LRRFIP2	22
LSM3	82
LYPLA1	41
LYRM7	168
LYST	104
MAB21L3	1488
MACF1	228
MACROH2A1	28
MAF1	49
MAP1LC3B	107
MAP2K2	79
MAP2K3	34
MAP3K11	27
MAP3K2	111
MAP3K8	150
MAP4K2	54
MAP4K4	96
MAPK1	24
MAPK1IP1L	83
MAPKAPK2	16
MAPRE1	35
MARCHF6	55
MARK3	73
MAVS	22
MAX	38
MBD2	68
MBD4	48
MBD5	31
MBNL1	145
MBP	37
MCL1	66
MDM2	36
MDM4	249
MECP2	66
MED11	42
MED12	60
MED13	54
MED13L	114
MED27	107
MED28	45
MEF2A	74
METTL9	43
MFN1	152
MFSD11	39
MGAT4A	129
MGLL	21
MICAL3	181
MID1	121
MIDN	42
MIER1	78
MIGA1	62
MINDY2	50
MKNK2	90
MKRN1	46
MLF2	22
MLH1	91
MLLT6-1	55
MLX	186
MMP24OS	28
MOB1A	136
MORC3	49
MORF4L1	190
MPC2	41
MPLKIP	25
MRFAP1	52
MRPL33	61
MRPL57	56
MS4A4E	109
MSL1	31
MSN	73
MT-ATP6	8700
MT-ATP8	188
MT-CO1	6171
MT-CO2	9620
MT-CO3	10452
MT-CYB	6247
MT-ND1	4770
MT-ND2	3363
MT-ND3	7491
MT-ND4	5251
MT-ND4L	438
MT-ND5	1069
MTATP6P1	1931
MTCH1	75
MTDH	157
MTHFD1	276
MTND1P23	193
MTND2P28	64
MTPN	225
MXI1	51
MYADM	81
MYCBP2	247
MYH7B	43
MYH9	91
MYL12A	171
MYL12B	144
MYL6	238
MYO5A	151
MYO9B	70
N4BP2L2	301
NAA60	40
NABP1	506
NACA	1234
NAMPT	134
NAP1L1	283
NAPA	12
NAPG	35
NARF	34
NASP	79
NBPF10	232
NBPF14	115
NBPF19	78
NBR1	59
NCBP3	68
NCOA1	21
NCOA3	138
NCOA4	42
NCOR1	77
NDUFA1	120
NDUFA13	89
NDUFA2	47
NDUFA4	169
NDUFA5	54
NDUFB1	54
NDUFB11	97
NDUFB4	60
NDUFB9	69
NDUFC1	24
NDUFS2	50
NEDD8	56
NFAT5	38
NFE2L2	31
NFKB2	115
NFKBIA	351
NFKBIB	41
NFKBIZ	48
NIN	103
NIPBL	84
NKTR	171
NMI	43
NMNAT3	855
NNT	122
NONO	95
NOP10	35
NOTCH2NLC	103
NPC2	65
NPEPPS	133
NR1H2	34
NR4A2	68
NRDC	30
NSD1	89
NSD3	170
NT5C3A	30
NUDC	33
NUDT3	73
NUFIP2	46
NUMB	56
OAZ1	328
OAZ2	84
OCIAD1	44
ODC1	83
OGA	127
OGDH	33
OPHN1	179
OR11G2	27
ORAI1	53
ORAI2	132
ORC4	515
OSBPL8	77
OSER1	39
OST4	216
OSTF1	52
OTUB1	54
OTUD5	17
P2RX4	20
P2RX7	91
P4HB	59
PABPC1	535
PABPN1	124
PACS1	48
PAFAH1B1	368
PAFAH1B2	49
PAIP2	125
PAK2	83
PANK2	13
PAPOLA	136
PARK7	121
PBRM1	40
PCBP1	93
PCBP2	278
PCGF5	73
PCM1	109
PCMTD1	42
PCSK7	324
PCYT1A	50
PDAP1	33
PDCD10	37
PDCD4	134
PDE4DIP	58
PDIA3	269
PDIA5	51
PELI1	107
PET100	69
PFDN5	566
PFN1	263
PGAM1	27
PGK1	74
PGLS	57
PHACTR1	173
PHF20	124
PHF20L1	51
PHF3	165
PHIP	117
PHKB	83
PIAS1	49
PIGN	614
PIK3C3	43
PIM1	14
PIP4K2A	25
PITHD1	26
PJA2	105
PKN2	49
PLA2G10CP	112
PLAT	143
PLEK	45
PLEKHB2	127
PLP2	40
PMAIP1	190
PNPLA2	35
PNPLA8	61
PNPT1	532
PNRC1	315
POC1B	73
POLR1D	81
POLR2E	32
POLR2J	32
POLR2J3-1	314
POMP	95
PPDPF	173
PPHLN1	129
PPIA	425
PPIG	188
PPM1A	19
PPP1CA	57
PPP1CB	73
PPP1R12A	75
PPP1R15A	232
PPP1R2	105
PPP2R2A	44
PPP2R5A	19
PPP2R5C	213
PPP3CA	76
PPP3R1	31
PPP4C	26
PPP4R2	39
PPP4R3B	57
PPP6R1	43
PPP6R3	31
PRDM2	253
PRDX5	68
PRDX6	49
PRELID1	74
PREX1	26
PRKACA	119
PRKAG2	49
PRKAR1A	100
PRKCB	200
PRKX	114
PRMT2	40
PRPSAP1	32
PRR11	64
PRR13	60
PRRC2C	428
PSAP	74
PSIP1	82
PSMA4	50
PSMA6	46
PSMA7	94
PSMB1	90
PSMD13	52
PSMD4	31
PSMD6	34
PSME1	128
PSME4	41
PTBP3	56
PTEN	39
PTGES3	66
PTMA	1902
PTP4A2	188
PTPN1	118
PTPN11	87
PTPN18	22
PTPN6	62
PTPRC	250
PTPRJ	80
QKI	38
R3HDM2	53
R3HDM4	12
RAB11A	14
RAB14	63
RAB18	54
RAB1A	33
RAB21	59
RAB27A	61
RAB2A	66
RAB5A	48
RAB5C	48
RAB5IF	22
RAB7A	47
RAB8A	48
RAB8B	42
RABAC1	97
RABGAP1L	56
RAC1	107
RAC2	98
RACK1	1144
RAD21	89
RAD23B	45
RAF1	103
RALBP1	25
RALY	29
RAP1A	35
RAP1B	150
RASGRP2	72
RB1CC1	95
RBBP6	92
RBM22P2	131
RBM3	211
RBM38	107
RBM39	614
RBM4	79
RBM8A	63
RBX1	44
RC3H1	44
RCOR3	42
REEP5	36
REL	808
RESF1	128
RFFL	155
RGS10	11
RHAG	29
RHEB	32
RHOA	218
RHOF	34
RHOG	42
RICTOR	164
RILPL2	16
RIOK3	80
RIPOR2	160
RNASEK	66
RNASEK-C17orf49	82
RNASET2	198
RNF10	87
RNF11	19
RNF115	86
RNF14	75
RNF145	60
RNF213	98
RNF41	86
RNF7	73
RNPEPL1	38
RO60	54
ROCK1	152
RPAP2	172
RPL10	5281
RPL11	3032
RPL12	2752
RPL13	5290
RPL13A	3974
RPL14	1538
RPL15	1911
RPL18	2186
RPL18A	3707
RPL19	2986
RPL21	3611
RPL23	1103
RPL23A	3269
RPL24	1116
RPL26	2879
RPL27A	2411
RPL28	2845
RPL29	2105
RPL3	2493
RPL30	3749
RPL31	753
RPL32	3476
RPL34	3851
RPL35A	2087
RPL36	2097
RPL36AL	306
RPL37	4104
RPL37A	3242
RPL38	1492
RPL39	4411
RPL4	789
RPL41	6243
RPL5	1524
RPL6	1643
RPL7	1208
RPL7A	2098
RPL8	1757
RPLP1	5437
RPLP2	3052
RPS10	2008
RPS11	2549
RPS12	4503
RPS13	2568
RPS14	3150
RPS15	2252
RPS15A	2966
RPS16	2529
RPS19	4080
RPS19BP1	41
RPS2	3411
RPS20	1609
RPS21	2696
RPS23	3816
RPS24	2130
RPS25	2108
RPS26	1202
RPS27	9071
RPS27A	3377
RPS27L	127
RPS28	3206
RPS29	3625
RPS3	2040
RPS3A	3153
RPS4X	1670
RPS5	1797
RPS6	2835
RPS6KA3	76
RPS7	2006
RPS8	2705
RSF1	99
RSRC2	277
RSRP1	146
RTF1	71
RTF2	22
RTN4	35
RUNDC1	115
S100A4	88
S100A6	110
SAMD4B	168
SAMD9	37
SAP18	131
SAP30BP	23
SAR1A	258
SARAF	228
SAT1	273
SBNO1	60
SCAF11	230
SCAND1	79
SCFD1	172
SDCBP	24
SEC11A	87
SEC14L1	30
SEC22B	42
SEC23A	102
SEC61G	94
SEC62	243
SECISBP2	92
SELENOF	68
SELENOK	71
SELENOT	75
SEMA6B	484
SENP7	37
SEPTIN2	102
SEPTIN7	365
SEPTIN9	51
SERF2	523
SERINC3	29
SERP1	201
SERPINB1	34
SET	233
SETD6	31
SETX	60
SF1	343
SF3A1	27
SF3B1	195
SF3B2	86
SF3B5	70
SF3B6	81
SFI1	169
SFPQ	323
SH3BGRL	93
SH3BGRL3	217
SH3BP5	112
SH3GLB1	31
SH3KBP1	49
SH3TC2	26
SHISA5	21
SHISA9	53
SHKBP1	24
SHOC2	113
SIAH2	28
SIRT2	69
SKAP2	47
SKP1	168
SLC25A15	52
SLC25A3	180
SLC25A37	42
SLC25A39	18
SLC28A2	154
SLC2A3	40
SLC35E1	24
SLC35E2B	159
SLC35E3	308
SLC38A2	82
SLC44A2	36
SLC50A1	73
SLC6A4	34
SLFN14	56
SLK	17
SLMAP	28
SLTM	84
SLU7	53
SMAD2	51
SMAD4	42
SMAP2	249
SMARCA2	52
SMCHD1	552
SMG1	257
SMIM27	23
SMNDC1	54
SMS	12
SNAP23	40
SNF8	48
SNRK	24
SNRPB	131
SNUPN	48
SNX3	173
SNX6	61
SNX9	348
SOD1	64
SON	363
SORL1	83
SOS1	161
SOS2	22
SP100	231
SPAG9	35
SPATA33	29
SPATS2	53
SPCS1	147
SPCS2	96
SPCS3	60
SPEN	69
SPG7	87
SPNS1	52
SPPL2A	109
SPPL3	23
SQSTM1	173
SREK1	163
SRGN	41
SRP14	283
SRRM1	213
SRRM2	345
SRSF10	220
SRSF2	49
SRSF3	184
SRSF4	168
SRSF5	483
SRSF6	76
SRSF8	47
SRSF9	77
SSH2	58
SSU72	74
ST13	76
ST3GAL1	15
STAG2	94
STAT3	81
STAT5B	49
STAU1	34
STK10	117
STK17A	198
STK17B	201
STK24	31
STK3	78
STK4	176
STMP1	24
STRAP	55
STT3B	87
STUB1	45
STX16	28
STXBP2	17
STXBP3	29
SUB1	233
SUMO1	72
SUMO2	177
SUMO3	69
SUZ12	55
SYAP1	63
SYF2	173
SZRD1	49
TAB2	16
TACC1	76
TADA3	18
TAF10	73
TAF2	177
TAF7	130
TAGLN2	201
TALDO1	19
TANGO2	13
TANK	96
TAOK1	37
TAOK3	73
TARBP1	146
TAX1BP1	108
TBC1D15	222
TBCD	234
TBCK	226
TBK1	411
TBL1XR1	54
TCEA1	141
TCF25	178
TCP11L2	51
TERF2IP	99
TET2	44
TFDP2	53
TFG	58
TGFB1	59
TGOLN2	86
THOC5	50
THOC7	31
THRAP3	109
TIMM17A	132
TKT	45
TLK1	68
TLK2	67
TLN1	128
TM9SF2	23
TMA7	311
TMBIM4	81
TMBIM6	132
TMED2	37
TMED5	22
TMEM120B	43
TMEM123	123
TMEM154	82
TMEM167A	28
TMEM183A	25
TMEM212	228
TMEM219	31
TMEM248	29
TMEM258	60
TMEM41B	40
TMEM45A	133
TMEM50A	40
TMEM59	50
TMEM9B	35
TMF1	96
TMOD3	104
TMSB10	2080
TMSB4X	2692
TMSB4XP4	78
TMUB2	35
TMX4	59
TNFAIP3	46
TNFAIP8L1	66
TNRC6B	174
TOMM7	513
TOP1	97
TP53INP1	67
TPGS1	382
TPI1	49
TPM1	165
TPM3	273
TPM4	60
TPR	106
TPST2	35
TPT1	3924
TRA2A	183
TRA2B	268
TRAM1	56
TRAPPC1	59
TRAPPC5	20
TRIM52	101
TRIM56	248
TRIM58	42
TRIOBP	14
TRIP11	140
TRIP12	49
TRIR	160
TRNAU1AP	118
TSC2	191
TSC22D3	675
TSC22D4	13
TSGA10	28
TSPAN10	90
TSPAN14	62
TSPO	59
TSPYL1	63
TTC3	146
TUBA1A	68
TUBA1B	49
TUBA4A	28
TUBB4B	25
TUT7	71
TXN	31
TXNIP	1146
TXNL1	55
TXNL4A	45
TYMP	20
U2AF1	111
UBA52	1505
UBALD2	118
UBB	381
UBC	861
UBE2B	75
UBE2D2	147
UBE2D3	171
UBE2E3	20
UBE2H	47
UBE2J1	66
UBE2L3	62
UBE2M	32
UBE2R2	28
UBL3	27
UBL5	117
UBN1	20
UBQLN1	28
UBR2	29
UBR4	51
UBXN1	171
UBXN4	102
UCP2	141
UFD1	26
UGGT1	81
UGP2	16
UIMC1	37
UPF2	128
UQCR10	61
UQCR11	117
UQCRB	328
UQCRH	188
USF2	75
USP12	55
USP15	154
USP22	40
USP33	72
USP34	108
USP47	58
USP7	76
USP8	203
USP9X	38
UTRN	106
UXT	137
VAMP2	111
VAPA	100
VASP	33
VCP	30
VHL	71
VIM	288
VMP1	33
VOPP1	33
VPS26A	34
VPS36	56
VPS37B	44
VPS4B	84
VRK1	222
VSIR	15
WAC	132
WAS	37
WASF2	91
WBP11	90
WBP2	22
WDR1	22
WDR26	63
WDR45	103
WHAMMP1	28
WIPF1	88
WIPI2	33
WNK1	53
WSB1	77
WTAP	84
XIAP	176
XPR1	72
XRCC5	56
XRCC6	72
XRN1	52
YBX1	506
YBX3	213
YIPF4	99
YIPF6	670
YME1L1	103
YPEL3	92
YPEL5	197
YTHDF2	32
YWHAB	184
YWHAZ	303
YY1	105
ZBTB7A	75
ZBTB8OS	45
ZC3H15	149
ZC3H7A	66
ZC3HAV1	66
ZEB2	149
ZFAND5	34
ZFAND6	86
ZFC3H1	59
ZFP36	71
ZFP36L1	128
ZMAT2	44
ZMAT3	105
ZMYM2	41
ZNF101	77
ZNF106	32
ZNF148	42
ZNF207	133
ZNF24	79
ZNF33A	48
ZNF34	139
ZNF385D	95
ZNF426	122
ZNF431	83
ZNF526	378
ZNF585B	79
ZNF605	267
ZNF639	83
ZNF655	67
ZNF66	221
ZNHIT1	24
ZZEF1	275
