gene	count
HLA-E-2	20
HMGB1	52
HMGB1P6	3
HMGB2	6
HMGN1	15
HMGN2	16
HNRNPA2B1	70
HNRNPA3	36
HNRNPC	32
HNRNPD	16
HNRNPDL	27
HNRNPF	6
HNRNPH2	5
HNRNPH3	14
HNRNPK	27
HNRNPM	20
HNRNPU	24
HNRNPUL1	28
HOOK3	5
HP1BP3	12
HPCAL1	24
HPS1	5
HSD17B12	14
HSP90AA1	175
HSP90AB1	100
HSPA4L	14
HSPA9	8
HYCC2	15
ICAM3	10
IDH2	7
IDS	15
IER2	15
IFI16	6
IFITM2	7
IFRD1	6
IGBP1	5
IGF2R	19
IK	10
IL2RG	13
INTS6	11
IRAG2	7
IRAK4	4
IRF1	48
IRF2	0
IRF9	5
IRS2	31
ISCA1	2
ISCU	8
ISG20L2	23
IST1	4
ITGA1	10
ITGAL	3
ITM2B	23
ITPR2	5
ITSN2	7
JAK1	21
JARID2	2
JMJD1C	18
JOSD1	9
JTB	10
JUNB	14
JUND	209
KAT6A	8
KCMF1	7
KCNK6	43
KCNMB1	24
KDM5A	3
KDM6A	6
KDM6B	8
KDM7A	5
KHDRBS1	12
KIDINS220	20
KIF2A	6
KIF5B	6
KLF2	112
KLF3	9
KLF6	75
KLHL24	13
KLHL5	9
KMT2C	17
KMT2E	23
KPNA4	7
KPNB1	7
KRAS	9
KRBA2	24
KREMEN1	2
L1TD1	22
LAMP1	4
LAMTOR1	4
LAMTOR4	14
LAMTOR5	21
LAPTM5	45
LBR	5
LCOR	8
LCP1	11
LDLR	16
LIMS1	3
LITAF	14
LMBRD1	11
LNPEP	4
LPGAT1	7
LPIN2	2
LPP	18
LRP10	6
LRRC58	44
LRRFIP1	22
LRRFIP2	3
LSM3	6
LYPLA1	4
LYRM7	20
LYST	11
MAB21L3	195
MACF1	27
MACROH2A1	5
MAF1	6
MAP1LC3B	7
MAP2K2	6
MAP2K3	3
MAP3K11	6
MAP3K2	10
MAP3K8	2
MAP4K2	13
MAP4K4	7
MAPK1	4
MAPK1IP1L	8
MAPKAPK2	2
MAPRE1	3
MARCHF6	12
MARK3	15
MAVS	2
MAX	4
MBD2	4
MBD4	14
MBD5	4
MBNL1	25
MBP	10
MCL1	8
MDM2	3
MDM4	17
MECP2	6
MED11	3
MED12	13
MED13	4
MED13L	6
MED27	10
MED28	9
MEF2A	12
METTL9	3
MFN1	19
MFSD11	4
MGAT4A	20
MGLL	2
MICAL3	23
MID1	18
MIDN	9
MIER1	2
MIGA1	4
MINDY2	15
MKNK2	3
MKRN1	1
MLF2	5
MLH1	16
MLLT6-1	11
MLX	39
MMP24OS	2
MOB1A	15
MORC3	8
MORF4L1	14
MPC2	2
MPLKIP	6
MRFAP1	6
MRPL33	2
MRPL57	11
MS4A4E	21
MSL1	2
MSN	10
MT-ATP6	1026
MT-ATP8	17
MT-CO1	703
MT-CO2	945
MT-CO3	1302
MT-CYB	758
MT-ND1	567
MT-ND2	403
MT-ND3	1160
MT-ND4	706
MT-ND4L	50
MT-ND5	153
MTATP6P1	489
MTCH1	9
MTDH	8
MTHFD1	33
MTND1P23	23
MTND2P28	8
MTPN	33
MXI1	3
MYADM	12
MYCBP2	22
MYH7B	4
MYH9	10
MYL12A	22
MYL12B	14
MYL6	21
MYO5A	14
MYO9B	5
N4BP2L2	30
NAA60	6
NABP1	67
NACA	106
NAMPT	20
NAP1L1	37
NAPA	1
NAPG	3
NARF	3
NASP	11
NBPF10	51
NBPF14	11
NBPF19	6
NBR1	7
NCBP3	6
NCOA1	1
NCOA3	14
NCOA4	4
NCOR1	11
NDUFA1	10
NDUFA13	10
NDUFA2	8
NDUFA4	14
NDUFA5	7
NDUFB1	6
NDUFB11	12
NDUFB4	9
NDUFB9	8
NDUFC1	3
NDUFS2	3
NEDD8	7
NFAT5	1
NFE2L2	2
NFKB2	11
NFKBIA	22
NFKBIB	5
NFKBIZ	8
NIN	11
NIPBL	12
NKTR	12
NMI	5
NMNAT3	121
NNT	9
NONO	8
NOP10	4
NOTCH2NLC	14
NPC2	8
NPEPPS	18
NR1H2	3
NR4A2	8
NRDC	3
NSD1	8
NSD3	16
NT5C3A	3
NUDC	5
NUDT3	17
NUFIP2	6
NUMB	6
OAZ1	37
OAZ2	10
OCIAD1	5
ODC1	10
OGA	13
OGDH	3
OPHN1	34
OR11G2	2
ORAI1	6
ORAI2	19
ORC4	92
OSBPL8	8
OSER1	5
OST4	19
OSTF1	2
OTUB1	4
OTUD5	6
P2RX4	6
P2RX7	14
P4HB	4
PABPC1	71
PABPN1	4
PACS1	5
PAFAH1B1	31
PAFAH1B2	3
PAIP2	13
PAK2	9
PANK2	1
PAPOLA	13
PARK7	15
PBRM1	3
PCBP1	16
PCBP2	35
PCGF5	3
PCM1	6
PCMTD1	5
PCSK7	43
PCYT1A	6
PDAP1	6
PDCD10	5
PDCD4	7
PDE4DIP	5
PDIA3	28
PDIA5	9
PELI1	14
PET100	5
PFDN5	71
PFN1	19
PGAM1	2
PGK1	5
PGLS	3
PHACTR1	9
PHF20	20
PHF20L1	6
PHF3	18
PHIP	9
PHKB	9
PIAS1	6
PIGN	76
PIK3C3	6
PIM1	2
PIP4K2A	3
PITHD1	1
PJA2	6
PKN2	2
PLA2G10CP	9
PLAT	25
PLEK	5
PLEKHB2	12
PLP2	6
PMAIP1	18
PNPLA2	1
PNPLA8	6
PNPT1	65
PNRC1	38
POC1B	10
POLR1D	8
POLR2E	4
POLR2J	5
POLR2J3-1	22
POMP	4
PPDPF	21
PPHLN1	25
PPIA	38
PPIG	15
PPM1A	6
PPP1CA	7
PPP1CB	5
PPP1R12A	6
PPP1R15A	46
PPP1R2	16
PPP2R2A	2
PPP2R5A	2
PPP2R5C	33
PPP3CA	9
PPP3R1	3
PPP4C	4
PPP4R2	0
PPP4R3B	5
PPP6R1	2
PPP6R3	6
PRDM2	24
PRDX5	7
PRDX6	3
PRELID1	4
PREX1	5
PRKACA	29
PRKAG2	5
PRKAR1A	9
PRKCB	23
PRKX	21
PRMT2	2
PRPSAP1	5
PRR11	14
PRR13	9
PRRC2C	43
PSAP	8
PSIP1	13
PSMA4	4
PSMA6	7
PSMA7	6
PSMB1	10
PSMD13	5
PSMD4	4
PSMD6	3
PSME1	21
PSME4	7
PTBP3	10
PTEN	5
PTGES3	7
PTMA	232
PTP4A2	10
PTPN1	7
PTPN11	14
PTPN18	5
PTPN6	5
PTPRC	23
PTPRJ	5
QKI	5
R3HDM2	7
R3HDM4	5
RAB11A	1
RAB14	6
RAB18	9
RAB1A	2
RAB21	4
RAB27A	13
RAB2A	8
RAB5A	4
RAB5C	3
RAB5IF	3
RAB7A	5
RAB8A	5
RAB8B	3
RABAC1	10
RABGAP1L	3
RAC1	9
RAC2	23
RACK1	103
RAD21	15
RAD23B	6
RAF1	7
RALBP1	4
RALY	2
RAP1A	2
RAP1B	12
RASGRP2	7
RB1CC1	10
RBBP6	14
RBM22P2	23
RBM3	31
RBM38	9
RBM39	55
RBM4	11
RBM8A	10
RBX1	3
RC3H1	7
RCOR3	6
REEP5	3
REL	88
RESF1	19
RFFL	18
RGS10	3
RHAG	3
RHEB	2
RHOA	11
RHOF	5
RHOG	3
RICTOR	18
RILPL2	1
RIOK3	6
RIPOR2	23
RNASEK	3
RNASEK-C17orf49	10
RNASET2	13
RNF10	6
RNF11	1
RNF115	10
RNF14	9
RNF145	11
RNF213	11
RNF41	10
RNF7	3
RNPEPL1	2
RO60	9
ROCK1	9
RPAP2	24
RPL10	506
RPL11	350
RPL12	226
RPL13	545
RPL13A	441
RPL14	148
RPL15	197
RPL18	231
RPL18A	350
RPL19	288
RPL21	381
RPL23	130
RPL23A	344
RPL24	107
RPL26	297
RPL27A	230
RPL28	274
RPL29	208
RPL3	267
RPL30	450
RPL31	105
RPL32	391
RPL34	442
RPL35A	237
RPL36	231
RPL36AL	22
RPL37	476
RPL37A	343
RPL38	210
RPL39	530
RPL4	102
RPL41	651
RPL5	170
RPL6	161
RPL7	142
RPL7A	216
RPL8	134
RPLP1	498
RPLP2	306
RPS10	197
RPS11	294
RPS12	446
RPS13	187
RPS14	316
RPS15	277
RPS15A	346
RPS16	229
RPS19	380
RPS19BP1	5
RPS2	412
RPS20	228
RPS21	318
RPS23	446
RPS24	179
RPS25	213
RPS26	104
RPS27	955
RPS27A	367
RPS27L	13
RPS28	370
RPS29	438
RPS3	255
RPS3A	354
RPS4X	270
RPS5	155
RPS6	304
RPS6KA3	15
RPS7	194
RPS8	356
RSF1	12
RSRC2	29
RSRP1	17
RTF1	14
RTF2	3
RTN4	4
RUNDC1	11
S100A4	3
S100A6	6
SAMD4B	30
SAMD9	2
SAP18	10
SAP30BP	4
SAR1A	28
SARAF	23
SAT1	12
SBNO1	5
SCAF11	27
SCAND1	11
SCFD1	14
SDCBP	5
SEC11A	10
SEC14L1	0
SEC22B	4
SEC23A	10
SEC61G	8
SEC62	33
SECISBP2	12
SELENOF	10
SELENOK	4
SELENOT	12
SEMA6B	56
SENP7	6
SEPTIN2	7
SEPTIN7	36
SEPTIN9	5
SERF2	46
SERINC3	4
SERP1	21
SERPINB1	5
SET	17
SETD6	4
SETX	2
SF1	43
SF3A1	3
SF3B1	16
SF3B2	12
SF3B5	6
SF3B6	6
SFI1	13
SFPQ	34
SH3BGRL	9
SH3BGRL3	36
SH3BP5	9
SH3GLB1	7
SH3KBP1	5
SH3TC2	3
SHISA5	1
SHISA9	5
SHKBP1	5
SHOC2	4
SIAH2	3
SIRT2	11
SKAP2	7
SKP1	21
SLC25A15	7
SLC25A3	14
SLC25A37	7
SLC25A39	2
SLC28A2	26
SLC2A3	20
SLC35E1	4
SLC35E2B	28
SLC35E3	52
SLC38A2	13
SLC44A2	4
SLC50A1	6
SLC6A4	2
SLFN14	12
SLK	5
SLMAP	4
SLTM	10
SLU7	2
SMAD2	5
SMAD4	7
SMAP2	17
SMARCA2	2
SMCHD1	61
SMG1	38
SMIM27	3
SMNDC1	5
SMS	3
SNAP23	3
SNF8	6
SNRK	2
SNRPB	13
SNUPN	10
SNX3	16
SNX6	3
SNX9	19
SOD1	15
SON	27
SORL1	2
SOS1	31
SOS2	4
SP100	25
SPAG9	6
SPATA33	3
SPATS2	8
SPCS1	19
SPCS2	13
SPCS3	8
SPEN	6
SPG7	3
SPNS1	6
SPPL2A	13
SPPL3	3
SQSTM1	15
SREK1	13
SRGN	4
SRP14	34
SRRM1	28
SRRM2	59
SRSF10	16
SRSF2	7
SRSF3	26
SRSF4	24
SRSF5	46
SRSF6	9
SRSF8	5
SRSF9	6
SSH2	15
SSU72	9
ST13	6
ST3GAL1	2
STAG2	4
STAT3	8
STAT5B	7
STAU1	2
STK10	18
STK17A	27
STK17B	28
STK24	6
STK3	10
STK4	28
STMP1	5
STRAP	1
STT3B	16
STUB1	2
STX16	2
STXBP2	4
STXBP3	1
SUB1	22
SUMO1	7
SUMO2	19
SUMO3	3
SUZ12	11
SYAP1	7
SYF2	27
SZRD1	4
TAB2	2
TACC1	5
TADA3	4
TAF10	6
TAF2	27
TAF7	15
TAGLN2	22
TALDO1	4
TANGO2	2
TANK	15
TAOK1	4
TAOK3	1
TARBP1	17
TAX1BP1	7
TBC1D15	22
TBCD	27
TBCK	18
TBK1	55
TBL1XR1	8
TCEA1	14
TCF25	17
TCP11L2	12
TERF2IP	13
TET2	4
TFDP2	5
TFG	9
TGFB1	6
TGOLN2	9
THOC5	7
THOC7	5
THRAP3	6
TIMM17A	17
TKT	2
TLK1	4
TLK2	9
TLN1	11
TM9SF2	6
TMA7	41
TMBIM4	15
TMBIM6	5
TMED2	4
TMED5	2
TMEM120B	6
TMEM123	14
TMEM154	13
TMEM167A	3
TMEM183A	2
TMEM212	32
TMEM219	7
TMEM248	5
TMEM258	7
TMEM41B	3
TMEM45A	21
TMEM50A	3
TMEM59	8
TMEM9B	4
TMF1	11
TMOD3	17
TMSB10	245
TMSB4X	335
TMSB4XP4	5
TMUB2	5
TMX4	6
TNFAIP3	7
TNFAIP8L1	10
TNRC6B	18
TOMM7	59
TOP1	5
TP53INP1	9
TPGS1	41
TPI1	3
TPM1	15
TPM3	27
TPM4	11
TPR	10
TPST2	1
TPT1	388
TRA2A	34
TRA2B	34
TRAM1	6
TRAPPC1	7
TRAPPC5	9
TRIM52	14
TRIM56	30
TRIM58	5
TRIOBP	4
TRIP11	19
TRIP12	1
TRIR	24
TRNAU1AP	21
TSC2	31
TSC22D3	84
TSC22D4	1
TSGA10	8
TSPAN10	22
TSPAN14	4
TSPO	3
TSPYL1	13
TTC3	17
TUBA1A	25
TUBA1B	10
TUBA4A	5
TUBB4B	4
TUT7	2
TXN	3
TXNIP	130
TXNL1	3
TXNL4A	5
TYMP	5
U2AF1	7
UBA52	154
UBALD2	11
UBB	46
UBC	90
UBE2B	5
UBE2D2	12
UBE2D3	18
UBE2E3	2
UBE2H	2
UBE2J1	23
UBE2L3	2
UBE2M	0
UBE2R2	5
UBL3	3
UBL5	15
UBN1	1
UBQLN1	4
UBR2	2
UBR4	3
UBXN1	16
UBXN4	10
UCP2	18
UFD1	0
UGGT1	5
UGP2	0
UIMC1	10
UPF2	17
UQCR10	8
UQCR11	10
UQCRB	27
UQCRH	18
USF2	6
USP12	3
USP15	13
USP22	8
USP33	9
USP34	8
USP47	2
USP7	6
USP8	28
USP9X	5
UTRN	8
UXT	12
VAMP2	15
VAPA	13
VASP	2
VCP	6
VHL	6
VIM	11
VMP1	6
VOPP1	4
VPS26A	4
VPS36	5
VPS37B	4
VPS4B	8
VRK1	28
VSIR	0
WAC	7
WAS	4
WASF2	14
WBP11	7
WBP2	3
WDR1	4
WDR26	9
WDR45	12
WHAMMP1	4
WIPF1	9
WIPI2	4
WNK1	2
WSB1	14
WTAP	11
XIAP	23
XPR1	9
XRCC5	10
XRCC6	7
XRN1	6
YBX1	47
YBX3	13
YIPF4	11
YIPF6	98
YME1L1	23
YPEL3	11
YPEL5	27
YTHDF2	4
YWHAB	12
YWHAZ	46
YY1	10
ZBTB7A	24
ZBTB8OS	5
ZC3H15	9
ZC3H7A	6
ZC3HAV1	7
ZEB2	13
ZFAND5	2
ZFAND6	17
ZFC3H1	4
ZFP36	19
ZFP36L1	15
ZMAT2	4
ZMAT3	8
ZMYM2	4
ZNF101	14
ZNF106	3
ZNF148	6
ZNF207	22
ZNF24	6
ZNF33A	6
ZNF34	17
ZNF385D	20
ZNF426	25
ZNF431	7
ZNF526	56
ZNF585B	11
ZNF605	35
ZNF639	8
ZNF655	7
ZNF66	28
ZNHIT1	4
ZZEF1	28
