gene	count
DYNLRB1	0
DYNLT3	1
DYRK1A	1
E2F3P2	1
EEF1A1	2
EEF2	0
EHBP1L1	1
EHD1	13
EIF1	11
EIF1B	0
EIF2AK1	0
EIF3I	1
EIF4A1	0
EIF4A2	1
EIF4B	1
EIF4EBP2	0
EIF4G2	2
EIF4G3	0
EIF4H	0
EIF5	12
EIF5A	0
ELAPOR1	11
ELAVL1	0
ELF1	0
ELF2	4
ELMO1	0
ELOB	2
EMC10	0
EMC3	0
EMD	2
EMP3	4
ENO1	1
ENSA	0
EP300	13
EPB41	3
EPN1	2
EPS15	0
ERBIN	4
ERICH1	0
ERN1	7
ETV6	2
EVI2B	10
EWSR1	0
EXOC7	0
FAAP20	0
FAM107B	1
FAM120AOS	2
FAM133B	8
FAM177A1	5
FAM204A	0
FAM241A	6
FAM32A	0
FAM50A	0
FAM89B	1
FAU	10
FAUP4	1
FAXC	10
FBRS	1
FBXL20	1
FBXL3	1
FBXO11	2
FBXO48	15
FBXO7	0
FBXO9	0
FBXW7	4
FEM1A	11
FERMT3	2
FGFR1OP2	0
FIS1	0
FKBP1A	2
FKBP8	2
FLNA	1
FLOT2	3
FMN1	5
FMNL1	18
FNBP1	1
FNIP1	2
FOS	19
FOSB	11
FOXN3	1
FOXO3	6
FOXP1	1
FTH1	155
FTL	57
FUS	1
FXR1	1
FXR2	2
FXYD5	1
FYTTD1	0
G3BP2	3
GABARAP	6
GABARAPL2	0
GABRD	2
GALNT1	0
GAPDH	3
GAPVD1	0
GASK1A	14
GATAD2A	1
GATD1	4
GBF1	4
GCC2	2
GGNBP2	2
GHITM	0
GIT2	1
GLRX5	0
GLTP	3
GMFG	8
GNA13	1
GNAI2	7
GNAI3	3
GNAS	2
GNB1	3
GNB2	8
GNB5	5
GNG5	0
GNL3L	6
GNPTG	4
GOLGA2	4
GOLGA4	1
GOLGB1	13
GOLM2	0
GOSR1	0
GPATCH2L	3
GPBP1	2
GPBP1L1	0
GPCPD1	4
GPSM2	4
GPX1	0
GPX4	1
GRB2	5
GRIPAP1	2
GRK2	3
GRK3	2
GRK6	0
GSK3B	1
GSPT1	0
GSTK1	1
GSTO1	1
GTDC1	6
GTF2I	1
GTPBP4	7
GUK1	1
GYPC	0
H1-2	0
H2AC18	18
H2AC19	18
H2AZ1	4
H2AZ2	1
H3-3A	34
H3-3B	43
HADHB	0
HAPSTR1	7
HAT1	0
HBA1	0
HBA2	3
HBB	9
HBP1	4
HCLS1	1
HCST	0
HDGF	2
HECTD1	1
HELZ	1
HERC1	0
HIF1A	12
HINT1	1
HIPK1	1
HIPK3	3
HLA-A-3	8
HLA-A-6	8
HLA-B-1	13
HLA-B-2	10
HLA-B-3	10
HLA-B-5	13
HLA-DQA1-2	3
HLA-DQA1-4	3
HLA-E	8
HLA-E-1	8
HLA-E-2	8
HMGB1	2
HMGB1P6	0
HMGB2	1
HMGN1	1
HMGN2	0
HNRNPA2B1	9
HNRNPA3	4
HNRNPC	6
HNRNPD	1
HNRNPDL	1
HNRNPF	1
HNRNPH2	1
HNRNPH3	0
HNRNPK	3
HNRNPM	2
HNRNPU	3
HNRNPUL1	5
HOOK3	1
HP1BP3	3
HPCAL1	11
HPS1	0
HSD17B12	3
HSP90AA1	6
HSP90AB1	0
HSPA4L	7
HSPA9	2
HYCC2	6
ICAM3	1
IDH2	0
IDS	1
IER2	22
IFI16	3
IFITM2	56
IFRD1	2
IGBP1	0
IGF2R	18
IK	1
IL2RG	2
INTS6	1
IRAG2	5
IRAK4	1
IRF1	60
IRF2	3
IRF9	9
IRS2	8
ISCA1	0
ISCU	0
ISG20L2	3
IST1	1
ITGA1	4
ITGAL	1
ITM2B	19
ITPR2	1
ITSN2	6
JAK1	10
JARID2	2
JMJD1C	4
JOSD1	1
JTB	2
JUNB	26
JUND	27
KAT6A	3
KCMF1	0
KCNK6	10
KCNMB1	4
KDM5A	1
KDM6A	4
KDM6B	15
KDM7A	1
KHDRBS1	4
KIDINS220	4
KIF2A	0
KIF5B	0
KLF2	5
KLF3	1
KLF6	10
KLHL24	0
KLHL5	0
KMT2C	11
KMT2E	0
KPNA4	3
KPNB1	3
KRAS	2
KRBA2	1
KREMEN1	3
L1TD1	5
LAMP1	4
LAMTOR1	0
LAMTOR4	3
LAMTOR5	0
LAPTM5	14
LBR	4
LCOR	2
LCP1	9
LDLR	7
LIMS1	1
LITAF	41
LMBRD1	2
LNPEP	1
LPGAT1	1
LPIN2	1
LPP	3
LRP10	2
LRRC58	10
LRRFIP1	15
LRRFIP2	0
LSM3	0
LYPLA1	1
LYRM7	11
LYST	2
MAB21L3	8
MACF1	1
MACROH2A1	1
MAF1	0
MAP1LC3B	2
MAP2K2	0
MAP2K3	5
MAP3K11	7
MAP3K2	6
MAP3K8	1
MAP4K2	1
MAP4K4	2
MAPK1	1
MAPK1IP1L	0
MAPKAPK2	3
MAPRE1	0
MARCHF6	4
MARK3	0
MAVS	1
MAX	3
MBD2	0
MBD4	1
MBD5	0
MBNL1	2
MBP	2
MCL1	25
MDM2	1
MDM4	5
MECP2	3
MED11	1
MED12	7
MED13	1
MED13L	3
MED27	2
MED28	1
MEF2A	1
METTL9	0
MFN1	5
MFSD11	1
MGAT4A	12
MGLL	1
MICAL3	3
MID1	11
MIDN	5
MIER1	1
MIGA1	3
MINDY2	0
MKNK2	2
MKRN1	0
MLF2	3
MLH1	3
MLLT6-1	5
MLX	12
MMP24OS	1
MOB1A	1
MORC3	1
MORF4L1	2
MPC2	0
MPLKIP	1
MRFAP1	0
MRPL33	1
MRPL57	0
MS4A4E	4
MSL1	3
MSN	5
MT-ATP6	35
MT-ATP8	1
MT-CO1	15
MT-CO2	16
MT-CO3	68
MT-CYB	38
MT-ND1	36
MT-ND2	26
MT-ND3	25
MT-ND4	23
MT-ND4L	1
MT-ND5	6
MTATP6P1	8
MTCH1	1
MTDH	2
MTHFD1	7
MTND1P23	0
MTND2P28	3
MTPN	0
MXI1	1
MYADM	6
MYCBP2	1
MYH7B	2
MYH9	6
MYL12A	0
MYL12B	2
MYL6	16
MYO5A	3
MYO9B	2
N4BP2L2	4
NAA60	3
NABP1	112
NACA	2
NAMPT	760
NAP1L1	0
NAPA	2
NAPG	0
NARF	1
NASP	0
NBPF10	2
NBPF14	1
NBPF19	1
NBR1	2
NCBP3	0
NCOA1	1
NCOA3	0
NCOA4	3
NCOR1	0
NDUFA1	2
NDUFA13	0
NDUFA2	0
NDUFA4	0
NDUFA5	0
NDUFB1	1
NDUFB11	0
NDUFB4	0
NDUFB9	1
NDUFC1	1
NDUFS2	2
NEDD8	0
NFAT5	1
NFE2L2	4
NFKB2	10
NFKBIA	108
NFKBIB	1
NFKBIZ	51
NIN	4
NIPBL	2
NKTR	0
NMI	4
NMNAT3	6
NNT	0
NONO	0
NOP10	2
NOTCH2NLC	0
NPC2	1
NPEPPS	2
NR1H2	1
NR4A2	4
NRDC	0
NSD1	3
NSD3	1
NT5C3A	1
NUDC	1
NUDT3	1
NUFIP2	2
NUMB	2
OAZ1	11
OAZ2	4
OCIAD1	0
ODC1	0
OGA	2
OGDH	1
OPHN1	3
OR11G2	1
ORAI1	0
ORAI2	6
ORC4	8
OSBPL8	3
OSER1	2
OST4	1
OSTF1	0
OTUB1	0
OTUD5	2
P2RX4	2
P2RX7	13
P4HB	1
PABPC1	12
PABPN1	0
PACS1	0
PAFAH1B1	11
PAFAH1B2	1
PAIP2	1
PAK2	2
PANK2	2
PAPOLA	3
PARK7	2
PBRM1	1
PCBP1	1
PCBP2	2
PCGF5	0
PCM1	0
PCMTD1	0
PCSK7	5
PCYT1A	2
PDAP1	0
PDCD10	0
PDCD4	3
PDE4DIP	2
PDIA3	2
PDIA5	0
PELI1	12
PET100	1
PFDN5	0
PFN1	5
PGAM1	0
PGK1	1
PGLS	2
PHACTR1	8
PHF20	3
PHF20L1	2
PHF3	2
PHIP	2
PHKB	1
PIAS1	3
PIGN	10
PIK3C3	8
PIM1	1
PIP4K2A	0
PITHD1	1
PJA2	2
PKN2	1
PLA2G10CP	1
PLAT	10
PLEK	18
PLEKHB2	3
PLP2	0
PMAIP1	4
PNPLA2	2
PNPLA8	4
PNPT1	18
PNRC1	18
POC1B	0
POLR1D	0
POLR2E	0
POLR2J	1
POLR2J3-1	3
POMP	0
PPDPF	0
PPHLN1	6
PPIA	1
PPIG	0
PPM1A	2
PPP1CA	1
PPP1CB	5
PPP1R12A	2
PPP1R15A	20
PPP1R2	2
PPP2R2A	1
PPP2R5A	1
PPP2R5C	10
PPP3CA	1
PPP3R1	1
PPP4C	0
PPP4R2	2
PPP4R3B	1
PPP6R1	0
PPP6R3	1
PRDM2	2
PRDX5	1
PRDX6	0
PRELID1	0
PREX1	4
PRKACA	5
PRKAG2	2
PRKAR1A	0
PRKCB	2
PRKX	1
PRMT2	0
PRPSAP1	0
PRR11	1
PRR13	2
PRRC2C	5
PSAP	5
PSIP1	0
PSMA4	3
PSMA6	1
PSMA7	1
PSMB1	0
PSMD13	0
PSMD4	1
PSMD6	1
PSME1	1
PSME4	2
PTBP3	2
PTEN	6
PTGES3	0
PTMA	5
PTP4A2	8
PTPN1	0
PTPN11	0
PTPN18	0
PTPN6	2
PTPRC	23
PTPRJ	3
QKI	2
R3HDM2	1
R3HDM4	6
RAB11A	1
RAB14	0
RAB18	0
RAB1A	2
RAB21	3
RAB27A	2
RAB2A	2
RAB5A	1
RAB5C	2
RAB5IF	3
RAB7A	2
RAB8A	0
RAB8B	6
RABAC1	1
RABGAP1L	1
RAC1	7
RAC2	4
RACK1	1
RAD21	0
RAD23B	1
RAF1	5
RALBP1	0
RALY	0
RAP1A	0
RAP1B	3
RASGRP2	2
RB1CC1	5
RBBP6	0
RBM22P2	6
RBM3	1
RBM38	0
RBM39	5
RBM4	1
RBM8A	2
RBX1	0
RC3H1	3
RCOR3	1
REEP5	1
REL	9
RESF1	3
RFFL	7
RGS10	0
RHAG	6
RHEB	1
RHOA	9
RHOF	1
RHOG	2
RICTOR	16
RILPL2	2
RIOK3	2
RIPOR2	8
RNASEK	9
RNASEK-C17orf49	1
RNASET2	8
RNF10	3
RNF11	1
RNF115	0
RNF14	1
RNF145	1
RNF213	5
RNF41	5
RNF7	0
RNPEPL1	1
RO60	0
ROCK1	4
RPAP2	3
RPL10	1
RPL11	1
RPL12	1
RPL13	1
RPL13A	0
RPL14	0
RPL15	0
RPL18	0
RPL18A	0
RPL19	3
RPL21	2
RPL23	2
RPL23A	0
RPL24	0
RPL26	0
RPL27A	1
RPL28	0
RPL29	0
RPL3	1
RPL30	4
RPL31	0
RPL32	2
RPL34	0
RPL35A	2
RPL36	1
RPL36AL	0
RPL37	1
RPL37A	0
RPL38	1
RPL39	3
RPL4	0
RPL41	8
RPL5	0
RPL6	0
RPL7	0
RPL7A	1
RPL8	0
RPLP1	2
RPLP2	1
RPS10	0
RPS11	3
RPS12	2
RPS13	0
RPS14	5
RPS15	2
RPS15A	3
RPS16	3
RPS19	2
RPS19BP1	0
RPS2	0
RPS20	1
RPS21	1
RPS23	0
RPS24	0
RPS25	1
RPS26	1
RPS27	1
RPS27A	3
RPS27L	2
RPS28	2
RPS29	1
RPS3	4
RPS3A	1
RPS4X	1
RPS5	0
RPS6	0
RPS6KA3	2
RPS7	0
RPS8	0
RSF1	0
RSRC2	1
RSRP1	4
RTF1	1
RTF2	0
RTN4	3
RUNDC1	1
S100A4	15
S100A6	19
SAMD4B	10
SAMD9	4
SAP18	1
SAP30BP	4
SAR1A	13
SARAF	4
SAT1	141
SBNO1	2
SCAF11	5
SCAND1	1
SCFD1	1
SDCBP	10
SEC11A	1
SEC14L1	4
SEC22B	3
SEC23A	3
SEC61G	0
SEC62	3
SECISBP2	0
SELENOF	0
SELENOK	1
SELENOT	0
SEMA6B	20
SENP7	1
SEPTIN2	5
SEPTIN7	3
SEPTIN9	1
SERF2	2
SERINC3	4
SERP1	1
SERPINB1	5
SET	1
SETD6	2
SETX	5
SF1	5
SF3A1	0
SF3B1	5
SF3B2	1
SF3B5	0
SF3B6	1
SFI1	11
SFPQ	1
SH3BGRL	0
SH3BGRL3	10
SH3BP5	4
SH3GLB1	2
SH3KBP1	1
SH3TC2	0
SHISA5	0
SHISA9	1
SHKBP1	2
SHOC2	6
SIAH2	0
SIRT2	2
SKAP2	1
SKP1	1
SLC25A15	2
SLC25A3	2
SLC25A37	39
SLC25A39	0
SLC28A2	5
SLC2A3	6
SLC35E1	0
SLC35E2B	2
SLC35E3	15
SLC38A2	0
SLC44A2	1
SLC50A1	2
SLC6A4	4
SLFN14	2
SLK	1
SLMAP	1
SLTM	0
SLU7	0
SMAD2	1
SMAD4	1
SMAP2	4
SMARCA2	0
SMCHD1	51
SMG1	7
SMIM27	1
SMNDC1	1
SMS	0
SNAP23	0
SNF8	0
SNRK	2
SNRPB	0
SNUPN	2
SNX3	0
SNX6	3
SNX9	0
SOD1	0
SON	1
SORL1	14
SOS1	1
SOS2	1
SP100	2
SPAG9	7
SPATA33	3
SPATS2	3
SPCS1	2
SPCS2	0
SPCS3	2
SPEN	2
SPG7	3
SPNS1	2
SPPL2A	1
SPPL3	1
SQSTM1	6
SREK1	2
SRGN	108
SRP14	2
SRRM1	1
SRRM2	2
SRSF10	3
SRSF2	1
SRSF3	1
SRSF4	4
SRSF5	6
SRSF6	1
SRSF8	1
SRSF9	1
SSH2	3
SSU72	1
ST13	1
ST3GAL1	0
STAG2	2
STAT3	7
STAT5B	8
STAU1	0
STK10	7
STK17A	0
STK17B	1
STK24	0
STK3	5
STK4	8
STMP1	0
STRAP	1
STT3B	4
STUB1	1
STX16	0
STXBP2	2
STXBP3	1
SUB1	3
SUMO1	0
SUMO2	1
SUMO3	0
SUZ12	0
SYAP1	2
SYF2	3
SZRD1	2
TAB2	1
TACC1	6
TADA3	0
TAF10	0
TAF2	1
TAF7	3
TAGLN2	17
TALDO1	6
TANGO2	2
TANK	7
TAOK1	0
TAOK3	2
TARBP1	2
TAX1BP1	3
TBC1D15	2
TBCD	20
TBCK	11
TBK1	6
TBL1XR1	0
TCEA1	1
TCF25	1
TCP11L2	1
TERF2IP	0
TET2	2
TFDP2	2
TFG	4
TGFB1	3
TGOLN2	4
THOC5	6
THOC7	0
THRAP3	4
TIMM17A	3
TKT	3
TLK1	0
TLK2	1
TLN1	4
TM9SF2	1
TMA7	5
TMBIM4	5
TMBIM6	2
TMED2	1
TMED5	1
TMEM120B	4
TMEM123	0
TMEM154	8
TMEM167A	0
TMEM183A	2
TMEM212	2
TMEM219	1
TMEM248	0
TMEM258	1
TMEM41B	0
TMEM45A	1
TMEM50A	0
TMEM59	2
TMEM9B	0
TMF1	4
TMOD3	5
TMSB10	2
TMSB4X	27
TMSB4XP4	1
TMUB2	2
TMX4	1
TNFAIP3	43
TNFAIP8L1	2
TNRC6B	1
TOMM7	0
TOP1	4
TP53INP1	1
TPGS1	14
TPI1	0
TPM1	7
TPM3	16
TPM4	3
TPR	5
TPST2	2
TPT1	16
TRA2A	3
TRA2B	0
TRAM1	1
TRAPPC1	0
TRAPPC5	2
TRIM52	6
TRIM56	4
TRIM58	0
TRIOBP	1
TRIP11	2
TRIP12	3
TRIR	2
TRNAU1AP	2
TSC2	8
TSC22D3	7
TSC22D4	2
TSGA10	4
TSPAN10	25
TSPAN14	3
TSPO	1
TSPYL1	0
TTC3	1
TUBA1A	5
TUBA1B	0
TUBA4A	0
TUBB4B	0
TUT7	3
TXN	2
TXNIP	5
TXNL1	1
TXNL4A	0
TYMP	3
U2AF1	2
UBA52	5
UBALD2	6
UBB	0
UBC	11
UBE2B	7
UBE2D2	0
UBE2D3	16
UBE2E3	1
UBE2H	2
UBE2J1	3
UBE2L3	0
UBE2M	0
UBE2R2	2
UBL3	0
UBL5	1
UBN1	3
UBQLN1	0
UBR2	1
UBR4	0
UBXN1	1
UBXN4	1
UCP2	0
UFD1	1
UGGT1	4
UGP2	0
UIMC1	0
UPF2	2
UQCR10	0
UQCR11	0
UQCRB	2
UQCRH	0
USF2	0
USP12	0
USP15	1
USP22	0
USP33	0
USP34	2
USP47	1
USP7	3
USP8	12
USP9X	4
UTRN	1
UXT	0
VAMP2	5
VAPA	1
VASP	11
VCP	2
VHL	2
VIM	7
VMP1	5
VOPP1	2
VPS26A	1
VPS36	1
VPS37B	1
VPS4B	1
VRK1	2
VSIR	7
WAC	8
WAS	2
WASF2	3
WBP11	0
WBP2	1
WDR1	3
WDR26	1
WDR45	3
WHAMMP1	1
WIPF1	6
WIPI2	0
WNK1	1
WSB1	6
WTAP	0
XIAP	9
XPR1	3
XRCC5	0
XRCC6	1
XRN1	2
YBX1	0
YBX3	3
YIPF4	7
YIPF6	28
YME1L1	7
YPEL3	3
YPEL5	4
YTHDF2	0
YWHAB	6
YWHAZ	3
YY1	0
ZBTB7A	0
ZBTB8OS	0
ZC3H15	1
ZC3H7A	0
ZC3HAV1	1
ZEB2	4
ZFAND5	2
ZFAND6	2
ZFC3H1	1
ZFP36	33
ZFP36L1	13
ZMAT2	1
ZMAT3	7
ZMYM2	1
ZNF101	1
ZNF106	1
ZNF148	0
ZNF207	4
ZNF24	1
ZNF33A	3
ZNF34	7
ZNF385D	6
ZNF426	5
ZNF431	6
ZNF526	16
ZNF585B	6
ZNF605	5
ZNF639	2
ZNF655	3
ZNF66	2
ZNHIT1	0
ZZEF1	9
