gene	count
CD37	32
CD46	66
CD47	4
CD55	91
CD63	20
CD74	20
CD82	115
CDC37	2
CDC42	72
CDC42SE1	27
CDC42SE2	69
CDKL5	24
CDKN1B	7
CDKN2D	42
CDS2	33
CDV3	25
CEACAM22P	45
CELF2	46
CERCAM	45
CERT1	9
CFL1	53
CFLAR	85
CGGBP1	6
CHCHD2	11
CHD1	52
CHD2	41
CHD4	31
CHD9	2
CHFR	27
CHMP1B	16
CHMP2A	25
CHMP2B	21
CHMP4B	8
CHMP5	4
CHST12	143
CHURC1	8
CIR1	60
CIRBP	4
CKLF	17
CLEC2B	27
CLINT1	4
CLIP1	43
CLK1	21
CLTA	7
CLTC	17
CMBL	41
CMC2	9
CMIP	4
CMTM6	57
CNBP	59
CNN2	38
CNPY3	16
COA1	17
COMMD6	6
COPA	24
COPE	5
COPS2	3
COQ10B	17
CORO1A	15
COTL1	97
COX17	4
COX4I1	11
COX5B	13
COX6A1	10
COX6B1	13
COX7A2	6
COX7B	8
COX7C	1
COX8A	8
CPEB4	91
CPT1A	7
CRBN	3
CREB1	6
CREBRF	78
CSDE1	32
CSK	9
CSNK1A1	33
CSNK1D	40
CSNK1G2	9
CSNK2A1	27
CTBS	20
CTCF	5
CTDSP1	4
CTDSP2	7
CTSC	5
CTSS	136
CTSZ	11
CUL3	15
CUL4B	18
CUX1	8
CXCR4	206
CYB561A3	54
CYB5R3	1
CYB5R4	33
CYBA	57
CYBC1	6
CYLD	59
CYP20A1	28
CYRIB	77
CYTH2	42
DAD1	4
DAPP1	12
DAZAP2	102
DBI	5
DBNL	10
DCAKD	21
DCP2	12
DCUN1D1	6
DCUN1D2	46
DDX17	38
DDX21	56
DDX3X	45
DDX5	96
DDX6	27
DEK	4
DESI1	8
DGKH	5
DGKZ	11
DHRS7	26
DIAPH1	8
DNAJA1	25
DNAJB1	52
DNAJB6	37
DNAJC21	14
DNAJC7	12
DNM1	8
DNM2	8
DR1	3
DRAP1	5
DSG3	39
DUSP1	421
DYNLL1	2
DYNLL2	7
DYNLRB1	5
DYNLT3	7
DYRK1A	17
E2F3P2	8
EEF1A1	34
EEF2	5
EHBP1L1	8
EHD1	24
EIF1	179
EIF1B	8
EIF2AK1	3
EIF3I	14
EIF4A1	19
EIF4A2	8
EIF4B	9
EIF4EBP2	8
EIF4G2	29
EIF4G3	11
EIF4H	9
EIF5	32
EIF5A	9
ELAPOR1	78
ELAVL1	15
ELF1	20
ELF2	20
ELMO1	7
ELOB	20
EMC10	10
EMC3	12
EMD	6
EMP3	27
ENO1	3
ENSA	12
EP300	44
EPB41	31
EPN1	13
EPS15	6
ERBIN	11
ERICH1	8
ERN1	37
ETV6	5
EVI2B	100
EWSR1	9
EXOC7	4
FAAP20	5
FAM107B	24
FAM120AOS	33
FAM133B	52
FAM177A1	17
FAM204A	1
FAM241A	30
FAM32A	6
FAM50A	3
FAM89B	3
FAU	100
FAUP4	20
FAXC	31
FBRS	16
FBXL20	13
FBXL3	9
FBXO11	4
FBXO48	59
FBXO7	3
FBXO9	6
FBXW7	30
FEM1A	75
FERMT3	24
FGFR1OP2	3
FIS1	5
FKBP1A	22
FKBP8	24
FLNA	15
FLOT2	6
FMN1	51
FMNL1	75
FNBP1	13
FNIP1	39
FOS	206
FOSB	35
FOXN3	11
FOXO3	49
FOXP1	7
FTH1	1938
FTL	1106
FUS	21
FXR1	3
FXR2	9
FXYD5	3
FYTTD1	6
G3BP2	15
GABARAP	69
GABARAPL2	24
GABRD	8
GALNT1	3
GAPDH	35
GAPVD1	7
GASK1A	117
GATAD2A	16
GATD1	40
GBF1	25
GCC2	28
GGNBP2	5
GHITM	11
GIT2	13
GLRX5	0
GLTP	20
GMFG	68
GNA13	21
GNAI2	64
GNAI3	18
GNAS	49
GNB1	21
GNB2	45
GNB5	45
GNG5	15
GNL3L	34
GNPTG	18
GOLGA2	27
GOLGA4	14
GOLGB1	53
GOLM2	9
GOSR1	14
GPATCH2L	14
GPBP1	24
GPBP1L1	5
GPCPD1	37
GPSM2	29
GPX1	11
GPX4	6
GRB2	42
GRIPAP1	17
GRK2	13
GRK3	7
GRK6	5
GSK3B	12
GSPT1	1
GSTK1	3
GSTO1	2
GTDC1	26
GTF2I	13
GTPBP4	88
GUK1	17
GYPC	4
H1-2	1
H2AC18	276
H2AC19	302
H2AZ1	16
H2AZ2	6
H3-3A	475
H3-3B	335
HADHB	3
HAPSTR1	49
HAT1	6
HBA1	931
HBA2	2914
HBB	5068
HBP1	27
HCLS1	37
HCST	3
HDGF	4
HECTD1	6
HELZ	2
HERC1	4
HIF1A	113
HINT1	3
HIPK1	7
HIPK3	6
HLA-A-3	103
HLA-A-6	103
HLA-B-1	22
HLA-B-2	99
HLA-B-3	109
HLA-B-5	25
HLA-DQA1-2	53
HLA-DQA1-4	48
HLA-E	84
HLA-E-1	104
HLA-E-2	87
HMGB1	37
HMGB1P6	5
HMGB2	7
HMGN1	2
HMGN2	4
HNRNPA2B1	42
HNRNPA3	48
HNRNPC	31
HNRNPD	10
HNRNPDL	4
HNRNPF	9
HNRNPH2	18
HNRNPH3	16
HNRNPK	32
HNRNPM	6
HNRNPU	27
HNRNPUL1	60
HOOK3	6
HP1BP3	15
HPCAL1	61
HPS1	4
HSD17B12	34
HSP90AA1	22
HSP90AB1	2
HSPA4L	34
HSPA9	31
HYCC2	44
ICAM3	33
IDH2	2
IDS	14
IER2	199
IFI16	17
IFITM2	708
IFRD1	70
IGBP1	3
IGF2R	93
IK	13
IL2RG	17
INTS6	15
IRAG2	20
IRAK4	3
IRF1	317
IRF2	4
IRF9	16
IRS2	84
ISCA1	10
ISCU	6
ISG20L2	46
IST1	10
ITGA1	54
ITGAL	9
ITM2B	280
ITPR2	4
ITSN2	15
JAK1	37
JARID2	15
JMJD1C	68
JOSD1	5
JTB	5
JUNB	190
JUND	135
KAT6A	16
KCMF1	12
KCNK6	69
KCNMB1	34
KDM5A	20
KDM6A	12
KDM6B	101
KDM7A	11
KHDRBS1	10
KIDINS220	25
KIF2A	5
KIF5B	4
KLF2	101
KLF3	26
KLF6	186
KLHL24	19
KLHL5	6
KMT2C	63
KMT2E	16
KPNA4	26
KPNB1	11
KRAS	10
KRBA2	27
KREMEN1	24
L1TD1	54
LAMP1	21
LAMTOR1	8
LAMTOR4	46
LAMTOR5	4
LAPTM5	184
LBR	35
LCOR	28
LCP1	153
LDLR	51
LIMS1	16
LITAF	445
LMBRD1	5
LNPEP	1
LPGAT1	24
LPIN2	9
LPP	15
LRP10	22
LRRC58	83
LRRFIP1	84
LRRFIP2	10
LSM3	4
LYPLA1	5
LYRM7	69
LYST	38
MAB21L3	135
MACF1	26
MACROH2A1	19
MAF1	2
MAP1LC3B	60
MAP2K2	4
MAP2K3	70
MAP3K11	11
MAP3K2	99
MAP3K8	9
MAP4K2	6
MAP4K4	31
MAPK1	18
MAPK1IP1L	7
MAPKAPK2	20
MAPRE1	5
MARCHF6	9
MARK3	18
MAVS	5
MAX	6
MBD2	11
MBD4	14
MBD5	10
MBNL1	19
MBP	27
MCL1	179
MDM2	7
MDM4	36
MECP2	28
MED11	8
MED12	32
MED13	13
MED13L	73
MED27	22
MED28	5
MEF2A	7
METTL9	18
MFN1	26
MFSD11	12
MGAT4A	65
MGLL	9
MICAL3	37
MID1	28
MIDN	93
MIER1	19
MIGA1	24
MINDY2	22
MKNK2	24
MKRN1	18
MLF2	23
MLH1	13
MLLT6-1	36
MLX	73
MMP24OS	6
MOB1A	33
MORC3	7
MORF4L1	5
MPC2	4
MPLKIP	3
MRFAP1	3
MRPL33	5
MRPL57	7
MS4A4E	30
MSL1	43
MSN	30
MT-ATP6	212
MT-ATP8	5
MT-CO1	92
MT-CO2	344
MT-CO3	238
MT-CYB	271
MT-ND1	324
MT-ND2	281
MT-ND3	272
MT-ND4	214
MT-ND4L	22
MT-ND5	43
MTATP6P1	42
MTCH1	13
MTDH	6
MTHFD1	55
MTND1P23	10
MTND2P28	2
MTPN	21
MXI1	14
MYADM	58
MYCBP2	11
MYH7B	23
MYH9	78
MYL12A	29
MYL12B	38
MYL6	76
MYO5A	25
MYO9B	23
N4BP2L2	25
NAA60	6
NABP1	444
NACA	22
NAMPT	6339
NAP1L1	3
NAPA	17
NAPG	4
NARF	12
NASP	7
NBPF10	23
NBPF14	10
NBPF19	31
NBR1	20
NCBP3	20
NCOA1	21
NCOA3	4
NCOA4	30
NCOR1	14
NDUFA1	13
NDUFA13	3
NDUFA2	11
NDUFA4	2
NDUFA5	4
NDUFB1	6
NDUFB11	4
NDUFB4	1
NDUFB9	7
NDUFC1	1
NDUFS2	9
NEDD8	5
NFAT5	20
NFE2L2	28
NFKB2	47
NFKBIA	650
NFKBIB	11
NFKBIZ	232
NIN	24
NIPBL	15
NKTR	9
NMI	8
NMNAT3	55
NNT	15
NONO	4
NOP10	45
NOTCH2NLC	69
NPC2	13
NPEPPS	44
NR1H2	2
NR4A2	6
NRDC	11
NSD1	10
NSD3	10
NT5C3A	6
NUDC	3
NUDT3	21
NUFIP2	16
NUMB	42
OAZ1	84
OAZ2	44
OCIAD1	5
ODC1	0
OGA	20
OGDH	11
OPHN1	14
OR11G2	32
ORAI1	8
ORAI2	43
ORC4	51
OSBPL8	40
OSER1	18
OST4	12
OSTF1	4
OTUB1	8
OTUD5	11
P2RX4	13
P2RX7	46
P4HB	19
PABPC1	53
PABPN1	7
PACS1	4
PAFAH1B1	90
PAFAH1B2	17
PAIP2	20
PAK2	30
PANK2	16
PAPOLA	9
PARK7	16
PBRM1	14
PCBP1	72
PCBP2	19
PCGF5	5
PCM1	3
PCMTD1	2
PCSK7	93
PCYT1A	14
PDAP1	6
PDCD10	0
PDCD4	17
PDE4DIP	7
PDIA3	48
PDIA5	14
PELI1	80
PET100	4
PFDN5	20
PFN1	45
PGAM1	5
PGK1	20
PGLS	6
PHACTR1	204
PHF20	19
PHF20L1	31
PHF3	10
PHIP	10
PHKB	5
PIAS1	15
PIGN	41
PIK3C3	40
PIM1	15
PIP4K2A	3
PITHD1	1
PJA2	23
PKN2	18
PLA2G10CP	24
PLAT	51
PLEK	261
PLEKHB2	48
PLP2	5
PMAIP1	18
PNPLA2	4
PNPLA8	30
PNPT1	146
PNRC1	227
POC1B	15
POLR1D	3
POLR2E	1
POLR2J	5
POLR2J3-1	33
POMP	5
PPDPF	0
PPHLN1	21
PPIA	7
PPIG	22
PPM1A	19
PPP1CA	14
PPP1CB	16
PPP1R12A	22
PPP1R15A	138
PPP1R2	17
PPP2R2A	19
PPP2R5A	19
PPP2R5C	37
PPP3CA	13
PPP3R1	10
PPP4C	18
PPP4R2	20
PPP4R3B	3
PPP6R1	1
PPP6R3	3
PRDM2	17
PRDX5	6
PRDX6	7
PRELID1	23
PREX1	23
PRKACA	27
PRKAG2	11
PRKAR1A	10
PRKCB	58
PRKX	40
PRMT2	2
PRPSAP1	13
PRR11	11
PRR13	22
PRRC2C	37
PSAP	29
PSIP1	1
PSMA4	8
PSMA6	21
PSMA7	8
PSMB1	8
PSMD13	4
PSMD4	5
PSMD6	3
PSME1	10
PSME4	9
PTBP3	22
PTEN	65
PTGES3	3
PTMA	13
PTP4A2	69
PTPN1	5
PTPN11	18
PTPN18	3
PTPN6	18
PTPRC	118
PTPRJ	24
QKI	26
R3HDM2	6
R3HDM4	52
RAB11A	8
RAB14	10
RAB18	6
RAB1A	17
RAB21	47
RAB27A	24
RAB2A	22
RAB5A	22
RAB5C	19
RAB5IF	25
RAB7A	24
RAB8A	9
RAB8B	22
RABAC1	13
RABGAP1L	6
RAC1	54
RAC2	35
RACK1	5
RAD21	21
RAD23B	22
RAF1	134
RALBP1	10
RALY	7
RAP1A	24
RAP1B	15
RASGRP2	8
RB1CC1	23
RBBP6	14
RBM22P2	43
RBM3	7
RBM38	3
RBM39	50
RBM4	8
RBM8A	9
RBX1	0
RC3H1	8
RCOR3	10
REEP5	4
REL	61
RESF1	115
RFFL	42
RGS10	4
RHAG	13
RHEB	3
RHOA	39
RHOF	9
RHOG	58
RICTOR	83
RILPL2	39
RIOK3	44
RIPOR2	47
RNASEK	52
RNASEK-C17orf49	14
RNASET2	41
RNF10	31
RNF11	10
RNF115	21
RNF14	19
RNF145	18
RNF213	32
RNF41	22
RNF7	5
RNPEPL1	4
RO60	4
ROCK1	34
RPAP2	11
RPL10	14
RPL11	8
RPL12	16
RPL13	9
RPL13A	7
RPL14	6
RPL15	4
RPL18	10
RPL18A	3
RPL19	8
RPL21	7
RPL23	15
RPL23A	2
RPL24	7
RPL26	4
RPL27A	19
RPL28	32
RPL29	6
RPL3	2
RPL30	48
RPL31	7
RPL32	20
RPL34	41
RPL35A	17
RPL36	4
RPL36AL	11
RPL37	57
RPL37A	5
RPL38	20
RPL39	65
RPL4	4
RPL41	82
RPL5	4
RPL6	4
RPL7	6
RPL7A	3
RPL8	3
RPLP1	42
RPLP2	16
RPS10	11
RPS11	25
RPS12	15
RPS13	10
RPS14	38
RPS15	18
RPS15A	14
RPS16	11
RPS19	15
RPS19BP1	2
RPS2	14
RPS20	13
RPS21	12
RPS23	4
RPS24	17
RPS25	14
RPS26	14
RPS27	26
RPS27A	29
RPS27L	20
RPS28	16
RPS29	9
RPS3	4
RPS3A	10
RPS4X	1
RPS5	3
RPS6	11
RPS6KA3	25
RPS7	14
RPS8	2
RSF1	13
RSRC2	10
RSRP1	21
RTF1	24
RTF2	13
RTN4	41
RUNDC1	17
S100A4	295
S100A6	238
SAMD4B	88
SAMD9	11
SAP18	7
SAP30BP	3
SAR1A	71
SARAF	46
SAT1	662
SBNO1	14
SCAF11	34
SCAND1	1
SCFD1	30
SDCBP	120
SEC11A	11
SEC14L1	70
SEC22B	36
SEC23A	32
SEC61G	1
SEC62	16
SECISBP2	13
SELENOF	5
SELENOK	15
SELENOT	9
SEMA6B	138
SENP7	7
SEPTIN2	22
SEPTIN7	45
SEPTIN9	4
SERF2	32
SERINC3	35
SERP1	11
SERPINB1	23
SET	17
SETD6	13
SETX	11
SF1	31
SF3A1	8
SF3B1	29
SF3B2	19
SF3B5	6
SF3B6	11
SFI1	60
SFPQ	20
SH3BGRL	5
SH3BGRL3	87
SH3BP5	10
SH3GLB1	27
SH3KBP1	13
SH3TC2	6
SHISA5	14
SHISA9	16
SHKBP1	30
SHOC2	49
SIAH2	1
SIRT2	13
SKAP2	30
SKP1	13
SLC25A15	14
SLC25A3	22
SLC25A37	181
SLC25A39	1
SLC28A2	53
SLC2A3	99
SLC35E1	11
SLC35E2B	32
SLC35E3	73
SLC38A2	11
SLC44A2	8
SLC50A1	9
SLC6A4	11
SLFN14	18
SLK	7
SLMAP	11
SLTM	6
SLU7	6
SMAD2	10
SMAD4	11
SMAP2	41
SMARCA2	5
SMCHD1	264
SMG1	51
SMIM27	3
SMNDC1	5
SMS	3
SNAP23	2
SNF8	6
SNRK	29
SNRPB	7
SNUPN	17
SNX3	4
SNX6	7
SNX9	2
SOD1	2
SON	30
SORL1	80
SOS1	46
SOS2	18
SP100	18
SPAG9	59
SPATA33	27
SPATS2	14
SPCS1	18
SPCS2	3
SPCS3	5
SPEN	19
SPG7	14
SPNS1	17
SPPL2A	17
SPPL3	10
SQSTM1	182
SREK1	15
SRGN	782
SRP14	12
SRRM1	12
SRRM2	35
SRSF10	8
SRSF2	8
SRSF3	15
SRSF4	17
SRSF5	51
SRSF6	3
SRSF8	4
SRSF9	12
SSH2	23
SSU72	14
ST13	1
ST3GAL1	5
STAG2	18
STAT3	52
STAT5B	35
STAU1	11
STK10	44
STK17A	14
STK17B	60
STK24	3
STK3	26
STK4	77
STMP1	3
STRAP	4
STT3B	28
STUB1	2
STX16	4
STXBP2	23
STXBP3	5
SUB1	24
SUMO1	7
SUMO2	15
SUMO3	3
SUZ12	7
SYAP1	15
SYF2	23
SZRD1	4
TAB2	15
TACC1	23
TADA3	5
TAF10	7
TAF2	12
TAF7	19
TAGLN2	81
TALDO1	45
TANGO2	5
TANK	46
TAOK1	16
TAOK3	13
TARBP1	46
TAX1BP1	29
TBC1D15	34
TBCD	89
TBCK	44
TBK1	141
TBL1XR1	6
TCEA1	4
TCF25	41
TCP11L2	2
TERF2IP	18
TET2	19
TFDP2	11
TFG	21
TGFB1	30
TGOLN2	31
THOC5	19
THOC7	2
THRAP3	19
TIMM17A	21
TKT	33
TLK1	6
TLK2	11
TLN1	39
TM9SF2	2
TMA7	29
TMBIM4	22
TMBIM6	34
TMED2	5
TMED5	6
TMEM120B	13
TMEM123	9
TMEM154	52
TMEM167A	3
TMEM183A	5
TMEM212	16
TMEM219	8
TMEM248	3
TMEM258	3
TMEM41B	13
TMEM45A	9
TMEM50A	9
TMEM59	15
TMEM9B	2
TMF1	21
TMOD3	21
TMSB10	19
TMSB4X	382
TMSB4XP4	3
TMUB2	10
TMX4	16
TNFAIP3	227
TNFAIP8L1	14
TNRC6B	10
TOMM7	5
TOP1	28
TP53INP1	4
TPGS1	112
TPI1	6
TPM1	23
TPM3	120
TPM4	19
TPR	16
TPST2	12
TPT1	144
TRA2A	11
TRA2B	8
TRAM1	4
TRAPPC1	5
TRAPPC5	5
TRIM52	24
TRIM56	30
TRIM58	11
TRIOBP	6
TRIP11	25
TRIP12	14
TRIR	4
TRNAU1AP	43
TSC2	46
TSC22D3	36
TSC22D4	13
TSGA10	14
TSPAN10	90
TSPAN14	21
TSPO	38
TSPYL1	3
TTC3	18
TUBA1A	54
TUBA1B	5
TUBA4A	11
TUBB4B	10
TUT7	30
TXN	40
TXNIP	114
TXNL1	8
TXNL4A	2
TYMP	37
U2AF1	24
UBA52	72
UBALD2	41
UBB	11
UBC	171
UBE2B	71
UBE2D2	8
UBE2D3	80
UBE2E3	0
UBE2H	14
UBE2J1	20
UBE2L3	2
UBE2M	14
UBE2R2	50
UBL3	5
UBL5	24
UBN1	35
UBQLN1	7
UBR2	17
UBR4	21
UBXN1	7
UBXN4	16
UCP2	0
UFD1	7
UGGT1	17
UGP2	1
UIMC1	7
UPF2	15
UQCR10	6
UQCR11	11
UQCRB	4
UQCRH	6
USF2	8
USP12	2
USP15	37
USP22	7
USP33	4
USP34	16
USP47	4
USP7	9
USP8	43
USP9X	21
UTRN	4
UXT	3
VAMP2	33
VAPA	52
VASP	60
VCP	15
VHL	16
VIM	53
VMP1	55
VOPP1	2
VPS26A	8
VPS36	7
VPS37B	11
VPS4B	18
VRK1	18
VSIR	59
WAC	57
WAS	18
WASF2	8
WBP11	4
WBP2	14
WDR1	7
WDR26	46
WDR45	25
WHAMMP1	0
WIPF1	29
WIPI2	9
WNK1	24
WSB1	17
WTAP	12
XIAP	67
XPR1	27
XRCC5	6
XRCC6	6
XRN1	13
YBX1	7
YBX3	4
YIPF4	29
YIPF6	168
YME1L1	23
YPEL3	63
YPEL5	69
YTHDF2	3
YWHAB	55
YWHAZ	41
YY1	15
ZBTB7A	20
ZBTB8OS	12
ZC3H15	11
ZC3H7A	7
ZC3HAV1	22
ZEB2	39
ZFAND5	23
ZFAND6	15
ZFC3H1	18
ZFP36	190
ZFP36L1	268
ZMAT2	16
ZMAT3	24
ZMYM2	8
ZNF101	21
ZNF106	22
ZNF148	15
ZNF207	17
ZNF24	13
ZNF33A	3
ZNF34	40
ZNF385D	38
ZNF426	32
ZNF431	14
ZNF526	79
ZNF585B	26
ZNF605	45
ZNF639	12
ZNF655	9
ZNF66	26
ZNHIT1	3
ZZEF1	81
