gene	count
JTB	5
JUNB	4
JUND	3
KAT6A	1
KCMF1	2
KCNK6	3
KCNMB1	0
KDM5A	2
KDM6A	1
KDM6B	2
KDM7A	0
KHDRBS1	0
KIDINS220	2
KIF2A	46
KIF5B	0
KLF2	1
KLF3	0
KLF6	0
KLHL24	1
KLHL5	1
KMT2C	2
KMT2E	1
KPNA4	0
KPNB1	0
KRAS	1
KRBA2	0
KREMEN1	1
L1TD1	0
LAMP1	3
LAMTOR1	26
LAMTOR4	1
LAMTOR5	0
LAPTM5	3
LBR	0
LCOR	1
LCP1	1
LDLR	3
LIMS1	60
LITAF	0
LMBRD1	0
LNPEP	0
LPGAT1	0
LPIN2	2
LPP	2
LRP10	1
LRRC58	1
LRRFIP1	3
LRRFIP2	3
LSM3	1
LYPLA1	0
LYRM7	1
LYST	2
MAB21L3	1
MACF1	3
MACROH2A1	0
MAF1	3
MAP1LC3B	13
MAP2K2	1
MAP2K3	8
MAP3K11	1
MAP3K2	0
MAP3K8	0
MAP4K2	1
MAP4K4	1
MAPK1	3
MAPK1IP1L	2
MAPKAPK2	3
MAPRE1	2
MARCHF6	0
MARK3	1
MAVS	3
MAX	23
MBD2	1
MBD4	1
MBD5	0
MBNL1	12
MBP	4
MCL1	1
MDM2	0
MDM4	0
MECP2	0
MED11	0
MED12	0
MED13	0
MED13L	1
MED27	0
MED28	1
MEF2A	0
METTL9	0
MFN1	1
MFSD11	0
MGAT4A	1
MGLL	11
MICAL3	1
MID1	1
MIDN	1
MIER1	1
MIGA1	1
MINDY2	1
MKNK2	1
MKRN1	3
MLF2	1
MLH1	1
MLLT6-1	1
MLX	0
MMP24OS	4
MOB1A	13
MORC3	0
MORF4L1	4
MPC2	2
MPLKIP	0
MRFAP1	2
MRPL33	0
MRPL57	1
MS4A4E	6
MSL1	0
MSN	10
MT-ATP6	367
MT-ATP8	9
MT-CO1	278
MT-CO2	294
MT-CO3	205
MT-CYB	188
MT-ND1	138
MT-ND2	293
MT-ND3	145
MT-ND4	224
MT-ND4L	23
MT-ND5	32
MTATP6P1	131
MTCH1	1
MTDH	3
MTHFD1	2
MTND1P23	3
MTND2P28	6
MTPN	48
MXI1	0
MYADM	1
MYCBP2	0
MYH7B	0
MYH9	31
MYL12A	141
MYL12B	9
MYL6	191
MYO5A	0
MYO9B	1
N4BP2L2	1
NAA60	0
NABP1	5
NACA	3
NAMPT	40
NAP1L1	75
NAPA	2
NAPG	1
NARF	1
NASP	1
NBPF10	0
NBPF14	0
NBPF19	0
NBR1	0
NCBP3	1
NCOA1	0
NCOA3	1
NCOA4	110
NCOR1	4
NDUFA1	4
NDUFA13	0
NDUFA2	1
NDUFA4	11
NDUFA5	6
NDUFB1	2
NDUFB11	0
NDUFB4	2
NDUFB9	2
NDUFC1	3
NDUFS2	1
NEDD8	0
NFAT5	0
NFE2L2	1
NFKB2	1
NFKBIA	5
NFKBIB	0
NFKBIZ	4
NIN	4
NIPBL	0
NKTR	0
NMI	0
NMNAT3	2
NNT	1
NONO	0
NOP10	1
NOTCH2NLC	0
NPC2	4
NPEPPS	1
NR1H2	3
NR4A2	1
NRDC	4
NSD1	1
NSD3	1
NT5C3A	20
NUDC	1
NUDT3	0
NUFIP2	0
NUMB	4
OAZ1	244
OAZ2	0
OCIAD1	2
ODC1	67
OGA	0
OGDH	2
OPHN1	2
OR11G2	1
ORAI1	8
ORAI2	8
ORC4	0
OSBPL8	0
OSER1	0
OST4	137
OSTF1	5
OTUB1	0
OTUD5	2
P2RX4	0
P2RX7	0
P4HB	0
PABPC1	5
PABPN1	0
PACS1	1
PAFAH1B1	2
PAFAH1B2	0
PAIP2	10
PAK2	0
PANK2	1
PAPOLA	2
PARK7	18
PBRM1	2
PCBP1	7
PCBP2	8
PCGF5	10
PCM1	0
PCMTD1	2
PCSK7	0
PCYT1A	0
PDAP1	1
PDCD10	1
PDCD4	0
PDE4DIP	0
PDIA3	0
PDIA5	1
PELI1	1
PET100	2
PFDN5	1
PFN1	17
PGAM1	1
PGK1	3
PGLS	0
PHACTR1	1
PHF20	0
PHF20L1	3
PHF3	1
PHIP	0
PHKB	4
PIAS1	0
PIGN	0
PIK3C3	0
PIM1	0
PIP4K2A	19
PITHD1	1
PJA2	3
PKN2	1
PLA2G10CP	1
PLAT	3
PLEK	20
PLEKHB2	1
PLP2	0
PMAIP1	0
PNPLA2	0
PNPLA8	0
PNPT1	1
PNRC1	1
POC1B	1
POLR1D	0
POLR2E	4
POLR2J	1
POLR2J3-1	1
POMP	0
PPDPF	52
PPHLN1	1
PPIA	6
PPIG	0
PPM1A	1
PPP1CA	0
PPP1CB	1
PPP1R12A	0
PPP1R15A	1
PPP1R2	1
PPP2R2A	0
PPP2R5A	1
PPP2R5C	1
PPP3CA	0
PPP3R1	2
PPP4C	0
PPP4R2	0
PPP4R3B	1
PPP6R1	3
PPP6R3	0
PRDM2	1
PRDX5	9
PRDX6	29
PRELID1	0
PREX1	1
PRKACA	1
PRKAG2	0
PRKAR1A	0
PRKCB	7
PRKX	0
PRMT2	1
PRPSAP1	0
PRR11	0
PRR13	0
PRRC2C	5
PSAP	3
PSIP1	4
PSMA4	0
PSMA6	0
PSMA7	4
PSMB1	1
PSMD13	1
PSMD4	0
PSMD6	0
PSME1	4
PSME4	0
PTBP3	1
PTEN	1
PTGES3	3
PTMA	74
PTP4A2	15
PTPN1	0
PTPN11	1
PTPN18	19
PTPN6	1
PTPRC	4
PTPRJ	5
QKI	1
R3HDM2	1
R3HDM4	6
RAB11A	7
RAB14	0
RAB18	0
RAB1A	1
RAB21	1
RAB27A	0
RAB2A	1
RAB5A	0
RAB5C	4
RAB5IF	2
RAB7A	5
RAB8A	8
RAB8B	4
RABAC1	3
RABGAP1L	3
RAC1	22
RAC2	2
RACK1	1
RAD21	0
RAD23B	0
RAF1	0
RALBP1	0
RALY	1
RAP1A	3
RAP1B	60
RASGRP2	8
RB1CC1	1
RBBP6	15
RBM22P2	0
RBM3	1
RBM38	3
RBM39	3
RBM4	1
RBM8A	0
RBX1	5
RC3H1	0
RCOR3	0
REEP5	0
REL	0
RESF1	0
RFFL	0
RGS10	77
RHAG	0
RHEB	2
RHOA	25
RHOF	5
RHOG	1
RICTOR	1
RILPL2	2
RIOK3	18
RIPOR2	15
RNASEK	3
RNASEK-C17orf49	0
RNASET2	3
RNF10	0
RNF11	9
RNF115	0
RNF14	0
RNF145	0
RNF213	2
RNF41	0
RNF7	2
RNPEPL1	3
RO60	2
ROCK1	1
RPAP2	1
RPL10	7
RPL11	5
RPL12	6
RPL13	6
RPL13A	2
RPL14	1
RPL15	9
RPL18	2
RPL18A	0
RPL19	2
RPL21	1
RPL23	1
RPL23A	0
RPL24	0
RPL26	0
RPL27A	5
RPL28	2
RPL29	3
RPL3	0
RPL30	2
RPL31	3
RPL32	3
RPL34	0
RPL35A	14
RPL36	0
RPL36AL	4
RPL37	3
RPL37A	7
RPL38	0
RPL39	2
RPL4	2
RPL41	13
RPL5	1
RPL6	1
RPL7	0
RPL7A	0
RPL8	0
RPLP1	16
RPLP2	2
RPS10	1
RPS11	4
RPS12	3
RPS13	0
RPS14	3
RPS15	1
RPS15A	7
RPS16	1
RPS19	0
RPS19BP1	3
RPS2	1
RPS20	3
RPS21	0
RPS23	0
RPS24	2
RPS25	2
RPS26	0
RPS27	7
RPS27A	6
RPS27L	0
RPS28	3
RPS29	3
RPS3	3
RPS3A	6
RPS4X	2
RPS5	0
RPS6	1
RPS6KA3	0
RPS7	3
RPS8	1
RSF1	1
RSRC2	2
RSRP1	0
RTF1	1
RTF2	1
RTN4	7
RUNDC1	1
S100A4	0
S100A6	1
SAMD4B	0
SAMD9	0
SAP18	1
SAP30BP	0
SAR1A	0
SARAF	3
SAT1	99
SBNO1	0
SCAF11	0
SCAND1	0
SCFD1	0
SDCBP	3
SEC11A	0
SEC14L1	2
SEC22B	1
SEC23A	0
SEC61G	0
SEC62	1
SECISBP2	3
SELENOF	1
SELENOK	1
SELENOT	8
SEMA6B	2
SENP7	0
SEPTIN2	1
SEPTIN7	17
SEPTIN9	1
SERF2	94
SERINC3	0
SERP1	5
SERPINB1	6
SET	3
SETD6	1
SETX	0
SF1	2
SF3A1	0
SF3B1	0
SF3B2	0
SF3B5	0
SF3B6	0
SFI1	0
SFPQ	0
SH3BGRL	22
SH3BGRL3	224
SH3BP5	1
SH3GLB1	1
SH3KBP1	1
SH3TC2	1
SHISA5	1
SHISA9	1
SHKBP1	0
SHOC2	0
SIAH2	1
SIRT2	2
SKAP2	8
SKP1	6
SLC25A15	1
SLC25A3	2
SLC25A37	2
SLC25A39	0
SLC28A2	1
SLC2A3	4
SLC35E1	1
SLC35E2B	3
SLC35E3	5
SLC38A2	0
SLC44A2	5
SLC50A1	0
SLC6A4	0
SLFN14	2
SLK	0
SLMAP	2
SLTM	0
SLU7	2
SMAD2	0
SMAD4	1
SMAP2	0
SMARCA2	2
SMCHD1	0
SMG1	0
SMIM27	2
SMNDC1	1
SMS	0
SNAP23	10
SNF8	1
SNRK	1
SNRPB	1
SNUPN	0
SNX3	19
SNX6	3
SNX9	2
SOD1	3
SON	1
SORL1	1
SOS1	0
SOS2	1
SP100	2
SPAG9	0
SPATA33	0
SPATS2	0
SPCS1	3
SPCS2	2
SPCS3	0
SPEN	1
SPG7	1
SPNS1	5
SPPL2A	0
SPPL3	1
SQSTM1	3
SREK1	0
SRGN	60
SRP14	8
SRRM1	1
SRRM2	0
SRSF10	0
SRSF2	2
SRSF3	1
SRSF4	0
SRSF5	2
SRSF6	1
SRSF8	4
SRSF9	1
SSH2	1
SSU72	1
ST13	0
ST3GAL1	0
STAG2	1
STAT3	3
STAT5B	0
STAU1	5
STK10	2
STK17A	0
STK17B	0
STK24	4
STK3	0
STK4	2
STMP1	7
STRAP	2
STT3B	0
STUB1	2
STX16	0
STXBP2	14
STXBP3	0
SUB1	3
SUMO1	0
SUMO2	11
SUMO3	6
SUZ12	1
SYAP1	1
SYF2	2
SZRD1	1
TAB2	0
TACC1	0
TADA3	1
TAF10	4
TAF2	0
TAF7	2
TAGLN2	122
TALDO1	30
TANGO2	1
TANK	1
TAOK1	1
TAOK3	2
TARBP1	0
TAX1BP1	0
TBC1D15	1
TBCD	1
TBCK	0
TBK1	2
TBL1XR1	4
TCEA1	2
TCF25	0
TCP11L2	0
TERF2IP	6
TET2	0
TFDP2	1
TFG	1
TGFB1	55
TGOLN2	2
THOC5	0
THOC7	0
THRAP3	2
TIMM17A	1
TKT	0
TLK1	16
TLK2	1
TLN1	161
TM9SF2	1
TMA7	8
TMBIM4	0
TMBIM6	7
TMED2	0
TMED5	0
TMEM120B	2
TMEM123	0
TMEM154	2
TMEM167A	1
TMEM183A	0
TMEM212	0
TMEM219	13
TMEM248	2
TMEM258	1
TMEM41B	0
TMEM45A	0
TMEM50A	19
TMEM59	2
TMEM9B	1
TMF1	0
TMOD3	7
TMSB10	1
TMSB4X	1304
TMSB4XP4	17
TMUB2	1
TMX4	0
TNFAIP3	1
TNFAIP8L1	5
TNRC6B	0
TOMM7	2
TOP1	1
TP53INP1	0
TPGS1	1
TPI1	1
TPM1	35
TPM3	30
TPM4	55
TPR	1
TPST2	8
TPT1	24
TRA2A	0
TRA2B	0
TRAM1	1
TRAPPC1	25
TRAPPC5	11
TRIM52	0
TRIM56	1
TRIM58	6
TRIOBP	1
TRIP11	1
TRIP12	4
TRIR	12
TRNAU1AP	2
TSC2	2
TSC22D3	23
TSC22D4	1
TSGA10	1
TSPAN10	3
TSPAN14	0
TSPO	1
TSPYL1	1
TTC3	1
TUBA1A	3
TUBA1B	19
TUBA4A	79
TUBB4B	16
TUT7	3
TXN	2
TXNIP	2
TXNL1	1
TXNL4A	3
TYMP	0
U2AF1	1
UBA52	4
UBALD2	3
UBB	19
UBC	25
UBE2B	0
UBE2D2	2
UBE2D3	2
UBE2E3	12
UBE2H	4
UBE2J1	3
UBE2L3	1
UBE2M	2
UBE2R2	1
UBL3	0
UBL5	11
UBN1	2
UBQLN1	2
UBR2	0
UBR4	0
UBXN1	0
UBXN4	2
UCP2	12
UFD1	3
UGGT1	0
UGP2	1
UIMC1	4
UPF2	0
UQCR10	2
UQCR11	13
UQCRB	3
UQCRH	25
USF2	11
USP12	0
USP15	0
USP22	2
USP33	1
USP34	0
USP47	1
USP7	1
USP8	0
USP9X	0
UTRN	0
UXT	0
VAMP2	0
VAPA	5
VASP	5
VCP	1
VHL	0
VIM	2
VMP1	1
VOPP1	1
VPS26A	0
VPS36	0
VPS37B	0
VPS4B	1
VRK1	1
VSIR	4
WAC	0
WAS	0
WASF2	1
WBP11	0
WBP2	7
WDR1	19
WDR26	0
WDR45	1
WHAMMP1	1
WIPF1	13
WIPI2	0
WNK1	4
WSB1	0
WTAP	0
XIAP	2
XPR1	0
XRCC5	2
XRCC6	1
XRN1	0
YBX1	11
YBX3	13
YIPF4	0
YIPF6	3
YME1L1	1
YPEL3	0
YPEL5	8
YTHDF2	2
YWHAB	3
YWHAZ	22
YY1	1
ZBTB7A	1
ZBTB8OS	2
ZC3H15	0
ZC3H7A	0
ZC3HAV1	2
ZEB2	1
ZFAND5	1
ZFAND6	2
ZFC3H1	1
ZFP36	1
ZFP36L1	1
ZMAT2	2
ZMAT3	1
ZMYM2	0
ZNF101	0
ZNF106	1
ZNF148	1
ZNF207	0
ZNF24	0
ZNF33A	0
ZNF34	1
ZNF385D	2
ZNF426	2
ZNF431	2
ZNF526	4
ZNF585B	1
ZNF605	0
ZNF639	1
ZNF655	0
ZNF66	1
ZNHIT1	0
ZZEF1	1
