profile	rank	gene	specificity_log	expression_log
endostyle_csg	46	BLAG03000895	2.9577426335715473	4.939226296085602
endostyle_csg	47	BLAG90000256	2.94912677104099	5.447183756177743
endostyle_csg	48	BLAG19000098	2.9431907353875255	3.4203873636004465
endostyle_csg	49	BLAG18000638	2.8851163093317185	6.339903422802535
endostyle_csg	50	BLAG11000554	2.880015035679272	4.365017856189628
epidermal_neural	1	BLAG10000671	4.260634235557828	7.244318737326522
epidermal_neural	2	BLAG02001860	3.553832591096074	6.236422137207713
epidermal_neural	3	BLAG10000256	3.480335425627125	4.892836943732527
epidermal_neural	4	BLAG06000423	3.374650548351827	4.712014286000137
epidermal_neural	5	BLAG12000132	3.1959619429130113	3.1959619429130113
epidermal_neural	6	BLAG14000821	3.0787508125000747	6.7550661047727445
epidermal_neural	7	BLAG01000922	3.062246854654696	4.871943098715593
epidermal_neural	8	BLAG06000635	2.9441435607610154	4.593806033809644
epidermal_neural	9	BLAG01002583	2.9179715579447865	5.982967103912538
epidermal_neural	10	BLAG06001175	2.902511840196203	3.89682374605497
epidermal_neural	11	BLAG18000144	2.8729873289846015	5.162983321245248
epidermal_neural	12	BLAG03000863	2.847818834138846	5.246222595370475
epidermal_neural	13	BLAG01001156	2.845397432684569	4.724325853453065
epidermal_neural	14	BLAG05000560	2.7827222338106554	2.7827222338106554
epidermal_neural	15	BLAG02001067	2.7595205544988293	5.78786140937101
epidermal_neural	16	BLAG02000499	2.6885667967926743	6.986294284047754
epidermal_neural	17	BLAG14000917	2.6152707583431436	3.8684332752291066
epidermal_neural	18	BLAG08000781	2.6152707583431436	3.8684332752291066
epidermal_neural	19	BLAG13000700	2.5716656356350285	4.28605866922614
epidermal_neural	20	BLAG12000626	2.5555684748026306	5.4312928856483405
epidermal_neural	21	BLAG08000999	2.5525172986380777	4.266910332229189
epidermal_neural	22	BLAG02001062	2.4989568771755835	5.56653840779745
epidermal_neural	23	BLAG07001001	2.4962353340380163	5.817002765177539
epidermal_neural	24	BLAG12000427	2.487379456769215	3.1378920011749125
epidermal_neural	25	BLAG03000677	2.487204642018982	2.487204642018982
epidermal_neural	26	BLAG15000654	2.4606959424789463	5.336420353324656
epidermal_neural	27	BLAG03001313	2.448757142654419	3.977457428396035
epidermal_neural	28	BLAG02000428	2.4368932810984445	4.359183369016857
epidermal_neural	29	BLAG09000812	2.429231342059995	6.1222489511566325
epidermal_neural	30	BLAG17000498	2.4224318148325006	4.32328927296877
epidermal_neural	31	BLAG01001051	2.421345174248505	4.674143141417366
epidermal_neural	32	BLAG06000695	2.4193517646538423	6.416166389937568
epidermal_neural	33	BLAG02001856	2.406495108978268	4.459727668399452
epidermal_neural	34	BLAG02000509	2.3855278188318296	3.8684332752291066
epidermal_neural	35	BLAG01001282	2.3746501987133932	3.250844038078487
epidermal_neural	36	BLAG09000283	2.365480702513688	2.365480702513688
epidermal_neural	37	BLAG06000856	2.365480702513688	2.365480702513688
epidermal_neural	38	BLAG02002043	2.365480702513688	2.365480702513688
epidermal_neural	39	BLAG01002613	2.365480702513688	2.365480702513688
epidermal_neural	40	BLAG03000493	2.3475594288136934	3.778079631052625
epidermal_neural	41	BLAG01000674	2.346530708444141	4.247388166580411
epidermal_neural	42	BLAG12000306	2.3442067036063463	3.3994448465733527
epidermal_neural	43	BLAG03002073	2.334801533291885	6.9875678038153675
epidermal_neural	44	BLAG03000442	2.3185235948328007	3.4875087660625486
epidermal_neural	45	BLAG03001065	2.318056681852099	3.4444458999694767
epidermal_neural	46	BLAG01000772	2.3063044338811443	4.207161892017414
epidermal_neural	47	BLAG18000687	2.305187196890021	4.227477284808433
epidermal_neural	48	BLAG03000565	2.2914939530281666	3.1378920011749125
epidermal_neural	49	BLAG07001470	2.282226748273377	3.3028701516665127
epidermal_neural	50	BLAG04001999	2.275460728739729	3.4444458999694767
epidermis	1	BLAG08000263	3.8810598463967763	7.81576610477565
epidermis	2	BLAG08000267	3.824632878442994	8.121492469729997
epidermis	3	BLAG08000284	3.818896600803779	5.231398118909181
epidermis	4	BLAG07000021	3.7818671110093818	7.177831452218262
epidermis	5	BLAG16001007	3.743524389967402	7.699079339874783
epidermis	6	BLAG07000022	3.673291776136593	6.530828166332089
epidermis	7	BLAG15000232	3.669336120682609	7.519001152030083
epidermis	8	BLAG08000285	3.615454612522285	6.803413846474007
epidermis	9	BLAG06000500	3.594447935938203	7.574678461130798
epidermis	10	BLAG19000755	3.5822037071695014	7.343418474138295
epidermis	11	BLAG19000104	3.580229717278623	3.580229717278623
epidermis	12	BLAG08000218	3.5785926064192997	6.182879941306566
epidermis	13	BLAG18000489	3.5703778697846182	8.881037229878459
epidermis	14	BLAG08000293	3.5488139561152674	7.1857834386791675
epidermis	15	BLAG17000160	3.540725162324727	4.8643198183591405
epidermis	16	BLAG01000633	3.5243428325317474	9.055148626088153
epidermis	17	BLAG19000556	3.510908098701081	9.118747931221975
epidermis	18	BLAG09000775	3.50435904359817	4.51596950082882
epidermis	19	BLAG19000756	3.502197703260457	5.698022222591422
epidermis	20	BLAG04000062	3.483155755905381	4.968158576415736
epidermis	21	BLAG14000621	3.458892286545547	4.440071153128425
epidermis	22	BLAG17000452	3.4520617190439706	9.268094887770763
epidermis	23	BLAG19000554	3.4496695843774257	8.803295346476903
epidermis	24	BLAG11000130	3.449146887554456	6.592693124651589
epidermis	25	BLAG11000107	3.4482800307906096	5.940904492134802
epidermis	26	BLAG08001230	3.423576631279798	7.875074253665416
epidermis	27	BLAG11000131	3.4222599713884776	10.02609281209781
epidermis	28	BLAG08000282	3.420913559479161	4.5473027775965384
epidermis	29	BLAG19000763	3.4100059791761748	7.7464680616438795
epidermis	30	BLAG90000434	3.40777756438532	7.505332794631683
epidermis	31	BLAG18200003	3.3984615926625406	6.966902814799788
epidermis	32	BLAG19000557	3.391324131704896	9.868681648678336
epidermis	33	BLAG12000597	3.366880700333902	8.035753686538799
epidermis	34	BLAG06000208	3.366101301999329	5.783548124124096
epidermis	35	BLAG09000321	3.3583291945848037	7.6923614134634954
epidermis	36	BLAG12000598	3.35672201006688	6.796327388732703
epidermis	37	BLAG14000450	3.3476283453859175	4.3945362638155725
epidermis	38	BLAG08000279	3.3287213866834837	3.3287213866834837
epidermis	39	BLAG19000774	3.3266359752041805	6.969947181398112
epidermis	40	BLAG01001682	3.320875165618988	9.083064019925597
epidermis	41	BLAG13000072	3.32031967518156	5.410614149305141
epidermis	42	BLAG14000451	3.318945653596353	6.327114706520387
epidermis	43	BLAG15000322	3.3158847583609203	7.3550331884280755
epidermis	44	BLAG18000385	3.3154919135322336	9.940132614905988
epidermis	45	BLAG15000447	3.3137183448136622	6.096440578624318
epidermis	46	BLAG19000307	3.3060537047179928	6.726441068318439
epidermis	47	BLAG19000309	3.304277028532625	8.276579581537035
epidermis	48	BLAG19000555	3.3041797873158014	7.423923681879133
epidermis	49	BLAG06000204	3.299092038973697	5.664572741487385
epidermis	50	BLAG09000154	3.296350793693575	4.779256250090852
mesodermal_notochord	1	BLAG11000199	4.898788752832926	5.630320822455994
mesodermal_notochord	2	BLAG11001049	4.3903167513581876	5.437224669787843
mesodermal_notochord	3	BLAG12101319	4.376806723194155	8.639501389080344
mesodermal_notochord	4	BLAG08001395	4.355299623710678	5.375943027103814
mesodermal_notochord	5	BLAG04000185	4.317370601038064	4.317370601038064
mesodermal_notochord	6	BLAG05001315	4.287741584554745	5.299352041785395
mesodermal_notochord	7	BLAG13000988	4.134680063616282	4.134680063616282
mesodermal_notochord	8	BLAG13000679	4.097555230246363	4.097555230246363
mesodermal_notochord	9	BLAG18000058	4.058998826044794	4.058998826044794
mesodermal_notochord	10	BLAG13000017	4.000247254509597	4.782361097910316
mesodermal_notochord	11	BLAG11001064	3.9771175082391523	3.9771175082391523
mesodermal_notochord	12	BLAG13000083	3.9651640043621987	5.091553222479576
mesodermal_notochord	13	BLAG03000954	3.9140633515295504	4.1527381092704045
mesodermal_notochord	14	BLAG15000742	3.8494930737374746	4.116289918695168
mesodermal_notochord	15	BLAG03001404	3.829868236283287	5.56710955723157
mesodermal_notochord	16	BLAG12000387	3.737154578527585	5.964014083767519
mesodermal_notochord	17	BLAG05000687	3.7219923367827223	5.531688580843619
mesodermal_notochord	18	BLAG13000843	3.6453697124880393	6.60788168543565
mesodermal_notochord	19	BLAG07001293	3.6225168940791352	4.6168287999379025
mesodermal_notochord	20	BLAG08000835	3.6097309832886046	6.4854553941343145
mesodermal_notochord	21	BLAG03001563	3.5921740667713014	4.639081985200956
mesodermal_notochord	22	BLAG13000018	3.586764333284834	5.952245035798522
mesodermal_notochord	23	BLAG10000145	3.5781076254033364	6.082486378604157
mesodermal_notochord	24	BLAG03000378	3.5504736284095144	5.966934830136082
mesodermal_notochord	25	BLAG02001740	3.5488959658119312	6.176643586252436
mesodermal_notochord	26	BLAG03001505	3.5485987830040693	3.8153956279617627
mesodermal_notochord	27	BLAG01001788	3.4860189174384177	5.812725081476864
mesodermal_notochord	28	BLAG17000901	3.4649624913648145	5.74224323802435
mesodermal_notochord	29	BLAG02000267	3.4643799696244066	4.458691875483174
mesodermal_notochord	30	BLAG04001275	3.4163401336922385	6.420902805462439
mesodermal_notochord	31	BLAG02000270	3.388281817662684	4.254731232922654
mesodermal_notochord	32	BLAG08000209	3.3576277613531715	4.404535679782827
mesodermal_notochord	33	BLAG14000547	3.3358290423282497	5.58862700949711
mesodermal_notochord	34	BLAG10000675	3.3312796179720627	5.210208038740559
mesodermal_notochord	35	BLAG05000837	3.2994727184337505	5.792097179777943
mesodermal_notochord	36	BLAG13000844	3.276158951282618	5.940335826132617
mesodermal_notochord	37	BLAG04000527	3.2635002108489775	4.8105641589609895
mesodermal_notochord	38	BLAG18000513	3.222201486824892	4.703016163284568
mesodermal_notochord	39	BLAG02102328	3.201071495164773	6.522946250324923
mesodermal_notochord	40	BLAG01102849	3.1782348636347253	4.238438518080736
mesodermal_notochord	41	BLAG05000468	3.164705204686449	5.048652269531332
mesodermal_notochord	42	BLAG05000965	3.1441842741255073	3.4926555076531494
mesodermal_notochord	43	BLAG11001050	3.1191966131787363	3.1191966131787363
mesodermal_notochord	44	BLAG04001905	3.0959487510975916	5.58862700949711
mesodermal_notochord	45	BLAG01000495	3.080098090687945	4.317370601038064
mesodermal_notochord	46	BLAG11000811	3.0136094577217865	5.760334864850294
mesodermal_notochord	47	BLAG15000413	2.9978814702547045	3.8643308855146747
mesodermal_notochord	48	BLAG09000361	2.9562671638931275	6.2251095607451665
mesodermal_notochord	49	BLAG02001228	2.898414033065433	4.782361097910316
mesodermal_notochord	50	BLAG01001009	2.895809238417703	5.1393835751527694
muscular_somites	1	BLAG04000511	6.169918296951808	7.016316345098554
muscular_somites	2	BLAG02001926	5.997294065469623	8.015323710892565
muscular_somites	3	BLAG17000908	5.738806715325278	7.514791256341032
muscular_somites	4	BLAG12000770	5.552425917614495	7.917906620128183
muscular_somites	5	BLAG01000230	5.52773090845657	7.428588366592839
muscular_somites	6	BLAG18000212	5.3663648928519105	6.913428840963922
muscular_somites	7	BLAG17000576	5.3622079636131055	6.903217502687829
muscular_somites	8	BLAG14000714	5.2731205312008145	6.214486322617741
muscular_somites	9	BLAG18000529	5.177625080598375	6.044074495858345
muscular_somites	10	BLAG13000210	5.101694050898207	7.684257049047442
muscular_somites	11	BLAG18000657	5.087055204225182	6.971002269070065
muscular_somites	12	BLAG18000023	4.977524804422323	6.143932036040206
muscular_somites	13	BLAG17000472	4.838521463378219	6.966195239610468
muscular_somites	14	BLAG18000021	4.764787743736763	5.964229424903686
muscular_somites	15	BLAG01001015	4.735517803938586	5.102758170391794
muscular_somites	16	BLAG17000895	4.723554963816385	7.599279374662094
muscular_somites	17	BLAG04001609	4.694988395516533	5.373243229014582
muscular_somites	18	BLAG04000870	4.5810335792846235	5.434524124767404
muscular_somites	19	BLAG01000272	4.552426699466716	5.573070102859852
muscular_somites	20	BLAG18000532	4.530566579822165	5.717388721793692
muscular_somites	21	BLAG16000174	4.5025731682368635	5.671558339466611
muscular_somites	22	BLAG03000378	4.481611261966782	6.8980724636933495
muscular_somites	23	BLAG02001975	4.47704062786827	4.844280994321478
muscular_somites	24	BLAG18000215	4.402849414788742	6.986860835257362
muscular_somites	25	BLAG02001925	4.3634250500006235	5.478139730899921
muscular_somites	26	BLAG17000899	4.3545422851849445	7.172954648045732
muscular_somites	27	BLAG18000192	4.338694605603577	6.91680957967731
muscular_somites	28	BLAG01000343	4.309427749892442	6.18335133775329
muscular_somites	29	BLAG02001974	4.283348140041703	5.919496696908464
muscular_somites	30	BLAG18000527	4.266660227379333	5.113058275526079
muscular_somites	31	BLAG90000442	4.257121339992349	5.761210403542235
muscular_somites	32	BLAG17000896	4.250286889050925	6.692647620183954
muscular_somites	33	BLAG16000309	4.188007992633572	6.071955057478455
muscular_somites	34	BLAG05000999	4.142632758905063	5.598616356701384
muscular_somites	35	BLAG02001163	4.141619005413354	5.153229462644004
muscular_somites	36	BLAG07000549	4.136127806224101	6.417268301658151
muscular_somites	37	BLAG07001052	4.135449695448364	4.98184774359511
muscular_somites	38	BLAG06000571	4.126892092853667	6.62494907799042
muscular_somites	39	BLAG90000299	4.1241178661463165	9.022048616375214
muscular_somites	40	BLAG18000302	4.123691265960455	4.88371452488662
muscular_somites	41	BLAG17000843	4.111041349231719	7.005564994229255
muscular_somites	42	BLAG01001016	4.080493872127131	4.933984417609912
muscular_somites	43	BLAG18000632	4.068433799947503	5.901027863805433
muscular_somites	44	BLAG04000786	4.058499773893101	5.471001291998503
muscular_somites	45	BLAG10000464	4.01486951137139	4.774892770297554
muscular_somites	46	BLAG18000531	3.946591958288385	4.958202415519035
muscular_somites	47	BLAG05001426	3.939422520584677	5.653815554175789
muscular_somites	48	BLAG01001531	3.919654856972297	3.919654856972297
muscular_somites	49	BLAG02000422	3.9140926966037854	5.798039761448669
muscular_somites	50	BLAG02001164	3.8881241833407767	5.238116232858507
neural	1	BLAG02001243	3.7657703527851005	3.7657703527851005
neural	2	BLAG01001695	3.685040261644155	4.983177889610623
neural	3	BLAG07001130	3.596487722697431	3.596487722697431
neural	4	BLAG15000404	3.5086535378947072	4.740073200595715
neural	5	BLAG19000228	3.507093380833782	6.077912919407192
neural	6	BLAG10000671	3.4600593536995214	6.443743855468216
neural	7	BLAG01000674	3.4440507444133877	5.344908202549657
neural	8	BLAG19000777	3.3709104078191308	4.365222313677898
neural	9	BLAG13000700	3.3492674083517366	5.063660441942848
neural	10	BLAG03001313	3.3272927043928933	4.855992990134509
neural	11	BLAG02001244	3.325190170790722	3.975702715196419
neural	12	BLAG12000488	3.2769663070573025	4.40335552517468
neural	13	BLAG18000812	3.212519380278621	5.022215624339518
neural	14	BLAG07001001	3.135061044508455	6.455828475647977
neural	15	BLAG12000427	3.0644376926667576	3.7149502370724545
neural	16	BLAG02000499	3.0526499052729195	7.350377392527999
neural	17	BLAG13000238	3.0163587696175673	7.499372378326909
neural	18	BLAG01001694	2.9778695009259257	3.6131173046458342
neural	19	BLAG02001860	2.9647503769676993	5.647339923079338
neural	20	BLAG04001532	2.9430746952098468	3.621329528707896
neural	21	BLAG01000922	2.91692759187849	4.726623835939387
neural	22	BLAG09000812	2.914537673775956	6.607555282872593
neural	23	BLAG01000447	2.909211828710486	3.6692350876366504
neural	24	BLAG03000493	2.907116370431263	4.337636572670195
neural	25	BLAG05001132	2.88707418440156	5.246861108089332
neural	26	BLAG06000635	2.843111580640205	4.492774053688834
neural	27	BLAG01000263	2.8374067280295576	4.38447067614157
neural	28	BLAG15000609	2.8345504564593718	4.317455912856649
neural	29	BLAG04000645	2.833889871439403	6.356921256886813
neural	30	BLAG04000958	2.7991953278229884	5.051993294991849
neural	31	BLAG11000890	2.73251070839545	2.73251070839545
neural	32	BLAG01001696	2.7317950077916624	3.392589223899842
neural	33	BLAG11000811	2.7189980877145192	5.465723494843027
neural	34	BLAG06000657	2.6573254878700983	3.9043586690534946
neural	35	BLAG15000796	2.6495966819300825	2.6495966819300825
neural	36	BLAG14000456	2.64785658176889	3.847298262935813
neural	37	BLAG08000999	2.643024983021405	4.357418016612517
neural	38	BLAG01001187	2.6313480292002103	4.884145996369071
neural	39	BLAG03000863	2.6217947995933306	5.0201985608249595
neural	40	BLAG14000662	2.6172444677281184	3.2954993012261675
neural	41	BLAG16000550	2.5874752768621856	4.134539224974198
neural	42	BLAG01000446	2.582562998149235	2.582562998149235
neural	43	BLAG90000374	2.568063298547319	3.562375204406086
neural	44	BLAG02001307	2.565464220349149	2.913935453876791
neural	45	BLAG16000263	2.5486038088225333	4.262996842413645
neural	46	BLAG11000448	2.505504038732179	3.758666555618142
neural	47	BLAG01000443	2.4605289276516737	3.758666555618142
neural	48	BLAG19000138	2.452818402139143	3.4997263205687976
neural	49	BLAG02000323	2.4514743299349293	4.425556428228231
neural	50	BLAG02000320	2.4466313730598053	4.7239121197193406
neural_like	1	BLAG19000137	5.544039329755359	6.564682733148494
neural_like	2	BLAG08001136	4.904579381918644	4.904579381918644
neural_like	3	BLAG18000812	4.281103154630484	6.090799398691382
neural_like	4	BLAG11000569	4.072808027700082	4.723739239345429
neural_like	5	BLAG06001114	4.071773061328688	4.439013427781896
neural_like	6	BLAG04001532	4.04548440584738	4.723739239345429
neural_like	7	BLAG02001243	4.0394347514933955	4.0394347514933955
neural_like	8	BLAG90000689	4.021421423881312	5.19040659511106
neural_like	9	BLAG15000831	3.895730701225207	6.412076225493641
neural_like	10	BLAG15000832	3.74279044369358	4.502813702619744
neural_like	11	BLAG02000272	3.6902775167080604	3.6902775167080604
neural_like	12	BLAG08001289	3.6135459485702697	6.5080695935678055
neural_like	13	BLAG04000958	3.546858050304772	5.799656017473633
neural_like	14	BLAG19000104	3.5402790499763146	3.5402790499763146
neural_like	15	BLAG18000811	3.5402790499763146	3.5402790499763146
neural_like	16	BLAG03001313	3.4928381746645636	5.0215384604061795
neural_like	17	BLAG01001187	3.4016212002488073	5.654419167417668
neural_like	18	BLAG11000727	3.3731197151800894	4.133142974106254
neural_like	19	BLAG10001032	3.3637417783120687	3.3637417783120687
neural_like	20	BLAG01000600	3.3580817405141974	4.723739239345429
neural_like	21	BLAG09000395	3.3353361907006374	4.818241647097914
neural_like	22	BLAG01002551	3.3230371502548524	3.6902775167080604
neural_like	23	BLAG05001184	3.2850974932120858	3.936028704857432
neural_like	24	BLAG03001419	3.250819568825425	4.29772748725508
neural_like	25	BLAG05000879	3.1719095052015556	4.218817423631211
neural_like	26	BLAG10000730	3.1697521842479035	3.8206833958932496
neural_like	27	BLAG90000147	3.1519641075233755	4.133142974106254
neural_like	28	BLAG17000721	3.1492124007801374	3.1492124007801374
neural_like	29	BLAG16001115	3.1492124007801374	3.1492124007801374
neural_like	30	BLAG08000263	3.1082630132098643	7.042969271588738
neural_like	31	BLAG03000807	3.07119116589378	5.6346865778003075
neural_like	32	BLAG19000818	3.0630824217633936	3.5402790499763146
neural_like	33	BLAG10000209	3.045122845634628	4.0394347514933955
neural_like	34	BLAG18000816	3.0152705447844266	3.3637417783120687
neural_like	35	BLAG08000267	3.013881316093096	7.310740907380099
neural_like	36	BLAG12000598	2.972470846827819	6.412076225493641
neural_like	37	BLAG05001278	2.9557497545077323	4.502813702619744
neural_like	38	BLAG05000292	2.954010607271541	4.439013427781896
neural_like	39	BLAG04000425	2.9485422537543764	6.253610224517264
neural_like	40	BLAG10000364	2.93492436423201	4.439013427781896
neural_like	41	BLAG18000489	2.924884195682271	8.235543555776111
neural_like	42	BLAG13001102	2.9173841889616448	4.818241647097914
neural_like	43	BLAG10000227	2.905031246256406	3.5402790499763146
neural_like	44	BLAG09000284	2.9015420937275964	5.334835653758301
neural_like	45	BLAG02000646	2.879036526837445	3.6902775167080604
neural_like	46	BLAG90000457	2.87572441084571	2.87572441084571
neural_like	47	BLAG16000134	2.87572441084571	2.87572441084571
neural_like	48	BLAG10000502	2.87572441084571	2.87572441084571
neural_like	49	BLAG10000246	2.87572441084571	2.87572441084571
neural_like	50	BLAG10000046	2.87572441084571	2.87572441084571
putative_neuro_endo	1	BLAG17000024	4.2162765930620845	4.2162765930620845
putative_neuro_endo	2	BLAG09000896	4.2162765930620845	4.2162765930620845
putative_neuro_endo	3	BLAG13001007	3.9968146252837258	3.9968146252837258
putative_neuro_endo	4	BLAG09000848	3.9968146252837258	3.9968146252837258
putative_neuro_endo	5	BLAG02000752	3.735341993064792	4.396136209172972
putative_neuro_endo	6	BLAG19000457	3.715238564503016	3.715238564503016
putative_neuro_endo	7	BLAG17000377	3.715238564503016	3.715238564503016
putative_neuro_endo	8	BLAG17000217	3.715238564503016	3.715238564503016
putative_neuro_endo	9	BLAG07001603	3.715238564503016	3.715238564503016
putative_neuro_endo	10	BLAG07000184	3.715238564503016	3.715238564503016
putative_neuro_endo	11	BLAG06000549	3.715238564503016	3.715238564503016
putative_neuro_endo	12	BLAG03001801	3.715238564503016	3.715238564503016
putative_neuro_endo	13	BLAG03001694	3.715238564503016	3.715238564503016
putative_neuro_endo	14	BLAG03001690	3.715238564503016	3.715238564503016
putative_neuro_endo	15	BLAG03000496	3.715238564503016	3.715238564503016
putative_neuro_endo	16	BLAG01002543	3.715238564503016	3.715238564503016
putative_neuro_endo	17	BLAG01000992	3.715238564503016	3.715238564503016
putative_neuro_endo	18	BLAG10000084	3.6382280901740676	3.9968146252837258
putative_neuro_endo	19	BLAG09000523	3.6295742588305178	3.9968146252837258
putative_neuro_endo	20	BLAG01002678	3.6098865129550792	4.2162765930620845
